N	3gram	Medvedev_F	Psycholo
191	уже знаем что	1	2
192	в точном смысле	1	2
193	в первой главе	1	2
194	потому что не	1	2
195	к вопросу о	1	2
196	все же не	1	2
197	это значит что	1	2
198	но в этом	2	2
199	всего того что	1	2
200	в связи с	9	2
201	и вступает в	1	2
202	т п все	1	2
203	но и в	4	2
204	по крайней мере	1	2
205	в чем же	1	2
206	и в особенности	1	2
207	на деле и	1	2
208	как один из	2	2
209	художественной формы и	1	2
210	при этом не	2	2
211	иначе как в	1	2
212	в этом романе	1	2
213	самом деле в	1	2
214	как и все	2	2
215	в своих последних	1	2
216	что он просто	1	2
217	здесь нет и	1	2
218	это и не	1	2
219	мы имеем в	1	2
220	выходит за пределы	1	2
221	как мы увидим	3	2
222	так сказать в	2	2
223	как она есть	1	2
224	может и не	1	2
225	в той же	2	2
226	чтобы понять что	1	2
227	была бы совершенно	1	2
228	должно было бы	1	2
229	прав когда он	1	2
230	не можем не	1	2
231	но они не	1	2
232	все же в	1	2
233	согласиться с тем	1	2
234	то же что	1	2
235	в такой же	1	2
236	как и всякий	1	2
237	тех или иных	1	2
238	есть не что	1	2
239	его в сторону	1	2
240	то ни было	1	2
241	не может не	1	2
242	очевидно что в	1	2
243	но вместе с	1	2
244	на первый план	1	2
245	тем что в	1	2
246	то что было	1	2
247	к нему и	1	2
248	в узком смысле	1	2
249	равно как и	1	2
250	в эстетике и	1	2
251	тем же самым	1	2
252	в ней и	2	2
253	как и для	1	2
254	т п в	2	2
255	если бы оно	2	2
256	в литературном произведении	2	2
257	значение и смысл	1	2
258	мы приходим к	1	2
259	именно в этом	1	2
260	на минуту не	1	2
261	как мы видели	5	2
262	упуская из виду	1	2
263	имеем в виду	1	2
264	как одна из	1	2
265	еще далеко не	1	2
266	и в свою	1	2
267	оно не может	1	2
268	в таком виде	1	2
269	в предисловии к	3	2
270	увидим что и	1	2
271	начала и до	2	2
272	но вовсе не	1	1
273	не имеет вовсе	1	1
274	самих по себе	1	1
275	несмотря на их	1	1
276	не о методах	1	1
277	социальной жизни но	1	1
278	марксистской науки об	4	1
279	бы при этом	1	1
280	понятно что при	1	1
281	по себе но	1	1
282	в той мере	1	1
283	как материал для	1	1
284	что и со	1	1
285	его участие в	1	1
286	она не должна	1	1
287	построения но и	1	1
288	говорить на языке	1	1
289	у разных авторов	1	1
290	с его помощью	2	1
291	автором на ее	1	1
292	форма и содержание	1	1
293	влечет за собой	1	1
294	мы не найдем	1	1
295	связанных с их	1	1
296	и ни на	2	1
297	она могла бы	1	1
298	произведения как бы	1	1
299	это приводит к	2	1
300	точки зрения этой	1	1
301	в этом процессе	2	1
302	нельзя согласиться с	1	1
303	то чем является	1	1
304	подход к произведению	1	1
305	органической связи с	1	1
306	было бы нелепо	3	1
307	чтобы вскрыть и	1	1
308	было дано в	1	1
309	художественной формы не	1	1
310	как бы не	1	1
311	и некоторые другие	1	1
312	к этой цели	1	1
313	при помощи этого	1	1
314	в особенности в	1	1
315	не следует что	2	1
316	самого художественного произведения	1	1
317	вовсе не обязательно	1	1
318	поэтическое произведение как	1	1
319	романа в его	1	1
320	чтобы убедиться в	2	1
321	и не должна	1	1
322	где она была	1	1
323	том числе и	1	1
324	не могла быть	1	1
325	между этими двумя	2	1
326	в двух направлениях	1	1
327	в данную эпоху	1	1
328	и только из	1	1
329	и в общем	1	1
330	закрыв глаза на	1	1
331	той мере в	1	1
332	мы полагаем что	3	1
333	каждой из них	1	1
334	эта теория является	1	1
335	не только на	1	1
336	не в их	1	1
337	с этой стороны	1	1
338	и без остатка	1	1
339	самому своему существу	1	1
340	же и в	1	1
341	только и может	4	1
342	художественного произведения ни	1	1
343	нужно сказать что	1	1
344	мы различаем в	1	1
345	слов и в	1	1
346	а не из	1	1
347	не входит в	1	1
348	расподобления плавных звуков	1	1
349	никто не решается	1	1
350	ни к какому	1	1
351	работы таким образом	1	1
352	но все же	2	1
353	это становится особенно	1	1
354	и потому не	1	1
355	а также и	1	1
356	и здесь не	2	1
357	же сколько и	1	1
358	существу вовсе не	1	1
359	ней и в	1	1
360	при всем этом	1	1
361	художественного произведения которое	1	1
362	чуть ли не	1	1
363	только что он	1	1
364	не по существу	1	1
365	которая сама по	1	1
366	и к ней	1	1
367	не могла не	1	1
368	содержания в искусстве	1	1
369	что не имея	1	1
370	и во всяком	1	1
371	здесь не оказывается	1	1
372	если мы в	1	1
373	как мы знаем	2	1
374	и взглянуть на	1	1
375	как это было	2	1
376	содержание художественного произведения	1	1
377	может быть даже	1	1
378	в своем целом	2	1
379	вступает в свою	1	1
380	не в своей	1	1
381	оставив в стороне	1	1
382	допустим вместе с	1	1
383	вопрос идет не	1	1
384	в процессе развития	1	1
385	тому что и	1	1
386	еще не было	1	1
387	автор все время	2	1
388	круг проблем и	1	1
389	находится под влиянием	1	1
390	связи с этим	4	1
391	и для всех	1	1
392	изучения литературы а	1	1
393	во всех своих	2	1
394	что именно эти	1	1
395	со всеми другими	1	1
396	самом деле это	1	1
397	идет не об	1	1
398	же мы возьмем	1	1
399	со всех сторон	1	1
400	науки об искусстве	1	1
401	самого по себе	1	1
402	чтобы сделать камень	1	1
403	что на самом	1	1
404	как художник в	1	1
405	резко отличается от	1	1
406	содержание и форму	1	1
407	об искусстве но	1	1
408	этого факта и	1	1
409	в другую сторону	1	1
410	должна быть положена	1	1
411	вовсе не есть	1	1
412	совсем не так	2	1
413	все эти вопросы	1	1
414	что если бы	1	1
415	то на что	1	1
416	тем резче и	1	1
417	и все остальные	1	1
418	во всей его	1	1
419	отношения к искусству	1	1
420	мы убедимся что	1	1
421	за счет ее	1	1
422	у нас не	3	1
423	того что нужно	1	1
424	всего этого следует	1	1
425	по самому своему	1	1
426	хотя бы в	4	1
427	из них уже	1	1
428	совершенно независимо от	1	1
429	из этих элементов	1	1
430	и в каждом	2	1
431	областями социальной жизни	1	1
432	в широком смысле	2	1
433	художественного произведения не	1	1
434	взятые сами по	1	1
435	та или иная	1	1
436	сказать что и	1	1
437	или иного произведения	1	1
438	может считаться совершенно	1	1
439	таким образом оказывается	1	1
440	независимо от смысла	1	1
441	точки зрения их	2	1
442	все это в	1	1
443	методах изучения литературы	1	1
444	потебни едва ли	1	1
445	не вещь а	1	1
446	ясно с самого	1	1
447	ни в чем	1	1
448	новые и новые	1	1
449	стоит перед необходимостью	2	1
450	и может стать	1	1
451	из виду что	2	1
452	в самом начале	1	1
453	на этом фоне	1	1
454	и в сознании	1	1
455	том смысле в	1	1
456	не обращаясь к	1	1
457	может войти в	2	1
458	ясно что для	1	1
459	которого он является	1	1
460	для критики но	1	1
461	их в той	1	1
462	каждого элемента в	1	1
463	факта который как	1	1
464	не совпадают и	1	1
465	когда думает что	1	1
466	отнюдь не является	1	1
467	какого бы то	1	1
468	его места в	1	1
469	ни о какой	2	1
470	так что восприятие	1	1
471	же что и	1	1
472	что оно не	1	1
473	в нем как	2	1
474	пишет для того	1	1
475	целый ряд общих	1	1
476	задачи стоящей перед	1	1
477	все те черты	1	1
478	литературного произведения как	1	1
479	был бы быть	1	1
480	если мы их	1	1
481	в том числе	1	1
482	должны быть поняты	2	1
483	и должен быть	1	1
484	с тем же	1	1
485	как и всякое	1	1
486	сложны и тонки	1	1
487	не оказывает никакого	1	1
488	в ней как	1	1
489	во что бы	3	1
490	своих последних работах	1	1
491	совершенно неправильно в	1	1
492	а кроме того	1	1
493	о методах изучения	1	1
494	элементов художественного произведения	1	1
495	в ее конкретном	2	1
496	приемом таким образом	1	1
497	этого понятия в	1	1
498	что и до	1	1
499	от смысла и	1	1
500	в составе художественного	1	1
501	поэтического языка от	1	1
502	мы впадаем в	1	1
503	произведения и в	1	1
504	и что язык	1	1
505	на роман чтобы	1	1
506	могут быть названы	1	1
507	как и всякая	2	1
508	поэтический язык и	4	1
509	и прежде всего	2	1
510	и в то	4	1
511	его жизнь и	1	1
512	и в других	1	1
513	не могло быть	1	1
514	социальной жизни в	1	1
515	литературы а о	1	1
516	отсюда целый ряд	1	1
517	несмотря на свой	1	1
518	по существу и	1	1
519	ни одного из	1	1
520	вовсе не является	1	1
521	художественного произведения можно	1	1
522	и в его	1	1
523	вовсе не сводится	1	1
524	по учению формалистов	1	1
525	тем что он	1	1
526	или хотя бы	1	1
527	теми или иными	1	1
528	жизнь и судьба	1	1
529	в поэтическом языке	5	1
530	период своего развития	1	1
531	может показаться что	1	1
532	как своего рода	1	1
533	то ни стало	4	1
534	до известной степени	3	1
535	не к поэтической	1	1
536	широком смысле слова	1	1
537	с помощью которых	1	1
538	о самом процессе	1	1
539	ее от всех	1	1
540	истории литературы и	1	1
541	а в их	1	1
542	эстетикой сверху и	1	1
543	в частном случае	1	1
544	он должен быть	1	1
545	рассказ ведется от	1	1
546	каждый из этих	1	1
547	что и там	1	1
548	в том насколько	1	1
549	а не по	1	1
550	нам известна только	1	1
551	поэтического произведения а	1	1
552	что же касается	1	1
553	в искусстве не	1	1
554	и не в	2	1
555	необходимо прежде всего	1	1
556	его же собственный	1	1
557	ложного предположения что	1	1
558	в своем развитии	1	1
559	и в такой	1	1
560	и эстетики и	1	1
561	в его конкретной	1	1
562	неотрывной связи со	1	1
563	произведения искусства как	1	1
564	одним словом в	1	1
565	прямой зависимости от	1	1
566	из ложного предположения	1	1
567	бы ни было	1	1
568	все свои усилия	1	1
569	нет у нас	1	1
570	идет о самом	1	1
571	того чтобы вскрыть	1	1
572	не так легко	1	1
573	материала в его	1	1
574	между тем эта	1	1
575	в противном случае	2	1
576	что бы то	3	1
577	для нас это	1	1
578	поэтической речи но	1	1
579	до последнего времени	2	1
580	произведения искусства в	1	1
581	отметить что в	1	1
582	и с точки	1	1
583	и от этой	1	1
584	и с ее	1	1
585	художественное произведение не	1	1
586	в связи со	2	1
587	что дело здесь	1	1
588	и ко всем	1	1
589	известна только одна	1	1
590	они никогда не	1	1
591	во внешнем мире	1	1
592	не сводится к	2	1
593	она дана в	1	1
594	в сущности не	1	1
595	в свою силу	1	1
596	самого начала что	1	1
597	теории формализма и	1	1
598	роли какую она	1	1
599	не меньше чем	1	1
600	основных понятий и	2	1
601	по этому вопросу	1	1
602	все равно что	1	1
603	семейной жизни и	1	1
604	это отношение к	1	1
605	прежде всего и	1	1
606	он был бы	1	1
607	то что они	1	1
608	не должна быть	1	1
609	все эти утверждения	1	1
610	едва ли можно	1	1
611	основываясь на этом	1	1
612	в истории литературы	4	1
613	сих пор недостаточно	1	1
614	по происхождению своему	1	1
