N	3gram	Bakhtin_Pr	Istorich
88	быть не может	1	2
89	далеко не всегда	3	2
90	она не может	1	2
91	а в том	1	2
92	здесь не может	1	2
93	можно показать что	1	2
94	а не с	1	2
95	самом же деле	1	2
96	на самом же	1	2
97	мы имеем дело	2	2
98	дает нам право	1	2
99	выше в главе	1	2
100	в подобных случаях	1	2
101	на нее и	1	2
102	на первый план	2	2
103	свою связь с	1	2
104	в наши задачи	1	2
105	в виду что	1	2
106	мы ничего не	1	2
107	могли бы быть	1	2
108	не могут быть	2	2
109	и в нем	3	2
110	но как только	1	2
111	может быть и	1	2
112	в меньшей степени	1	2
113	здесь же мы	1	2
114	может быть только	3	2
115	хотя бы в	1	2
116	его связь с	1	2
117	и прежде всего	5	2
118	и в том	1	2
119	и не может	2	2
120	в свою очередь	1	2
121	и др в	2	2
122	равно как и	1	2
123	и должно быть	1	2
124	дело конечно не	1	2
125	как человек а	1	2
126	в тех же	1	2
127	хотя и не	1	2
128	и ничего не	1	2
129	данном случае к	1	2
130	мы будем называть	1	2
131	от всех других	1	2
132	здесь не можем	1	2
133	мы увидим это	1	2
134	имеем дело с	1	2
135	к выводу что	1	1
136	где мы имеем	1	1
137	а в этом	1	1
138	что у нас	1	1
139	это как бы	1	1
140	и в иных	1	1
141	ни одной из	1	1
142	только там где	2	1
143	и в другом	1	1
144	всего человека а	1	1
145	формы и только	1	1
146	большинстве случаев он	1	1
147	говоря уже о	1	1
148	конечно не может	1	1
149	не как нечто	1	1
150	которых идет речь	1	1
151	не может но	1	1
152	от него он	1	1
153	относится к нему	1	1
154	как мы уже	1	1
155	них в этом	1	1
156	и должна быть	1	1
157	не раз и	1	1
158	могут быть выделены	1	1
159	прежде всего и	1	1
160	по аналогии с	1	1
161	от них в	1	1
162	не могла бы	1	1
163	превращает его в	1	1
164	она не могла	1	1
165	обсуждение этого вопроса	1	1
166	тем самым и	1	1
167	чем иным как	1	1
168	и пр в	1	1
169	что все эти	1	1
170	там где оно	2	1
171	не входит в	4	1
172	к вопросу о	1	1
173	там где на	2	1
174	должен быть признан	1	1
175	с ними в	1	1
176	на которую претендует	1	1
177	одной из важнейших	2	1
178	можем сказать что	1	1
179	не нуждается ни	1	1
180	а также и	1	1
181	но и во	1	1
182	ставит его в	1	1
183	входит в наши	1	1
184	в узком смысле	1	1
185	не в его	1	1
186	есть первый шаг	1	1
187	и нисколько не	1	1
188	одна из сторон	1	1
189	его в том	1	1
190	не более как	1	1
191	не есть ли	1	1
192	ее нет в	1	1
193	и в таких	1	1
194	в этом смысле	3	1
195	существенно отличается от	1	1
196	в свое время	1	1
197	себя и в	1	1
198	видит в них	1	1
199	здесь прежде всего	1	1
200	несмотря на то	1	1
201	но этот момент	1	1
202	должен приобщиться к	1	1
203	как материала для	1	1
204	находит свое объяснение	1	1
205	и в частности	2	1
206	может быть объяснено	1	1
207	у нас в	1	1
208	этих явлений в	1	1
209	что с ним	1	1
210	как в других	2	1
211	никогда не может	2	1
212	на этом явлении	1	1
213	свое объяснение в	1	1
214	также и в	1	1
215	если бы не	1	1
216	есть ли это	1	1
217	в его связи	1	1
218	основе очень многих	1	1
219	из всего сказанного	1	1
220	не входят в	2	1
221	том смысле что	1	1
222	до известной степени	1	1
223	не можем это	1	1
224	в один момент	1	1
225	мы можем назвать	1	1
226	имеется в виду	1	1
227	то или иное	2	1
228	в таком положении	2	1
229	только в пределах	1	1
230	быть отнесены к	1	1
231	что в его	1	1
232	и др или	1	1
233	для художественного творчества	1	1
234	его связи с	1	1
235	в этом отношении	2	1
236	в его состав	1	1
237	не чем иным	1	1
238	мы можем сказать	2	1
239	они могут быть	1	1
240	и следовательно не	1	1
241	тем или иным	1	1
242	все что есть	1	1
243	как мы это	1	1
244	к нему здесь	1	1
245	и как мы	1	1
246	то что не	1	1
247	во всех видах	1	1
248	в высшей степени	5	1
249	могут быть только	1	1
250	его уже не	1	1
251	но в основе	1	1
252	лицом к лицу	1	1
253	и в современной	1	1
254	и в его	1	1
255	то же время	3	1
256	да и не	1	1
257	и должны быть	2	1
258	в значительной степени	1	1
259	и в этом	1	1
260	показать что и	1	1
261	правда это не	1	1
262	к нему и	2	1
263	мы должны здесь	1	1
264	еще ждет своего	1	1
265	того или иного	2	1
266	художественного творчества оно	1	1
267	только по отношению	4	1
268	в какой мере	2	1
269	не все а	1	1
270	в нем он	1	1
271	не может и	2	1
272	и не в	1	1
273	мы будем рассматривать	1	1
274	конечно не в	1	1
275	в то же	3	1
276	о которых идет	1	1
277	всем искусствам и	1	1
278	может быть признано	1	1
279	не говоря уже	1	1
280	в противном случае	3	1
281	в первом случае	1	1
282	в основе очень	1	1
283	более подробное изучение	1	1
284	но в то	1	1
285	и социальной и	1	1
286	останавливаться не будем	1	1
287	человек а как	1	1
288	вследствие этого и	1	1
289	как одна из	1	1
290	и между ними	1	1
291	но она может	1	1
292	мы останавливаться не	1	1
293	не дает нам	1	1
294	следует отметить что	1	1
295	и потому в	1	1
296	нем он должен	1	1
297	к нему с	1	1
298	самом деле и	1	1
299	же значение имеет	1	1
300	не только при	1	1
301	в следующей главе	1	1
302	нуждается ни в	1	1
303	с природой и	1	1
304	он должен приобщиться	1	1
305	и что не	1	1
306	в основе своей	3	1
