N	2gram	Vygotskiy_	Tvorches
465	чем у	3	2
466	в качестве	9	2
467	с другими	5	2
468	входят в	2	2
469	в мысли	7	2
470	и притом	4	2
471	связи с	4	2
472	не говорит	1	2
473	означает в	2	2
474	причем в	1	2
475	как его	1	2
476	сходство с	1	2
477	тому что	14	2
478	но ведь	1	2
479	в связи	1	2
480	от одной	4	2
481	рядом с	2	2
482	между собой	15	2
483	в двух	2	2
484	что как	2	2
485	но как	3	2
486	ли это	1	2
487	эти примеры	1	2
488	мы уже	5	2
489	для ее	1	2
490	самому себе	2	2
491	одним словом	2	2
492	если же	2	2
493	и является	5	2
494	при такой	1	2
495	в тех	1	2
496	но отнюдь	1	2
497	в современной	2	2
498	по своей	12	2
499	в нее	1	2
500	сравнительно с	2	2
501	он еще	1	2
502	было бы	12	2
503	целом и	1	2
504	что во	1	2
505	но прежде	1	2
506	даже если	2	2
507	с которым	1	2
508	в силу	21	2
509	из этого	4	2
510	а как	1	2
511	а главное	1	2
512	означает что	1	2
513	ни во	1	2
514	себя но	2	2
515	жизнь его	2	2
516	против этого	1	2
517	первую очередь	3	2
518	в речи	6	2
519	так ли	1	2
520	и против	2	2
521	и здесь	5	2
522	и свою	1	2
523	жизни а	1	2
524	и вследствие	1	2
525	своего собственного	1	2
526	на первом	2	2
527	и должно	1	2
528	была бы	3	2
529	представляют собой	2	2
530	в сущности	16	2
531	о которой	2	2
532	этот принцип	1	2
533	и соответственно	1	2
534	для них	1	2
535	в отношении	9	2
536	ни в	3	2
537	и делает	2	2
538	в выражении	1	2
539	не могут	9	2
540	должен был	2	2
541	здесь мы	2	2
542	заключает в	2	2
543	в целях	1	2
544	этот факт	4	2
545	одновременно с	1	2
546	столь же	2	2
547	еще с	1	2
548	уже говорили	2	2
549	и будет	1	2
550	к его	3	2
551	известном смысле	2	2
552	сам с	1	2
553	не знать	1	2
554	не имеет	6	2
555	у одного	2	2
556	по самому	2	2
557	является причиной	1	2
558	которого не	2	2
559	в известном	2	2
560	будущее в	2	2
561	ни к	1	2
562	в диалоге	1	2
563	в прозе	1	2
564	своей собственной	2	2
565	наконец в	3	2
566	того чтобы	26	2
567	и поэтому	1	2
568	у меня	1	2
569	самого процесса	1	2
570	и уже	1	2
571	и теперь	1	2
572	что если	2	2
573	то все	1	2
574	отношении к	4	2
575	о своем	2	2
576	от других	1	2
577	него с	1	2
578	не потому	1	2
579	числе и	2	2
580	в новых	1	2
581	если у	1	2
582	а во	1	2
583	через него	1	2
584	им в	1	2
585	от мысли	5	2
586	ибо он	1	2
587	что же	3	2
588	переход от	5	2
589	характер в	1	2
590	он в	1	2
591	видим в	3	2
592	в сфере	8	2
593	мог бы	6	2
594	он написал	1	2
595	тот самый	1	2
596	в глазах	1	2
597	всякий раз	3	2
598	не из	2	2
599	в классической	1	2
600	точку зрения	4	2
601	высшей степени	1	2
602	ответ на	3	2
603	и всякий	1	2
604	что ему	3	2
605	значение в	3	2
606	этой области	2	2
607	данном случае	5	2
608	о человеке	2	2
609	нас не	1	2
610	том числе	2	2
611	он как	1	2
612	о нем	1	2
613	во время	2	2
614	с их	2	2
615	слова не	1	2
616	образом в	5	2
617	за этим	1	2
618	в сферу	3	2
619	в ряде	1	2
620	в стороне	1	2
621	или наконец	1	2
622	при таком	2	2
623	и высшей	1	2
624	и без	2	2
625	должен быть	1	2
626	и вообще	3	2
627	интереса к	1	2
628	к одному	1	2
629	без всякой	1	2
630	ко всему	2	2
631	нуждается в	5	2
632	ведь это	2	2
633	а к	1	2
634	действительности но	2	2
635	в руки	1	2
636	она не	7	2
637	но при	1	2
638	существуют в	1	2
639	но она	1	2
640	всех этих	1	2
641	отношений между	11	2
642	к анализу	4	2
643	в нашей	4	2
644	человека с	1	2
645	самое время	1	2
646	нам о	2	2
647	что можно	2	2
648	решающую роль	1	2
649	а скорее	1	2
650	со своими	1	2
651	и о	4	2
652	в высшей	3	2
653	же в	1	2
654	и отношений	4	2
655	мы слышим	1	2
656	включает в	2	2
657	их на	1	2
658	все более	2	2
659	эти два	1	2
660	может и	3	2
661	конце концов	1	2
662	но для	2	2
663	он с	2	2
664	есть не	3	2
665	не к	1	2
666	что было	2	1
667	они являются	1	1
668	плане чем	1	1
669	к действительности	2	1
670	должна была	1	1
671	и составляет	2	1
672	для всех	2	1
673	в возможности	2	1
674	и своего	2	1
675	развивается у	1	1
676	выражена в	1	1
677	мы и	5	1
678	а ты	1	1
679	оно так	1	1
680	чего не	1	1
681	которые не	1	1
682	к этой	2	1
683	его построения	1	1
684	мере чем	2	1
685	содержится как	1	1
686	есть прежде	1	1
687	при исследовании	2	1
688	ситуации с	1	1
689	с необходимостью	2	1
690	своем развитии	1	1
691	с величайшим	1	1
692	же мысль	1	1
693	не понравилось	1	1
694	жить и	2	1
695	нас в	4	1
696	не являются	1	1
697	из тупика	1	1
698	самом же	1	1
699	одно из	6	1
700	другое в	1	1
701	них совершенно	1	1
702	от этих	1	1
703	нами в	6	1
704	есть отношение	1	1
705	из ее	3	1
706	и само	1	1
707	отношений в	1	1
708	заключалось в	1	1
709	вопрос об	1	1
710	и самые	2	1
711	он утверждает	1	1
712	мы были	1	1
713	но все	2	1
714	можно говорить	2	1
715	значения в	2	1
716	как высшего	1	1
717	происходит не	1	1
718	из самых	1	1
719	вы мне	1	1
720	и отдельными	1	1
721	от общих	1	1
722	спор с	1	1
723	она является	2	1
724	или на	1	1
725	говорят о	1	1
726	из всего	1	1
727	что критика	1	1
728	том или	1	1
729	как попало	1	1
730	действия а	1	1
731	я могу	2	1
732	как развитие	2	1
733	имеет место	4	1
734	в собственном	4	1
735	показал что	2	1
736	что по	2	1
737	мысли о	1	1
738	о внутренней	1	1
739	хорошо известные	1	1
740	но очень	1	1
741	он произносит	1	1
742	собой не	1	1
743	что еще	1	1
744	мы только	1	1
745	бросил в	1	1
746	говоря если	1	1
747	умственного развития	5	1
748	привело нас	7	1
749	речь идет	1	1
750	что оба	2	1
751	точные слова	1	1
752	самом конце	1	1
753	не его	1	1
754	как только	1	1
755	вступая в	1	1
756	для выражения	1	1
757	в среду	1	1
758	от внешней	6	1
759	это случилось	1	1
760	перестает быть	1	1
761	тот не	1	1
762	тенденцией к	1	1
763	природы в	1	1
764	и последнего	1	1
765	еще от	1	1
766	ли я	1	1
767	на этой	7	1
768	как частный	3	1
769	в центр	2	1
770	ее к	1	1
771	факта что	1	1
772	к другой	6	1
773	первым и	1	1
774	не эгоцентризм	1	1
775	вопрос о	9	1
776	знал что	1	1
777	мере приближения	1	1
778	является более	1	1
779	показано в	1	1
780	эта связь	2	1
781	раз и	1	1
782	человека не	1	1
783	символическое значение	1	1
784	представления о	2	1
785	в противоположность	1	1
786	всего этого	1	1
787	не должен	1	1
788	одной стороны	7	1
789	и другой	3	1
790	с развитием	6	1
791	вообще как	1	1
792	поэтому мы	5	1
793	таким же	3	1
794	развития что	1	1
795	анализ этого	1	1
796	с помощью	18	1
797	между двумя	5	1
798	но они	1	1
799	исследования и	6	1
800	содержание в	2	1
801	связь между	10	1
802	было то	1	1
803	и значение	5	1
804	и другом	3	1
805	в игру	1	1
806	почти совершенно	1	1
807	в смысле	9	1
808	от структуры	2	1
809	и те	1	1
810	можно ли	2	1
811	не что	1	1
812	последней и	1	1
813	даже с	2	1
814	с законами	1	1
815	является как	2	1
816	представляет в	1	1
817	себе в	5	1
818	до того	2	1
819	было сказано	3	1
820	человеком которого	1	1
821	друг на	2	1
822	в прошлом	1	1
823	то чтобы	1	1
824	к ним	1	1
825	вообще и	1	1
826	уже более	1	1
827	в углу	1	1
828	оказывается не	3	1
829	развитие его	1	1
830	родной язык	4	1
831	в голове	1	1
832	дает нам	1	1
833	ее но	1	1
834	для всей	2	1
835	мы говорим	2	1
836	ее как	2	1
837	том чтобы	1	1
838	и генетические	1	1
839	это несоответствие	1	1
840	а только	2	1
841	гораздо существеннее	1	1
842	в основу	1	1
843	такая же	1	1
844	быть в	1	1
845	в нашем	6	1
846	с этими	1	1
847	их сознания	1	1
848	чего он	1	1
849	новый принцип	1	1
850	есть только	3	1
851	исходит из	2	1
852	сложными и	1	1
853	теории и	1	1
854	с ребенком	1	1
855	от них	1	1
856	для всего	2	1
857	причины и	1	1
858	эта тенденция	1	1
859	обречен на	1	1
860	к этим	1	1
861	и фактически	1	1
862	о связи	3	1
863	к языку	1	1
864	которого был	1	1
865	чем это	5	1
866	выбором и	1	1
867	есть единство	1	1
868	к решению	2	1
869	связей по	1	1
870	должны с	2	1
871	любой другой	2	1
872	своего развития	4	1
873	самые абстрактные	1	1
874	разве это	1	1
875	и впечатления	1	1
876	их мысли	1	1
877	внутренней жизни	1	1
878	но каковы	1	1
879	первого взгляда	1	1
880	и оба	1	1
881	только не	14	1
882	все его	1	1
883	еще сложнее	1	1
884	мы как	2	1
885	к их	1	1
886	хотелось бы	1	1
887	от его	2	1
888	что иное	1	1
889	и всей	3	1
890	до минимума	1	1
891	на пороге	4	1
892	в психологии	5	1
893	и функции	2	1
894	меры в	1	1
895	и вместе	2	1
896	вызвано тем	2	1
897	что уже	2	1
898	этот метод	1	1
899	понимая под	1	1
900	а и	2	1
901	же самую	1	1
902	связанный с	1	1
903	похоже на	1	1
904	концов к	1	1
905	о принципиальной	1	1
906	в недрах	1	1
907	чтобы иметь	1	1
908	что такое	2	1
909	и снова	1	1
910	из названных	1	1
911	и развитие	1	1
912	делает это	1	1
913	виде его	1	1
914	не хватает	1	1
915	приводящее к	1	1
916	как можно	1	1
917	вспомнить о	2	1
918	что впрочем	1	1
919	в целом?	1	1
920	чем в	5	1
921	в будущем	1	1
922	поэтому с	1	1
923	как же	1	1
924	русской речи	1	1
925	мысль на	1	1
926	в несколько	1	1
927	как видно	1	1
928	приобретает новый	1	1
929	при анализе	1	1
930	и говорит	1	1
931	что за	1	1
932	это мы	6	1
933	наконец не	1	1
934	следует рассматривать	1	1
935	призван был	1	1
936	напомним что	1	1
937	что понятия	2	1
938	прямо не	1	1
939	себя из	1	1
940	слово и	10	1
941	он дан	1	1
942	развитие в	1	1
943	всех и	1	1
944	как говорит	6	1
945	во внутренней	4	1
946	учение о	3	1
947	между ними	8	1
948	время как	7	1
949	которой была	1	1
950	и она	2	1
951	большинстве случаев	2	1
952	такие же	1	1
953	внешним формам	1	1
954	в ранг	1	1
955	он мыслит	1	1
956	поставленными в	1	1
957	от социальной	6	1
958	зрения и	1	1
959	и жизнь	1	1
960	без которой	1	1
961	о которых	3	1
962	большим трудом	1	1
963	как частного	1	1
964	в психологическом	1	1
965	вовлекаясь в	1	1
966	себе и	2	1
967	к мысли	5	1
968	что слово	2	1
969	например как	1	1
970	делает его	1	1
971	полагает что	2	1
972	на себе	1	1
973	что их	2	1
974	под влиянием	1	1
975	речи или	3	1
976	в других	2	1
977	совершенно прав	1	1
978	и крайне	1	1
979	вопроса о	2	1
980	правильное понимание	1	1
981	той или	2	1
982	я был	1	1
983	сказал он	2	1
984	остается в	2	1
985	же направлении	2	1
986	всей их	1	1
987	говорится в	4	1
988	о происхождении	1	1
989	мы можем	7	1
990	находит свое	3	1
991	может жить	1	1
992	того в	1	1
993	возникает из	6	1
994	за основу	1	1
995	для развития	3	1
996	действия в	1	1
997	к слову	14	1
998	они же	1	1
999	противоположность в	1	1
1000	не содержится	1	1
1001	в мысль	2	1
1002	себя все	1	1
1003	в высшем	2	1
1004	в структуре	2	1
1005	не повторяет	1	1
1006	именно потому	1	1
1007	о необходимости	1	1
1008	на другой	1	1
1009	рост и	1	1
1010	в работе	1	1
1011	и собственно	2	1
1012	и всяческих	1	1
1013	объясняется и	1	1
1014	таков был	1	1
1015	речи и	36	1
1016	в случае	5	1
1017	является общим	2	1
1018	и обратное	1	1
1019	в ответ	3	1
1020	в развитии	27	1
1021	идет в	3	1
1022	на чем	1	1
1023	за ними	1	1
1024	что эта	7	1
1025	с годами	1	1
1026	хотя в	1	1
1027	явлений это	1	1
1028	один раз	4	1
1029	она развивается	1	1
1030	можно было	7	1
1031	в форме	1	1
1032	потребность в	1	1
1033	своей природы	1	1
1034	почти всегда	3	1
1035	который мы	6	1
1036	выражается в	2	1
1037	то во	1	1
1038	ни о	1	1
1039	также и	2	1
1040	большей мере	3	1
1041	над ним	1	1
1042	должны были	2	1
1043	главное что	1	1
1044	которого в	1	1
1045	эта действительность	1	1
1046	этот период	2	1
1047	не раз	2	1
1048	оттенок в	1	1
1049	в школе	5	1
1050	к резкому	2	1
1051	что дает	1	1
1052	конца и	2	1
1053	общего с	1	1
1054	главным образом	1	1
1055	условия для	1	1
1056	это делает	1	1
1057	обратимся к	3	1
1058	к чисто	1	1
1059	что только	1	1
1060	раз после	1	1
1061	процесса развития	1	1
1062	конкретные и	1	1
1063	однако по	1	1
1064	ней в	1	1
1065	деле это	1	1
1066	допускает то	1	1
1067	представление об	1	1
1068	на место	1	1
1069	неразрывно связана	1	1
1070	это совершенно	2	1
1071	это имеет	1	1
1072	речи о	4	1
1073	основе всех	1	1
1074	и сильным	1	1
1075	одного и	3	1
1076	ибо это	1	1
1077	раньше чем	2	1
1078	а более	1	1
1079	на месте	1	1
1080	и ту	1	1
1081	к сожалению	1	1
1082	психологические и	1	1
1083	к целому	2	1
1084	в анализе	1	1
1085	прямо и	4	1
1086	то время	8	1
1087	том смысле	2	1
1088	на той	1	1
1089	и этот	1	1
1090	вверх от	1	1
1091	как одна	1	1
1092	приближается к	1	1
1093	по всем	1	1
1094	другие в	1	1
1095	друга в	1	1
1096	на первой	1	1
1097	я видел	2	1
1098	с и	1	1
1099	он только	1	1
1100	чтобы вы	1	1
1101	оно было	1	1
1102	психологию в	1	1
1103	выражения мысли	1	1
1104	мы получаем	1	1
1105	поэтому совершенно	1	1
1106	ребенок в	5	1
1107	параллели в	1	1
1108	природе и	2	1
1109	связанное с	1	1
1110	и из	2	1
1111	никак не	5	1
1112	здесь он	1	1
1113	переходит от	2	1
1114	отвлеченной мысли	1	1
1115	поэтому в	2	1
1116	на глазах	1	1
1117	к выводу	4	1
1118	когда его	1	1
1119	это есть	6	1
1120	том и	3	1
1121	функции в	2	1
1122	и первый	2	1
1123	идет от	3	1
1124	оно не	3	1
1125	оба аспекта	1	1
1126	одну и	1	1
1127	с некоторыми	1	1
1128	собой и	1	1
1129	и внутренне	1	1
1130	образом если	1	1
1131	с ней	3	1
1132	в наших	8	1
1133	в моем	1	1
1134	это положение	4	1
1135	мы начинаем	1	1
1136	в мыслях	3	1
1137	учения о	4	1
1138	не люблю	1	1
1139	идея может	1	1
1140	но вот	1	1
1141	он будет	1	1
1142	движения поэтому	1	1
1143	столкновения с	1	1
1144	всем протяжении	4	1
1145	из тех	2	1
1146	к самым	1	1
1147	не совпадают	7	1
1148	как не	1	1
1149	необходимо предполагает	1	1
1150	и просто	1	1
1151	человека на	1	1
1152	связанные с	3	1
1153	это само	1	1
1154	в словах	1	1
1155	себя и	2	1
1156	себя с	1	1
1157	именно поэтому	3	1
1158	вследствие этого	1	1
1159	он усвоил	1	1
1160	возникает вопрос	2	1
1161	ничего нет	1	1
1162	ничего общего	1	1
1163	и обратно	6	1
1164	сейчас же	1	1
1165	огромную роль	1	1
1166	говорят об	1	1
1167	этого движения	1	1
1168	из области	1	1
1169	в любой	2	1
1170	чтобы изучить	1	1
1171	все они	1	1
1172	ассоциации и	1	1
1173	не давая	1	1
1174	еще и	1	1
1175	и завершается	2	1
1176	этом пункте	1	1
1177	чем же	1	1
1178	их все	1	1
1179	с детьми	1	1
1180	того самого	1	1
1181	частного случая	1	1
1182	бы с	2	1
1183	языка и	6	1
1184	когда мы	2	1
1185	это понятие	1	1
1186	его мышления	1	1
1187	если б	1	1
1188	и везде	2	1
1189	оба эти	10	1
1190	как пишет	1	1
1191	то и	5	1
1192	не обращая	1	1
1193	на друга	2	1
1194	более сложную	1	1
1195	на основе	5	1
1196	том как	2	1
1197	слова и	10	1
1198	конце развития	3	1
1199	в середине	2	1
1200	развития и	4	1
1201	факты из	1	1
1202	являются как	1	1
1203	до самых	1	1
1204	всего на	1	1
1205	для меня	1	1
1206	решения всех	1	1
1207	вывод что	2	1
1208	он хочет	1	1
1209	счете и	1	1
1210	в огромной	1	1
1211	объяснения это	2	1
1212	внимания на	1	1
1213	эти связи	2	1
1214	ее с	1	1
1215	целый ряд	6	1
1216	и целый	1	1
1217	ли вы	1	1
1218	незаметно для	1	1
1219	знаем что	3	1
1220	к объекту	14	1
1221	в обоих	1	1
1222	еще один	2	1
1223	мы пользуясь	1	1
1224	свою слабость	2	1
1225	состоит в	3	1
1226	затем уже	1	1
1227	это сделал	1	1
1228	и мышление	2	1
1229	образом не	1	1
1230	на брата	1	1
1231	заметить что	1	1
1232	важно было	2	1
1233	с осознанием	2	1
1234	ее не	1	1
1235	если мы	6	1
1236	принадлежит к	2	1
1237	при котором	2	1
1238	только развитие	1	1
1239	их место	1	1
1240	на первый	1	1
1241	может оказаться	1	1
1242	ведут себя	1	1
1243	гораздо больше	3	1
1244	в сознании	11	1
1245	который по	2	1
1246	что понимание	1	1
1247	предмет а	1	1
1248	этого слова	5	1
1249	вопрос так	1	1
1250	по внешним	1	1
1251	от реального	1	1
1252	утверждая что	1	1
1253	это сделать	1	1
1254	к предмету	6	1
1255	того факта	1	1
1256	речи с	10	1
1257	только потому	3	1
1258	и для	5	1
1259	для ясности	1	1
1260	контакта с	1	1
1261	в самой	3	1
1262	в настоящее	1	1
1263	движения и	1	1
1264	но которые	1	1
1265	иногда в	1	1
1266	но нас	1	1
1267	они были	1	1
1268	от своей	1	1
1269	упрекали в	1	1
1270	поэтому он	2	1
1271	убедился что	1	1
1272	этом случае	15	1
1273	это наблюдение	1	1
1274	даже как	1	1
1275	находятся в	2	1
1276	форм и	5	1
1277	рассматривается как	2	1
1278	в более	1	1
1279	ему в	1	1
1280	положение что	1	1
1281	ничем не	1	1
1282	смысле что	3	1
1283	сверху вниз	5	1
1284	они не	2	1
1285	на вопрос	6	1
1286	в ущерб	1	1
1287	того как	6	1
1288	быть самим	1	1
1289	наших глазах	4	1
1290	предположение что	1	1
1291	себе ничего	4	1
1292	который мог	1	1
1293	мы имеем	3	1
1294	процесс развития	2	1
1295	уже все	1	1
1296	естественно что	3	1
1297	может происходить	1	1
1298	а это	2	1
1299	участия в	1	1
1300	ту которую	1	1
1301	сразу во	1	1
1302	этого нового	1	1
1303	кому не	1	1
1304	которого я	1	1
1305	совершенно не	2	1
1306	для нас	4	1
1307	даже целые	2	1
1308	видеть в	1	1
1309	и точно	1	1
