N	3gram	Tiupa_Hudo	Analitik
437	мы уже отмечали	3	1
438	уже не может	1	1
439	автора героя и	2	1
440	характер действующего лица	1	1
441	отсылает нас к	1	1
442	некий нравственный закон	1	1
443	себя за голову	1	1
444	сказать что они	1	1
445	приводит к тому	2	1
446	на самом деле	1	1
447	ли может быть	1	1
448	почти то же	1	1
449	я не могу	1	1
450	выхода в отставку	1	1
451	с собачкой и	3	1
452	мы узнаем из	1	1
453	самим собою в	1	1
454	при этом мы	1	1
455	личности я не	1	1
456	как раз в	2	1
457	совершенно иного рода	1	1
458	с темной родинкой	1	1
459	никоим образом не	1	1
460	с действительной жизнью	1	1
461	и как будто	1	1
462	тихая добродушная жалостливая	1	1
463	ни о чем	3	1
464	в результате которой	1	1
465	вне всякого сомнения	1	1
466	и содержит в	1	1
467	рождается в точке	1	1
468	внутреннего мира личности	1	1
469	в пределах одного	1	1
470	не хотелось бы	1	1
471	несет в себе	4	1
472	себе как о	1	1
473	который всегда говорит	1	1
474	мягкую белую шею	1	1
475	в первую очередь	2	1
476	же как и	2	1
477	в начале рассказа	1	1
478	между автором и	2	1
479	лишь по отношению	1	1
480	жизнью среди других	1	1
481	жизни в ее	1	1
482	анекдота так и	1	1
483	мягким взглядом очень	1	1
484	в разладе со	1	1
485	так и в	1	1
486	иного рода это	1	1
487	но и самого	1	1
488	во второй половине	2	1
489	не оставляет места	1	1
490	одна и та	1	1
491	читателя не случайно	1	1
492	и всей первой	1	1
493	и дело здесь	2	1
494	легко может быть	1	1
495	нами не как	1	1
496	это отнюдь не	1	1
497	к себе самому	2	1
498	внешнее и внутреннее	1	1
499	выступает модусом художественности	1	1
500	определений таков что	1	1
501	как бы в	2	1
502	незаместимого места в	1	1
503	остается всего лишь	1	1
504	не вызывает сомнений	2	1
505	то в основе	1	1
506	я никогда не	1	1
507	то что мы	1	1
508	со стороны других	1	1
509	анекдот и притча	2	1
510	мы уже говорили	1	1
511	пласт художественной реальности	1	1
512	человеческий способ существования	1	1
513	том числе и	1	1
514	предстают перед нами	1	1
515	полные розовые щеки	1	1
516	кротким мягким взглядом	1	1
517	все это делает	1	1
518	но и для	2	1
519	самом деле не	1	1
520	еще ничего не	1	1
521	разрешается в ничто	1	1
522	не во внешних	1	1
523	но с другой	1	1
524	другого не могу	1	1
525	белую шею с	1	1
