N	2gram	Propp_Isto	Tragedij
154	гораздо важнее	1	2
155	тем что	8	2
156	не просто	4	2
157	не случайно	2	2
158	и ее	3	2
159	никогда не	9	2
160	ничего не	12	2
161	друг друга	6	2
162	в особенности	3	1
163	понял что	1	1
164	во всем	3	1
165	им как	1	1
166	от нее	1	1
167	с помощью	1	1
168	и сыном	1	1
169	очень скоро	1	1
170	от него	3	1
171	близок к	1	1
172	теперь я	1	1
173	этом случае	8	1
174	утверждать что	2	1
175	могут быть	9	1
176	только не	2	1
177	не нашел	1	1
178	социальной жизни	1	1
179	к сожалению	1	1
180	над ними	2	1
181	мы видим	15	1
182	в центре	1	1
183	этого мотива	9	1
184	из дома	3	1
185	таким образом	15	1
186	совсем забыл	1	1
187	по всем	1	1
188	мог быть	1	1
189	например что	1	1
190	над всем	2	1
191	не знал	2	1
192	после того	5	1
193	этого персонажа	2	1
194	с начала	1	1
195	только что	3	1
196	на вопрос	1	1
197	на брак	1	1
198	здесь есть	2	1
199	также что	2	1
200	известно что	3	1
201	и эту	1	1
202	того как	3	1
203	к этой	2	1
204	если он	2	1
205	в последней	1	1
206	после возвращения	2	1
207	перестает быть	1	1
208	которой не	1	1
209	хочет сделать	1	1
210	с одной	2	1
211	и вот	3	1
212	его с	2	1
213	должна быть	2	1
214	но еще	1	1
215	момент ухода	1	1
216	к себе	3	1
217	с такой	1	1
218	с этой	3	1
219	и при	2	1
220	только нет	1	1
221	на столе	2	1
222	другие и	1	1
223	ко всему	1	1
224	и должно	1	1
225	она всегда	2	1
226	дело с	2	1
227	стола и	1	1
228	к величайшему	1	1
229	он просит	2	1
230	и трое	1	1
231	то для	1	1
232	что эта	2	1
233	эта новая	1	1
234	с образом	1	1
235	содержит в	2	1
236	т е	36	1
237	вот как	2	1
238	что при	3	1
239	того что	8	1
240	кто он	1	1
241	тем не	6	1
242	о нем	2	1
243	не как	1	1
244	а затем	6	1
245	для нас	6	1
246	видит что	1	1
247	где он	2	1
248	одному из	2	1
249	одно из	2	1
250	на одной	4	1
251	как он	1	1
252	xix века	1	1
253	же не	2	1
254	в виду	2	1
255	точности соответствует	2	1
256	и один	3	1
257	смысле этого	3	1
258	превратиться в	1	1
259	с собой	4	1
260	только в	8	1
261	не столько	1	1
262	по себе	3	1
263	и герои	1	1
264	обращается в	1	1
265	а на	5	1
266	за что	1	1
267	говорит он	1	1
268	и сердце	1	1
269	не было	2	1
270	в борьбе	1	1
271	это должно	1	1
272	чтобы установить	2	1
273	но он	8	1
274	здесь мы	6	1
275	мы понимаем	1	1
276	говорит в	1	1
277	с наступлением	1	1
278	исходит от	1	1
279	этого не	1	1
280	женщин но	1	1
281	все по	1	1
282	а также	5	1
283	героя с	3	1
284	что под	1	1
285	заключается в	1	1
286	на нее	4	1
287	одним из	4	1
288	и возвращается	2	1
289	разрушения и	1	1
290	на себя	5	1
291	что не	3	1
292	напомним что	1	1
293	в эпоху	1	1
294	не есть	3	1
295	именно в	1	1
296	ведет к	2	1
297	новой формации	1	1
298	представление о	3	1
299	обоих случаях	1	1
300	небом в	1	1
301	указывает на	6	1
302	вообще не	2	1
303	детей и	3	1
304	думать о	1	1
305	тому что	1	1
306	случай не	2	1
307	эти черты	2	1
308	когда его	2	1
309	в связи	5	1
310	очень важный	1	1
311	встречается в	2	1
312	с ними	5	1
313	с отцом	1	1
314	и она	5	1
315	так часто	4	1
316	приходит в	3	1
317	на земле	2	1
318	сливается с	1	1
319	в своей	4	1
320	за свое	1	1
321	вместе с	12	1
322	и вместе	1	1
323	ее сердце	1	1
324	на этом	5	1
325	оказалось что	2	1
326	при таком	1	1
327	роль в	2	1
328	не менее	6	1
329	не знать	1	1
330	и т	33	1
331	это происходит	2	1
332	перед собой	1	1
333	и глаза	1	1
334	на все	2	1
335	на стол	2	1
336	и могут	1	1
337	бы не	1	1
338	в такой	1	1
339	со своей	2	1
340	века в	1	1
341	связаны между	1	1
342	между собой	2	1
343	в иной	2	1
344	именно эта	1	1
345	власти и	1	1
346	сравнению с	2	1
347	это было	1	1
348	но уже	1	1
349	камень и	1	1
350	героя и	1	1
351	играть в	1	1
352	в чем	4	1
353	ли это	2	1
354	в момент	1	1
355	матери и	3	1
356	но мы	1	1
357	человеком и	2	1
358	последней главе	1	1
359	и стал	1	1
360	а он	6	1
361	смысл этого	1	1
362	тогда как	6	1
363	могло бы	2	1
364	всем его	1	1
365	а из	1	1
366	бы в	1	1
367	эти же	1	1
368	в них	6	1
369	на них	2	1
370	поле в	1	1
371	во всех	1	1
372	к одному	1	1
373	во всяком	2	1
374	и потому	2	1
375	это и	4	1
376	и дело	1	1
377	я его	1	1
378	о себе	3	1
379	до самой	1	1
380	в жизнь	1	1
381	совершенно не	2	1
382	но как	2	1
383	более чем	1	1
384	чем же	1	1
385	он же	2	1
386	уходит от	1	1
387	так создается	2	1
388	его имя	1	1
389	за то	1	1
390	а к	1	1
391	и цель	1	1
392	в котором	5	1
393	виду не	1	1
394	ему в	2	1
395	с самого	1	1
396	не могли	1	1
397	говорит по	1	1
398	как нечто	3	1
399	и новые	2	1
400	восходит к	1	1
401	которой он	3	1
402	эта связь	4	1
403	связи с	9	1
404	за этими	1	1
405	есть необходимость	1	1
406	силы и	1	1
407	называет его	1	1
408	хотя бы	3	1
409	она не	4	1
410	связь и	2	1
411	эти слова	1	1
412	чтобы он	3	1
413	на мысль	1	1
414	своими товарищами	1	1
415	этом мы	1	1
416	и если	3	1
417	на другой	3	1
418	но не	10	1
419	в другом	11	1
420	в каких	1	1
421	между тем	2	1
422	представляет собой	6	1
423	общеизвестно что	1	1
424	и должна	1	1
425	в ней	3	1
426	вот почему	3	1
427	у ней	2	1
428	в быту	1	1
429	обстоит дело	1	1
430	мы опять	2	1
431	в ход	1	1
432	мы узнаем	1	1
433	в сибири	1	1
434	самом деле	1	1
435	к своей	4	1
436	этой связи	2	1
437	это по	1	1
438	исследования в	1	1
439	в которой	1	1
440	над которым	1	1
441	пошел на	2	1
442	именно на	2	1
443	никого не	3	1
444	а не	13	1
445	мысль что	1	1
446	а за	1	1
447	а по	1	1
448	только на	2	1
449	и их	4	1
450	в особую	2	1
451	старика и	1	1
452	есть и	7	1
453	не могла	3	1
454	связь между	2	1
455	можно было	3	1
456	в форме	1	1
457	тем и	1	1
458	и хотя	1	1
459	даже не	2	1
460	толстой и	1	1
461	доходит до	2	1
462	и знает	1	1
463	не вполне	7	1
464	что ее	3	1
465	друга и	1	1
466	по своей	1	1
467	вступления в	6	1
468	человека с	2	1
469	ту же	2	1
470	ребенок не	1	1
471	вы не	1	1
472	это может	1	1
473	отца он	1	1
474	в обоих	1	1
475	где мы	1	1
476	так он	2	1
477	над ним	1	1
478	человека и	1	1
479	на всю	1	1
480	самого начала	1	1
481	старика с	1	1
482	на смерть	3	1
483	должны были	4	1
484	перед ним	1	1
485	умирает и	1	1
486	всего что	1	1
487	но этот	3	1
488	не раз	2	1
489	с другим	1	1
490	того кто	1	1
491	все говорит	1	1
492	это же	1	1
493	могло быть	3	1
494	ли есть	1	1
495	к ним	1	1
496	возвращения из	1	1
497	или вообще	1	1
498	в книге	1	1
499	в точности	4	1
500	он в	3	1
501	к ней	4	1
502	и вне	1	1
503	что ты	5	1
504	как мы	11	1
505	со своими	2	1
506	за тебя	1	1
507	не для	1	1
508	и о	2	1
509	не случайное	1	1
510	ко всей	1	1
511	где на	1	1
512	самой смерти	1	1
513	его как	1	1
514	не верит	1	1
515	наряду с	4	1
516	той же	3	1
517	одной стороне	1	1
518	и др	4	1
519	затем он	1	1
520	она находит	1	1
521	по сравнению	2	1
522	это мы	2	1
523	он сказал	1	1
524	только по	1	1
525	считает что	1	1
526	характерно что	1	1
527	именно так	3	1
528	быть в	1	1
529	с особой	1	1
530	тебе и	2	1
531	облекается в	1	1
532	сел на	1	1
533	слова в	1	1
534	сравним с	1	1
535	входит и	1	1
536	и от	3	1
537	и есть	3	1
538	входят в	1	1
539	в голову	1	1
540	он показывает	1	1
541	все время	2	1
542	ты мне	1	1
543	объясняется тем	1	1
544	на этот	1	1
545	никому не	2	1
546	исходит из	1	1
547	всю жизнь	2	1
548	из трех	3	1
549	но я	1	1
550	с сыном	1	1
551	этого слова	3	1
552	например в	3	1
553	что именно	1	1
554	право на	2	1
555	но если	2	1
556	а жизнь	1	1
557	мать и	2	1
558	в области	1	1
559	и по	6	1
560	и эта	1	1
561	напоминает о	2	1
562	человек не	1	1
563	это в	2	1
564	в и	1	1
565	дочь и	1	1
566	всяком случае	2	1
567	сохранил эту	1	1
568	на котором	2	1
569	для чего	1	1
570	враждебное отношение	1	1
571	это сказывается	1	1
572	превратился в	1	1
573	не из	1	1
574	к ее	1	1
575	три года	6	1
576	не самому	2	1
577	и совершенно	1	1
578	за счет	2	1
579	и наконец	1	1
580	некоторые черты	1	1
581	что на	6	1
582	вплоть до	2	1
583	говорит не	2	1
584	с того	5	1
585	на ту	2	1
586	с каким	1	1
587	ухода из	1	1
588	не к	1	1
589	в полночь	1	1
590	это желание	1	1
