N	2gram	Trubetskoy	Myshleni
175	представление о	3	21
176	в нашем	3	21
177	его в	5	21
178	и все	9	21
179	не имеет	2	21
180	в истории	3	21
181	в сознании	7	21
182	ее в	1	21
183	и более	2	21
184	отношение к	4	21
185	в пользу	5	20
186	в виду	2	20
187	не менее	7	20
188	в котором	2	20
189	в другом	2	20
190	к которому	1	20
191	из них	5	20
192	время как	1	20
193	из этих	8	20
194	на вопрос	4	20
195	в такой	4	20
196	и других	3	20
197	а в	3	20
198	на этом	2	20
199	должно быть	5	20
200	по существу	7	20
201	и их	5	20
202	но мы	1	19
203	в связи	3	19
204	во всех	10	19
205	а с	4	19
206	и по	3	19
207	один из	1	19
208	ступени развития	5	19
209	но если	2	19
210	независимо от	2	19
211	в данном	3	19
212	мы и	2	19
213	об отношении	1	19
214	как на	6	19
215	с ним	6	19
216	в себя	2	19
217	мы говорили	8	19
218	из которых	4	19
219	речь в	1	19
220	во всем	3	18
221	к действительности	1	18
222	во всей	2	18
223	в психологии	4	18
224	одного и	3	18
225	и другое	1	18
226	отличие от	3	18
227	приходит к	1	18
228	для развития	1	18
229	всяком случае	2	18
230	чем в	3	18
231	в этих	3	17
232	в своих	2	17
233	их в	2	17
234	я не	2	17
235	не есть	4	17
236	сих пор	15	17
237	и той	1	17
238	на деле	1	17
239	до сих	15	17
240	в свою	2	17
241	в совершенно	3	17
242	тем же	2	17
243	до конца	1	17
244	и для	6	17
245	для этого	7	17
246	все что	10	17
247	нами в	1	17
248	иначе как	1	17
249	и того	3	17
250	у него	5	17
251	этой точки	1	17
252	ту же	2	17
253	и от	5	17
254	то и	2	17
255	мы находим	1	17
256	и только	2	17
257	и другие	1	16
258	одной и	2	16
259	раньше чем	1	16
260	в которых	2	16
261	вовсе не	2	16
262	к одному	1	16
263	такой же	2	16
264	которые не	3	16
265	и даже	1	16
266	на этой	3	16
267	между двумя	5	16
268	между отдельными	2	16
269	то в	2	16
270	видели что	1	16
271	для нас	3	16
272	которую мы	1	16
273	таким же	3	16
274	в них	2	15
275	что при	7	15
276	от этого	1	15
277	и это	3	15
278	что если	3	15
279	данном случае	3	15
280	на все	5	15
281	тем более	3	15
282	хотя бы	4	15
283	в начале	3	15
284	те же	2	15
285	отличается от	6	15
286	между этими	2	15
287	но как	2	15
288	представить себе	2	15
289	на всем	1	15
290	том же	4	15
291	ничего не	1	15
292	по этому	2	15
293	уже говорили	1	14
294	свою очередь	2	14
295	одно и	1	14
296	что у	2	14
297	очевидно что	3	14
298	что для	4	14
299	точку зрения	2	14
300	из этого	7	14
301	только тогда	2	14
302	одним из	4	14
303	он должен	2	14
304	в учении	1	14
305	показывают что	2	14
306	этих двух	2	14
307	от друга	6	14
308	говорили выше	6	14
309	это есть	4	14
310	друг от	6	14
311	с его	1	14
312	последнее время	1	14
313	что эти	2	14
314	своем развитии	4	13
315	имеет место	2	13
316	с другими	1	13
317	его к	1	13
318	если в	1	13
319	смысле слова	1	13
320	к его	1	13
321	они не	2	13
322	но на	2	13
323	в виде	4	13
324	другом месте	1	13
325	на его	1	13
326	отнюдь не	2	13
327	она не	2	13
328	для всех	1	13
329	точно так	1	13
330	но все	5	13
331	что между	1	13
332	с ней	1	13
333	в состоянии	5	13
334	лишь в	5	13
335	факт что	4	13
336	благодаря этому	1	13
337	в уме	1	13
338	все более	1	13
339	с которыми	2	12
340	к другу	2	12
341	даже в	3	12
342	а затем	2	12
343	на первый	2	12
344	только на	1	12
345	том чтобы	2	12
346	но он	1	12
347	ясно что	8	12
348	тем и	1	12
349	и потому	3	12
350	еще более	1	12
351	ко всем	3	12
352	в первом	1	12
353	к нему	2	12
354	несмотря на	6	12
355	в ее	1	12
356	тем не	4	12
357	тому же	6	12
358	так точно	1	12
359	были бы	1	12
360	которых мы	4	12
361	никак не	1	12
362	и между	1	12
363	это и	1	12
364	только к	1	12
365	в ней	3	12
366	входит в	1	12
367	они являются	1	11
368	в других	1	11
369	находится в	1	11
370	на котором	1	11
371	иначе говоря	4	11
372	на том	2	11
373	отношения к	1	11
374	обстоятельство что	1	11
375	мы всегда	1	11
376	мы будем	3	11
377	с ее	2	11
378	и при	6	11
379	друг другу	1	11
380	на самом	7	11
381	есть в	2	11
382	не по	1	11
383	что на	2	11
384	одно из	3	11
385	например в	1	11
386	что этот	1	11
387	и другой	1	11
388	в настоящей	1	11
389	наряду с	1	11
390	гораздо более	2	11
391	не знает	2	11
392	в конце	4	11
393	а только	1	11
394	он в	1	11
395	в один	2	11
396	то обстоятельство	1	11
397	ничего общего	3	11
398	только по	1	11
399	или менее	8	11
400	к пониманию	1	11
401	и наконец	3	11
402	есть не	1	11
403	друг на	2	10
404	что именно	1	10
405	но для	2	10
406	этого положения	1	10
407	о которых	7	10
408	что как	4	10
409	что такое	1	10
410	в другой	1	10
411	этот процесс	2	10
412	на друга	2	10
413	тот факт	4	10
414	у нас	3	10
415	и может	3	10
416	но вместе	2	10
417	числе и	1	10
418	или иной	1	10
419	в одинаковой	1	10
420	из всех	5	10
421	нами выше	1	10
422	но этот	1	10
423	у животных	1	10
424	каждом шагу	1	10
425	к жизни	1	10
426	что его	4	10
427	и у	4	10
428	вопроса о	1	10
429	вместо того	1	10
430	здесь мы	1	10
431	как с	1	10
432	на каждом	2	10
433	вытекает из	1	10
434	ребенком в	1	10
435	том числе	1	10
436	виде в	1	10
437	в нашей	1	10
438	по пути	1	9
439	и до	3	9
440	к этим	1	9
441	по одному	3	9
442	более или	8	9
443	должны быть	3	9
444	в тех	3	9
445	та же	4	9
446	друг к	2	9
447	зависит от	1	9
448	с психологической	1	9
449	и заключается	1	9
450	и поэтому	2	9
451	что же	2	9
452	развитии и	1	9
453	может не	3	9
454	естественно что	1	9
455	также и	2	9
456	этот факт	1	9
457	всех тех	2	9
458	только для	1	9
459	больше чем	1	9
460	поэтому мы	1	9
461	говорить о	2	9
462	как оно	1	9
463	не то	3	9
464	и притом	1	9
465	же самые	1	9
466	совершенно не	4	9
467	он может	1	9
468	хотя и	4	9
469	свою силу	1	9
470	в самой	2	9
471	в ином	1	9
472	но с	2	9
473	должен быть	2	9
474	стоит в	1	8
475	на которых	1	8
476	из двух	2	8
477	о котором	7	8
478	в этот	1	8
479	увидим что	1	8
480	и те	2	8
481	уже и	3	8
482	мы попытались	1	8
483	равной мере	1	8
484	всех остальных	2	8
485	одному и	1	8
486	в эту	2	8
487	все остальные	1	8
488	главным образом	1	8
489	этот путь	1	8
490	что только	3	8
491	от нее	2	8
492	приспособления к	1	8
493	в течение	4	8
494	еще один	1	8
495	наших глазах	1	8
496	образом в	3	8
497	возрасте в	1	8
498	на одном	2	8
499	и тому	2	8
500	не являются	1	8
501	что слова	1	8
502	совершенно в	1	8
503	рассматриваться как	3	8
504	не мог	1	8
505	собой и	1	8
506	во внимание	2	8
507	в психологическом	1	8
508	себе и	1	8
509	остается в	1	8
510	в современной	1	8
511	и из	2	8
512	со стороны	1	8
513	бы с	1	8
514	что я	1	8
515	поэтому что	4	8
516	в более	1	8
517	этой области	4	8
518	различие между	1	8
519	на которой	1	8
520	в равной	1	8
521	только то	2	8
522	в таком	4	7
523	в разных	3	7
524	и сам	2	7
525	знаем что	8	7
526	два момента	1	7
527	на него	2	7
528	он сам	1	7
529	это обстоятельство	2	7
530	что следовательно	1	7
531	в общем	6	7
532	всех этих	4	7
533	одинаковой мере	1	7
534	говорили что	1	7
535	в значительной	1	7
536	шаг за	1	7
537	на которые	1	7
538	у них	6	7
539	то увидим	1	7
540	том виде	2	7
541	связаны с	1	7
542	на место	1	7
543	одну из	2	7
544	самое что	1	7
545	этому поводу	1	7
546	имеет свою	1	7
547	решающую роль	1	7
548	которой мы	2	7
549	каждого отдельного	1	7
550	с более	3	7
551	образом и	2	7
552	из нее	2	7
553	за ним	1	7
554	в жизни	3	7
555	что оба	2	7
556	которой он	1	7
557	психологии в	2	7
558	благодаря тому	1	7
559	именно потому	2	7
560	общего с	2	7
561	и особенно	2	7
562	во втором	2	7
563	должна быть	6	7
564	отличаются от	1	7
565	с ними	2	7
566	из области	1	7
567	при помощи	3	7
568	без всякого	1	7
569	ничем не	5	7
570	вывод что	1	7
571	это слово	1	7
572	случае не	1	7
573	но по	3	7
574	к совершенно	1	7
575	с понятием	1	7
576	признать что	4	7
577	основе их	1	7
578	этом и	1	7
579	способа мышления	1	7
580	лучшем случае	1	7
581	за шагом	1	7
582	нас что	2	6
583	только один	2	6
584	и другим	1	6
585	к ней	1	6
586	уже не	1	6
587	ко всей	1	6
588	с другим	1	6
589	что их	3	6
590	образом как	2	6
591	указывают на	3	6
592	в отдельных	2	6
593	но так	2	6
594	всего в	1	6
595	в каждом	1	6
596	в лучшем	1	6
597	оно может	1	6
598	как к	5	6
599	отдельных элементов	1	6
600	том и	2	6
601	каждой новой	1	6
602	ни на	1	6
603	этого явления	2	6
604	и наиболее	1	6
605	в силе	1	6
606	и там	2	6
607	нет и	1	6
608	начиная с	1	6
609	совершенно так	4	6
610	а это	2	6
611	можно считать	1	6
612	связей между	1	6
613	и таким	1	6
614	и вообще	3	6
615	и эти	1	6
616	образом мы	1	6
617	заключает в	2	6
618	эту мысль	1	6
619	само собой	1	6
620	находим в	1	6
621	и другими	1	6
622	более сложные	1	6
623	ответить на	2	6
624	в различных	1	6
625	с в	3	6
626	одна из	2	6
627	сейчас в	1	6
628	положение что	1	6
629	в тот	1	6
630	этими двумя	2	6
631	идет в	1	6
632	с и	1	6
633	которые могут	2	6
634	именно поэтому	1	6
635	знает что	1	6
636	всей своей	1	6
637	только одно	3	6
638	еще и	1	6
639	понятиями и	1	6
640	тех же	2	6
641	роль в	1	6
642	в раннем	1	6
643	потому и	2	6
644	к моменту	1	6
645	сверху вниз	1	6
646	возможным только	1	6
647	со взрослым	1	6
648	социальной среды	1	6
649	дело в	1	6
650	раз навсегда	1	6
651	это было	1	6
652	она должна	1	6
653	единое целое	1	6
654	допустить что	1	6
655	применительно к	1	6
656	иное как	1	6
657	сходство с	2	5
658	кроме того	1	5
659	в большей	1	5
660	этим понятием	1	5
661	из всего	1	5
662	социальная среда	1	5
663	почти исключительно	1	5
664	может служить	3	5
665	в вопросе	2	5
666	к ним	2	5
667	наблюдать как	1	5
668	к решению	1	5
669	отдельные элементы	2	5
670	ближе к	3	5
671	все его	2	5
672	совершенно ясно	2	5
673	в опыте	1	5
674	если я	1	5
675	принять во	2	5
676	идет по	1	5
677	эти слова	1	5
678	с такой	1	5
679	его теории	1	5
680	в памяти	1	5
681	никто не	2	5
682	роли в	1	5
683	на их	1	5
684	сейчас же	3	5
685	объясняет нам	1	5
686	этом пункте	1	5
687	у взрослого	3	5
688	и состоит	2	5
689	своей собственной	1	5
690	учит нас	1	5
691	затем уже	1	5
692	котором мы	1	5
693	что во	1	5
694	только с	1	5
695	ее на	1	5
696	однако не	1	5
697	все они	6	5
698	от всех	1	5
699	и другого	1	5
700	эти последние	2	5
701	язык и	1	5
702	же что	2	5
703	оказывается что	5	5
704	рассматривать как	2	5
705	ни один	4	5
706	от него	3	5
707	на эти	1	5
708	самого себя	4	5
709	т.е в	1	5
710	исторического развития	2	5
711	бы все	1	5
712	что по	3	5
713	мы только	1	5
714	гораздо больше	3	5
715	но даже	3	5
716	часто в	1	5
717	всегда и	1	5
718	тех случаях	1	5
719	быть в	1	5
720	есть только	2	5
721	а следовательно	2	5
722	целого ряда	1	5
723	и весь	2	5
724	по мнению	1	5
725	чем у	8	5
726	бы к	1	5
727	другими словами	2	5
728	все те	1	5
729	и возникает	1	5
730	вопрос в	1	5
731	основанное на	1	5
732	а потому	5	5
733	о которой	2	5
734	в область	1	5
735	эти понятия	1	5
736	есть нечто	1	5
737	если это	2	5
738	видим что	1	5
739	у одного	1	5
740	не потому	2	5
741	на первых	1	5
742	на более	2	5
743	заметить что	1	5
744	как у	3	5
745	указание на	1	5
746	когда оно	1	5
747	случаях когда	3	5
748	может рассматриваться	1	5
749	выше что	2	5
750	а из	1	5
751	конце концов	4	5
752	говоря о	1	5
753	вправе рассматривать	1	5
754	бы он	1	5
755	пути к	1	5
756	это представление	3	5
757	в центре	1	4
758	зрения на	1	4
759	тем как	2	4
760	в общей	2	4
761	на эту	1	4
762	на пути	1	4
763	и другом	1	4
764	конечно не	3	4
765	можно ли	2	4
766	является конечно	1	4
767	не подлежит	3	4
768	бы то	3	4
769	не происходит	1	4
770	проблемы и	1	4
771	лишь после	1	4
772	не было	2	4
773	мысль на	1	4
774	или не	1	4
775	самые различные	1	4
776	быть может	1	4
777	рядом с	1	4
778	а потом	1	4
779	мы указывали	1	4
780	психологической точки	1	4
781	этого взгляда	1	4
782	и та	1	4
783	все дело	2	4
784	те кто	1	4
785	мысли которые	1	4
786	в одну	4	4
787	двумя крайними	2	4
788	была бы	1	4
789	в меньшей	1	4
790	приведенных выше	1	4
791	виде как	2	4
792	в определенной	1	4
793	к той	2	4
794	вперед в	1	4
795	и вот	1	4
796	из его	1	4
797	с которой	1	4
798	вступает в	1	4
799	связанной с	1	4
800	может ли	1	4
801	к двум	2	4
802	которую он	2	4
803	направлении и	1	4
804	положения что	1	4
805	самой природе	1	4
806	только при	2	4
807	здесь не	1	4
808	свой смысл	1	4
809	в корне	1	4
810	если только	1	4
811	из отдельных	1	4
812	нас не	1	4
813	нашу мысль	1	4
814	на нее	2	4
815	и со	1	4
816	и я	1	4
817	можем не	1	4
818	вопросе о	2	4
819	высокой ступени	1	4
820	как всякая	1	4
821	и ко	1	4
822	чистом виде	1	4
823	выше в	1	4
824	к которой	3	4
825	сохраняет свою	1	4
826	двух разнородных	3	4
827	как будто	5	4
828	образом оказывается	1	4
829	культурного развития	1	4
830	стоят в	2	4
831	строго говоря	1	4
832	от этих	1	4
833	истинном смысле	1	4
834	если он	2	4
835	в наиболее	1	4
836	а именно	1	4
837	слов как	1	4
838	в одно	2	4
839	деле если	1	4
840	в дальнейшем	4	4
841	то это	1	4
842	по тем	2	4
843	когда она	1	4
844	самого понятия	1	4
845	из виду	1	4
846	исходит из	1	4
847	по которым	1	4
848	открытие в	1	4
849	мы попытаемся	1	4
850	к разрешению	1	4
851	время в	1	4
852	ни было	3	4
853	и сама	1	4
854	от тех	3	4
855	но совершенно	1	4
856	выше и	4	4
857	целом ряде	3	4
858	в целях	1	4
859	совсем не	1	4
860	но при	1	4
861	большей степени	1	4
862	в истинном	1	4
863	нас с	1	4
864	первый из	1	4
865	как эта	1	4
866	однако в	1	4
867	представление об	4	4
868	а как	1	4
869	только те	3	4
870	же образом	2	4
871	не требует	1	4
872	как при	2	4
873	как о	1	4
874	развития это	1	4
875	себя и	2	4
876	все три	1	4
877	совершенно иной	2	4
878	и если	6	4
879	образом по	1	4
880	перед глазами	1	4
881	из него	2	4
882	дальнейшего развития	2	4
883	в гораздо	2	4
884	состоящее в	1	4
885	и эта	1	4
886	свет на	1	4
887	долгое время	1	4
888	всю свою	1	4
889	не могу	1	4
890	нельзя не	1	4
891	и низших	2	4
892	составные части	1	4
893	ее от	1	4
894	на всю	1	4
895	идет речь	8	4
896	жизни и	2	4
897	только после	1	4
898	все другие	1	4
899	важную роль	1	4
900	этому вопросу	1	4
901	как для	3	4
902	с объективной	1	4
903	не к	1	4
904	особенностей в	1	3
905	раннем детстве	2	3
906	с не	1	3
907	весь ход	1	3
908	совершенно отличных	1	3
909	этого последнего	2	3
910	всем этим	1	3
911	из себя	10	3
912	должна была	1	3
913	на практике	1	3
914	в прошлом	1	3
915	и еще	1	3
916	эти вопросы	1	3
917	существенную черту	1	3
918	оно представляет	1	3
919	именно с	1	3
920	многое из	1	3
921	от них	2	3
922	общих чертах	1	3
923	кажется нам	1	3
924	над другим	1	3
925	то очевидно	3	3
926	в научной	1	3
927	к их	1	3
928	целом в	1	3
929	после этого	1	3
930	что составляет	1	3
931	в правильности	1	3
932	оба ребенка	1	3
933	и всю	1	3
934	или иная	1	3
935	не стоит	2	3
936	вопрос что	1	3
937	а для	2	3
938	этой главы	1	3
939	не отличается	1	3
940	при отсутствии	2	3
941	не были	1	3
942	чем больше	4	3
943	не могла	1	3
944	и хотя	1	3
945	решение вопроса	1	3
946	в общих	1	3
947	даже если	3	3
948	есть ли	1	3
949	к сожалению	1	3
950	не так	4	3
951	и должны	1	3
952	ним и	1	3
953	оно было	1	3
954	и должен	1	3
955	из одних	1	3
956	эгоцентризма и	1	3
957	сводится к	2	3
958	является одним	1	3
959	и будет	2	3
960	к таким	2	3
961	на другую	1	3
962	и просто	1	3
963	же мало	2	3
964	бы не	1	3
965	да и	1	3
966	образом все	1	3
967	всем этом	1	3
968	так чтобы	2	3
969	этой работы	1	3
970	для меня	4	3
971	в приложении	1	3
972	тогда как	6	3
973	каждый из	3	3
974	видели выше	1	3
975	к удовлетворению	1	3
976	это сближение	1	3
977	является только	1	3
978	которые они	1	3
979	части в	2	3
980	которых каждый	1	3
981	и пр	1	3
982	этой мысли	1	3
983	приложении к	1	3
984	сообразно с	2	3
985	основана на	1	3
986	как нечто	1	3
987	и история	1	3
988	эту точку	1	3
989	становится понятным	1	3
990	этой новой	1	3
991	медленно и	2	3
992	по его	2	3
993	не создает	1	3
994	направлении в	1	3
995	по степени	2	3
996	находимся в	1	3
997	их на	1	3
998	если она	1	3
999	не надо	3	3
1000	вещи не	1	3
1001	различия в	3	3
1002	случае мы	1	3
1003	или нет	1	3
1004	общения с	1	3
1005	далее в	1	3
1006	противоречие с	1	3
1007	всегда в	1	3
1008	внимание что	1	3
1009	зависят от	1	3
1010	по признаку	1	3
1011	и сейчас	4	3
1012	неизбежно должны	1	3
1013	доказать что	2	3
1014	время от	2	3
1015	во многих	1	3
1016	точно и	1	3
1017	что ее	1	3
1018	просто потому	1	3
1019	настоящее время	3	3
1020	с большим	1	3
1021	параллельно с	1	3
1022	надо сказать	1	3
1023	они могут	2	3
1024	невозможно и	2	3
1025	являются в	1	3
1026	как же	1	3
1027	что за	2	3
1028	себя как	1	3
1029	а другая	1	3
1030	из главных	1	3
1031	без которого	1	3
1032	следовательно и	2	3
1033	выше мы	4	3
1034	все чаще	1	3
1035	производит впечатление	1	3
1036	психологии и	1	3
1037	то ни	4	3
1038	если же	3	3
1039	всех других	2	3
1040	не приходится	1	3
1041	развития все	2	3
1042	и затем	1	3
1043	чтобы их	1	3
1044	вопрос можно	1	3
1045	это делает	1	3
1046	тем мы	1	3
1047	гораздо менее	2	3
1048	в противоречие	2	3
1049	у другого	1	3
1050	с уже	2	3
1051	человек с	1	3
1052	дело идет	1	3
1053	от понятий	1	3
1054	которые должны	1	3
1055	друга и	1	3
1056	же время	2	3
1057	а и	8	3
1058	при котором	1	3
1059	оно стало	1	3
1060	но именно	1	3
1061	не знаем	1	3
1062	та или	1	3
1063	быть поставлены	1	3
1064	в настоящее	3	3
1065	сделать это	1	3
1066	из этой	2	3
1067	многих других	2	3
1068	ее из	1	3
1069	от которого	2	3
1070	что так	1	3
1071	что каждый	1	3
1072	же не	3	3
1073	и взрослым	1	3
1074	без всяких	1	3
1075	или иначе	5	3
1076	самые разнообразные	1	3
1077	в ту	2	3
1078	и без	5	3
1079	при таком	2	3
1080	к своему	1	3
1081	и оно	1	3
1082	в различной	1	3
1083	что тот	1	3
1084	всем их	1	3
1085	за то	1	3
1086	а к	2	3
1087	что касается	6	3
1088	и постепенно	1	3
1089	конечно в	2	3
1090	далеко не	5	3
1091	же эгоцентрическая	1	3
1092	это все	1	3
1093	и часто	1	3
1094	как из	1	3
1095	он и	1	3
1096	быть не	1	3
1097	и благодаря	1	3
1098	ее совершенно	1	3
1099	необходимы для	1	3
1100	и дальше	2	3
1101	же и	1	2
1102	некоторой степени	1	2
1103	без исключения	1	2
1104	говорили в	1	2
1105	следует что	2	2
1106	работу мысли	1	2
1107	в общую	1	2
1108	сам автор	1	2
1109	него в	2	2
1110	психологическом отношении	1	2
1111	проблемы не	1	2
1112	того все	1	2
1113	ни одна	1	2
1114	это те	1	2
1115	из самых	1	2
1116	он протекает	1	2
1117	мы получаем	1	2
1118	эти черты	2	2
1119	нужно чтобы	1	2
1120	на точку	1	2
1121	раз когда	1	2
1122	исследователя к	1	2
1123	людей с	1	2
1124	не имели	1	2
1125	расстояние от	1	2
1126	только между	1	2
1127	на природу	1	2
1128	черты которые	1	2
1129	и третий	1	2
1130	нами из	1	2
1131	поэтому если	1	2
1132	характер в	1	2
1133	психологии но	1	2
1134	точками зрения	1	2
1135	так называемых	1	2
1136	жизни он	1	2
1137	известным образом	1	2
1138	замечает что	1	2
1139	они должны	3	2
1140	на второй	1	2
1141	из трех	1	2
1142	другой если	1	2
1143	двух различных	1	2
1144	себя все	1	2
1145	в эти	3	2
1146	для этой	2	2
1147	эту черту	2	2
1148	эти элементы	3	2
1149	в принципе	1	2
1150	не сознавая	2	2
1151	нам удалось	1	2
1152	сильнее чем	4	2
1153	который можно	1	2
1154	более резкой	1	2
1155	является всегда	1	2
1156	и кажется	1	2
1157	не способны	1	2
1158	а есть	1	2
1159	тем больше	1	2
1160	распространяется на	1	2
1161	должны рассматриваться	2	2
1162	которых покоится	1	2
1163	наконец не	2	2
1164	на себя	1	2
1165	без влияния	1	2
1166	этом последнем	1	2
1167	лишь на	1	2
1168	т.е что	1	2
1169	но когда	1	2
1170	еще дальше	1	2
1171	такое положение	1	2
1172	которые имеют	1	2
1173	бы поставить	1	2
1174	в сторону	3	2
1175	из одного	2	2
1176	что та	4	2
1177	же направлении	1	2
1178	не понимают	2	2
1179	своей части	1	2
1180	что поэтому	1	2
1181	от элементов	1	2
1182	зрения в	1	2
1183	для тех	1	2
1184	не будет	5	2
1185	процессов и	1	2
1186	не тем	1	2
1187	других людей	1	2
1188	если все	1	2
1189	иметь в	1	2
1190	проникнуть в	1	2
1191	что каждое	1	2
1192	того кто	1	2
1193	ни то	1	2
1194	для той	1	2
1195	тот или	1	2
1196	очевидна и	1	2
1197	существует в	1	2
1198	всеми другими	1	2
1199	слова что	1	2
1200	вопрос этот	1	2
1201	необходимо чтобы	1	2
1202	они были	1	2
1203	бы ни	1	2
1204	себе как	1	2
1205	высших и	2	2
1206	понять что	2	2
1207	для самого	2	2
1208	надо различать	2	2
1209	с каждым	1	2
1210	до всякого	1	2
1211	будет иметь	2	2
1212	одно это	1	2
1213	внутренне не	1	2
1214	однако мы	2	2
1215	можно назвать	3	2
1216	для каждого	1	2
1217	и так	2	2
1218	требует более	1	2
1219	вследствие этого	3	2
1220	с удивлением	1	2
1221	эти положения	1	2
1222	нет ничего	1	2
1223	только мы	2	2
1224	на два	1	2
1225	второй из	1	2
1226	своей деятельности	1	2
1227	и уже	2	2
1228	него с	2	2
1229	более как	2	2
1230	это оказывается	1	2
1231	что такая	1	2
1232	что когда	1	2
1233	это имеет	1	2
1234	не раньше	1	2
1235	исходной точкой	1	2
1236	известно в	1	2
1237	не совсем	1	2
1238	идет сверху	1	2
1239	именно этот	1	2
1240	ли эти	1	2
1241	и многие	1	2
1242	не во	1	2
1243	сделать и	1	2
1244	который проделывает	1	2
1245	или с	1	2
1246	и общей	2	2
1247	все их	1	2
1248	а все	1	2
1249	когда же	1	2
1250	психологии как	1	2
1251	всех прочих	2	2
1252	что ни	1	2
1253	что элементы	2	2
1254	общения со	1	2
1255	более что	1	2
1256	более широкую	1	2
1257	бы нам	1	2
1258	однако это	2	2
1259	тут надо	1	2
1260	и постоянно	1	2
1261	слова т.е	1	2
1262	другой но	1	2
1263	бы это	1	2
1264	на них	1	2
1265	стоит и	1	2
1266	путем подражания	3	2
1267	случае если	5	2
1268	две стороны	1	2
1269	не следует	2	2
1270	лишь как	1	2
1271	зрения между	1	2
1272	же процесса	1	2
1273	начала в	1	2
1274	может лежать	2	2
1275	каждого из	1	2
1276	на путь	2	2
1277	и самого	1	2
1278	может показаться	1	2
1279	в так	1	2
1280	что такие	2	2
1281	мы сказали	4	2
1282	и конец	4	2
1283	меньше чем	2	2
1284	вообще говоря	1	2
1285	говорят что	1	2
1286	объяснения его	1	2
1287	которые по	2	2
1288	окружающей его	1	2
1289	этом направлении	1	2
1290	чтобы ответить	1	2
1291	мыслится как	1	2
1292	в борьбе	1	2
1293	каждое новое	1	2
1294	чем другие	2	2
1295	мысль о	1	2
1296	чем их	2	2
1297	том или	1	2
1298	этот общий	2	2
1299	выход из	1	2
