N	2gram	Propp_Isto	KFilosof
220	тому что	2	2
221	герой и	1	2
222	нее в	1	2
223	а это	1	2
224	именно она	1	2
225	тем не	4	2
226	так и	8	2
227	из которых	3	2
228	и то	3	2
229	и за	1	2
230	в качестве	5	2
231	сюда и	1	2
232	нами в	2	2
233	это есть	1	2
234	и когда	2	2
235	сводится к	3	2
236	по себе	2	2
237	и смысл	1	2
238	в виде	5	2
239	оно не	2	2
240	не потому	1	2
241	если не	4	2
242	он имеет	2	2
243	он может	4	2
244	не о	1	2
245	ее от	1	2
246	однако что	1	2
247	всех его	2	2
248	в сознании	1	2
249	что за	3	2
250	дело в	1	2
251	вокруг него	1	2
252	в мир	1	2
253	и эта	5	2
254	в ту	1	2
255	в жизни	2	2
256	не остается	1	2
257	с тем	8	2
258	человек и	1	2
259	его на	2	2
260	и как	3	2
261	что он	29	2
262	и она	3	2
263	и именно	1	2
264	выход из	1	2
265	чтобы дать	1	2
266	как в	17	2
267	от этого	2	2
268	если я	2	2
269	смысла и	1	2
270	под ним	1	2
271	в это	3	2
272	ли это	1	2
273	должен стать	1	2
274	и смерти	1	2
275	можно и	1	2
276	для выражения	1	2
277	жизнь и	1	2
278	или как	1	2
279	все они	1	2
280	этого слова	1	2
281	к этому	5	2
282	и потому	1	2
283	я его	3	2
284	его и	1	2
285	может иметь	1	2
286	а с	3	2
287	в данном	8	2
288	и других	2	2
289	же с	2	2
290	вытекает из	2	2
291	вопрос о	6	2
292	ни у	1	2
293	ты хочешь	1	2
294	которой он	3	2
295	мысль и	1	2
296	она не	3	2
297	она могла	1	2
298	потому что	13	2
299	видит и	1	2
300	единства в	1	2
301	того чтобы	1	2
302	то ни	1	2
303	совсем не	1	2
304	этом мире	1	2
305	с этого	1	2
306	всюду здесь	1	2
307	дело не	5	2
308	к себе	4	2
309	кажется что	7	2
310	не будет	6	2
311	в него	4	2
312	именно на	2	2
313	на нем	1	2
314	а по	2	2
315	знает и	1	2
316	свою жизнь	1	2
317	что эта	1	2
318	для этого	1	2
319	всех других	2	2
320	этим не	2	2
321	к которой	2	2
322	ее до	1	2
323	думать что	3	2
324	или иное	1	2
325	но этот	1	2
326	нечто вроде	4	2
327	имеем в	8	2
328	в этой	2	2
329	он и	3	2
330	соответствии с	1	2
331	и под	3	2
332	него и	5	2
333	героя это	1	2
334	не живет	1	2
335	но есть	5	2
336	что есть	1	2
337	своем месте	1	2
338	ее как	2	2
339	только по	1	2
340	с его	4	2
341	в области	3	2
342	его к	2	2
343	а как	2	2
344	с ее	1	2
345	и ее	6	2
346	все в	2	1
347	она сама	1	1
348	мир не	2	1
349	всего в	1	1
350	более не	1	1
351	в самом	2	1
352	и к	1	1
353	мире и	1	1
354	на почве	1	1
355	они имеют	1	1
356	именно к	1	1
357	поможет нам	1	1
358	браку но	1	1
359	утверждать что	3	1
360	и оба	1	1
361	влечет за	1	1
362	смерть и	1	1
363	обе стороны	2	1
364	все что	4	1
365	как это	6	1
366	в предмете	1	1
367	образом и	3	1
368	только путем	1	1
369	мы видим	14	1
370	до сих	4	1
371	и он	8	1
372	и всякий	1	1
373	этой задачи	3	1
374	собой и	1	1
375	мы найдем	2	1
376	здесь лучше	1	1
377	религии и	1	1
378	ничем не	2	1
379	так как	21	1
380	и очень	1	1
381	как таковой	1	1
382	так она	1	1
383	же и	1	1
384	и попытка	1	1
385	только что	1	1
386	и было	1	1
387	то есть	1	1
388	и свою	1	1
389	но из	1	1
390	быть признаны	2	1
391	это будет	1	1
392	самого себя	2	1
393	в религии	1	1
394	имеют в	1	1
395	зависит от	1	1
396	эту мысль	1	1
397	за исключением	1	1
398	на том	10	1
399	живет в	2	1
400	оно могло	1	1
401	на ее	1	1
402	она в	4	1
403	небо это	2	1
404	мог бы	1	1
405	что уже	1	1
406	не будем	2	1
407	он как	3	1
408	отношения к	2	1
409	она всегда	1	1
410	он становится	2	1
411	и другую	2	1
412	в предыдущем	1	1
413	начало а	1	1
414	в обе	1	1
415	со всех	1	1
416	которых он	2	1
417	и наконец	6	1
418	или с	2	1
419	он начинает	1	1
420	в определенных	1	1
421	выдает свою	1	1
422	для всего	1	1
423	это значит	3	1
424	относятся к	1	1
425	него самого	2	1
426	хотя и	3	1
427	его но	1	1
428	и из	2	1
429	имеет с	1	1
430	быть распространено	1	1
431	в литературе	2	1
432	ее в	3	1
433	а затем	1	1
434	находятся в	1	1
435	же правда	1	1
436	и одна	1	1
437	и через	2	1
438	видеть в	3	1
439	можно сказать	3	1
440	всего мы	1	1
441	только при	1	1
442	к выводу	1	1
443	не содержит	2	1
444	и современная	1	1
445	же не	2	1
446	его от	1	1
447	в результате	1	1
448	или иную	1	1
449	здесь в	1	1
450	они будут	1	1
451	не от	3	1
452	мы возьмем	1	1
453	смысле этого	1	1
454	противоречие с	1	1
455	бы что	2	1
456	с собой	7	1
457	мира он	1	1
458	в третьем	1	1
459	здесь входить	1	1
460	основана на	1	1
461	него нет	1	1
462	что между	4	1
463	требует чтобы	1	1
464	падает в	1	1
465	не путем	1	1
466	лежит в	2	1
467	между мотивом	1	1
468	мог стать	1	1
469	связанная с	1	1
470	есть еще	4	1
471	она становится	1	1
472	только он	2	1
473	не сможет	1	1
474	связь с	7	1
475	к настоящему	1	1
476	их не	3	1
477	него в	1	1
478	поэтому и	1	1
479	в зависимости	3	1
480	не вытекает	1	1
481	неотделим от	1	1
482	и даже	3	1
483	именно что	2	1
484	бы для	1	1
485	утверждение что	1	1
486	но он	4	1
487	отличаются от	1	1
488	до этого	1	1
489	в которой	2	1
490	или в	11	1
491	этого не	2	1
492	и с	4	1
493	от своего	2	1
494	с ней	4	1
495	и можно	1	1
496	эта задача	5	1
497	равно как	1	1
498	не получил	1	1
499	все дело	2	1
500	это положение	2	1
501	уходят в	2	1
502	показать что	1	1
503	трудная задача	3	1
504	небо и	5	1
505	мысль о	1	1
506	месте и	1	1
507	с целью	2	1
508	конечно уже	1	1
509	он будет	2	1
510	вложена в	1	1
511	имеем и	2	1
512	а то	1	1
513	на месте	1	1
514	и иначе	1	1
515	и требует	1	1
516	превращается в	10	1
517	здесь же	3	1
518	к такой	1	1
519	выражено в	2	1
520	если он	5	1
521	между прочим	3	1
522	тем же	1	1
523	характер и	1	1
524	из другого	2	1
525	в какой	1	1
526	общий и	1	1
527	народа по	1	1
528	как о	1	1
529	места где	1	1
530	один момент	1	1
531	как не	1	1
532	только через	3	1
533	помнить что	1	1
534	им и	1	1
535	я стал	1	1
536	их в	3	1
537	если и	1	1
538	и также	1	1
539	а именно	12	1
540	большинстве случаев	1	1
541	второй половине	1	1
542	при разных	1	1
543	и так	2	1
544	вместе с	17	1
545	и вопрос	1	1
546	не существенно	1	1
547	в этих	16	1
548	никто не	2	1
549	есть только	1	1
550	этим самым	3	1
551	положение этого	1	1
552	они не	4	1
553	приводит к	1	1
554	на все	1	1
555	предмета и	1	1
556	я есть	1	1
557	землю и	2	1
558	находится на	2	1
559	уже давно	1	1
560	отличается от	4	1
561	между собой	1	1
562	больше и	3	1
563	к единству	1	1
564	в иной	3	1
565	и историческая	1	1
566	между ними	1	1
567	зависимости от	4	1
568	при всех	1	1
569	не знала	1	1
570	иногда не	1	1
571	но уже	1	1
572	следовательно и	1	1
573	сделать ее	1	1
574	которая сама	1	1
575	этого поступка	1	1
576	на его	6	1
577	в известном	1	1
578	для героя	3	1
579	а только	1	1
580	направлен на	2	1
581	об этом	7	1
582	она и	3	1
583	в эту	3	1
584	может сделаться	1	1
585	она требует	1	1
586	было ни	1	1
587	к тому	4	1
588	в одной	3	1
589	его самого	2	1
590	сих пор	5	1
591	и всей	1	1
592	где оно	2	1
593	определяется не	1	1
594	этот процесс	1	1
595	к той	1	1
596	бы ни	1	1
597	смерти и	2	1
598	его еще	1	1
599	дана но	1	1
600	еще одной	1	1
601	с этим	3	1
602	но оно	3	1
603	не единственное	1	1
604	оживает и	1	1
605	что эти	4	1
606	даже там	2	1
607	должен был	2	1
608	во всяком	3	1
609	именно как	1	1
610	не сумел	1	1
611	мир с	1	1
612	мы можем	11	1
613	не существует	1	1
614	но с	2	1
615	если оно	1	1
616	чем эта	1	1
617	книге о	2	1
618	в действительности	2	1
619	и такие	3	1
620	лицом и	1	1
621	что ей	1	1
622	на задний	1	1
623	что мы	3	1
624	героя герой	3	1
625	значит что	3	1
626	он вступает	1	1
627	на один	1	1
628	она должна	1	1
629	которую мы	2	1
630	и землю	1	1
631	то этот	1	1
632	не имеют	3	1
633	и видит	1	1
634	противоречит то	1	1
635	него герой	1	1
636	он его	1	1
637	мы уже	10	1
638	вне поля	1	1
639	вообще невозможно	1	1
640	представление что	5	1
641	совпадает с	1	1
642	и разнообразие	1	1
643	другими словами	3	1
644	можно установить	1	1
645	действительности это	1	1
646	но при	2	1
647	все наше	1	1
648	всяком случае	3	1
649	эти слова	1	1
650	я ее	1	1
651	нет даже	1	1
652	его не	4	1
653	не знаю	3	1
654	ни один	1	1
655	выходит из	1	1
656	ему и	1	1
657	где все	1	1
658	мира на	1	1
659	ту же	3	1
660	но эти	3	1
661	не отличаются	1	1
662	но ему	1	1
663	здесь можем	1	1
664	у меня	1	1
665	и оно	2	1
666	из их	1	1
667	а через	1	1
668	в этот	1	1
669	мы должны	7	1
670	мы наблюдали	2	1
671	и уже	1	1
672	когда он	5	1
673	сознании и	1	1
674	чтобы я	1	1
675	только тогда	1	1
676	живет и	1	1
677	можно сделать	2	1
678	не могло	2	1
679	только на	2	1
680	должны быть	4	1
681	другим и	1	1
682	не с	2	1
683	все богатство	1	1
684	может служить	1	1
685	в противоречие	1	1
686	за собой	2	1
687	нет она	1	1
688	в различных	3	1
689	связь между	1	1
690	должны видеть	1	1
691	иной мир	5	1
692	он за	2	1
693	всего что	1	1
694	в форме	4	1
695	же самое	1	1
696	этого факта	1	1
697	главным образом	3	1
698	общее положение	1	1
699	и до	2	1
700	ту или	1	1
701	имеем здесь	1	1
702	тем она	1	1
703	по своей	1	1
704	он есть	1	1
705	первые три	1	1
706	этих случаях	18	1
707	в каких	2	1
708	это может	1	1
709	над ним	1	1
710	себе в	3	1
711	в большинстве	1	1
712	до того	1	1
713	а во	1	1
714	к отказу	1	1
715	связанных с	1	1
716	теперь к	1	1
717	другой и	2	1
718	не раз	1	1
719	когда мы	2	1
720	ты должен	1	1
721	ибо он	2	1
722	задний план	1	1
723	я в	1	1
724	в небытие	1	1
725	за этим	1	1
726	но мы	3	1
727	дано только	1	1
728	и небо	1	1
729	по всей	2	1
730	из сознания	1	1
731	это позволяет	1	1
732	и где	1	1
733	к ней	3	1
734	не для	1	1
735	но возможна	1	1
736	роковым для	1	1
737	и никогда	1	1
738	этой книги	1	1
739	своей жизни	1	1
740	если мы	1	1
741	и во	1	1
742	и каждый	1	1
743	и др	4	1
744	о каких	1	1
745	это приводит	1	1
746	о его	1	1
747	всех сторон	1	1
748	одной из	4	1
749	выражен в	1	1
750	такая же	1	1
751	находится в	2	1
752	согласиться с	2	1
753	как я	1	1
754	и от	5	1
755	относится к	2	1
756	что все	1	1
757	как все	1	1
758	в непосредственной	1	1
759	же в	1	1
760	тоже нельзя	1	1
761	что она	6	1
762	к пониманию	1	1
763	эти деревья	2	1
764	такой же	3	1
765	и о	2	1
766	до ее	1	1
767	не дана	1	1
768	одна из	7	1
769	что именно	2	1
770	на то	5	1
771	отказу от	1	1
772	не стоит	2	1
773	здесь и	3	1
774	от них	2	1
775	оно может	3	1
776	и по	7	1
777	всегда следует	1	1
778	людей его	1	1
779	но такой	1	1
780	зрения автора	1	1
781	она будет	2	1
782	это в	3	1
783	или не	1	1
784	которых как	1	1
785	месте в	1	1
786	вокруг меня	3	1
787	и имеют	1	1
788	вышел из	1	1
789	друг друга	2	1
790	не мог	1	1
791	как если	1	1
792	это ее	2	1
793	того же	3	1
794	не просто	3	1
795	нет не	1	1
796	не случайно	3	1
797	быть дано	1	1
798	быть случайной	1	1
799	в один	2	1
800	поэтому он	1	1
801	оторванное от	1	1
802	если это	2	1
803	ней все	1	1
804	не можем	3	1
805	имеет какую-то	1	1
806	подойти к	1	1
807	в чисто	1	1
808	жизнью и	1	1
809	как мы	6	1
810	тот в	1	1
811	формы и	2	1
812	прочим и	2	1
813	или другой	1	1
814	а эти	1	1
815	ее не	1	1
816	а я	2	1
817	могли быть	2	1
818	во второй	1	1
819	можно только	1	1
820	ли однако	1	1
