N	2gram	Propp_Isto	Problema
654	об этой	1	5
655	со всем	1	4
656	живое существо	2	4
657	на свою	2	4
658	к другим	1	4
659	мы получаем	1	4
660	меня в	4	4
661	на эту	1	4
662	но мы	5	4
663	так например	3	4
664	свой смысл	1	4
665	в брак	2	4
666	здесь конечно	1	4
667	но эти	4	4
668	вообще как	1	4
669	о них	1	4
670	и те	1	4
671	если иметь	1	4
672	к ним	2	4
673	на котором	3	4
674	она в	2	4
675	одно из	3	4
676	является и	4	4
677	пока только	2	4
678	мы это	1	4
679	смысл но	1	4
680	на какие	1	4
681	под влиянием	2	4
682	в русской	8	4
683	смысл и	1	4
684	тот момент	1	4
685	где же	1	4
686	должны были	3	4
687	что во	2	4
688	или о	1	4
689	и должны	1	4
690	этот миф	1	4
691	античности и	2	4
692	говорит и	1	4
693	что никакой	1	4
694	особого рода	1	4
695	с целью	2	4
696	совершенно правильно	1	4
697	можно назвать	1	4
698	и они	5	4
699	это время	2	4
700	не знали	1	4
701	нет в	2	4
702	бросается в	2	4
703	и пр	6	4
704	в свою	3	4
705	указывают на	2	4
706	той же	2	4
707	у них	2	4
708	входящих в	1	4
709	именно к	1	4
710	но на	1	4
711	на что	1	4
712	чтобы ее	1	4
713	и вы	1	4
714	на нее	3	4
715	и совсем	1	4
716	нас к	10	4
717	бы нам	1	4
718	на одном	2	4
719	отличие от	1	4
720	то обстоятельство	1	4
721	веры в	1	4
722	числе и	2	4
723	это можно	1	4
724	он с	1	4
725	от него	2	4
726	к этой	3	4
727	он всегда	2	4
728	по всему	1	4
729	во втором	1	4
730	остановиться на	1	4
731	дается в	1	4
732	равно как	1	4
733	за ним	4	4
734	например в	11	4
735	мы только	1	4
736	переходит в	1	4
737	мы увидим	6	4
738	но они	1	4
739	людей из	1	4
740	образа и	1	4
741	должен быть	2	4
742	наряду с	7	4
743	момент в	1	4
744	ее не	3	4
745	она и	2	4
746	для которой	1	4
747	прийти к	2	4
748	xix века	1	4
749	здесь уже	2	4
750	это мы	3	4
751	которое в	1	4
752	все наше	1	4
753	смысле и	1	4
754	и она	3	4
755	и вместе	3	4
756	могло бы	1	4
757	вопроса о	1	4
758	предполагает что	1	4
759	очень часто	4	4
760	других предметов	2	4
761	и др	6	4
762	с которым	3	4
763	для людей	1	4
764	а как	3	4
765	одном случае	2	4
766	к одной	1	4
767	в человеческом	2	4
768	от другого	1	4
769	этой точки	2	4
770	или его	1	4
771	предметы в	1	4
772	вместе со	1	4
773	эта картина	1	4
774	не потому	5	4
775	из него	3	4
776	только тем	2	4
777	им в	2	4
778	мог бы	2	4
779	эти категории	1	4
780	дает нам	2	4
781	только одного	1	4
782	ему в	3	4
783	в предыдущем	1	4
784	бы на	1	4
785	со своим	2	4
786	самые разнообразные	1	4
787	в ту	1	4
788	этом мы	2	4
789	перед собой	1	4
790	у древних	2	4
791	войти в	1	4
792	что эти	1	4
793	что от	3	4
794	какого-нибудь одного	1	4
795	таких случаях	2	4
796	на всю	1	4
797	и часто	1	4
798	еще на	1	4
799	на это	1	4
800	одного из	3	4
801	отождествляется с	1	4
802	только после	3	4
803	эти два	2	4
804	этот мотив	10	4
805	или точнее	1	4
806	они являются	1	3
807	он видит	4	3
808	представлений о	12	3
809	живые существа	1	3
810	в некотором	2	3
811	есть та	1	3
812	когда это	1	3
813	функций в	1	3
814	мир и	1	3
815	после его	1	3
816	а что	1	3
817	языка в	1	3
818	представляет собой	8	3
819	они должны	1	3
820	находится в	2	3
821	чего он	1	3
822	именно с	1	3
823	от них	2	3
824	но так	3	3
825	мотив не	1	3
826	но тем	1	3
827	мы видим	12	3
828	и мы	3	3
829	к их	1	3
830	что уже	1	3
831	это слово	1	3
832	совершенно ясно	6	3
833	чем в	1	3
834	как таковое	2	3
835	о смерти	7	3
836	если я	1	3
837	воды и	2	3
838	много и	1	3
839	или другое	3	3
840	относится и	1	3
841	вот в	1	3
842	них не	2	3
843	образом в	3	3
844	его к	3	3
845	для тех	1	3
846	но например	1	3
847	с неба	2	3
848	на нем	3	3
849	себе представить	1	3
850	из таких	3	3
851	и далее	1	3
852	что нет	1	3
853	а вернее	1	3
854	однако мы	1	3
855	на месте	1	3
856	связанные с	5	3
857	который не	1	3
858	так называемая	1	3
859	сравнению с	1	3
860	сейчас же	2	3
861	к той	1	3
862	который он	1	3
863	в очень	2	3
864	такую же	2	3
865	по сравнению	1	3
866	не сам	1	3
867	то все	1	3
868	речь идет	1	3
869	на основании	1	3
870	него с	1	3
871	знаем что	10	3
872	в отличие	1	3
873	есть миф	3	3
874	имеет и	1	3
875	как предмет	1	3
876	и соответствующие	1	3
877	в горах	2	3
878	но есть	4	3
879	не всякая	1	3
880	и борьбы	1	3
881	естественно что	1	3
882	где он	1	3
883	чем перейти	2	3
884	а все	1	3
885	основана на	2	3
886	борьбу с	2	3
887	она-то и	1	3
888	здесь имеется	1	3
889	пока не	1	3
890	а он	1	3
891	в одной	5	3
892	только он	1	3
893	этих двух	1	3
894	не обязательна	1	3
895	и других	5	3
896	в самых	1	3
897	но при	2	3
898	ни один	1	3
899	здесь совершенно	2	3
900	о похищении	1	3
901	и жизни	1	3
902	отличать от	1	3
903	не хотел	1	3
904	дело вовсе	1	3
905	место в	1	3
906	мифа в	1	3
907	происходит в	1	3
908	может и	1	3
909	и сами	1	3
910	что было	1	3
911	которая была	1	3
912	говорят что	1	3
913	это нужно	2	3
914	и свой	1	3
915	а во-вторых	1	3
916	из нее	2	3
917	и требует	3	3
918	там же	2	3
919	и смерть	2	3
920	остается только	1	3
921	или ее	1	3
922	как принцип	1	3
923	одно целое	1	3
924	вот почему	2	3
925	и другой	1	3
926	поэтому мы	1	3
927	с помощью	1	3
928	когда она	2	3
929	оно было	1	3
930	она тоже	1	3
931	говорит что	1	3
932	уже как	1	3
933	превращается в	10	3
934	предмета который	2	3
935	но этот	1	3
936	вернуться к	1	3
937	чтобы они	2	3
938	тех случаях	1	3
939	быть в	1	3
940	миф и	1	3
941	в голове	2	3
942	в европе	3	3
943	собой а	1	3
944	о ней	1	3
945	ее и	3	3
946	что вовсе	1	3
947	после того	4	3
948	и эту	1	3
949	указать на	1	3
950	время в	2	3
951	т е	27	3
952	не говорит	2	3
953	имеют никакого	1	3
954	выше мы	2	3
955	чтобы его	1	3
956	должен был	1	3
957	на этом	5	3
958	ли это	2	3
959	на другой	1	3
960	как человек	3	3
961	нет никаких	1	3
962	вывод который	1	3
963	всех других	1	3
964	воздействовать на	1	3
965	например не	1	3
966	нем и	3	3
967	друг другу	1	3
968	рассматривается как	1	3
969	для которых	1	3
970	речи о	1	3
971	многие другие	1	3
972	и действительно	6	3
973	его с	3	3
974	должна быть	3	3
975	из того	1	3
976	борьбы с	3	3
977	этого мифа	2	3
978	понимать не	1	3
979	в процессе	1	3
980	относятся к	1	3
981	с ними	4	3
982	древних греков	1	3
983	здесь будет	1	3
984	со стороны	6	3
985	язык и	2	3
986	значением и	1	3
987	он хочет	1	3
988	в человека	1	3
989	заметить что	1	3
990	еще очень	1	3
991	собой но	1	3
992	не за	1	3
993	в образе	16	3
994	он может	4	3
995	просто на	2	3
996	увидим ниже	4	3
997	формы и	3	3
998	говорилось выше	1	3
999	связан с	7	3
1000	в более	6	3
1001	о существовании	1	3
1002	многих других	1	3
1003	всего мира	2	3
1004	от которого	2	3
1005	этих предметов	2	3
1006	как она	1	3
1007	случаях когда	2	3
1008	не стал	1	3
1009	одного предмета	1	3
1010	это так	2	3
1011	то чего	2	3
1012	может считаться	1	3
1013	уже видели	2	3
1014	думать что	2	3
1015	остается на	1	3
1016	она действительно	1	3
1017	как для	1	3
1018	будем здесь	2	2
1019	и имеет	1	2
1020	формы в	1	2
1021	работ по	1	2
1022	под руководством	1	2
1023	в большей	1	2
1024	чтобы она	2	2
1025	или для	1	2
1026	из двух	2	2
1027	людей а	1	2
1028	года в	1	2
1029	к каким	2	2
1030	имеется много	1	2
1031	уже нет	3	2
1032	более высокую	1	2
1033	дом и	1	2
1034	мысли о	1	2
1035	по тому	1	2
1036	не имели	3	2
1037	для выражения	1	2
1038	о сотворении	2	2
1039	редких случаях	1	2
1040	которые находятся	1	2
1041	тех кто	1	2
1042	как отражение	2	2
1043	в два	1	2
1044	за собой	5	2
1045	свою очередь	1	2
1046	то его	2	2
1047	и начинает	3	2
1048	друг на	1	2
1049	и начал	2	2
1050	обратим внимание	2	2
1051	еще нет	2	2
1052	нас на	1	2
1053	ее как	1	2
1054	он служит	1	2
1055	имеется у	3	2
1056	тебя за	1	2
1057	понятие о	1	2
1058	о связи	1	2
1059	чем это	1	2
1060	на дне	2	2
1061	д все	2	2
1062	все его	2	2
1063	о двух	2	2
1064	ниже мы	1	2
1065	землю и	2	2
1066	близка к	2	2
1067	не хватает	2	2
1068	для иллюстрации	1	2
1069	это указывает	1	2
1070	и некоторые	1	2
1071	и говорит	1	2
1072	все того	1	2
1073	имеются в	2	2
1074	с изображением	2	2
1075	и надо	1	2
1076	имеет очень	1	2
1077	иначе чем	1	2
1078	в греции	6	2
1079	же все	1	2
1080	он дал	1	2
1081	не означает	1	2
1082	бы она	1	2
1083	если кто-нибудь	2	2
1084	чтобы он	3	2
1085	какой другой	1	2
1086	уже к	1	2
1087	здесь на	1	2
1088	этого факта	1	2
1089	без этих	1	2
1090	работы на	1	2
1091	море и	2	2
1092	значение мы	1	2
1093	орел и	1	2
1094	что есть	2	2
1095	когда они	3	2
1096	который так	1	2
1097	получает свою	1	2
1098	без этой	1	2
1099	они были	2	2
1100	бы ни	1	2
1101	же необходимо	1	2
1102	есть ли	2	2
1103	не случайно	1	2
1104	этого героя	1	2
1105	мы до	2	2
1106	другой более	1	2
1107	бы они	1	2
1108	когда уже	2	2
1109	он уже	1	2
1110	и конечно	1	2
1111	с тремя	1	2
1112	уже содержит	1	2
1113	героя в	11	2
1114	должны быть	2	2
1115	большую роль	1	2
1116	думает что	1	2
1117	здесь он	2	2
1118	он на	2	2
1119	высокую ступень	1	2
1120	него тоже	1	2
1121	ниже в	1	2
1122	о природе	3	2
1123	одновременно с	2	2
1124	по отношению	2	2
1125	имеет много	1	2
1126	еще с	1	2
1127	обращается к	2	2
1128	к которым	4	2
1129	представляли себе	2	2
1130	душу а	2	2
1131	есть на	2	2
1132	становится ясным	1	2
1133	мы имели	1	2
1134	сильна что	1	2
1135	то здесь	4	2
1136	произведениях как	1	2
1137	который может	1	2
1138	в роли	4	2
1139	и и	1	2
1140	на основе	1	2
1141	у меня	1	2
1142	из которой	1	2
1143	на плечи	1	2
1144	и обыкновенное	1	2
1145	вслед за	1	2
1146	при анализе	2	2
1147	не представляет	2	2
1148	широком смысле	1	2
1149	и там	3	2
1150	тоже нет	1	2
1151	и раньше	2	2
1152	ли можно	1	2
1153	исключительно в	1	2
1154	из бочки	1	2
1155	своего рода	1	2
1156	в свое	2	2
1157	стоит на	3	2
1158	и многие	1	2
1159	со мной	1	2
1160	мог быть	1	2
1161	основе своей	1	2
1162	ее на	2	2
1163	зависит от	4	2
1164	единства и	1	2
1165	силу и	2	2
1166	предметов как	1	2
1167	на которой	4	2
1168	слова а	1	2
1169	и смысл	1	2
1170	понимает что	1	2
1171	было до	1	2
1172	и этих	1	2
1173	он состоит	2	2
1174	нет у	1	2
1175	и могут	1	2
1176	и я	1	2
1177	сожалению однако	1	2
1178	что животные	1	2
1179	эта связь	5	2
1180	говорит об	2	2
1181	и таким	2	2
1182	на них	2	2
1183	и воды	1	2
1184	и эти	1	2
1185	такие же	1	2
1186	случае если	1	2
1187	что такого	1	2
1188	во избежание	1	2
1189	на ступени	3	2
1190	здесь можно	5	2
1191	доказать что	1	2
1192	от боли	1	2
1193	же что	2	2
1194	мы пока	2	2
1195	ним как	1	2
1196	д в	1	2
1197	человека с	2	2
1198	происходит от	1	2
1199	очень важны	1	2
1200	рассматривать как	1	2
1201	во многом	1	2
1202	в другую	2	2
1203	дерева и	1	2
1204	дерева у	1	2
1205	а часто	1	2
1206	никому не	1	2
1207	такой же	3	2
1208	видели что	2	2
1209	эти предметы	1	2
1210	право на	2	2
1211	принципы и	1	2
1212	их на	3	2
1213	хотя он	1	2
1214	нам как	1	2
1215	со своими	3	2
1216	доказывает что	1	2
1217	здесь еще	5	2
1218	вообще на	1	2
1219	нет здесь	2	2
1220	друг в	1	2
1221	ней не	1	2
1222	в момент	1	2
1223	можно и	1	2
1224	случае мы	2	2
1225	его за	2	2
1226	этот момент	2	2
1227	и мифа	1	2
1228	что человек	1	2
1229	что перед	1	2
1230	как таковых	1	2
1231	приходит к	3	2
1232	в средневековой	1	2
1233	вопрос этот	3	2
1234	его по	2	2
1235	что по	1	2
1236	роль в	3	2
1237	поставить вопрос	2	2
1238	и стал	2	2
1239	на все	2	2
1240	известно что	3	2
1241	и сейчас	3	2
1242	из других	2	2
1243	силы и	2	2
1244	но кто	1	2
1245	имеет в	1	2
1246	часто в	2	2
1247	но то	2	2
1248	по волнам	1	2
1249	против зевса	1	2
1250	ясно из	1	2
1251	даже с	1	2
1252	уже более	1	2
1253	из рассмотренных	1	2
1254	не бог	1	2
1255	же она	2	2
1256	от себя	2	2
1257	нем не	1	2
1258	они могут	1	2
1259	исключительно только	1	2
1260	на почве	1	2
1261	человеческим голосом	1	2
1262	есть этот	1	2
1263	конечно есть	1	2
1264	эти мифы	1	2
1265	в состоянии	1	2
1266	не теряет	1	2
1267	а и	1	2
1268	но такой	1	2
1269	имеется и	3	2
1270	здесь кроется	1	2
1271	по образцу	1	2
1272	они в	1	2
1273	два раза	1	2
1274	и никакой	1	2
1275	сколько бы	1	2
1276	наше внимание	1	2
1277	отметить то	1	2
1278	другое то	1	2
1279	ли мы	1	2
1280	что за	2	2
1281	при изучении	2	2
1282	этого дерева	2	2
1283	в изображении	1	2
1284	также в	2	2
1285	человек в	2	2
1286	тысяч лет	1	2
1287	и жизнь	1	2
1288	каждая такая	1	2
1289	остается в	1	2
1290	сказали что	1	2
1291	в мифологии	1	2
1292	не дает	2	2
1293	ту же	2	2
1294	или же	6	2
1295	все те	1	2
1296	очень мало	1	2
1297	в которое	1	2
1298	с большой	3	2
1299	не говорится	2	2
1300	сам в	2	2
1301	здесь также	2	2
1302	представление об	5	2
1303	момент который	1	2
1304	в один	1	2
1305	дает ему	6	2
1306	можно проследить	4	2
1307	представляет себе	1	2
1308	в состав	1	2
1309	они и	1	2
1310	как с	1	2
1311	а по	3	2
1312	случае уже	1	2
1313	утверждает что	1	2
1314	песни и	2	2
1315	нас от	1	2
1316	к самым	1	2
1317	вообще с	1	2
1318	между которыми	1	2
1319	например и	1	2
1320	здесь может	1	2
1321	говорили о	1	2
