N	2gram	Savitsky_E	Dialekti
128	с ее	1	13
129	но в	14	13
130	мы находим	1	13
131	в ней	4	13
132	именно в	4	12
133	с этим	2	12
134	вопрос о	4	12
135	но как	2	12
136	но не	5	12
137	даже не	1	12
138	могут быть	2	12
139	не могут	2	12
140	и если	2	12
141	и тут	2	12
142	все эти	1	12
143	тем более	4	12
144	а в	2	12
145	что если	2	11
146	в них	3	11
147	в данном	3	11
148	быть в	1	11
149	не о	1	11
150	и тем	3	11
151	должны быть	1	11
152	из них	3	11
153	тех или	1	11
154	не значит	1	11
155	есть ли	2	11
156	та же	1	11
157	себе не	3	11
158	от того	1	11
159	или в	2	11
160	есть в	2	11
161	мы должны	2	11
162	во всем	1	10
163	с этой	6	10
164	одно из	1	10
165	в результате	3	10
166	в жизни	1	10
167	к тому	8	10
168	во всяком	3	10
169	для того	6	10
170	можно ли	3	10
171	на себе	1	10
172	мы видим	2	10
173	то или	1	10
174	в ее	8	10
175	от этого	5	10
176	и для	3	10
177	или иное	1	10
178	что для	1	10
179	чтобы не	1	10
180	за пределы	1	10
181	оно не	1	10
182	то и	1	10
183	если мы	1	10
184	в его	2	10
185	в их	11	10
186	в частности	5	10
187	и можно	2	10
188	как мы	5	10
189	бытия и	1	10
190	как будто	2	10
191	или по	2	9
192	при этом	1	9
193	тому что	1	9
194	не как	1	9
195	быть может	1	9
196	в этих	2	9
197	и на	6	9
198	в котором	2	9
199	в одном	2	9
200	и когда	1	9
201	точка зрения	2	9
202	мы можем	3	9
203	же как	5	9
204	бы в	2	9
205	на этом	1	9
206	и по	5	9
207	утверждать что	2	9
208	с ними	1	9
209	то время	1	9
210	и более	2	9
211	той же	1	9
212	всех этих	1	9
213	и от	3	9
214	или иной	4	9
215	а если	1	9
216	имеется в	1	9
217	в истории	2	9
218	та или	1	9
219	даже в	4	8
220	в разных	1	8
221	в отношении	32	8
222	но все	1	8
223	при условии	2	8
224	уже о	1	8
225	уже и	3	8
226	то как	1	8
227	всегда и	1	8
228	так то	1	8
229	с одной	8	8
230	это мы	1	8
231	или иная	1	8
232	не будет	3	8
233	что эта	1	8
234	этом смысле	3	8
235	в этой	2	8
236	или иначе	1	8
237	в одной	1	8
238	один из	1	8
239	не на	4	8
240	как не	2	8
241	когда мы	1	8
242	при помощи	2	8
243	в сфере	3	8
244	одна и	2	8
245	у нас	1	8
246	бы и	3	8
247	как нечто	1	8
248	только и	1	8
249	того или	4	8
250	бы только	1	8
251	все что	1	7
252	говоря уже	2	7
253	е не	1	7
254	тем что	3	7
255	мы получаем	1	7
256	мира и	3	7
257	как на	3	7
258	он сам	2	7
259	от себя	1	7
260	связи с	1	7
261	во внимание	1	7
262	в связи	1	7
263	в мире	2	7
264	то ни	4	7
265	истории и	1	7
266	заключается в	2	7
267	как в	3	7
268	со стороны	5	7
269	только одно	2	7
270	с его	1	7
271	будет ли	2	7
272	и где	1	7
273	понимать как	1	7
274	эти две	1	7
275	думать что	8	7
276	не говоря	2	7
277	и их	1	7
278	тем самым	5	7
279	эти два	1	7
280	религии и	1	6
281	то не	2	6
282	более или	1	6
283	уже в	1	6
284	одной стороны	8	6
285	но они	1	6
286	одна из	1	6
287	во всех	6	6
288	она и	1	6
289	она в	3	6
290	по своей	2	6
291	себя как	1	6
292	можно было	3	6
293	друг другу	1	6
294	с полной	1	6
295	с тем	3	6
296	что нет	1	6
297	вместе с	2	6
298	может не	1	6
299	о котором	1	6
300	того чтобы	6	6
301	не быть	1	6
302	на основании	2	6
303	мог бы	2	6
304	каком смысле	1	6
305	всяком случае	3	6
306	е прежде	1	6
307	для него	1	6
308	ее в	3	6
309	то мы	1	6
310	с их	1	6
311	но с	2	6
312	вообще не	3	6
313	по своему	7	6
314	или менее	1	6
315	бы ни	3	6
316	стороны и	6	6
317	этой точки	5	6
318	и прежде	3	6
319	для этого	1	6
320	в той	5	5
321	в сферу	2	5
322	в своих	2	5
323	именно о	1	5
324	или на	1	5
325	например в	1	5
326	что по	1	5
327	речь идет	1	5
328	но даже	4	5
329	не обязательно	1	5
330	и еще	2	5
331	можем сказать	2	5
332	гораздо более	1	5
333	нельзя сказать	1	5
334	в качестве	14	5
335	тому же	1	5
336	и другое	1	5
337	что его	1	5
338	на другую	1	5
339	ли это	3	5
340	но так	1	5
341	независимо от	4	5
342	одного и	1	5
343	от нее	1	5
344	если в	2	5
345	тут есть	1	5
346	из того	2	5
347	том смысле	1	5
348	сравнению с	2	5
349	это может	1	5
350	не является	3	5
351	в течение	5	5
352	по сравнению	2	5
353	для нее	1	5
354	отношении к	15	5
355	и во	2	5
356	реальность и	1	5
357	зависит от	1	5
358	что с	1	5
359	с той	1	5
360	весь мир	1	5
361	в области	11	5
362	только к	2	5
363	когда он	3	5
364	к ней	4	5
365	и наконец	2	5
366	что на	2	5
367	вплоть до	1	5
368	еще более	2	4
369	нас в	1	4
370	далее в	1	4
371	исторического процесса	1	4
372	как они	1	4
373	и наука	1	4
374	из всего	1	4
375	представление о	2	4
376	много раз	1	4
377	его на	2	4
378	относиться к	1	4
379	говорить не	1	4
380	поэтому если	1	4
381	в этот	1	4
382	плоти и	1	4
383	к ним	3	4
384	и науки	1	4
385	что даже	1	4
386	представить себе	1	4
387	бы то	4	4
388	в состоянии	1	4
389	мы знаем	1	4
390	время не	1	4
391	но совершенно	1	4
392	на себя	3	4
393	не нужно	2	4
394	если не	1	4
395	или же	1	4
396	главным образом	2	4
397	мы будем	1	4
398	как с	1	4
399	был бы	1	4
400	можно назвать	1	4
401	поэзии и	1	4
402	который не	1	4
403	и явление	1	4
404	для всякого	1	4
405	потому и	1	4
406	заметить что	2	4
407	только одна	1	4
408	но именно	2	4
409	смысле что	1	4
410	мир в	1	4
411	данном случае	2	4
412	в предыдущем	4	4
413	этом отношении	3	4
414	в общем	3	4
415	и эта	2	4
416	в глубине	1	4
417	помнить что	2	4
418	к жизни	1	4
419	на них	2	4
420	что эти	2	4
421	но его	1	4
422	эти последние	2	4
423	и всякая	1	4
424	в каких	1	4
425	же в	2	4
426	такой же	2	4
427	ведь и	2	4
428	из себя	1	4
429	не можем	2	4
430	на ту	1	4
431	находим в	1	3
432	душе и	1	3
433	для всех	1	3
434	очевидно что	3	3
435	к этой	1	3
436	тех кто	1	3
437	в некоторых	2	3
438	нас к	2	3
439	именно и	1	3
440	если и	1	3
441	считать что	1	3
442	в корне	1	3
443	ни было	4	3
444	больше чем	1	3
445	света и	1	3
446	если так	1	3
447	всего этого	1	3
448	возможна ли	1	3
449	во всей	2	3
450	это что	1	3
451	исходит из	1	3
452	раз на	1	3
453	и неизвестно	1	3
454	всего в	2	3
455	или наоборот	1	3
456	к природе	2	3
457	указать на	1	3
458	такая же	1	3
459	с другими	2	3
460	есть такая	1	3
461	то она	1	3
462	всякой иной	1	3
463	на земле	1	3
464	о которых	1	3
465	что как	1	3
466	и необходимость	1	3
467	не дает	3	3
468	между тем	8	3
469	не более	3	3
470	являющаяся в	1	3
471	как известно	1	3
472	культуры и	2	3
473	или иного	4	3
474	и чем	2	3
475	мире как	1	3
476	значит ли	1	3
477	мире и	1	3
478	и этот	2	3
479	и сейчас	2	3
480	для себя	1	3
481	и философии	1	3
482	стороны в	2	3
483	чем больше	2	3
484	нельзя ли	3	3
485	нельзя ни	1	3
486	особого рода	1	3
487	и будет	1	3
488	оно всегда	1	3
489	в которых	3	3
490	если брать	2	3
491	которую не	1	3
492	тех же	1	3
493	как одно	1	3
494	почти все	1	3
495	или иных	1	3
496	вслед за	6	3
497	мы хотим	1	3
498	целый ряд	2	3
499	реальности в	1	3
500	входить в	1	3
501	научное и	1	3
502	по преимуществу	2	3
503	одной из	5	3
504	в сознании	1	3
505	тот же	1	3
506	одних и	1	3
507	в свое	1	3
508	но на	3	3
509	тому чтобы	2	3
510	для нас	4	3
511	место в	3	3
512	различия между	1	3
513	однако не	1	3
514	же будет	1	3
515	в какой	2	3
516	не дают	2	3
517	при таком	1	3
518	силу этого	1	3
519	ко всему	2	3
520	отличие от	1	3
521	или иную	3	3
522	ту или	3	3
523	в свою	3	3
524	далеко не	2	3
525	как то	1	3
526	идет о	3	3
527	лишь в	1	3
528	можно судить	1	3
529	это можно	1	3
530	мы отнюдь	1	3
531	мира есть	1	3
532	же может	1	3
533	или точнее	2	3
534	происходит в	2	3
535	не к	2	3
536	меньше чем	2	3
537	они являются	1	2
538	или хотя	2	2
539	к другу	1	2
540	человеческой жизни	1	2
541	их из	2	2
542	в последнее	1	2
543	которые не	1	2
544	которая в	1	2
545	в общий	1	2
546	мы все	1	2
547	и имеет	2	2
548	не входя	1	2
549	эта идея	1	2
550	следует что	1	2
551	но тем	1	2
552	по общему	3	2
553	те же	1	2
554	времени можно	1	2
555	ко всем	1	2
556	это должно	1	2
557	и сам	1	2
558	мысль о	1	2
559	в некотором	4	2
560	она является	1	2
561	друг к	1	2
562	имеет место	2	2
563	всегда в	1	2
564	такая связь	1	2
565	в порядке	2	2
566	внимание что	1	2
567	как более	1	2
568	может дать	1	2
569	когда в	1	2
570	поскольку он	2	2
571	более как	1	2
572	всем его	1	2
573	связано с	3	2
574	и отчасти	2	2
575	ответить на	1	2
576	во все	3	2
577	которые мы	1	2
578	нужно понимать	1	2
579	мы увидим	1	2
580	говорит об	1	2
581	во многих	4	2
582	времени в	1	2
583	из их	1	2
584	также на	1	2
585	как оно	2	2
586	себе в	3	2
587	свою очередь	2	2
588	любви к	1	2
589	будучи в	1	2
590	на одну	2	2
591	наряду с	2	2
592	они должны	1	2
593	в нашем	1	2
594	к которому	1	2
595	для понимания	2	2
596	именно с	1	2
597	самые основные	1	2
598	от них	3	2
599	она может	1	2
600	друг с	3	2
601	не конец	1	2
602	своего развития	1	2
603	ближе к	1	2
604	представим себе	1	2
605	ее и	1	2
606	по природе	1	2
607	вполне понятно	1	2
608	но еще	2	2
609	поскольку речь	2	2
610	котором мы	1	2
611	чем в	4	2
612	существует только	1	2
613	и других	2	2
614	суть в	1	2
615	в полной	4	2
616	на этот	2	2
617	ее от	2	2
618	которое в	2	2
619	как его	1	2
620	между ними	2	2
621	его жизни	1	2
622	в сторону	2	2
623	достаточно чтобы	1	2
624	в других	2	2
625	а для	1	2
626	творчества и	1	2
627	бы она	1	2
628	в лучшем	1	2
629	к любой	1	2
630	ни была	1	2
631	в тех	1	2
632	мы но	1	2
633	перед лицом	1	2
634	этот вопрос	2	2
635	как некая	1	2
636	с ней	1	2
637	это вопрос	1	2
638	нем и	1	2
639	вопрос в	1	2
640	бороться с	2	2
641	существует в	1	2
642	своего существования	1	2
643	ибо в	1	2
644	с живыми	1	2
645	призыв к	1	2
646	его можно	1	2
647	вне ее	1	2
648	и сами	1	2
649	если будет	1	2
650	в оценке	1	2
651	к сожалению	1	2
652	во втором	2	2
653	то есть	6	2
654	также что	1	2
655	с такой	1	2
656	но также	2	2
657	и далее	1	2
658	будет существовать	1	2
659	не уходит	2	2
660	связанное с	1	2
661	он на	1	2
662	в другой	2	2
663	к выводу	1	2
664	не зависящего	1	2
665	или к	1	2
666	находятся в	1	2
667	имеет значение	1	2
668	его собственная	2	2
669	в точном	1	2
670	на месте	2	2
671	в процессе	4	2
672	живых существ	1	2
673	видим как	2	2
674	жизни в	3	2
675	становится ясным	1	2
676	ли он	1	2
677	эта последняя	1	2
678	возникает вопрос	1	2
679	на своем	3	2
680	он мог	1	2
681	в любой	1	2
682	было у	1	2
683	входя в	1	2
684	связана с	1	2
685	относится к	1	2
686	и поэтому	2	2
687	которое не	1	2
688	внимание на	1	2
689	слова и	1	2
690	общение с	1	2
691	совершенно достаточно	1	2
692	и теперь	2	2
693	есть часть	1	2
694	и до	1	2
695	и земли	1	2
696	друг от	2	2
697	определенного рода	1	2
698	в обоих	1	2
699	только это	1	2
700	свое существование	1	2
701	но от	1	2
702	в аспекте	1	2
703	мира не	2	2
704	и искусства	1	2
705	жизни но	1	2
706	об их	1	2
707	дает нам	1	2
708	что обе	1	2
709	ставится вопрос	1	2
710	но когда	1	2
711	считает что	1	2
712	себе ничего	1	2
713	на такой	1	2
714	из указанных	1	2
715	бы на	1	2
716	в определенном	3	2
717	мы совершенно	1	2
718	в полном	1	2
719	имеет значения	1	2
720	некоторые из	1	2
721	качестве примера	1	2
722	с которым	1	2
723	осуществляется в	1	2
724	от друга	2	2
725	все ее	1	2
726	о характере	1	2
727	дело в	3	2
728	в силах	1	2
729	с теми	1	2
730	цель и	1	2
731	но нельзя	1	2
732	такой вопрос	1	2
733	последнее время	1	2
734	в такой	1	2
735	в новом	1	2
736	по самой	1	2
737	на его	1	2
738	с другом	3	2
739	в каждой	1	2
740	бы совершенно	2	2
741	это так	3	2
742	можно утверждать	2	2
743	конечно это	1	2
744	там где	3	2
745	выше и	1	2
746	мы же	1	2
747	лучшем случае	1	2
748	можно представить	1	2
749	еще в	1	2
750	если взять	1	2
751	всем ее	1	2
752	мы сказали	1	2
753	во многом	2	2
754	одного из	1	2
755	в человечестве	1	2
756	для такого	1	2
757	о реальном	1	2
758	которые в	1	2
759	так но	1	2
760	их можно	1	2
761	все еще	1	2
762	является ли	3	2
763	веры это	1	2
764	в чисто	1	2
765	мира в	4	2
766	неизвестно в	1	1
767	ничего иного	1	1
768	и другие	1	1
769	видели в	1	1
770	признаков что	1	1
771	мира к	1	1
772	воздействием на	1	1
773	в применении	3	1
774	рассматривать с	1	1
775	логическую и	1	1
776	внутри же	1	1
777	и лучше	1	1
778	действуют в	1	1
779	которые по	1	1
780	что истинное	1	1
781	мира только	1	1
782	здесь говорить	1	1
783	достигает предела	1	1
784	россии в	4	1
785	мы свели	1	1
786	мыслится как	1	1
787	чтобы в	1	1
788	роль но	1	1
789	на свой	1	1
790	законы и	1	1
791	тела если	1	1
792	вес то	1	1
793	и внутри	1	1
794	нельзя ограничиться	1	1
795	наиболее распространенное	1	1
796	другую сторону	1	1
797	между прочим	7	1
798	конец но	1	1
799	и творчества	2	1
800	правда в	1	1
801	находит себе	1	1
802	черное и	1	1
803	для каких	2	1
804	только ее	1	1
805	большей или	1	1
806	если этот	2	1
807	существенного в	1	1
808	к культуре	1	1
809	этих случаях	1	1
810	быть проведено	1	1
811	казалось бы	1	1
812	высшее и	3	1
813	большей части	2	1
814	они вполне	1	1
815	бы по	1	1
816	власти этого	1	1
817	смысле она	1	1
818	можно считать	3	1
819	или вернее	2	1
820	применении к	3	1
821	выход к	2	1
822	не увлекает	1	1
823	силы и	1	1
824	известных условиях	1	1
825	действительности как	1	1
826	доказать что	1	1
827	направленные к	1	1
828	входит в	1	1
829	имеет в	2	1
830	и неизбежно	1	1
831	совершенно очевидно	2	1
832	европа и	8	1
833	и призыв	1	1
834	невозможно не	1	1
835	пребывают в	1	1
836	таковой не	1	1
837	что люди	1	1
838	приходит к	1	1
839	ценности и	1	1
840	есть некоторая	1	1
841	своем значении	1	1
842	но этот	1	1
843	и научное	1	1
844	оно остается	1	1
845	в прошлом	3	1
846	но скорее	1	1
847	как некую	1	1
848	него не	1	1
849	и культуры	1	1
850	простое и	1	1
851	ли такое	2	1
852	в европе	1	1
853	большей степени	1	1
854	от существования	1	1
855	однако же	1	1
856	эту же	1	1
857	но сама	1	1
858	оказались бы	1	1
859	с разных	1	1
860	свое собственное	1	1
861	но поскольку	2	1
862	за несколько	1	1
863	последнем случае	1	1
864	и всецело	2	1
865	понимать что	1	1
866	оставаться в	1	1
867	если даже	1	1
868	не выходит	1	1
869	в принципе	1	1
870	мы принуждены	1	1
871	этих областей	5	1
872	вопрос не	2	1
873	и всей	1	1
874	на язык	2	1
875	в психологии	3	1
876	и процесс	1	1
877	время в	3	1
878	и иного	1	1
879	конечно то	1	1
880	каких же	1	1
881	указанных выше	1	1
882	лежали в	1	1
883	время придется	1	1
884	же все	1	1
885	глаза на	1	1
886	и наивность	1	1
887	к еще	1	1
888	многих отношениях	1	1
889	что между	1	1
890	понимать буквально	1	1
891	в будущем	3	1
892	находятся и	1	1
893	борьбы с	1	1
894	ставим вопрос	2	1
895	что за	1	1
896	только бы	1	1
897	и всего	1	1
898	нужно думать	2	1
899	этого можно	1	1
900	сказать чтобы	1	1
901	чтобы на	1	1
902	лишь на	1	1
903	имеет никаких	1	1
904	всем своем	1	1
905	одном из	2	1
906	к мировому	5	1
907	выше мы	1	1
908	же касается	1	1
909	на научную	1	1
910	в эту	2	1
911	этого же	1	1
912	истории культуры	1	1
913	науки с	1	1
914	воды и	1	1
915	могли бы	1	1
916	связь с	1	1
917	мире т	1	1
918	того в	1	1
919	не переходит	1	1
920	не сводится	1	1
921	только путем	1	1
922	некотором смысле	3	1
923	что само	1	1
924	ли не	1	1
925	иногда на	1	1
926	играет роль	1	1
927	тех и	1	1
928	все остальные	1	1
929	как осуществление	1	1
930	ту же	1	1
931	собою образ	1	1
932	было только	1	1
933	кажется что	2	1
934	в развитии	2	1
935	два факта	1	1
936	бы они	1	1
937	находим у	1	1
938	от которых	1	1
939	еще примеров	1	1
940	две области	1	1
941	вспомним что	1	1
942	того же	3	1
943	литературы и	1	1
944	в самой	1	1
945	вопрос можно	1	1
946	значение и	1	1
947	в знании	1	1
948	или меньшей	1	1
949	толковать как	1	1
950	это потому	1	1
951	и целые	1	1
952	себе поэтому	1	1
953	сфера в	1	1
954	их к	1	1
955	качестве одного	1	1
956	сам в	1	1
957	которое оно	1	1
958	точнее и	1	1
959	те кто	1	1
960	его к	1	1
961	и насколько	1	1
962	речи о	1	1
963	которого мы	2	1
964	в культуре	3	1
965	которых нет	1	1
966	время совершенно	1	1
967	мы видели	3	1
968	поскольку не	1	1
969	мир своему	1	1
970	положения и	1	1
971	никак нельзя	1	1
972	самое бытие	1	1
973	в состав	1	1
974	являются светочами	1	1
975	приближается к	3	1
976	самих себя	1	1
977	данной сферы	1	1
978	в последнем	1	1
979	только те	2	1
980	для структуры	1	1
981	в вопросах	1	1
982	мы приходим	1	1
983	к тем	1	1
984	влечение к	1	1
985	протекать в	1	1
986	в случаях	1	1
987	переходит в	1	1
988	и видим	1	1
989	с и	10	1
990	отношении с	1	1
991	во власти	2	1
992	европа в	1	1
993	значение только	2	1
994	пребывает в	1	1
995	доказано что	1	1
996	и различие	1	1
997	истории в	1	1
998	видели что	1	1
999	ибо то	1	1
1000	для них	2	1
1001	его ни	1	1
1002	перед ними	1	1
1003	и тот	1	1
1004	планете и	1	1
1005	на минуту	1	1
1006	могут стать	2	1
1007	последняя формула	1	1
1008	с таким	1	1
1009	одновременно с	1	1
1010	с г	1	1
1011	даже более	1	1
1012	этого содержания	1	1
1013	такое явление	1	1
1014	посмотреть какие	1	1
1015	возможности и	1	1
1016	принимая во	1	1
1017	которые при	1	1
1018	до боли	1	1
1019	фактора и	1	1
1020	более близкие	1	1
1021	в известном	3	1
1022	на берегу	1	1
1023	и тысячи	1	1
1024	можно производить	2	1
1025	наука в	1	1
1026	близости к	1	1
1027	быть уверенным	1	1
1028	человеческого рода	2	1
1029	на самих	1	1
1030	поскольку это	1	1
1031	но начало	1	1
1032	чем то	1	1
1033	на основе	2	1
1034	уверенным что	1	1
1035	в новой	1	1
1036	каждой из	1	1
1037	быть установлена	1	1
1038	народов и	3	1
1039	этом несмотря	1	1
1040	в которую	1	1
1041	от других	1	1
1042	и наиболее	2	1
1043	на примере	1	1
1044	всего мира	1	1
1045	рано или	2	1
1046	в совершенно	1	1
1047	тогда как	1	1
1048	будет уже	1	1
1049	море и	2	1
1050	бытия это	1	1
1051	в отличие	1	1
1052	особенно интересно	1	1
1053	он в	1	1
1054	протеста против	1	1
1055	к двум	1	1
1056	начиная с	2	1
1057	мира но	2	1
1058	как тот	1	1
1059	самой природе	1	1
1060	своя собственная	1	1
1061	можно конечно	1	1
1062	том же	1	1
1063	есть некоторый	1	1
1064	ограничиться в	1	1
1065	в свой	1	1
1066	момент во	1	1
1067	или поздно	2	1
1068	настоящего и	1	1
1069	сложнее чем	1	1
1070	не из	3	1
1071	исключительно в	2	1
1072	обратиться к	1	1
1073	определенных естественных	1	1
1074	как кажется	1	1
1075	его мысль	1	1
1076	ли эти	1	1
1077	созидания и	1	1
1078	знание в	1	1
1079	значение в	1	1
1080	пока что	1	1
1081	гораздо сложнее	1	1
1082	на вопрос	1	1
1083	только сама	1	1
1084	которое мы	1	1
1085	в угоду	1	1
1086	тем в	3	1
1087	в указанном	1	1
1088	есть непосредственная	1	1
1089	что может	1	1
1090	как некоторый	1	1
1091	оно будет	1	1
1092	с максимально	1	1
1093	и науке	1	1
1094	для всего	1	1
1095	определенный момент	1	1
1096	которое именуется	1	1
1097	выше не	1	1
1098	признавать что	1	1
1099	обязательно чтобы	1	1
1100	в ином	1	1
1101	она никогда	1	1
1102	а на	1	1
1103	всех прочих	2	1
1104	указывать на	1	1
1105	столь же	5	1
1106	состояния в	1	1
1107	в свои	2	1
1108	что к	2	1
1109	а также	7	1
1110	же по	1	1
1111	некоторых случаях	1	1
1112	в ту	1	1
1113	и число	1	1
1114	из общей	1	1
1115	в стороне	3	1
1116	областей то	1	1
1117	этот раз	1	1
1118	и силу	1	1
1119	но по	2	1
1120	которая при	1	1
1121	что схема	1	1
1122	и утверждается	1	1
1123	а у	1	1
1124	один и	1	1
1125	относятся к	2	1
1126	бы дать	1	1
1127	являются в	1	1
1128	то можно	1	1
1129	что тот	1	1
1130	и таким	2	1
1131	быть обязательно	1	1
1132	стране не	1	1
1133	много других	1	1
1134	оно может	1	1
1135	индии то	1	1
1136	в иные	1	1
1137	которая как	1	1
1138	поскольку она	2	1
1139	на которые	1	1
1140	полной мере	1	1
1141	а к	1	1
1142	общему правилу	2	1
1143	ли уже	1	1
1144	такие же	1	1
1145	борьбы за	1	1
1146	которую мы	5	1
1147	применить к	1	1
1148	случае если	1	1
1149	по большей	1	1
1150	пределы и	1	1
1151	поскольку они	2	1
1152	мы различаем	1	1
1153	этом мире	1	1
1154	поскольку эта	1	1
1155	язык и	1	1
1156	то нет	1	1
1157	живет и	1	1
1158	англия или	1	1
1159	этих сфер	1	1
1160	например к	1	1
1161	при известных	1	1
1162	каком же	1	1
1163	этот факт	3	1
1164	но необходимо	1	1
1165	имеет свое	1	1
1166	кажется не	1	1
1167	крови и	1	1
1168	даже при	2	1
1169	в пределах	25	1
1170	x в	3	1
1171	идеи о	2	1
1172	к которой	1	1
1173	что из	1	1
1174	признать что	1	1
1175	ли этот	1	1
1176	сферу в	1	1
1177	именно тогда	2	1
1178	о выходе	2	1
1179	возможно ли	1	1
1180	целей и	1	1
1181	можно быть	1	1
1182	свести к	1	1
1183	в характере	1	1
1184	сотни и	1	1
1185	том случае	1	1
1186	включает в	1	1
1187	известной степени	3	1
1188	чем та	1	1
1189	все более	9	1
1190	на всем	4	1
1191	явление которое	1	1
1192	это в	1	1
1193	бы от	2	1
1194	как совокупность	4	1
1195	жизнью и	1	1
1196	за их	1	1
