N	2gram	Potebnia_M	Istorich
328	указывает на	2	10
329	есть только	16	10
330	что эти	1	10
331	то чего	2	10
332	не можем	5	10
333	более или	6	9
334	и вместе	5	9
335	не представляет	1	9
336	но эти	4	9
337	только на	4	9
338	себе в	2	9
339	но для	1	9
340	в чем	6	9
341	не будет	2	9
342	и хотя	1	9
343	на небе	1	9
344	тогда когда	15	9
345	в царстве	1	9
346	и так	1	9
347	зависимости от	1	9
348	в течение	2	9
349	в свою	8	9
350	на этот	2	9
351	тот же	5	9
352	он должен	2	9
353	зависит от	6	9
354	бы мы	1	9
355	из этого	2	9
356	он имеет	1	9
357	следующим образом	1	9
358	что за	3	9
359	не могут	10	9
360	в себя	2	9
361	или же	7	9
362	а как	3	9
363	если это	2	9
364	не видно	5	9
365	здесь нет	1	9
366	в истории	8	9
367	с его	3	9
368	из него	3	9
369	ему в	1	9
370	же не	2	9
371	или менее	6	9
372	это так	1	9
373	стороны и	3	9
374	приводит к	1	9
375	что на	9	9
376	по этому	2	9
377	жизни и	3	9
378	только что	4	8
379	это значит	1	8
380	и сам	1	8
381	в некотором	2	8
382	именно в	2	8
383	дом и	1	8
384	во всяком	9	8
385	конечно не	1	8
386	с другими	3	8
387	есть еще	1	8
388	мере того	6	8
389	большинстве случаев	1	8
390	на другой	2	8
391	мы будем	3	8
392	доказывает что	3	8
393	не так	6	8
394	та же	1	8
395	на нем	1	8
396	также что	2	8
397	подобно тому	7	8
398	из его	1	8
399	только тогда	7	8
400	и наоборот	10	8
401	видели выше	1	8
402	независимо от	15	8
403	смысле этого	3	8
404	ту же	1	8
405	животное в	1	8
406	и другое	7	8
407	или даже	3	8
408	и потому	7	8
409	значит что	1	8
410	но она	3	8
411	не с	2	8
412	тем самым	6	8
413	но вместе	4	8
414	на смерть	1	8
415	могло быть	1	8
416	которые в	1	8
417	для этого	2	8
418	или по	2	8
419	одно из	5	8
420	роль в	1	8
421	можно сказать	1	8
422	входит в	1	8
423	в зависимости	1	8
424	можем предположить	1	8
425	он на	1	8
426	что его	2	8
427	с представлением	1	8
428	не дает	2	8
429	можно бы	6	8
430	образом и	2	8
431	одном случае	1	8
432	его с	3	8
433	кажется что	1	8
434	что такое	3	8
435	предположение что	2	8
436	но с	3	8
437	не имеют	7	8
438	должен быть	2	8
439	он говорит	1	8
440	тому как	8	8
441	в жизни	5	8
442	от того	9	8
443	на это	2	8
444	не столько	3	7
445	приходит в	1	7
446	этой стороны	1	7
447	уже и	2	7
448	ключ к	2	7
449	будто бы	1	7
450	тому что	4	7
451	не есть	13	7
452	о которых	5	7
453	в эту	2	7
454	под влиянием	10	7
455	случаев в	1	7
456	между тем	7	7
457	над ним	1	7
458	если в	3	7
459	и при	6	7
460	там в	1	7
461	самом деле	2	7
462	превращаются в	1	7
463	состоит в	1	7
464	что оно	5	7
465	где он	2	7
466	на самом	2	7
467	что ни	2	7
468	образом в	5	7
469	но эта	1	7
470	можно предположить	1	7
471	с животным	1	7
472	на них	1	7
473	не по	4	7
474	в начале	2	7
475	еще в	1	7
476	это видно	1	7
477	в области	1	7
478	случае мы	1	7
479	те же	4	7
480	всякого рода	1	7
481	в каких	1	7
482	во многих	5	7
483	связь между	2	7
484	как на	5	7
485	ее и	1	7
486	указать на	1	7
487	уже давно	1	7
488	себе и	2	7
489	а только	8	7
490	того же	13	7
491	когда мы	4	7
492	однако в	4	7
493	не то	3	7
494	был бы	1	7
495	однако что	1	7
496	не противоречит	3	7
497	состоит из	1	7
498	совершенно не	1	7
499	то он	2	7
500	тех же	1	7
501	того чтобы	4	7
502	им в	1	7
503	если мы	5	7
504	что я	2	7
505	этого слова	5	7
506	всяком случае	7	7
507	для него	13	7
508	а то	1	7
509	как она	3	7
510	по его	7	7
511	с самого	5	7
512	по которому	2	7
513	в какой	2	7
514	эти формы	2	7
515	думать что	6	7
516	в большинстве	1	7
517	со своими	1	7
518	одного из	3	7
519	и о	3	7
520	есть не	7	7
521	же и	1	6
522	его от	2	6
523	между ними	2	6
524	но что	2	6
525	не потому	2	6
526	из всего	2	6
527	дело с	2	6
528	именно так	2	6
529	той же	3	6
530	все его	2	6
531	как можно	1	6
532	из приведенных	1	6
533	животное или	1	6
534	что как	4	6
535	не могла	2	6
536	только о	2	6
537	равно как	1	6
538	его как	1	6
539	это приводит	1	6
540	оно может	2	6
541	должны будем	1	6
542	нам кажется	2	6
543	еще одно	1	6
544	меня и	1	6
545	к сожалению	1	6
546	в огонь	1	6
547	что по	3	6
548	нет ничего	2	6
549	сам он	1	6
550	где нет	1	6
551	от которого	2	6
552	этих двух	1	6
553	отличие от	1	6
554	же что	2	6
555	но дело	2	6
556	для того	8	6
557	но тем	6	6
558	самого начала	5	6
559	такие случаи	1	6
560	говорит что	1	6
561	до того	2	6
562	народов не	1	6
563	от себя	2	6
564	то в	6	6
565	и за	1	6
566	что все	4	6
567	тому же	1	6
568	вопрос почему	1	6
569	себе не	3	6
570	имеет свою	1	6
571	пришел к	1	6
572	были бы	4	6
573	отношения к	2	6
574	еще яснее	1	6
575	не на	3	6
576	этой точки	2	6
577	или как	2	6
578	не объясняет	1	6
579	и тогда	2	6
580	заметить что	7	6
581	мог бы	5	6
582	почему в	1	6
583	ничем не	2	6
584	видеть в	3	6
585	на одной	1	6
586	из которого	3	6
587	и оно	1	6
588	только по	5	6
589	и уже	6	6
590	в виду	2	5
591	в своих	4	5
592	мы и	1	5
593	получает от	1	5
594	бы в	6	5
595	не имели	1	5
596	во все	2	5
597	только как	5	5
598	из себя	6	5
599	ее как	1	5
600	показывает как	1	5
601	или наоборот	1	5
602	и мы	1	5
603	с образом	1	5
604	мы легко	2	5
605	или не	3	5
606	нами в	2	5
607	д то	1	5
608	но когда	1	5
609	в сторону	1	5
610	эти слова	1	5
611	проникнуть в	1	5
612	по своей	2	5
613	могла бы	5	5
614	обратимся к	1	5
615	них не	3	5
616	для чего	1	5
617	с ее	2	5
618	для них	2	5
619	оно не	4	5
620	от своего	2	5
621	их и	2	5
622	можно назвать	1	5
623	этим в	1	5
624	да и	1	5
625	о котором	4	5
626	в каком	7	5
627	ясно и	2	5
628	что если	7	5
629	в отличие	1	5
630	указывают на	3	5
631	она может	3	5
632	примеров можно	1	5
633	его пути	1	5
634	что во	4	5
635	не видит	1	5
636	д и	2	5
637	уже с	2	5
638	нас не	1	5
639	на все	5	5
640	тоже не	1	5
641	на задний	1	5
642	в самых	2	5
643	но при	3	5
644	и может	5	5
645	или другого	1	5
646	д в	1	5
647	которые не	5	5
648	еще более	2	5
649	не годится	1	5
650	и связь	1	5
651	в одно	5	5
652	только для	7	5
653	к другой	1	5
654	но даже	2	5
655	в связь	1	5
656	мы в	2	5
657	такого рода	1	5
658	несмотря на	5	5
659	прийти к	1	5
660	его но	1	5
661	видит в	2	5
662	что от	1	5
663	говорит он	4	5
664	в таком	7	5
665	в греческом	1	5
666	хотя в	3	5
667	и затем	1	5
668	в которое	1	5
669	друг другу	4	5
670	бы быть	7	5
671	если они	1	5
672	в один	2	5
673	можно видеть	1	5
674	переходит в	2	5
675	лежит в	1	5
676	это уже	1	5
677	никак не	3	5
678	показать что	1	5
679	в нашей	2	5
680	одним словом	5	5
681	дальше и	1	5
682	не могло	3	5
683	ее с	2	5
684	без всякого	1	5
685	ее не	1	5
686	они были	1	5
687	отличается от	1	5
688	как нечто	1	5
689	животных и	2	5
690	им и	1	5
691	это было	3	5
692	их на	1	5
693	может иметь	1	5
694	они стали	1	5
695	задний план	1	5
696	не говорит	1	5
697	что из	2	5
698	в лице	1	5
699	еще несколько	1	4
700	в самом	5	4
701	они имеют	1	4
702	только из	3	4
703	до него	1	4
704	в разных	2	4
705	в результате	1	4
706	прибавить что	2	4
707	на свою	1	4
708	в мир	1	4
709	по своим	1	4
710	а что	1	4
711	каждый из	1	4
712	в действительности	6	4
713	следовало бы	1	4
714	и составляют	1	4
715	мы рассматривали	1	4
716	друг на	2	4
717	и формы	1	4
718	могло бы	4	4
719	формы в	1	4
720	пространственных представлений	1	4
721	во всей	1	4
722	что именно	2	4
723	и во	6	4
724	к этим	2	4
725	этой задачи	1	4
726	к их	2	4
727	что уже	1	4
728	о происхождении	8	4
729	бы что	2	4
730	чем в	2	4
731	бы думать	1	4
732	есть явление	5	4
733	заключить что	3	4
734	очевидно что	5	4
735	на волю	1	4
736	одном из	3	4
737	кругу явлений	1	4
738	из одного	3	4
739	в наше	1	4
740	говорит если	1	4
741	того кто	2	4
742	не один	2	4
743	что есть	3	4
744	не сразу	2	4
745	в ответ	1	4
746	мы до	1	4
747	от нее	6	4
748	и дает	1	4
749	то можно	1	4
750	что формы	1	4
751	сами по	8	4
752	он мог	1	4
753	такую же	2	4
754	на друга	2	4
755	по сравнению	1	4
756	быть не	7	4
757	с которой	1	4
758	для нее	4	4
759	известных нам	3	4
760	вместе со	3	4
761	находятся в	3	4
762	но на	3	4
763	что собственно	1	4
764	а это	1	4
765	чем перейти	1	4
766	в род	1	4
767	не существует	2	4
768	ее к	1	4
769	руки в	1	4
770	этих предметов	1	4
771	в стороне	5	4
772	чтобы вызвать	1	4
773	есть в	4	4
774	перейти к	3	4
775	на руку	1	4
776	а так	4	4
777	тем более	2	4
778	но его	1	4
779	в народе	2	4
780	а его	3	4
781	могут служить	1	4
782	две стороны	1	4
783	здесь только	1	4
784	человека и	2	4
785	некоторые черты	1	4
786	по тому	1	4
787	или нет	3	4
788	нас в	2	4
789	близки к	2	4
790	и которые	3	4
791	мысль о	8	4
792	вопрос этот	1	4
793	ведет к	1	4
794	когда в	3	4
795	он по	1	4
796	он находит	1	4
797	силы и	1	4
798	задачи и	1	4
799	в чистом	1	4
800	по которой	1	4
801	с этими	1	4
802	и вообще	5	4
803	с точки	4	4
804	не от	4	4
805	узнает что	1	4
806	здесь как	1	4
807	что происходит	1	4
808	если же	5	4
809	б в	1	4
810	бы его	1	4
811	о его	2	4
812	столь же	6	4
813	все в	2	4
814	и этот	1	4
815	что касается	2	4
816	только те	1	4
817	и должно	2	4
818	связанное с	3	4
819	знаю что	1	4
820	происходит с	2	4
821	тела и	2	4
822	себя и	3	4
823	здесь может	1	4
824	здесь будет	1	4
825	все они	3	4
826	еще и	1	4
827	вытекает из	3	4
828	от животного	1	4
829	действия и	1	4
830	принадлежит к	1	4
831	их с	1	4
832	легко может	1	4
833	по отдельным	1	4
834	стороны он	1	4
835	в животном	4	4
836	новые формы	1	4
837	многих других	2	4
838	ни с	2	4
839	что например	5	4
840	без всяких	1	4
841	дело в	3	4
842	нисколько не	2	4
843	человеком и	4	4
844	искать в	3	4
845	заставляют нас	1	4
846	во второй	1	4
847	в человеческом	3	4
848	только то	3	4
849	как не	4	4
850	еще на	1	4
851	слова в	7	4
852	к пониманию	1	4
853	тех которые	1	4
854	быть только	7	4
855	является в	1	3
856	можно заметить	5	3
857	мы постараемся	2	3
858	мы находим	3	3
859	тем как	3	3
860	на другую	1	3
861	заметим что	1	3
862	а есть	1	3
863	ребенка и	1	3
864	именно он	1	3
865	этих представлений	1	3
866	человек в	1	3
867	видно из	3	3
868	я могу	2	3
869	власти над	1	3
870	к самому	1	3
871	не его	1	3
872	где оно	2	3
873	на природу	3	3
874	не непосредственно	2	3
875	не могли	2	3
876	опять не	1	3
877	раз и	1	3
878	в противоположность	2	3
879	видит перед	1	3
880	и той	4	3
881	чего не	3	3
882	есть знак	1	3
883	так называемых	1	3
884	обратим внимание	1	3
885	это служит	1	3
886	переход от	2	3
887	из всех	1	3
888	затем в	1	3
889	видно и	1	3
890	именно с	1	3
891	что даже	2	3
892	общих чертах	1	3
893	бы то	2	3
894	ниже мы	1	3
895	об одном	1	3
896	внимание на	3	3
897	при переходе	1	3
898	с тех	1	3
899	которого он	1	3
900	не дают	2	3
901	всякий раз	1	3
902	в народных	1	3
903	с двумя	1	3
904	между человеком	3	3
905	так сказать	5	3
906	могли бы	4	3
907	но можно	1	3
908	животных так	1	3
909	и быть	1	3
910	оно и	4	3
911	и та	1	3
912	уже потому	1	3
913	и другая	2	3
914	совсем не	1	3
915	не подтверждается	1	3
916	есть следствие	2	3
917	чтобы не	3	3
918	как кажется	6	3
919	и способность	1	3
920	связи и	1	3
921	когда уже	3	3
922	его уже	1	3
923	которые он	1	3
924	была бы	3	3
925	поэтому в	1	3
926	и делает	1	3
927	к таким	2	3
928	вряд ли	2	3
929	том смысле	7	3
930	бы не	11	3
931	к другому	2	3
932	на другие	1	3
933	рассказ о	1	3
934	но их	1	3
935	разница в	2	3
936	это все	1	3
937	и поэтому	2	3
938	тех пор	2	3
939	окажется что	1	3
940	только один	3	3
941	народов и	1	3
942	или когда	1	3
943	как если	1	3
944	переходит к	1	3
945	на основании	3	3
946	что когда	1	3
947	не раньше	2	3
948	от представления	1	3
949	тем же	4	3
950	начиная с	2	3
951	этой мысли	1	3
952	только при	3	3
953	лучше всего	1	3
954	чтобы все	1	3
955	нельзя сказать	2	3
956	могли быть	1	3
957	как к	1	3
958	именно к	1	3
959	и многие	1	3
960	мы могли	1	3
961	мог быть	1	3
962	одна и	1	3
963	нам еще	1	3
964	все равно	1	3
965	а еще	1	3
966	как эти	2	3
967	что душа	1	3
968	в другую	2	3
969	с теми	2	3
970	на одном	1	3
971	и могут	1	3
972	в такой	2	3
973	один и	1	3
974	гору и	1	3
975	та что	2	3
976	от огня	1	3
977	выше и	1	3
978	это как	1	3
979	и также	1	3
980	рассматривать как	1	3
981	что можно	3	3
982	состоят в	1	3
983	в доказательство	1	3
984	наоборот в	1	3
985	никому не	1	3
986	можно будет	1	3
987	вопросом о	2	3
988	жизнью и	1	3
989	несомненно что	2	3
990	для всех	6	3
991	чтобы дать	1	3
992	на эти	1	3
993	же объясняется	1	3
994	роль и	1	3
995	они уже	1	3
996	живущие в	1	3
997	остановиться на	1	3
998	как они	1	3
999	подобных случаев	1	3
1000	из нее	2	3
1001	он представляется	2	3
1002	стороны в	1	3
1003	при таком	5	3
1004	иначе мы	1	3
1005	от представлений	1	3
1006	и нет	1	3
1007	его из	1	3
1008	как существо	1	3
1009	из других	1	3
1010	можно считать	2	3
1011	и такие	1	3
1012	даже и	4	3
1013	доказать что	2	3
1014	имеет в	1	3
1015	нам по	3	3
1016	из животного	1	3
1017	но то	1	3
1018	этим не	1	3
1019	как оно	2	3
1020	вследствие чего	1	3
1021	нам что	1	3
1022	духа и	8	3
1023	от нас	3	3
1024	едва ли	1	3
1025	и весь	3	3
1026	где как	1	3
1027	и эту	1	3
1028	должно быть	9	3
1029	и заставляет	1	3
1030	есть одно	1	3
1031	но еще	1	3
1032	ни было	4	3
1033	этими двумя	1	3
1034	сколько бы	1	3
1035	как же	1	3
1036	как его	1	3
1037	есть та	1	3
1038	все виды	1	3
1039	из другого	1	3
1040	именно как	1	3
1041	него а	1	3
1042	представления в	1	3
1043	и животным	2	3
1044	нет но	4	3
1045	то ни	3	3
1046	всех других	1	3
1047	души в	2	3
1048	а от	2	3
1049	сравнительно с	5	3
1050	как эта	1	3
1051	до известного	1	3
1052	их к	2	3
1053	связь в	1	3
1054	ней в	1	3
1055	которые были	1	3
1056	быть понят	1	3
1057	приближается к	2	3
1058	его мнению	4	3
1059	представить себе	3	3
1060	к одной	3	3
1061	в языке	36	3
1062	так оно	1	3
1063	только не	2	3
1064	очень сложное	1	3
1065	из того	3	3
1066	первых порах	1	3
1067	и вполне	2	3
1068	все то	2	3
1069	в обратном	2	3
1070	оно есть	1	3
1071	он будет	1	3
1072	не делает	1	3
1073	относятся к	2	3
1074	находит что	1	3
1075	которые могут	5	3
1076	своей жизни	1	3
1077	все члены	1	3
1078	быть признаны	1	3
1079	сливается с	1	3
1080	сравнению с	1	3
1081	вследствие этого	1	3
1082	эта мысль	3	3
1083	и до	1	3
1084	только тем	2	3
1085	уже известно	1	3
1086	на первых	1	3
1087	при котором	3	3
1088	жизни народа	2	3
1089	нам и	2	3
1090	в свой	1	3
1091	части его	1	3
1092	бы на	1	3
1093	при встрече	1	3
1094	что так	2	3
1095	в формах	3	3
1096	нее как	2	3
1097	силы природы	1	3
1098	на новые	1	3
1099	бы с	2	3
1100	один момент	1	3
1101	язык и	6	3
1102	мнение что	1	3
1103	понятно почему	1	3
1104	покажет нам	1	3
1105	которую мы	1	3
1106	может считаться	1	3
1107	что нужно	1	3
1108	вопрос как	1	3
1109	себе что	1	3
1110	выйти за	1	3
1111	в науке	1	3
1112	стороны его	1	3
1113	до появления	1	3
1114	по всей	2	3
1115	бы он	1	3
1116	само по	6	3
1117	женщины в	1	2
1118	народов в	1	2
1119	с которыми	3	2
1120	глаз не	1	2
1121	но впоследствии	1	2
1122	же эти	1	2
1123	и дух	4	2
1124	все наше	2	2
1125	о душе	1	2
1126	к другу	1	2
1127	мы начнем	1	2
1128	от одного	2	2
1129	которое и	1	2
1130	этого предмета	1	2
1131	к другим	3	2
1132	и другим	1	2
1133	когда это	1	2
1134	его все	1	2
1135	этом можно	1	2
1136	предмета и	3	2
1137	мы считаем	1	2
1138	свою собственную	1	2
1139	для выражения	1	2
1140	если при	1	2
1141	доходят до	2	2
1142	не простое	1	2
1143	связана со	1	2
1144	и должна	1	2
1145	одной и	4	2
1146	как ее	1	2
1147	быть названо	5	2
1148	одну только	1	2
1149	впоследствии они	1	2
1150	образом что	2	2
1151	природы но	3	2
1152	свою очередь	8	2
1153	то его	1	2
1154	с другим	3	2
1155	мы ни	1	2
1156	в прошлом	1	2
1157	два вопроса	1	2
1158	из данного	1	2
1159	нас на	2	2
1160	во-вторых и	1	2
1161	по которым	2	2
1162	чего он	1	2
1163	человека а	1	2
1164	они с	2	2
1165	к ее	2	2
1166	этого существа	2	2
1167	приведенных примеров	1	2
1168	не зная	3	2
1169	так сильно	1	2
1170	оно совершенно	1	2
1171	мышления и	1	2
1172	похожи на	1	2
1173	его самого	2	2
1174	еще больше	1	2
1175	по-видимому не	1	2
1176	известные нам	1	2
1177	это легко	1	2
1178	но во-первых	2	2
1179	и мертвых	2	2
1180	природу и	2	2
1181	которое можно	1	2
1182	а за	1	2
1183	ее от	1	2
1184	развития как	1	2
1185	дано в	1	2
1186	что заставляет	2	2
1187	сказать чтобы	1	2
1188	человек и	1	2
1189	не вытекает	1	2
1190	следует понимать	1	2
1191	по одному	1	2
1192	и следовательно	4	2
1193	хотя оно	1	2
1194	полагает что	3	2
1195	вопрос что	1	2
1196	вопрос об	3	2
1197	в каждом	6	2
1198	спросим себя	1	2
1199	только путем	1	2
1200	т п	6	2
1201	значение и	4	2
1202	все остальные	9	2
1203	теперь уже	2	2
1204	с какой	1	2
1205	в развитии	2	2
1206	именно что	2	2
1207	от животных	1	2
1208	одно и	1	2
1209	что нельзя	2	2
1210	не были	2	2
1211	это или	1	2
1212	тем и	1	2
1213	делится на	1	2
1214	не сами	1	2
1215	многих случаях	2	2
1216	вдаваясь в	1	2
1217	а тем	1	2
1218	природы и	1	2
1219	что для	5	2
1220	он встречается	1	2
1221	в общих	1	2
1222	бы ни	8	2
1223	сказать о	1	2
1224	происходит так	1	2
1225	поздно и	1	2
1226	его состав	1	2
1227	в последнем	2	2
1228	и связанные	1	2
1229	например что	3	2
1230	что этим	1	2
1231	себе представить	8	2
1232	так человек	1	2
1233	представлений в	3	2
1234	с такой	1	2
1235	другие и	1	2
1236	животным в	1	2
1237	менее ясно	1	2
1238	сам по	5	2
1239	действует в	1	2
1240	то с	1	2
1241	нет никакого	1	2
1242	предполагается что	1	2
1243	им самим	1	2
1244	которым он	1	2
1245	был связан	1	2
1246	представляют для	1	2
1247	который сам	1	2
1248	повлечет за	1	2
1249	эти явления	3	2
1250	наша цель	1	2
1251	быть назван	1	2
1252	которого не	1	2
1253	что вообще	2	2
1254	или совершенно	1	2
1255	в известных	1	2
1256	к нашему	1	2
1257	в круг	1	2
1258	один только	1	2
1259	наконец в	1	2
1260	всех случаях	1	2
1261	и сказать	1	2
1262	остается только	6	2
1263	и вся	1	2
1264	и об	1	2
1265	чтобы она	1	2
1266	отсюда вытекает	2	2
1267	свою долю	1	2
1268	как например	4	2
1269	ибо он	1	2
1270	событий в	1	2
1271	положения что	1	2
1272	начнем с	4	2
1273	они еще	1	2
1274	указывает ему	1	2
1275	не имел	2	2
1276	только потому	4	2
1277	оно имеет	2	2
1278	не из	3	2
1279	с каким	2	2
1280	потеряли свой	1	2
1281	перестает быть	3	2
1282	или ее	1	2
1283	в полном	2	2
1284	для всего	1	2
1285	отсюда понятно	1	2
1286	что одно	2	2
1287	что с	3	2
1288	но одно	1	2
1289	слова а	3	2
1290	таком случае	4	2
1291	знания и	1	2
1292	бы для	2	2
1293	этом не	2	2
1294	за этим	1	2
1295	ей не	1	2
1296	об этих	1	2
1297	которые как	1	2
1298	за тем	2	2
1299	и совсем	1	2
1300	стремление к	3	2
1301	не создает	2	2
1302	и таким	1	2
1303	раньше и	1	2
1304	к одному	3	2
1305	и живой	1	2
1306	в полной	1	2
1307	случае если	1	2
1308	на мысль	3	2
1309	этой цели	3	2
1310	на другое	1	2
1311	по одним	1	2
1312	в пути	2	2
1313	не следует	6	2
1314	приведенных нами	1	2
1315	как явление	1	2
1316	людей он	1	2
1317	при всем	1	2
1318	в ходе	1	2
1319	мы бы	3	2
1320	что изучение	1	2
1321	это дает	1	2
1322	место в	3	2
1323	человек не	2	2
1324	может и	1	2
