N	2gram	Bakhtin_sl	Problema
392	ни было	2	8
393	если же	1	8
394	не значит	2	8
395	и особенно	2	8
396	в сознании	3	8
397	для него	8	8
398	говорим о	1	8
399	же деле	1	8
400	с самого	1	8
401	как он	2	8
402	ведь если	1	8
403	некоторой степени	1	7
404	даже в	4	7
405	его от	2	7
406	но что	1	7
407	во все	1	7
408	из себя	3	7
409	мы все	2	7
410	не обязательно	1	7
411	в значительной	6	7
412	а с	2	7
413	или иные	4	7
414	или иное	1	7
415	его как	3	7
416	своего собственного	1	7
417	оно не	12	7
418	к другому	1	7
419	это только	1	7
420	чем не	1	7
421	одной из	4	7
422	на этот	1	7
423	находятся в	1	7
424	перейти к	1	7
425	не можем	1	7
426	еще более	7	7
427	в это	1	7
428	на этой	1	7
429	и значение	1	7
430	самого начала	1	7
431	по преимуществу	5	7
432	же как	2	7
433	до нас	1	7
434	даже не	1	7
435	однако и	2	7
436	не на	6	7
437	и так	1	7
438	все они	9	7
439	в основе	8	7
440	о своем	1	7
441	друг друга	3	7
442	сознания и	1	7
443	же не	1	7
444	говорят о	1	7
445	мира и	4	7
446	может иметь	3	7
447	в какой	2	7
448	с которыми	2	6
449	не как	4	6
450	что слово	1	6
451	предмета и	2	6
452	тем или	1	6
453	в действительности	1	6
454	только как	2	6
455	не всегда	1	6
456	имеем в	1	6
457	от всякого	2	6
458	на него	1	6
459	не имеющих	1	6
460	нами не	1	6
461	мышления и	6	6
462	до конца	25	6
463	от всякой	3	6
464	и чисто	5	6
465	слова то	1	6
466	и речи	4	6
467	по своей	2	6
468	мы еще	1	6
469	жизнь в	2	6
470	заставляет нас	1	6
471	в общем	1	6
472	в него	9	6
473	чтобы не	1	6
474	отношения к	3	6
475	от художественного	1	6
476	зависимости от	4	6
477	но оно	5	6
478	и уже	1	6
479	с которой	1	6
480	именно на	3	6
481	и об	1	6
482	могут быть	25	6
483	образ и	1	6
484	то мы	1	6
485	этого произведения	1	6
486	особенно в	3	6
487	людей в	1	6
488	независимо от	1	6
489	и может	4	6
490	но она	2	6
491	есть и	1	6
492	к ней	2	6
493	ведь и	1	6
494	дело здесь	1	6
495	себе а	1	6
496	если он	1	6
497	самой действительности	1	6
498	одновременно и	5	6
499	перестает быть	2	6
500	и того	1	6
501	как оно	3	6
502	как на	1	6
503	в зависимости	4	6
504	не знает	3	6
505	прежде чем	1	6
506	что под	1	6
507	в новое	4	6
508	бы быть	2	6
509	же мы	1	6
510	и ничего	1	6
511	как таковой	1	6
512	это общее	1	6
513	в слове	11	6
514	в известном	2	6
515	и той	2	6
516	этого слова	2	6
517	с его	8	6
518	этом отношении	2	6
519	есть уже	1	6
520	но с	1	6
521	без всяких	2	6
522	входить в	3	6
523	по существу	3	6
524	с той	1	6
525	поэтический образ	1	6
526	к своему	11	6
527	не столь	2	6
528	для которого	1	6
529	первый план	1	6
530	дело не	2	6
531	факт что	1	6
532	стороны и	3	6
533	не к	1	6
534	в настоящем	1	5
535	языке и	3	5
536	часто даже	1	5
537	вот что	1	5
538	из самых	2	5
539	или на	2	5
540	в этот	1	5
541	и еще	1	5
542	к этому	3	5
543	как такового	3	5
544	которого он	3	5
545	быть очень	2	5
546	в каждом	5	5
547	о себе	2	5
548	если оно	2	5
549	о предмете	1	5
550	взятая в	1	5
551	оно и	4	5
552	одно и	3	5
553	нужно сказать	1	5
554	и тот	1	5
555	между тем	5	5
556	мы видели	3	5
557	утверждать что	1	5
558	его на	2	5
559	поэтому в	1	5
560	сводится к	1	5
561	текста и	1	5
562	нам в	1	5
563	о самом	1	5
564	ничем не	1	5
565	только один	1	5
566	и вся	2	5
567	к людям	1	5
568	он должен	1	5
569	для всякого	1	5
570	что может	1	5
571	для всего	2	5
572	о нем	6	5
573	самой этой	1	5
574	которые как	2	5
575	с теми	1	5
576	гоголя и	1	5
577	мы теперь	1	5
578	человека в	5	5
579	человека и	3	5
580	мира в	2	5
581	все что	1	5
582	из всех	1	5
583	категорий в	1	5
584	нами в	3	5
585	в собственном	2	5
586	предмет и	1	5
587	себя не	1	5
588	ведь не	1	5
589	сам же	1	5
590	действительности в	1	5
591	и общества	2	5
592	с этими	3	5
593	себя в	14	5
594	менее в	1	5
595	от его	4	5
596	должно быть	3	5
597	одним из	5	5
598	как его	5	5
599	литературе и	1	5
600	одна из	6	5
601	в свете	3	5
602	чтобы понять	1	5
603	для его	1	5
604	в нее	3	5
605	какой мере	1	5
606	бы его	2	5
607	слова как	8	5
608	там где	10	5
609	есть как	3	5
610	собственном смысле	2	5
611	до некоторой	1	5
612	не требует	3	5
613	и этого	1	5
614	символа то	1	5
615	же о	1	5
616	самодовлеющего и	1	5
617	ли он	4	5
618	знает что	1	5
619	которая не	3	5
620	этих случаях	2	5
621	не должны	3	5
622	не знаем	3	5
623	а вовсе	4	5
624	в предмете	8	5
625	или к	3	5
626	они не	3	5
627	том числе	1	5
628	слова но	2	5
629	говорить об	1	5
630	но по	2	5
631	он говорит	1	5
632	его не	4	5
633	художественном образе	2	5
634	в пределах	27	5
635	от того	1	5
636	лишь в	6	5
637	отношение к	8	5
638	только по	1	5
639	анализа и	1	5
640	и прежде	1	5
641	в известной	3	5
642	со всем	1	4
643	самого предмета	3	4
644	тем как	1	4
645	как некоторого	1	4
646	и само	2	4
647	в духе	3	4
648	на эту	1	4
649	человеческой речи	2	4
650	но мы	2	4
651	свой смысл	2	4
652	действительность и	1	4
653	здесь конечно	1	4
654	но эти	3	4
655	своим собственным	1	4
656	если нет	1	4
657	и те	3	4
658	к ним	2	4
659	в контексте	5	4
660	именно так	1	4
661	на котором	3	4
662	несет на	1	4
663	время и	3	4
664	она в	1	4
665	именно для	1	4
666	для своего	1	4
667	или иную	1	4
668	одно из	1	4
669	бы только	2	4
670	человек и	13	4
671	в эту	3	4
672	смысл и	3	4
673	и образа	1	4
674	нашего сознания	2	4
675	тем и	3	4
676	что же?	1	4
677	себе как	2	4
678	и самое	3	4
679	он только	1	4
680	и свое	1	4
681	говорит и	2	4
682	особого рода	1	4
683	смысла и	6	4
684	и они	1	4
685	в свою	4	4
686	той же	3	4
687	этот последний	1	4
688	у них	2	4
689	входящих в	1	4
690	этот путь	1	4
691	именно к	3	4
692	но на	1	4
693	о значении	1	4
694	он как	1	4
695	только его	1	4
696	себя самого	1	4
697	это именно	1	4
698	с их	1	4
699	это возможно	2	4
700	которые являются	2	4
701	на одном	1	4
702	отличие от	13	4
703	а главное	1	4
704	и времени	1	4
705	при всем	3	4
706	числе и	1	4
707	очень трудно	2	4
708	мы сказали	6	4
709	от него	5	4
710	можно говорить	2	4
711	дело с	4	4
712	во втором	1	4
713	требует от	2	4
714	равно как	1	4
715	за ним	1	4
716	например в	6	4
717	в корне	1	4
718	переходит в	3	4
719	мы увидим	2	4
720	всегда и	1	4
721	конечно и	3	4
722	его именно	2	4
723	должен быть	3	4
724	для ее	1	4
725	момент в	2	4
726	не выходит	3	4
727	и всей	1	4
728	он тоже	1	4
729	прийти к	1	4
730	xix века	2	4
731	там и	1	4
732	здесь уже	2	4
733	есть такая	1	4
734	смысле и	1	4
735	и она	2	4
736	единый и	5	4
737	следовательно и	4	4
738	очень часто	1	4
739	именно потому	1	4
740	на который	1	4
741	мы называем	1	4
742	и никогда	1	4
743	и др	17	4
744	с чем	1	4
745	с которым	4	4
746	бы оно	1	4
747	иное чем	1	4
748	а как	3	4
749	которых мы	3	4
750	действительность но	2	4
751	в смысловом	2	4
752	в сущности	18	4
753	ориентации в	1	4
754	этой точки	1	4
755	своему смыслу	1	4
756	себя и	2	4
757	вместе со	2	4
758	говорить здесь	1	4
759	новое время	2	4
760	из него	4	4
761	самого же	2	4
762	мог бы	1	4
763	эти категории	2	4
764	с нею	1	4
765	и за	1	4
766	со своим	13	4
767	чем он	2	4
768	войти в	2	4
769	другом случае	3	4
770	какого-нибудь одного	1	4
771	в разных	3	4
772	и почти	3	4
773	есть чисто	1	4
774	другим и	1	4
775	если она	2	4
776	на всю	3	4
777	и часто	7	4
778	еще на	1	4
779	на это	1	4
780	одного из	2	4
781	эти два	1	4
782	гуманитарных наук	1	4
783	данного слова	1	4
784	в душе	1	3
785	еще раз	3	3
786	зрения на	9	3
787	этого необходимо	1	3
788	таковы например	1	3
789	которые здесь	1	3
790	важно для	1	3
791	он видит	1	3
792	и говорить	1	3
793	не столько	4	3
794	до последнего	2	3
795	точном смысле	1	3
796	в некотором	1	3
797	этого предмета	2	3
798	и другим	4	3
799	когда это	1	3
800	мир и	1	3
801	значение этого	1	3
802	языка в	21	3
803	всем этим	2	3
804	тот предмет	1	3
805	одной и	1	3
806	всего как	1	3
807	во всякой	1	3
808	находится в	1	3
809	в атмосфере	2	3
810	от них	1	3
811	в отдельных	1	3
812	те смысловые	1	3
813	мы видим	2	3
814	эти элементы	2	3
815	на которую	1	3
816	что уже	1	3
817	это слово	1	3
818	есть еще	1	3
819	чем в	3	3
820	характерное для	1	3
821	того и	1	3
822	больше всего	1	3
823	и представить	1	3
824	есть своя	1	3
825	ведь в	1	3
826	много и	1	3
827	эти слова	4	3
828	от которых	1	3
829	ничего нового	2	3
830	все дело	1	3
831	них не	2	3
832	был в	1	3
833	образом в	4	3
834	до наших	1	3
835	его к	1	3
836	очень важно	1	3
837	на нем	2	3
838	себе представить	1	3
839	его из	1	3
840	не сможем	1	3
841	от своего	1	3
842	выражается в	1	3
843	с такими	1	3
844	произведение в	1	3
845	связанные с	7	3
846	это требует	1	3
847	который не	1	3
848	при всех	2	3
849	далек от	1	3
850	не входит	1	3
851	к той	1	3
852	самое же	1	3
853	мысли и	1	3
854	в очень	1	3
855	изображения и	2	3
856	он часто	1	3
857	то все	1	3
858	речь идет	1	3
859	от других	2	3
860	на основании	1	3
861	тот факт	1	3
862	каждый из	1	3
863	в отличие	12	3
864	предмета в	2	3
865	как предмет	4	3
866	к предмету	4	3
867	как систему	1	3
868	в мировой	2	3
869	но есть	1	3
870	может не	9	3
871	образ а	1	3
872	чем перейти	1	3
873	степени но	1	3
874	борьбу с	2	3
875	бы для	1	3
876	в свои	1	3
877	например о	1	3
878	совсем иное	1	3
879	возможно и	3	3
880	слова есть	1	3
881	один и	1	3
882	в одной	2	3
883	только он	1	3
884	стоит и	1	3
885	и свои	2	3
886	и других	5	3
887	в самых	2	3
888	но такое	1	3
889	разве только	1	3
890	непосредственно без	2	3
891	одного и	1	3
892	место в	2	3
893	и своя	1	3
894	может и	1	3
895	науки о	2	3
896	рассказ о	1	3
897	которая в	1	3
898	которой они	1	3
899	нами здесь	1	3
900	язык как	5	3
901	и свой	2	3
902	вещь и	1	3
903	в первом	3	3
904	весь этот	1	3
905	смотреть на	1	3
906	поэтому мы	1	3
907	с помощью	5	3
908	к проблеме	3	3
909	когда она	2	3
910	оно было	4	3
911	всего что	1	3
912	но этот	1	3
913	можно понимать	1	3
914	вернуться к	1	3
915	она ни	1	3
916	смысле не	1	3
917	быть в	1	3
918	языка как	10	3
919	это отношение	2	3
920	речь о	2	3
921	а следовательно	2	3
922	слова ни	1	3
923	представим себе	1	3
924	последние десятилетия	1	3
925	сознания с	1	3
926	указать на	1	3
927	время в	1	3
928	самый язык	2	3
929	символа символ	1	3
930	что между	1	3
931	в последние	2	3
932	на этом	4	3
933	от самого	1	3
934	в системе	2	3
935	за ними	1	3
936	всех других	1	3
937	и возникает	1	3
938	нем и	5	3
939	известном смысле	2	3
940	друг другу	2	3
941	рассматривается как	1	3
942	столь же	2	3
943	если они	1	3
944	значение как	1	3
945	за все	1	3
946	речи о	1	3
947	и нельзя	1	3
948	в подлинном	1	3
949	и действительно	1	3
950	а потому	1	3
951	его с	1	3
952	должна быть	3	3
953	и должно	1	3
954	борьбы с	3	3
955	мы понимаем	1	3
956	конечно в	2	3
957	следовательно в	3	3
958	в романе	64	3
959	в процессе	14	3
960	относятся к	1	3
961	оно всегда	1	3
962	с ними	8	3
963	по самому	1	3
964	со стороны	1	3
965	его смысловых	1	3
966	язык и	17	3
967	самый этот	2	3
968	развития и	1	3
969	о языке	1	3
970	правды и	1	3
971	том же	4	3
972	он может	3	3
973	слово и	5	3
974	формы и	3	3
975	жизни но	2	3
976	связан с	2	3
977	в более	2	3
978	выходит за	3	3
979	от которого	1	3
980	нас здесь	2	3
981	возможно только	1	3
982	и непосредственно	6	3
983	человека это	1	3
984	и где	1	3
985	остановимся на	2	3
986	при его	2	3
987	это так	1	3
988	поскольку она	1	3
989	себе еще	1	3
990	говорить только	1	3
991	только так	1	3
992	и всех	1	3
993	в понимании	3	3
994	отношении не	1	3
995	нуждается в	3	3
996	как для	1	3
997	в чисто	4	3
998	говорит не	1	3
999	что поэт	1	3
1000	однако с	1	2
1001	они сливаются	1	2
1002	никогда и	1	2
1003	между этими	3	2
1004	к действительности	1	2
1005	эта идея	1	2
1006	говорили в	1	2
1007	у тургенева	7	2
1008	в большей	3	2
1009	какой бы	1	2
1010	свое произведение	2	2
1011	и такое	1	2
1012	он остается	1	2
1013	до полного	1	2
1014	и полное	1	2
1015	форму и	1	2
1016	ни были	3	2
1017	исходить из	1	2
1018	этого типа	2	2
1019	уже нет	1	2
1020	прошлого века	1	2
1021	цели и	1	2
1022	всем его	2	2
1023	заключение этого	1	2
1024	еще от	1	2
1025	котором можно	1	2
1026	его жизни	1	2
1027	эти идеи	1	2
1028	почти исключительно	1	2
1029	но во	1	2
1030	могут не	2	2
1031	некотором отношении	1	2
1032	не исключает	1	2
1033	за собой	1	2
1034	для данного	1	2
1035	это необходимо	1	2
1036	свою очередь	3	2
1037	то его	1	2
1038	точке зрения	2	2
1039	с другим	1	2
1040	в прошлом	2	2
1041	ее как	1	2
1042	но повторяем	2	2
1043	прочим в	1	2
1044	точка зрения	10	2
1045	чем это	1	2
1046	раз на	1	2
1047	вносит в	3	2
1048	мы коснулись	1	2
1049	ближе к	1	2
1050	все его	4	2
1051	понимать его	1	2
1052	ведь для	1	2
1053	в драме	2	2
1054	его произведения	1	2
1055	однако этот	2	2
1056	к необходимости	1	2
1057	даже вовсе	1	2
1058	слово о	1	2
1059	как понимать	1	2
1060	и некоторые	1	2
1061	и говорит	1	2
1062	такие которые	1	2
1063	с одним	3	2
1064	моментов которые	1	2
1065	большинстве случаев	11	2
1066	сказать мы	1	2
1067	был не	1	2
1068	нашей темы	3	2
1069	ни при	1	2
1070	это изображение	1	2
1071	бы она	1	2
1072	на новый	1	2
1073	зрения в	1	2
1074	ни была	1	2
1075	здесь на	1	2
1076	этого факта	1	2
1077	в нас	1	2
1078	с общим	1	2
1079	и глубоко	1	2
1080	язык не	5	2
1081	достаточно указать	1	2
1082	подход к	2	2
1083	для изображения	1	2
1084	они были	3	2
1085	бы ни	3	2
1086	мы до	1	2
1087	следовательно не	1	2
1088	по причине	1	2
1089	мифологических образов	1	2
1090	своим предметом	3	2
1091	прямо и	4	2
1092	бы они	1	2
1093	в определенный	1	2
1094	в самый	1	2
1095	есть образ	1	2
1096	героя в	2	2
1097	и кроме	2	2
1098	слов в	2	2
1099	его содержание	1	2
1100	и дает	1	2
1101	том и	2	2
1102	людей или	1	2
1103	содержание и	1	2
1104	по отношению	2	2
1105	обращается к	1	2
1106	их взаимное	2	2
1107	героев и	2	2
1108	в в	1	2
1109	рода и	1	2
1110	есть на	1	2
1111	цветов и	1	2
1112	дело со	1	2
1113	но их	2	2
1114	ни понимать	1	2
1115	сам он	1	2
1116	случае оно	1	2
1117	ясность и	1	2
1118	виду не	1	2
1119	есть от	2	2
1120	который может	1	2
1121	к своим	1	2
1122	своей целью	1	2
1123	поэтому когда	1	2
1124	только такие	1	2
1125	этой борьбы	1	2
1126	чем именно	1	2
1127	в бесах	1	2
1128	вступает в	2	2
1129	всякий смысл	1	2
1130	при анализе	1	2
1131	например на	1	2
1132	на которые	3	2
1133	широком смысле	3	2
1134	и там	6	2
1135	тоже нет	1	2
1136	речи в	5	2
1137	языка тем	1	2
1138	конца и	3	2
1139	языка а	7	2
1140	себя никаких	1	2
1141	не из	2	2
1142	в самих	1	2
1143	в свое	3	2
1144	значение может	1	2
1145	это движение	1	2
1146	в художественной	1	2
1147	сам человек	1	2
1148	в определенном	1	2
1149	только чисто	1	2
1150	два дня	1	2
1151	лиц и	1	2
1152	на одной	1	2
1153	и смысл	1	2
1154	речь но	3	2
1155	от всех	1	2
1156	говорят в	1	2
1157	слова которые	1	2
1158	и всякое	2	2
1159	в стороне	1	2
1160	мы ее	1	2
1161	на фоне	11	2
1162	и со	2	2
1163	и могут	1	2
1164	именно эта	2	2
1165	на возможность	2	2
1166	общность и	1	2
1167	и таким	1	2
1168	которые были	2	2
1169	на них	2	2
1170	уже сказали	3	2
1171	но его	1	2
1172	такие слова	1	2
1173	которого и	1	2
1174	будет очень	1	2
1175	и эти	2	2
1176	xx века	2	2
1177	на один	2	2
1178	примеры из	1	2
1179	не с	5	2
1180	лишь как	3	2
1181	конечно нет	1	2
1182	в плане	11	2
1183	в другую	1	2
1184	видели что	1	2
1185	и художественного	1	2
1186	и эта	2	2
1187	хотя он	1	2
1188	человек не	1	2
1189	которой мы	1	2
1190	становится в	1	2
1191	мы наблюдаем	2	2
1192	чего не	1	2
1193	всей жизни	1	2
1194	ведь всякое	1	2
1195	его за	1	2
1196	этом всякий	1	2
1197	и самодовление	1	2
1198	исторического развития	2	2
1199	уже об	1	2
1200	его по	1	2
1201	всегда в	3	2
1202	что по	1	2
1203	притом в	3	2
1204	моментам в	1	2
1205	роль в	4	2
1206	но у	1	2
1207	время это	1	2
1208	относящихся сюда	1	2
1209	моменты в	2	2
1210	на все	3	2
1211	при наличии	1	2
1212	еще далеко	1	2
1213	тургенева и	1	2
1214	как та	1	2
1215	силы и	1	2
1216	здесь у	1	2
1217	языка от	1	2
1218	все свои	2	2
1219	часто в	1	2
1220	стремящихся к	1	2
1221	этим не	1	2
1222	даже с	1	2
1223	и остается	3	2
1224	свои особые	1	2
1225	этих категорий	3	2
1226	простое и	1	2
1227	для понимания	3	2
1228	нем не	1	2
1229	они могут	7	2
1230	несколько слов	2	2
1231	на почве	6	2
1232	этого и	1	2
1233	и вместо	1	2
1234	элемент в	1	2
1235	которое он	1	2
1236	на язык	2	2
1237	в состоянии	1	2
1238	узком смысле	13	2
1239	то у	1	2
1240	есть его	1	2
1241	ним в	1	2
1242	подчеркнуть что	2	2
1243	значит не	1	2
1244	они в	2	2
1245	сколько бы	1	2
1246	наше внимание	1	2
1247	работы и	2	2
1248	самый предмет	1	2
1249	евгении онегине	3	2
1250	при изучении	1	2
1251	также в	1	2
1252	человек в	6	2
1253	всем своем	1	2
1254	как например	1	2
1255	каждая такая	1	2
1256	и отдельные	1	2
1257	также между	1	2
1258	остается в	5	2
1259	раз это	1	2
1260	слов или	1	2
1261	самим предметом	1	2
1262	стремится к	2	2
1263	не видят	2	2
1264	которые вовсе	1	2
1265	не дает	1	2
1266	ту же	5	2
1267	или же	1	2
1268	понимать и	2	2
1269	действующих лиц	2	2
1270	мужа и	1	2
1271	являются такими	1	2
1272	полноты и	1	2
1273	не приходится	2	2
1274	очень мало	1	2
1275	в которое	1	2
1276	с большой	1	2
1277	т п	49	2
1278	сам в	2	2
1279	образом на	2	2
1280	в один	2	2
1281	имеет дело	4	2
1282	то перед	1	2
1283	к такому	2	2
1284	областях жизни	3	2
1285	в состав	3	2
1286	кстати сказать	1	2
1287	как с	2	2
1288	предметы и	1	2
1289	и свою	1	2
1290	самому своему	1	2
1291	форме как	1	2
1292	здесь с	1	2
1293	не зная	1	2
1294	подходит к	1	2
1295	люди все	1	2
1296	от их	1	2
1297	нового не	2	2
1298	между которыми	1	2
1299	определения и	1	2
1300	произведения в	2	2
1301	весь свой	1	2
1302	например и	2	2
1303	может стать	3	2
1304	за свое	1	2
1305	и отдельных	1	2
1306	правда не	3	2
1307	здесь может	1	2
1308	поэтому для	1	2
1309	входящее в	1	2
1310	только одно	1	2
1311	сливается с	6	2
1312	категорий но	1	2
1313	этого общего	2	2
1314	и между	2	2
1315	сознание и	4	2
