N	2gram	Tiupa_Teor	SlovoVZh
300	должно быть	1	1
301	этих моментов	1	1
302	художественно значимым	2	1
303	занимать особую	1	1
304	это событие	1	1
305	и который	2	1
306	и того	4	1
307	действительно является	1	1
308	что этому	1	1
309	к интонации	1	1
310	и вот	3	1
311	свое незаместимое	1	1
312	зрения как	1	1
313	каким бы	1	1
314	не знают	1	1
315	отношение как	1	1
316	в произведении	3	1
317	она могла	1	1
318	таком понимании	1	1
319	особого рода	7	1
320	в свою	4	1
321	в значительной	2	1
322	входит в	4	1
323	только и	2	1
324	случае мы	1	1
325	утратит свою	1	1
326	того чтобы	5	1
327	определенным образом	2	1
328	в основе	6	1
329	и их	1	1
330	не должно	1	1
331	и иных	2	1
332	ту же	1	1
333	на основе	2	1
334	в другом	4	1
335	которой сводится	1	1
336	тому как	3	1
337	несмотря на	2	1
338	вопросу о	1	1
339	активную позицию	1	1
340	поле зрения	1	1
341	части и	1	1
342	к общему	1	1
343	во многих	1	1
344	жизненную ситуацию	1	1
345	в индивидуальную	1	1
346	второй план	1	1
347	что это	1	1
348	в противном	2	1
349	хотя и	4	1
350	событии художественного	1	1
351	оно является	1	1
352	так называемые	1	1
353	это уже	1	1
354	о чем	3	1
355	точно и	1	1
356	в ее	6	1
357	существенный момент	1	1
358	это по	1	1
359	и тем	5	1
360	оно становится	1	1
361	и т.п	7	1
362	кажется что	1	1
363	форма лирики	1	1
364	нашем случае	2	1
365	относится не	1	1
366	не требует	1	1
367	проникает в	1	1
368	какой бы	1	1
369	в частности	23	1
370	говорит о	1	1
371	и больше	2	1
372	не как	1	1
373	однако эта	2	1
374	только отдельные	1	1
375	окружающей его	2	1
376	и вся	1	1
377	эта сторона	1	1
378	в качестве	33	1
379	произведение взятое	1	1
380	и некоторые	2	1
381	или иных	3	1
382	значение дело	1	1
383	вступает в	2	1
384	его смысла	1	1
385	этим словом	1	1
386	в одном	3	1
387	в области	7	1
388	одно из	1	1
389	у нас	2	1
390	на которой	1	1
391	что каждый	2	1
392	с жизнью	1	1
393	можно было	1	1
394	вещами и	2	1
395	и делает	1	1
396	бы они	1	1
397	а между	1	1
398	высказывания в	5	1
399	в результате	1	1
400	и это	2	1
401	позицию в	1	1
402	искусства этот	1	1
403	высказывания мы	1	1
404	ни были	1	1
405	в художественно	1	1
406	сводится к	12	1
407	но чтобы	2	1
408	своем значении	1	1
409	не бывает	1	1
410	значительной степени	2	1
411	этом смысле	3	1
412	с ней	1	1
413	подобно тому	3	1
414	во времени	4	1
415	том и	1	1
416	далеко не	4	1
417	только то	1	1
418	слова не	2	1
419	не вполне	2	1
420	у него	2	1
421	а этот	1	1
422	не на	4	1
423	в истории	1	1
424	не могут	2	1
425	к кому	1	1
426	же время	8	1
427	не существует	1	1
428	о литературе	3	1
429	особого эстетического	1	1
430	входят в	1	1
431	и общества	1	1
432	у нее	1	1
433	отношения между	1	1
434	еще один	1	1
435	непосредственно к	1	1
436	в большинстве	2	1
437	и последовательное	1	1
438	свою очередь	3	1
439	всей его	2	1
440	в конечном	6	1
441	ко второму	1	1
442	жизни он	1	1
443	не было	1	1
444	когда мы	1	1
445	связи с	3	1
446	не совпадает	1	1
447	автора с	1	1
448	каждая вещь	1	1
449	читателя и	1	1
450	более или	6	1
451	между людьми	1	1
452	все то	1	1
453	здесь мы	2	1
454	с ее	4	1
455	общения между	2	1
456	мы понимаем	1	1
457	было бы	1	1
458	не знает	4	1
459	в поэтической	1	1
460	к тому	4	1
461	смысл слова	1	1
462	что можно	3	1
463	в организации	3	1
464	из нее	1	1
465	ведь это	1	1
466	двух других	1	1
467	так называемый	1	1
468	произведения в	1	1
469	его носителя	1	1
470	говорящих и	1	1
471	все моменты	1	1
472	как мы	1	1
473	что она	2	1
474	героя оно	1	1
475	бытия и	1	1
476	и о	5	1
477	слова с	1	1
478	и интонациями	1	1
479	эта позиция	1	1
480	позицию по	1	1
481	что для	1	1
482	если мы	2	1
483	на одну	1	1
484	тем же	2	1
485	него не	1	1
486	от всего	1	1
487	именно в	3	1
488	то время	1	1
489	но эта	1	1
490	этого события	1	1
491	конечном счете	6	1
492	душевное состояние	1	1
493	искусства как	2	1
494	в таком	3	1
495	но прежде	1	1
496	оно стало	1	1
497	обратимся к	1	1
498	всех сторон	1	1
499	например в	3	1
500	сама по	2	1
501	тот же	1	1
502	и непосредственное	1	1
503	за пределами	5	1
504	к которому	3	1
505	имеем дело	2	1
506	с которой	1	1
507	это ни	1	1
508	ценностей и	1	1
509	во внутренней	2	1
510	и без	1	1
511	на вещи	1	1
512	же оно	1	1
513	нигде не	1	1
514	отношения в	1	1
515	что все	1	1
516	то она	1	1
517	художественного смысла	1	1
518	ее внутренней	1	1
519	столь же	3	1
520	том же	1	1
521	есть в	3	1
522	смысла слова	1	1
523	же как	1	1
524	или даже	4	1
525	комнате и	1	1
526	если ее	1	1
527	к пониманию	1	1
528	него но	1	1
529	исходит из	1	1
530	места в	1	1
531	и поступки	1	1
532	в порядке	3	1
533	рядом с	1	1
534	из его	1	1
535	жизни за	1	1
536	момент в	1	1
537	в обычной	1	1
538	при чтении	2	1
539	и прежде	2	1
540	в слове	4	1
541	незаместимое место	1	1
542	лирические формы	1	1
543	как будто	2	1
544	определяет его	1	1
545	в различные	1	1
546	на второй	2	1
547	жизни в	2	1
548	противном случае	2	1
549	тем это	1	1
550	но если	1	1
551	слушателя к	1	1
552	они не	1	1
553	в словах	1	1
554	при таком	1	1
555	зрения не	1	1
556	на себя	2	1
557	от его	1	1
558	слова как	3	1
559	простым воспроизведением	2	1
560	тех или	3	1
561	нему как	1	1
562	зрения и	2	1
563	теории искусства	1	1
564	значением а	1	1
565	и внешней	3	1
566	и только	1	1
567	творчества он	1	1
568	по своей	8	1
569	именно эта	1	1
570	с собственной	1	1
571	в двух	1	1
572	должен занимать	1	1
573	и художественного	1	1
574	или иного	6	1
575	может и	2	1
576	отрешиться от	1	1
577	события она	1	1
578	нем по	1	1
579	внешней речи	2	1
580	друг друга	1	1
581	лучшем случае	1	1
582	природой и	1	1
583	к вопросу	1	1
584	для этого	1	1
585	как явление	1	1
586	если она	1	1
587	себе и	1	1
588	искусства в	5	1
589	интонации и	1	1
590	внутренней и	2	1
591	не всегда	2	1
592	на их	1	1
593	чтобы не	2	1
594	в одной	1	1
595	в целом	4	1
596	единство и	1	1
597	культуры в	3	1
598	себя в	7	1
599	крайней мере	1	1
600	это бывает	1	1
601	и становится	1	1
602	или менее	6	1
603	имеет дело	2	1
604	ним на	1	1
605	вовсе не	3	1
606	другого и	1	1
607	русской литературе	2	1
608	в пространстве	2	1
609	я и	2	1
610	тем более	2	1
611	по крайней	1	1
612	его эстетической	3	1
613	перед нами	3	1
614	включает в	2	1
615	автора на	1	1
616	и другого	1	1
617	большинстве своем	1	1
618	речи а	2	1
619	искусства может	1	1
620	не входят	1	1
621	которые в	1	1
622	на них	1	1
