N	2gram	Voloshinov	KFilosof
285	к предмету	2	1
286	но такое	2	1
287	все равно	1	1
288	лежит в	1	1
289	связанная с	1	1
290	связь с	1	1
291	в конечном	1	1
292	и ритм	1	1
293	в зависимости	2	1
294	чуждым ей	1	1
295	и застывшее	1	1
296	в которой	3	1
297	или в	1	1
298	его философских	1	1
299	от своего	2	1
300	разрыва между	1	1
301	ни о	1	1
302	и всякое	1	1
303	равно как	1	1
304	к телу	1	1
305	и чисто	1	1
306	значения как	1	1
307	она является	2	1
308	превращается в	3	1
309	конечном счете	1	1
310	систему и	1	1
311	если он	1	1
312	ведь только	1	1
313	в живом	1	1
314	имеет место	2	1
315	как о	1	1
316	может стать	2	1
317	им и	1	1
318	их в	1	1
319	ведь и	1	1
320	осталась бы	1	1
321	при разных	1	1
322	интонации в	2	1
323	вместе с	1	1
324	на этом	1	1
325	смысловой и	1	1
326	при таком	1	1
327	никто не	1	1
328	этим самым	1	1
329	они не	1	1
330	на все	1	1
331	больше и	1	1
332	к единству	3	1
333	в интонации	2	1
334	предмету но	1	1
335	зависимости от	2	1
336	не знала	1	1
337	об этом	1	1
338	она и	1	1
339	из проявлений	1	1
340	к тому	2	1
341	в одной	1	1
342	особенно в	1	1
343	перевести его	1	1
344	мысли в	1	1
345	его эстетической	1	1
346	осуществляются в	1	1
347	своей научной	1	1
348	с этим	3	1
349	только одно	1	1
350	нет ничего	2	1
351	эти возможности	1	1
352	нуждается в	2	1
353	но может	1	1
354	мы можем	4	1
355	не является	4	1
356	не существует	1	1
357	только к	1	1
358	осуществляется в	1	1
359	в действительности	2	1
360	что мы	1	1
361	лирической пьесы	1	1
362	которую мы	1	1
363	не имеют	1	1
364	жили и	1	1
365	мы уже	2	1
366	подлежит ведению	1	1
367	во все	1	1
368	другими словами	1	1
369	можно установить	1	1
370	но при	1	1
371	эти слова	1	1
372	ни один	3	1
373	и место	1	1
374	осмыслены и	1	1
375	и иных	1	1
376	также и	1	1
377	ту же	1	1
378	о возможности	1	1
379	и оно	1	1
380	осмысления и	1	1
381	в этот	2	1
382	ни была	1	1
383	мы должны	6	1
384	по поводу	1	1
385	слова и	2	1
386	в искусстве	3	1
387	остается только	1	1
388	как свой	1	1
389	и уже	3	1
390	сознании и	1	1
391	ритма и	1	1
392	только на	1	1
393	должны быть	1	1
394	между отдельными	1	1
395	в эстетике	1	1
396	в которую	2	1
397	к психологизму	1	1
398	быть понята	1	1
399	в различных	1	1
400	отношений между	2	1
401	же самое	1	1
402	и до	1	1
403	ту или	1	1
404	как готовая	1	1
405	в истории	1	1
406	и находит	1	1
407	по своей	1	1
408	его конечно	1	1
409	себе в	1	1
410	до того	1	1
411	нуждаются в	1	1
412	оказывается с	1	1
413	содержания в	1	1
414	связанных с	2	1
415	теперь к	1	1
416	каждой данной	1	1
417	бы по	1	1
418	его определение	1	1
419	когда мы	1	1
420	как из	1	1
421	и обосновать	1	1
422	и эстетического	1	1
423	элемента в	2	1
424	но мы	4	1
425	которого является	1	1
426	мышления но	1	1
427	выбора все	1	1
428	к следующему	1	1
429	и никогда	1	1
430	и др	2	1
431	вообще ни	1	1
432	произведения не	1	1
433	даже для	1	1
434	одной из	1	1
435	путь от	1	1
436	поэтому столь	1	1
437	него все	1	1
438	лишь путем	2	1
439	к двум	1	1
440	как все	1	1
441	столь же	1	1
442	он пытается	1	1
443	была действительно	1	1
444	что она	1	1
445	такой же	1	1
446	и о	1	1
447	в значительной	1	1
448	неизбежно влечет	1	1
449	говорить об	2	1
450	одна из	1	1
451	его действительного	1	1
452	ли кто-нибудь	1	1
453	на то	1	1
454	к живому	1	1
455	здесь и	1	1
456	и эстетические	1	1
457	оно может	1	1
458	значимое в	1	1
459	но такой	1	1
460	к другим	1	1
461	понятие о	1	1
462	моментом является	1	1
463	не мог	2	1
464	должен овладеть	1	1
465	и случайное	2	1
466	в системе	1	1
467	того же	1	1
468	чтобы затем	1	1
469	но там	1	1
470	и ценностный	1	1
471	само по	1	1
472	не можем	1	1
473	оказались бы	1	1
474	подойти к	2	1
475	и т.п	7	1
476	в чисто	1	1
477	и приходится	1	1
478	мысли и	1	1
479	формы и	1	1
480	он действительно	1	1
481	своего развития	1	1
