N	2gram	Tiupa_Lite	Problema
127	то и	5	23
128	мы находим	1	23
129	есть не	2	23
130	и к	1	22
131	раз и	2	22
132	только на	3	22
133	никогда не	5	22
134	и является	2	22
135	всех этих	1	22
136	нет ничего	2	22
137	есть в	1	22
138	его в	4	22
139	и от	1	22
140	и есть	3	22
141	и если	1	22
142	что и	3	22
143	в самом	4	21
144	говорить о	1	21
145	для себя	6	21
146	а также	5	21
147	и без	1	21
148	и только	4	21
149	именно в	1	20
150	для того	2	20
151	но как	3	20
152	можно было	3	20
153	и потому	1	20
154	тем что	6	20
155	несмотря на	3	20
156	как о	1	20
157	или в	1	20
158	в них	1	19
159	с ним	2	19
160	самом деле	2	19
161	в каком	1	19
162	то это	2	19
163	уже в	7	19
164	то в	3	19
165	в отношении	2	19
166	но только	3	19
167	он не	4	19
168	если не	1	19
169	если бы	1	19
170	как в	5	19
171	жизни и	6	19
172	в этих	2	18
173	того же	5	18
174	не было	5	18
175	мы и	1	18
176	в ее	1	18
177	того чтобы	1	18
178	в ней	4	18
179	что они	1	17
180	во всех	4	17
181	но уже	2	17
182	и здесь	1	17
183	пока еще	1	17
184	гораздо более	1	17
185	совершенно не	1	17
186	тех или	2	17
187	как это	9	16
188	он и	5	16
189	и вовсе	1	16
190	художественного произведения	1	16
191	же в	6	16
192	для этого	5	16
193	но все	1	16
194	к тому	3	16
195	но даже	2	16
196	между собою	1	16
197	далеко не	4	16
198	и сам	6	15
199	казалось бы	6	15
200	в чем	2	15
201	в той	1	15
202	у него	5	15
203	что не	3	15
204	общего с	3	15
205	и более	1	15
206	в частности	18	15
207	искусства и	6	14
208	уже и	1	14
209	с другими	1	14
210	сих пор	1	14
211	не так	1	14
212	этом случае	2	14
213	все равно	1	14
214	в котором	1	14
215	говорит о	1	14
216	до сих	1	14
217	в дальнейшем	1	14
218	то ни	1	14
219	за пределы	3	14
220	же и	3	13
221	из них	5	13
222	тому что	1	13
223	из этого	2	13
224	ни на	1	13
225	только при	1	13
226	мы имеем	2	13
227	в их	3	13
228	в области	5	13
229	который в	2	13
230	иной раз	1	13
231	мы в	3	13
232	те или	1	13
233	дело в	3	13
234	на земле	1	12
235	при условии	1	12
236	в другом	3	12
237	он сам	2	12
238	с одной	9	12
239	в которой	1	12
240	для них	2	12
241	так или	8	12
242	на первый	1	12
243	в литературе	2	12
244	в начале	4	12
245	что этот	1	12
246	вяч иванов	2	12
247	что это	1	12
248	но именно	1	12
249	или иначе	9	12
250	не говоря	3	12
251	в целом	10	12
252	или иных	2	11
253	бы то	1	11
254	могли бы	1	11
255	жизни в	5	11
256	свидетельствует о	3	11
257	тот же	1	11
258	одной стороны	8	11
259	оказывается что	1	11
260	у пушкина	1	11
261	том или	1	11
262	по поводу	2	11
263	к нему	1	11
264	не о	1	11
265	что его	3	11
266	не могут	1	11
267	и у	1	11
268	мы говорим	1	11
269	в истории	1	11
270	и во	1	11
271	и самого	2	11
272	указание на	1	11
273	в искусстве	4	11
274	в нашей	2	11
275	по этому	2	11
276	на том	3	10
277	но он	1	10
278	что для	2	10
279	один из	7	10
280	художественного творчества	3	10
281	со всеми	2	10
282	бы не	3	10
283	художественное произведение	2	10
284	все еще	2	10
285	в году	18	10
286	в одном	2	10
287	отличается от	1	10
288	все время	1	10
289	и сама	1	10
290	он в	1	10
291	однако в	7	10
292	из которых	3	10
293	состоит из	1	10
294	относится к	3	10
295	только то	3	10
296	собственно говоря	1	10
297	слова и	6	10
298	говоря уже	3	9
299	с собой	4	9
300	в своих	5	9
301	вопрос о	1	9
302	нет и	1	9
303	что даже	1	9
304	представить себе	1	9
305	здесь как	2	9
306	имеет ничего	1	9
307	не мешает	1	9
308	тогда когда	1	9
309	в которых	1	9
310	то он	3	9
311	и искусства	1	9
312	того как	1	9
313	однако не	2	9
314	имеется в	2	9
315	она не	1	9
316	этому поводу	1	9
317	в жизни	7	9
318	в художественном	6	9
319	только для	1	9
320	не вполне	1	9
321	сравнении с	2	9
322	то с	2	9
323	между прочим	1	9
324	это тоже	1	9
325	на себе	1	9
326	бы в	1	9
327	не был	1	9
328	был бы	1	9
329	здесь мы	1	9
330	с ней	1	9
331	в сравнении	2	9
332	и до	1	9
333	в условиях	1	9
334	это было	1	9
335	и наконец	2	9
336	во всем	1	8
337	является в	1	8
338	только что	1	8
339	с этой	6	8
340	он был	1	8
341	нас и	1	8
342	трактуется как	1	8
343	во всей	1	8
344	тем же	5	8
345	поскольку в	3	8
346	что при	1	8
347	но для	1	8
348	от этого	1	8
349	иметь в	1	8
350	тот или	1	8
351	и по	1	8
352	с ее	3	8
353	к его	1	8
354	никто не	1	8
355	из этих	2	8
356	только с	1	8
357	только потому	1	8
358	для искусства	1	8
359	значение в	1	8
360	если и	1	8
361	не все	1	8
362	еще в	7	8
363	вплоть до	4	8
364	для всех	5	8
365	которые не	1	8
366	от всего	1	8
367	и нет	4	8
368	если в	2	8
369	в чистом	1	8
370	и он	3	8
371	ни было	2	8
372	себе и	2	8
373	чистом виде	1	8
374	которое мы	1	8
375	в силу	4	8
376	и особенно	1	8
377	и этот	1	8
378	является здесь	1	8
379	это уже	2	8
380	а если	2	8
381	в сознании	3	8
382	для него	6	8
383	в г	1	8
384	а то	2	8
385	с самого	1	8
386	как он	2	8
387	даже в	6	7
388	с самим	1	7
389	себе в	3	7
390	в значительной	1	7
391	все в	1	7
392	а с	2	7
393	в случае	5	7
394	не раз	2	7
395	жизни а	1	7
396	своего собственного	1	7
397	к другому	1	7
398	одной из	2	7
399	была бы	1	7
400	перейти к	1	7
401	в такой	1	7
402	как угодно	1	7
403	с полным	1	7
404	же это	3	7
405	не можем	2	7
406	в это	1	7
407	же автора	1	7
408	уже о	2	7
409	самого начала	1	7
410	есть по	1	7
411	по преимуществу	6	7
412	тому же	2	7
413	же как	3	7
414	в советской	1	7
415	однако и	2	7
416	и который	1	7
417	за это	1	7
418	не на	2	7
419	все они	2	7
420	в основе	5	7
421	о своем	3	7
422	друг друга	5	7
423	ее в	1	7
424	сознания и	1	7
425	в эпоху	1	7
426	говорят о	1	7
427	мира и	1	7
428	в какой	2	7
429	бы весьма	1	7
430	не как	4	6
431	что слово	1	6
432	уже на	1	6
433	первый взгляд	1	6
434	в действительности	2	6
435	только как	1	6
436	не всегда	1	6
437	с самой	1	6
438	на него	1	6
439	нами не	2	6
440	мышления и	3	6
441	до конца	3	6
442	от всякой	2	6
443	или не	1	6
444	в песне	1	6
445	по своей	3	6
446	в общем	1	6
447	это совершенно	1	6
448	в него	1	6
449	чтобы не	2	6
450	в статье	2	6
451	отношения к	1	6
452	зависимости от	1	6
453	и уже	1	6
454	могут быть	4	6
455	и всегда	2	6
456	идеи и	1	6
457	людей в	1	6
458	просто как	1	6
459	есть и	1	6
460	м исаковского	1	6
461	уже у	1	6
462	а скорее	2	6
463	самого себя	3	6
464	нам представляется	3	6
465	перестает быть	5	6
466	и того	2	6
467	на первом	2	6
468	как на	3	6
469	под названием	3	6
470	в зависимости	1	6
471	не мог	3	6
472	нельзя сказать	1	6
473	не знает	3	6
474	бы быть	1	6
475	во время	1	6
476	из тех	2	6
477	в слове	3	6
478	в известном	1	6
479	ни к	1	6
480	с его	5	6
481	одним и	1	6
482	этом отношении	5	6
483	но с	3	6
484	по существу	4	6
485	с той	1	6
486	к своему	2	6
487	для которого	1	6
488	на свете	2	6
489	дело не	2	6
490	когда он	1	6
491	в поэме	5	6
492	нового времени	2	6
493	стороны и	1	6
494	и самой	1	6
495	не к	3	6
496	в настоящем	1	5
497	сама собой	1	5
498	или ином	1	5
499	и пусть	1	5
500	в противоположность	2	5
501	в этот	1	5
502	и когда	1	5
503	и еще	1	5
504	к этому	2	5
505	как такового	1	5
506	на себя	4	5
507	я не	8	5
508	в каждом	2	5
509	о себе	7	5
510	если оно	2	5
511	и весьма	2	5
512	оно и	1	5
513	еще только	1	5
514	одно и	1	5
515	человеческого духа	2	5
516	между тем	2	5
517	мы видели	1	5
518	но зато	2	5
519	у чехова	1	5
520	его на	1	5
521	поэтому в	1	5
522	сводится к	4	5
523	подобно тому	4	5
524	текста и	1	5
525	нам в	1	5
526	и будет	2	5
527	своей собственной	2	5
528	тех пор	2	5
529	и вся	1	5
530	что может	1	5
531	о нем	1	5
532	самой этой	1	5
533	что ни	1	5
534	о каком	1	5
535	с первого	1	5
536	объективного мира	1	5
537	огонь и	1	5
538	человека в	5	5
539	человека и	2	5
540	как то	1	5
541	художественное творчество	2	5
542	мира в	4	5
543	все что	3	5
544	лет назад	1	5
545	оказывается не	2	5
546	из всех	1	5
547	по мысли	2	5
548	у достоевского	2	5
549	сам же	2	5
550	во многих	3	5
551	и общества	1	5
552	представляется что	1	5
553	а мы	1	5
554	себя в	7	5
555	свое собственное	3	5
556	том чтобы	1	5
557	от его	1	5
558	должно быть	1	5
559	все прочие	1	5
560	за то	2	5
561	от тех	2	5
562	одним из	8	5
563	литературе и	1	5
564	себе не	2	5
565	одна из	8	5
566	о его	1	5
567	не знал	1	5
568	знает что	1	5
569	которая не	2	5
570	здесь и	1	5
571	они не	1	5
572	том числе	2	5
573	не для	2	5
574	же именно	1	5
575	но по	2	5
576	он говорит	2	5
577	ту или	2	5
578	тому как	4	5
579	в пределах	4	5
580	лишь в	4	5
581	отношение к	1	5
582	тот кто	1	5
583	только по	1	5
584	и прежде	4	5
585	об этой	1	5
586	со всем	1	4
587	рассматриваться в	1	4
588	тем как	1	4
589	на нас	1	4
590	и само	3	4
591	понимается как	1	4
592	на свою	3	4
593	в мир	1	4
594	на эту	1	4
595	человеческой речи	1	4
596	но мы	1	4
597	так например	1	4
598	у н	1	4
599	не могли	1	4
600	знал что	1	4
601	но эти	1	4
602	о них	1	4
603	и те	1	4
604	любви к	1	4
605	в контексте	1	4
606	именно так	3	4
607	на котором	1	4
608	бы вполне	1	4
609	как нам	2	4
610	для своего	2	4
611	или иную	2	4
612	одно из	3	4
613	является принципом	1	4
614	существует только	1	4
615	мы это	1	4
616	в эту	1	4
617	человека а	2	4
618	в русской	13	4
619	себе как	2	4
620	в одну	1	4
621	с такой	1	4
622	объективной действительности	1	4
623	говорит и	1	4
624	особого рода	3	4
625	уже тем	1	4
626	можно назвать	1	4
627	это время	1	4
628	не знали	3	4
629	этот образ	1	4
630	нет в	2	4
631	на какой	1	4
632	в свою	2	4
633	для нее	2	4
634	я в	12	4
635	той же	5	4
636	этот последний	1	4
637	у них	1	4
638	этот путь	3	4
639	новой жизни	1	4
640	он как	1	4
641	ничего кроме	2	4
642	себя самого	1	4
643	это именно	1	4
644	с их	3	4
645	и вы	1	4
646	на нее	2	4
647	на одном	1	4
648	отличие от	6	4
649	и времени	1	4
650	при всем	4	4
651	нам о	1	4
652	есть такое	1	4
653	эту тему	1	4
654	однако для	1	4
655	мировой революции	1	4
656	от него	2	4
657	к этой	2	4
658	дело с	1	4
659	она уже	1	4
660	во втором	3	4
661	требует от	1	4
662	за ним	1	4
663	например в	3	4
664	поскольку он	2	4
665	переходит в	1	4
666	но они	1	4
667	образа и	1	4
668	должен быть	2	4
669	наряду с	1	4
670	духа и	1	4
671	имеем дело	2	4
672	собой и	1	4
673	не выходит	1	4
674	она и	1	4
675	для которой	1	4
676	xix века	6	4
677	что вы	1	4
678	это мы	1	4
679	которое в	1	4
680	теми или	1	4
681	могло бы	1	4
682	вопроса о	1	4
683	кажется что	1	4
684	у которого	1	4
685	и каждый	2	4
686	и др	4	4
687	но ее	1	4
688	с чем	3	4
689	а как	2	4
690	и менее	1	4
691	в сущности	5	4
692	этой точки	3	4
693	все на	1	4
694	себя и	3	4
695	в тебе	2	4
696	мог бы	1	4
697	не стоит	1	4
698	теперь уже	1	4
699	человеческого я	3	4
700	ему в	2	4
701	и за	2	4
702	который бы	2	4
703	бы на	2	4
704	со своим	2	4
705	чем он	1	4
706	что к	1	4
707	в ту	1	4
708	при таком	1	4
709	перед собой	1	4
710	они все	1	4
711	что от	1	4
712	до тех	2	4
713	всю свою	1	4
714	столько же	1	4
715	на всю	1	4
716	еще на	1	4
717	на это	2	4
718	значение слова	1	4
719	одного из	4	4
720	отождествляется с	1	4
721	только после	1	4
722	более не	2	3
723	например есть	1	3
724	в душе	3	3
725	время не	2	3
726	представлений о	1	3
727	не столько	8	3
728	до последнего	2	3
729	чтобы в	1	3
730	и другим	1	3
731	когда это	1	3
732	общения людей	2	3
733	мир и	2	3
734	свою собственную	1	3
735	значение только	1	3
736	представляет собой	5	3
737	времени в	1	3
738	во всякой	1	3
739	путь от	1	3
740	природы которая	1	3
741	от них	1	3
742	в отдельных	1	3
743	для этой	2	3
744	но тем	4	3
745	и мы	2	3
746	что уже	1	3
747	что а	1	3
748	как таковое	1	3
749	и хорошо	1	3
750	я и	10	3
751	здесь мыслится	1	3
752	художественности и	1	3
753	а для	3	3
754	я на	3	3
755	только от	1	3
756	нами как	1	3
757	это вполне	1	3
758	свое место	1	3
759	эти слова	2	3
760	на чем	1	3
761	из нас	2	3
762	вот в	1	3
763	появляется у	1	3
764	для тех	1	3
765	с неба	1	3
766	например что	1	3
767	новых и	2	3
768	из таких	2	3
769	и закон	1	3
770	князя андрея	1	3
771	однако мы	1	3
772	от своего	3	3
773	что такой	1	3
774	произведение в	2	3
775	который не	1	3
776	при всех	2	3
777	если брать	1	3
778	к той	1	3
779	но тут	1	3
780	и состоит	2	3
781	мысли и	1	3
782	такую же	1	3
783	в новой	1	3
784	не сам	2	3
785	со всей	2	3
786	речь идет	3	3
787	от других	2	3
788	на основании	1	3
789	маяковского в	1	3
790	каждый из	4	3
791	было и	1	3
792	в отличие	6	3
793	будь то	2	3
794	к предмету	1	3
795	имел в	2	3
796	а все	1	3
797	основана на	1	3
798	что будет	1	3
799	который как	1	3
800	нас только	1	3
801	в силах	1	3
802	например о	1	3
803	в любом	2	3
804	мы никогда	1	3
805	это свидетельствует	1	3
806	один и	1	3
807	пока не	2	3
808	в каждой	2	3
809	а он	1	3
810	в одной	1	3
811	и свои	1	3
812	это конечно	1	3
813	и других	4	3
814	но при	2	3
815	ни один	1	3
816	кто не	1	3
817	что нам	1	3
818	и жизни	4	3
819	одного и	1	3
820	и своя	1	3
821	может и	1	3
822	русской литературе	7	3
823	которая в	3	3
824	например с	1	3
825	в первом	1	3
826	а во-вторых	1	3
827	мысль о	2	3
828	на существование	1	3
829	остается только	1	3
830	вот почему	1	3
831	оно было	1	3
832	превращается в	2	3
833	то как	2	3
834	вернуться к	1	3
835	революции в	1	3
836	быть в	1	3
837	языка как	1	3
838	этом же	1	3
839	собой а	1	3
840	от ее	1	3
841	есть их	1	3
842	ее и	1	3
843	после того	1	3
844	сознания с	1	3
845	речь не	1	3
846	не обладает	2	3
847	а к	2	3
848	и своего	1	3
849	н тихонова	1	3
850	и м	2	3
851	должен был	1	3
852	на этом	3	3
853	от самого	2	3
854	как человек	1	3
855	надежд и	1	3
856	произведения искусства	4	3
857	в системе	1	3
858	за ними	1	3
859	сущности говоря	1	3
860	в москве	2	3
861	например не	1	3
862	в первой	1	3
863	столь же	5	3
864	самим собою	2	3
865	в подлинном	1	3
866	а потому	4	3
867	должна быть	3	3
868	самой жизни	1	3
869	о которой	2	3
870	не аллегория	1	3
871	из того	3	3
872	однако он	1	3
873	борьбы с	1	3
874	не ставит	1	3
875	в россии	2	3
876	в романе	1	3
877	а иной	1	3
878	со стороны	6	3
879	всей своей	2	3
880	о любви	1	3
881	второго порядка	1	3
882	каким угодно	1	3
883	земли и	1	3
884	потому и	1	3
885	и многих	1	3
886	не за	1	3
887	в образе	1	3
888	из моментов	1	3
889	том же	3	3
890	жизни но	1	3
891	выходит за	1	3
892	многих других	1	3
893	с начала	1	3
894	от которого	1	3
895	с разными	1	3
896	жизни это	1	3
897	и где	1	3
898	только лишь	1	3
899	здесь вполне	1	3
900	в эпилоге	1	3
901	в трех	1	3
902	в понимании	1	3
903	нуждается в	3	3
904	красоты и	1	3
905	как для	1	3
906	однако с	2	2
907	и мыслить	1	2
908	ильич ленин	1	2
909	образов в	1	2
910	никогда и	1	2
911	в последнее	1	2
912	между этими	1	2
913	советского союза	1	2
914	к действительности	1	2
915	именно она	1	2
916	какой бы	1	2
917	у гончарова	1	2
918	только из	1	2
919	он остается	1	2
920	из двух	1	2
921	чего бы	2	2
922	ни были	1	2
923	в суть	1	2
924	по тому	1	2
925	человеческой истории	1	2
926	всем его	1	2
927	его жизни	1	2
928	эти идеи	1	2
929	тех кто	3	2
930	почти исключительно	1	2
931	внутри себя	1	2
932	за собой	2	2
933	свою очередь	2	2
934	так называемых	2	2
935	и начинает	1	2
936	с другим	1	2
937	утверждал что	2	2
938	я с	1	2
939	нас на	1	2
940	него не	1	2
941	и вдруг	1	2
942	а суркова	1	2
943	тебя за	1	2
944	понятие о	1	2
945	и живет	1	2
946	жизни с	2	2
947	бывает весьма	1	2
948	полное тождество	1	2
949	до их	1	2
950	в следующем	1	2
951	и некоторые	1	2
952	и говорит	2	2
953	не нуждается	1	2
954	все того	1	2
955	простой и	1	2
956	в третьем	3	2
957	большинстве случаев	1	2
958	вопрос что	1	2
959	войне и	2	2
960	от читателя	2	2
961	говоря в	1	2
962	что чем	1	2
963	такого чего	1	2
964	лермонтов в	1	2
965	в рассказе	1	2
966	так просто	1	2
967	перед лицом	2	2
968	подход к	1	2
969	что есть	2	2
970	искусства но	1	2
971	когда они	1	2
972	нечто противоположное	1	2
973	владимир ильич	2	2
974	бы ни	1	2
975	есть ли	1	2
976	не случайно	5	2
977	такое произведение	2	2
978	о ленине	1	2
979	возможна только	1	2
980	преступления и	1	2
981	бы они	1	2
982	он уже	1	2
983	и конечно	1	2
984	героя в	2	2
985	отличное от	1	2
986	эти и	2	2
987	нашем понимании	1	2
988	он на	2	2
989	ниже в	1	2
990	в медном	1	2
991	одновременно с	2	2
992	по отношению	6	2
993	сознания однако	1	2
994	обращается к	5	2
995	становится ясным	1	2
996	то здесь	1	2
997	виду не	2	2
998	есть от	1	2
999	в роли	3	2
1000	на основе	2	2
1001	художественных произведений	1	2
1002	на два	2	2
1003	на плечи	2	2
1004	в значении	1	2
1005	россии в	1	2
1006	вслед за	1	2
1007	и мыслится	1	2
1008	в глазах	4	2
1009	в произведениях	1	2
1010	в одноименном	1	2
1011	исключительно в	1	2
1012	жизни не	2	2
1013	другого и	1	2
1014	самом и	1	2
1015	всего является	1	2
1016	своего рода	22	2
1017	в свое	1	2
1018	что ему	4	2
1019	со мной	2	2
1020	основе своей	1	2
1021	надежду на	1	2
1022	ее на	1	2
1023	м алигер	1	2
1024	возникает в	1	2
1025	в художественной	4	2
1026	нам не	1	2
1027	только своей	1	2
1028	то самое	1	2
1029	данной художественной	1	2
1030	силу и	1	2
1031	слова а	1	2
1032	когда же	1	2
1033	это всегда	1	2
1034	от всех	2	2
1035	в войне	1	2
1036	и всякое	1	2
1037	этого пути	1	2
1038	мы ее	1	2
1039	является по	2	2
1040	этого романа	1	2
1041	на фоне	5	2
1042	нет у	1	2
1043	и я	7	2
1044	со своей	3	2
1045	а так	1	2
1046	бы это	1	2
1047	которые были	1	2
1048	и внутреннее	1	2
1049	впрочем у	1	2
1050	xx века	2	2
1051	на один	2	2
1052	настолько глубоко	1	2
1053	на ступени	1	2
1054	элементов а	1	2
1055	не с	2	2
1056	у кого	2	2
1057	у поэта	1	2
1058	человека с	1	2
1059	и всякая	1	2
1060	ведь мы	2	2
1061	в плане	1	2
1062	вообще является	1	2
1063	дня и	1	2
1064	которая так	1	2
1065	может показаться	1	2
1066	такой же	3	2
1067	право на	4	2
1068	и художественного	2	2
1069	и эта	1	2
1070	теории искусства	1	2
1071	за счет	1	2
1072	ней не	1	2
1073	в момент	1	2
1074	можно и	2	2
1075	случае мы	1	2
1076	всей жизни	1	2
1077	тишина и	1	2
1078	строго говоря	1	2
1079	и мифа	1	2
1080	угодно но	1	2
1081	что человек	1	2
1082	что перед	1	2
1083	стихотворении с	1	2
1084	раз с	1	2
1085	как эмблема	1	2
1086	приходит к	1	2
1087	среди прочих	1	2
1088	в борьбе	1	2
1089	собой все	1	2
1090	черты в	2	2
1091	которого нет	1	2
1092	уже об	1	2
1093	само собою	1	2
1094	места и	1	2
1095	разговоре с	2	2
1096	что по	1	2
1097	медном всаднике	1	2
1098	роль в	2	2
1099	и стал	1	2
1100	но за	1	2
1101	ли не	7	2
1102	я живу	1	2
1103	при наличии	1	2
1104	в полтаве	1	2
1105	третьем лице	2	2
1106	имеет в	1	2
1107	не должен	3	2
1108	а после	1	2
1109	с нашим	1	2
1110	не уверен	1	2
1111	настолько что	1	2
1112	на самое	1	2
1113	жизни как	3	2
1114	для понимания	2	2
1115	революции и	1	2
1116	от себя	2	2
1117	маяковского владимир	1	2
1118	на почве	2	2
1119	в состоянии	1	2
1120	жизни человека	1	2
1121	но такой	1	2
1122	классической литературы	3	2
1123	и бесконечно	1	2
1124	гражданской войны	1	2
1125	отношения между	3	2
1126	где б	1	2
1127	евгении онегине	1	2
1128	человек в	2	2
1129	всем своем	1	2
1130	и вещи	1	2
1131	вполне закономерно	1	2
1132	не станем	2	2
1133	как например	1	2
1134	собою а	1	2
1135	например как	1	2
1136	жизни вообще	1	2
1137	текст и	1	2
1138	слов или	1	2
1139	стремится к	1	2
1140	ту же	4	2
1141	сознания так	1	2
1142	констатировать в	1	2
1143	является одним	1	2
1144	с большой	1	2
1145	т п	2	2
1146	здесь поэт	2	2
1147	я вам	1	2
1148	насилия и	1	2
1149	чем и	1	2
1150	в один	1	2
1151	значения слов	1	2
1152	на рубеже	4	2
1153	в состав	1	2
1154	кстати сказать	1	2
1155	в ночи	1	2
1156	самих себя	1	2
1157	от жизни	2	2
1158	как с	1	2
1159	предметы и	1	2
1160	и свою	1	2
1161	а по	2	2
1162	нас как	1	2
1163	и никто	1	2
1164	уже самого	1	2
1165	символизм и	1	2
1166	для писателя	1	2
1167	образом если	1	2
1168	например и	2	2
1169	необходимой для	1	2
1170	является функцией	1	2
1171	и поскольку	1	2
1172	может стать	1	2
1173	рода смысл	1	2
1174	поэтому для	2	2
1175	и творчество	1	2
1176	сам поэт	1	2
1177	не должно	1	2
1178	здесь о	1	2
1179	в ночь	1	2
1180	более и	1	2
1181	в новых	1	2
1182	среди которых	1	2
1183	быть это	4	2
1184	а во	2	2
1185	автора в	2	2
1186	образом не	1	2
1187	и окончательно	1	2
1188	данного произведения	1	2
1189	произведения и	1	2
1190	что я	4	2
1191	в литературном	1	2
1192	стихотворение в	1	2
1193	же он	1	2
1194	искусства в	2	2
1195	не будучи	1	2
1196	стороны он	1	2
1197	о родине	1	2
1198	души и	1	2
1199	что иначе	1	2
1200	произведения как	2	2
1201	однако как	1	2
1202	и вот	2	2
1203	тому чтобы	1	2
1204	и страшной	1	2
1205	по словам	1	2
1206	а на	1	2
1207	отказаться от	1	2
1208	этого не	2	2
1209	однако несомненно	1	2
1210	в глубине	1	2
1211	последнее время	1	2
1212	всякий акт	1	2
1213	ко всему	4	2
1214	которая может	1	2
1215	впоследствии в	1	2
1216	нужно было	1	2
1217	частности в	1	2
1218	говоря о	1	2
1219	резко отличается	1	2
1220	не станет	1	2
1221	и мире	1	2
1222	россии как	2	2
1223	действительности не	1	2
1224	отношению к	4	2
1225	слова в	2	2
1226	к новому	1	2
1227	все более	3	2
1228	а я	2	2
1229	все индивидуальные	1	1
1230	в центре	1	1
1231	этой проблеме	1	1
1232	с момента	1	1
1233	как носитель	2	1
1234	и самому	1	1
1235	общий для	1	1
1236	в финале	2	1
1237	а перед	1	1
1238	вновь и	1	1
1239	на второй	2	1
1240	советской власти	1	1
1241	остался в	1	1
1242	частности для	1	1
1243	сам автор	1	1
1244	и лучше	1	1
1245	а затем	3	1
1246	но собственно	1	1
1247	бесконечного и	1	1
1248	страны как	1	1
1249	между ними	1	1
1250	с действительностью	2	1
1251	на смену	6	1
1252	поскольку здесь	1	1
1253	для любого	1	1
1254	его носителя	1	1
1255	данном стихотворении	1	1
1256	мира это	1	1
1257	в ссылке	1	1
1258	о полном	1	1
1259	здесь дело	1	1
1260	ленина и	1	1
1261	к бытию	1	1
1262	всех подобных	1	1
1263	и сделал	1	1
1264	кристаллизуется в	1	1
1265	не его	1	1
1266	и по-своему	1	1
1267	польше в	1	1
1268	не служит	1	1
1269	союза советских	1	1
1270	самое себя	1	1
1271	не хуже	1	1
1272	поэт и	1	1
1273	для настоящей	1	1
1274	нашего века	1	1
1275	ипполит в	1	1
1276	из их	1	1
1277	к своей	2	1
1278	слов но	2	1
1279	однако нет	1	1
1280	но может	1	1
1281	каждое слово	1	1
1282	несколько примеров	1	1
1283	к мысли	1	1
1284	искусства это	2	1
1285	и другую	1	1
1286	от своей	1	1
1287	от меня	1	1
1288	за рамки	1	1
1289	для вас	2	1
1290	было сказано	1	1
1291	с xviii	1	1
1292	области художественного	1	1
1293	тенденцию к	1	1
1294	именно его	1	1
1295	переход от	1	1
1296	для всей	2	1
1297	и говорил	1	1
1298	но разве	1	1
1299	каковы например	1	1
1300	как от	1	1
1301	русской литературы	3	1
1302	не удивительно	1	1
1303	мной и	1	1
1304	писавшего в	1	1
1305	искусство не	2	1
1306	даже у	1	1
1307	слово как	1	1
1308	и искусство	1	1
1309	к ее	1	1
1310	и духовного	1	1
1311	что едва	1	1
