N	3gram	Bakhtin_Pr	Mirosoze
102	и для него	1	2
103	никогда не бывает	1	2
104	и во всяком	1	2
105	тем что в	1	2
106	и есть та	1	2
107	и только в	1	2
108	у достоевского он	1	2
109	он не только	2	2
110	и ту же	1	2
111	только это и	1	2
112	и менее всего	1	2
113	в себе и	2	2
114	ивана карамазова в	1	2
115	с самим собою	2	2
116	место в творчестве	1	2
117	в образе христа	1	2
118	и в самой	2	2
119	одно из самых	1	2
120	достоевского прежде всего	1	2
121	тем что он	1	2
122	своей записной книжке	2	2
123	в центре его	1	2
124	из подполья и	3	2
125	что в нем	1	2
126	в своей записной	2	2
127	подобно тому как	3	2
128	не могут быть	1	2
129	к учению о	1	2
130	никогда не может	2	2
131	т е в	3	2
132	как бы в	6	2
133	достоевского и в	1	2
134	в этом отношении	3	2
135	уже не только	1	2
136	и не знает	2	2
137	выходящим за пределы	1	1
138	и он сам	1	1
139	к нему не	1	1
140	униженных и оскорбленных	1	1
141	является для достоевского	1	1
142	в него как	2	1
143	а может быть	1	1
144	иное отношение к	1	1
145	все это не	1	1
146	с ним связаны	1	1
147	бы он ни	2	1
148	творчестве достоевского но	2	1
149	что в мире	1	1
150	он не принимает	1	1
151	том что это	1	1
152	с ним как	1	1
153	у достоевского мы	1	1
154	ничего общего не	1	1
155	достоевского не было	1	1
156	у ивана карамазова	1	1
157	обладают лишь те	1	1
158	и в этих	1	1
159	и т п	10	1
160	ставрогина ивана карамазова	1	1
161	у достоевского нельзя	1	1
162	не менее чем	1	1
163	рыдая и обливая	1	1
164	к нему как	1	1
165	центре его творчества	1	1
166	во всех его	1	1
167	он ни был	2	1
168	оно должно быть	2	1
169	ставил и решал	1	1
170	и его любовь	1	1
171	не знает что	1	1
172	знает может быть	1	1
173	ли бы он	1	1
174	великого инквизитора и	1	1
175	что они не	1	1
176	смысле слова это	1	1
177	образ человека и	1	1
178	в самом деле	6	1
179	в котором может	1	1
180	прежде всего видит	1	1
181	в своем художественном	1	1
182	духа в этом	1	1
183	они не могут	1	1
184	творчества достоевского как	1	1
185	у него в	2	1
186	его любовь к	1	1
187	слезами и исступленно	1	1
188	его жизнь в	1	1
189	и есть то	1	1
190	но и он	1	1
191	друг на друга	2	1
192	герой из подполья	2	1
193	достоевского не только	1	1
194	человека в человеке	4	1
195	сам по себе	2	1
196	обливая своими слезами	1	1
197	но не только	1	1
198	не в том	1	1
199	в последний раз	1	1
200	друг с другом	3	1
201	в письме к	2	1
202	сохранить за собой	1	1
203	не потому что	1	1
204	входит в содержание	1	1
205	что он сам	1	1
206	а между тем	1	1
207	то же что	3	1
208	достоевский не знает	1	1
209	ибо и в	1	1
210	и в словах	2	1
211	своими слезами и	1	1
212	в зависимости от	5	1
213	идеи в нем	2	1
214	вместо того чтобы	1	1
215	за пределы своего	1	1
216	в себе он	1	1
217	между этими двумя	1	1
218	и хоть и	1	1
219	внутренние противоречия и	1	1
220	в этом мире	1	1
221	но и не	2	1
222	и весь мир	1	1
223	в противоречии с	1	1
224	что до сих	1	1
225	было дано в	1	1
226	достоевского в этом	2	1
227	по ту сторону	2	1
228	в отличие от	4	1
229	и в других	2	1
230	карамазова и др	1	1
231	значит конечно что	2	1
232	собственной идеи не	1	1
233	для него мысль	1	1
234	по замыслу достоевского	2	1
235	и по отношению	1	1
236	достоевского и его	1	1
237	в этом новом	1	1
238	но не в	1	1
239	сознания и в	1	1
240	в себе в	1	1
241	только в нем	1	1
242	в котором я	1	1
243	у него не	1	1
244	ни в какие	1	1
245	да ведь это	2	1
246	с другой стороны	6	1
247	переносится в вечность	1	1
248	и в том	1	1
249	берет на себя	1	1
250	и потому она	1	1
251	в той же	3	1
252	ставит нас перед	2	1
253	он сам по	1	1
254	раз и навсегда	1	1
255	я знаю что	1	1
256	только может быть	1	1
257	была для него	3	1
258	прежде всего как	1	1
259	сих пор не	1	1
260	к нему и	2	1
261	лишь тогда когда	1	1
262	мог бы сказать	1	1
263	вводит достоевский в	1	1
264	и могут быть	1	1
265	той или иной	1	1
266	и истину в	1	1
267	слова а не	1	1
268	по существу своему	1	1
269	он должен быть	1	1
270	своем художественном творчестве	1	1
271	и вот в	1	1
272	это не так	1	1
273	с точки зрения	21	1
274	но она не	1	1
275	а не как	5	1
276	со всеми его	1	1
277	имеем в виду	1	1
278	исступленно клялся любить	1	1
279	голос самого достоевского	1	1
280	он не всегда	1	1
281	нему как к	1	1
282	в целом мире	1	1
283	его отношения к	1	1
284	и обливая своими	1	1
285	и не в	1	1
286	не было этой	1	1
287	бы и самый	1	1
288	а следовательно и	2	1
289	не значит конечно	2	1
290	достоевского в его	3	1
291	нужно сказать что	1	1
292	себе что он	1	1
293	в то же	13	1
294	всего того что	1	1
295	ни на что	1	1
296	отношению к нему	2	1
297	в самой жизни	1	1
298	у данте и	1	1
299	и его жизнь	1	1
300	все те же	1	1
301	то же время	13	1
302	него как в	1	1
303	что действие романа	1	1
304	на самом деле	4	1
305	его личности и	1	1
306	то стало быть	1	1
307	я не могу	1	1
308	и не раскрывает	1	1
309	тому как в	1	1
310	он прежде всего	1	1
311	я не только	1	1
312	занимает очень важное	1	1
313	выйти за пределы	1	1
314	достоевского нельзя найти	1	1
315	обычном смысле слова	1	1
316	плача рыдая и	1	1
317	так же не	1	1
318	и к нему	1	1
319	не имеет с	1	1
320	или лучше сказать	1	1
321	есть то что	1	1
322	мы имеем в	1	1
323	это прежде всего	1	1
324	уже не было	1	1
325	к одному знаменателю	2	1
326	с самим собой	1	1
327	самой жизни а	1	1
328	в обычном смысле	1	1
329	и исступленно клялся	1	1
330	который не был	1	1
331	жизни а не	1	1
332	не может найти	2	1
333	и великого инквизитора	1	1
334	в платоновском смысле	1	1
335	у достоевского почти	1	1
336	униженным и оскорбленным	1	1
337	она может быть	1	1
338	а вовсе не	2	1
339	романов достоевского не	1	1
340	все в нем	1	1
341	та или иная	1	1
342	не дает никакой	1	1
343	в нем и	1	1
344	с одной стороны	1	1
345	общего не имеет	1	1
346	выход за пределы	1	1
347	очень важное место	1	1
348	сама по себе	5	1
349	к униженным и	1	1
350	что он живет	1	1
351	а не о	1	1
352	если бы не	1	1
