N	2gram	Bakhtin_fo	Sovremen
305	между двумя	6	1
306	вследствие этого	4	1
307	аналогии с	1	1
308	что дело	1	1
309	ей не	1	1
310	а затем	3	1
311	всеми этими	1	1
312	мы в	1	1
313	как у	2	1
314	увидим что	1	1
315	только на	3	1
316	но они	3	1
317	пока не	1	1
318	и их	11	1
319	это своеобразное	1	1
320	остановиться на	1	1
321	она совсем	1	1
322	все что	2	1
323	не приходится	1	1
324	и та	2	1
325	для своего	2	1
326	и при	1	1
327	на самом	1	1
328	здесь в	6	1
329	для них	3	1
330	сколько угодно	2	1
331	совершенно так	1	1
332	и должно	2	1
333	термин этот	1	1
334	и наиболее	1	1
335	ни в	9	1
336	новое время	1	1
337	и от	3	1
338	в начале	3	1
339	нами в	1	1
340	его таким	1	1
341	факт что	1	1
342	по отношению	3	1
343	еще в	1	1
344	и дадим	1	1
345	поэтому ничто	1	1
346	но отнюдь	1	1
347	утверждает что	2	1
348	значении в	1	1
349	стороны и	2	1
350	роль играет	1	1
351	конечно не	7	1
352	и ничего	1	1
353	весь мир	3	1
354	и само	1	1
355	и тот	2	1
356	но что	1	1
357	переходит из	1	1
358	и те	4	1
359	только в	12	1
360	тот факт	1	1
361	дословном переводе	1	1
362	не способна	1	1
363	в совершенно	3	1
364	этот вопрос	1	1
365	функции в	1	1
366	углом зрения	2	1
367	все равно	1	1
368	же время	13	1
369	и может	2	1
370	в ином	1	1
371	так же	7	1
372	его в	8	1
373	или как	5	1
374	три различных	1	1
375	себе в	1	1
376	в большинстве	3	1
377	совершенно независимо	1	1
378	с человеком	2	1
379	чем в	3	1
380	в будущем	1	1
381	в своих	1	1
382	например при	1	1
383	не было	8	1
384	без всяких	1	1
385	с его	10	1
386	и первое	1	1
387	один из	5	1
388	силу и	1	1
389	не более	1	1
390	если бы	6	1
391	оно вообще	1	1
392	и несколько	2	1
393	лишено всякой	1	1
394	не знает	4	1
395	или в	3	1
396	под углом	2	1
397	на которые	2	1
398	внешний и	1	1
399	очень важную	1	1
400	в гуще	1	1
401	должны еще	1	1
402	ни одного	1	1
403	закономерностей и	1	1
404	равно как	4	1
405	наших дней	1	1
406	можем поставить	1	1
407	и еще	3	1
408	их и	3	1
409	как их	2	1
410	как его	3	1
411	другой день	2	1
412	понятия и	1	1
413	в эту	1	1
414	так называемый	2	1
415	самая форма	1	1
416	мы говорим	1	1
417	но эта	5	1
418	теперь мы	1	1
419	перечисленные нами	1	1
420	дело в	3	1
421	всегда строго	1	1
422	эта схема	1	1
423	во многом	2	1
424	сами по	2	1
425	ее роль	1	1
426	физиологическом и	1	1
427	позволит нам	1	1
428	в данной	2	1
429	природы и	2	1
430	же как	2	1
431	по существу	17	1
432	сказать что	4	1
433	и эта	2	1
434	быть только	4	1
435	дальнейшем мы	1	1
436	дальше за	1	1
437	в ту	1	1
438	развернуть в	1	1
439	жизни как	2	1
440	но для	2	1
441	мы надеемся	1	1
442	опыта и	1	1
443	xviii века	3	1
444	именно в	5	1
445	уже на	3	1
446	и действительно	1	1
447	такое же	1	1
448	и до	7	1
449	представление о	1	1
450	это делает	1	1
451	мы это	2	1
452	благодаря этому	1	1
453	иметь место	1	1
454	отношению к	5	1
455	в основу	3	1
456	как нет	1	1
457	одной из	3	1
458	жизнью на	1	1
459	или скажем	1	1
460	третий день	1	1
461	более и	2	1
462	в своем	8	1
463	собой поэтому	1	1
464	в корне	2	1
465	она и	1	1
466	необходимости и	1	1
467	по аналогии	2	1
468	представители этого	1	1
469	уже знаем	1	1
470	в связи	13	1
471	между ними	5	1
472	мы будем	5	1
473	эти три	1	1
474	во всей	3	1
475	же в	6	1
476	том что	7	1
477	характерное для	2	1
478	до наших	2	1
479	рядом с	4	1
480	своему существу	2	1
481	в мире	4	1
482	и прежде	4	1
483	вневременной и	1	1
484	прямая противоположность	1	1
485	всеми его	3	1
486	это просто	1	1
487	всю эту	2	1
488	дома и	1	1
489	жизни в	11	1
490	но не	9	1
491	дело идет	2	1
492	нормального хода	3	1
493	так в	2	1
494	бы эти	1	1
495	но нам	1	1
496	здесь и	3	1
497	они не	4	1
498	к концу	3	1
499	правда не	2	1
500	по себе	3	1
501	явлений и	3	1
502	он сам	2	1
503	для этих	1	1
504	не имеет	5	1
505	к этому	5	1
506	все более	2	1
507	там где	4	1
508	в то	13	1
509	первое и	1	1
510	и только	3	1
511	функций в	1	1
512	многих его	1	1
513	важную роль	1	1
514	значит что	2	1
515	по его	1	1
516	в отдельных	2	1
517	является только	1	1
518	только и	5	1
519	по самому	3	1
520	и следовательно	5	1
521	но это	1	1
522	для чего	1	1
523	независимо от	1	1
524	на различные	2	1
525	но уже	1	1
526	и для	12	1
527	природой и	1	1
528	с ее	7	1
529	для их	1	1
530	таким же	1	1
531	оба направления	1	1
532	и это	5	1
533	в дословном	1	1
534	точка зрения	4	1
535	того же	9	1
536	нет в	2	1
537	пространственного места	1	1
538	для нашей	1	1
539	должен быть	2	1
540	и его	26	1
541	его здесь	1	1
542	жизни не	3	1
543	в первых	1	1
544	уже совершенно	1	1
545	и становится	2	1
546	вовсе не	20	1
547	целого и	2	1
548	жизни к	1	1
549	и свою	1	1
550	жизни где	1	1
551	о том	4	1
552	сих пор	4	1
553	в заключение	1	1
554	есть не	4	1
555	и вообще	3	1
556	мы проследим	1	1
557	играть в	1	1
558	жизненной практике	1	1
559	в новое	4	1
560	от различных	2	1
561	в четырех	1	1
562	и нет	2	1
563	или другой	1	1
564	к другому	2	1
565	необычайную сложность	1	1
566	но конечно	3	1
567	человека и	15	1
568	никогда не	8	1
569	той или	3	1
570	на них	2	1
571	а потом	2	1
