N	3gram	Propp_Isto	formyVre
108	они еще не	1	1
109	том что в	1	1
110	в ту же	1	1
111	более поздние представления	1	1
112	в этом смысле	1	1
113	этим мы еще	1	1
114	быть раскрыт только	1	1
115	до наших дней	2	1
116	и даже в	1	1
117	обстоит дело с	2	1
118	не умирает и	1	1
119	вовсе не в	1	1
120	смерти но и	2	1
121	но оно не	1	1
122	мы еще не	1	1
123	тем не менее	7	1
124	и в пределах	1	1
125	только в пределах	1	1
126	что происходит в	1	1
127	здесь мы видим	2	1
128	указывает на происшедший	1	1
129	же относится и	1	1
130	более или менее	5	1
131	но они не	3	1
132	более высокой ступени	1	1
133	за то что	2	1
134	это не значит	1	1
135	имеется и в	1	1
136	большую роль играют	2	1
137	сказках но и	1	1
138	мы можем сказать	1	1
139	а есть только	1	1
140	но дело не	1	1
141	за тридевять земель	2	1
142	так и по	1	1
143	проник и в	1	1
144	вместо того чтобы	2	1
145	и др все	1	1
146	что дорога в	2	1
147	как мы это	1	1
148	надо сказать что	4	1
149	зевса и т	1	1
150	с исторической действительностью	1	1
151	о нем но	1	1
152	можно говорить о	1	1
153	что во всех	1	1
154	не только на	2	1
155	и в нем	2	1
156	мы уже знаем	3	1
157	при этом он	1	1
158	в высшей степени	1	1
159	ни к какой	1	1
160	все же еще	1	1
161	слагается из ряда	2	1
162	в его образе	1	1
163	но все это	1	1
164	только то что	1	1
165	в стороне от	1	1
166	все это не	1	1
167	никогда не было	1	1
168	так же и	2	1
169	в значительной степени	1	1
170	так как в	2	1
171	в чистом виде	2	1
172	то что происходит	1	1
173	дело не только	1	1
174	именно в тех	1	1
175	в одном месте	2	1
176	во всем мире	1	1
177	должны будем ответить	1	1
178	в одном из	1	1
179	и др или	1	1
180	между ними происходит	1	1
181	отца к сыну	1	1
182	но кроме того	1	1
183	с этим мы	1	1
184	к нему в	1	1
185	как то что	1	1
186	для нас не	2	1
187	не в чистом	1	1
188	и может быть	1	1
189	лежат в основе	1	1
190	каждый из этих	1	1
191	в связи со	1	1
192	в это время	2	1
193	руки и ноги	2	1
194	то что в	2	1
195	связаны между собою	1	1
196	одно из проявлений	1	1
197	что он должен	1	1
198	ее так что	2	1
199	и на ней	1	1
200	но и другие	1	1
201	мы не будем	4	1
202	с которыми он	1	1
203	в одной из	1	1
204	на самом деле	2	1
205	на берегу моря	1	1
206	он попадает в	2	1
207	во всех случаях	2	1
208	другой стороны в	1	1
209	смысле этого слова	1	1
210	сказал что он	2	1
211	то же представление	1	1
212	всех этих случаях	1	1
213	подобно тому как	3	1
214	и в материале	1	1
215	не понято и	1	1
216	сих пор она	1	1
217	мы уже видели	4	1
218	мы будем называть	2	1
219	т д он	1	1
220	главным образом в	1	1
221	так что в	1	1
222	образов и сюжетов	1	1
223	и так сказать	1	1
224	здесь мы также	1	1
225	том что он	1	1
226	хотя бы в	1	1
227	тех случаях когда	1	1
228	не могут быть	1	1
229	огромную роль в	1	1
230	на более высокой	1	1
231	на первый взгляд	2	1
232	мы можем поставить	1	1
233	в них как	1	1
234	для всех этих	1	1
235	никогда не может	1	1
236	а так как	1	1
237	видит в нем	1	1
238	в тех случаях	1	1
239	один из них	1	1
240	в нем и	1	1
241	это свидетельствует о	1	1
242	т д но	2	1
243	вне связи с	1	1
244	уже не только	1	1
245	о чем подробнее	1	1
246	в основном же	1	1
247	и в области	1	1
248	и связанные с	1	1
249	но и для	1	1
250	и всей его	1	1
251	здесь то что	1	1
252	сводится к тому	1	1
253	в иной мир	7	1
