N	2gram	Ircho_Kome	TeoriaLi
194	и как	3	3
195	в сторону	1	3
196	вовсе не	6	3
197	во всех	4	3
198	я на	2	3
199	а с	2	3
200	тот или	1	3
201	картины мира	1	3
202	тому как	1	3
203	в строке	1	3
204	принадлежит к	1	3
205	в которой	6	3
206	не будет	2	3
207	он должен	1	3
208	не с	2	3
209	нового времени	5	3
210	человека с	2	3
211	в этой	7	3
212	столь же	5	3
213	и по	3	3
214	отнюдь не	5	3
215	в той	2	2
216	и другие	1	2
217	на деле	1	2
218	образом и	2	2
219	один из	6	2
220	и здесь	11	2
221	и на	6	2
222	если в	4	2
223	рассказ о	1	2
224	жизни а	1	2
225	к числу	2	2
226	на второй	1	2
227	оказывается уже	1	2
228	строго говоря	1	2
229	на этом	3	2
230	из которых	7	2
231	а затем	4	2
232	мы в	3	2
233	по себе	1	2
234	не могут	2	2
235	в них	6	2
236	и даже	6	2
237	а напротив	1	2
238	этой точки	1	2
239	здесь мы	1	2
240	самом деле	13	2
241	обращается к	4	2
242	к более	1	2
243	либо в	4	2
244	в одноименной	1	2
245	с ними	1	2
246	вместе с	16	2
247	дома и	3	2
248	жизни в	1	2
249	себя и	2	2
250	всей своей	1	2
251	в каком	1	2
252	к другому	2	2
253	к своему	4	2
254	о том	21	2
255	не входит	1	2
256	при всем	5	2
257	сам же	2	2
258	при всей	2	2
259	я во	1	2
260	со временем	5	2
261	в диалоге	2	2
262	восходит к	1	2
263	к нему	8	2
264	е о	1	2
265	времени в	2	2
266	не всегда	2	2
267	не могло	1	2
268	только на	1	2
269	может служить	2	2
270	речь идет	5	2
271	о своем	1	2
272	и это	4	2
273	превращается в	1	2
274	времени и	2	2
275	перед ним	4	2
276	в глаза	3	2
277	самом начале	1	2
278	соответствии с	1	2
279	передо мной	1	2
280	если мы	2	2
281	тем же	3	2
282	что она	10	2
283	для понимания	3	2
284	который в	3	2
285	здесь не	2	2
286	в противном	1	2
287	на котором	1	2
288	в произведениях	2	2
289	он и	5	2
290	в системе	1	2
291	не просто	1	2
292	в самой	1	2
293	внутреннего мира	1	2
294	к внутреннему	1	2
295	на время	1	2
296	бы то	3	2
297	то в	1	2
298	что они	3	2
299	при котором	1	2
300	вокруг него	1	2
301	основе своей	2	2
302	на вопрос	5	2
303	одной из	4	2
304	ни столь	1	2
305	несмотря на	7	2
306	ни было	3	2
307	все это	7	2
308	что и	12	2
309	у нас	1	2
310	к жизни	1	2
311	уже говорилось	1	2
312	у него	10	2
313	от всех	1	2
314	в присутствии	3	2
315	и некоторые	1	2
316	текста не	2	2
317	дело в	1	2
318	он оказывается	1	2
319	этих двух	2	2
320	на себя	10	2
321	в конце	14	2
322	я и	2	2
323	сама по	1	2
324	тому что	5	2
325	в какой	4	2
326	я не	4	2
327	противном случае	1	2
328	на фоне	2	2
329	не от	1	2
330	это было	1	2
331	в чем	7	2
332	об этом	12	2
333	должен быть	2	2
334	тем более	9	2
335	а для	2	2
336	к одному	1	2
337	могли бы	1	2
338	о себе	1	2
339	но как	1	2
340	как уже	1	2
341	одну из	1	2
342	то ни	4	2
343	дело не	2	2
344	в случае	2	2
345	быть и	1	2
346	в первом	2	2
347	свою жизнь	1	2
348	и является	1	2
349	за пределы	3	2
350	перед лицом	2	2
351	от своего	2	2
352	это может	1	2
353	человека и	2	2
354	в большинстве	1	2
355	следует признать	1	2
356	с человеком	1	2
357	относится как	1	2
358	идет о	3	2
359	могла бы	1	2
360	так же	8	2
361	числе и	2	2
362	и особенно	2	2
363	для обозначения	2	2
364	это делает	2	2
365	о его	4	2
366	в имени	1	2
367	как будто	3	2
368	право на	1	2
369	ни был	2	2
370	чтобы не	3	2
371	о и	1	2
372	могло быть	2	2
373	характера как	1	1
374	и постепенное	1	1
375	с которыми	1	1
376	это на	1	1
377	от него	2	1
378	однако и	1	1
379	все что	6	1
380	завершает их	1	1
381	выставляет на	1	1
382	каждой из	4	1
383	случае в	1	1
384	не позволяет	4	1
385	за ним	3	1
386	же и	2	1
387	героев и	1	1
388	также что	1	1
389	сообщения о	1	1
390	в такое	1	1
391	своего собственного	1	1
392	существенным образом	1	1
393	его с	1	1
394	живет в	2	1
395	не знают	1	1
396	на ее	4	1
397	первую очередь	2	1
398	дело с	4	1
399	в которую	1	1
400	можно назвать	1	1
401	примером такого	1	1
402	есть для	2	1
403	вопросу о	1	1
404	его за	3	1
405	развития но	1	1
406	представляют собой	3	1
407	же образом	1	1
408	с ним	10	1
409	тем как	2	1
410	жизни которая	1	1
411	человеком который	1	1
412	которой в	1	1
413	в сущности	3	1
414	никак не	2	1
415	не требует	1	1
416	в другой	5	1
417	говорит о	2	1
418	самой жизни	1	1
419	те же	1	1
420	не как	2	1
421	с ума	3	1
422	из того	3	1
423	впрочем и	2	1
424	первых же	3	1
425	в результате	2	1
426	с появлением	1	1
427	с собой	4	1
428	и само	1	1
429	отдельно от	2	1
430	том и	1	1
431	для данного	1	1
432	хозяина и	5	1
433	в центре	2	1
434	со всеми	2	1
435	должен был	6	1
436	или для	1	1
437	чтобы в	3	1
438	начинается с	2	1
439	текста и	1	1
440	он уже	1	1
441	все то	1	1
442	системе образов	1	1
443	на свой	1	1
444	до этого	3	1
445	от одного	1	1
446	в собственном	1	1
447	однако что	2	1
448	с ней	1	1
449	жизнь в	1	1
450	любовь и	2	1
451	направляется к	3	1
452	мысль о	1	1
453	как об	1	1
454	его произведений	1	1
455	одновременно с	1	1
456	значение в	1	1
457	поступок в	1	1
458	если говорить	1	1
459	слова с	1	1
460	позволяющей ему	1	1
461	к каким	1	1
462	тем что	12	1
463	одним словом	1	1
464	это первый	1	1
465	говорят о	1	1
466	и действительно	1	1
467	то время	3	1
468	если он	3	1
469	принадлежат к	2	1
470	и должен	1	1
471	меня в	2	1
472	по собственному	3	1
473	с тем	6	1
474	с не	1	1
475	третий стих	1	1
476	к самому	1	1
477	с такими	1	1
478	что по	2	1
479	приходит в	1	1
480	в бою	1	1
481	о судьбе	1	1
482	тому назад	5	1
483	все же	9	1
484	монолог в	1	1
485	по душе	1	1
486	и право	1	1
487	можно передать	1	1
488	быть назван	1	1
489	не такое	1	1
490	не имеет	6	1
491	отрекается от	1	1
492	как более	1	1
493	бы не	3	1
494	да и	3	1
495	как принято	1	1
496	две половины	1	1
497	ему и	3	1
498	о котором	1	1
499	зависимости от	1	1
500	поскольку он	1	1
501	в суть	1	1
502	себя не	1	1
503	в это	2	1
504	в стихах	1	1
505	для публики	1	1
506	друг от	1	1
507	на каждом	1	1
508	которой не	2	1
509	нет в	1	1
510	высказывание в	1	1
511	на первый	1	1
512	по крайней	1	1
513	к какой	1	1
514	своему герою	1	1
515	свое время	1	1
516	первый взгляд	1	1
517	с этим	5	1
518	все они	1	1
519	обращает на	3	1
520	действующих лиц	7	1
521	на примере	2	1
522	и я	3	1
523	нам не	1	1
524	совершенно не	2	1
525	исходя из	2	1
526	в первую	2	1
527	мы рассмотрим	1	1
528	в котором	6	1
529	из других	1	1
530	она же	1	1
531	в действительности	1	1
532	и такие	1	1
533	очень точно	1	1
534	жизненным опытом	1	1
535	вопрос о	2	1
536	жизни когда	1	1
537	от горя	1	1
538	по тем	1	1
539	принципиальное различие	1	1
540	своей собственной	1	1
541	тех же	3	1
542	чем за	1	1
543	на сердце	1	1
544	более чем	6	1
545	то и	1	1
546	всех его	1	1
547	она могла	1	1
548	наконец в	1	1
549	судьбы здесь	1	1
550	и поэтому	5	1
551	из жизни	2	1
552	понимаем что	1	1
553	его характеристика	1	1
554	а после	3	1
555	было ожидать	1	1
556	даже самых	1	1
557	слова и	1	1
558	положений и	1	1
559	с которой	2	1
560	с помощью	4	1
561	что из	2	1
562	и теперь	2	1
563	жизни и	1	1
564	чего не	1	1
565	из своего	5	1
566	и вся	1	1
567	и ему	1	1
568	точно так	1	1
569	не наделен	1	1
570	обращаясь к	1	1
571	переходит к	1	1
572	и наиболее	1	1
573	на основании	3	1
574	временем получает	1	1
575	образом что	1	1
576	одно из	3	1
577	в мир	1	1
578	целый ряд	5	1
579	иначе в	1	1
580	и до	2	1
581	что речь	1	1
582	для которого	1	1
583	в отсутствие	4	1
584	и те	1	1
585	в истории	2	1
586	не так	4	1
587	от своей	2	1
588	себе отчет	2	1
589	разговор с	1	1
590	еще один	2	1
591	каждый из	1	1
592	непосредственно к	1	1
593	действия и	2	1
594	было и	1	1
595	на новую	3	1
596	своей жизнью	1	1
597	отчет в	1	1
598	и себя	1	1
599	когда же	1	1
600	в прошлом	1	1
601	на которые	3	1
602	человеческого поведения	1	1
603	принадлежащих к	1	1
604	к ним	5	1
605	случаи когда	1	1
606	из наиболее	1	1
607	двух других	1	1
608	отношений и	1	1
609	без его	1	1
610	персонажи не	1	1
611	настоящее время	1	1
612	ее не	1	1
613	него не	1	1
614	затем в	1	1
615	по которым	1	1
616	сын и	1	1
617	той же	2	1
618	за него	1	1
619	на сцене	7	1
620	до конца	4	1
621	за его	1	1
622	с этими	1	1
623	только во	1	1
624	что лирическое	1	1
625	в одной	2	1
626	отношения в	1	1
627	что все	1	1
628	еще одна	1	1
629	действующие лица	1	1
630	том же	2	1
631	в сознании	1	1
632	должен ты	1	1
633	речь о	1	1
634	со словом	1	1
635	но если	3	1
636	здесь и	3	1
637	своей цели	1	1
638	если первое	1	1
639	из участников	1	1
640	по поводу	1	1
641	под именем	1	1
642	стороны не	1	1
643	что даже	1	1
644	с собственной	1	1
645	нет никаких	2	1
646	к этим	1	1
647	взгляде на	1	1
648	друг друга	7	1
649	они могут	1	1
650	в настоящее	1	1
651	которое должно	1	1
652	писал в	1	1
653	не будучи	2	1
654	крайней мере	1	1
655	из них	11	1
656	едва ли	16	1
657	тот же	11	1
658	характерные для	2	1
659	друг другу	3	1
660	жанра в	1	1
661	от ее	3	1
662	его можно	1	1
663	персонажей в	4	1
664	могли быть	1	1
665	себе самом	1	1
666	эдипа и	3	1
667	ситуации и	1	1
668	ближе к	3	1
669	представить себе	2	1
670	так с	1	1
671	отношений которые	1	1
672	именно к	1	1
673	такое же	2	1
674	этом случае	2	1
675	в свое	2	1
676	той мере	1	1
677	или к	2	1
678	ответственность за	2	1
679	мы видим	2	1
680	и завершает	1	1
681	со мной	1	1
682	так как	16	1
683	она и	2	1
684	как такового	1	1
685	последние десятилетия	2	1
686	они не	2	1
687	может не	1	1
688	после того	3	1
689	различие между	1	1
690	и системы	1	1
691	свидетельствует о	1	1
692	и одну	1	1
693	ее на	2	1
694	первом случае	1	1
695	чем на	1	1
696	собой в	1	1
697	так я	2	1
698	его характера	1	1
699	общение с	1	1
700	в состоянии	1	1
701	от первого	1	1
702	обе эти	1	1
703	задолго до	1	1
704	а тот	1	1
705	напротив в	1	1
706	не для	1	1
707	второй план	1	1
708	была названа	1	1
709	себя самого	1	1
710	мы конечно	1	1
711	в ситуации	1	1
712	обратил внимание	1	1
713	своему происхождению	1	1
714	не хозяин	1	1
715	для нас	7	1
716	и сама	1	1
717	в герое	3	1
718	требует от	4	1
719	на которой	1	1
720	кто бы	1	1
721	все их	1	1
722	из дальнейшего	1	1
723	слово в	1	1
724	противоречие между	1	1
725	однако она	1	1
726	в русском	1	1
727	том в	1	1
728	переживания и	1	1
729	тому же	11	1
730	раз в	3	1
731	отношения между	2	1
732	сказать не	1	1
733	не была	1	1
734	ко второму	1	1
735	не было	6	1
736	от друга	1	1
737	отказаться от	3	1
738	просто как	1	1
739	а о	2	1
740	как видно	2	1
741	и более	1	1
742	перед необходимостью	1	1
743	что его	10	1
744	от кого	1	1
745	же по	1	1
746	места в	1	1
747	себя а	1	1
748	по существу	4	1
749	что не	5	1
750	как впрочем	2	1
751	виду что	1	1
752	из уст	2	1
753	прошлом и	2	1
754	внимание в	1	1
755	не остается	3	1
756	его поступки	1	1
757	с той	1	1
758	воздействие на	1	1
759	и без	2	1
760	с жизнью	1	1
761	и последующих	1	1
762	за которым	1	1
763	также в	2	1
764	узнавания в	3	1
765	человек в	1	1
766	на земле	2	1
767	рядом с	1	1
768	акта в	1	1
769	является не	1	1
770	же точно	1	1
771	при таком	1	1
772	перед собой	1	1
773	ли не	6	1
774	за это	1	1
775	как ее	2	1
776	от этого	1	1
777	в еще	1	1
778	и со	2	1
779	в такой	1	1
780	остановимся на	1	1
781	его жизни	2	1
782	по его	2	1
783	его воли	1	1
784	такого отношения	2	1
785	служит для	1	1
786	в двух	7	1
787	к вопросу	2	1
788	на его	5	1
789	себе и	1	1
790	в каждой	2	1
791	из этого	2	1
792	путь к	1	1
793	его чувства	1	1
794	на себе	2	1
795	особенно в	1	1
796	при виде	3	1
797	обращаются к	2	1
798	впрочем достаточно	1	1
799	мы к	1	1
800	бы в	5	1
801	войны и	1	1
802	мере в	1	1
803	пребывания в	2	1
804	ему не	4	1
805	на них	3	1
806	же как	1	1
807	и сделать	1	1
808	окружающему его	1	1
809	впечатление от	1	1
810	на которую	1	1
811	остается в	3	1
812	в каждом	3	1
813	о месте	1	1
814	воспоминании о	1	1
815	полной мере	1	1
816	вошел в	1	1
817	в уста	2	1
818	только к	1	1
819	еще одним	1	1
820	в полной	1	1
821	как ни	1	1
822	жизнь и	1	1
823	в пьесе	1	1
824	лишь ее	1	1
825	свою жизненную	1	1
826	которому принадлежит	1	1
827	в своих	4	1
828	от окружающих	1	1
829	он ни	1	1
830	на задний	1	1
831	с матерью	1	1
832	с первых	3	1
833	каждом из	2	1
834	к окружающему	1	1
835	говорил о	1	1
836	свое место	1	1
837	до нас	7	1
838	не составляет	1	1
839	в лучшем	2	1
840	любви она	1	1
841	если не	7	1
842	она не	3	1
843	когда я	1	1
844	другом и	1	1
845	задний план	1	1
846	не дает	5	1
847	в комедии	22	1
848	нельзя не	1	1
849	на поле	1	1
850	не один	1	1
851	человека как	1	1
852	с совершенно	1	1
853	она здесь	1	1
854	стоит и	1	1
855	так что	7	1
856	не более	1	1
857	это случается	1	1
858	мы понимаем	3	1
859	является его	2	1
860	себя внимание	3	1
861	в развитии	3	1
862	именно потому	2	1
863	и может	2	1
864	бы они	1	1
865	что касается	5	1
866	и открывает	1	1
867	эпизода как	1	1
868	а по	5	1
869	сам текст	1	1
870	и их	1	1
871	охарактеризовать как	1	1
872	в последние	2	1
873	не могла	3	1
874	главного героя	1	1
875	согласия в	1	1
876	можно было	3	1
877	если она	2	1
878	но только	1	1
879	не приносит	1	1
880	ни одно	3	1
881	или его	2	1
882	даже при	2	1
883	стороны и	4	1
884	еще два	1	1
885	из видов	1	1
886	из нас	1	1
887	у нее	2	1
888	себя за	1	1
889	текстов не	1	1
890	этом не	1	1
891	на это	3	1
892	было бы	7	1
893	а тем	1	1
894	не по	7	1
895	так называемого	1	1
896	в материальном	1	1
897	же самое	3	1
898	он в	2	1
899	единственный в	1	1
900	как мы	6	1
901	одного из	4	1
902	указывает на	1	1
903	своей стороны	1	1
904	общего с	2	1
905	в понимании	1	1
906	что для	7	1
907	в зависимости	1	1
908	которые в	1	1
909	над его	2	1
910	сказать в	1	1
911	но прежде	1	1
912	этом и	1	1
913	же со	1	1
914	до смерти	2	1
915	это ни	1	1
916	это ощущение	1	1
917	даже если	2	1
918	и от	3	1
919	и есть	3	1
920	по этому	3	1
921	с которым	3	1
922	в совершенном	2	1
923	теми же	1	1
924	однако по	3	1
925	же в	3	1
926	здесь также	1	1
927	частности с	1	1
928	из его	3	1
929	как игра	1	1
930	в уме	1	1
931	происходит в	1	1
932	чаще всего	2	1
933	на то	3	1
934	свою речь	1	1
935	бы ни	1	1
936	поведения в	1	1
937	нуждается в	2	1
938	о тебе	1	1
939	и только	1	1
940	все художественные	1	1
941	и отсутствие	1	1
942	куда не	1	1
943	независимо от	4	1
944	внешних атрибутов	1	1
945	лучшем случае	1	1
946	в него	1	1
947	для этого	3	1
948	таким же	2	1
949	именно это	1	1
950	и совершенно	1	1
951	каждого из	3	1
952	в известной	3	1
953	образов и	1	1
954	встречающихся в	1	1
955	в е	1	1
956	рода отношения	1	1
957	момент его	1	1
958	делает то	1	1
959	котором он	2	1
960	в статье	1	1
