N	2gram	Tiupa_Anal	Istorich
248	в их	7	12
249	к ней	1	12
250	к этой	2	12
251	не знает	2	12
252	одним из	1	12
253	что не	3	12
254	между прочим	1	12
255	чаще всего	1	12
256	с мотивом	1	12
257	в более	1	12
258	случаях когда	1	12
259	и их	3	12
260	у нее	1	12
261	интересно что	1	11
262	в этот	1	11
263	к которому	2	11
264	точки зрения	3	11
265	я не	3	11
266	от этого	1	11
267	должны быть	1	11
268	иное как	1	11
269	у меня	1	11
270	уже в	5	11
271	на нее	1	11
272	же в	5	11
273	если он	1	11
274	восходит к	4	11
275	но уже	1	11
276	не что	1	11
277	тех случаях	1	11
278	хотя и	4	11
279	должно было	1	11
280	же мы	1	11
281	но оно	1	11
282	и вот	2	11
283	на которой	2	11
284	и более	1	11
285	такой же	2	11
286	человека в	3	11
287	далеко не	8	11
288	и к	7	10
289	не как	3	10
290	на земле	1	10
291	к ним	1	10
292	от них	1	10
293	в немецкой	1	10
294	не было	3	10
295	в которой	1	10
296	а с	2	10
297	и тот	1	10
298	его к	1	10
299	на основе	1	10
300	вступает в	5	10
301	вслед за	1	10
302	связанных с	1	10
303	что же	1	10
304	но если	1	10
305	он и	4	10
306	связаны с	2	10
307	и других	1	10
308	о чем	5	10
309	говорит о	3	10
310	начинается с	1	10
311	в это	1	10
312	не должен	2	10
313	приходит к	1	10
314	как правило	6	10
315	не мог	4	10
316	себя в	6	10
317	в состоянии	2	10
318	в ее	5	10
319	но как	4	10
320	если не	1	10
321	своего отца	1	10
322	а если	1	10
323	а на	2	10
324	указывает на	3	10
325	не можем	1	10
326	только на	1	9
327	себе в	1	9
328	том чтобы	2	9
329	сказкой и	1	9
330	в чем	2	9
331	героя и	7	9
332	не будет	3	9
333	и хотя	1	9
334	герой не	3	9
335	и так	1	9
336	со сказкой	1	9
337	зависимости от	1	9
338	это и	4	9
339	в течение	1	9
340	в свою	9	9
341	целый ряд	1	9
342	на этот	1	9
343	тот же	3	9
344	он должен	1	9
345	зависит от	1	9
346	бы мы	1	9
347	из этого	1	9
348	а по	1	9
349	ты не	2	9
350	которой он	1	9
351	не могут	2	9
352	в себя	6	9
353	пребывания в	1	9
354	не видно	2	9
355	в основе	2	9
356	в истории	1	9
357	с его	15	9
358	ему в	1	9
359	этого дома	1	9
360	стороны и	1	9
361	таких случаях	1	9
362	приводит к	5	9
363	говорилось выше	2	9
364	что на	3	9
365	по этому	1	9
366	жизни и	2	9
367	и сам	8	8
368	именно в	4	8
369	меня в	1	8
370	во всяком	6	8
371	он был	3	8
372	из своего	1	8
373	с другими	1	8
374	большинстве случаев	1	8
375	чем это	1	8
376	мы будем	1	8
377	доказывает что	2	8
378	не так	2	8
379	та же	1	8
380	также что	1	8
381	подобно тому	4	8
382	с целью	1	8
383	солнца и	1	8
384	он же	2	8
385	в отдельности	2	8
386	из его	1	8
387	смерть и	1	8
388	независимо от	1	8
389	смысле этого	1	8
390	или даже	1	8
391	что им	1	8
392	и потому	3	8
393	но она	1	8
394	не с	3	8
395	оказывается что	1	8
396	тем самым	8	8
397	для этого	1	8
398	одно из	3	8
399	роль в	5	8
400	можно сказать	5	8
401	входит в	4	8
402	что девушка	1	8
403	в зависимости	1	8
404	тут же	1	8
405	встречается в	1	8
406	и из	1	8
407	за это	1	8
408	во сне	3	8
409	что такое	1	8
410	здесь в	2	8
411	но с	3	8
412	смерти в	1	8
413	не имеют	1	8
414	это явление	1	8
415	тому как	3	8
416	в жизни	2	8
417	этим же	1	8
418	не столько	4	7
419	этой стороны	1	7
420	уже и	1	7
421	еще нет	1	7
422	ключ к	4	7
423	будто бы	1	7
424	не есть	6	7
425	между собой	1	7
426	о которых	2	7
427	здесь и	3	7
428	в эту	2	7
429	в работе	1	7
430	между тем	8	7
431	если в	3	7
432	и при	1	7
433	самом деле	2	7
434	обращается к	1	7
435	нет в	1	7
436	состоит в	14	7
437	где он	2	7
438	на самом	1	7
439	образом в	1	7
440	в стране	1	7
441	но эта	2	7
442	на них	1	7
443	не по	1	7
444	в начале	10	7
445	вплоть до	5	7
446	не единственный	1	7
447	случае мы	1	7
448	те же	3	7
449	всякого рода	1	7
450	во многих	2	7
451	связь между	1	7
452	как на	1	7
453	еще одна	1	7
454	о ней	1	7
455	ее и	1	7
456	в конце	6	7
457	уже давно	1	7
458	а только	1	7
459	того же	7	7
460	когда мы	2	7
461	однако в	6	7
462	можно только	1	7
463	однако что	4	7
464	не противоречит	1	7
465	состоит из	1	7
466	совершенно не	3	7
467	тех же	2	7
468	того чтобы	1	7
469	если мы	1	7
470	этого слова	3	7
471	всяком случае	6	7
472	для него	8	7
473	как у	3	7
474	со своим	2	7
475	по его	4	7
476	в большинстве	2	7
477	одного из	4	7
478	и о	1	7
479	есть не	2	7
480	с героем	2	6
481	его от	1	6
482	между ними	3	6
483	на эту	2	6
484	не удается	1	6
485	этой связи	1	6
486	дело с	3	6
487	на могиле	2	6
488	характерно что	2	6
489	той же	7	6
490	все его	2	6
491	как можно	1	6
492	с одним	1	6
493	как говорит	4	6
494	они же	1	6
495	сына в	1	6
496	здесь на	1	6
497	не могла	2	6
498	доходит до	1	6
499	его как	3	6
500	нам кажется	3	6
501	в одну	3	6
502	еще одно	1	6
503	уже на	1	6
504	что по	4	6
505	сам он	1	6
506	в роли	1	6
507	в сказании	1	6
508	этих двух	2	6
509	отличие от	5	6
510	ей в	1	6
511	одну из	3	6
512	но дело	2	6
513	не случайно	13	6
514	для того	1	6
515	сводится к	5	6
516	его за	2	6
517	говорит что	1	6
518	до того	1	6
519	от себя	3	6
520	и становится	1	6
521	то в	4	6
522	от его	2	6
523	мы читаем	1	6
524	к жизни	5	6
525	что все	1	6
526	тому же	7	6
527	к чему	2	6
528	себе не	1	6
529	е у	1	6
530	превратилась в	1	6
531	уходит в	1	6
532	имеет свою	2	6
533	были бы	3	6
534	они и	1	6
535	отношения к	6	6
536	не на	1	6
537	или как	1	6
538	со всех	1	6
539	можно усмотреть	1	6
540	и тогда	1	6
541	героя а	2	6
542	мог бы	3	6
543	он все	1	6
544	формы и	1	6
545	ничем не	1	6
546	у тебя	1	6
547	видеть в	2	6
548	с той	3	6
549	говорят о	1	6
550	обстоит дело	1	6
551	вступают в	1	6
552	только по	2	6
553	в виду	1	5
554	в своих	3	5
555	мы и	1	5
556	получает от	1	5
557	бы в	1	5
558	за ней	1	5
559	только как	1	5
560	ее как	1	5
561	героя с	1	5
562	в сторону	2	5
563	а герой	1	5
564	по своей	5	5
565	могла бы	3	5
566	обратимся к	2	5
567	них не	1	5
568	мотива в	1	5
569	с ее	3	5
570	оно не	2	5
571	от своего	3	5
572	есть на	1	5
573	да и	3	5
574	о котором	2	5
575	перейдем к	1	5
576	что если	1	5
577	он как	1	5
578	в отличие	5	5
579	загробный мир	1	5
580	что во	2	5
581	не видит	1	5
582	иногда в	1	5
583	д и	1	5
584	в свое	4	5
585	видит что	1	5
586	или с	1	5
587	этом он	2	5
588	эти две	1	5
589	заметил что	1	5
590	по своему	3	5
591	однако не	2	5
592	но при	1	5
593	мы узнаем	1	5
594	и может	2	5
595	чем речь	2	5
596	а когда	1	5
597	еще более	1	5
598	в одно	2	5
599	со своей	8	5
600	но даже	1	5
601	в связь	1	5
602	такого рода	11	5
603	несмотря на	2	5
604	прийти к	1	5
605	что между	2	5
606	в таком	2	5
607	где уже	1	5
608	до этого	2	5
609	говорит ему	1	5
610	хотя в	2	5
611	и затем	1	5
612	это делает	1	5
613	всех сторон	1	5
614	бы быть	2	5
615	в один	1	5
616	вступить в	2	5
617	это уже	1	5
618	никак не	1	5
619	в область	1	5
620	как о	3	5
621	этому же	1	5
622	вступление в	1	5
623	не могло	1	5
624	через него	1	5
625	соответствии с	3	5
626	ее не	1	5
627	отличается от	1	5
628	как нечто	1	5
629	или иначе	5	5
630	мира и	2	5
631	это было	2	5
632	может иметь	1	5
633	тут и	1	5
634	как уже	4	5
635	не говорит	1	5
636	он пошел	1	5
637	как живой	1	5
638	в самом	7	4
639	в разных	1	4
640	в результате	6	4
641	на свою	3	4
642	в мир	1	4
643	каждый из	2	4
644	знаем о	1	4
645	в действительности	2	4
646	на пути	2	4
647	и те	1	4
648	и формы	1	4
649	могло бы	1	4
650	во всей	1	4
651	из трех	2	4
652	он сам	2	4
653	и во	1	4
654	случае в	1	4
655	к их	1	4
656	что уже	1	4
657	есть явление	1	4
658	очевидно что	2	4
659	одном из	1	4
660	нами как	1	4
661	идет по	1	4
662	того кто	1	4
663	отнюдь не	7	4
664	в ответ	2	4
665	и сейчас	1	4
666	представлял собой	1	4
667	под этим	1	4
668	так или	5	4
669	с этого	2	4
670	на колени	1	4
671	к мотиву	1	4
672	себя за	1	4
673	для нее	1	4
674	и больше	1	4
675	и возвращение	1	4
676	что одна	1	4
677	он становится	1	4
678	в литературе	3	4
679	то самое	1	4
680	героя или	1	4
681	в стороне	1	4
682	есть в	2	4
683	на руку	1	4
684	особенно в	1	4
685	тем более	3	4
686	могут служить	1	4
687	выше в	1	4
688	здесь только	1	4
689	человека с	2	4
690	человека и	2	4
691	в большой	1	4
692	хотя он	1	4
693	что было	1	4
694	это далеко	1	4
695	или нет	1	4
696	нас в	1	4
697	мысль о	3	4
698	ведет к	2	4
699	дома и	2	4
700	так если	1	4
701	при рассмотрении	1	4
702	перед ним	2	4
703	в чистом	2	4
704	в глаза	2	4
705	с этими	1	4
706	под названием	1	4
707	и вообще	1	4
708	они сами	1	4
709	исходит из	2	4
710	который в	4	4
711	на почве	3	4
712	время в	2	4
713	с точки	2	4
714	как раз	8	4
715	миф и	2	4
716	они в	1	4
717	на стадии	1	4
718	не от	2	4
719	там и	1	4
720	связь этого	1	4
721	они могут	1	4
722	нарушение запрета	1	4
723	здесь как	2	4
724	чистом виде	3	4
725	как человек	1	4
726	если же	1	4
727	б в	1	4
728	о его	3	4
729	столь же	7	4
730	на месте	2	4
731	что касается	5	4
732	и должно	1	4
733	происходит с	1	4
734	своей дочери	2	4
735	себя и	2	4
736	стороны с	1	4
737	все они	2	4
738	еще и	4	4
739	ни к	3	4
740	вытекает из	1	4
741	все три	3	4
742	и между	1	4
743	жениться на	1	4
744	становится его	1	4
745	принадлежит к	4	4
746	их с	1	4
747	легко может	2	4
748	многих других	1	4
749	входить в	1	4
750	дело в	3	4
751	в глубине	3	4
752	этим самым	1	4
753	войти в	1	4
754	путь к	4	4
755	они обладают	1	4
756	во второй	8	4
757	к тем	1	4
758	доме и	1	4
759	только то	1	4
760	слова в	2	4
761	является в	1	3
762	которые здесь	1	3
763	а у	1	3
764	тем как	1	3
765	зато в	1	3
766	к каким	1	3
767	к самому	2	3
768	в соответствии	5	3
769	где оно	1	3
770	казалось бы	4	3
771	на природу	1	3
772	не могли	1	3
773	раз и	1	3
774	смерти но	1	3
775	в противоположность	3	3
776	и той	2	3
777	солнце и	1	3
778	о них	1	3
779	не обязательно	1	3
780	отметить что	1	3
781	обратим внимание	2	3
782	и вступает	1	3
783	именно с	1	3
784	о двух	1	3
785	внимание на	4	3
786	при переходе	1	3
787	с тех	1	3
788	которого он	2	3
789	с двумя	1	3
790	так сказать	2	3
791	больше и	1	3
792	могли бы	2	3
793	о себе	4	3
794	стороны не	1	3
795	становится и	1	3
796	оно и	1	3
797	совсем не	1	3
798	отправляется на	1	3
799	где мы	1	3
800	как кажется	2	3
801	это весьма	1	3
802	говорит и	3	3
803	новая форма	1	3
804	поэтому в	2	3
805	обратном порядке	1	3
806	и делает	1	3
807	одновременно с	1	3
808	к его	2	3
809	вряд ли	1	3
810	бы не	1	3
811	ему и	2	3
812	к другому	1	3
813	это все	1	3
814	тех пор	2	3
815	которой герой	1	3
816	как если	1	3
817	а при	1	3
818	при анализе	2	3
819	тем же	1	3
820	начиная с	1	3
821	в самую	1	3
822	только при	1	3
823	есть миф	1	3
824	как к	2	3
825	на языке	3	3
826	и многие	1	3
827	мы могли	3	3
828	этим можно	1	3
829	мог быть	1	3
830	в последней	1	3
831	и дело	1	3
832	нам еще	1	3
833	а все	1	3
834	них и	1	3
835	жениха с	1	3
836	от всех	2	3
837	кто бы	1	3
838	с теми	1	3
839	долгое время	1	3
840	случаи в	1	3
841	и я	3	3
842	в такой	1	3
843	один и	2	3
844	или их	1	3
845	ему не	1	3
846	прослеживается в	1	3
847	и происходит	1	3
848	в тексте	16	3
849	к изучению	1	3
850	мы обратимся	1	3
851	несомненно что	1	3
852	для всех	5	3
853	которая в	2	3
854	совершенно очевидно	2	3
855	имеем не	1	3
856	противоречие с	2	3
857	в предыдущей	1	3
858	в борьбе	2	3
859	из нее	1	3
860	с чудовищем	1	3
861	стороны в	1	3
862	при таком	1	3
863	речь идет	3	3
864	при всей	2	3
865	его из	2	3
866	имеет в	1	3
867	меня к	1	3
868	отец его	2	3
869	здесь пока	1	3
870	в мировом	1	3
871	состояла в	1	3
872	а впоследствии	2	3
873	от нас	1	3
874	героя то	1	3
875	в системе	1	3
876	этом же	1	3
877	едва ли	6	3
878	и весь	1	3
879	собой и	1	3
880	должно быть	1	3
881	но еще	1	3
882	обычно не	1	3
883	имеем дело	4	3
884	не обладает	1	3
885	сколько бы	1	3
886	как его	1	3
887	с некоторой	1	3
888	подобных случаях	2	3
889	в наши	1	3
890	ему на	1	3
891	то ни	1	3
892	все основные	1	3
893	но зато	2	3
894	а от	1	3
895	в гости	1	3
896	и каждый	1	3
897	имеющихся в	1	3
898	связь в	1	3
899	с которым	1	3
900	героя не	1	3
901	пока же	2	3
902	в противоречие	2	3
903	только не	3	3
904	из того	1	3
905	и вполне	1	3
906	в темноте	1	3
907	оказывается в	2	3
908	в обратном	1	3
909	оно есть	1	3
910	за волосы	1	3
911	дарит ему	1	3
912	как нам	6	3
913	своей жизни	2	3
914	и уводит	1	3
915	сливается с	1	3
916	вследствие этого	1	3
917	уже говорили	1	3
918	и до	2	3
919	при котором	1	3
920	е к	2	3
921	своей цели	1	3
922	это верно	1	3
923	бы на	1	3
924	возвращается в	1	3
925	нее как	1	3
926	о герое	1	3
927	в церковь	2	3
928	на передний	1	3
929	из двух	1	3
930	мнение что	1	3
931	является не	1	3
932	бы дать	2	3
933	о своих	3	3
934	чудесным образом	1	3
935	стороны его	1	3
936	до появления	1	3
937	на всю	1	3
938	по всей	1	3
939	передний план	1	3
940	бы он	1	3
941	означало бы	1	3
942	их можно	1	3
943	само по	1	3
944	это чисто	1	3
945	был и	1	2
946	этот сын	1	2
947	дочери а	1	2
948	между этим	1	2
949	с которыми	1	2
950	этого персонажа	3	2
951	живого и	3	2
952	можно встретить	1	2
953	для более	1	2
954	входил в	1	2
955	этого момента	2	2
956	свое имя	1	2
957	к тебе	1	2
958	по пути	4	2
959	от одного	1	2
960	жизнь в	2	2
961	целое и	1	2
962	черта ее	1	2
963	смерть в	1	2
964	у истоков	1	2
965	свою собственную	1	2
966	его здесь	1	2
967	если с	1	2
968	оживает и	1	2
969	обращает на	1	2
970	отца в	1	2
971	в предыдущих	1	2
972	незадолго до	1	2
973	отсюда и	2	2
974	о возвращении	1	2
975	характер в	2	2
976	одной и	2	2
977	особое место	1	2
978	как ее	1	2
979	трагедии софокла	1	2
980	свою очередь	7	2
981	то его	1	2
982	здесь несколько	1	2
983	с другим	1	2
984	в прошлом	2	2
985	и еще	1	2
986	он так	1	2
987	тем это	1	2
988	к смерти	1	2
989	к ее	2	2
990	ними в	2	2
991	то о	1	2
992	так возникает	2	2
993	перед нею	1	2
994	мышления и	1	2
995	стране мертвых	1	2
996	еще больше	1	2
997	за пределами	2	2
998	однако этот	1	2
999	сына и	1	2
1000	не путем	2	2
1001	в конечном	5	2
1002	а за	1	2
1003	можно судить	1	2
1004	том-то и	1	2
1005	характер и	1	2
1006	с отцом	1	2
1007	по одному	1	2
1008	момент смерти	2	2
1009	кто из	1	2
1010	а для	3	2
1011	по имени	1	2
1012	она меня	1	2
1013	в каждом	4	2
1014	приобщение к	1	2
1015	только путем	1	2
1016	историческую действительность	1	2
1017	он ничего	1	2
1018	в том-то	1	2
1019	не тот	2	2
1020	теперь уже	1	2
1021	которые и	1	2
1022	этих трех	1	2
1023	соединении с	1	2
1024	тем и	1	2
1025	а тем	2	2
1026	своего апогея	1	2
1027	ту сторону	1	2
1028	материала в	1	2
1029	и ты	1	2
1030	был в	1	2
1031	из самых	1	2
1032	бы ни	1	2
1033	можно с	1	2
1034	она является	1	2
1035	с полной	1	2
1036	и конечно	2	2
1037	в последнем	1	2
1038	с тремя	1	2
1039	и должны	1	2
1040	как условие	1	2
1041	на первом	2	2
1042	и далее	2	2
1043	связей с	1	2
1044	другого человека	1	2
1045	сам по	2	2
1046	то с	1	2
1047	как такой	1	2
1048	сюжета и	2	2
1049	однако мы	1	2
1050	случае совершенно	1	2
1051	обряда инициации	1	2
1052	героя есть	1	2
1053	в бою	1	2
1054	не живет	2	2
1055	характер этого	1	2
1056	к той	1	2
1057	в центральной	1	2
1058	наконец в	3	2
1059	со всей	1	2
1060	в свет	1	2
1061	да в	1	2
1062	и об	1	2
1063	от других	1	2
1064	на примере	2	2
1065	здесь по	1	2
1066	ибо он	1	2
1067	узнает об	1	2
1068	в описании	1	2
1069	на поиски	1	2
1070	указанием на	1	2
1071	после свадьбы	1	2
1072	и всякий	1	2
1073	все части	1	2
1074	в полном	2	2
1075	естественно что	1	2
1076	для всего	1	2
1077	что с	1	2
1078	способность к	2	2
1079	отцом и	1	2
1080	и приходит	1	2
1081	старого и	1	2
1082	однако дело	1	2
1083	таком случае	2	2
1084	от своих	1	2
1085	бы для	1	2
1086	о причине	1	2
1087	ей не	1	2
1088	стадии его	1	2
1089	те кто	1	2
1090	и таким	1	2
1091	действующие лица	1	2
1092	с изображением	2	2
1093	к одному	2	2
1094	в полной	3	2
1095	с сохранением	1	2
1096	в поле	1	2
1097	на мысль	1	2
1098	тому времени	1	2
1099	могли не	1	2
1100	одежду и	1	2
1101	у всех	2	2
1102	не следует	5	2
1103	как то	1	2
1104	случае это	1	2
1105	все больше	1	2
1106	в ходе	3	2
1107	место в	4	2
1108	идет не	1	2
1109	вырастает до	1	2
1110	может и	1	2
1111	однако все	2	2
1112	к богу	1	2
1113	дело здесь	4	2
1114	себе а	1	2
1115	это указание	1	2
1116	как вдруг	1	2
1117	за свою	1	2
1118	в момент	3	2
1119	самого себя	1	2
1120	сама по	3	2
1121	отношения не	1	2
1122	глаза и	1	2
1123	многие мотивы	1	2
1124	другой с	1	2
1125	одному из	1	2
1126	требует от	1	2
1127	то ли	2	2
1128	мыслится как	2	2
1129	жениться и	1	2
1130	и соответствующими	1	2
1131	античности в	1	2
1132	и превращает	1	2
1133	однако между	1	2
1134	одновременно и	1	2
1135	себя не	2	2
1136	них в	1	2
1137	жизни на	1	2
1138	отца и	1	2
1139	природа этого	1	2
1140	к представлениям	1	2
1141	его что	1	2
1142	здесь достаточно	1	2
1143	с циклом	1	2
1144	он меня	1	2
1145	от лица	1	2
1146	время от	1	2
1147	не узнает	1	2
1148	и другой	1	2
1149	и остается	1	2
1150	уже было	2	2
1151	с помощью	1	2
1152	говорить о	6	2
1153	уже как	1	2
1154	или точнее	2	2
1155	пока еще	3	2
1156	быть в	1	2
1157	от рассмотрения	1	2
1158	в нашем	4	2
1159	как я	1	2
1160	из самой	1	2
1161	нам остается	1	2
1162	этой роли	2	2
1163	в подобных	1	2
1164	него самого	1	2
1165	того или	6	2
1166	от друга	1	2
1167	подчеркнуть что	1	2
1168	по мнению	1	2
1169	далеко за	1	2
1170	даже на	1	2
1171	окна и	1	2
1172	наше внимание	1	2
1173	утверждение что	1	2
1174	не о	2	2
1175	уже говорилось	3	2
1176	между этими	1	2
1177	смысле и	1	2
1178	в мире	17	2
1179	и героем	3	2
1180	служит для	1	2
1181	на себе	1	2
1182	для анализа	1	2
1183	я был	1	2
1184	остается в	1	2
1185	такого же	1	2
1186	не имеющие	1	2
1187	не одного	1	2
1188	именно потому	1	2
1189	не более	2	2
1190	и мотив	2	2
1191	особого внимания	1	2
1192	вопрос можно	1	2
1193	два года	1	2
1194	одновременно в	1	2
1195	до смерти	1	2
1196	ни за	1	2
1197	центральное место	1	2
1198	как отец	1	2
1199	из возможных	1	2
1200	в состав	2	2
1201	как одна	1	2
1202	итак мы	1	2
1203	впрочем в	1	2
1204	учение о	1	2
1205	же образом	1	2
1206	три дня	1	2
1207	в сущности	5	2
1208	представления об	2	2
1209	связывается с	3	2
1210	в самой	1	2
1211	мы понимаем	1	2
1212	о своей	2	2
1213	о семи	1	2
1214	друг от	1	2
1215	всей своей	1	2
1216	будем рассматривать	1	2
1217	вы не	1	2
1218	только одно	1	2
1219	истории не	2	2
1220	ни у	1	2
1221	совпадает с	4	2
1222	говорили о	1	2
1223	не должно	3	2
1224	этой смены	1	2
1225	совпадают с	1	2
1226	или иных	1	2
1227	а о	2	2
1228	он есть	1	2
1229	себя от	1	2
1230	быть это	1	2
1231	и исторически	1	2
1232	сын мой	1	2
1233	а и	4	2
1234	не за	1	2
1235	то она	1	2
1236	к миру	2	2
1237	в и	1	2
1238	видел в	1	2
1239	оказывается хозяйкой	1	2
1240	лет после	2	2
1241	проникает в	1	2
1242	обе стороны	1	2
1243	от мира	1	2
1244	не для	2	2
1245	она будет	1	2
1246	свою руку	1	2
1247	со смертью	1	2
1248	на помощь	1	2
1249	между мифом	1	2
1250	в рамках	10	2
1251	отказаться от	1	2
1252	случае не	1	2
1253	но я	1	2
1254	обе эти	2	2
1255	жизнь и	3	2
1256	в стиле	1	2
1257	сюжета в	1	2
1258	и тех	2	2
1259	обряд инициации	1	2
1260	все другие	1	2
1261	более чем	2	2
1262	является к	1	2
1263	другого и	1	2
1264	в новый	1	2
1265	здесь они	1	2
1266	после своего	1	2
1267	время они	1	2
1268	с человеком	1	2
1269	во всю	1	2
1270	его а	1	2
1271	лишь в	9	2
1272	нами и	2	2
1273	мифом и	1	2
1274	этом и	1	2
1275	он во	1	2
1276	и прежде	2	2
1277	все более	1	2
1278	напомним что	6	2
1279	все того	1	2
1280	пять лет	1	2
1281	пределах одного	1	1
1282	с уверенностью	1	1
1283	приводящего к	1	1
1284	еще раз	1	1
1285	говоря уже	1	1
1286	принимает на	1	1
1287	ту или	1	1
1288	за исключением	2	1
1289	нечистую силу	1	1
1290	на второй	1	1
1291	притворяется что	1	1
1292	и был	2	1
1293	какой бы	1	1
1294	каждой части	1	1
1295	принадлежности к	1	1
1296	в общей	1	1
1297	и второй	1	1
1298	героя о	1	1
1299	чтобы на	1	1
1300	всеми людьми	1	1
1301	как испытание	1	1
1302	с действительностью	3	1
1303	ни одна	1	1
1304	каким образом	1	1
1305	естественно не	1	1
1306	в новую	2	1
1307	отвечает на	1	1
1308	на руках	1	1
1309	мира это	1	1
1310	развития но	1	1
1311	с ума	1	1
1312	всего с	1	1
1313	похож на	2	1
1314	оказывается героем	1	1
1315	ними а	1	1
