N	3gram	Bakhtin_Pr	KulturaY
226	и вступают в	1	1
227	уже с самого	1	1
228	то же что	3	1
229	неразрывно связан с	1	1
230	по себе еще	2	1
231	лишает их всякой	1	1
232	легко заметить что	1	1
233	это конечно не	1	1
234	том что мы	1	1
235	мне кажется что	1	1
236	бы из того	1	1
237	но только в	1	1
238	как будто и	2	1
239	в частности и	1	1
240	точки зрения ее	1	1
241	и никогда не	1	1
242	конечно не может	1	1
243	в особенности и	1	1
244	не только не	1	1
245	не имеет ничего	1	1
246	в прокрустово ложе	1	1
247	то ни было	2	1
248	в дневнике писателя	1	1
249	художественной литературе и	1	1
250	том что так	1	1
251	то же самое	1	1
252	слова можно говорить	1	1
253	да и по	1	1
254	но конечно и	1	1
255	лицом к лицу	1	1
256	в своей книге	2	1
257	и в его	3	1
258	на минуту не	1	1
259	или иной степени	2	1
260	и еще не	2	1
261	а прежде всего	2	1
262	в самой форме	1	1
263	что он есть	3	1
264	но это не	3	1
265	в значительной степени	1	1
266	исходит из предпосылки	1	1
267	прежде всего то	1	1
268	и не может	3	1
269	то ни стало	1	1
270	только может быть	1	1
271	между собою в	1	1
272	другой стороны эта	1	1
273	того что он	1	1
274	и перед нами	1	1
275	те же что	1	1
276	не в духе	1	1
277	по себе достаточно	1	1
278	как только она	1	1
279	но прежде всего	1	1
280	он культивировал и	1	1
281	все слова в	1	1
282	ни один из	1	1
283	как свой предмет	1	1
284	сводит его к	1	1
285	здесь уместно еще	1	1
286	для своего времени	1	1
287	мысли и идеи	1	1
288	не столько в	1	1
289	позицию по отношению	2	1
290	в чем же	1	1
291	а не как	4	1
292	в сущности на	1	1
293	ту же мысль	1	1
294	имеем в виду	2	1
295	точки зрения а	1	1
296	совершенно новый тип	1	1
297	еще раз подчеркнуть	2	1
298	и не потому	2	1
299	в себе и	1	1
300	было до сих	1	1
301	в целом ряде	2	1
302	какой бы то	1	1
303	точки зрения их	1	1
304	как раз тех	1	1
305	это не только	1	1
306	как впрочем и	1	1
307	одном из своих	1	1
308	не только слово	1	1
309	все это в	1	1
310	то время как	2	1
311	самом деле это	1	1
312	не было бы	1	1
313	данном случае в	1	1
314	уместно еще раз	1	1
315	что бы то	1	1
316	одно из самых	1	1
317	и в частности	1	1
318	остается в рамках	1	1
319	новые и новые	1	1
320	далеко не все	1	1
321	дело в том	1	1
322	тому как в	2	1
323	но все они	1	1
324	ценный материал для	1	1
325	же что и	1	1
326	нет и в	1	1
327	образом несмотря на	1	1
328	в этих словах	1	1
329	во всех этих	1	1
330	о нем как	1	1
331	та или иная	1	1
332	как бы находятся	1	1
333	кроме того и	1	1
334	его романической композиции	1	1
335	и больше всего	1	1
336	в той степени	1	1
337	с самого начала	3	1
338	в сущности не	1	1
339	они ни были	1	1
340	так чтобы она	1	1
341	и то что	1	1
342	нашем смысле в	1	1
343	за пределы одной	1	1
344	но и их	1	1
345	и не могут	1	1
346	выходит за пределы	2	1
347	так как и	1	1
348	х годов и	1	1
349	никогда не может	1	1
350	и теперь не	1	1
351	имеет смысл лишь	1	1
352	как мы сказали	2	1
353	потому что у	3	1
354	которая как раз	1	1
355	и до конца	4	1
356	в том отношении	1	1
357	притом не только	1	1
358	раз подчеркнуть что	1	1
359	то что я	2	1
360	в предисловии к	1	1
361	не должна быть	1	1
362	и не только	1	1
363	в романе чисто	1	1
364	это прежде всего	1	1
365	он есть и	1	1
366	уже в первом	2	1
367	и с болью	1	1
368	мы не можем	1	1
369	остается в пределах	1	1
370	до самого последнего	1	1
371	как на основную	1	1
372	к учению о	1	1
373	на первом месте	1	1
374	себя самого это	1	1
