N	2gram	Losev_Dial	Psycholo
261	со стороны	5	13
262	в этих	3	12
263	их в	2	12
264	не менее	11	12
265	в основу	1	12
266	в конечном	1	12
267	я не	11	12
268	в самой	1	12
269	тогда когда	9	12
270	сам по	6	12
271	совершенно правильно	1	12
272	и уже	5	12
273	тот факт	1	12
274	но если	11	12
275	и этот	1	12
276	и другое	2	12
277	и может	2	12
278	идет о	1	12
279	конце концов	1	12
280	и очень	1	12
281	и с	10	12
282	например в	3	12
283	как только	5	12
284	что этот	3	12
285	что его	5	12
286	что не	8	12
287	этой точки	4	12
288	по самому	2	12
289	характера и	1	12
290	ничего не	29	12
291	об этом	8	12
292	что эти	1	12
293	мы воспринимаем	3	12
294	в нашей	1	12
295	конечном счете	1	11
296	конечно не	6	11
297	не было	6	11
298	о смерти	1	11
299	не будет	5	11
300	утверждать что	6	11
301	была бы	5	11
302	подобно тому	5	11
303	сравнению с	1	11
304	по сравнению	1	11
305	и поэтому	1	11
306	на этот	1	11
307	как к	2	11
308	мы могли	1	11
309	мы никогда	1	11
310	на все	1	11
311	бы мы	1	11
312	отличие от	2	11
313	он должен	3	11
314	есть в	4	11
315	искусство и	1	11
316	исходит из	2	11
317	его в	2	11
318	ли это	1	11
319	были бы	2	11
320	и из	2	11
321	с его	7	11
322	думать что	3	11
323	но совершенно	2	11
324	во всем	5	10
325	смысл и	2	10
326	не так	1	10
327	сами по	3	10
328	только тогда	7	10
329	именно на	1	10
330	как нельзя	3	10
331	искусства но	1	10
332	данном случае	3	10
333	в их	2	10
334	что ни	1	10
335	в одной	4	10
336	от него	2	10
337	отличается от	9	10
338	в данном	6	10
339	должно быть	7	10
340	в состоянии	1	10
341	тому же	2	10
342	и у	3	10
343	но как	3	10
344	совсем не	1	10
345	и от	4	10
346	представить себе	1	10
347	все решительно	3	10
348	не является	1	10
349	ее в	3	10
350	тому чтобы	3	10
351	это было	5	10
352	и их	1	10
353	думается что	1	9
354	на нас	1	9
355	но что	11	9
356	не есть	95	9
357	вопрос о	9	9
358	образом что	1	9
359	на него	1	9
360	что даже	2	9
361	внимание на	1	9
362	и говорит	1	9
363	и следовательно	2	9
364	в чем	11	9
365	и та	4	9
366	мы будем	1	9
367	в него	2	9
368	с ее	10	9
369	на основании	3	9
370	в отличие	1	9
371	в виде	11	9
372	совершенно точно	1	9
373	по своему	2	9
374	по его	2	9
375	на его	1	9
376	и по	2	9
377	оказывается что	5	9
378	тем самым	3	9
379	и ее	8	9
380	о чем	2	9
381	точно так	3	9
382	но все	1	9
383	можно сказать	5	9
384	то как	5	9
385	к чему	2	9
386	во внимание	5	9
387	и именно	1	9
388	совершенно другой	1	9
389	ту же	1	9
390	если же	8	9
391	два плана	2	9
392	в силу	5	9
393	оно есть	4	9
394	который не	2	9
395	мы хотим	2	9
396	должен быть	1	9
397	именно это	2	9
398	и наконец	2	9
399	не к	1	9
400	это значит	29	8
401	из двух	4	8
402	со всей	1	8
403	себе и	1	8
404	жизни с	2	8
405	будто бы	1	8
406	одно и	6	8
407	в общем	1	8
408	нам придется	1	8
409	чувств и	1	8
410	ни на	5	8
411	что же	12	8
412	он в	1	8
413	такое же	1	8
414	о нем	6	8
415	мы совершенно	2	8
416	в такой	1	8
417	бы совершенно	1	8
418	и таким	1	8
419	как все	3	8
420	и вообще	7	8
421	место в	2	8
422	и эта	1	8
423	представление о	3	8
424	в собственном	3	8
425	больше чем	2	8
426	наряду с	1	8
427	гораздо более	1	8
428	по преимуществу	2	8
429	из того	2	8
430	уже давно	1	8
431	содержания и	1	8
432	этом смысле	1	8
433	во время	1	8
434	к нему	4	8
435	же самая	1	8
436	верно что	1	8
437	в процессе	2	8
438	и более	1	8
439	том как	2	8
440	мы получим	1	8
441	и во	3	8
442	он может	2	8
443	бы и	2	8
444	жизнь и	9	8
445	эти два	3	8
446	стороны и	1	8
447	только то	2	8
448	что всякая	1	7
449	он видит	1	7
450	не как	1	7
451	от этого	5	7
452	во все	1	7
453	ни одного	2	7
454	она есть	17	7
455	на том	1	7
456	она в	3	7
457	только при	1	7
458	связи с	3	7
459	больше и	1	7
460	что такое	25	7
461	должны быть	7	7
462	что только	1	7
463	в особенности	9	7
464	и при	4	7
465	имеет место	1	7
466	и дает	1	7
467	себе не	3	7
468	со всеми	2	7
469	чувство и	2	7
470	есть нечто	26	7
471	они не	3	7
472	в течение	4	7
473	только один	1	7
474	к ним	1	7
475	именно то	1	7
476	не существует	10	7
477	того или	6	7
478	но при	1	7
479	же в	2	7
480	все что	3	7
481	для всех	1	7
482	к этой	2	7
483	нас в	3	7
484	одно из	8	7
485	нашего исследования	1	7
486	как они	1	7
487	даны в	1	7
488	если он	2	7
489	этот закон	1	7
490	легче всего	1	7
491	приходит к	1	7
492	в глаза	1	7
493	в нашем	1	7
494	от себя	5	7
495	о ней	3	7
496	от этой	1	7
497	в качестве	1	7
498	и эти	2	7
499	видит в	1	7
500	бы его	2	7
501	же мы	5	7
502	а как	2	7
503	которого мы	1	7
504	взгляд на	1	7
505	за ним	1	7
506	если это	2	7
507	себя и	3	7
508	признать что	1	7
509	совпадает с	2	7
510	это то	1	7
511	что здесь	3	7
512	в полном	1	7
513	здесь в	1	7
514	и которая	1	7
515	на тему	1	7
516	до тех	1	7
517	до самого	1	6
518	даже в	1	6
519	более или	1	6
520	вот что	1	6
521	все дело	1	6
522	каким образом	1	6
523	из самых	3	6
524	он был	1	6
525	пор пока	1	6
526	только как	7	6
527	что вся	1	6
528	людей и	2	6
529	что как	1	6
530	и искусство	1	6
531	после этого	2	6
532	эти три	1	6
533	того и	2	6
534	в сторону	1	6
535	из него	1	6
536	не могла	1	6
537	она была	3	6
538	что есть	6	6
539	образом в	1	6
540	всех этих	3	6
541	одного и	1	6
542	смысле слова	1	6
543	в отношении	1	6
544	оно не	7	6
545	самому существу	1	6
546	никто не	4	6
547	да и	4	6
548	которая существует	1	6
549	у меня	2	6
550	тех пор	3	6
551	для нее	1	6
552	и вся	1	6
553	каждый из	1	6
554	находятся в	1	6
555	ее на	1	6
556	то мы	3	6
557	у всех	1	6
558	сама по	11	6
559	и без	4	6
560	и другого	1	6
561	как ни	1	6
562	и ни	3	6
563	те которые	1	6
564	к ней	1	6
565	слова и	1	6
566	остановиться на	1	6
567	и которые	1	6
568	из нее	2	6
569	почти все	1	6
570	гораздо больше	1	6
571	имеет в	1	6
572	говорить о	13	6
573	не что	6	6
574	или менее	1	6
575	есть по	2	6
576	для понимания	1	6
577	что иное	6	6
578	тем не	10	6
579	что под	1	6
580	это мы	1	6
581	и вместе	1	6
582	в себя	4	6
583	а только	2	6
584	мысль и	1	6
585	очень часто	1	6
586	не дает	1	6
587	или же	3	6
588	за пределы	3	6
589	уже не	9	6
590	значит что	29	6
591	или иного	3	6
592	независимо от	3	6
593	а потому	1	6
594	его с	1	6
595	как не	4	6
596	и просто	1	6
597	только одно	4	6
598	тот кто	1	6
599	то и	5	6
600	не потому	2	6
601	в обществе	1	6
602	без всякого	2	6
603	заметить что	2	6
604	что я	3	6
605	жизни но	1	6
606	ничем не	7	6
607	просто и	1	6
608	так в	2	6
609	нисколько не	4	6
610	она должна	3	6
611	или его	1	6
612	отношение к	1	6
613	иное как	6	6
614	указывал на	1	5
615	в душе	1	5
616	в последнее	2	5
617	между ними	1	5
618	имеет никакого	3	5
619	ни одна	1	5
620	и сам	1	5
621	и опять	1	5
622	мы получаем	1	5
623	нам не	1	5
624	в смысле	4	5
625	можно ли	6	5
626	и еще	1	5
627	к которому	1	5
628	во всей	1	5
629	но так	2	5
630	бы то	3	5
631	не должна	1	5
632	чем в	2	5
633	ее от	2	5
634	в лучшем	2	5
635	чтобы он	1	5
636	и чтобы	2	5
637	и является	2	5
638	точку зрения	1	5
639	все остальное	4	5
640	и насколько	1	5
641	и чем	1	5
642	значит ли	1	5
643	которые он	1	5
644	он только	1	5
645	в другой	2	5
646	нет никакого	10	5
647	смысла и	3	5
648	отношения к	4	5
649	одновременно и	1	5
650	у читателя	1	5
651	нет ни	5	5
652	том смысле	1	5
653	в словах	1	5
654	на вопрос	1	5
655	и ясно	1	5
656	так чтобы	4	5
657	это все	1	5
658	быть не	3	5
659	он является	1	5
660	значение и	1	5
661	и больше	5	5
662	не понимает	1	5
663	и часто	3	5
664	нет и	5	5
665	у них	1	5
666	то или	4	5
667	что ему	1	5
668	когда они	1	5
669	нас не	1	5
670	зависит от	4	5
671	он как	1	5
672	одна и	3	5
673	которых он	1	5
674	мы нашли	1	5
675	таком случае	11	5
676	все равно	5	5
677	однако не	2	5
678	нас к	2	5
679	на одном	1	5
680	в каждой	1	5
681	бы это	3	5
682	но она	4	5
683	учения о	2	5
684	человека и	2	5
685	бы по	1	5
686	для такого	2	5
687	связь с	1	5
688	находит себе	1	5
689	эта точка	1	5
690	но даже	4	5
691	но они	3	5
692	так мы	1	5
693	не мог	3	5
694	то в	5	5
695	это будет	6	5
696	указать на	1	5
697	но еще	2	5
698	хотя и	9	5
699	и за	1	5
700	столько же	1	5
701	не знает	4	5
702	и она	4	5
703	в других	1	5
704	именно как	3	5
705	спрашивается почему	1	5
706	он сказал	1	5
707	не значит	5	5
708	есть все	2	5
709	в один	2	5
710	себя в	3	5
711	к такому	1	5
712	собственном смысле	1	5
713	уяснить себе	1	5
714	факта что	1	5
715	поэтической и	1	5
716	вот как	2	5
717	в область	2	5
718	в романе	1	5
719	она и	3	5
720	в известном	1	5
721	знает что	2	5
722	я говорю	2	5
723	еще и	2	5
724	не имеют	2	5
725	и тогда	6	5
726	он хочет	1	5
727	нет никакой	7	5
728	он дает	2	5
729	видим в	1	5
730	том же	1	5
731	силу того	1	5
732	только о	4	5
733	все они	1	5
734	легко заметить	2	5
735	мы находим	5	5
736	гибели и	1	5
737	а то	2	5
738	или что	1	5
739	то чего	1	5
740	его не	3	5
741	мы различаем	1	5
742	или не	10	5
743	дело не	2	5
744	идет речь	4	5
745	что поскольку	1	5
746	допустить что	1	5
747	надо было	4	5
748	лучшем случае	2	5
749	а я	3	5
750	сама собой	1	4
751	в применении	1	4
752	к помощи	1	4
753	и говорить	3	4
754	его от	2	4
755	из ее	3	4
756	от одного	2	4
757	именно и	1	4
758	в живописи	1	4
759	себя как	3	4
760	форму и	1	4
761	прямо сказать	1	4
762	из всего	1	4
763	в порядке	1	4
764	и смерти	2	4
765	применении к	1	4
766	в противоположность	3	4
767	своим собственным	3	4
768	из себя	3	4
769	это же	3	4
770	и формы	2	4
771	находится в	2	4
772	есть конечно	3	4
773	и вдруг	1	4
774	то о	2	4
775	или наоборот	1	4
776	потому не	1	4
777	для своего	1	4
778	но для	3	4
779	человек и	1	4
780	в связи	3	4
781	обстоятельство что	1	4
782	одном из	1	4
783	это на	1	4
784	понятий и	1	4
785	если оно	4	4
786	принять во	1	4
787	на самый	1	4
788	материал и	1	4
789	или иное	4	4
790	природы и	4	4
791	на место	1	4
792	указанием на	1	4
793	искусство может	1	4
794	в корне	1	4
795	же самой	1	4
796	от своего	2	4
797	можно назвать	3	4
798	к другому	2	4
799	с которой	2	4
800	отношении к	1	4
801	говорят что	3	4
802	как например	2	4
803	одной из	3	4
804	это вовсе	1	4
805	здесь не	2	4
806	мы с	1	4
807	это одно	1	4
808	только потому	4	4
809	есть основа	2	4
810	если только	5	4
811	уже с	1	4
812	и всякий	4	4
813	основе своей	1	4
814	может не	4	4
815	видит что	1	4
816	основана на	1	4
817	себе что	2	4
818	вот это	3	4
819	эти две	5	4
820	этого вопроса	1	4
821	по самой	1	4
822	также и	6	4
823	не с	1	4
824	самое что	1	4
825	кто не	1	4
826	именно эта	1	4
827	показали что	1	4
828	или как	3	4
829	при всем	5	4
830	и вне	3	4
831	все еще	2	4
832	само собой	1	4
833	может и	3	4
834	если она	4	4
835	вплоть до	2	4
836	себе а	2	4
837	случае в	1	4
838	а когда	2	4
839	если вы	5	4
840	строго говоря	2	4
841	в некоторых	3	4
842	никак нельзя	1	4
843	от этих	2	4
844	именно эти	1	4
845	в первом	2	4
846	мы только	3	4
847	в это	4	4
848	в каких	2	4
849	вот почему	3	4
850	его действия	1	4
851	не имеем	3	4
852	перед ним	1	4
853	я думаю	2	4
854	так то	5	4
855	на наших	1	4
856	ней и	1	4
857	ее и	2	4
858	т е	72	4
859	не кажется	1	4
860	такое понимание	2	4
861	сказал что	1	4
862	это что	1	4
863	в мире	2	4
864	без которого	1	4
865	его жизни	1	4
866	в свете	3	4
867	но к	1	4
868	никакой другой	1	4
869	и нам	1	4
870	это может	1	4
871	никакой возможности	1	4
872	почему же	3	4
873	однако в	1	4
874	и никогда	1	4
875	его форму	1	4
876	такие же	1	4
877	почти не	1	4
878	не на	7	4
879	если не	3	4
880	в обратном	1	4
881	заключается не	1	4
882	мы говорим	4	4
883	с ними	3	4
884	в слове	3	4
885	ли он	1	4
886	если взять	2	4
887	ничего общего	2	4
888	быть она	1	4
889	утверждают что	3	4
890	зависимость от	1	4
891	этой жизни	2	4
892	в истории	7	4
893	же время	5	4
894	имеем в	1	4
895	мог бы	2	4
896	говорил что	2	4
897	не знаем	1	4
898	высшей степени	1	4
899	форм и	1	4
900	что ребенок	1	4
901	сам себя	1	4
902	обе эти	1	4
903	не для	1	4
904	бы на	1	4
905	и точно	1	4
906	деле если	1	4
907	только он	2	4
908	без всяких	1	4
909	когда оно	1	4
910	он исходит	2	4
911	и где	2	4
912	этой цели	1	4
913	по смыслу	2	4
914	к своему	1	4
915	ли не	1	4
916	это так	2	4
917	за то	1	4
918	не могу	2	4
919	не имея	2	4
920	к тем	1	4
921	говоря о	3	4
922	в пределах	1	4
923	стало быть	23	4
924	считает что	1	4
925	же и	2	3
926	образа в	1	3
927	кроме того	8	3
928	а есть	1	3
929	он утверждает	1	3
930	именно он	1	3
931	жизнь в	2	3
932	из чего	2	3
933	или на	2	3
934	ряд таких	1	3
935	меня в	2	3
936	этом примере	1	3
937	на первый	4	3
938	в сердце	1	3
939	свой смысл	1	3
940	всем его	1	3
941	все и	1	3
942	было в	2	3
943	в этот	3	3
944	чего не	7	3
945	о них	1	3
946	уже и	3	3
947	на одну	1	3
948	по которым	1	3
949	она требует	1	3
950	образом как	1	3
951	в разных	2	3
952	он сам	1	3
953	и чувства	1	3
954	на котором	2	3
955	понятие о	2	3
956	все в	3	3
957	морали в	1	3
958	ближе к	1	3
959	мысли так	1	3
960	души в	1	3
961	здесь как	1	3
962	из отдельных	1	3
963	при чем	1	3
964	с другими	1	3
965	лучше всего	1	3
966	не больше	4	3
967	есть еще	4	3
968	это произошло	1	3
969	как таковое	5	3
970	вещей и	6	3
971	по одному	3	3
972	но когда	2	3
973	если я	2	3
974	нами как	1	3
975	мы всегда	2	3
976	котором я	1	3
977	этих трех	1	3
978	имеет целью	1	3
979	иметь в	3	3
980	никогда нельзя	3	3
981	с нашими	1	3
982	же самого	1	3
983	его как	6	3
984	самое понятие	1	3
985	человеческого тела	1	3
986	исключительно с	1	3
987	о чувстве	1	3
988	во-первых это	2	3
989	что нет	5	3
990	о самом	1	3
991	мы начинаем	3	3
992	и какая	2	3
993	это время	1	3
994	на их	1	3
995	везде и	1	3
996	то я	1	3
997	нет ничего	14	3
998	то он	1	3
999	всем этом	2	3
1000	двух основных	1	3
1001	учении о	1	3
1002	только мы	3	3
1003	не быть	1	3
1004	тот и	1	3
1005	для меня	2	3
1006	и об	2	3
1007	пока мы	2	3
1008	я хотел	1	3
1009	удовольствия и	1	3
1010	форма и	3	3
1011	сложнее и	1	3
1012	котором мы	1	3
1013	и проч	1	3
1014	говоря не	1	3
1015	общего с	1	3
1016	утверждая что	1	3
1017	не из	1	3
1018	двух планов	1	3
1019	мы еще	2	3
1020	раз из	1	3
1021	является то	1	3
1022	наших глазах	1	3
1023	на что	2	3
1024	он и	3	3
1025	и тут	5	3
1026	как именно	2	3
1027	нечто совершенно	1	3
1028	этот акт	1	3
1029	возможно и	1	3
1030	и я	3	3
1031	со своей	1	3
1032	как результат	2	3
1033	тем более	5	3
1034	бы ни	1	3
1035	мере в	3	3
1036	на них	2	3
1037	это конечно	2	3
1038	самому смыслу	1	3
1039	чистом виде	1	3
1040	ни один	2	3
1041	заключается только	1	3
1042	оказывается и	1	3
1043	разве не	1	3
1044	что можно	2	3
1045	понять что	1	3
1046	в одинаковой	3	3
1047	пришел к	1	3
1048	с фактами	1	3
1049	в каком-то	1	3
1050	он с	1	3
1051	мы и	4	3
1052	ней не	2	3
1053	случае не	4	3
1054	что человек	1	3
1055	быть может	3	3
1056	не бывает	1	3
1057	ко всем	1	3
1058	равно как	2	3
1059	она является	1	3
1060	много раз	1	3
1061	его на	3	3
1062	всегда в	1	3
1063	в точном	2	3
1064	внимание что	1	3
1065	которое не	2	3
1066	что оба	1	3
1067	нем нет	3	3
1068	все их	1	3
1069	и нет	9	3
1070	так если	1	3
1071	от тех	1	3
1072	которой он	1	3
1073	сам не	2	3
1074	доказать что	1	3
1075	построения в	1	3
1076	двери и	1	3
1077	если так	3	3
1078	существу своему	2	3
1079	превращается в	6	3
1080	чувстве и	2	3
1081	всего этого	2	3
1082	вообще и	1	3
1083	быть в	4	3
1084	имеем дело	2	3
1085	как я	2	3
1086	на словах	2	3
1087	же сколько	1	3
1088	человека то	1	3
1089	на почве	1	3
1090	этого и	1	3
1091	вот эта	1	3
1092	впадает в	1	3
1093	превращает их	1	3
1094	происходит как	1	3
1095	то для	1	3
1096	ни было	1	3
1097	души и	3	3
1098	чем у	1	3
1099	все прочие	1	3
1100	как же	9	3
1101	не о	6	3
1102	и можно	5	3
1103	быть только	2	3
1104	но ведь	2	3
1105	от одной	1	3
1106	зрения и	1	3
1107	и жизнь	1	3
1108	точек зрения	1	3
1109	что их	2	3
1110	вопроса о	1	3
1111	на которую	1	3
1112	она на	1	3
1113	говорил о	2	3
1114	когда я	1	3
1115	от самого	3	3
1116	то ни	4	3
1117	личности и	15	3
1118	не более	1	3
1119	на нем	3	3
1120	в учении	1	3
1121	даже не	8	3
1122	их и	1	3
1123	превратилась в	1	3
1124	на который	1	3
1125	образы и	1	3
1126	эпохи в	1	3
1127	мы помним	1	3
1128	бы быть	2	3
1129	чаще всего	3	3
1130	и ничего	5	3
1131	искусства ни	1	3
1132	однако и	1	3
1133	как таковой	6	3
1134	и который	1	3
1135	для себя	2	3
1136	и должно	1	3
1137	есть для	1	3
1138	поэтому совершенно	1	3
1139	что сам	1	3
1140	равным образом	1	3
1141	чтобы это	2	3
1142	во что	5	3
1143	ни о	8	3
1144	же самый	2	3
1145	состоит из	2	3
1146	которые могут	1	3
1147	совершенно естественно	1	3
1148	речь в	1	3
1149	друг от	1	3
1150	которая не	2	3
1151	то обстоятельство	1	3
1152	ни к	3	3
1153	это понятие	3	3
1154	где есть	2	3
1155	чем то	1	3
1156	связана с	1	3
1157	творчества и	1	3
1158	к себе	1	3
1159	самый этот	1	3
1160	сознании и	1	3
1161	не могло	1	3
1162	очень хорошо	1	3
1163	котором она	1	3
1164	на картине	1	3
1165	решительно все	1	3
1166	только одна	3	3
1167	что тут	8	3
1168	смысле что	1	3
1169	свести к	1	3
1170	же мере	1	3
1171	и восприятия	1	3
1172	что так	1	3
1173	что каждый	1	3
1174	действительно не	2	3
1175	как нечто	2	3
1176	слово в	2	3
1177	но с	1	3
1178	от друга	1	3
1179	или иначе	2	3
1180	как таковая	5	3
1181	животных и	1	3
1182	очень много	3	3
1183	приходим к	1	3
1184	последнее время	2	3
1185	и оно	1	3
1186	поскольку она	1	3
1187	первый план	4	3
1188	что нужно	2	3
1189	быть и	7	3
1190	составные части	1	3
1191	совершенно невозможно	1	3
1192	у нее	1	3
1193	скажем что	2	3
1194	в эстетической	1	3
1195	мы тогда	1	3
1196	и прежде	6	3
1197	говорит не	1	3
1198	они имеют	1	2
1199	философии и	1	2
1200	никогда и	1	2
1201	если его	2	2
1202	которое сразу	1	2
1203	только те	1	2
1204	искусство с	2	2
1205	не зависит	3	2
1206	время не	1	2
1207	и такое	1	2
1208	и самые	1	2
1209	о мире	1	2
1210	на свою	1	2
1211	есть именно	6	2
1212	уже на	1	2
1213	исходить из	1	2
1214	я сказал	1	2
1215	и чувство	1	2
1216	мы сразу	1	2
1217	от поэзии	2	2
1218	совершенно ясным	1	2
1219	есть то	9	2
1220	время перед	1	2
1221	знаем и	1	2
1222	в центр	1	2
1223	осуществляется в	2	2
1224	что мне	2	2
1225	своей природе	1	2
1226	это делается	1	2
1227	ничто не	2	2
1228	это его	1	2
1229	из жизни	1	2
1230	не всегда	3	2
1231	но может	1	2
1232	есть продукт	1	2
1233	он показал	1	2
1234	и была	1	2
1235	точке зрения	1	2
1236	с другим	2	2
1237	быть предметом	1	2
1238	во всякой	2	2
1239	в голове	1	2
1240	него не	1	2
1241	признания и	1	2
1242	они должны	1	2
1243	то чем	1	2
1244	и всякого	2	2
1245	именно с	1	2
1246	от них	1	2
1247	к ее	2	2
1248	раз на	2	2
1249	крайней мере	10	2
1250	эпохи с	1	2
1251	как видите	1	2
1252	грань между	2	2
1253	или иным	1	2
1254	разные эпохи	1	2
1255	всего в	2	2
1256	д все	1	2
1257	лишь тогда	1	2
1258	все его	2	2
1259	оно совершенно	2	2
1260	как такового	1	2
1261	не останется	1	2
1262	он к	1	2
1263	что уже	3	2
1264	происходит это	1	2
1265	есть просто	7	2
1266	поскольку речь	1	2
1267	только она	1	2
1268	разве можно	1	2
1269	ни от	6	2
1270	одного человека	1	2
1271	каком случае	2	2
1272	с детства	1	2
1273	смотря по	1	2
1274	этом последнем	1	2
1275	на другую	5	2
1276	же оно	1	2
1277	без него	1	2
1278	того если	1	2
1279	данный момент	2	2
1280	а для	2	2
1281	той или	3	2
1282	искать не	1	2
1283	только от	2	2
1284	о себе	2	2
1285	на картину	1	2
1286	люди как	1	2
1287	говорит если	1	2
1288	сюда же	2	2
1289	с какой	1	2
1290	по своей	1	2
1291	того кто	4	2
1292	никакого отношения	5	2
1293	на такой	1	2
1294	если угодно	4	2
1295	и искусства	1	2
1296	это приводит	1	2
1297	необходимо чтобы	1	2
1298	себе ни	1	2
1299	не ее	1	2
1300	что кроме	1	2
1301	есть ли	8	2
1302	чтобы не	4	2
1303	понятия и	2	2
1304	со всяким	1	2
1305	и сами	2	2
1306	для самого	1	2
1307	против этого	1	2
1308	от нее	3	2
1309	можно получить	1	2
1310	и должны	1	2
1311	я здесь	1	2
1312	мы приходим	1	2
1313	если скажем	1	2
1314	и далее	1	2
1315	пребывает в	1	2
1316	центральный и	1	2
1317	что нельзя	1	2
1318	и делает	2	2
1319	предмета с	2	2
1320	то с	1	2
1321	вне всякого	2	2
