N	3gram	Losev_Vesc	Psycholo
160	и в конце	1	3
161	один из самых	1	3
162	в нем нет	2	3
163	в том или	2	3
164	и что они	3	3
165	бы то ни	12	3
166	то же время	4	3
167	ясно что и	1	3
168	о котором я	1	3
169	так как мы	2	3
170	не может и	2	3
171	есть в сущности	1	3
172	и что все	1	3
173	в то же	5	3
174	надо было бы	1	3
175	то и другое	6	3
176	я не могу	1	3
177	и здесь мы	1	3
178	оно может быть	1	3
179	в этом случае	1	3
180	и то и	1	3
181	то обстоятельство что	1	3
182	то что ему	1	3
183	не может понять	1	2
184	одной стороны и	1	2
185	ее чистом виде	1	2
186	не только то	1	2
187	том что это	1	2
188	а следовательно и	2	2
189	и не было	1	2
190	к одному и	1	2
191	не в этом	1	2
192	д и т	10	2
193	дело не в	1	2
194	от всех прочих	3	2
195	только о том	2	2
196	когда мы говорим	1	2
197	она и не	1	2
198	она не может	3	2
199	решить вопрос о	1	2
200	так или иначе	5	2
201	и кто не	1	2
202	кроме того что	1	2
203	видим таким образом	1	2
204	оно есть не	4	2
205	в каком случае	4	2
206	сказать что оно	2	2
207	того что в	1	2
208	что она не	1	2
209	в полной мере	1	2
210	не иначе как	1	2
211	и вот эта	1	2
212	что с точки	1	2
213	не понимая что	1	2
214	все же не	3	2
215	что то же	2	2
216	это значит что	25	2
217	но в этом	1	2
218	и когда она	2	2
219	д все это	1	2
220	каждой из этих	1	2
221	мы имеем дело	2	2
222	в связи с	1	2
223	т д и	11	2
224	и тем не	5	2
225	т д все	1	2
226	только в очень	1	2
227	прежде всего на	1	2
228	вбирает в себя	3	2
229	и только в	1	2
230	но и в	1	2
231	по крайней мере	10	2
232	в чем же	5	2
233	и в особенности	1	2
234	и что это	1	2
235	иначе как в	1	2
236	самом деле в	1	2
237	и для ее	2	2
238	было бы и	5	2
239	и в той	1	2
240	что такое понимание	1	2
241	и все же	1	2
242	что может быть	1	2
243	и как раз	1	2
244	как она есть	3	2
245	в одинаковой мере	1	2
246	а не к	2	2
247	в той же	1	2
248	того что они	1	2
249	потому что это	1	2
250	была бы совершенно	1	2
251	и ничем не	2	2
252	должно было бы	1	2
253	я не знаю	1	2
254	тот же самый	1	2
255	может быть только	6	2
256	может быть совершенно	1	2
257	можно формулировать так	1	2
258	той и другой	2	2
259	в первом случае	2	2
260	и что эти	1	2
261	тех или иных	2	2
262	потому что оно	1	2
263	есть не что	8	2
264	и есть в	1	2
265	то ни было	12	2
266	если это так	2	2
267	не может не	3	2
268	на первый план	1	2
269	он все же	1	2
270	не мог бы	2	2
271	в ее чистом	1	2
272	равно как и	4	2
273	что мы воспринимаем	1	2
274	мы находим в	2	2
275	тем же самым	1	2
276	если бы оно	1	2
277	того что она	2	2
278	и ничего не	1	2
279	этого слова есть	1	2
280	мы видим таким	1	2
281	то что я	2	2
282	от всех других	1	2
283	точки зрения и	1	2
284	что не только	1	2
285	она отличается от	1	1
286	есть все же	1	1
287	философии вообще и	2	1
288	но то что	3	1
289	когда мы говорили	1	1
290	этого метода и	1	1
291	а можно только	1	1
292	в одном и	2	1
293	нельзя а можно	1	1
294	конечно ни в	1	1
295	но тот же	1	1
296	каком случае не	2	1
297	по себе но	1	1
298	но и какое-то	1	1
299	не может состояться	2	1
300	видно уже из	1	1
301	только одна из	1	1
302	как мы говорили	1	1
303	в результате этого	1	1
304	то что не	2	1
305	не к чему	1	1
306	во всем что	1	1
307	у нас в	2	1
308	при каких условиях	1	1
309	есть не только	2	1
310	если мы скажем	1	1
311	что на нем	1	1
312	для здравого смысла	2	1
313	и ни на	1	1
314	она могла бы	2	1
315	точка зрения приводит	1	1
316	остановиться на этом	2	1
317	приводит их в	1	1
318	это относится не	1	1
319	еще почти не	1	1
320	в коем случае	1	1
321	в результате мы	1	1
322	но если вы	2	1
323	ее отличие от	1	1
324	мы еще не	2	1
325	это не есть	2	1
326	крайней мере в	2	1
327	отличает его от	1	1
328	было бы нелепо	1	1
329	себе а потом	1	1
330	свидетельствует о том	3	1
331	о чем не	1	1
332	никак не является	1	1
333	есть для меня	1	1
334	что здесь как	1	1
335	бы с этой	1	1
336	если бы я	3	1
337	дело вовсе не	1	1
338	и каждое слово	1	1
339	выводы из этого	1	1
340	то что эта	2	1
341	в действительности же	1	1
342	бы вбирает в	1	1
343	тут у нас	1	1
344	потому что им	1	1
345	но только в	1	1
346	все что угодно	2	1
347	это и значит	4	1
348	не могла бы	1	1
349	все эти авторы	1	1
350	а затем и	2	1
351	и значит быть	1	1
352	когда она еще	1	1
353	необходимо должно быть	1	1
354	каждой из них	1	1
355	в ней не	1	1
356	то ясно что	2	1
357	что они находятся	1	1
358	с этой стороны	1	1
359	только один из	2	1
360	на это я	1	1
361	умозаключений и т	1	1
362	только и может	1	1
363	нужно сказать что	2	1
364	я это делаю	1	1
365	хотя бы только	1	1
366	мы увидим как	1	1
367	что же эти	1	1
368	и говорить о	1	1
369	ни к какому	1	1
370	но все же	2	1
371	ясно что смысл	1	1
372	это однако не	1	1
373	собой если мы	1	1
374	в одном случае	1	1
375	с ними в	1	1
376	то это значит	3	1
377	на этом основании	1	1
378	котором я говорю	1	1
379	необходимо не только	2	1
380	по себе то	2	1
381	без всякого сомнения	1	1
382	которое и есть	1	1
383	она еще не	1	1
384	зрения приводит к	1	1
385	что же тогда	1	1
386	этого вопроса в	1	1
387	но это значит	2	1
388	то что именно	1	1
389	него самого но	1	1
390	сказать что она	3	1
391	не имеют никакого	1	1
392	и том же	1	1
393	на действительность и	2	1
394	т д то	1	1
395	что почти все	1	1
396	получится если мы	1	1
397	восприятие вещи и	1	1
398	как бы вбирает	1	1
399	с чем мы	2	1
400	и во всяком	1	1
401	стороны и что	1	1
402	что она отличается	1	1
403	дело не с	2	1
404	мы скажем что	1	1
405	это так то	2	1
406	одна из основных	1	1
407	как мы знаем	1	1
408	ясно что каждый	1	1
409	в данный момент	1	1
410	как это было	1	1
411	в себя самые	1	1
412	первом случае мы	1	1
413	и тому же	1	1
414	имеют под собой	1	1
415	не только это	3	1
416	и без всякого	2	1
417	ясно что это	1	1
418	если мы его	1	1
419	того чтобы мы	1	1
420	в себе и	1	1
421	если мы возьмем	3	1
422	в ту или	1	1
423	должен признать что	1	1
424	ни в коем	1	1
425	если мы ее	1	1
426	совершенно ясно и	1	1
427	с которой мы	1	1
428	и в чем	1	1
429	и для всех	1	1
430	в этом и	2	1
431	мы переходим к	1	1
432	независимо от того	1	1
433	явление жизни и	1	1
434	на этом единстве	1	1
435	или что то	2	1
436	мы будем говорить	1	1
437	уже не может	3	1
438	только в зависимости	1	1
439	то что является	4	1
440	вовсе не какой-нибудь	1	1
441	а потом уже	1	1
442	у нее нет	1	1
443	резко отличается от	1	1
444	у нас есть	1	1
445	другой вопрос но	1	1
446	что мы имеем	2	1
447	они все же	1	1
448	вовсе не есть	6	1
449	она резко отличается	1	1
450	не может в	1	1
451	с но и	1	1
452	том что и	1	1
453	говорили выше что	1	1
454	что человек есть	1	1
455	взятый сам по	1	1
456	с нами самими	1	1
457	он и не	1	1
458	но ведь они	1	1
459	от жизни и	1	1
460	для него это	1	1
461	это можно сказать	1	1
462	по самому своему	1	1
463	хотя бы в	2	1
464	как раз к	2	1
465	и сказать что	1	1
466	у него нет	1	1
467	мы сказали что	1	1
468	тем что она	1	1
469	и здесь и	1	1
470	строго говоря и	1	1
471	в ней есть	1	1
472	она может быть	2	1
473	что она была	1	1
474	происходит не в	1	1
475	смысл не только	1	1
476	и не подозревает	1	1
477	та или иная	1	1
478	сам для себя	1	1
479	что я понимаю	1	1
480	от всякого психологизма	1	1
481	коем случае не	1	1
482	говорить что это	1	1
483	не вещь а	1	1
484	было бы очень	1	1
485	новые и новые	1	1
486	есть все то	1	1
487	что у нас	1	1
488	ответ на вопрос	1	1
489	в самом начале	1	1
490	то что составляет	1	1
491	и в целом	1	1
492	нельзя было бы	2	1
493	бы и не	1	1
494	но как ни	1	1
495	самая что и	1	1
496	он думает что	1	1
497	что такое в	1	1
498	и даже не	3	1
499	привело бы к	2	1
500	это значило бы	3	1
501	но если это	3	1
502	ни с какой	2	1
503	какого бы то	2	1
504	явление то есть	2	1
505	которое вкладывает в	1	1
506	есть только один	1	1
507	собой если же	1	1
508	и более или	1	1
509	здесь не только	1	1
510	что оно не	1	1
511	а не то	2	1
512	понимание того что	1	1
513	на такое же	1	1
514	мы говорили о	1	1
515	того или другого	1	1
516	той же причине	1	1
517	что они все	1	1
518	сама с собой	1	1
519	еще не вполне	1	1
520	нечто гораздо большее	1	1
521	оказывается вовсе не	1	1
522	так что в	3	1
523	и для всякой	1	1
524	же по себе	2	1
525	как равно и	1	1
526	самых основных и	1	1
527	для этого нужно	2	1
528	с тем же	1	1
529	она не есть	1	1
530	на вопрос о	1	1
531	об этом предмете	1	1
532	и есть то	2	1
533	человеческой природы и	1	1
534	прямо и открыто	1	1
535	по себе совершенно	2	1
536	таким же точно	1	1
537	ведь и есть	2	1
538	что только в	2	1
539	то что можно	1	1
540	нужно было бы	2	1
541	а и в	9	1
542	потому что только	1	1
543	ни от какого	2	1
544	после этого уже	1	1
545	ни о чем	1	1
546	стоит именно на	1	1
547	имеет никакого отношения	2	1
548	того что есть	1	1
549	во всяком другом	1	1
550	не есть чистая	1	1
551	и прежде всего	1	1
552	и в то	3	1
553	по природе своей	2	1
554	с ним и	1	1
555	то или другое	2	1
556	и в науке	1	1
557	представьте себе что	1	1
558	ли в этом	1	1
559	даже больше того	6	1
560	как не в	1	1
561	а не в	2	1
562	мы видим как	1	1
563	по существу и	1	1
564	который вполне может	1	1
565	как только он	1	1
566	одном и том	1	1
567	или хотя бы	1	1
568	точки зрения которую	1	1
569	быть не может	1	1
570	все что мы	1	1
571	и это есть	1	1
572	этот метод на	1	1
573	ни от кого	1	1
574	между собою и	3	1
575	при чем тут	1	1
576	если это не	1	1
577	есть один из	1	1
578	но только с	1	1
579	но и здесь	1	1
580	он должен быть	1	1
581	что в результате	2	1
582	как в результате	1	1
583	было так то	1	1
584	и несмотря на	1	1
585	но уже сейчас	2	1
586	когда речь идет	1	1
587	которой ничего не	1	1
588	в свое время	2	1
589	ту или иную	3	1
590	уже сейчас мы	1	1
591	самом деле не	1	1
592	то с чем	3	1
593	какой бы то	1	1
594	и не в	3	1
595	том же отношении	1	1
596	перед нами как	1	1
597	непосредственного отношения к	1	1
598	того что мы	1	1
599	она сказывается в	1	1
600	мы получим то	1	1
601	сам себя и	1	1
602	всякий знает что	1	1
603	ни на что	1	1
604	и потому ее	1	1
605	что у того	1	1
606	это потому что	1	1
607	не существует в	1	1
608	указание на то	1	1
609	что бы то	1	1
610	если бы было	1	1
611	и даже больше	1	1
612	они находятся в	1	1
613	психики а не	1	1
614	что она и	1	1
615	далеко не все	1	1
616	это совершенно неверно	1	1
617	она все же	1	1
618	не из чего	1	1
619	ближе к истине	1	1
620	на что не	1	1
621	мы не знаем	1	1
622	я только что	1	1
623	одному и тому	1	1
624	никакого отношения к	2	1
625	есть прежде всего	4	1
626	мы будем понимать	1	1
627	и не надо	1	1
628	есть в основе	1	1
629	и есть действительность	1	1
630	на эту тему	1	1
631	в обыденной речи	1	1
632	то что для	1	1
633	самой по себе	1	1
634	я позволю себе	1	1
635	значило бы что	3	1
636	что не направленный	1	1
637	это отнюдь не	1	1
638	что я хочу	3	1
639	вкладывает в нее	1	1
640	он говорит о	1	1
641	и здесь как	1	1
642	тому как мы	1	1
643	и не только	6	1
644	и так же	1	1
645	остановиться только на	1	1
646	к которым они	1	1
647	в сущности всегда	1	1
648	что несмотря на	1	1
649	свой смысл и	1	1
650	но потому что	1	1
651	описать и объяснить	1	1
