N	3gram	Voloshinov	Myshleni
97	нет никаких оснований	2	2
98	во всех областях	1	2
99	первый и основной	1	2
100	и может быть	2	2
101	никакому сомнению что	1	2
102	основе их лежит	1	2
103	в полном согласии	1	2
104	что может быть	1	2
105	может привести к	1	2
106	может быть совершенно	1	2
107	же что и	1	2
108	и как мы	1	2
109	полном согласии с	1	2
110	в большинстве случаев	3	2
111	и в высшей	1	2
112	этой ступени развития	1	2
113	точки зрения обоих	1	2
114	только в этой	1	2
115	только для того	1	2
116	не давая себе	1	2
117	то что я	1	2
118	на этом пути	1	2
119	и в известной	1	2
120	в известных пределах	1	1
121	даже тогда когда	1	1
122	все то что	2	1
123	этом отношении и	1	1
124	мы уже знаем	1	1
125	внешний мир в	1	1
126	что можно было	1	1
127	только одна из	1	1
128	в известной степени	1	1
129	свое отношение к	1	1
130	в себя и	1	1
131	ничего не говорит	1	1
132	на первой стадии	1	1
133	их так как	1	1
134	почти совершенно не	2	1
135	в коем случае	1	1
136	во внешнем мире	1	1
137	и основной вопрос	1	1
138	на всю жизнь	1	1
139	но даже и	1	1
140	внешними и внутренними	1	1
141	одних и тех	1	1
142	в этом нет	1	1
143	не следует что	1	1
144	в основных чертах	1	1
145	этих двух групп	1	1
146	эту концепцию в	1	1
147	во многих случаях	1	1
148	в чем не	3	1
149	ни разу не	1	1
150	мы полагаем что	3	1
151	что он прежде	1	1
152	но мы уже	1	1
153	и т.п и	1	1
154	зависит от того	1	1
155	в переводе на	2	1
156	как учение о	1	1
157	это вытекает из	1	1
158	не нуждается в	2	1
159	одного плана в	1	1
160	но именно этот	1	1
161	целиком во всех	1	1
162	на наших глазах	1	1
163	и входит в	1	1
164	можем сказать что	1	1
165	образов в один	1	1
166	в области психологии	1	1
167	нечто третье что	1	1
168	основной вопрос можно	1	1
169	это самое важное	1	1
170	на друга в	1	1
171	прежде всего на	1	1
172	мы должны перейти	1	1
173	как мы знаем	1	1
174	по крайней мере	3	1
175	сделать это в	1	1
176	снова и снова	1	1
177	может быть даже	1	1
178	и связанная с	1	1
179	со всеми его	1	1
180	и притом чисто	1	1
181	как один из	1	1
182	плана в другой	1	1
183	пр и пр	2	1
184	можно подразделить на	1	1
185	мы и попытались	1	1
186	часть социального целого	1	1
187	центральный пункт всего	1	1
188	в один прекрасный	1	1
189	есть ли у	1	1
190	и пр в	1	1
191	с ним и	1	1
192	на один шаг	1	1
193	и его учениками	1	1
194	здесь в области	1	1
195	в каком направлении	1	1
196	позволяет нам сделать	1	1
197	никогда не утверждал	1	1
198	мы сталкиваемся с	1	1
199	на следующих ступенях	1	1
200	в период полового	1	1
201	мы сейчас же	1	1
202	находится во власти	1	1
203	ни в чем	3	1
204	следующих ступенях развития	1	1
205	таким образом с	1	1
206	рано или поздно	1	1
207	первый план выдвигается	1	1
208	в пределах своего	1	1
209	по его мнению	1	1
210	неизбежно приходим к	1	1
211	ранних ступенях развития	1	1
212	жизни таким образом	1	1
213	и пр и	3	1
214	случае не может	1	1
215	есть в сознании	1	1
216	таким образом к	1	1
217	различает два момента	1	1
218	в некоторых отношениях	1	1
219	все новых и	1	1
220	мы можем сказать	2	1
221	ни в коем	1	1
222	что в них	1	1
223	что между ними	1	1
224	с нашим понятием	1	1
225	решающее для всей	1	1
226	из одного плана	1	1
227	смысл и значение	1	1
228	другими словами мы	1	1
229	в углу комнаты	1	1
230	в свою противоположность	1	1
231	не может иметь	1	1
232	как со стороны	1	1
233	как часть социального	1	1
234	фрейдом и его	1	1
235	так и с	1	1
236	и теперь в	1	1
237	нуждается в слушателе	1	1
238	вернулись к тому	1	1
239	для всех других	1	1
240	как это делает	1	1
241	говорить о том	1	1
242	и тех же	1	1
243	оставляет никаких сомнений	1	1
244	он может быть	1	1
245	только в одном	1	1
246	отношений между ними	1	1
247	подразделить на две	1	1
248	он прежде всего	1	1
249	полагаем что в	1	1
250	может быть сделан	1	1
251	но отнюдь не	2	1
252	заранее что в	1	1
253	и социального в	1	1
254	всяком случае не	1	1
255	и связанные с	1	1
256	нельзя сказать о	1	1
257	не оставляет никаких	1	1
258	один из моментов	1	1
259	из того же	1	1
260	период полового созревания	1	1
261	и что он	1	1
262	комплекса при этом	1	1
263	от того насколько	1	1
264	это и есть	1	1
265	из тех же	2	1
266	хорошо нам знакомая	1	1
267	свой смысл и	1	1
268	самого начала но	1	1
