N	2gram	Tiupa_Narr	DiskursI
465	речевой практики	1	3
466	здесь оказывается	1	3
467	композиционная форма	1	3
468	различия между	1	3
469	на рубеже	2	3
470	принадлежащих к	1	3
471	как на	2	3
472	герой оказывается	1	3
473	имеем дело	4	3
474	момент в	1	3
475	речь о	1	3
476	это прежде	1	3
477	тут же	1	3
478	понятие о	1	3
479	формируется в	1	3
480	о ней	5	3
481	ближе к	1	3
482	и он	8	3
483	и столь	2	3
484	вплоть до	5	3
485	в повестях	1	3
486	данного высказывания	1	3
487	о событии	2	3
488	ситуации а	1	3
489	к которому	1	3
490	опираясь на	1	3
491	стремится к	1	3
492	и притом	3	3
493	или не	5	3
494	в которой	2	3
495	к чему	3	3
496	своего и	2	3
497	по аналогии	2	3
498	на себя	5	3
499	в области	4	3
500	между собой	3	3
501	как у	6	3
502	о себе	2	3
503	повестях белкина	1	3
504	но как	3	3
505	выступает в	2	3
506	с адресатом	1	3
507	самому себе	1	3
508	этой причине	1	3
509	одно и	2	3
510	и что	1	3
511	в тех	1	3
512	жанровой природы	1	3
513	в форме	7	3
514	греческой античности	1	3
515	не просто	2	3
516	то ни	1	3
517	равной степени	3	3
518	иисуса христа	1	3
519	было бы	2	3
520	его как	2	3
521	о его	3	3
522	и от	3	3
523	ней в	2	3
524	и по	3	3
525	художественной литературе	1	3
526	рассказ в	1	3
527	в точке	2	3
528	не случайно	2	3
529	имеет дело	1	3
530	этого термина	1	3
531	они и	2	3
532	них в	1	3
533	в специальном	2	3
534	и вследствие	1	3
535	принадлежат к	1	3
536	живет в	1	3
537	должна быть	2	3
538	категория дискурса	1	3
539	но также	1	3
540	литературного письма	1	3
541	содержит в	1	3
542	[...] и	5	3
543	различного рода	3	3
544	истории в	8	3
545	речи как	1	3
546	событие не	1	3
547	литературного произведения	1	3
548	событие рассказывания	2	3
549	текста и	3	3
550	говорящего и	2	3
551	в структуре	1	3
552	себя с	1	3
553	в романе	3	3
554	рассказчика и	1	3
555	обоих случаях	1	3
556	[...] а	2	3
557	отношения к	1	3
558	присутствует в	1	3
559	как не	1	3
560	вместе с	3	3
561	событийного характера	1	3
562	перед лицом	1	3
563	не имеет	3	3
564	да и	5	3
565	о котором	4	3
566	в следующей	3	3
567	всей своей	1	3
568	качестве дискурса	1	3
569	уже говорилось	2	3
570	дискурс в	2	3
571	это и	2	3
572	в главе	1	3
573	и более	2	3
574	языка и	1	3
575	своей собственной	2	3
576	который не	2	3
577	идет о	3	3
578	на том	2	3
579	автора и	2	3
580	слова и	1	3
581	креативной компетенции	1	3
582	на основании	1	3
583	в обоих	4	3
584	в речевой	1	3
585	тем же	3	3
586	как мы	3	3
587	может оказаться	2	3
588	то она	1	3
589	к миру	2	3
590	всяком случае	2	3
591	по этой	1	3
592	событием и	1	3
593	в едином	2	3
594	жизни не	1	3
595	нарративных стратегий	1	3
596	жизни но	3	3
597	от лат	1	3
598	на языке	1	3
599	ему в	2	3
600	мог быть	1	3
601	они не	3	3
602	произведения как	1	3
603	различие между	1	3
604	и было	1	3
605	том числе	1	3
606	уже в	1	3
607	мы не	5	3
608	еще и	1	3
609	при встрече	3	3
610	в формах	2	3
611	в полном	1	3
612	рассказываемое событие	1	3
613	этом в	1	3
614	место в	3	3
615	однако не	2	3
616	что ни	1	3
617	а о	2	3
618	событийный статус	6	3
619	ментального события	1	3
620	и без	1	3
621	за которым	2	3
622	не подлежит	3	3
623	все эти	3	3
624	или даже	3	3
625	в греческой	1	3
626	дистанцию между	1	3
627	ли не	3	3
628	не столь	2	3
629	в новом	1	3
630	нарративная интрига	5	3
631	в каждой	1	3
632	об этом	8	3
633	или менее	2	3
634	особенно в	3	3
635	знаменательно что	1	3
636	мере в	1	3
637	не говоря	1	3
638	как показывает	2	3
639	том случае	1	3
640	как коммуникативного	1	3
641	личности в	2	3
642	он говорит	1	3
643	а его	3	3
644	она не	2	3
645	хотя бы	4	3
646	в речевом	1	3
647	проявляется как	1	3
648	из барышни-крестьянки	1	3
649	дело не	3	3
650	собой как	1	3
651	обнаруживаются в	1	3
652	когда он	1	3
653	ван дейк	1	3
654	в начале	4	3
655	в большинстве	1	3
656	событием самого	1	3
657	в организации	2	3
658	числе и	1	3
659	дискурса в	2	3
660	к ней	3	3
661	указывает на	1	3
662	рассказа в	5	3
663	нарративного высказывания	4	3
664	слова в	4	3
665	жизни и	7	3
666	правило не	2	3
667	себе самому	5	3
668	бытия в	2	3
669	событий и	1	3
670	для этого	1	3
671	и наконец	2	3
672	что на	4	3
673	может претендовать	1	3
674	и иные	1	3
675	котором он	1	3
676	что было	1	2
677	во всем	1	2
678	мы можем	2	2
679	лицо события	2	2
680	для всех	1	2
681	в душе	3	2
682	отсылают к	2	2
683	различия в	1	2
684	л.с выготским	1	2
685	и читателем	1	2
686	в напряжении	1	2
687	граница между	1	2
688	с этой	3	2
689	еще более	1	2
690	о них	5	2
691	стороны читателя	1	2
692	мысли и	1	2
693	создает эффект	3	2
694	которое может	2	2
695	принадлежности к	1	2
696	с собачкой	17	2
697	нас в	2	2
698	не являются	2	2
699	всякое событие	1	2
700	этого момента	1	2
701	такова что	3	2
702	принципиально иную	1	2
703	как было	1	2
704	мыслится как	2	2
705	я героя	1	2
706	как субъекта	2	2
707	эмоционально-волевой тональности	1	2
708	в предыдущей	1	2
709	следует понимать	1	2
710	данного термина	1	2
711	на переднем	1	2
712	и с	3	2
713	самом общем	1	2
714	нарративность в	1	2
715	но вполне	1	2
716	которое по	1	2
717	смыслом а	1	2
718	от всего	1	2
719	коммуникативная ситуация	2	2
720	в.т и	1	2
721	отграниченная система	1	2
722	письма не	2	2
723	приходит в	1	2
724	а.п чехова	1	2
725	наррации как	3	2
726	мысли о	1	2
727	ему по	1	2
728	это бывает	1	2
729	лица в	1	2
730	большей или	2	2
731	тем или	2	2
732	речь идет	3	2
733	установку на	1	2
734	воспринимающего сознания	1	2
735	так например	1	2
736	фрейденберг и	1	2
737	значении данного	1	2
738	обращение к	1	2
739	большей части	5	2
740	изменение состояния	2	2
741	некоторые из	1	2
742	нарративности и	1	2
743	не могли	1	2
744	текста так	2	2
745	первого лица	4	2
746	в лесу	1	2
747	для того	4	2
748	адресата и	1	2
749	это система	1	2
750	сознания в	3	2
751	и действия	2	2
752	а непосредственно	1	2
753	с помощью	2	2
754	события самого	1	2
755	строго отграниченная	1	2
756	для рассказа	1	2
757	чеховского письма	2	2
758	в различных	1	2
759	е годы	2	2
760	внимания к	1	2
761	то чтобы	2	2
762	дистанция между	2	2
763	обратим внимание	2	2
764	жизни как	2	2
765	тем кто	1	2
766	записок охотника	1	2
767	поскольку по	1	2
768	в нашем	4	2
769	на него	4	2
770	слово не	1	2
771	в футляре	3	2
772	реализуется в	1	2
773	который в	2	2
774	текст и	1	2
775	он сам	4	2
776	по поводу	3	2
777	что даже	1	2
778	неустранимо присутствует	1	2
779	в.я проппа	1	2
780	является событием	3	2
781	индивидуальный характер	1	2
782	едва ли	5	2
783	сфере общения	1	2
784	не то	1	2
785	от ее	1	2
786	к нему	5	2
787	или иным	2	2
788	собой некий	1	2
789	ситуации и	2	2
790	бы то	1	2
791	не происходит	3	2
792	события а	1	2
793	той мере	1	2
794	этих двух	2	2
795	события свидетель	2	2
796	голос [...]	1	2
797	этого сказать	1	2
798	я на	1	2
799	х гг	2	2
800	должно быть	1	2
801	рассказываемых событий	1	2
802	собой событие	1	2
803	современная нарратология	4	2
804	начала и	5	2
805	т.п то	1	2
806	я как	1	2
807	ни было	1	2
808	чем у	1	2
809	человеческого опыта	3	2
810	бытия и	1	2
811	человек как	1	2
812	текст не	1	2
813	с другими	1	2
814	картине мира	1	2
815	не обладает	1	2
816	не от	1	2
817	иного рода	2	2
818	пристального внимания	1	2
819	в третьем	4	2
820	как можно	2	2
821	у него	13	2
822	некие рецептивные	1	2
823	отношения между	1	2
824	распространяется на	1	2
825	сего времени	1	2
826	однозначности [...]	1	2
827	в разные	1	2
828	области дискурсивных	1	2
829	система смыслов	1	2
830	хх столетия	1	2
831	что она	3	2
832	но для	5	2
833	из уст	2	2
834	о смерти	2	2
835	его характер	2	2
836	высказывания как	1	2
837	характер здесь	1	2
838	очевидно что	1	2
839	не ведет	1	2
840	вненаходимости бахтин	1	2
841	человек в	3	2
842	же как	2	2
843	большинстве случаев	1	2
844	бахтин в	1	2
845	предыдущей главе	1	2
846	его событийной	1	2
847	субъекта речи	1	2
848	и смертью	1	2
849	зрелого чехова	1	2
850	себе и	2	2
851	на границе	1	2
852	а только	1	2
853	в чем	3	2
854	как субъект	1	2
855	а герой	1	2
856	и понимание	1	2
857	вопроса о	1	2
858	несут в	1	2
859	а потом	2	2
860	чеховского творчества	3	2
861	повествователя в	1	2
862	точкой зрения	1	2
863	по большей	5	2
864	не имея	1	2
865	лица и	2	2
866	и быть	1	2
867	появляется в	1	2
868	перехода от	2	2
869	до нас	1	2
870	данное понятие	1	2
871	он ничего	1	2
872	при отсутствии	2	2
873	дискурсного анализа	1	2
874	всего лишь	8	2
875	времени но	2	2
876	и собственно	1	2
877	речи и	1	2
878	в случае	4	2
879	действующих лиц	8	2
880	никого не	1	2
881	переднем плане	1	2
882	но зато	4	2
883	рассказа является	1	2
884	не приходится	1	2
885	главного героя	5	2
886	между жизнью	1	2
887	иметь в	1	2
888	мира по	1	2
889	также не	2	2
890	в современной	4	2
891	первого и	2	2
892	в новое	1	2
893	от конца	1	2
894	покоя и	1	2
895	могла бы	1	2
896	или меньшей	1	2
897	вторая часть	1	2
898	только с	2	2
899	или о	1	2
900	бы его	1	2
901	свидетель и	3	2
902	поле стабилизаций	1	2
903	что может	2	2
904	в первой	3	2
905	событий процессов	1	2
906	теми же	1	2
907	необходимо чтобы	1	2
908	в смене	2	2
909	историю не	1	2
910	на ранних	1	2
911	его к	1	2
912	а как	2	2
913	она оказывается	2	2
914	является его	2	2
915	в него	2	2
916	между повествуемым	1	2
917	чем и	2	2
918	в заглавие	1	2
919	и чужого	2	2
920	оцененном мире	1	2
921	лицо и	2	2
922	до его	1	2
923	мы видели	1	2
924	она сама	2	2
925	один голос	2	2
926	а потому	2	2
927	рассказа не	1	2
928	речевой деятельности	2	2
929	в формировании	1	2
930	как возможность	1	2
931	в чужой	2	2
932	в последнем	1	2
933	по определению	3	2
934	наррация в	2	2
935	как с	1	2
936	рассуждению бахтина	1	2
937	в хх	1	2
938	через посредство	3	2
939	как к	3	2
940	событийности бытия	2	2
941	на ее	2	2
942	хх веке	1	2
943	xix столетия	4	2
944	говорит и	1	2
945	чтобы стать	2	2
946	нашего времени	1	2
947	статус событийности	1	2
948	из которых	1	2
949	но достаточно	2	2
950	а ван	2	2
951	поэтому в	1	2
952	интерес к	3	2
953	к различным	2	2
954	в отношении	1	2
955	к читателю	2	2
956	и делает	1	2
957	различных позиций	1	2
958	этом своем	1	2
959	и строго	1	2
960	социального взаимодействия	1	2
961	сами по	2	2
962	если бы	9	2
963	самом деле	4	2
964	последний как	1	2
965	самим собой	3	2
966	ни о	3	2
967	с таким	1	2
968	иным образом	1	2
969	о своей	3	2
970	рецептивные ожидания	1	2
971	сформировавшийся в	1	2
972	и оцененном	1	2
973	события но	1	2
974	в памяти	2	2
975	и они	1	2
976	процессов состояний	1	2
977	регистров говорения	2	2
978	от его	2	2
979	в xix	1	2
980	о любви	1	2
981	ключом к	1	2
982	наиболее очевидным	1	2
983	высказывание в	1	2
984	нарративную интригу	2	2
985	как произведение	1	2
986	дифференцированном и	1	2
987	второго лица	3	2
988	одним и	1	2
989	события тогда	1	2
990	жизненным опытом	1	2
991	тех же	1	2
992	располагается между	1	2
993	зрения как	2	2
994	в роли	2	2
995	мы его	2	2
996	в город	2	2
997	каждый в	1	2
998	и композиционно	1	2
999	причастной вненаходимости	1	2
1000	и теперь	1	2
1001	себя не	1	2
1002	и вся	1	2
1003	вступает в	2	2
1004	отношении к	1	2
1005	и ему	1	2
1006	к одному	1	2
1007	нормы а	1	2
1008	вслед за	4	2
1009	целый ряд	1	2
1010	от позиции	2	2
1011	коммуникации и	1	2
1012	завершенная и	1	2
1013	он есть	1	2
1014	каждый из	3	2
1015	было и	2	2
1016	повествование в	1	2
1017	автора в	2	2
1018	поль рикёр	2	2
1019	есть его	1	2
1020	из наиболее	6	2
1021	к однозначности	1	2
1022	событием не	1	2
1023	событий в	1	2
1024	ходе которого	1	2
1025	героя оказывается	1	2
1026	со своими	3	2
1027	одного сознания	2	2
1028	в модальности	4	2
1029	по ходу	1	2
1030	не знаем	1	2
1031	обмена репликами	1	2
1032	всякий раз	2	2
1033	на этот	2	2
1034	событие в	5	2
1035	его составе	1	2
1036	друг друга	2	2
1037	и персонажи	1	2
1038	не тождествен	1	2
1039	[...] так	1	2
1040	в особом	1	2
1041	во времени	9	2
1042	в самой	1	2
1043	только о	1	2
1044	как некий	1	2
1045	события и	1	2
1046	в любви	1	2
1047	ответ на	6	2
1048	стабильно дифференцированном	1	2
1049	но на	1	2
1050	это делает	1	2
1051	исторической реальности	1	2
1052	значение в	1	2
1053	не поддается	1	2
1054	и судия	4	2
1055	хоть и	1	2
1056	может не	1	2
1057	не подлежащее	1	2
1058	свидетельствует о	4	2
1059	художественного высказывания	2	2
1060	в первый	1	2
1061	возникает в	1	2
1062	аналогичным образом	1	2
1063	все это	1	2
1064	в художественной	1	2
1065	он как	1	2
1066	на роль	2	2
1067	вести речь	1	2
1068	начала жизни	1	2
1069	повествования [...]	1	2
1070	себя самого	1	2
1071	что с	2	2
1072	ивана иваныча	2	2
1073	ее в	1	2
1074	о герое	3	2
1075	чем он	3	2
1076	как нечто	1	2
1077	наррации а	1	2
1078	самого рассказа	1	2
1079	это всегда	1	2
1080	звучит один	1	2
1081	главное действующее	2	2
1082	это еще	1	2
1083	он видел	1	2
1084	в личностном	1	2
1085	понятийным мышлением	1	2
1086	драматургический текст	1	2
1087	персонажей а	1	2
1088	свидетельствуют о	1	2
1089	случаях когда	1	2
1090	является не	1	2
1091	е гг	1	2
1092	соотносится с	1	2
1093	так в	4	2
1094	на фоне	2	2
1095	к своему	2	2
1096	со своей	3	2
1097	по его	3	2
1098	исторического знания	1	2
1099	готовом стабильно	1	2
1100	это было	3	2
1101	напряжении событийного	1	2
1102	событие состоит	1	2
1103	говорит об	1	2
1104	вовсе не	2	2
1105	как все	2	2
1106	и вообще	1	2
1107	тем более	2	2
1108	человеческого мышления	1	2
1109	здесь также	1	2
1110	и другого	1	2
1111	быть вполне	1	2
1112	ему не	1	2
1113	нем звучит	1	2
1114	как формы	1	2
1115	событие самого	2	2
1116	на собеседника	1	2
1117	ожидания и	1	2
1118	же к	1	2
1119	случае если	1	2
1120	к некоторой	1	2
1121	как замечает	2	2
1122	его не	1	2
1123	ни один	1	2
1124	тойн а	1	2
1125	речевой практике	1	2
1126	я к	1	2
1127	участников коммуникативного	1	2
1128	не по	5	2
1129	обстоит дело	1	2
1130	он обращается	1	2
1131	дискурсивные практики	1	2
1132	мы должны	1	2
1133	быть и	3	2
1134	без нарратора	1	2
1135	и рассказа	1	2
1136	[...] оно	1	2
1137	в драматургии	1	2
1138	творчестве чехова	1	2
1139	заключает в	2	2
1140	только то	1	2
1141	чтобы не	1	2
1142	нарративности но	1	2
1143	всей его	1	2
1144	в книге	1	2
1145	однако для	1	2
1146	личного опыта	2	2
1147	в нарративной	3	2
1148	к чужому	1	2
1149	оно живет	1	2
1150	в голову	1	2
1151	не претендует	1	2
1152	для осмысления	1	2
1153	на то	4	2
1154	и относительно	1	2
1155	организующий принцип	1	2
1156	до сего	1	2
1157	и только	2	2
1158	человек не	1	2
1159	нарративное высказывание	3	2
1160	уже было	1	2
1161	не могло	3	2
1162	принципиальное отличие	1	2
1163	и слушающих	3	2
1164	текста на	1	2
1165	жизнью и	1	2
1166	героя но	3	2
1167	перечисленные моменты	1	2
1168	в готовом	1	2
1169	для другого	2	2
1170	однако на	2	2
1171	персонажей и	2	2
1172	возможна только	1	2
1173	и второго	1	2
1174	событие это	2	2
1175	поскольку о	1	1
1176	с которыми	1	1
1177	из кругозора	1	1
1178	без чего	1	1
1179	до которого	1	1
1180	новое и	2	1
1181	они неразрывно	1	1
1182	передача карикатурное	1	1
1183	рассказывания слушатель	1	1
1184	личность понятая	1	1
1185	для нее	2	1
1186	четкий потому	1	1
1187	восприятие конкретных	1	1
1188	субъекта самоопределения	3	1
1189	мы и	2	1
1190	протяжении единого	1	1
1191	актуализированная женеттом	1	1
1192	миниатюра большой	1	1
1193	доктриной событийности	1	1
1194	когда она	2	1
1195	с героем	1	1
1196	в нарратологию	1	1
1197	большой интриги	1	1
1198	творчества в	1	1
1199	к этой	1	1
1200	сколько к	1	1
1201	завершенности целого	1	1
1202	человеческого характера	1	1
1203	же текста	1	1
1204	в тумане	1	1
1205	случае мы	1	1
1206	позиционирует свои	1	1
1207	будто автор	1	1
1208	и конца	5	1
1209	адекватного восприятия	2	1
1210	рассказе чехова	2	1
1211	самое следует	2	1
1212	художественную словесность	1	1
1213	тому что	4	1
1214	можем обозначить	1	1
1215	через сеть	1	1
1216	даже в	1	1
1217	в финале	3	1
1218	цепи состояний	1	1
1219	хотим объяснить	1	1
1220	мировой жизни	1	1
1221	следует иметь	1	1
1222	рецептивная позиция	1	1
1223	нарратора в	4	1
1224	на утро	1	1
1225	принципиально неотделима	1	1
1226	на концепции	1	1
1227	ключевой фактор	1	1
1228	тем как	1	1
1229	в перформативной	1	1
1230	к самоубийству	1	1
1231	в большей	1	1
1232	роли первого	1	1
1233	как говорит	1	1
1234	нередко становится	1	1
1235	которые по	1	1
1236	текстах с	1	1
1237	язык как	2	1
1238	что человек	1	1
1239	из записок	1	1
1240	за ее	1	1
1241	это пока	1	1
1242	иначе но	1	1
1243	событийности не	1	1
1244	одному из	1	1
1245	например с	1	1
1246	эстетической завершенности	1	1
1247	или иному	1	1
1248	чеховедами самой	1	1
1249	с машей	1	1
1250	четкий и	1	1
1251	с кристаллизацией	1	1
1252	некоторая заслуживающая	1	1
