N	2gram	Bakhtin_fo	TeoriaLi
239	и здесь	2	2
240	с иными	1	2
241	и на	13	2
242	если в	1	2
243	жизни а	1	2
244	на второй	1	2
245	строго говоря	2	2
246	жить и	1	2
247	на этом	2	2
248	из которых	1	2
249	а затем	3	2
250	мы в	1	2
251	по себе	3	2
252	не могут	4	2
253	вещами и	3	2
254	в них	11	2
255	оно не	3	2
256	и даже	5	2
257	этой точки	1	2
258	здесь мы	4	2
259	самом деле	2	2
260	героя как	1	2
261	на мир	1	2
262	произведений искусства	1	2
263	к более	1	2
264	литературных жанров	1	2
265	либо в	1	2
266	в одно	3	2
267	с ними	1	2
268	внутренний хронотоп	1	2
269	позиция автора	1	2
270	вместе с	9	2
271	дома и	1	2
272	жизни в	11	2
273	не вполне	1	2
274	себя и	6	2
275	отличается от	1	2
276	собою в	1	2
277	вследствие этого	4	2
278	в каком	2	2
279	жизни на	2	2
280	к другому	2	2
281	своей жизни	6	2
282	к своему	2	2
283	о том	4	2
284	в аспекте	2	2
285	не входит	2	2
286	мире это	1	2
287	при всем	1	2
288	при всей	1	2
289	это и	1	2
290	еще и	3	2
291	со временем	1	2
292	и политического	1	2
293	совершенно иной	3	2
294	в значительной	3	2
295	имеет в	2	2
296	на основе	5	2
297	времени в	14	2
298	нашем случае	1	2
299	и больше	1	2
300	не могло	5	2
301	только на	3	2
302	и читателей	1	2
303	вступает в	2	2
304	и это	5	2
305	времени и	10	2
306	значительной степени	1	2
307	в глаза	3	2
308	самом начале	1	2
309	соответствии с	2	2
310	видим в	1	2
311	если мы	2	2
312	тем же	3	2
313	места для	2	2
314	до известной	1	2
315	здесь не	5	2
316	на котором	2	2
317	в мировой	2	2
318	он и	1	2
319	в системе	1	2
320	лишь один	2	2
321	в самой	3	2
322	для такого	1	2
323	на время	1	2
324	жизни но	7	2
325	истории литературы	1	2
326	мир все	1	2
327	то в	2	2
328	что они	3	2
329	не принадлежат	1	2
330	но на	4	2
331	к герою	1	2
332	вокруг него	1	2
333	рода и	1	2
334	материала в	1	2
335	в поэзии	2	2
336	одной из	3	2
337	несмотря на	1	2
338	игра с	4	2
339	в формах	1	2
340	ее в	2	2
341	все это	10	2
342	что и	5	2
343	у нас	2	2
344	в европейской	1	2
345	с их	2	2
346	к жизни	2	2
347	у него	8	2
348	даже самая	1	2
349	от всех	2	2
350	в присутствии	4	2
351	и некоторые	1	2
352	дело в	3	2
353	этих двух	1	2
354	каждая из	1	2
355	на себя	2	2
356	не могли	3	2
357	в конце	11	2
358	я и	1	2
359	сама по	1	2
360	тому что	1	2
361	я не	1	2
362	на фоне	3	2
363	данный момент	1	2
364	только и	5	2
365	это было	2	2
366	и сближение	1	2
367	в чем	3	2
368	об этом	3	2
369	должен быть	2	2
370	частной жизни	24	2
371	жизни то	2	2
372	тем более	4	2
373	могли бы	1	2
374	но как	1	2
375	принадлежит только	1	2
376	единое целое	1	2
377	человеческого бытия	1	2
378	как уже	3	2
379	одну из	2	2
380	этом мире	7	2
381	дело не	1	2
382	в случае	1	2
383	есть как	1	2
384	быть и	4	2
385	но она	2	2
386	свою жизнь	1	2
387	одно и	4	2
388	и является	2	2
389	автора и	4	2
390	за пределы	1	2
391	человека и	15	2
392	в большинстве	3	2
393	с человеком	2	2
394	всей его	2	2
395	идет о	2	2
396	могла бы	1	2
397	так же	7	2
398	числе и	4	2
399	облекается в	1	2
400	роман и	1	2
401	это делает	1	2
402	с чем	2	2
403	и прежде	4	2
404	включает в	1	2
405	в данный	1	2
406	события в	1	2
407	ни был	2	2
408	чтобы не	1	2
409	в пространстве	10	2
410	самим собою	5	2
411	могло быть	5	2
412	в особенности	15	1
413	это на	1	1
414	не ту	1	1
415	от него	1	1
416	данном отношении	1	1
417	жизни героя	1	1
418	в последующих	1	1
419	все что	2	1
420	возможности человеческого	2	1
421	каждой из	1	1
422	вступить в	1	1
423	случае в	1	1
424	это тот	1	1
425	свою первоначальную	1	1
426	и конечно	1	1
427	и принципиальной	1	1
428	целью и	1	1
429	авторства и	1	1
430	же и	2	1
431	типа как	1	1
432	полноту и	2	1
433	героев и	5	1
434	человеческое тело	6	1
435	место слияние	1	1
436	в событии	1	1
437	есть точка	1	1
438	и свою	1	1
439	в случаях	1	1
440	тех кто	1	1
441	его с	2	1
442	живет в	1	1
443	не знают	1	1
444	на ее	1	1
445	сатирического и	1	1
446	случае мы	1	1
447	и мотивов	1	1
448	дело с	1	1
449	можно назвать	2	1
450	связей с	1	1
451	есть для	1	1
452	вопросу о	3	1
453	и дает	3	1
454	и детально	1	1
455	а перед	1	1
456	никакого определенного	1	1
457	она лишь	1	1
458	что это	1	1
459	с ним	5	1
460	это уже	1	1
461	тем как	1	1
462	природе и	1	1
463	которой в	1	1
464	в сущности	5	1
465	говорит о	1	1
466	самой жизни	1	1
467	его под	1	1
468	те же	5	1
469	не как	2	1
470	и лучше	1	1
471	для восприятия	2	1
472	из того	1	1
473	биографического и	2	1
474	разного рода	2	1
475	и делает	1	1
476	в результате	6	1
477	чистом виде	1	1
478	развернуть в	1	1
479	не бывает	1	1
480	с собой	2	1
481	и само	1	1
482	внутренняя форма	1	1
483	в плоскости	2	1
484	и первый	1	1
485	в центре	2	1
486	со всеми	4	1
487	с мотивом	3	1
488	и приобретает	1	1
489	осмысленном и	1	1
490	их не	2	1
491	чтобы в	1	1
492	тон в	1	1
493	начинается с	2	1
494	чем подробно	1	1
495	рядом в	1	1
496	необходимая для	1	1
497	ориентировано на	1	1
498	все то	2	1
499	идиллический хронотоп	2	1
500	на свой	1	1
501	новое время	1	1
502	литературы но	1	1
503	которых и	1	1
504	внутренне не	3	1
505	существу является	1	1
506	с ней	1	1
507	жизнь в	2	1
508	смысла и	2	1
509	мы говорим	1	1
510	как об	1	1
511	все моменты	2	1
512	одновременно с	2	1
513	значение в	5	1
514	античности в	1	1
515	тем что	4	1
516	от всего	1	1
517	из всего	1	1
518	и действительно	1	1
519	то время	4	1
520	включен в	1	1
521	с тем	5	1
522	стороны в	1	1
523	самому герою	1	1
524	широком и	1	1
525	переходя к	1	1
526	этого типа	5	1
527	определенного смысла	1	1
528	к самому	1	1
529	с такими	1	1
530	что по	1	1
531	комнате и	1	1
532	в христианском	1	1
533	о судьбе	1	1
534	внешним то	1	1
535	с собою	1	1
536	все же	12	1
537	жизни ее	1	1
538	создает и	1	1
539	и вещи	2	1
540	в словах	1	1
541	не имеет	5	1
542	было возможно	1	1
543	как более	1	1
544	бы не	1	1
545	да и	4	1
546	обращения к	1	1
547	в историческом	2	1
548	его личной	1	1
549	зависимости от	1	1
550	и слово	1	1
551	в это	5	1
552	ряд произведений	1	1
553	друг от	2	1
554	на каждом	1	1
555	нет в	2	1
556	действительность в	1	1
557	даже его	1	1
558	искусство и	1	1
559	на первый	2	1
560	всем его	1	1
561	к какой	1	1
562	и внутренний	1	1
563	с этим	11	1
564	конститутивным моментом	1	1
565	все они	4	1
566	действующих лиц	1	1
567	и я	1	1
568	нам не	1	1
569	совершенно не	3	1
570	глубокий и	2	1
571	исходя из	1	1
572	типов но	1	1
573	он же	1	1
574	европейского романа	4	1
575	слияние пространственных	1	1
576	не существует	1	1
577	ее к	2	1
578	в котором	8	1
579	через посредство	1	1
580	она же	2	1
581	и такие	1	1
582	и пр	2	1
583	время оно	2	1
584	вопрос о	2	1
585	сливается с	1	1
586	своей собственной	3	1
587	тех же	2	1
588	совершенно особое	1	1
589	гостьи и	1	1
590	мира как	1	1
591	то и	1	1
592	всех его	2	1
593	каким бы	1	1
594	отношение как	1	1
595	не узнает	1	1
596	связана с	1	1
597	наконец в	2	1
598	судьбы здесь	2	1
599	не должно	1	1
600	слова эта	1	1
601	другу и	1	1
602	и поэтому	2	1
603	из жизни	1	1
604	в отдельности	1	1
605	этим определяется	2	1
606	героем и	1	1
607	не быть	3	1
608	которыми он	3	1
609	с нашим	1	1
610	людей как	1	1
611	существенное значение	1	1
612	которой герой	1	1
613	время в	7	1
614	обычно в	2	1
615	слова и	4	1
616	оно служит	1	1
617	состояние а	1	1
618	с которой	2	1
619	механический характер	1	1
620	с помощью	5	1
621	и аналогичные	1	1
622	писатель как	1	1
623	что из	1	1
624	жизни и	12	1
625	у автора	1	1
626	определяется лишь	1	1
627	значение для	3	1
628	встречи с	2	1
629	я для	1	1
630	и внешнее	1	1
631	в различных	2	1
632	и наиболее	1	1
633	необходимо уточнить	1	1
634	в эпосе	4	1
635	одно из	3	1
636	целый ряд	2	1
637	и до	7	1
638	к нашим	2	1
639	для своей	2	1
640	принадлежит не	2	1
641	и те	4	1
642	в совершенно	3	1
643	в истории	6	1
644	всю полноту	1	1
645	это имеет	1	1
646	и том	2	1
647	при анализе	1	1
648	и общества	1	1
649	судьба или	1	1
650	еще один	1	1
651	каждый из	2	1
652	мира вокруг	1	1
653	действия и	1	1
654	было и	4	1
655	жизни что	1	1
656	другого в	1	1
657	каждая вещь	1	1
658	являются только	1	1
659	жизни по	2	1
660	в прошлом	3	1
661	и формы	1	1
662	на которые	2	1
663	этого мира	5	1
664	на одну	1	1
665	и роман	1	1
666	к третьему	1	1
667	к ним	3	1
668	не становится	1	1
669	это утро	1	1
670	новых форм	2	1
671	своими корнями	2	1
672	отношений и	1	1
673	и конкретном	1	1
674	с самим	6	1
675	еще нет	3	1
676	она может	1	1
677	него не	1	1
678	затем в	3	1
679	по которым	1	1
680	той же	2	1
681	и оценки	1	1
682	осуществлено только	1	1
683	оно стало	1	1
684	целого и	2	1
685	смыслом в	1	1
686	до конца	5	1
687	с нею	2	1
688	с этими	2	1
689	только во	1	1
690	как я	1	1
691	т.д эта	1	1
692	на вещи	1	1
693	нигде не	1	1
694	в одной	2	1
695	раз и	3	1
696	что все	4	1
697	входят в	2	1
698	том же	4	1
699	не переставая	1	1
700	все без	1	1
701	к простому	1	1
702	момент в	2	1
703	одна из	3	1
704	всего к	1	1
705	речь о	1	1
706	поэтому не	1	1
707	отведенного ему	1	1
708	и внутренняя	1	1
709	здесь и	3	1
710	жизненной практике	1	1
711	по поводу	1	1
712	реальность и	1	1
713	культуры и	1	1
714	между вещами	3	1
715	как кругозор	1	1
716	что даже	2	1
717	но внутренне	1	1
718	в отдельных	2	1
719	неотделимо от	2	1
720	значении в	1	1
721	друг друга	3	1
722	в одноименном	1	1
723	и большим	1	1
724	в настоящее	1	1
725	и становится	2	1
726	из них	8	1
727	характерно что	5	1
728	тот же	4	1
729	конечно с	1	1
730	друг другу	4	1
731	жанра в	1	1
732	от ее	1	1
733	его можно	1	1
734	не входят	3	1
735	себе самом	1	1
736	ближе к	1	1
737	время для	1	1
738	в осмысленном	1	1
739	именно к	1	1
740	не возникает	1	1
741	такое же	1	1
742	этом случае	1	1
743	литературе нового	1	1
744	одном и	1	1
745	и временных	3	1
746	которым человек	1	1
747	мы видим	4	1
748	в более	2	1
749	в повседневном	1	1
750	имеют место	1	1
751	тоже не	1	1
752	так как	12	1
753	она и	1	1
754	как такового	1	1
755	от его	1	1
756	они не	4	1
757	может не	1	1
758	героев в	1	1
759	себя только	1	1
760	лишь одну	1	1
761	ее на	1	1
762	должно быть	6	1
763	время и	4	1
764	всех сторон	2	1
765	других для	2	1
766	собой в	1	1
767	возникает в	1	1
768	от мира	1	1
769	в состоянии	1	1
770	такового не	1	1
771	аффектов и	1	1
772	не для	3	1
773	второй план	1	1
774	мире в	1	1
775	жизни поэтому	4	1
776	подчеркнуть что	1	1
777	себя самого	1	1
778	ее можно	1	1
779	души и	1	1
780	и историческом	1	1
781	свободу и	1	1
782	такова в	1	1
783	как у	2	1
784	для нас	2	1
785	и сама	1	1
786	и через	1	1
787	биография и	2	1
788	и приходит	1	1
789	к определенному	1	1
790	в новелле	1	1
791	в широком	3	1
792	доверия к	1	1
793	не обладает	1	1
794	по типу	1	1
795	кто бы	1	1
796	все их	1	1
797	стремится к	2	1
798	слово в	1	1
799	иметь место	1	1
800	противоречие между	1	1
801	весь мир	3	1
802	наше внимание	1	1
803	быть или	2	1
804	в русском	1	1
805	поэтому оно	2	1
806	переживания и	1	1
807	не путем	1	1
808	тому же	2	1
809	раз в	4	1
810	художественное мышление	1	1
811	к построению	1	1
812	сказать не	1	1
813	ведь это	2	1
814	в таких	2	1
815	ко второму	1	1
816	не было	8	1
817	века и	3	1
818	говорим о	1	1
819	от друга	2	1
820	и внутренних	1	1
821	в хронотопе	5	1
822	толстой например	1	1
823	и более	3	1
824	утрачивает свою	1	1
825	для других	7	1
826	становления и	1	1
827	свой порядок	1	1
828	этим и	1	1
829	но эта	5	1
830	места в	2	1
831	себя а	1	1
832	по существу	17	1
833	к оракулу	1	1
834	что не	3	1
835	виду что	2	1
836	внешних и	1	1
837	из уст	1	1
838	xviii века	3	1
839	в совокупности	1	1
840	и непосредственное	1	1
841	по ту	2	1
842	или иная	1	1
843	чтобы быть	1	1
844	характерное для	2	1
845	между этими	4	1
846	мира а	1	1
847	его поступки	1	1
848	своей структуре	1	1
849	же оно	1	1
850	и последующих	1	1
851	такова что	1	1
852	фольклора и	2	1
853	также в	1	1
854	не подлежит	1	1
855	человек в	5	1
856	но по	2	1
857	на земле	2	1
858	большинстве случаев	2	1
859	все виды	1	1
860	между прочим	1	1
861	рядом с	4	1
862	является не	2	1
863	моменты быта	1	1
864	котором как	1	1
865	в ряду	2	1
866	то под	1	1
867	от этого	4	1
868	зрения не	3	1
869	особенности в	2	1
870	и со	1	1
871	того и	3	1
872	больше и	2	1
873	его жизни	11	1
874	по его	1	1
875	служит для	1	1
876	жанр в	1	1
877	в двух	1	1
878	и художественного	3	1
879	статичен в	1	1
880	в условиях	8	1
881	началась и	1	1
882	к вопросу	2	1
883	на его	1	1
884	форма в	3	1
885	себе и	4	1
886	точек зрения	1	1
887	мире без	1	1
888	в каждой	1	1
889	события частной	1	1
890	путь к	1	1
891	единство и	1	1
892	и речевой	1	1
893	на себе	1	1
894	и строго	1	1
895	встречаются в	1	1
896	особенно в	3	1
897	действительности и	1	1
898	времени то	2	1
899	о своих	1	1
900	и другого	1	1
901	связаны с	3	1
902	бы в	1	1
903	на них	2	1
904	же как	2	1
905	приобретают в	1	1
906	и мир	1	1
907	ряда и	1	1
908	основе его	1	1
909	в каждом	2	1
910	напротив не	1	1
911	истинный смысл	1	1
912	здесь как	3	1
913	к настоящему	2	1
914	может иметь	1	1
915	человек как	1	1
916	вошел в	1	1
917	со всех	2	1
918	в уста	2	1
919	о различных	2	1
920	что от	1	1
921	только к	3	1
922	как ни	1	1
923	вырождается в	1	1
924	жизнь и	4	1
925	в своих	1	1
926	он ни	2	1
927	эти последние	1	1
928	каждом из	2	1
929	говорил о	1	1
930	и жизненной	1	1
931	до нас	6	1
932	очень часто	1	1
933	имен и	1	1
934	если не	3	1
935	она не	2	1
936	воспринимаются как	1	1
937	когда я	2	1
938	зрения в	1	1
939	другом и	2	1
940	ту же	4	1
941	совсем не	4	1
942	но всегда	1	1
943	мир как	1	1
944	как человек	4	1
945	быть осуществлено	1	1
946	части и	1	1
947	человека как	1	1
948	с совершенно	1	1
949	так что	4	1
950	не более	1	1
951	из древнейших	1	1
952	это случается	1	1
953	так называемые	1	1
954	мы понимаем	1	1
955	и помимо	1	1
956	к собственному	1	1
957	и может	2	1
958	человеческому телу	1	1
959	что касается	1	1
960	природой и	1	1
961	образа в	1	1
962	и их	11	1
963	исчезает и	1	1
964	только другим	1	1
965	мотивами в	1	1
966	не могла	2	1
967	др в	2	1
968	тем и	1	1
969	в европейском	2	1
970	в классическом	3	1
971	но дело	2	1
972	стороны и	2	1
973	в смерти	1	1
974	лежат в	2	1
975	и жизни	1	1
976	в xix	1	1
977	не способна	1	1
978	также и	6	1
979	в новое	4	1
980	живота и	1	1
981	в иных	1	1
982	когда мы	2	1
983	реального исторического	3	1
984	исторического человека	1	1
985	уст в	1	1
986	было бы	2	1
987	не по	1	1
988	своего значения	2	1
989	из нее	2	1
990	вечных ценностей	1	1
991	так называемого	1	1
992	но без	1	1
993	же самое	2	1
994	конкретном целом	1	1
995	вступают в	3	1
996	человеческая жизнь	1	1
997	так называемый	2	1
998	как мы	19	1
999	все человеческие	2	1
1000	в большой	1	1
1001	примет в	1	1
1002	жизни не	3	1
1003	временных примет	1	1
1004	родного дома	1	1
1005	в понимании	1	1
1006	ему явления	1	1
1007	та или	1	1
1008	вертикальный хронотоп	1	1
1009	его как	1	1
1010	высшая форма	1	1
1011	в зависимости	1	1
1012	которые в	2	1
1013	настоящему и	1	1
1014	когда они	1	1
1015	сказать в	2	1
1016	в чужом	1	1
1017	но прежде	1	1
1018	этом и	1	1
1019	связи между	2	1
1020	на отдельные	1	1
1021	особое отношение	1	1
1022	лишь путем	1	1
1023	и от	3	1
1024	и есть	3	1
1025	по этому	2	1
1026	с которым	1	1
1027	теми же	1	1
1028	и определяется	2	1
1029	хронотопе имеет	1	1
1030	и скрытый	1	1
1031	же в	6	1
1032	здесь также	2	1
1033	бытия и	2	1
1034	частности с	2	1
1035	к полноте	1	1
1036	происходит в	2	1
1037	иной раз	2	1
1038	чаще всего	1	1
1039	направления в	1	1
1040	на то	1	1
1041	себе самому	7	1
1042	бы ни	1	1
1043	когда герой	1	1
1044	нуждается в	1	1
1045	образ его	1	1
1046	степени и	1	1
1047	и только	3	1
1048	условностью и	1	1
1049	независимо от	1	1
1050	в него	2	1
1051	таким же	1	1
1052	для некоторых	1	1
1053	и совершенно	3	1
1054	себе этот	1	1
1055	собственному я	1	1
1056	пространственных и	3	1
1057	том специфическом	1	1
1058	действительной жизни	1	1
1059	дело здесь	2	1
1060	чего еще	1	1
1061	есть не	4	1
1062	образов и	1	1
1063	к реальному	3	1
1064	и иные	2	1
1065	момент его	2	1
1066	более того	4	1
1067	котором он	1	1
