N	3gram	Berdyaev_M	Problemy
306	но он не	3	1
307	и потому она	1	1
308	достоевского не есть	2	1
309	период его творчества	1	1
310	и все уже	1	1
311	не только для	1	1
312	но не может	1	1
313	но и в	4	1
314	тем что в	1	1
315	в мире как	1	1
316	в них не	1	1
317	своем художественном творчестве	1	1
318	и ту же	1	1
319	только это и	2	1
320	что в центре	1	1
321	по целым дням	1	1
322	и менее всего	2	1
323	зачем живет такой	1	1
324	так и не	2	1
325	выйти за пределы	1	1
326	со всеми его	1	1
327	милый мой мальчик	1	1
328	нему как к	1	1
329	один из моментов	1	1
330	человека к человеку	3	1
331	всегда у достоевского	3	1
332	все это не	1	1
333	и в братьях	1	1
334	ивана карамазова в	2	1
335	бы и самый	1	1
336	и не было	2	1
337	он мог бы	1	1
338	как и во	2	1
339	место в творчестве	2	1
340	уже как бы	1	1
341	более и более	1	1
342	ни на что	1	1
343	в самой жизни	1	1
344	у данте и	1	1
345	все те же	1	1
346	но в конце	1	1
347	самое главное и	1	1
348	не было бы	5	1
349	что и это	1	1
350	него как в	1	1
351	становится по ту	1	1
352	что действие романа	1	1
353	к нему как	1	1
354	он остается в	1	1
355	у достоевского он	1	1
356	легенда о великом	1	1
357	тому как в	1	1
358	и не раскрывает	1	1
359	занимает очень важное	1	1
360	обычном смысле слова	1	1
361	у достоевского есть	8	1
362	и ничего не	1	1
363	и к нему	1	1
364	является для достоевского	1	1
365	или лучше сказать	1	1
366	имеем в виду	1	1
367	мы имеем в	1	1
368	очень важное место	1	1
369	до конца и	1	1
370	есть прежде всего	4	1
371	как можно более	1	1
372	достоевского прежде всего	2	1
373	самой жизни а	1	1
374	все так же	1	1
375	ивана карамазова со	1	1
376	жизни а не	1	1
377	в котором не	1	1
378	не могут быть	2	1
379	с отцом и	1	1
380	униженным и оскорбленным	1	1
381	друг для друга	2	1
382	все равно что	2	1
383	в нем есть	5	1
384	романов достоевского не	1	1
385	в его романах	2	1
386	все в нем	1	1
387	о великом инквизиторе	6	1
388	та или иная	1	1
389	в образе христа	2	1
390	приводит к себе	1	1
391	для него мысль	1	1
392	с настасьей филипповной	3	1
393	достоевского и в	1	1
394	другие герои достоевского	1	1
395	это потому что	1	1
396	но для этого	2	1
397	это и есть	7	1
398	человек у достоевского	1	1
399	выход за пределы	1	1
400	также и в	2	1
401	уже не только	2	1
402	это прежде всего	1	1
403	эта мысль что	2	1
404	ли бы он	1	1
405	после того как	2	1
406	к униженным и	1	1
407	и он был	1	1
408	идеи у достоевского	2	1
409	к учению о	2	1
410	лежит в основе	1	1
411	если бы не	1	1
