N	2gram	Propp_Isto	DiskursI
384	те же	2	2
385	принадлежности к	1	2
386	требует от	1	2
387	в сказках	4	2
388	то ли	2	2
389	переходит к	1	2
390	не сможет	1	2
391	в предыдущей	1	2
392	или во	1	2
393	и с	4	2
394	о мире	1	2
395	уходят в	2	2
396	происходит не	1	2
397	за ним	3	2
398	от всего	1	2
399	и требует	1	2
400	представление о	9	2
401	данный текст	1	2
402	только через	3	2
403	приходит в	2	2
404	за которыми	1	2
405	так например	5	2
406	обращение к	1	2
407	определяется не	1	2
408	не могли	1	2
409	отсюда и	1	2
410	представления о	13	2
411	о которых	1	2
412	в лесу	3	2
413	для того	2	2
414	характер в	2	2
415	мы все	1	2
416	в различных	3	2
417	обращаясь к	1	2
418	к которой	2	2
419	в чистом	1	2
420	то чтобы	2	2
421	мне к	1	2
422	исторические корни	2	2
423	тех случаях	7	2
424	том чтобы	3	2
425	на него	3	2
426	под названием	1	2
427	из трех	1	2
428	для понимания	1	2
429	который в	1	2
430	общих чертах	1	2
431	от ее	1	2
432	к нему	8	2
433	всего в	1	2
434	бы то	1	2
435	не происходит	3	2
436	этих двух	1	2
437	собой и	1	2
438	при сохранении	1	2
439	к их	1	2
440	мышления и	1	2
441	я на	1	2
442	должно быть	1	2
443	принадлежность к	1	2
444	при переходе	3	2
445	ни было	1	2
446	это обстоятельство	2	2
447	не от	3	2
448	иного рода	1	2
449	природу и	1	2
450	в третьем	1	2
451	как можно	1	2
452	у него	16	2
453	что она	6	2
454	как его	2	2
455	все того	1	2
456	но для	3	2
457	о смерти	5	2
458	очевидно что	1	2
459	человек в	1	2
460	же как	6	2
461	большинстве случаев	1	2
462	в монахи	1	2
463	герой в	2	2
464	предыдущей главе	1	2
465	должно было	2	2
466	и смертью	1	2
467	иногда не	1	2
468	себе и	3	2
469	а только	1	2
470	это ведет	1	2
471	в чем	5	2
472	это тоже	1	2
473	что как	1	2
474	а герой	1	2
475	а потом	4	2
476	в каждом	1	2
477	лица и	1	2
478	перехода от	1	2
479	и собственно	1	2
480	первый в	1	2
481	никого не	1	2
482	но зато	1	2
483	не приходится	1	2
484	неотделим от	1	2
485	также не	3	2
486	в современной	2	2
487	в новое	1	2
488	могла бы	1	2
489	только с	1	2
490	с сеном	1	2
491	они были	1	2
492	его к	2	2
493	а как	2	2
494	царь в	2	2
495	является его	1	2
496	в него	4	2
497	до его	1	2
498	мы видели	17	2
499	здесь это	1	2
500	она сама	1	2
501	утверждать что	3	2
502	к лицу	1	2
503	в основном	2	2
504	его с	2	2
505	на ее	1	2
506	и при	2	2
507	потом и	1	2
508	из которых	3	2
509	с природой	1	2
510	и делает	2	2
511	то с	1	2
512	и вполне	1	2
513	о природе	1	2
514	сами по	1	2
515	если бы	3	2
516	самом деле	1	2
517	от своего	2	2
518	к сыну	4	2
519	и они	2	2
520	от его	2	2
521	влияния на	1	2
522	себя и	1	2
523	древних греков	1	2
524	в любой	1	2
525	сказки и	2	2
526	тех же	2	2
527	не имеют	3	2
528	не должно	1	2
529	на основе	1	2
530	можно усмотреть	1	2
531	и сказкой	2	2
532	себя не	1	2
533	и вся	1	2
534	на небесах	2	2
535	вступает в	4	2
536	и ему	1	2
537	вслед за	2	2
538	он есть	1	2
539	не представляет	5	2
540	подошел к	1	2
541	и той	1	2
542	со своими	1	2
543	всякий раз	1	2
544	на этот	4	2
545	легко может	1	2
546	позднее и	1	2
547	этого слова	1	2
548	друг друга	2	2
549	во времени	1	2
550	в самой	1	2
551	только о	2	2
552	могли быть	2	2
553	мифа не	1	2
554	ответ на	6	2
555	но на	1	2
556	это делает	1	2
557	не поддается	1	2
558	ни с	2	2
559	в первый	1	2
560	все это	9	2
561	он как	3	2
562	с достаточной	1	2
563	ее в	3	2
564	видеть в	3	2
565	что собственно	2	2
566	лицом к	1	2
567	же не	2	2
568	о герое	1	2
569	как нечто	1	2
570	между мифом	1	2
571	это всегда	1	2
572	просто как	1	2
573	наших дней	1	2
574	за этим	1	2
575	по существу	5	2
576	от рассмотренных	2	2
577	можно предположить	3	2
578	случаях когда	7	2
579	так в	10	2
580	перед собой	1	2
581	к концу	3	2
582	к своему	4	2
583	со своей	2	2
584	по его	2	2
585	вовсе не	6	2
586	как все	1	2
587	тем более	2	2
588	здесь также	1	2
589	и другого	1	2
590	связаны с	4	2
591	ему не	1	2
592	и тех	1	2
593	мифом и	1	2
594	же к	1	2
595	переходе от	1	2
596	к некоторой	1	2
597	его не	4	2
598	ни один	1	2
599	этом мире	1	2
600	здесь можно	6	2
601	не по	2	2
602	нельзя не	1	2
603	обстоит дело	1	2
604	он обращается	1	2
605	ex machina	1	2
606	мы должны	7	2
607	быть и	1	2
608	в античности	5	2
609	не знаю	3	2
610	и их	1	2
611	в науке	1	2
612	к области	1	2
613	состязание в	1	2
614	только то	1	2
615	в книге	5	2
616	и вне	1	2
617	такой же	3	2
618	на то	5	2
619	право на	5	2
620	и только	4	2
621	с первых	1	2
622	которая и	1	2
623	эпохи и	1	2
624	уже было	1	2
625	не могло	2	2
626	есть не	1	2
627	жизнью и	1	2
628	можно указать	4	2
629	героя но	3	2
630	имеются в	1	2
631	мы обратимся	1	1
632	почву для	1	1
633	необходимость такой	1	1
634	и другие	10	1
635	туман и	1	1
636	этом очень	1	1
637	или царь	1	1
638	а другие	1	1
639	для нее	2	1
640	что если	2	1
641	на весьма	1	1
642	мы и	1	1
643	здесь же	3	1
644	же и	1	1
645	когда она	2	1
646	с героем	3	1
647	а сказка	1	1
648	позднего происхождения	1	1
649	самого себя	2	1
650	к этой	2	1
651	они имеют	1	1
652	я знаю	2	1
653	сказке но	2	1
654	тому что	2	1
655	даже в	2	1
656	его за	2	1
657	для возникновения	1	1
658	в разных	1	1
659	тем как	1	1
660	кроме того	6	1
661	его под	1	1
662	представлений о	4	1
663	другое в	1	1
664	или он	6	1
665	его от	1	1
666	этом направлении	1	1
667	не меняет	1	1
668	противоречие с	1	1
669	как она	1	1
670	магическое действие	1	1
671	стоит в	3	1
672	вводится в	1	1
673	он имеет	2	1
674	случае в	2	1
675	на престол	3	1
676	могло и	1	1
677	от одного	1	1
678	это такое	1	1
679	этих факторов	1	1
680	этот список	1	1
681	равно как	1	1
682	и там	6	1
683	вопрос этот	1	1
684	а иногда	1	1
685	на земле	6	1
686	туда в	1	1
687	которая однако	1	1
688	и другим	1	1
689	с тем	8	1
690	на определенной	1	1
691	но далеко	1	1
692	к самому	2	1
693	в бою	1	1
694	а именно	12	1
695	герой по	1	1
696	выход из	1	1
697	народа в	1	1
698	конфликт между	1	1
699	в это	3	1
700	из героев	1	1
701	при помощи	6	1
702	отца и	2	1
703	в самый	1	1
704	не имели	1	1
705	на одном	1	1
706	во-первых в	1	1
707	не удается	2	1
708	и нет	3	1
709	на все	1	1
710	и смерти	1	1
711	можем видеть	1	1
712	продолжает свое	1	1
713	узнаю и	1	1
714	в позднейшей	1	1
715	оно имеет	1	1
716	которые не	2	1
717	за меня	2	1
718	не существует	1	1
719	ее к	2	1
720	повествования и	1	1
721	видно что	7	1
722	то это	7	1
723	можно считать	1	1
724	случаях к	1	1
725	к мифу	1	1
726	по тем	1	1
727	не согласиться	1	1
728	которой он	3	1
729	широкое распространение	1	1
730	есть другая	1	1
731	он был	2	1
732	даже и	1	1
733	начиная от	2	1
734	она могла	1	1
735	имеет в	1	1
736	но даже	1	1
737	от обряда	1	1
738	уже у	1	1
739	в каких	2	1
740	но эти	3	1
741	с другим	1	1
742	из их	1	1
743	в этот	1	1
744	этой связи	2	1
745	с теорией	1	1
746	она еще	1	1
747	с ума	1	1
748	и стали	1	1
749	быть названо	1	1
750	при некоторых	1	1
751	приходит к	4	1
752	и была	1	1
753	превращается в	10	1
754	обнаруживает в	1	1
755	в отсутствие	1	1
756	и те	2	1
757	в небытие	1	1
758	тому на	1	1
759	этом по	1	1
760	от своей	1	1
761	древнее но	1	1
762	так же	6	1
763	о потустороннем	1	1
764	здесь имеет	1	1
765	отметить что	2	1
766	природы но	1	1
767	ключа к	1	1
768	за тридевять	8	1
769	всего что	1	1
770	смерти а	1	1
771	друг на	2	1
772	настолько что	1	1
773	и остается	1	1
774	с некоторой	1	1
775	основываясь на	1	1
776	некоторое время	2	1
777	от рождения	1	1
778	сопоставить с	1	1
779	этим создается	1	1
780	если это	2	1
781	ней и	1	1
782	здесь пока	1	1
783	задач в	4	1
784	почему и	1	1
785	наряду с	2	1
786	ключ к	1	1
787	в мировом	1	1
788	природой в	1	1
789	именно так	1	1
790	следующим образом	4	1
791	такая же	1	1
792	находится в	2	1
793	как я	1	1
794	как от	1	1
795	в лоб	3	1
796	и недостаточно	1	1
797	приобщения к	1	1
798	согласиться с	2	1
799	от них	2	1
800	она сводится	1	1
801	от себя	1	1
802	на котором	3	1
803	мыслится в	1	1
804	превратился в	4	1
805	этом же	2	1
806	чем это	1	1
807	старости и	1	1
808	в заключение	1	1
809	на них	1	1
810	свою голову	1	1
811	героя не	1	1
812	совершенно иными	1	1
813	этой книги	1	1
814	то оно	1	1
815	она и	3	1
816	или человека	1	1
817	что иное	2	1
818	после того	6	1
819	и леса	1	1
820	он от	1	1
821	похожи на	1	1
822	но из	1	1
823	быть признаны	2	1
824	собой в	1	1
825	царя в	4	1
826	но еще	1	1
827	на спине	1	1
828	иных случаях	1	1
829	в состоянии	4	1
830	в совершенно	1	1
831	начинается разложение	1	1
832	сюжет не	1	1
833	обычно не	1	1
834	него в	1	1
835	однако этот	1	1
836	часто еще	1	1
837	не хочет	1	1
838	которого он	1	1
839	народ и	1	1
840	он вынужден	1	1
841	полном соответствии	1	1
842	отнести и	1	1
843	vi века	1	1
844	или иную	1	1
845	и неожиданный	1	1
846	xix века	1	1
847	на стадии	1	1
848	определенной стадии	1	1
849	они будут	1	1
850	делает это	1	1
851	свет и	1	1
852	в уста	1	1
853	в поэтике	1	1
854	по содержанию	2	1
855	уступает место	1	1
856	лежит в	2	1
857	к настоящему	1	1
858	рода или	1	1
859	положение и	1	1
860	такое понимание	2	1
861	живет и	1	1
862	человеку а	1	1
863	и лишена	1	1
864	не говорит	1	1
865	именно здесь	1	1
866	что его	2	1
867	всех его	2	1
868	героя с	1	1
869	но совершенно	1	1
870	это история	1	1
871	быть только	2	1
872	в глубокую	1	1
873	город на	1	1
874	и всю	1	1
875	первых слов	1	1
876	в конце	4	1
877	в таком	1	1
878	мере того	1	1
879	между этими	1	1
880	из мифа	1	1
881	не остается	1	1
882	это весьма	1	1
883	потустороннего мира	2	1
884	оно в	1	1
885	человек и	1	1
886	учение о	1	1
887	в связи	3	1
888	между ними	1	1
889	места где	1	1
890	таким способом	1	1
891	и именно	1	1
892	так на	1	1
893	положения вещей	1	1
894	ее дочери	1	1
895	лежит не	1	1
896	этого характера	1	1
897	от этого	2	1
898	уже давно	1	1
899	не знала	1	1
900	достигает своего	1	1
901	из одного	3	1
902	достаточно чтобы	1	1
903	в других	6	1
904	сих пор	5	1
905	вопрос что	1	1
906	встрече с	1	1
907	бы в	1	1
908	пребывания в	1	1
909	на которую	1	1
910	не имеющие	1	1
911	должен был	2	1
912	выстроить не	1	1
913	именно как	1	1
914	я его	3	1
915	что вот	1	1
916	что такое	2	1
917	и вернуться	2	1
918	если оно	1	1
919	не означает	1	1
920	они же	3	1
921	он вступает	1	1
922	здесь служит	1	1
923	играет роль	1	1
924	за этими	1	1
925	очень часто	3	1
926	многих из	1	1
927	мотив в	1	1
928	самый процесс	1	1
929	другом и	1	1
930	сюда же	2	1
931	не дает	1	1
932	в работе	1	1
933	не отличаются	1	1
934	не один	1	1
935	сказки с	1	1
936	этих трех	1	1
937	два события	1	1
938	эту связь	1	1
939	в ответ	3	1
940	он стал	2	1
941	что отец	2	1
942	не мог	1	1
943	не будет	6	1
944	мире на	1	1
945	в городе	1	1
946	как под	1	1
947	на нем	1	1
948	более поздняя	3	1
949	всех других	2	1
950	именно и	1	1
951	мог стать	1	1
952	то было	1	1
953	имеет отношение	1	1
954	в приведенном	1	1
955	легко узнается	1	1
956	тот свет	2	1
957	также при	1	1
958	где все	1	1
959	он пишет	1	1
960	должны были	4	1
961	или иное	1	1
962	мы еще	2	1
963	он представляет	1	1
964	когда мы	2	1
965	как известно	1	1
966	здесь совершенно	2	1
967	в европейских	1	1
968	стороны он	3	1
969	все дело	2	1
970	природы и	1	1
971	не живет	1	1
972	но есть	5	1
973	в магии	4	1
974	это приводит	1	1
975	отделено от	2	1
976	их к	1	1
977	весьма древним	1	1
978	приводят к	2	1
979	и ты	1	1
980	которое мы	1	1
981	так что	6	1
982	в некотором	1	1
983	до наших	1	1
984	сведения о	1	1
985	формы и	2	1
986	те кто	1	1
987	из этого	2	1
988	мировой истории	1	1
989	которые были	1	1
990	оно может	3	1
991	там где	7	1
992	особое внимание	1	1
993	в окно	1	1
994	что сказка	7	1
995	во время	7	1
996	с последующим	1	1
997	нет не	1	1
998	он его	1	1
999	означает что	1	1
1000	это он	2	1
1001	мире как	1	1
1002	враг и	2	1
1003	сказка как	1	1
1004	на эту	1	1
1005	обращается к	4	1
1006	пришел к	2	1
1007	можно только	1	1
1008	были бы	1	1
1009	от нее	2	1
1010	не единственная	2	1
1011	образом и	3	1
1012	до сих	4	1
1013	он уже	1	1
1014	в тени	1	1
1015	и здесь	13	1
1016	как таковой	1	1
1017	и должны	1	1
1018	текст в	1	1
1019	есть оказывается	1	1
1020	превратились в	1	1
1021	ним и	1	1
1022	если же	1	1
1023	другие и	1	1
1024	и старый	1	1
1025	его происхождением	1	1
1026	что это	6	1
1027	состязания то	1	1
1028	вот как	1	1
1029	с некоторым	1	1
1030	никак не	2	1
1031	тестя к	3	1
1032	этот не	1	1
1033	будет сказано	1	1
1034	по двум	1	1
1035	к выводу	1	1
1036	здесь герой	7	1
1037	песни и	1	1
1038	где как	1	1
1039	его таким	1	1
1040	свою принадлежность	1	1
1041	можно было	3	1
1042	под этим	2	1
1043	в более	3	1
1044	как о	1	1
1045	поэтому и	1	1
1046	так или	2	1
1047	начинается с	4	1
1048	еще у	1	1
1049	с ними	2	1
1050	отличаются от	1	1
1051	до этого	1	1
1052	необходимо отметить	1	1
1053	особый интерес	1	1
1054	что у	6	1
1055	превратилось в	3	1
1056	с целью	2	1
1057	предполагать что	1	1
1058	как при	1	1
1059	тоже не	3	1
1060	и действительно	4	1
1061	то время	4	1
1062	может получить	1	1
1063	примером этого	1	1
1064	из потустороннего	1	1
1065	магической силой	2	1
1066	солнца и	4	1
1067	при более	1	1
1068	герой здесь	2	1
1069	и так	2	1
1070	героя на	1	1
1071	этим в	1	1
1072	никто не	2	1
1073	никем не	1	1
1074	ситуации при	1	1
1075	он ее	1	1
1076	стоят на	1	1
1077	обычно оно	1	1
1078	к зятю	4	1
1079	том как	3	1
1080	зависимости от	4	1
1081	в известном	1	1
1082	на своем	4	1
1083	не исчезает	2	1
1084	своей жизни	1	1
1085	говорит герою	1	1
1086	на другие	1	1
1087	рода не	1	1
1088	общения а	1	1
1089	выступает как	1	1
1090	говорится что	1	1
1091	на русском	1	1
1092	на рассвете	1	1
1093	фольклор здесь	1	1
1094	от тестя	3	1
1095	было у	1	1
1096	небо не	1	1
1097	но тут	2	1
1098	что наиболее	1	1
1099	его и	1	1
1100	мир этот	1	1
1101	вообще по	1	1
1102	мне нужно	1	1
1103	где нет	1	1
1104	спине и	1	1
1105	все три	1	1
1106	прямой зависимости	1	1
1107	то и	6	1
1108	задний план	1	1
1109	действительности это	1	1
1110	нет у	1	1
1111	не играет	1	1
1112	связана с	4	1
1113	наконец в	1	1
1114	того чтобы	1	1
1115	и если	4	1
1116	на друга	2	1
1117	в отдельности	3	1
1118	наиболее ранние	1	1
1119	вступление в	2	1
1120	из его	2	1
1121	а через	1	1
1122	при всех	1	1
1123	есть оно	1	1
1124	в середине	2	1
1125	работе о	1	1
1126	героя а	3	1
1127	не замечали	1	1
1128	общие черты	1	1
1129	нет она	1	1
1130	есть одновременно	1	1
1131	из книги	1	1
1132	др в	1	1
1133	о своем	1	1
1134	на обе	1	1
1135	этом на	1	1
1136	в мир	1	1
1137	и царь	1	1
1138	еще один	3	1
1139	и наоборот	2	1
1140	как например	1	1
1141	им в	2	1
1142	он весь	1	1
1143	нас же	1	1
1144	свое существование	1	1
1145	в расчет	1	1
1146	не встречается	1	1
1147	мне не	1	1
1148	в эпических	1	1
1149	сказка никогда	1	1
1150	на более	1	1
1151	что здесь	10	1
1152	от героя	5	1
1153	той ситуации	1	1
1154	он в	4	1
1155	в первобытном	1	1
1156	мог бы	1	1
1157	он все	1	1
1158	начиная с	2	1
1159	сказка не	2	1
1160	в самую	1	1
1161	самого героя	1	1
1162	но именно	1	1
1163	птиц ни	1	1
1164	в образе	4	1
1165	власти от	2	1
1166	только при	1	1
1167	и природу	1	1
1168	сказкой и	1	1
1169	каждый день	1	1
1170	сказка о	2	1
1171	перехода на	1	1
1172	не стоит	2	1
1173	но если	2	1
1174	здесь и	3	1
1175	культа и	1	1
1176	свидетельствующий о	1	1
1177	зрения автора	1	1
1178	что во	2	1
1179	связано с	7	1
1180	русском языке	1	1
1181	сравнительно поздно	1	1
1182	только исторически	1	1
1183	теперь уже	2	1
1184	только потому	1	1
1185	они по	1	1
1186	в классической	1	1
1187	тот же	2	1
1188	подойти к	1	1
1189	и каждый	1	1
1190	этому же	1	1
1191	в дальнейшем	3	1
1192	вместе со	2	1
1193	близок к	4	1
1194	этим же	2	1
1195	новый и	1	1
1196	обе стороны	2	1
1197	стоит на	3	1
1198	от начала	1	1
1199	и всякий	1	1
1200	более поздним	2	1
1201	потустороннем мире	1	1
1202	ничем не	2	1
1203	так как	21	1
1204	мир в	1	1
1205	и также	1	1
1206	все еще	2	1
1207	только по	1	1
1208	интересной и	1	1
1209	этот процесс	1	1
1210	на три	1	1
1211	нас не	2	1
1212	тридевять земель	8	1
1213	и кончая	1	1
1214	ней можно	1	1
1215	второй половине	1	1
1216	однако как	1	1
1217	в общих	1	1
1218	и за	1	1
1219	который бы	1	1
1220	от которого	2	1
1221	он начинает	1	1
1222	она его	3	1
1223	однако здесь	1	1
1224	состоял в	1	1
1225	бы на	1	1
1226	с передачей	1	1
1227	для всего	1	1
1228	что одно	1	1
1229	же их	1	1
1230	может происходить	1	1
1231	он и	3	1
1232	этом он	1	1
1233	ситуации в	1	1
1234	для нас	8	1
1235	где он	3	1
1236	вообще ничего	1	1
1237	как общую	1	1
1238	есть акт	1	1
1239	основана на	1	1
1240	всегда бывает	1	1
1241	в ином	18	1
1242	в виде	5	1
1243	раз в	1	1
1244	но с	2	1
1245	в таких	3	1
1246	народа как	1	1
1247	свой на	1	1
1248	жениха с	2	1
1249	от всех	2	1
1250	сама в	1	1
1251	этого не	2	1
1252	что к	1	1
1253	согласно с	1	1
1254	прочно связан	1	1
1255	же в	1	1
1256	отца к	4	1
1257	себе в	3	1
1258	при которой	1	1
1259	чтобы быть	1	1
1260	в ряде	1	1
1261	случае не	1	1
1262	что этот	4	1
1263	не имеющего	1	1
1264	не умирает	1	1
1265	помнить что	1	1
1266	им и	1	1
1267	если и	1	1
1268	но по	2	1
1269	эти две	1	1
1270	другом месте	2	1
1271	чаще всего	8	1
1272	свои формы	1	1
1273	и глаза	1	1
1274	более ранних	2	1
1275	в непосредственной	1	1
1276	бы мы	1	1
1277	мире по	1	1
1278	в условиях	1	1
1279	за год	1	1
1280	их имена	1	1
1281	на руку	1	1
1282	должен быть	2	1
1283	коня то	1	1
1284	при изучении	2	1
1285	если не	4	1
1286	не все	4	1
1287	смерти и	2	1
1288	истории о	1	1
1289	еще до	1	1
1290	предположить что	6	1
1291	имеет право	1	1
1292	искать в	1	1
1293	дочь солнца	1	1
1294	и эти	5	1
1295	же из	1	1
1296	и других	2	1
1297	же с	2	1
1298	в прямой	2	1
1299	страну мертвых	1	1
1300	в народе	3	1
1301	это как	2	1
1302	вполне можно	1	1
1303	чистом виде	1	1
1304	то чего	1	1
1305	не могу	2	1
1306	исторически в	1	1
1307	не их	1	1
1308	ту или	1	1
1309	имеются и	1	1
1310	здесь только	1	1
