N	2gram	Bakhtin_KF	Stilisti
356	ближе к	3	1
357	права или	1	1
358	как к	2	1
359	к такому	1	1
360	и весь	4	1
361	именно к	1	1
362	утверждать что	1	1
363	и будет	1	1
364	только не	1	1
365	которой я	2	1
366	все что	1	1
367	нужно должно	1	1
368	до сих	1	1
369	автор и	1	1
370	собой и	1	1
371	можно говорить	1	1
372	само слово	1	1
373	имеют место	2	1
374	ему в	2	1
375	не противоречит	1	1
376	момент действительной	1	1
377	в переживании	1	1
378	себя всю	1	1
379	же и	1	1
380	можно сделать	1	1
381	с действительной	2	1
382	чего не	2	1
383	здесь нет	3	1
384	должен стать	2	1
385	его самого	1	1
386	как действительный	1	1
387	время и	5	1
388	учитывает эту	1	1
389	даже к	1	1
390	т.е в	1	1
391	и отношения	3	1
392	его с	2	1
393	человек это	1	1
394	лишь при	3	1
395	тогда когда	3	1
396	что я	5	1
397	некоторое количество	1	1
398	в определенное	2	1
399	науки искусства	1	1
400	дело с	2	1
401	одна и	2	1
402	смысл который	1	1
403	к действительности	1	1
404	была бы	1	1
405	только этот	1	1
406	события его	1	1
407	которых он	1	1
408	из всех	1	1
409	содержит в	1	1
410	чтобы стать	2	1
411	этот момент	7	1
412	людей но	1	1
413	это уже	2	1
414	тем как	3	1
415	и теперь	1	1
416	такой отрыв	1	1
417	ее можно	1	1
418	как раз	1	1
419	тем не	2	1
420	в литературе	1	1
421	могла бы	4	1
422	о нем	4	1
423	жизни эти	1	1
424	этот мир	2	1
425	не как	4	1
426	ее в	1	1
427	а затем	1	1
428	но достаточно	1	1
429	поэтому в	1	1
430	ориентации в	1	1
431	всего мы	1	1
432	его но	1	1
433	не являются	1	1
434	это будет	1	1
435	с нашей	1	1
436	одно из	1	1
437	бытие и	3	1
438	ни в	12	1
439	и делает	3	1
440	в результате	1	1
441	они будут	1	1
442	мысли что	1	1
443	этих предметов	2	1
444	им с	1	1
445	да это	1	1
446	нет никакого	1	1
447	и реальное	1	1
448	понять его	1	1
449	и эти	2	1
450	в движение	1	1
451	бы что	1	1
452	сознания и	3	1
453	весь мир	2	1
454	и начало	1	1
455	высшей ценностью	1	1
456	все равно	1	1
457	отвлечься от	1	1
458	не путем	1	1
459	и смысл	2	1
460	в виде	2	1
461	каждый раз	1	1
462	творчества и	1	1
463	должен был	1	1
464	и самая	1	1
465	в конечном	1	1
466	та область	1	1
467	этим путем	2	1
468	является и	1	1
469	бы только	1	1
470	языка это	1	1
471	или не	1	1
472	нашей мысли	1	1
473	чем ближе	1	1
474	отличаются от	1	1
475	не о	2	1
476	мы живем	1	1
477	с соответствующим	1	1
478	каждое движение	1	1
479	имеет для	1	1
480	от своего	1	1
481	разрыва между	1	1
482	эта действительность	1	1
483	из сознания	1	1
484	и где	1	1
485	и теряет	1	1
486	пространство и	2	1
487	мысль о	1	1
488	вследствие того	1	1
489	выражает и	1	1
490	слово может	1	1
491	жизни его	1	1
492	вложена в	1	1
493	данного человека	1	1
494	другой и	1	1
495	расположение их	1	1
496	именно в	5	1
497	на месте	1	1
498	и действительно	6	1
499	конечном счете	1	1
500	это какой-то	1	1
501	места и	4	1
502	не остается	2	1
503	и эстетический	2	1
504	с которой	1	1
505	характер и	1	1
506	к таким	1	1
507	отдельного человека	1	1
508	и общее	2	1
509	я не	6	1
510	лишь с	2	1
511	в последнем	1	1
512	с ними	4	1
513	и именно	2	1
514	если и	1	1
515	в определенной	2	1
516	большинстве случаев	1	1
517	событие но	1	1
518	при разных	1	1
519	за свое	4	1
520	переживания как	2	1
521	целое как	1	1
522	этого конечно	1	1
523	и просто	2	1
524	смысловой и	1	1
525	сознания как	2	1
526	мира и	4	1
527	следовательно и	1	1
528	этим самым	1	1
529	нет это	1	1
530	по себе	2	1
531	от этого	2	1
532	на все	1	1
533	если я	2	1
534	нашего переживания	1	1
535	отрезки получают	1	1
536	только себя	1	1
537	может не	2	1
538	смысл но	1	1
539	все свои	1	1
540	его жизни	3	1
541	и всякий	1	1
542	в иной	1	1
543	в интонации	1	1
544	и оно	1	1
545	в себя	8	1
546	лежит в	1	1
547	но уже	1	1
548	сделать ее	1	1
549	со стороны	8	1
550	и смысловой	2	1
551	всей своей	2	1
552	в чем	4	1
553	в историю	1	1
554	нет в	4	1
555	точнее говоря	1	1
556	бы совершенно	1	1
557	могло бы	4	1
558	продуктивность и	1	1
559	в одной	1	1
560	время является	1	1
561	приобретает значение	1	1
562	в конкретном	1	1
563	жизнь не	1	1
564	выражает всю	2	1
565	другом случае	1	1
566	смысла этого	2	1
567	для выражения	2	1
568	но оно	1	1
569	все они	2	1
570	конечно все	1	1
571	человека вся	1	1
572	жизнь человека	1	1
573	в большинстве	1	1
574	действительности в	2	1
575	перестает быть	1	1
576	и того	2	1
577	не менее	3	1
578	от определенного	1	1
579	здесь как	1	1
580	это и	3	1
581	конечно это	1	1
582	и та	3	1
583	обычно и	1	1
584	необходимое условие	1	1
585	а скорее	1	1
586	может иметь	2	1
587	одна из	1	1
588	более чем	1	1
589	искажает и	1	1
590	оба эти	2	1
591	осуществляется в	1	1
592	должен иметь	1	1
593	в действительности	1	1
594	и такие	1	1
595	может строить	1	1
596	и понимает	1	1
597	что этот	3	1
598	и неповторимым	2	1
599	каких бы	1	1
600	на этом	1	1
601	она должна	1	1
602	которую мы	1	1
603	ясно и	3	1
604	совершенно иной	1	1
605	причем они	1	1
606	которой он	2	1
607	не имеют	1	1
608	раз и	2	1
609	цели и	1	1
610	жизни что	1	1
611	которой и	1	1
612	всю свою	1	1
613	заключать в	1	1
614	совпадает с	1	1
615	она не	2	1
616	каким бы	1	1
617	только как	4	1
618	ему и	1	1
619	бы по	1	1
620	нет но	1	1
621	в другом	3	1
622	в каких	1	1
623	это только	2	1
624	предметов и	1	1
625	только так	1	1
626	и продукт	1	1
627	и другой	1	1
628	другое дело	2	1
629	вышел из	1	1
630	дело не	2	1
631	с нашим	1	1
632	не дана	1	1
633	противоречия и	1	1
634	истории а	1	1
635	когда он	1	1
636	сознании и	1	1
637	смысле слова	1	1
638	то все	1	1
639	от действительной	1	1
640	ее содержанием	1	1
641	заговорил о	1	1
642	значение для	1	1
643	должны быть	1	1
644	между отдельными	1	1
645	может заключать	1	1
646	говорить о	2	1
647	что эта	2	1
648	за собой	1	1
649	но продукт	1	1
650	не будем	1	1
651	других людей	3	1
652	так чтобы	1	1
653	конечно в	2	1
654	отрешенное от	1	1
655	и некоторое	1	1
656	говоря о	1	1
657	а тот	1	1
658	превращается в	1	1
659	и до	1	1
660	же на	1	1
661	в действительном	6	1
662	интонации в	1	1
663	т.е все	1	1
664	в истории	1	1
665	и находит	1	1
666	не станет	1	1
667	бы два	1	1
668	к которой	2	1
669	суждение не	1	1
670	с человеком	3	1
671	оказывается с	1	1
672	стал бы	2	1
673	не совпадает	1	1
674	и менее	1	1
675	еще на	1	1
676	и действительный	2	1
677	имеем в	2	1
678	нем и	3	1
679	они находятся	2	1
680	и время	2	1
681	к ним	4	1
682	это позволяет	1	1
683	может сделаться	1	1
684	нужно помнить	1	1
685	по всей	1	1
686	и о	1	1
687	исторической действительностью	1	1
688	содержанием и	1	1
689	ее не	1	1
690	экономических и	1	1
691	и никогда	1	1
692	его как	5	1
693	жизни как	5	1
694	мог бы	1	1
695	и во	1	1
696	но нет	2	1
697	мы возьмем	1	1
698	он ни	2	1
699	бытие в	3	1
700	не можем	1	1
701	делать оно	1	1
702	смысле не	2	1
703	и экономической	1	1
704	быть в	4	1
705	что может	1	1
706	жизни этих	1	1
707	в своем	17	1
708	нашей точки	1	1
709	не значит	6	1
710	на один	1	1
711	лучше всего	1	1
712	дня как	1	1
713	и есть	10	1
714	котором мы	3	1
715	во всей	4	1
716	то для	1	1
717	т.е как	1	1
718	образом в	1	1
719	столь же	1	1
720	он может	2	1
721	к пониманию	1	1
722	отражается и	1	1
723	и ясно	2	1
724	своего содержания	1	1
725	же в	1	1
726	на то	1	1
727	оно может	1	1
728	нам остается	1	1
729	и по	1	1
730	культуры и	5	1
731	жизни события	1	1
732	там где	5	1
733	вся система	1	1
734	здесь в	1	1
735	просто не	1	1
736	является только	1	1
737	которых слагается	1	1
738	он будет	1	1
739	здесь же	1	1
740	растворяется в	1	1
741	должен овладеть	1	1
742	всех этих	3	1
743	того же	1	1
744	чтобы не	2	1
745	где все	1	1
746	мы пытаемся	1	1
747	но там	1	1
748	не был	1	1
749	вне его	1	1
750	нее и	1	1
751	само по	1	1
752	одного и	2	1
753	думать что	2	1
754	это отнюдь	1	1
755	поэтому мы	1	1
756	мысли и	1	1
757	она является	1	1
758	их внутренние	1	1
759	не найдем	1	1
760	лишь по	1	1
761	вне ее	4	1
762	человека но	1	1
763	участников события	1	1
