N	2gram	Bakhtin_KF	formyVre
101	тот же	3	10
102	этом мире	2	10
103	в большинстве	1	10
104	и даже	1	9
105	но все	6	9
106	их в	1	9
107	всего в	1	9
108	здесь нет	3	9
109	должно быть	6	9
110	к себе	2	9
111	и это	12	9
112	могут быть	3	9
113	та же	3	9
114	отношения к	1	9
115	оно не	2	9
116	том что	4	9
117	для него	13	9
118	жизнь и	2	9
119	и других	2	9
120	одного и	2	9
121	мира в	6	9
122	и к	1	8
123	в результате	1	8
124	в виду	3	8
125	в этих	1	8
126	и смерть	1	8
127	к тому	1	8
128	но эти	1	8
129	в этот	1	8
130	и т.п	1	8
131	что и	7	8
132	характер и	1	8
133	рядом с	3	8
134	в мире	8	8
135	в индивидуальном	1	8
136	здесь мы	4	8
137	здесь на	1	8
138	и по	1	8
139	один из	2	8
140	в жизни	2	8
141	для себя	7	8
142	со всеми	2	8
143	если бы	8	8
144	большинстве случаев	1	8
145	до конца	3	8
146	здесь и	1	8
147	жизни но	3	8
148	и то	2	8
149	во всяком	1	8
150	это не	10	8
151	и потому	2	8
152	отношение к	6	8
153	отношению к	22	8
154	или иной	2	8
155	себе самому	1	8
156	в целом	10	8
157	еще более	2	7
158	не как	4	7
159	имеет место	1	7
160	между собой	1	7
161	связанных с	1	7
162	этого мира	3	7
163	к ним	4	7
164	в реальном	1	7
165	к этому	2	7
166	в себе	21	7
167	но он	1	7
168	не знает	5	7
169	в которой	1	7
170	в себя	8	7
171	в форме	1	7
172	с ее	2	7
173	в процессе	2	7
174	поэтому и	1	7
175	и он	1	7
176	себя и	5	7
177	нет ничего	1	7
178	было бы	8	7
179	не могло	1	7
180	том же	1	7
181	того что	3	7
182	мир в	12	7
183	этот процесс	1	7
184	ее в	1	7
185	место в	6	7
186	все что	1	6
187	именно в	5	6
188	с тем	2	6
189	только для	1	6
190	о том	3	6
191	в различных	1	6
192	во всей	4	6
193	время и	5	6
194	в качестве	2	6
195	здесь как	1	6
196	мы можем	1	6
197	ту же	1	6
198	бы ни	1	6
199	а как	2	6
200	и ее	2	6
201	смысле слова	1	6
202	дан в	2	6
203	в отношении	1	6
204	мы видим	1	6
205	своей жизни	1	6
206	не является	1	6
207	смерти и	1	6
208	лежат в	3	6
209	слова и	1	6
210	имеем в	2	6
211	нет и	3	6
212	одной из	1	6
213	все они	2	6
214	мы не	3	6
215	но эта	6	6
216	особенно в	1	6
217	пространства и	2	6
218	новое и	1	5
219	одно из	1	5
220	тем что	3	5
221	в своей	11	5
222	в это	2	5
223	было и	2	5
224	во все	1	5
225	отсюда и	3	5
226	хотя бы	5	5
227	только на	1	5
228	всего этого	1	5
229	в средние	1	5
230	эти моменты	3	5
231	что все	1	5
232	и через	1	5
233	быть только	8	5
234	как его	4	5
235	следовательно и	1	5
236	от этого	2	5
237	в смысле	6	5
238	той или	3	5
239	и пространства	1	5
240	по своей	1	5
241	в этой	2	5
242	и от	1	5
243	мы будем	1	5
244	там где	5	5
245	здесь же	1	5
246	в него	2	5
247	мире и	1	5
248	был бы	3	5
249	конечно и	1	5
250	с ними	4	5
251	они не	1	5
252	не имеет	6	5
253	не имеют	1	5
254	но здесь	3	5
255	пространстве и	1	5
256	и уже	1	5
257	чем не	4	5
258	той же	1	5
259	он может	2	5
260	в едином	10	5
261	он должен	1	5
262	ничем не	1	5
263	мы имеем	5	5
264	в движение	1	5
265	или в	1	5
266	места в	4	5
267	об этом	1	5
268	чувствует себя	1	5
269	и ни	3	5
270	нового времени	1	5
271	или как	2	5
272	бы он	2	5
273	и только	7	5
274	во всем	7	4
275	от него	3	4
276	же и	1	4
277	только что	1	4
278	а затем	1	4
279	не являются	1	4
280	его от	1	4
281	как если	1	4
282	по себе	2	4
283	в своих	4	4
284	равно как	1	4
285	и момент	4	4
286	в корне	3	4
287	его на	2	4
288	где она	2	4
289	мир и	1	4
290	и смерти	2	4
291	в данном	2	4
292	моменты и	3	4
293	раз и	2	4
294	в другом	3	4
295	людей и	3	4
296	по отношению	26	4
297	не становится	1	4
298	в нашем	1	4
299	момент в	7	4
300	а следовательно	3	4
301	жизни как	5	4
302	временного ряда	1	4
303	не был	1	4
304	все в	1	4
305	в объемлющем	1	4
306	несмотря на	1	4
307	весь мир	2	4
308	чем в	1	4
309	что не	3	4
310	себе и	3	4
311	в чем	4	4
312	именно как	1	4
313	видения и	2	4
314	средние века	1	4
315	совсем не	2	4
316	в один	1	4
317	любви и	1	4
318	даны в	2	4
319	в последнем	1	4
320	оно было	1	4
321	мы здесь	3	4
322	его но	1	4
323	их и	1	4
324	что он	2	4
325	вследствие этого	2	4
326	это и	3	4
327	совершенно иной	1	4
328	и т.д	4	4
329	же самое	1	4
330	нем нет	1	4
331	всяком случае	1	4
332	друг друга	1	4
333	формы и	1	4
334	находятся в	1	4
335	и было	1	4
336	не для	1	4
337	все равно	1	4
338	войти в	3	4
339	на его	1	4
340	целого и	1	4
341	в одной	1	4
342	мы должны	1	4
343	быть и	3	4
344	лишь как	3	4
345	всей его	2	4
346	его целом	10	4
347	и о	1	4
348	включает в	2	4
349	и совершенно	3	4
350	различия в	2	3
351	нем в	1	3
352	и имеет	1	3
353	тому что	2	3
354	из всех	1	3
355	это значит	1	3
356	их не	1	3
357	можно говорить	1	3
358	жизнь в	1	3
359	из нее	2	3
360	все моменты	1	3
361	в соответствии	2	3
362	веков и	1	3
363	но мы	1	3
364	культуры в	1	3
365	и оформления	2	3
366	вопрос о	2	3
367	которой он	2	3
368	не знала	1	3
369	где и	1	3
370	находится в	1	3
371	в зависимости	1	3
372	не мог	1	3
373	человек не	2	3
374	оказались бы	1	3
375	на почве	1	3
376	и весь	4	3
377	для которой	3	3
378	к настоящему	1	3
379	реальном мире	1	3
380	дано в	1	3
381	событие в	5	3
382	одна из	1	3
383	на границе	1	3
384	человек здесь	1	3
385	связь с	1	3
386	на этом	1	3
387	нет но	1	3
388	как это	1	3
389	других людей	3	3
390	но только	1	3
391	миру и	1	3
392	главным образом	1	3
393	нашей точки	1	3
394	и есть	10	3
395	его к	2	3
396	и видения	2	3
397	и здесь	7	3
398	жизни а	1	3
399	события и	2	3
400	это уже	2	3
401	нет никакого	1	3
402	она становится	1	3
403	если не	2	3
404	подхода к	2	3
405	и затем	1	3
406	и так	1	3
407	правда не	1	3
408	бы не	3	3
409	по самому	1	3
410	зависимости от	1	3
411	нет в	4	3
412	но оно	1	3
413	ни к	2	3
414	его и	2	3
415	бы и	3	3
416	что мы	1	3
417	в свою	3	3
418	в значительной	1	3
419	не быть	3	3
420	значение для	1	3
421	вступает в	3	3
422	не будем	1	3
423	через него	1	3
424	в данной	1	3
425	нем не	2	3
426	если мы	1	3
427	тем же	1	3
428	но это	6	3
429	в трагедии	1	3
430	жизни не	1	3
431	человека но	1	3
432	что есть	2	3
433	ему в	2	3
434	и также	1	3
435	связи между	1	3
436	он как	1	3
437	одна и	2	3
438	или с	1	3
439	с нашей	1	3
440	совершенно не	7	3
441	слагается и	1	3
442	дело в	2	3
443	есть только	1	3
444	по своему	3	3
445	это было	2	3
446	бы совершенно	1	3
447	но конечно	3	3
448	мира как	2	3
449	и эти	2	3
450	только к	1	3
451	он ни	2	3
452	она не	2	3
453	но при	1	3
454	место и	2	3
455	ни один	1	3
456	ним как	1	3
457	конечно в	2	3
458	временные отношения	2	3
459	и время	2	3
460	к ней	1	3
461	можно сказать	1	3
462	менее всего	6	3
463	ни был	2	3
464	которой мы	1	3
465	дело здесь	2	3
466	в чисто	1	3
467	не к	1	3
468	момент его	9	3
469	они имеют	1	2
470	мир как	6	2
471	ее основных	1	2
472	и очень	1	2
473	со всем	5	2
474	чего не	2	2
475	миром где	2	2
476	более что	1	2
477	дана как	1	2
478	специфическая особенность	1	2
479	этот момент	7	2
480	жить и	2	2
481	его то	1	2
482	и рядом	1	2
483	этого момента	1	2
484	ясно что	3	2
485	нами в	2	2
486	моменты его	1	2
487	с собой	1	2
488	в духе	1	2
489	целом с	1	2
490	его мире	1	2
491	пространственные и	2	2
492	как таковой	1	2
493	выход из	2	2
494	не причастны	1	2
495	отличается от	1	2
496	разные стороны	1	2
497	определяется не	1	2
498	жизнь человека	1	2
499	перестает быть	1	2
500	переходит в	1	2
501	в действительной	4	2
502	и место	1	2
503	из жизни	1	2
504	другом в	1	2
505	из себя	11	2
506	здесь то	1	2
507	свое единство	1	2
508	говорить о	2	2
509	связь между	1	2
510	и должно	1	2
511	мира для	1	2
512	как оно	2	2
513	до того	1	2
514	свою очередь	1	2
515	но этот	2	2
516	места для	1	2
517	будем говорить	1	2
518	как я	1	2
519	нигде не	3	2
520	в каждом	3	2
521	от них	1	2
522	к нему	12	2
523	герой и	2	2
524	они лежат	1	2
525	ее и	6	2
526	для жизни	1	2
527	и всей	1	2
528	имеют в	1	2
529	в единое	2	2
530	других для	2	2
531	притом не	1	2
532	что уже	1	2
533	человек чувствует	1	2
534	этот мир	2	2
535	и сама	1	2
536	и этим	3	2
537	ее целом	3	2
538	лучше всего	1	2
539	лежит в	1	2
540	в разные	1	2
541	всех его	2	2
542	но для	3	2
543	нем но	1	2
544	человек и	2	2
545	я не	6	2
546	и временные	2	2
547	и она	2	2
548	себя как	2	2
549	есть именно	2	2
550	между прочим	1	2
551	если я	2	2
552	больше и	1	2
553	а только	1	2
554	могло бы	4	2
555	но к	1	2
556	основе единства	1	2
557	вошли в	2	2
558	были в	1	2
559	смысл и	6	2
560	но как	5	2
561	которой и	1	2
562	него самого	1	2
563	когда я	3	2
564	котором я	2	2
565	ни была	1	2
566	и та	3	2
567	никто не	1	2
568	и миром	1	2
569	и тот	3	2
570	и пространство	4	2
571	целом и	3	2
572	культуры и	5	2
573	его как	5	2
574	бы его	1	2
575	в каком	4	2
576	и каждый	1	2
577	но нет	2	2
578	о его	1	2
579	всех сторон	1	2
580	с чем	1	2
581	слиты в	1	2
582	значит что	1	2
583	события в	3	2
584	чтобы затем	1	2
585	в философии	1	2
586	и временной	1	2
587	можно только	1	2
588	только я	1	2
589	во втором	1	2
590	образом и	1	2
591	как необходимый	1	2
592	как с	1	2
593	кроме указанных	1	2
594	в час	3	2
595	его с	2	2
596	живет в	1	2
597	должна быть	4	2
598	на ее	1	2
599	тогда когда	3	2
600	была бы	1	2
601	самому своему	1	2
602	масштабы для	1	2
603	него нет	1	2
604	и самая	1	2
605	самом деле	3	2
606	они даны	1	2
607	необходимый момент	2	2
608	смысла и	2	2
609	мы говорим	2	2
610	пространство и	2	2
611	месте и	1	2
612	ничто в	1	2
613	которые могут	1	2
614	и всех	2	2
615	со всех	1	2
616	каким бы	1	2
617	в иной	1	2
618	но лишь	7	2
619	здесь вовсе	1	2
620	с которой	1	2
621	может войти	1	2
622	отношении к	2	2
623	в мир	2	2
624	он становится	1	2
625	причастен и	2	2
626	вне его	1	2
627	жизни что	1	2
628	соответствии с	2	2
629	жизнь как	6	2
630	этого слова	2	2
631	единства и	2	2
632	нее и	1	2
633	мире где	1	2
634	основе своей	2	2
635	не можем	1	2
636	и пр	3	2
637	для нас	4	2
638	для всего	1	2
639	в соответствующих	1	2
640	день и	1	2
641	где он	3	2
642	и принципиально	2	2
643	себя в	8	2
644	картина мира	1	2
645	не существует	1	2
646	ведь это	2	2
647	вес в	1	2
648	образом в	1	2
649	жизни это	1	2
650	бытия и	10	2
651	которые как	1	2
652	и эта	2	2
653	в стороне	1	2
654	и историческая	1	2
655	и смысл	2	2
656	но уже	1	2
657	должен быть	7	2
658	акта и	1	2
659	особенно часто	1	2
660	может иметь	2	2
661	мир с	1	2
662	должны быть	1	2
663	весь и	1	2
664	всех своих	4	2
665	на один	1	2
666	и разнообразие	1	2
667	его не	1	2
668	или не	1	2
669	вся жизнь	1	2
670	в искусстве	1	2
671	и может	3	2
672	не о	2	2
673	с человеком	3	2
674	когда мы	1	2
675	все временные	1	2
676	него и	2	2
677	лежит вне	1	2
678	сказать в	1	2
679	и иные	1	2
680	жизни жизнь	1	2
681	все другие	1	2
682	в человеке	1	2
683	места и	4	1
684	которой все	2	1
685	все сплошь	1	1
686	и ритм	1	1
687	мы найдем	1	1
688	потому только	1	1
689	и мира	1	1
690	говоря вообще	1	1
691	именно на	2	1
692	более не	1	1
693	жизни события	1	1
694	живого и	1	1
695	и своего	1	1
696	в момент	3	1
697	самого себя	1	1
698	ровно ничего	1	1
699	случае мы	2	1
700	это лишь	1	1
701	дело с	2	1
702	момента в	1	1
703	события его	1	1
704	под ним	2	1
705	она лишь	1	1
706	и насквозь	1	1
707	тем как	3	1
708	и получает	1	1
709	и говорить	1	1
710	него в	1	1
711	себя я	1	1
712	а есть	1	1
713	и само	2	1
714	иной мир	1	1
715	замкнут и	1	1
716	создает реальную	1	1
717	этим путем	2	1
718	автор и	1	1
719	он имеет	2	1
720	в первом	1	1
721	им и	1	1
722	все дело	1	1
723	теперь они	1	1
724	единый и	3	1
725	и идеальное	1	1
726	включен в	1	1
727	конечном счете	1	1
728	если он	1	1
729	и должен	2	1
730	бы один	1	1
731	единого и	9	1
732	только через	1	1
733	всегда в	1	1
734	выражения и	1	1
735	одновременно и	1	1
736	мире с	1	1
737	образом я	1	1
738	уже и	1	1
739	его все	1	1
740	не менее	3	1
741	мы только	1	1
742	мира сам	1	1
743	играть в	1	1
744	нет конечно	1	1
745	знающего только	1	1
746	содержания но	2	1
747	всем его	3	1
748	дает масштабы	1	1
749	как действительно	2	1
750	чертами но	1	1
751	действительность и	1	1
752	оживает и	1	1
753	действительности в	2	1
754	все и	1	1
755	уже давно	1	1
756	это с	1	1
757	при условии	2	1
758	и такие	1	1
759	что этот	3	1
760	и мысли	1	1
761	за исключением	1	1
762	конечно что	1	1
763	но ему	1	1
764	его активности	1	1
765	выходит из	1	1
766	других и	1	1
767	пространстве его	1	1
768	мира на	1	1
769	но во	1	1
770	в каких	1	1
771	бытия чем	1	1
772	и продукт	1	1
773	биологический и	1	1
774	с нашим	1	1
775	осмысления и	1	1
776	и временного	2	1
777	человека совершенно	1	1
778	поэтому мы	1	1
779	в конкретное	1	1
780	положений и	1	1
781	котором протекает	1	1
782	средних веков	1	1
783	такой ценностью	1	1
784	не имеем	3	1
785	я для	1	1
786	все действительно	2	1
787	всего человеческого	1	1
788	точек зрения	1	1
789	единое событие	1	1
790	превращается в	1	1
791	предмет видения	1	1
792	возвращаться в	1	1
793	от своей	5	1
794	временным и	1	1
795	это значило	2	1
796	себе в	1	1
797	реальны как	1	1
798	нет противоречия	1	1
799	это единство	3	1
800	с другим	4	1
801	в не	1	1
802	и определенных	1	1
803	человека эта	1	1
804	исторической действительностью	1	1
805	мир культуры	2	1
806	его изнутри	2	1
807	я с	1	1
808	этих последних	1	1
809	ее как	2	1
810	и культуры	1	1
811	и бытие	2	1
812	такая же	1	1
813	есть это	1	1
814	ли она	1	1
815	увидим далее	1	1
816	в непосредственной	1	1
817	человека вообще	3	1
818	глубоко различны	1	1
819	и живет	1	1
820	к этим	1	1
821	для этой	3	1
822	не просто	1	1
823	где все	1	1
824	этот временной	1	1
825	едва ли	2	1
826	но сама	1	1
827	вся эта	2	1
828	лишь моментом	2	1
829	гораздо более	2	1
830	ближе к	3	1
831	мир все	1	1
832	бы то	2	1
833	момент как	1	1
834	не за	1	1
835	нему в	4	1
836	него как	1	1
837	имеют место	2	1
838	не выходит	1	1
839	не противоречит	1	1
840	от его	5	1
841	грубую и	1	1
842	к человеку	1	1
843	это будет	1	1
844	вообще а	1	1
845	на том	1	1
846	этом ее	1	1
847	она в	1	1
848	нашей работы	1	1
849	нет места	1	1
850	единство жизни	1	1
851	я как	1	1
852	и свой	2	1
853	нем и	3	1
854	ее можно	1	1
855	тем не	2	1
856	значительной степени	1	1
857	и за	2	1
858	с конкретной	1	1
859	событие не	1	1
860	конкретного и	1	1
861	час его	1	1
862	это слово	1	1
863	которого и	2	1
864	гибели и	1	1
865	ко мне	6	1
866	то только	1	1
867	противоречие между	1	1
868	бы что	1	1
869	бытию и	1	1
870	не путем	1	1
871	есть еще	1	1
872	может жить	1	1
873	в конечном	1	1
874	является и	1	1
875	живет и	1	1
876	а за	1	1
877	и единого	1	1
878	человек а	1	1
879	и ценности	2	1
880	и чисто	1	1
881	все наше	1	1
882	выражает и	1	1
883	и познания	1	1
884	я и	5	1
885	ибо я	1	1
886	но само	1	1
887	смысле и	2	1
888	или более	1	1
889	как жизнь	1	1
890	этом последнем	1	1
891	своей структуре	1	1
892	конкретный и	1	1
893	на волю	2	1
894	тона и	1	1
895	отрыв от	1	1
896	идеальности в	1	1
897	сознания как	2	1
898	во главе	2	1
899	вообще есть	1	1
900	возможности для	1	1
901	в эту	1	1
902	из проявлений	1	1
903	действительности и	1	1
904	преодолевает всякую	1	1
905	жизнь не	1	1
906	по поводу	1	1
907	понятий и	1	1
908	и мир	2	1
909	абстрактном мышлении	1	1
910	и оформление	1	1
911	даже там	1	1
912	обычно и	1	1
913	эти возможности	1	1
914	основных направлениях	1	1
915	от себя	10	1
916	большого мира	1	1
917	событие жизни	1	1
918	в содержание	1	1
919	и неповторимым	2	1
920	как факт	1	1
921	действия в	1	1
922	он вступает	1	1
923	данный момент	3	1
924	причем они	1	1
925	из общих	1	1
926	мир где	5	1
927	этой своей	1	1
928	в лучшем	1	1
929	имеют дело	1	1
930	событие как	1	1
931	является только	1	1
932	все остальные	2	1
933	месте в	1	1
934	землю и	1	1
935	соотнесении с	11	1
936	не дает	3	1
937	быть адекватно	1	1
938	между тем	4	1
939	не из	2	1
940	он находится	1	1
941	человека как	1	1
942	так называемые	1	1
943	индивидуальность как	1	1
944	говорить об	1	1
945	и исторический	1	1
946	от исторического	1	1
947	един и	1	1
948	и тем	3	1
949	не будет	2	1
950	все дано	1	1
951	и смысла	1	1
952	в системе	1	1
953	всех других	2	1
954	из него	4	1
955	содержание но	1	1
956	но отнюдь	1	1
957	этом смысле	3	1
958	не способна	2	1
959	здесь моментами	1	1
960	требует чтобы	1	1
961	могла бы	4	1
962	они находятся	2	1
963	определенного и	2	1
964	уходят в	1	1
965	час и	1	1
966	и никогда	1	1
967	что может	1	1
968	как участника	1	1
969	ее а	1	1
970	того мира	1	1
971	не значит	6	1
972	лишь путем	1	1
973	в первой	1	1
974	и кровью	1	1
975	все остальное	2	1
976	с которым	1	1
977	по направлению	1	1
978	ней в	1	1
979	всю жизнь	1	1
980	бы быть	5	1
981	в данный	3	1
982	добро красота	1	1
983	к последнему	3	1
984	значения как	1	1
985	и живут	1	1
986	независимо от	3	1
987	чтобы не	2	1
988	он его	1	1
989	раньше позже	1	1
990	было с	1	1
991	пространственного и	2	1
992	моментом которого	1	1
993	момент но	1	1
994	для самого	1	1
995	были бы	2	1
996	красота и	1	1
997	его целостности	2	1
998	всех отношениях	2	1
999	включая сюда	2	1
1000	положения и	3	1
1001	лежат вне	1	1
1002	рождение и	1	1
1003	вступить в	2	1
1004	само слово	1	1
1005	к другим	1	1
1006	и конечно	2	1
1007	вне себя	1	1
1008	например что	1	1
1009	и музыка	1	1
1010	в событии	5	1
1011	безотносительно к	1	1
1012	и свою	1	1
1013	определенность и	1	1
1014	есть для	1	1
1015	что это	4	1
1016	нем как	4	1
1017	целом это	1	1
1018	охватить и	1	1
1019	и из	1	1
1020	конкретной человеческой	1	1
1021	стороны в	3	1
1022	из которых	2	1
1023	через эту	1	1
1024	обе стороны	1	1
1025	к выводу	1	1
1026	науки и	1	1
1027	отдельного человека	1	1
1028	случайно как	1	1
1029	в единый	1	1
1030	и делает	3	1
1031	время имеет	1	1
1032	это есть	2	1
1033	события ее	1	1
1034	сводится к	2	1
1035	мира он	1	1
1036	функции в	1	1
1037	связанная с	1	1
1038	самого и	1	1
1039	должен был	1	1
1040	вместо того	1	1
1041	есть проблема	1	1
1042	не более	1	1
1043	и принять	1	1
1044	отличаются от	1	1
1045	оно ни	1	1
1046	и единство	3	1
1047	с ней	1	1
1048	в моем	6	1
1049	вокруг него	2	1
1050	конечно уже	1	1
1051	за волосы	1	1
1052	сознании в	1	1
1053	он будет	1	1
1054	жизни его	1	1
1055	данного человека	1	1
1056	имеет дело	1	1
1057	на месте	1	1
1058	не делает	1	1
1059	и действительно	6	1
1060	говорить в	1	1
1061	она и	1	1
1062	как о	1	1
1063	как момент	13	1
1064	как не	1	1
1065	целого или	1	1
1066	с собою	1	1
1067	и вопрос	1	1
1068	и просто	2	1
1069	все пространственные	1	1
1070	приводит к	1	1
1071	есть на	2	1
1072	может не	2	1
1073	при всех	1	1
1074	бы себя	1	1
1075	в соотнесении	15	1
1076	на своем	3	1
1077	но с	1	1
1078	оторвано от	1	1
1079	уже вне	1	1
1080	частей и	1	1
1081	только одно	1	1
1082	здесь лишь	1	1
1083	не нужен	2	1
1084	с моим	2	1
1085	и пространственным	1	1
1086	своих моментах	2	1
1087	это событие	1	1
1088	а чисто	1	1
1089	нет даже	1	1
1090	сказали о	1	1
1091	этих моментах	1	1
1092	себя для	1	1
1093	не должно	3	1
1094	ее до	2	1
1095	быть не	2	1
1096	из его	3	1
1097	остается только	1	1
1098	для нее	9	1
1099	эти различия	1	1
1100	всякое бытие	1	1
1101	смысл который	1	1
1102	всеми своими	1	1
1103	эти миры	1	1
1104	есть определенный	1	1
1105	всю полноту	1	1
1106	цели и	1	1
1107	оно прежде	1	1
1108	замкнутость и	1	1
1109	в единой	1	1
1110	в данных	1	1
1111	процесс и	2	1
1112	есть его	2	1
1113	ним в	1	1
1114	стороны ее	2	1
1115	входит как	2	1
1116	она может	1	1
1117	мира но	5	1
1118	план но	1	1
1119	конца и	1	1
1120	единство целого	1	1
1121	целом в	1	1
1122	его только	1	1
1123	к миру	1	1
1124	жизни эти	1	1
1125	слово и	1	1
1126	мысли но	1	1
1127	и будущего	1	1
1128	выделен из	1	1
1129	и связанных	1	1
1130	к предмету	1	1
1131	какие бы	1	1
1132	только с	3	1
1133	как все	1	1
1134	в настоящее	1	1
1135	есть тот	1	1
1136	но есть	2	1
1137	или другой	1	1
1138	к содержанию	2	1
1139	уже с	1	1
1140	как к	2	1
1141	или просто	1	1
1142	временного целого	1	1
1143	различны в	1	1
1144	что ему	1	1
1145	но прежде	1	1
1146	этого она	1	1
1147	второй половине	1	1
1148	делает возможным	1	1
1149	что значит	2	1
1150	человека за	1	1
1151	в предыдущем	1	1
1152	видеть в	1	1
1153	а это	2	1
1154	он и	2	1
1155	и час	2	1
1156	о нем	4	1
1157	осознает и	1	1
1158	и новое	1	1
1159	на самом	3	1
1160	сознания и	3	1
1161	сюда и	2	1
1162	где этот	2	1
1163	а все	3	1
1164	смысле этого	1	1
1165	бытие и	3	1
1166	очутиться в	1	1
1167	ибо оно	1	1
1168	в виде	2	1
1169	жить только	1	1
1170	ее содержания	1	1
1171	говорим о	2	1
1172	акт в	1	1
1173	когда оно	1	1
1174	как этот	1	1
1175	за этим	1	1
1176	становления и	1	1
1177	и социальные	1	1
1178	в ту	2	1
1179	и индивидуального	1	1
1180	чтобы быть	2	1
1181	своей функции	1	1
1182	внимание в	1	1
1183	это очень	1	1
1184	лишь с	2	1
1185	не подлежит	1	1
1186	но нельзя	1	1
1187	культуры с	1	1
1188	ценности для	2	1
1189	удержать и	1	1
1190	и я	6	1
1191	в событие	2	1
1192	нисколько не	4	1
1193	полагать что	1	1
1194	и оно	1	1
1195	и лежат	1	1
1196	временно-пространственные определения	1	1
1197	вследствие чего	1	1
1198	для нашей	1	1
1199	область культуры	2	1
1200	а он	1	1
1201	и другого	3	1
1202	другом случае	1	1
1203	в области	2	1
1204	основе его	1	1
1205	что эти	1	1
1206	сказать и	1	1
1207	но его	1	1
1208	свой мир	1	1
1209	пр все	1	1
1210	права и	1	1
1211	он мне	1	1
1212	ко всему	5	1
1213	сказать только	1	1
1214	бытия как	5	1
1215	но такого	1	1
1216	а к	1	1
1217	еще одной	1	1
1218	которую мы	1	1
1219	возможным и	2	1
1220	оторванные от	2	1
1221	не отвлекается	1	1
1222	вообще никаких	1	1
1223	путем чисто	1	1
1224	продукта и	1	1
1225	не по	4	1
1226	но всегда	2	1
1227	в акте	3	1
1228	ее жизни	3	1
1229	дело не	2	1
1230	целого события	1	1
1231	единство и	1	1
1232	мы наблюдали	1	1
1233	во второй	1	1
1234	когда он	1	1
1235	разные моменты	1	1
1236	именно к	1	1
1237	свою жизнь	2	1
1238	активен и	1	1
1239	пор не	1	1
1240	отношений между	1	1
1241	он за	1	1
1242	говоря о	1	1
1243	не следует	2	1
1244	маленького человека	1	1
1245	сознания для	1	1
1246	пространство в	2	1
1247	и жизни	4	1
1248	пр и	1	1
1249	от того	3	1
1250	этих случаях	1	1
1251	адекватной формы	1	1
1252	черты и	1	1
1253	действительной жизни	3	1
1254	оно должно	1	1
1255	содержанием и	1	1
1256	плотью и	1	1
1257	его активность	1	1
1258	все содержание	1	1
1259	есть кризис	1	1
1260	произведения не	1	1
1261	даже для	1	1
1262	исторического человечества	4	1
1263	от времени	1	1
1264	такой же	1	1
1265	некоторая примесь	1	1
1266	политики и	1	1
1267	себя а	4	1
1268	на то	1	1
1269	нуждается в	1	1
1270	это в	1	1
1271	и глубокая	1	1
1272	все для	1	1
1273	каждый момент	2	1
1274	ведь и	1	1
1275	бытия в	5	1
1276	лучшем случае	1	1
1277	к совершенно	1	1
1278	целом может	1	1
1279	слова в	2	1
1280	жизнью и	1	1
1281	истина добро	1	1
1282	котором он	3	1
