N	2gram	Trubetskoy	VelikijI
238	и всегда	1	1
239	самого факта	1	1
240	в тот	1	1
241	новой церкви	1	1
242	есть и	2	1
243	свободные от	1	1
244	отказ от	1	1
245	церкви и	9	1
246	в этой	4	1
247	в результате	2	1
248	социализм в	1	1
249	абсолютное значение	1	1
250	человека к	1	1
251	в русском	1	1
252	у него	2	1
253	из нас	1	1
254	образом по	1	1
255	вот в	1	1
256	власти и	1	1
257	так же	2	1
258	в виде	3	1
259	общественности в	1	1
260	тогда как	2	1
261	что бы	3	1
262	себя от	3	1
263	не была	1	1
264	любви к	2	1
265	не был	1	1
266	их не	2	1
267	в будущем	3	1
268	в своих	6	1
269	их и	1	1
270	считать себя	1	1
271	отказаться от	4	1
272	в разные	1	1
273	с другой	1	1
274	на которых	1	1
275	в которой	1	1
276	но все	1	1
277	и с	7	1
278	забыв о	1	1
279	к ним	1	1
280	в лице	1	1
281	может ли	1	1
282	он всегда	1	1
283	ко всем	3	1
284	смысл бытия	1	1
285	бытия и	1	1
286	то и	1	1
287	или даже	1	1
288	и другое	1	1
289	найти в	1	1
290	и начало	1	1
291	как мы	1	1
292	из всего	1	1
293	их к	2	1
294	лишь к	4	1
295	бы все	1	1
296	государства как	1	1
297	сущности и	1	1
298	на него	1	1
299	в своем	6	1
300	человек и	1	1
301	ни стало	3	1
302	был в	1	1
303	еще и	1	1
304	и от	2	1
305	тем чтобы	3	1
306	быть может	1	1
307	на отрицании	1	1
308	с ними	1	1
309	так часто	2	1
310	в праве	1	1
311	в сознании	3	1
312	тогда это	1	1
313	по крайней	1	1
314	человек с	1	1
315	единственный путь	2	1
316	о которой	1	1
317	природы и	1	1
318	такую картину	1	1
319	вместе с	4	1
320	этих черт	1	1
321	все же	4	1
322	в одно	1	1
323	и вместе	2	1
324	если они	2	1
325	этого слова	1	1
326	в которых	1	1
327	жизни в	5	1
328	роль в	1	1
329	им в	1	1
330	можно ли	3	1
331	бы ни	2	1
332	себя и	5	1
333	и по	3	1
334	всем мире	1	1
335	к этому	1	1
336	в их	4	1
337	этой новой	1	1
338	со своей	1	1
339	с которым	1	1
340	к спасению	1	1
341	и внешней	1	1
342	это в	2	1
343	у таких	1	1
344	для христианства	1	1
345	может и	1	1
346	для чего	1	1
347	конце концов	3	1
348	себя не	1	1
349	есть то	1	1
350	к ее	1	1
351	таким же	3	1
352	себе и	4	1
353	не просто	2	1
354	он был	1	1
355	последние дни	5	1
356	бог есть	1	1
357	крайней мере	1	1
358	сделать это	2	1
359	вовсе не	1	1
360	упорно и	1	1
361	что на	1	1
362	есть не	1	1
363	бы это	1	1
364	бы в	1	1
365	к нему	2	1
366	от них	1	1
367	же за	1	1
