N	3gram	Vygotskiy_	KulturaY
299	в которых оно	1	1
300	в качестве основного	1	1
301	так можно было	1	1
302	с этим мы	1	1
303	в качестве наиболее	1	1
304	до того как	1	1
305	то же самое	9	1
306	было бы назвать	1	1
307	мы говорили выше	2	1
308	таким образом не	1	1
309	на этот раз	2	1
310	что они являются	3	1
311	вслед за этим	1	1
312	по этому поводу	4	1
313	поэтому было бы	1	1
314	должен быть поставлен	1	1
315	и в его	1	1
316	пользу того что	1	1
317	справедливо указывает что	1	1
318	отношении его к	1	1
319	одном и том	2	1
320	в связь с	1	1
321	не может возникнуть	1	1
322	что на деле	1	1
323	по существу это	1	1
324	в значительной степени	1	1
325	собственном смысле этого	7	1
326	же самое что	1	1
327	наблюдений над языком	1	1
328	никоим образом не	1	1
329	отношения и связи	1	1
330	а также и	1	1
331	я думаю что	1	1
332	то что необходимо	1	1
333	с нашей точки	2	1
334	в истории языка	1	1
335	лишь об одном	1	1
336	было бы понять	1	1
337	нас в том	2	1
338	для данной ситуации	1	1
339	с тем же	1	1
340	состоящий в том	1	1
341	с помощью которых	8	1
342	том основании что	1	1
343	так как если	1	1
344	которой мы говорили	1	1
345	заключается вовсе не	1	1
346	и том же	2	1
347	данного значения в	1	1
348	ни один из	4	1
349	этого процесса как	1	1
350	они разумеют под	1	1
351	мы имеем возможность	1	1
352	который как мы	1	1
353	если только они	1	1
354	это не мешает	1	1
355	но и в	1	1
356	может быть решена	1	1
357	что же представляет	1	1
358	и для других	2	1
359	по своему значению	2	1
360	принадлежит к числу	1	1
361	то мы увидим	1	1
362	ту же мысль	1	1
363	в связи со	1	1
364	так как оно	2	1
365	и в отношении	3	1
366	мы сказали бы	1	1
367	и не потому	1	1
368	с двух точек	1	1
369	ту или иную	1	1
370	привести к такому	1	1
371	в себе и	2	1
372	могут рассматриваться как	1	1
373	как и в	3	1
374	в целом ряде	1	1
375	о которых говорено	1	1
376	самое последнее время	1	1
377	целый ряд слов	1	1
378	к выводу что	2	1
379	которых говорено выше	1	1
380	есть в сущности	1	1
381	не только у	2	1
382	имеет еще и	1	1
383	это также не	1	1
384	должны сказать что	2	1
385	на данной стадии	2	1
386	речи все эти	1	1
387	связи с этим	2	1
388	более и более	1	1
389	тому или иному	4	1
390	в пользу того	3	1
391	иначе как в	1	1
392	все это в	1	1
393	связь между собой	1	1
394	в своем учении	1	1
395	то время как	5	1
396	в действии и	2	1
397	в одинаковых условиях	1	1
398	не имеет никакого	1	1
399	и здесь мы	1	1
400	могли бы сказать	5	1
401	вопрос об отношении	2	1
402	и тем что	1	1
403	стадию в историческом	1	1
404	ничего принципиально нового	1	1
405	всего этого процесса	1	1
406	встречающиеся в нашей	1	1
407	того как он	1	1
408	помимо того что	1	1
409	всякий раз когда	1	1
410	до какой степени	3	1
411	как показано выше	1	1
412	новые и новые	1	1
413	и с точки	1	1
414	данное слово к	1	1
415	далеко не все	1	1
416	одно и то	6	1
417	они не имеют	1	1
418	всех этих случаях	1	1
419	мы будем иметь	3	1
420	и все его	1	1
421	приводит к тому	1	1
422	то все равно	1	1
423	речь может быть	1	1
424	так как они	2	1
425	но все они	1	1
426	же что и	2	1
427	становится для нас	1	1
428	что эти последние	2	1
429	в котором в	1	1
430	если судить по	1	1
431	во всех этих	1	1
432	понимать то что	1	1
433	которые могут быть	1	1
434	та или иная	3	1
435	является определяющим для	1	1
436	с самого начала	6	1
437	убедиться в этом	1	1
438	они ни были	1	1
439	и то что	3	1
440	не недостаток а	1	1
441	в разных языках	1	1
442	но и их	1	1
443	и не могут	1	1
444	выходит за пределы	1	1
445	справедливым и в	1	1
446	что если мы	1	1
447	самом деле как	1	1
448	и все же	1	1
449	которое заключается в	1	1
450	том смысле как	1	1
451	в том отношении	2	1
452	помощью которого оно	1	1
453	но в силу	1	1
454	может не иметь	1	1
455	то что они	3	1
456	в том виде	4	1
457	то увидим что	4	1
458	всяком случае в	1	1
459	и не только	1	1
460	как уже сказано	7	1
461	из которых каждый	2	1
462	стадия в развитии	2	1
463	если мы возьмем	1	1
464	далеко не всегда	1	1
465	мы не можем	2	1
466	он был бы	1	1
