N	3gram	Vygotskiy_	Vladivir
102	так как это	6	2
103	то ни было	1	2
104	имел в виду	1	2
105	свидетельствуют о том	1	2
106	все дело в	1	2
107	для нас важно	1	2
108	а не только	1	2
109	не то что	3	2
110	из этих трех	1	2
111	уже о том	1	2
112	те или иные	1	2
113	то что у	1	2
114	в ответ на	1	2
115	сих пор не	1	2
116	и никак не	2	2
117	в том и	3	2
118	за то что	3	2
119	что это есть	2	2
120	но и здесь	1	2
121	говорит что в	1	2
122	но дело в	1	2
123	ни в чем	1	2
124	тех пор пока	2	2
125	один и тот	1	2
126	с его точки	1	2
127	бы если бы	2	2
128	мы можем представить	1	2
129	до тех пор	2	2
130	в окончательном виде	1	2
131	и в своем	1	2
132	одно и то	3	2
133	и то же	4	2
134	по одному тому	1	2
135	главным образом в	1	2
136	то есть оно	1	2
137	в этом случае	2	2
138	и заключается что	2	2
139	и то обстоятельство	1	2
140	что в нем	3	2
141	и что в	5	2
142	с тем что	3	2
143	то обстоятельство что	2	2
144	и все же	1	2
145	по этому вопросу	1	2
146	в котором все	1	2
147	как это делает	3	2
148	то что мы	2	2
149	все это было	2	2
150	это и есть	1	2
151	до конца и	2	2
152	если бы мы	5	2
153	после того как	1	2
154	и он был	1	2
155	сводится к тому	3	2
156	может быть и	2	2
157	в каком отношении	5	1
158	другое не может	1	1
159	начала до конца	1	1
160	мы и в	1	1
161	нисколько не больше	2	1
162	благодаря тому что	1	1
163	мы никак не	1	1
164	как раз на	1	1
165	и когда он	2	1
166	бы и не	1	1
167	и как бы	4	1
168	все то что	6	1
169	ясно что в	3	1
170	вызывает в нас	3	1
171	как будто бы	1	1
172	и если в	1	1
173	не только то	1	1
174	все эти мысли	1	1
175	о чем у	1	1
176	решения этой проблемы	1	1
177	мы видим что	5	1
178	до известной степени	1	1
179	конце концов только	2	1
180	как и вообще	1	1
181	почти никогда не	1	1
182	ни о какой	1	1
183	в себя и	1	1
184	рассуждение о том	1	1
185	не в этом	1	1
186	в этом слове	1	1
187	и в результате	3	1
188	хотя бы по	1	1
189	о которых мы	2	1
190	не был бы	1	1
191	есть не только	1	1
192	в первый раз	1	1
193	потому что как	1	1
194	и ни на	1	1
195	такой мере что	1	1
196	в жизни и	1	1
197	а может быть	1	1
198	потому что для	1	1
199	указывает на то	3	1
200	все и не	1	1
201	для этого нужно	1	1
202	что все это	1	1
203	и все прочее	1	1
204	они не могут	1	1
205	не говоря о	1	1
206	то есть не	1	1
207	потому что она	1	1
208	тот же самый	1	1
209	самом деле если	2	1
210	она нуждается в	1	1
211	в одном акте	1	1
212	что весь этот	1	1
213	но никак не	2	1
214	к которой мы	1	1
215	том что она	1	1
216	все равно не	1	1
217	что он был	1	1
218	нельзя сомневаться в	1	1
219	является то что	2	1
220	именно в этой	1	1
221	для чего в	1	1
222	в каком случае	1	1
223	о том насколько	1	1
224	правы потому что	1	1
225	те же самые	2	1
226	нужно было бы	1	1
227	того что в	1	1
228	нечто такое что	3	1
229	но и вообще	1	1
230	потому что он	3	1
231	и не принимает	1	1
232	той или иной	2	1
233	о чем не	1	1
234	по существу дела	1	1
235	с тем и	1	1
236	сказать что на	1	1
237	та же самая	2	1
238	во многих случаях	1	1
239	надо сказать что	2	1
240	в чем не	1	1
241	не только те	1	1
242	не забудем что	1	1
243	и никогда не	1	1
244	по себе не	2	1
245	что в этой	3	1
246	о чем главным	1	1
247	он не понимает	1	1
248	не могло быть	1	1
249	в которых он	1	1
250	что в основе	1	1
251	уже знаем что	1	1
252	ни в одном	1	1
253	вовсе не из	1	1
254	имеет дело с	2	1
255	и что они	3	1
256	видит в том	1	1
257	к этому присоединяется	1	1
258	а кроме того	1	1
259	то же самое	8	1
260	по себе вне	1	1
261	сама по себе	3	1
262	казалось бы что	1	1
263	в высшей степени	1	1
264	обратиться к такому	1	1
265	что вопрос о	1	1
266	научной и философской	1	1
267	в какой бы	2	1
268	о том как	1	1
269	да и не	1	1
270	в каких внешних	1	1
271	что даже и	1	1
272	и если это	1	1
273	никак не может	3	1
274	не просто в	1	1
275	есть нечто такое	2	1
276	в области этого	1	1
277	мнение о том	1	1
278	может быть целью	1	1
279	через несколько дней	1	1
280	не мог бы	1	1
281	в такой мере	1	1
282	мы имеем дело	1	1
283	вовсе не для	2	1
284	в этой же	1	1
285	того что у	1	1
286	это то что	1	1
287	которое не могло	1	1
288	думается что если	1	1
289	с ним не	1	1
290	эта заключается в	1	1
291	собственном смысле слова	2	1
292	что он делает	1	1
293	на русский язык	1	1
294	что когда человек	1	1
295	мы не имеем	1	1
296	в самом процессе	1	1
297	чуть ли не	1	1
298	но он не	2	1
299	на другой день	1	1
300	может быть в	1	1
301	чем главным образом	1	1
302	о ней не	1	1
303	точки зрения можно	1	1
304	те и другие	1	1
305	вместе с ним	1	1
306	пишет о его	1	1
307	равно как и	2	1
308	я хотел бы	1	1
309	из которых мы	1	1
310	мысль о том	1	1
311	в значительной мере	1	1
312	и в некоторой	1	1
313	только в очень	1	1
314	же невозможно как	1	1
315	в каждой из	1	1
316	в себе никакой	1	1
317	в какой мере	1	1
318	прежде всего на	1	1
319	и только в	1	1
320	того существует ли	1	1
321	к этой цели	1	1
322	никак не можем	2	1
323	как и для	1	1
324	в том смысле	1	1
325	каждый из этих	1	1
326	во всем его	1	1
327	с этой точки	3	1
328	формулировать то что	1	1
329	бросаются в глаза	1	1
330	и едва ли	1	1
331	не может и	2	1
332	и вовсе не	1	1
333	этого нужно было	1	1
334	той же самой	1	1
335	содержало в себе	1	1
336	одна из них	2	1
337	то мы можем	1	1
338	тех чувств которые	2	1
339	на вопросе о	1	1
340	какой бы то	1	1
341	и в тех	1	1
342	он мог бы	1	1
343	другой стороны мы	2	1
344	и если мы	6	1
345	требует от нас	1	1
346	в основе своей	1	1
347	еще не было	1	1
348	того что мы	1	1
349	и той же	4	1
350	и что все	1	1
351	одному тому что	1	1
352	только на отдельных	1	1
353	одна другую и	1	1
354	именно то что	5	1
355	в средние века	1	1
356	с двух сторон	1	1
357	или вернее сказать	3	1
358	осталось у него	1	1
359	это еще в	1	1
360	на этот вопрос	5	1
361	в нашем сознании	1	1
362	состоит в том	2	1
363	все же не	1	1
364	эти категории и	1	1
365	находим мы и	1	1
366	то что сам	1	1
367	казалось бы должен	1	1
368	или другими словами	1	1
369	содержание и форму	1	1
370	смысле этого слова	1	1
371	что он сейчас	1	1
372	это совершенно неверно	1	1
373	из этих элементов	1	1
374	с тем принципом	1	1
375	остановиться только на	1	1
376	одной и той	4	1
377	потому что если	1	1
378	он знает что	2	1
379	в котором спенсер	1	1
380	по себе как	1	1
381	только потому что	1	1
382	что и здесь	2	1
383	означает не что	1	1
384	как раз в	2	1
385	и в свою	1	1
386	но во всяком	1	1
387	с которым мы	2	1
388	же как и	1	1
389	ни одного ни	1	1
390	у него нет	1	1
391	в собственном смысле	2	1
392	том что с	1	1
393	с ним и	1	1
394	не в одном	1	1
395	том что даже	1	1
396	так же невозможно	1	1
397	в этой теории	1	1
398	никак не могла	1	1
399	как бы на	1	1
400	бы мы имели	1	1
401	в эти самые	1	1
402	привело к тому	1	1
403	а для того	1	1
404	перед смертью он	1	1
405	указанием на то	1	1
406	нет ни одного	1	1
407	вопрос о том	3	1
408	этой точки зрения	3	1
409	в том виде	1	1
410	и не только	1	1
411	должен был бы	3	1
412	другой день после	1	1
413	хотел дать в	1	1
414	оно может быть	2	1
415	то что все	2	1
416	и потому как	1	1
417	было бы очень	1	1
418	самого начала в	1	1
419	имеем дело с	1	1
420	мы не можем	2	1
421	и так как	2	1
422	потому что они	3	1
423	только в тех	1	1
424	это было бы	1	1
