N	3gram	Potebnia_M	Komedia
104	то время когда	2	1
105	на каждом шагу	1	1
106	а в птицах	1	1
107	вслед за этим	1	1
108	в применении к	3	1
109	в той мере	1	1
110	не может быть	11	1
111	о которых мы	1	1
112	в собственном смысле	2	1
113	того что нет	1	1
114	потому что как	3	1
115	она могла бы	1	1
116	ответ может быть	1	1
117	с тем какое	1	1
118	ее и от	1	1
119	если они не	1	1
120	законы по которым	1	1
121	и независимо от	2	1
122	и во всех	2	1
123	все что ни	1	1
124	и все это	1	1
125	в которой бы	1	1
126	потому что она	1	1
127	к лицу с	1	1
128	и не имеет	2	1
129	только тем что	1	1
130	бы ни был	1	1
131	друг на друга	2	1
132	сказать несколько слов	1	1
133	одного и того	6	1
134	может быть только	2	1
135	сам по себе	5	1
136	можем представить себе	2	1
137	в том случае	1	1
138	в себе самом	1	1
139	ничего общего с	1	1
140	а между тем	5	1
141	мы можем сказать	1	1
142	смысле этого слова	3	1
143	том что именно	1	1
144	таким образом что	2	1
145	что в нем	1	1
146	чтобы убедиться в	1	1
147	ближе всего к	1	1
148	с его стороны	1	1
149	само по себе	6	1
150	и для самого	2	1
151	потому что при	1	1
152	слова мы увидим	1	1
153	и тем самым	2	1
154	том каким образом	1	1
155	и не нуждается	1	1
156	что само по	1	1
157	по себе не	3	1
158	той мере в	1	1
159	не имеет ничего	1	1
160	и что не	1	1
161	и того же	6	1
162	ли в этом	1	1
163	что это не	1	1
164	в нем в	1	1
165	в наше время	1	1
166	этой группы только	1	1
167	ведущие к ее	1	1
168	не нуждается в	2	1
169	лицом к лицу	1	1
170	сознательной или бессознательной	1	1
171	в одном случае	1	1
172	и совершенно не	1	1
173	имея в виду	1	1
174	не без основания	1	1
175	не мог бы	1	1
176	а не в	1	1
177	и не может	1	1
178	и в этом	7	1
179	по тому же	1	1
180	думать что в	1	1
181	из других источников	1	1
182	в так называемых	1	1
183	может и не	1	1
184	и в разговоре	1	1
185	при этом помнить	1	1
186	и как не	1	1
187	в этих словах	1	1
188	то окажется что	1	1
189	на задний план	1	1
190	что происходит с	1	1
191	между людьми и	1	1
192	можно принять за	1	1
193	могла бы быть	1	1
194	не следует думать	1	1
195	можем ли мы	1	1
196	то ни в	1	1
197	что по мнению	2	1
198	только после того	1	1
199	по крайней мере	6	1
200	не имеет значения	1	1
201	такие случаи когда	1	1
202	в их употреблении	1	1
203	это не так	2	1
204	другой стороны он	1	1
205	мы увидим что	3	1
206	что же касается	1	1
207	то что в	2	1
208	в некоторых случаях	2	1
209	жизни но и	1	1
210	ответ на это	1	1
211	на этот вопрос	2	1
212	к этой чисто	1	1
213	ни малейшего сомнения	1	1
214	не совсем в	1	1
215	что и сам	1	1
216	не было бы	3	1
217	зависящее от людей	1	1
218	в противном случае	3	1
219	во всех случаях	1	1
220	не что иное	2	1
221	что мы имеем	1	1
222	это видно из	1	1
223	состоит не в	1	1
224	его от себя	1	1
225	тем же словом	1	1
226	не прибавляет к	1	1
227	которые могут быть	2	1
228	тот же что	2	1
229	мы будем называть	1	1
230	и все остальные	2	1
231	не менее в	2	1
232	никто не может	1	1
233	мы не встретим	1	1
234	и в отношении	1	1
235	он не мог	1	1
236	в различных сочетаниях	1	1
237	остается в стороне	1	1
238	главным образом в	1	1
239	во-вторых потому что	1	1
240	не менее и	1	1
241	том случае если	1	1
242	что иное как	2	1
243	со стороны его	1	1
244	человек под влиянием	2	1
245	со стороны других	2	1
246	что в некоторых	1	1
247	вопрос о том	1	1
248	в том виде	1	1
249	этом помнить что	1	1
250	и не только	1	1
251	следовательно и в	1	1
252	а не для	1	1
253	во всех отношениях	1	1
254	сама по себе	4	1
255	мы не можем	2	1
256	однако в действительности	1	1
257	если бы не	3	1
