N	2gram	Berdyaev_N	Mirosoze
128	жизнь в	1	8
129	еще в	1	8
130	не знал	2	8
131	нет в	1	8
132	бог и	1	8
133	того чтобы	2	8
134	во власти	1	8
135	нет и	2	8
136	с его	6	8
137	они не	1	8
138	нет бога	1	8
139	уже в	1	8
140	мира и	2	8
141	для того	1	8
142	во всем	1	7
143	в духе	3	7
144	не существует	3	7
145	что все	2	7
146	революции и	3	7
147	все в	1	7
148	что она	2	7
149	в боге	1	7
150	от нее	1	7
151	в жизни	5	7
152	жизни в	3	7
153	себя и	1	7
154	он в	1	7
155	но если	1	7
156	высшей степени	6	7
157	в высшей	6	7
158	должен быть	5	7
159	не могу	1	7
160	не хотел	1	7
161	все еще	1	7
162	же и	1	6
163	есть прежде	1	6
164	и нет	1	6
165	людей и	1	6
166	добро и	1	6
167	этого мира	1	6
168	кризис культуры	6	6
169	к чему	1	6
170	и она	1	6
171	совсем не	12	6
172	можно было	2	6
173	по своей	1	6
174	вера в	1	6
175	в глубину	1	6
176	и от	2	6
177	или к	1	6
178	это есть	7	6
179	в образе	1	6
180	в ее	3	6
181	этом он	1	6
182	не способен	1	6
183	о русском	1	6
184	и более	1	6
185	нет у	1	6
186	возврата к	1	6
187	и человека	1	6
188	россии и	1	6
189	к ней	1	6
190	к богу	2	6
191	не к	2	6
192	еще не	3	5
193	мысли и	2	5
194	с собой	1	5
195	с этим	2	5
196	во всяком	1	5
197	для этого	2	5
198	испытание человеческой	1	5
199	говорит что	1	5
200	сказать что	3	5
201	к которому	1	5
202	все время	2	5
203	в атмосфере	1	5
204	по преимуществу	1	5
205	на протяжении	2	5
206	и вместе	1	5
207	от этого	1	5
208	сих пор	1	5
209	вопроса о	1	5
210	и мир	1	5
211	должны быть	1	5
212	культуры и	7	5
213	был в	1	5
214	в то	2	5
215	для чего	2	5
216	до сих	1	5
217	и этот	1	5
218	свободе в	1	5
219	оно не	1	5
220	и мы	4	5
221	то он	1	5
222	в основе	3	5
223	в мир	1	5
224	жизни это	1	5
225	в более	1	5
226	к революции	2	5
227	на путях	2	5
228	не для	1	5
229	так и	2	5
230	нет возврата	1	5
231	боге и	1	5
232	из глубины	2	5
233	связано с	1	5
234	то нет	1	5
235	думать что	2	5
236	него и	1	5
237	на путь	1	5
238	русские люди	1	5
239	к новому	7	5
240	как будто	2	5
241	в той	1	4
242	в центре	2	4
243	человеческой жизни	1	4
244	к этой	1	4
245	не хочет	1	4
246	и даже	2	4
247	уже нет	1	4
248	в социализме	1	4
249	культуры в	5	4
250	нем нет	2	4
251	в такой	1	4
252	духовной жизни	2	4
253	не всегда	1	4
254	п верховенского	1	4
255	народ не	1	4
256	к себе	1	4
257	имя свободы	3	4
258	и через	1	4
259	будто бы	1	4
260	время как	2	4
261	типов культуры	1	4
262	себе и	1	4
263	в чем	1	4
264	более всего	1	4
265	и что	2	4
266	социализм есть	1	4
267	не случайно	1	4
268	от всякого	2	4
269	для них	1	4
270	ни в	6	4
271	новой истории	67	4
272	оно есть	1	4
273	то время	1	4
274	я хочу	1	4
275	истории он	1	4
276	и до	1	4
277	революции духа	1	4
278	в истории	3	4
279	свободы к	1	4
280	могут быть	2	4
281	мир в	1	4
282	мы не	2	4
283	русской революции	2	4
284	и зло	1	4
285	в силах	1	4
286	в эпоху	9	4
287	если есть	1	4
288	зла в	1	4
289	все эти	2	4
290	есть в	2	4
291	по своему	4	4
292	начинается в	1	4
293	свою противоположность	1	4
294	значит что	4	4
295	и их	1	4
296	это была	1	4
297	заключает в	1	4
298	от того	1	4
299	место в	2	4
300	последних пределов	1	4
301	и только	1	4
302	к духовному	2	3
303	бога в	1	3
304	и мира	1	3
305	это значит	1	3
306	в виду	1	3
307	духа как	1	3
308	со злом	1	3
309	быть принята	1	3
310	свободу как	1	3
311	давно уже	1	3
312	и русский	1	3
313	мир и	2	3
314	на человека	1	3
315	то это	1	3
316	истину и	1	3
317	в этот	1	3
318	и когда	1	3
319	превращается в	1	3
320	значительной степени	1	3
321	конечно не	3	3
322	будет и	2	3
323	есть по	1	3
324	идей и	1	3
325	неизбежно должна	1	3
326	верить в	3	3
327	и еще	1	3
328	в состоянии	1	3
329	хотя и	2	3
330	каждого человека	2	3
331	последние пределы	1	3
332	прогресса и	1	3
333	но ведь	1	3
334	же как	2	3
335	лишь для	1	3
336	во всех	3	3
337	на смену	1	3
338	и быть	1	3
339	в наше	3	3
340	нет уже	1	3
341	есть бог	1	3
342	эти слова	1	3
343	он также	1	3
344	может уже	2	3
345	свобода человека	1	3
346	истории и	9	3
347	не значит	3	3
348	раньше чем	1	3
349	бога но	2	3
350	ближе к	1	3
351	жизни а	1	3
352	в судьбах	2	3
353	для себя	1	3
354	и должно	2	3
355	но также	1	3
356	это уже	1	3
357	что нет	1	3
358	нельзя уже	2	3
359	как не	8	3
360	приводит к	1	3
361	национального духа	1	3
362	ли он	1	3
363	в значительной	1	3
364	на гибель	2	3
365	земли и	1	3
366	роль в	2	3
367	не быть	1	3
368	принадлежит уже	1	3
369	тому как	3	3
370	он может	1	3
371	всяком случае	1	3
372	мира не	1	3
373	духовной глубине	1	3
374	жизни не	3	3
375	выходит за	1	3
376	обратиться к	1	3
377	всегда была	1	3
378	нет ни	1	3
379	до последних	1	3
380	от всех	1	3
381	а к	1	3
382	народная стихия	1	3
383	всегда есть	1	3
384	бытия и	1	3
385	себя а	1	3
386	долгое время	1	3
387	в духовной	2	3
388	духа все	1	3
389	людей в	1	3
390	возвращается к	2	3
391	ее он	1	3
392	мы должны	1	3
393	есть всегда	1	3
394	но она	2	3
395	не с	1	3
396	движения в	1	3
397	человеческого общества	1	3
398	не верит	1	3
399	человека это	1	3
400	но для	2	3
401	к подлинному	2	2
402	мир не	1	2
403	возможно лишь	1	2
404	вообще не	1	2
405	ней нужно	1	2
406	из всех	1	2
407	идея принудительного	1	2
408	не достигается	1	2
409	не столько	1	2
410	христовых и	1	2
411	по себе	1	2
412	их не	1	2
413	и возвращается	1	2
414	социализма в	1	2
415	перед богом	1	2
416	не менее	4	2
417	только для	1	2
418	явление нового	1	2
419	царства божьего	3	2
420	жизни к	4	2
421	к небытию	1	2
422	свободы человека	2	2
423	не могли	2	2
424	и мысли	1	2
425	своей природе	1	2
426	все свои	1	2
427	вот почему	2	2
428	невозможно уже	1	2
429	когда она	1	2
430	было такого	3	2
431	свободы от	2	2
432	есть переход	1	2
433	привела к	1	2
434	всего что	1	2
435	с другой	3	2
436	в прошлом	3	2
437	новый мир	1	2
438	жизни как	2	2
439	быть в	2	2
440	глубины и	2	2
441	направлена на	1	2
442	божественной жизни	2	2
443	культуры есть	1	2
444	во франции	1	2
445	не будут	2	2
446	обречен на	1	2
447	того же	1	2
448	и весь	2	2
449	которая должна	1	2
450	него как	1	2
451	по природе	1	2
452	возвращение к	3	2
453	такого рода	2	2
454	смысле в	1	2
455	это я	1	2
456	протяжении всей	1	2
457	было лишь	1	2
458	и социализмом	2	2
459	этот мир	2	2
460	что такое	3	2
461	есть еще	1	2
462	что революция	1	2
463	человек а	1	2
464	про себя	1	2
465	бога нет	1	2
466	цивилизации и	1	2
467	глубочайшем смысле	1	2
468	власти и	1	2
469	xix век	2	2
470	в смысле	2	2
471	всех народов	1	2
472	человек как	1	2
473	весь мир	1	2
474	не означает	3	2
475	творческое движение	1	2
476	природе своей	1	2
477	мира так	1	2
478	не были	1	2
479	человек от	1	2
480	совести и	1	2
481	потребность в	1	2
482	себя на	1	2
483	природу и	1	2
484	когда мы	2	2
485	но нет	1	2
486	в атмосферу	1	2
487	речи о	1	2
488	во время	1	2
489	наше время	4	2
490	лишь по	1	2
491	христианской культуры	1	2
492	нашей эпохи	3	2
493	на западе	1	2
494	большую роль	4	2
495	в сущности	1	2
496	истории в	5	2
497	имя человека	1	2
498	от этой	1	2
499	для сознания	1	2
500	человека во	2	2
501	подобно тому	3	2
502	так называемый	1	2
503	их в	1	2
504	них нельзя	1	2
505	свобода избрания	1	2
506	том смысле	1	2
507	мир который	1	2
508	христианской истины	1	2
509	в каком	1	2
510	социализм принимает	1	2
511	дальше и	1	2
512	лишь те	1	2
513	который и	1	2
514	не терпит	1	2
515	что мы	1	2
516	человеческих сил	1	2
517	этой теме	1	2
518	не имеют	2	2
519	в глубочайшем	1	2
520	бога то	2	2
521	можно лишь	1	2
522	быть не	1	2
523	но сам	1	2
524	теми которые	1	2
525	россии в	1	2
526	всемирной истории	2	2
527	не народ	1	2
528	а во	1	2
529	будет уже	2	2
530	она порождает	2	2
531	переход от	1	2
532	нем не	1	2
533	к социализму	1	2
534	разлагается и	3	2
535	сама истина	1	2
536	глубже чем	1	2
537	бы сказать	1	2
538	мужское начало	1	2
539	гуманистическое самоутверждение	3	2
540	только потому	1	2
541	силы но	1	2
542	обращена к	1	2
543	творчества не	1	2
544	еще люди	1	2
545	воля к	6	2
546	от мира	1	2
547	всего мира	1	2
548	ни к	2	2
549	духа есть	1	2
550	он и	1	2
551	с богом	1	2
552	с их	2	2
553	в свои	2	2
554	что ничего	1	2
555	такова судьба	1	2
556	к жизни	3	2
557	но я	2	2
558	глубину в	1	2
559	есть только	1	2
560	перед собой	1	2
561	подлинное бытие	1	2
562	ней нет	1	2
563	это было	3	2
564	был ли	1	2
565	за его	1	2
566	связаны с	2	2
567	к одному	1	2
568	еще до	2	2
569	и хочет	1	2
570	бытия как	1	2
571	и русской	1	2
572	он легко	1	2
573	не по	1	2
574	к тем	1	2
575	его было	1	2
576	народной стихии	1	2
577	на вершинах	2	2
578	этого не	1	2
579	окончательно в	1	2
580	культуры но	1	2
581	бы он	1	2
582	самом себе	1	2
583	все более	1	2
584	и социализм	2	2
585	в каком-то	1	2
586	почву и	1	2
587	к идее	1	2
588	мира с	1	2
589	он выходит	1	1
590	содержания жизни	1	1
591	был и	1	1
592	государство не	1	1
593	для всех	1	1
594	из сторон	1	1
595	истории для	1	1
596	национального самоутверждения	1	1
597	никакой силы	1	1
598	в религии	2	1
599	жизни во	1	1
600	что истина	1	1
601	человечества это	1	1
602	есть соединение	1	1
603	не желающим	1	1
604	или нет	1	1
605	средневековью как	1	1
606	шекспира и	1	1
607	и учителей	1	1
608	другой стороны	2	1
609	из ее	2	1
610	отпавшего от	1	1
611	всякое подлинное	1	1
612	а белый	1	1
613	принадлежащими к	1	1
614	это должно	1	1
615	быть признана	1	1
616	но все	1	1
617	и вечное	1	1
618	вот что	1	1
619	умственной жизни	1	1
620	жизни которыми	1	1
621	непосредственно реально	1	1
622	он переходит	1	1
623	французской революции	3	1
624	свободе но	1	1
625	религиозная жизнь	1	1
626	была своя	1	1
627	случае если	1	1
628	отрицательные и	1	1
629	ведь и	2	1
630	были еще	1	1
631	выход из	1	1
632	неспособность к	1	1
633	в природе	2	1
634	исключительно мужская	1	1
635	путь нового	1	1
636	люди новой	2	1
637	и истории	1	1
638	в это	1	1
639	хотело устроиться	1	1
640	обращение к	2	1
641	истины о	1	1
642	хаос но	1	1
643	наиболее всечеловеческий	1	1
644	антропологии и	1	1
645	перестает быть	4	1
646	и того	1	1
647	человека так	1	1
648	и материального	2	1
649	культуры этот	1	1
650	я ни	1	1
651	вступаем в	4	1
652	сам человек	1	1
653	что этот	1	1
654	предположении что	1	1
655	говорим что	1	1
656	одной стороны	2	1
657	верховенского и	1	1
658	но во	1	1
659	этой бездной	2	1
660	имея в	1	1
661	которых не	2	1
662	в мировую	1	1
663	и трудно	1	1
664	антихристов дух	1	1
665	и оттуда	1	1
666	средних веков	1	1
667	это представляется	2	1
668	говорить о	1	1
669	всего как	1	1
670	существу своему	1	1
671	со св	1	1
672	народа должно	1	1
673	россию но	1	1
674	стихии которая	1	1
675	как существо	1	1
676	замкнутости и	1	1
677	быть признан	1	1
678	еще новый	1	1
679	к ним	3	1
680	как на	1	1
681	установить что	1	1
682	огромное значение	1	1
683	быть понята	1	1
684	наряду с	3	1
685	всякого духовного	1	1
686	с большим	1	1
687	бесконечность не	1	1
688	одна десятая	1	1
689	во времена	1	1
690	истину он	1	1
691	в зависимости	1	1
692	мыслителей и	1	1
693	выходит к	1	1
694	распадается на	1	1
695	себя отрицает	1	1
696	к ее	3	1
697	тут мы	1	1
698	и искать	1	1
699	жизни с	1	1
700	почвы и	1	1
701	начала которые	1	1
702	востока и	1	1
703	бытия а	1	1
704	и греческой	1	1
705	в религиозном	2	1
706	христа но	1	1
707	века как	1	1
708	как океан	1	1
709	привело к	1	1
710	нашего времени	2	1
711	верим в	1	1
712	церковь превращается	1	1
713	как другие	1	1
714	своей первооснове	1	1
715	женской природы	1	1
716	жить в	1	1
717	принудить к	1	1
718	что новое	1	1
719	не останется	1	1
720	с одной	2	1
721	религиозного сознания	1	1
722	мира то	1	1
723	раскрывается лишь	1	1
724	и запада	1	1
725	не знающее	1	1
726	сильнее и	2	1
727	в недрах	1	1
728	культуры на	1	1
729	космоса но	1	1
730	в совершенную	1	1
731	от истины	1	1
732	общества в	1	1
733	они будут	1	1
734	запада и	1	1
735	не больше	1	1
736	духовной культуры	1	1
737	судьба и	1	1
738	в будущем	2	1
739	культуру и	1	1
740	изжит и	1	1
741	дух дышит	1	1
742	или не	1	1
743	формальное право	1	1
744	века не	1	1
745	дышит где	1	1
746	и тьмой	1	1
747	лишь знаки	1	1
748	на себя	1	1
749	быть только	1	1
750	государства и	4	1
751	вступили в	1	1
752	возможны только	1	1
753	или иная	1	1
754	так много	1	1
755	личности с	1	1
756	отличие от	1	1
757	лишь на	1	1
758	свои права	2	1
759	нужно окончательно	1	1
760	от веры	1	1
761	уже давно	1	1
762	изнутри она	1	1
763	находится во	1	1
764	должно было	2	1
765	в другие	1	1
766	личность в	2	1
767	христианство и	1	1
768	есть своя	1	1
769	теперь и	1	1
770	в существе	1	1
771	изнутри а	1	1
772	до которых	1	1
773	средневековья и	2	1
774	бог не	1	1
775	жизнь не	1	1
776	всех своих	1	1
777	отпадения от	1	1
778	бога или	1	1
779	исторической эпохи	3	1
780	сами не	1	1
781	не человек	2	1
782	к лицу	3	1
783	революции революция	1	1
784	был уже	1	1
785	ли это	2	1
786	мы уже	1	1
787	значение и	1	1
788	в высшем	1	1
789	крестьяне и	1	1
790	мы опять	1	1
791	характерны для	1	1
792	где хочет	1	1
793	на нем	1	1
794	возможен лишь	1	1
795	как конец	1	1
796	общество не	1	1
797	не могла	2	1
798	исключительного национального	1	1
799	перед лицом	1	1
800	в нее	1	1
801	в новое	3	1
802	другая сторона	1	1
803	франции и	1	1
804	и революции	2	1
805	возможно что	1	1
806	на классы	1	1
807	и небытию	1	1
808	к языческому	1	1
809	есть вместе	1	1
810	них не	1	1
811	эпохи в	1	1
812	процессы в	1	1
813	в космосе	1	1
814	проходит через	1	1
815	равенства в	1	1
816	в силу	1	1
817	путь на	1	1
818	и атеистический	1	1
819	сама идея	1	1
820	платоновском смысле	1	1
821	подозрительностью и	1	1
822	своей замечательной	1	1
823	не свободен	1	1
824	античного мира	4	1
825	с ее	5	1
826	себя человек	1	1
827	к более	2	1
828	жизни для	1	1
829	своего рода	1	1
830	и рабочие	1	1
831	это одна	1	1
832	я уже	2	1
833	не верят	1	1
834	творческое явление	1	1
835	царство божье	1	1
836	более глубоком	1	1
837	также что	1	1
838	народ чем	1	1
839	столь чуждую	1	1
840	от духовного	1	1
841	в час	4	1
842	кризис и	1	1
843	с миром	1	1
844	принятии истины	1	1
845	под знак	1	1
846	к средневековью	3	1
847	и из	1	1
848	те духовные	1	1
849	академическая философия	1	1
850	духа свобода	1	1
851	человек выходит	1	1
852	идут на	1	1
853	не на	1	1
854	слишком далеко	1	1
855	она становится	1	1
856	менее чем	1	1
857	творчества и	1	1
858	о природе	1	1
859	особого рода	1	1
860	конце новой	1	1
861	есть проблема	1	1
862	общество и	1	1
863	несоизмеримо более	1	1
864	мы говорим	2	1
865	от бога	6	1
866	новая история	6	1
867	споры о	2	1
868	жизни его	1	1
869	жизнь церкви	3	1
870	лишь к	1	1
871	тему и	1	1
872	переживает кризис	2	1
873	можно назвать	2	1
874	приблизиться к	1	1
875	мыслей и	1	1
876	который я	1	1
877	который не	1	1
878	и красота	1	1
879	для настоящего	1	1
880	была лишь	1	1
881	зависимости от	1	1
882	знает что	1	1
883	на их	1	1
884	себе всякое	1	1
885	ничего нет	1	1
886	что вообще	1	1
887	к созданию	2	1
888	лишь символы	3	1
889	огромную роль	1	1
890	но оно	1	1
891	все они	2	1
892	попал в	1	1
893	к старому	4	1
894	истории не	3	1
895	он требует	1	1
896	должна перейти	1	1
897	замечательно что	1	1
898	чуткие люди	1	1
899	и заключается	2	1
900	и поставил	1	1
901	не хочу	1	1
902	в покое	1	1
903	не должно	1	1
904	путь которым	1	1
905	в платоновском	1	1
906	но под	1	1
907	революция духа	1	1
908	образа человека	1	1
909	в новой	7	1
910	личность от	1	1
911	онтологическом смысле	2	1
912	в вечной	1	1
913	вкус к	2	1
914	народов и	1	1
915	и вся	1	1
916	с большей	1	1
917	них совершается	1	1
918	значение для	1	1
919	и нового	1	1
920	идеи которые	1	1
921	в которую	1	1
922	вступает в	1	1
923	одна сторона	1	1
924	и ему	1	1
925	защитником свободы	1	1
926	возврата в	1	1
927	весь смысл	1	1
928	он есть	1	1
929	в обществе	2	1
930	как например	1	1
931	интеллигенция же	1	1
932	в какие	1	1
933	и начал	1	1
934	в отличие	1	1
935	не понимали	1	1
936	что совершается	1	1
937	только одна	1	1
938	это тем	1	1
939	жизни народа	1	1
940	она неизбежно	1	1
941	страшные удары	1	1
942	теократии не	1	1
943	человечества и	1	1
944	даже это	1	1
945	к новой	1	1
946	грядущей революции	1	1
947	в мировой	2	1
948	будет в	1	1
949	верят в	1	1
950	движения и	1	1
951	мы выходим	1	1
952	он принадлежал	1	1
953	в период	1	1
954	формы и	2	1
955	движение к	1	1
956	то они	1	1
957	видел не	1	1
958	значение в	1	1
959	де местр	1	1
960	сам себя	1	1
961	как формальное	1	1
962	для нового	2	1
963	пришли к	1	1
964	к грядущей	2	1
965	не во	4	1
966	ее на	1	1
967	эпоху когда	2	1
968	существе своем	1	1
969	мира но	1	1
970	на началах	1	1
971	религия в	1	1
972	а это	1	1
973	уже от	1	1
974	тогда был	1	1
975	не церковь	1	1
976	истории с	1	1
977	лицом к	3	1
978	другой же	1	1
979	старого мира	3	1
980	сама жизнь	2	1
981	исторического пути	1	1
982	слова а	1	1
983	беспредельной свободы	1	1
984	духовного и	2	1
985	религия христа	2	1
986	а на	1	1
987	он конечно	1	1
988	века и	2	1
989	природа социализма	1	1
990	а также	1	1
991	возврат к	6	1
992	на нее	1	1
993	в принятии	1	1
994	по существу	2	1
995	он видел	1	1
996	всей нашей	1	1
997	проблема о	1	1
998	ней даны	1	1
999	чтобы быть	1	1
1000	и обнаруживается	1	1
1001	мира эти	1	1
1002	в познании	1	1
1003	нас к	1	1
1004	помнить что	2	1
1005	подлинному бытию	1	1
1006	волю к	3	1
1007	катастрофы мировой	1	1
1008	не та	1	1
1009	перестать быть	1	1
1010	стремление к	2	1
1011	и религии	1	1
1012	должно стать	2	1
1013	нельзя мыслить	1	1
1014	в новом	2	1
1015	и оно	1	1
1016	символизма культуры	1	1
1017	духовная сила	1	1
1018	осталось ни	1	1
1019	гуманистической морали	1	1
1020	нелюбовь к	1	1
1021	мысли в	2	1
1022	во тьму	1	1
1023	есть возврат	1	1
1024	войны и	2	1
1025	христианского человечества	2	1
1026	права и	2	1
1027	но те	1	1
1028	народа лишь	1	1
1029	может иметь	1	1
1030	том случае	1	1
1031	это мало	1	1
1032	на них	1	1
1033	стремиться к	2	1
1034	как ни	1	1
1035	идеями и	1	1
1036	в рабстве	1	1
1037	борьбы за	1	1
1038	это связано	2	1
1039	она должна	1	1
1040	будущее и	1	1
1041	культуре и	1	1
1042	мировой войны	4	1
1043	повсюду раскрывается	1	1
1044	вели к	1	1
1045	желающим знать	1	1
1046	и нечеловеческой	1	1
1047	не интересуется	1	1
1048	целиком принадлежит	1	1
1049	ее жизни	1	1
1050	самой жизни	2	1
1051	хочет перейти	1	1
1052	ли это?	1	1
1053	ночной стихии	3	1
1054	она оказалась	1	1
1055	духовного мира	2	1
1056	что образ	1	1
1057	к власти	3	1
1058	своей основе	1	1
1059	в xix	1	1
1060	общественности и	1	1
1061	и всех	1	1
1062	для вечности	1	1
1063	на это	1	1
1064	он часто	1	1
1065	черты и	1	1
1066	люди не	2	1
1067	духом человек	1	1
1068	и гибель	1	1
1069	нужно помнить	1	1
1070	оно должно	1	1
1071	не осталось	1	1
1072	та или	1	1
1073	и истребление	1	1
1074	сказать ни	1	1
1075	нужно признать	1	1
1076	эту мысль	1	1
1077	слова в	1	1
1078	мы вступаем	2	1
1079	понята как	1	1
1080	но дух	1	1
1081	учителей церкви	2	1
1082	движения духа	1	1
1083	как часто	1	1
1084	эпохе по	1	1
1085	человеческого но	1	1
1086	в области	1	1
1087	нуждается в	1	1
1088	все другие	1	1
1089	в эти	1	1
1090	что вся	1	1
1091	к старой	1	1
1092	человекобожества в	1	1
1093	бытия в	2	1
1094	становится в	1	1
1095	эпохи и	4	1
1096	конец гуманизма	1	1
1097	истории на	1	1
1098	производить впечатление	1	1
1099	совершается в	1	1
