N	3gram	Tiupa_Narr	Komedia
160	ни о чем	2	1
161	не сводится к	7	1
162	бросается в глаза	1	1
163	вместо того чтобы	1	1
164	большей или меньшей	1	1
165	по аналогии с	1	1
166	само по себе	1	1
167	по содержанию в	1	1
168	каждого из этих	1	1
169	в полной мере	1	1
170	а тем более	1	1
171	и тем самым	6	1
172	как будто он	2	1
173	в данном случае	12	1
174	в своем роде	1	1
175	мы узнаем что	1	1
176	и всякий другой	1	1
177	тем же именем	1	1
178	той мере в	1	1
179	мы уже знаем	1	1
180	то хотя бы	1	1
181	об этом не	1	1
182	и того же	2	1
183	в рамках этой	1	1
184	но в этом	1	1
185	об этом свидетельствует	1	1
186	его дочь и	1	1
187	в стороне от	1	1
188	по своему усмотрению	1	1
189	и совершенно не	1	1
190	имея в виду	1	1
191	сих пор еще	1	1
192	в значительной степени	1	1
193	из поля зрения	1	1
194	не мог бы	1	1
195	или хотя бы	1	1
196	а не в	1	1
197	и не может	3	1
198	мы имеем дело	4	1
199	и не думал	1	1
200	той или иной	6	1
201	не в его	1	1
202	к нему в	1	1
203	мы еще вернемся	1	1
204	и особенно в	1	1
205	к ней в	2	1
206	более чем за	1	1
207	детьми и родителями	1	1
208	том что ни	1	1
209	на второй план	1	1
210	по крайней мере	1	1
211	только что видел	1	1
212	что у нее	3	1
213	в его присутствии	1	1
214	он не владеет	1	1
215	средствами но и	1	1
216	еще при жизни	1	1
217	самом деле не	1	1
218	как бы в	2	1
219	как один из	1	1
220	действующих лиц сюжетной	1	1
221	он не может	1	1
222	жизни но и	1	1
223	нет никаких оснований	1	1
224	он говорит о	1	1
225	связи с этим	1	1
226	той же мере	1	1
227	об этом и	2	1
228	за сто лет	1	1
229	на этот вопрос	1	1
230	и не должен	1	1
231	он не наделен	1	1
232	во времени и	6	1
233	и для нас	1	1
234	и здесь мы	1	1
235	говорит о своей	1	1
236	в противном случае	1	1
237	хотя как известно	1	1
238	в чем он	1	1
239	вот я теперь	1	1
240	и еще более	1	1
241	в нем своего	1	1
242	он только что	1	1
243	и та же	1	1
244	мы узнаем о	1	1
245	в отрыве от	1	1
246	и все его	1	1
247	в центре внимания	2	1
248	зрения одного из	1	1
249	как раз в	3	1
250	тому что он	2	1
251	же как и	1	1
252	но это вовсе	1	1
253	и когда все	1	1
254	одна и та	1	1
255	том случае если	1	1
256	что иное как	1	1
257	из многочисленных примеров	1	1
258	женщин и детей	1	1
259	в том виде	1	1
260	и не только	1	1
261	в году не	1	1
262	он и стал	1	1
263	к себе и	2	1
264	мы не можем	1	1
265	как в случае	1	1
266	теперь же ему	1	1
267	если бы не	1	1
