N	3gram	Bakhtin_sl	Marksizm
376	в какой мере	1	1
377	новый свет на	1	1
378	о языке и	1	1
379	он не только	1	1
380	там где они	3	1
381	именно там где	1	1
382	разобранные нами в	1	1
383	громадное значение в	1	1
384	не с точки	1	1
385	в чужих устах	1	1
386	а не как	2	1
387	на фоне других	1	1
388	различия между этими	1	1
389	с одним из	1	1
390	лишь на то	1	1
391	оценок и акцентов	3	1
392	высказывания и потому	1	1
393	пределах одной языковой	1	1
394	слово во всех	1	1
395	необходимые условия для	1	1
396	же время он	1	1
397	этой точки зрения	1	1
398	форм передачи чужого	1	1
399	и композиционно не	1	1
400	каждый из этих	1	1
401	в целом ряде	1	1
402	это сознание не	1	1
403	прямая речь косвенная	1	1
404	в духе данного	1	1
405	и не было	1	1
406	на своем языке	2	1
407	конечно не в	1	1
408	чтобы проникнуть в	1	1
409	элементов языка и	1	1
410	фонетических морфологических и	1	1
411	и иных форм	1	1
412	в то время	2	1
413	для индивидуального сознания	1	1
414	философия слова и	2	1
415	же время это	1	1
416	в большей или	3	1
417	или во всяком	2	1
418	ощущения в нем	1	1
419	своего исторического существования	1	1
420	и с точки	1	1
421	и как слово	1	1
422	в процессе творчества	1	1
423	фон на котором	1	1
424	понимание таким образом	1	1
425	так оно может	1	1
426	чужих высказываний и	1	1
427	система языковых норм	1	1
428	чужого слова как	1	1
429	чужого слова в	5	1
430	на то или	1	1
431	в плане общего	2	1
432	передачи чужого слова	7	1
433	идеологического творчества поэтому	1	1
434	с той или	1	1
435	его жизни и	1	1
436	дело в том	1	1
437	и стилистики в	1	1
438	здесь перед нами	1	1
439	оно ничего не	1	1
440	литературных научных и	1	1
441	в лучшем случае	3	1
442	всех этих случаях	1	1
443	и все его	1	1
444	языка не может	2	1
445	лишь при определенных	1	1
446	полемизирует с ними	1	1
447	рассеянной чужой речи	1	1
448	как мы видим	1	1
449	другой стороны эти	1	1
450	взяты в кавычки	1	1
451	отношению к себе	1	1
452	слушателя если бы	1	1
453	словом и его	1	1
454	во всех этих	2	1
455	как бы ни	2	1
456	и все остальные	1	1
457	и языкового сознания	1	1
458	всего может быть	1	1
459	формы передачи чужого	1	1
460	то есть его	1	1
461	нем новые стороны	2	1
462	его так сказать	2	1
463	бы они ни	1	1
464	еще далеко не	1	1
465	расширения и углубления	1	1
466	не значит конечно	2	1
467	языка и языкового	1	1
468	и слов и	1	1
469	здесь одно и	1	1
470	могут быть сведены	1	1
471	они ни были	1	1
472	но во всяком	1	1
473	и стиль высказывания	1	1
474	одной стороны оно	1	1
475	данного языка в	1	1
476	у него нет	2	1
477	тем или иным	1	1
478	принципиальных вопросов философии	1	1
479	между тем именно	1	1
480	между автором и	2	1
481	зрения не может	1	1
482	и особенно на	1	1
483	выходит за пределы	3	1
484	иначе обстоит дело	1	1
485	в сущности только	1	1
486	в новое время	2	1
487	в романе не	2	1
488	он не создаст	1	1
489	и в сущности	4	1
490	по преимуществу в	1	1
491	а вовсе не	4	1
492	в каком направлении	1	1
493	языка но и	1	1
494	у тургенева и	1	1
495	не выходит за	3	1
496	при этом из	1	1
497	и в нем	1	1
498	мы понимаем не	1	1
499	мы уже говорили	1	1
500	прямо сказать что	2	1
501	бы оно ни	1	1
502	в прямой форме	1	1
503	или в другом	1	1
504	язык с этой	1	1
505	до конца и	3	1
506	и потому как	1	1
507	между языком и	1	1
508	так сказать самолично	1	1
509	и в идеологическом	1	1
510	в процессе своего	1	1
511	и связанные с	2	1
512	оно так сказать	1	1
513	связанных с ними	1	1
514	таким образом с	1	1
515	здесь входить в	1	1
516	в сущности всегда	1	1
517	мы не можем	1	1
518	неизбежно приводит к	1	1
519	в другом случае	3	1
520	мы уже сказали	3	1
521	предвосхищает его и	1	1
