N	2gram	Tiupa_Teor	Analitik
104	тому же	1	13
105	в случае	2	13
106	он не	5	13
107	о блудном	1	13
108	этого слова	4	13
109	как раз	3	13
110	для него	5	13
111	а также	7	13
112	произведение искусства	12	13
113	на уровне	2	13
114	и к	3	12
115	и сам	4	12
116	никогда не	4	12
117	внутренней речи	13	12
118	как это	10	12
119	в первой	6	12
120	сводится к	12	12
121	блудном сыне	1	12
122	как в	5	12
123	еще не	6	12
124	в эпизоде	3	12
125	произведения как	1	12
126	в конечном	6	12
127	есть не	1	12
128	в той	2	11
129	художественная реальность	2	11
130	даже в	3	11
131	конечном счете	6	11
132	имеем дело	2	11
133	по своей	8	11
134	художественного смысла	1	11
135	в свою	4	11
136	сочетании с	2	11
137	той же	1	11
138	в сочетании	2	11
139	это не	4	11
140	можно сказать	5	11
141	и как	3	11
142	во второй	7	11
143	не с	3	11
144	не следует	4	11
145	нуждается в	1	11
146	именно в	3	10
147	все же	1	10
148	едва ли	1	10
149	с одной	3	10
150	в произведении	3	10
151	в конце	2	10
152	было бы	1	10
153	однако в	7	10
154	в миропорядке	8	10
155	подобно тому	3	10
156	текста и	1	10
157	и одновременно	5	10
158	отношения к	4	10
159	перед лицом	2	10
160	совпадает с	4	10
161	здесь не	2	10
162	со своей	4	10
163	особенно в	1	10
164	того или	6	10
165	один из	2	10
166	на себя	2	10
167	говорить о	4	9
168	говорит о	1	9
169	не столько	7	9
170	в результате	1	9
171	другой стороны	6	9
172	художественное целое	2	9
173	на фоне	2	9
174	художественного восприятия	4	9
175	и того	4	9
176	повести белкина	1	9
177	одной стороны	3	9
178	свою очередь	3	9
179	в своем	7	9
180	по поводу	1	9
181	крайней мере	1	9
182	таким образом	3	9
183	во всех	3	9
184	в русской	6	9
185	за пределы	2	9
186	или иного	6	9
187	только не	3	9
188	имеет место	3	9
189	уединенного сознания	4	9
190	особого рода	7	9
191	значении этого	4	9
192	вместе с	2	9
193	по крайней	1	9
194	автора и	2	9
195	вступает в	2	9
196	присутствия в	8	9
197	тому как	3	9
198	того что	5	9
199	субъектной организации	9	9
200	как уже	2	9
201	что касается	1	9
202	личности в	4	9
203	организации текста	1	9
204	дело с	1	8
205	о чем	3	8
206	роль в	3	8
207	воспринимающего сознания	5	8
208	не всегда	2	8
209	между двумя	3	8
210	я с	5	8
211	одной из	2	8
212	в контексте	3	8
213	художественности в	5	8
214	внутреннего я	6	8
215	уже говорилось	2	8
216	коммуникативное событие	2	8
217	эстетический объект	4	8
218	в сторону	3	8
219	о его	2	8
220	с ним	1	8
221	если бы	3	8
222	лирического героя	4	8
223	что он	4	8
224	перед нами	3	8
225	не является	5	8
226	в основе	6	8
227	с точки	3	8
228	хотя и	4	8
229	человеческого я	3	8
230	времени и	2	8
231	дело не	2	8
232	он и	2	8
233	одного из	1	8
234	в ходе	5	8
235	в финале	3	7
236	в году	2	7
237	текста но	2	7
238	в противоположность	3	7
239	в другом	4	7
240	времени в	2	7
241	в одном	3	7
242	как мы	1	7
243	в нашем	4	7
244	кадров внутреннего	7	7
245	который в	2	7
246	одна из	1	7
247	от себя	3	7
248	по преимуществу	5	7
249	несмотря на	2	7
250	в ее	6	7
251	у него	2	7
252	в таком	3	7
253	жизненной позиции	1	7
254	как говорит	3	7
255	модус художественности	6	7
256	героя и	6	7
257	картины мира	3	7
258	личности и	4	7
259	и тем	5	7
260	организации художественного	6	7
261	в свое	1	7
262	белкина как	1	7
263	и является	2	7
264	приводит к	6	7
265	свое время	1	7
266	собственно говоря	2	7
267	художественной целостности	3	7
268	в соответствии	3	7
269	и для	3	7
270	жизни но	2	7
271	в литературе	4	7
272	все это	2	7
273	таком случае	2	7
274	на его	1	7
275	субъекта и	4	7
276	или иначе	6	7
277	во времени	4	7
278	художественного мира	4	7
279	и т.д	4	7
280	художественного произведения	5	7
281	себя и	2	7
282	место в	7	7
283	что иное	1	7
284	являет собой	3	7
285	как будто	2	7
286	иное как	1	7
287	для всех	2	6
288	русской литературе	2	6
289	с самим	1	6
290	те же	1	6
291	так или	5	6
292	а напротив	2	6
293	эстетической деятельности	2	6
294	или в	3	6
295	художественное произведение	3	6
296	казалось бы	2	6
297	при всей	2	6
298	одного и	4	6
299	восходит к	2	6
300	превращается в	2	6
301	не что	1	6
302	данного художественного	1	6
303	вовсе не	3	6
304	из них	1	6
305	ключ к	2	6
306	то в	2	6
307	своей эстетической	3	6
308	тем не	3	6
309	не знает	4	6
310	что не	1	6
311	однако при	3	6
312	о себе	2	6
313	текста а	1	6
314	не будет	3	6
315	могла бы	2	6
316	его как	1	6
317	в силу	4	6
318	как система	2	6
319	в нем	7	6
320	если в	2	6
321	на этом	2	6
322	из которых	2	6
323	из того	1	6
324	не более	1	6
325	самим собой	4	6
326	от своего	2	6
327	вследствие этого	2	6
328	роли в	5	6
329	и более	1	6
330	и состоит	2	6
331	из этих	3	6
332	соответствии с	2	6
333	в сознании	1	6
334	более чем	1	6
335	включая и	1	6
336	модуса художественности	6	6
337	и то	3	6
338	художественного высказывания	3	6
339	присутствия я	7	6
340	читателя в	4	6
341	в равной	3	6
342	есть в	3	6
343	ли не	1	6
344	по его	1	6
345	должен быть	2	6
346	его в	4	6
347	тем более	2	6
348	мере в	1	6
349	креативная компетенция	4	6
350	полной мере	1	6
351	в полной	1	6
352	этого текста	2	6
353	объекта и	3	6
354	же в	1	6
355	и читателя	1	6
356	очевидным образом	1	6
357	все что	1	5
358	жизненных позиций	1	5
359	которая в	2	5
360	эстетическим объектом	1	5
361	не так	1	5
362	без исключения	4	5
363	к числу	2	5
364	по выражению	1	5
365	не как	1	5
366	а затем	2	5
367	в состав	6	5
368	в этих	4	5
369	в них	2	5
370	на смену	7	5
371	данного текста	3	5
372	по пути	4	5
373	в первом	2	5
374	может выступать	3	5
375	мысль о	1	5
376	тем что	1	5
377	ведет к	2	5
378	или ином	1	5
379	речь идет	2	5
380	а а	5	5
381	исходя из	1	5
382	в котором	1	5
383	входит в	4	5
384	для того	5	5
385	для себя	3	5
386	в слове	4	5
387	встречи с	1	5
388	может служить	2	5
389	в позицию	1	5
390	в организации	3	5
391	художественных значимостей	1	5
392	с другими	6	5
393	иного рода	3	5
394	к жизни	2	5
395	ударение на	1	5
396	ни в	5	5
397	внутреннее я	2	5
398	я не	2	5
399	и до	1	5
400	того и	1	5
401	я есть	5	5
402	лирическая героиня	5	5
403	а всего	3	5
404	но как	2	5
405	а с	3	5
406	так что	1	5
407	главного героя	1	5
408	личность в	1	5
409	в притче	3	5
410	бы быть	1	5
411	и по	3	5
412	и потому	3	5
413	с ее	4	5
414	в культуре	3	5
415	ментального внутреннего	2	5
416	в особенности	1	5
417	во втором	3	5
418	и здесь	2	5
419	том или	1	5
420	говорит и	3	5
421	не могут	2	5
422	самом деле	2	5
423	в романе	3	5
424	и адресата	3	5
425	и соответственно	2	5
426	к его	3	5
427	жизни в	2	5
428	да и	1	5
429	в итоге	3	5
430	еще и	2	5
431	совершенно не	1	5
432	со смертью	1	5
433	в роли	3	5
434	эстетический дискурс	1	5
435	на примере	1	5
436	художественную реальность	2	5
437	каждый из	1	5
438	он в	1	5
439	а и	5	5
440	произведении искусства	2	5
441	за пределами	5	5
442	в аспекте	2	5
443	текста как	4	5
444	тот же	1	5
445	в художественном	5	5
446	данного коммуникативного	1	5
447	этом случае	1	5
448	принадлежит к	3	5
449	на вопрос	2	5
450	с той	1	5
451	картина мира	6	5
452	в новелле	1	5
453	в широком	1	5
454	с их	2	5
455	это всегда	1	5
456	самим собою	2	5
457	художественном тексте	1	5
458	все эти	3	5
459	одно из	1	5
460	внешнего мира	2	5
461	путь к	1	5
462	человека к	3	5
463	знакового материала	4	5
464	внутренний хронотоп	2	5
465	в поле	1	5
466	одну из	2	5
467	в искусстве	9	5
468	и их	1	5
469	коммуникативной стратегии	2	5
470	нового времени	3	5
471	высказывания в	5	5
472	художественный текст	4	5
473	данного произведения	1	5
474	и особенно	2	5
475	таким же	1	5
476	мира в	3	5
477	с иными	2	4
478	однако и	1	4
479	строго говоря	2	4
480	говоря словами	4	4
481	о своем	2	4
482	в своих	1	4
483	сверхличной заданности	2	4
484	по мысли	3	4
485	другого я	2	4
486	к самому	1	4
487	в собственном	1	4
488	что по	1	4
489	отличается от	2	4
490	так в	4	4
491	второй строфе	4	4
492	с этим	1	4
493	обращает на	1	4
494	нам не	1	4
495	состоит не	1	4
496	во внешнем	2	4
497	при наличии	2	4
498	граница личности	3	4
499	и рецептивной	1	4
500	в действительности	1	4
501	в любом	1	4
502	и ритмически	1	4
503	нашем случае	2	4
504	только на	2	4
505	для данного	1	4
506	значительной степени	2	4
507	о литературе	3	4
508	композиционная форма	2	4
509	не становится	1	4
510	из виду	2	4
511	самом начале	2	4
512	сказать что	4	4
513	жизни как	5	4
514	известной степени	3	4
515	составляет своего	1	4
516	еще одна	1	4
517	что она	2	4
518	не все	3	4
519	к нему	2	4
520	лишь однажды	1	4
521	как эстетической	4	4
522	разного рода	1	4
523	ни было	2	4
524	в ситуации	1	4
525	я во	2	4
526	сколько бы	1	4
527	все прочие	3	4
528	не было	1	4
529	в которой	3	4
530	одним из	3	4
531	между ними	6	4
532	в двух	1	4
533	в чем	2	4
534	каждом из	1	4
535	на себе	1	4
536	встрече с	1	4
537	бы в	1	4
538	в каждом	1	4
539	могли бы	2	4
540	первой строфе	4	4
541	не сводится	9	4
542	то ни	2	4
543	себя внимание	1	4
544	это по	1	4
545	и что	4	4
546	этом смысле	3	4
547	равной степени	3	4
548	одного сознания	3	4
549	известном смысле	2	4
550	и рецептивная	2	4
551	силу своей	4	4
552	и от	1	4
553	коммуникативным событием	2	4
554	и есть	1	4
555	чем и	2	4
556	герой не	3	4
557	искусства в	5	4
558	в составе	1	4
559	однако с	2	4
560	кто говорит	5	4
561	не позволяет	1	4
562	системе ценностей	3	4
563	ясно говорит	2	4
564	внутреннему слуху	1	4
565	была бы	3	4
566	своем составе	3	4
567	представляют собой	1	4
568	различного рода	1	4
569	в отношении	4	4
570	смысла в	1	4
571	как писал	1	4
572	оказывается в	3	4
573	однако что	1	4
574	а именно	3	4
575	жизненная позиция	1	4
576	с ними	2	4
577	бы не	1	4
578	в известном	2	4
579	ролевой границей	2	4
580	говоря и	2	4
581	это и	2	4
582	текста даже	1	4
583	участников коммуникативного	1	4
584	потому что	3	4
585	того чтобы	5	4
586	не должно	1	4
587	в стихотворении	4	4
588	или иных	3	4
589	литературных произведений	5	4
590	вслед за	3	4
591	в диалоге	2	4
592	и а	4	4
593	на две	3	4
594	до известной	2	4
595	здесь и	1	4
596	к предмету	1	4
597	качестве системы	1	4
598	о о	4	4
599	истории литературы	2	4
600	как к	5	4
601	все они	1	4
602	свидетельствует о	1	4
603	как у	1	4
604	аналогичным образом	4	4
605	ее в	2	4
606	своей судьбы	1	4
607	из своих	1	4
608	на которой	1	4
609	ко второму	1	4
610	в присутствии	2	4
611	персонажа в	1	4
612	иной эстетической	1	4
613	указывает на	1	4
614	сама по	2	4
615	не предполагает	5	4
616	или даже	4	4
617	эстетического субъекта	2	4
618	по своему	4	4
619	событийных границ	2	4
620	первой части	2	4
621	об этом	2	4
622	и другого	1	4
623	жизнь и	1	4
624	тех или	3	4
625	высказывания и	2	4
626	произведения искусства	4	4
627	по рассуждению	1	4
628	в акте	3	4
629	на всех	1	4
630	в значительной	2	4
631	свою жизнь	2	4
632	наконец в	1	4
633	эстетическое переживание	2	4
634	на основе	2	4
635	и ее	4	4
636	основе своей	2	4
637	отношение к	7	4
638	и о	5	4
639	модусы художественности	2	4
640	внутритекстовых дискурсов	3	4
641	лирический герой	3	4
642	в области	7	4
643	сознания в	2	4
644	или точнее	1	4
645	дело здесь	1	4
646	текста на	1	4
647	или напротив	2	4
648	более того	1	4
649	от него	1	3
650	и составляет	3	3
651	в центре	1	3
652	случае в	1	3
653	человеческой жизни	3	3
654	от ролевых	1	3
655	с героем	1	3
656	быть признано	1	3
657	рассказ о	2	3
658	с этой	3	3
659	эстетической природы	2	3
660	его за	1	3
661	оказывается не	1	3
662	случае не	2	3
663	тем как	1	3
664	какой бы	1	3
665	литературным произведением	1	3
666	одному из	1	3
667	в виду	5	3
668	быть может	1	3
669	всякое высказывание	1	3
670	я героя	3	3
671	на свою	2	3
672	в жизни	3	3
673	с тем	1	3
674	в лирике	3	3
675	авторская позиция	1	3
676	в момент	3	3
677	в лирическом	2	3
678	мира вокруг	1	3
679	тем в	2	3
680	в такой	1	3
681	с позиций	4	3
682	в центр	1	3
683	при условии	2	3
684	одного текста	2	3
685	персонажей то	1	3
686	вопрос о	1	3
687	милой гостьи	3	3
688	раз и	1	3
689	писал он	1	3
690	соответствии со	1	3
691	другого в	1	3
692	таков что	1	3
693	лирического сюжета	3	3
694	средней длине	1	3
695	ничто не	1	3
696	пушкина что	2	3
697	это было	2	3
698	не мне	1	3
699	форма авторства	2	3
700	втором случае	1	3
701	у и	2	3
702	и те	1	3
703	от своей	1	3
704	всех без	3	3
705	именно такого	1	3
706	в мировом	1	3
707	что все	1	3
708	в зависимости	1	3
709	приобщения к	1	3
710	ролевой границы	2	3
711	в противном	2	3
712	и внешней	3	3
713	классического реализма	3	3
714	на котором	2	3
715	писал в	1	3
716	к внутреннему	2	3
717	повесть о	2	3
718	бы то	2	3
719	контексте целого	1	3
720	на почве	5	3
721	художественного письма	7	3
722	жанровой традиции	2	3
723	при анализе	1	3
724	имеют место	1	3
725	субъекта объекта	1	3
726	миропорядка и	3	3
727	личностного я	1	3
728	стороны адресата	2	3
729	первом случае	1	3
730	должно быть	1	3
731	в единое	3	3
732	личного самоопределения	2	3
733	в состоянии	1	3
734	от первого	1	3
735	я как	2	3
736	это хронотоп	2	3
737	которого он	1	3
738	связи с	3	3
739	всякий раз	2	3
740	не говорит	1	3
741	о полку	2	3
742	ритмическую доминанту	1	3
743	место лишь	1	3
744	от автора	1	3
745	во внутренней	2	3
746	сказания или	3	3
747	словами гегеля	2	3
748	в связи	3	3
749	роль принадлежит	2	3
750	человек в	1	3
751	выступать в	1	3
752	в ряду	1	3
753	лирической ситуации	3	3
754	между собой	3	3
755	служит для	1	3
756	лирическое я	2	3
757	частной жизни	2	3
758	а для	2	3
759	в ритмическом	2	3
760	только во	1	3
761	войне и	2	3
762	остается в	1	3
763	здесь как	1	3
764	слогов между	1	3
765	чистом виде	1	3
766	человеческого бытия	2	3
767	в тарасе	2	3
768	в строке	3	3
769	художественную целостность	2	3
770	включает в	2	3
771	в рассказе	2	3
772	речи и	4	3
773	отрекается от	1	3
774	полноты и	1	3
775	лингвистических единиц	1	3
776	в речевом	1	3
777	эстетического адресата	2	3
778	художественно значимые	1	3
779	следует признать	2	3
780	эстетической реальности	2	3
781	а тем	1	3
782	диалогическим углом	2	3
783	тот или	3	3
784	с дудочкой	4	3
785	выбор слова	1	3
786	теми же	1	3
787	этой причине	1	3
788	из этого	1	3
789	бы ни	1	3
790	слова как	3	3
791	в точке	3	3
792	случае это	2	3
793	означает что	1	3
794	своей событийной	2	3
795	один голос	1	3
796	текст в	4	3
797	например в	3	3
798	на первом	1	3
799	что они	2	3
800	содержит в	1	3
801	никак не	1	3
802	стать самим	1	3
803	первых двух	1	3
804	можно было	1	3
805	этом как	1	3
806	оно не	2	3
807	читателя и	1	3
808	не случайна	1	3
809	если не	1	3
810	способ существования	2	3
811	до этого	1	3
812	также может	1	3
813	смысла и	1	3
814	заключается в	2	3
815	в придании	1	3
816	если говорить	1	3
817	компетенция анекдота	1	3
818	в творческом	1	3
819	никто не	3	3
820	и неизбыточности	1	3
821	здесь выступает	1	3
822	ему и	1	3
823	о котором	1	3
824	зависимости от	1	3
825	научному описанию	1	3
826	на каждом	1	3
827	сколь угодно	1	3
828	ахматовой в	1	3
829	в словах	1	3
830	человека и	2	3
831	только одно	1	3
832	ни к	3	3
833	он же	1	3
834	языка и	1	3
835	своей собственной	1	3
836	тех же	1	3
837	и заключается	1	3
838	к смыслу	2	3
839	авторской позиции	3	3
840	из его	1	3
841	поскольку он	1	3
842	двумя паузами	1	3
843	и больше	2	3
844	весьма существенно	2	3
845	коммуникативной ситуации	1	3
846	художественной литературы	1	3
847	тарасе бульбе	2	3
848	к объекту	1	3
849	и наоборот	2	3
850	искусства слова	3	3
851	для читателя	4	3
852	свободу от	1	3
853	из наиболее	1	3
854	неотделима от	1	3
855	впервые в	1	3
856	она может	1	3
857	мог бы	3	3
858	элегическое я	3	3
859	оказывается объектом	2	3
860	о у	3	3
861	субъектом и	1	3
862	утрачивает свою	1	3
863	к миру	1	3
864	полку игореве	2	3
865	неотделимо от	1	3
866	взгляде на	1	3
867	его можно	1	3
868	к содержанию	3	3
869	персонажей в	1	3
870	на языке	3	3
871	так как	1	3
872	они не	1	3
873	том числе	3	3
874	возникает в	1	3
875	на роль	1	3
876	бенвенист ритм	3	3
877	организация литературного	1	3
878	личности как	2	3
879	себя самого	1	3
880	имени тебе	2	3
881	смысла жизни	1	3
882	дело в	2	3
883	пределах текста	1	3
884	объектной и	1	3
885	когда же	1	3
886	и е	1	3
887	явления музы	3	3
888	ведь это	1	3
889	но с	1	3
890	в таких	1	3
891	в войне	2	3
892	а о	1	3
893	не от	2	3
894	текста не	2	3
895	о жизни	2	3
896	и без	1	3
897	в какой	2	3
898	и систематизации	1	3
899	художественное впечатление	3	3
900	личной ответственности	1	3
901	при таком	1	3
902	противном случае	2	3
903	мира и	4	3
904	к своему	2	3
905	и я	1	3
906	полноте и	1	3
907	текста оказывается	1	3
908	этих двух	2	3
909	только лишь	2	3
910	может иметь	1	3
911	текста наиболее	2	3
912	только к	1	3
913	второй и	2	3
914	она не	1	3
915	внимательно взглянула	4	3
916	также и	1	3
917	однако если	3	3
918	эстетическим субъектом	1	3
919	но он	4	3
920	независимо от	1	3
921	и может	1	3
922	по бахтину	2	3
923	на меня	3	3
924	говоря о	3	3
925	человека с	3	3
926	этих случаях	1	3
927	по этой	1	3
928	его я	2	3
929	идет о	2	3
930	и б	1	3
931	двуголосого слова	1	3
932	же самое	1	3
933	нас самих	2	3
934	которые в	1	3
935	говорилось выше	1	3
936	собой лишь	1	3
937	произведения не	1	3
938	в имени	2	3
939	фраза текста	1	3
940	может показаться	1	3
941	слова в	4	3
942	событийной границы	1	3
943	с бытием	1	3
944	жизни и	1	3
945	личности к	2	3
946	ролевая граница	2	3
947	на то	1	3
948	о своих	1	3
949	может и	2	3
950	однако все	2	3
951	для этого	1	3
952	и субъектной	1	3
953	другого сознания	1	3
954	архитектонической формой	1	3
955	из уст	1	3
956	момент его	1	3
957	так лирический	1	2
958	является в	1	2
959	формируется как	1	2
960	в стихе	2	2
961	диалога согласия	2	2
962	художественную значимость	2	2
963	система ценностей	1	2
964	модус существования	1	2
965	ритмический ряд	1	2
966	художественном мире	1	2
967	и мира	2	2
968	переживаемый в	1	2
969	ритмико-интонационный строй	1	2
970	не допуская	1	2
971	легко могут	1	2
972	рецептивная компетенция	1	2
973	риторика сказания	1	2
974	художественного содержания	2	2
975	чем глубже	1	2
976	случае мы	1	2
977	тому что	2	2
978	тем или	2	2
979	а перед	1	2
980	эстетического восприятия	1	2
981	мировой жизни	1	2
982	может оказываться	1	2
983	стих звучит	2	2
984	совокупность факторов	2	2
985	ролевую границу	2	2
986	которой в	1	2
987	как формулирует	1	2
988	литературного дискурса	1	2
989	смеховое мироотношение	1	2
990	свободу личности	1	2
991	ни столь	2	2
992	жизненного поведения	1	2
993	ударного а	2	2
994	к субъективной	2	2
995	внутреннего слуха	3	2
996	объектом эстетического	1	2
997	требует от	1	2
998	миропорядке то	1	2
999	и другими	1	2
1000	словно в	1	2
1001	с появлением	1	2
1002	здесь отнюдь	1	2
1003	своих других	1	2
1004	до последнего	1	2
1005	не бывает	1	2
1006	долгое время	1	2
1007	языковых стилей	1	2
1008	лирической поэзии	1	2
1009	как было	1	2
1010	мыслится как	5	2
1011	типов высказывания	1	2
1012	оглядывается на	1	2
1013	речевого строя	1	2
1014	формах внутренней	1	2
1015	на волоске	3	2
1016	более или	6	2
1017	состав такого	1	2
1018	обращением к	1	2
1019	становится самим	2	2
1020	внутренне свободного	1	2
1021	героя как	2	2
1022	русской поэзии	2	2
1023	жизнь в	1	2
1024	дискурсии в	1	2
1025	с художественной	3	2
1026	внешнего хронотопа	1	2
1027	тексте но	1	2
1028	в новую	1	2
1029	от всего	1	2
1030	своей роли	2	2
1031	такого знания	2	2
1032	автором и	2	2
1033	она по	1	2
1034	всегда имеется	1	2
1035	читателем в	1	2
1036	и соответствующую	1	2
1037	если он	1	2
1038	либо в	2	2
1039	с не	1	2
1040	общения людей	3	2
1041	текстопорождения в	1	2
1042	смыслу целого	1	2
1043	их в	3	2
1044	уникально и	1	2
1045	воспринимающим сознанием	1	2
1046	однако между	1	2
1047	о судьбе	1	2
1048	в одно	2	2
1049	не вполне	2	2
1050	коммуникативных стратегий	3	2
1051	эстетическим освоением	1	2
1052	в иной	3	2
1053	его личной	1	2
1054	и слово	1	2
1055	пределах строки	2	2
1056	частности это	1	2
1057	не оказывается	1	2
1058	модусом художественности	2	2
1059	их внутреннюю	1	2
1060	свою собственную	1	2
1061	еще а	1	2
1062	идиллическому и	1	2
1063	культуры в	3	2
1064	создают эффект	1	2
1065	искусство и	1	2
1066	на первый	1	2
1067	следует подчеркнуть	3	2
1068	могут оказаться	2	2
1069	интертекстуальные связи	1	2
1070	судьба или	1	2
1071	центрального героя	1	2
1072	для автора	2	2
1073	художественно значимым	2	2
1074	восприятия в	1	2
1075	ролевой маски	2	2
1076	введено в	2	2
1077	языка в	4	2
1078	и четвертой	1	2
1079	своей природе	3	2
1080	определенных языковых	1	2
1081	у читателя	1	2
1082	некоторого рода	1	2
1083	других а	1	2
1084	текста так	1	2
1085	снижение напряженности	1	2
1086	имеет в	2	2
1087	даже самое	1	2
1088	служить и	1	2
1089	другая жизнь	1	2
1090	и иных	2	2
1091	е о	2	2
1092	присутствии другого	1	2
1093	собственного текста	2	2
1094	во многих	1	2
1095	из перечисленных	2	2
1096	свободного игрового	1	2
1097	существенное значение	1	2
1098	как совокупность	3	2
1099	стороны эстетического	1	2
1100	с напряжением	1	2
1101	художественности а	1	2
1102	и внешнее	1	2
1103	обращаясь к	1	2
1104	реальность героя	1	2
1105	клаузулы и	1	2
1106	а между	1	2
1107	не обязательно	3	2
1108	данность текста	1	2
1109	м.л гаспаров	1	2
1110	и эстетического	1	2
1111	принадлежит не	1	2
1112	длине ритмического	1	2
1113	так же	2	2
1114	субъекту и	2	2
1115	позиции и	1	2
1116	в чистом	1	2
1117	в глаза	2	2
1118	по два	2	2
1119	своей жизнью	1	2
1120	в иную	1	2
1121	и себя	1	2
1122	художественной культуры	9	2
1123	в прошлом	1	2
1124	этого мира	1	2
1125	к ним	1	2
1126	ритм манифестирован	2	2
1127	двух других	1	2
1128	отношений и	1	2
1129	на могиле	1	2
1130	перед ним	2	2
1131	с субъектом	1	2
1132	слоя художественной	1	2
1133	словах текста	1	2
1134	места для	2	2
1135	текста что	1	2
1136	противопоставлены в	1	2
1137	к которому	3	2
1138	с этими	1	2
1139	как я	1	2
1140	у а	1	2
1141	стихотворения муза	2	2
1142	отношения в	1	2
1143	которыми располагается	1	2
1144	во всей	3	2
1145	звучит ритмическим	2	2
1146	а впоследствии	1	2
1147	фоне этой	1	2
1148	и составляющий	1	2
1149	стилей социальных	1	2
1150	жизни не	1	2
1151	толстого или	1	2
1152	объект эстетического	1	2
1153	оказывается уже	2	2
1154	к обнаружению	1	2
1155	в финальной	1	2
1156	отстранения от	1	2
1157	коем случае	2	2
1158	в отдельных	1	2
1159	современное литературоведение	1	2
1160	уже по	1	2
1161	характеризуется тем	1	2
1162	в системе	2	2
1163	не просто	2	2
1164	поэтической глоссализации	2	2
1165	ритмическом ряду	1	2
1166	они могут	1	2
1167	чем это	2	2
1168	внутреннего мира	2	2
1169	или долг	1	2
1170	и становится	1	2
1171	характерно что	1	2
1172	это своего	2	2
1173	оно становится	1	2
1174	восприятия как	1	2
1175	его эстетической	3	2
1176	слово анекдота	1	2
1177	или иным	4	2
1178	личности относительно	1	2
1179	внутренней жизни	1	2
1180	ближе к	1	2
1181	произведения для	1	2
1182	этих моментов	1	2
1183	русской культуре	1	2
1184	не возникает	1	2
1185	не принадлежат	2	2
1186	жанровая форма	2	2
1187	но я	1	2
1188	текста где	2	2
1189	той мере	1	2
1190	мы видим	1	2
1191	сравнении с	1	2
1192	от его	1	2
1193	под маской	1	2
1194	героев в	1	2
1195	ср тютчевское	1	2
1196	юности и	1	2
1197	относительно своей	2	2
1198	читателя как	1	2
1199	в драме	1	2
1200	его эстетического	1	2
1201	время и	1	2
1202	собой в	1	2
1203	к сотворчеству	1	2
1204	искусство в	1	2
1205	сказание в	1	2
1206	висит на	3	2
1207	сверхличного значения	1	2
1208	осмеяние и	1	2
1209	том под	1	2
1210	своего другого	2	2
1211	внутренней и	2	2
1212	неотъемлемое звено	1	2
1213	целого однако	1	2
1214	не хозяин	1	2
1215	драматической личности	1	2
1216	этом втором	1	2
1217	бытия и	1	2
1218	слове о	2	2
1219	два эпизода	2	2
1220	внежизненно-активной позиции	2	2
1221	о ком	1	2
1222	в уста	1	2
1223	в одиночку	1	2
1224	существенная сторона	1	2
1225	не путем	1	2
1226	объект и	1	2
1227	то она	1	2
1228	сознания к	1	2
1229	отношения между	1	2
1230	искусства при	1	2
1231	субъект объект	1	2
1232	внутреннее единство	1	2
1233	от радостей	1	2
1234	автором в	1	2
1235	субъектная организация	1	2
1236	оказывается шире	2	2
1237	том же	1	2
1238	к чему	2	2
