N	2gram	Tiupa_Hudo	DiskursI
128	человека в	10	8
129	как уже	3	8
130	не с	2	8
131	очевидным образом	1	8
132	и о	8	8
133	о чем	9	7
134	другой стороны	1	7
135	в притче	1	7
136	иначе говоря	2	7
137	в русской	4	7
138	одной из	5	7
139	что и	3	7
140	его в	5	7
141	жанровой традиции	1	7
142	к этому	1	7
143	в этой	11	7
144	я в	2	7
145	могут быть	1	7
146	в рассказе	23	7
147	например в	3	7
148	ни в	5	7
149	приводит к	5	7
150	перед нами	13	7
151	с позиции	3	7
152	присутствия в	1	7
153	той же	3	7
154	но это	2	7
155	и для	5	7
156	в пределах	4	7
157	лишь в	5	7
158	в ходе	4	7
159	и ее	3	7
160	и его	8	7
161	не как	3	6
162	одно из	4	6
163	в строгом	1	6
164	именно в	9	6
165	конечном счете	4	6
166	и того	1	6
167	в противовес	2	6
168	в контексте	2	6
169	одна из	4	6
170	картину мира	3	6
171	никогда не	8	6
172	то в	6	6
173	в принципе	1	6
174	с точки	5	6
175	в ее	16	6
176	в ситуации	1	6
177	в конечном	5	6
178	не знает	2	6
179	во всех	2	6
180	анекдота и	12	6
181	героя и	5	6
182	однако в	4	6
183	в особенности	1	6
184	в сущности	2	6
185	и то	2	6
186	разумеется не	2	6
187	и одновременно	1	6
188	что он	14	6
189	к его	1	6
190	в которых	1	6
191	притча в	1	6
192	собственно и	2	6
193	что же	4	6
194	здесь не	2	6
195	в трагедии	1	6
196	одновременно и	5	6
197	дело в	2	6
198	и притчи	8	6
199	времени и	2	6
200	в одной	3	6
201	тому как	4	6
202	отношение к	3	6
203	одного из	1	6
204	субъекта в	2	5
205	можно говорить	1	5
206	зрения на	2	5
207	русской литературе	3	5
208	исходя из	1	5
209	может служить	1	5
210	в виду	1	5
211	из двух	1	5
212	мысль о	2	5
213	по своим	2	5
214	к своим	2	5
215	в ряду	3	5
216	в первую	2	5
217	своей природе	2	5
218	в другом	3	5
219	не всегда	1	5
220	но они	1	5
221	говорить о	4	5
222	значительной степени	3	5
223	свою очередь	1	5
224	перед ним	2	5
225	в прошлом	1	5
226	сказать что	3	5
227	жанровая форма	1	5
228	к себе	8	5
229	несмотря на	7	5
230	как раз	7	5
231	для своего	2	5
232	я и	7	5
233	от нормы	2	5
234	так сказать	3	5
235	значении термина	1	5
236	же касается	2	5
237	в сторону	2	5
238	опыта в	1	5
239	на этом	5	5
240	но при	3	5
241	следует признать	1	5
242	с ее	7	5
243	тем что	6	5
244	во второй	7	5
245	первую очередь	2	5
246	но одновременно	3	5
247	во втором	2	5
248	один из	6	5
249	представляют собой	2	5
250	подобно тому	4	5
251	себе не	1	5
252	претендует на	1	5
253	в свою	1	5
254	в значительной	3	5
255	известной степени	1	5
256	принадлежит к	2	5
257	при котором	2	5
258	к той	3	5
259	ничего не	11	5
260	того что	5	5
261	в литературе	3	5
262	того как	1	5
263	о нем	4	5
264	несет в	4	5
265	по словам	1	5
266	в ней	6	5
267	и состоит	4	5
268	не предполагает	1	5
269	в их	2	5
270	притчи в	2	5
271	и потому	3	5
272	в акте	1	5
273	из этих	3	5
274	по бахтину	1	5
275	что касается	1	5
276	но она	1	5
277	в концовке	6	5
278	стороны и	1	5
279	же самое	4	5
280	в античной	1	5
281	как будто	7	5
282	в самом	7	4
283	и к	6	4
284	и составляет	2	4
285	человеческой жизни	9	4
286	действующее лицо	1	4
287	в равной	3	4
288	оказывается не	1	4
289	по выражению	3	4
290	говорит о	4	4
291	по свидетельству	1	4
292	в результате	2	4
293	а напротив	1	4
294	в первом	2	4
295	ни одна	2	4
296	и до	1	4
297	см в	1	4
298	в жизни	9	4
299	его на	1	4
300	в речах	1	4
301	отличается от	1	4
302	античной трагедии	1	4
303	во всяком	1	4
304	восходит к	1	4
305	из жизни	2	4
306	чего не	1	4
307	только на	6	4
308	из виду	1	4
309	с читателем	1	4
310	точка зрения	1	4
311	что они	4	4
312	по преимуществу	6	4
313	об одном	3	4
314	в произведении	1	4
315	тем не	7	4
316	к жизни	6	4
317	связи с	4	4
318	не о	3	4
319	рассказа как	2	4
320	будто бы	6	4
321	что не	4	4
322	который по	1	4
323	жизненной позиции	2	4
324	я не	8	4
325	человеческого существования	1	4
326	одном из	1	4
327	этического выбора	1	4
328	по себе	3	4
329	и это	7	4
330	иной жанровой	1	4
331	и весьма	1	4
332	и тем	2	4
333	как это	8	4
334	хотя в	1	4
335	это в	4	4
336	или иного	4	4
337	для притчи	2	4
338	однако и	5	4
339	автор и	2	4
340	с ним	6	4
341	и анекдота	1	4
342	не могут	1	4
343	не более	3	4
344	можно назвать	2	4
345	сути дела	2	4
346	к другому	5	4
347	свое время	2	4
348	более чем	2	4
349	в становлении	1	4
350	принципиально не	1	4
351	на примере	2	4
352	претендовать на	1	4
353	тот или	1	4
354	в данной	2	4
355	до конца	3	4
356	до известной	1	4
357	неотделимо от	1	4
358	текста в	1	4
359	этом случае	1	4
360	в свое	1	4
361	того и	1	4
362	мы имеем	1	4
363	не для	1	4
364	во внешнем	1	4
365	есть в	1	4
366	и др	1	4
367	со своим	5	4
368	слова не	1	4
369	или в	3	4
370	с той	2	4
371	в какой	1	4
372	однако это	1	4
373	по своему	3	4
374	но уже	1	4
375	на его	2	4
376	того или	4	4
377	которая может	1	4
378	анекдота в	3	4
379	в анекдоте	5	4
380	а по	2	4
381	организации текста	1	4
382	н.д тамарченко	2	4
383	может и	3	4
384	в е	2	4
385	или напротив	2	4
386	жизненных позиций	1	3
387	в момент	1	3
388	дело с	2	3
389	к числу	3	3
390	характер и	3	3
391	существенно для	1	3
392	к жанру	1	3
393	не бывает	3	3
394	на смену	2	3
395	более или	1	3
396	но все	2	3
397	и сам	3	3
398	к другим	1	3
399	там же	2	3
400	их в	2	3
401	романом и	1	3
402	чем не	2	3
403	места времени	1	3
404	на первый	1	3
405	тенденция к	2	3
406	первый взгляд	1	3
407	с этим	3	3
408	и предполагает	1	3
409	в действительности	5	3
410	вопрос о	2	3
411	в пределе	2	3
412	входит в	1	3
413	индивидуального бытия	1	3
414	системы персонажей	1	3
415	здесь оказывается	1	3
416	словесного выражения	1	3
417	композиционная форма	1	3
418	эстетической категории	1	3
419	различия между	3	3
420	на рубеже	1	3
421	прозы в	1	3
422	как на	2	3
423	имеем дело	1	3
424	речь о	1	3
425	это прежде	3	3
426	тут же	1	3
427	формируется в	1	3
428	о ней	1	3
429	ближе к	2	3
430	героем анекдота	2	3
431	и он	6	3
432	в жертву	1	3
433	и столь	1	3
434	вплоть до	1	3
435	к которому	1	3
436	сверхличной заданностью	2	3
437	опираясь на	1	3
438	и притом	1	3
439	или не	3	3
440	в которой	2	3
441	к чему	1	3
442	по аналогии	1	3
443	на себя	3	3
444	в области	1	3
445	между собой	1	3
446	как у	2	3
447	анекдота но	2	3
448	о себе	3	3
449	но как	3	3
450	выступает в	2	3
451	дистанции между	1	3
452	самому себе	1	3
453	своего времени	3	3
454	и что	3	3
455	для человека	1	3
456	жанровой природы	1	3
457	в форме	2	3
458	героя как	2	3
459	не просто	1	3
460	но так	1	3
461	то ни	2	3
462	равной степени	1	3
463	в иных	1	3
464	было бы	8	3
465	не будучи	1	3
466	о его	2	3
467	и от	6	3
468	ней в	1	3
469	бы быть	1	3
470	героический эпос	1	3
471	и по	3	3
472	рассказ в	1	3
473	в точке	1	3
474	не случайно	14	3
475	они и	2	3
476	живет в	2	3
477	но также	1	3
478	содержит в	2	3
479	[...] и	2	3
480	не требует	1	3
481	событие не	1	3
482	в миропорядке	4	3
483	литературного произведения	1	3
484	текста и	1	3
485	ориентировано на	1	3
486	оказывается в	1	3
487	заключается в	1	3
488	себя с	3	3
489	в романе	1	3
490	или анекдота	1	3
491	[...] а	3	3
492	отношения к	1	3
493	присутствует в	1	3
494	человек некий	1	3
495	вместе с	2	3
496	где герой	1	3
497	и герой	2	3
498	перед лицом	1	3
499	этих жанров	1	3
500	не имеет	2	3
501	да и	5	3
502	роли в	2	3
503	о котором	2	3
504	жанров и	1	3
505	в следующей	3	3
506	всей своей	2	3
507	он мог	1	3
508	уже говорилось	3	3
509	это и	2	3
510	и более	2	3
511	своей собственной	2	3
512	который не	1	3
513	идет о	3	3
514	отступления от	1	3
515	но здесь	1	3
516	на том	3	3
517	автора и	4	3
518	художественной целостности	1	3
519	образ человека	1	3
520	слова и	1	3
521	заметить что	2	3
522	как мы	5	3
523	их с	1	3
524	к миру	1	3
525	всяком случае	1	3
526	жизни не	2	3
527	к содержанию	1	3
528	жизни но	1	3
529	жанр это	1	3
530	от лат	1	3
531	на языке	1	3
532	ему в	3	3
533	они не	2	3
534	различие между	1	3
535	и было	2	3
536	том числе	1	3
537	уже в	2	3
538	мы не	2	3
539	еще и	2	3
540	при встрече	2	3
541	в полном	2	3
542	этом в	1	3
543	место в	3	3
544	однако не	1	3
545	что ни	1	3
546	а о	2	3
547	виду что	1	3
548	жанровой стратегии	2	3
549	и без	1	3
550	названных жанров	1	3
551	все эти	4	3
552	или даже	2	3
553	анекдот в	2	3
554	ли не	1	3
555	в каждой	2	3
556	об этом	8	3
557	или менее	1	3
558	в сцене	1	3
559	особенно в	3	3
560	как показывает	1	3
561	том случае	2	3
562	личности в	9	3
563	а его	3	3
564	притчи и	3	3
565	она не	6	3
566	хотя бы	2	3
567	дело не	2	3
568	когда он	2	3
569	в начале	3	3
570	следует по-видимому	1	3
571	числе и	1	3
572	к ней	2	3
573	рассказа в	9	3
574	слова в	2	3
575	жизни и	10	3
576	правило не	1	3
577	себе самому	4	3
578	бытия в	1	3
579	событий и	1	3
580	что на	4	3
581	может претендовать	1	3
582	что было	3	2
583	я такой	1	2
584	для всех	1	2
585	в душе	6	2
586	в настоящем	2	2
587	субъекта жизни	1	2
588	укладу жизни	1	2
589	художественного наблюдения	1	2
590	он всегда	1	2
591	с этой	3	2
592	еще более	1	2
593	характер как	1	2
594	и героя	2	2
595	о них	4	2
596	притчевого начал	2	2
597	мысли и	2	2
598	с собачкой	15	2
599	нас в	2	2
600	не являются	1	2
601	рассказу о	1	2
602	из ее	1	2
603	такова что	2	2
604	претендующим на	1	2
605	курьезное своей	1	2
606	как было	2	2
607	речевого строя	2	2
608	я героя	2	2
609	как субъекта	3	2
610	в предыдущей	3	2
611	и с	10	2
612	жизнь в	3	2
613	за ним	3	2
614	упускать из	1	2
615	чужому слову	1	2
616	письма не	2	2
617	только через	1	2
618	приходит в	2	2
619	мысли о	3	2
620	ему по	1	2
621	из таганрога	2	2
622	собой не	1	2
623	речь идет	3	2
624	установку на	1	2
625	различные формы	1	2
626	актуальной для	1	2
627	воспринимающего сознания	2	2
628	[...] но	2	2
629	обращение к	2	2
630	и анекдот	1	2
631	до уровня	2	2
632	требует для	1	2
633	не могли	1	2
634	отсюда и	2	2
635	анекдота по	2	2
636	первого лица	1	2
637	о которых	2	2
638	для того	3	2
639	и другой	1	2
640	характер в	2	2
641	сознания в	2	2
642	этот тезис	1	2
643	исключает возможность	1	2
644	в различных	1	2
645	к которой	1	2
646	а между	4	2
647	внимания к	1	2
648	самого начала	1	2
649	немалой степени	2	2
650	укрупненных деталей	1	2
651	в чистом	1	2
652	было сказано	1	2
653	то чтобы	2	2
654	дистанция между	1	2
655	человеком и	1	2
656	исторические корни	1	2
657	я с	2	2
658	жизни как	7	2
659	художественного времени	1	2
660	том чтобы	2	2
661	установка на	1	2
662	в нашем	2	2
663	на него	3	2
664	под названием	1	2
665	слово не	2	2
666	в футляре	4	2
667	науке о	1	2
668	который в	2	2
669	точность словесного	1	2
670	в литературоведении	1	2
671	герой анекдота	2	2
672	он сам	3	2
673	по поводу	3	2
674	романа и	1	2
675	что даже	2	2
676	неустранимо присутствует	1	2
677	едва ли	6	2
678	от ее	1	2
679	к нему	2	2
680	слово анекдота	1	2
681	всего в	1	2
682	бы то	1	2
683	не происходит	1	2
684	этих двух	2	2
685	при сохранении	1	2
686	сверхличной заданности	1	2
687	мышления и	3	2
688	я на	1	2
689	на язык	1	2
690	должно быть	2	2
691	самое непосредственное	2	2
692	теории литературы	2	2
693	время в	1	2
694	при переходе	1	2
695	этих жанровых	1	2
696	не соответствует	1	2
697	чем у	1	2
698	бытия и	4	2
699	претендуя на	1	2
700	этот жанровый	1	2
701	с другими	2	2
702	не обладает	1	2
703	иного рода	1	2
704	из романа	1	2
705	в третьем	1	2
706	как можно	1	2
707	у него	13	2
708	вспомнить о	1	2
709	отношения между	2	2
710	обнаруживает себя	1	2
711	что она	10	2
712	можно так	1	2
713	как его	3	2
714	но для	1	2
715	о смерти	1	2
716	его характер	3	2
717	французов гнал	2	2
718	характер здесь	2	2
719	жанрового мышления	1	2
720	вненаходимости бахтин	1	2
721	человек в	3	2
722	анекдоту и	1	2
723	же как	4	2
724	бахтин в	1	2
725	предыдущей главе	3	2
726	зрелого чехова	1	2
727	себе и	3	2
728	а только	4	2
729	в чем	1	2
730	не нужно	3	2
731	это тоже	1	2
732	рассказы и	3	2
733	а потом	1	2
734	чеховского творчества	6	2
735	в каждом	1	2
736	повествователя в	1	2
737	точкой зрения	2	2
738	лица и	1	2
739	и быть	4	2
740	и притчевого	2	2
741	появляется в	1	2
742	не одного	1	2
743	решающее значение	1	2
744	о чехове	2	2
745	при отсутствии	1	2
746	всего лишь	7	2
747	личности и	3	2
748	действующих лиц	3	2
749	никого не	3	2
750	но зато	1	2
751	и точность	1	2
752	неотделим от	1	2
753	позицию в	1	2
754	могла бы	2	2
755	характеристик и	1	2
756	в поведении	1	2
757	бы его	1	2
758	жанровых традиций	1	2
759	в первой	6	2
760	теми же	1	2
761	писателя в	2	2
762	они были	2	2
763	его к	1	2
764	а как	2	2
765	является его	1	2
766	в него	2	2
767	себе как	1	2
768	чем и	1	2
769	бы я	1	2
770	лицо и	1	2
771	не часто	1	2
772	и авантюрностью	1	2
773	она сама	1	2
774	на деле	1	2
775	личностного самоопределения	1	2
776	рассказа не	2	2
777	не позволяет	1	2
778	в формировании	1	2
779	как возможность	1	2
780	в чужой	3	2
781	в последнем	1	2
782	по определению	1	2
783	как особой	1	2
784	[...] не	7	2
785	и притче	1	2
786	как к	4	2
787	его с	1	2
788	на ее	3	2
789	анекдотического и	3	2
790	xix столетия	2	2
791	романа в	3	2
792	своей исходной	1	2
793	из которых	1	2
794	но достаточно	1	2
795	героем притчи	1	2
796	интерес к	5	2
797	в отношении	1	2
798	к читателю	2	2
799	то с	1	2
800	анекдота не	1	2
801	картин мира	1	2
802	и вполне	1	2
803	том и	1	2
804	этом как	1	2
805	в плоскости	1	2
806	содержание рассказа	1	2
807	состоит что	1	2
808	так выразиться	1	2
809	о природе	3	2
810	сами по	1	2
811	если бы	7	2
812	самом деле	6	2
813	как писал	1	2
814	самим собой	1	2
815	от своего	2	2
816	ни о	3	2
817	с таким	1	2
818	о своей	3	2
819	сформировавшийся в	1	2
820	не делает	1	2
821	в памяти	1	2
822	и они	1	2
823	поскольку в	2	2
824	предстает субъектом	1	2
825	от его	1	2
826	в xix	2	2
827	художественного мышления	8	2
828	себя и	4	2
829	о любви	1	2
830	говорили о	2	2
831	если можно	3	2
832	апелляции к	1	2
833	как произведение	1	2
834	пушкина и	1	2
835	широком значении	1	2
836	и описаний	1	2
837	тех же	2	2
838	не имеют	3	2
839	жизнь личности	1	2
840	в роли	3	2
841	в город	2	2
842	не должно	2	2
843	не находя	1	2
844	на основе	2	2
845	причастной вненаходимости	1	2
846	и теперь	1	2
847	со всей	2	2
848	вступает в	2	2
849	отношении к	1	2
850	и ему	5	2
851	это притча	1	2
852	к одному	1	2
853	смысл в	1	2
854	чехова в	5	2
855	вслед за	3	2
856	каждый из	1	2
857	литературы в	1	2
858	было и	1	2
859	есть его	1	2
860	из наиболее	1	2
861	своими корнями	1	2
862	неотделима от	1	2
863	имеет своим	1	2
864	со своими	1	2
865	по ходу	2	2
866	не знаем	2	2
867	всякий раз	4	2
868	и лицо	1	2
869	легко может	1	2
870	к предмету	1	2
871	счастье которое	1	2
872	друг друга	5	2
873	во времени	2	2
874	читателя что	1	2
875	в самой	2	2
876	только о	2	2
877	во внутреннем	1	2
878	как некий	1	2
879	одних и	2	2
880	в любви	2	2
881	ответ на	1	2
882	но на	1	2
883	это делает	1	2
884	может не	1	2
885	его героев	3	2
886	ни с	2	2
887	стратегия притчи	1	2
888	художественного высказывания	1	2
889	в первый	2	2
890	все это	2	2
891	классического романа	2	2
892	человеческой индивидуальности	4	2
893	своему происхождению	1	2
894	видеть в	1	2
895	в широком	1	2
896	же не	3	2
897	о герое	2	2
898	к лирическому	1	2
899	в г	3	2
900	другого в	1	2
901	в четвертой	1	2
902	в апелляции	1	2
903	и глубокой	1	2
904	наших дней	1	2
905	степи и	2	2
906	это еще	1	2
907	себя а	1	2
908	по существу	1	2
909	он видел	2	2
910	в личностном	1	2
911	которое было	1	2
912	как притчу	1	2
913	лежит на	2	2
914	является не	1	2
915	так в	2	2
916	на фоне	5	2
917	перед собой	2	2
918	к концу	2	2
919	к своему	2	2
920	со своей	3	2
921	по его	4	2
922	в воображении	1	2
923	это было	2	2
924	путь к	2	2
925	говорит об	1	2
926	вовсе не	2	2
927	за его	1	2
928	как все	2	2
929	тем более	1	2
930	и другого	1	2
931	быть вполне	1	2
932	ему не	3	2
933	и тех	3	2
934	на собеседника	1	2
935	с самого	1	2
936	ей в	1	2
937	переходе от	1	2
938	случае если	2	2
939	акцентированная роль	1	2
940	как замечает	1	2
941	его не	1	2
942	ни один	1	2
943	миропорядка как	1	2
944	я к	1	2
945	не по	2	2
946	нельзя не	1	2
947	мы должны	1	2
948	и рассказа	1	2
949	в науке	1	2
950	отказ от	2	2
951	к области	2	2
952	творчестве чехова	3	2
953	целого в	1	2
954	заключает в	2	2
955	чтобы не	3	2
956	человека с	1	2
957	х годов	1	2
958	всей его	1	2
959	эстетическая модальность	1	2
960	однако для	2	2
961	личного опыта	2	2
962	здесь присутствует	1	2
963	к чужому	4	2
964	в голову	3	2
965	такой же	3	2
966	для осмысления	2	2
967	на то	4	2
968	до сего	1	2
969	и только	2	2
970	же это	2	2
971	человек не	1	2
972	которая и	1	2
973	в немалой	2	2
974	переводится как	1	2
975	которой нет	1	2
976	эпохи и	1	2
977	уже было	1	2
978	не могло	2	2
979	это отнюдь	1	2
980	и героиня	1	2
981	жизнью и	3	2
982	героя но	1	2
983	средневековой книжности	1	1
984	подводах в	1	1
985	и беззвучии	1	1
986	из кругозора	1	1
987	вопроса жизни	1	1
988	всего это	1	1
989	и другие	5	1
990	пределах одного	1	1
991	к м	1	1
992	годов шестьдесят	1	1
993	он вдруг	1	1
994	обращены к	1	1
995	главе с	1	1
996	о широкой	1	1
997	к сожалению	1	1
998	было ему	1	1
999	а другие	2	1
1000	личность понятая	1	1
1001	для нее	6	1
1002	что если	1	1
1003	художественном мире	2	1
1004	актуальность для	1	1
1005	субъекта самоопределения	3	1
1006	внешних событий	1	1
1007	автором и	2	1
1008	увидит даже	1	1
1009	дорог всеобъемлющий	1	1
1010	всего на	1	1
1011	творческого наследия	1	1
1012	же и	3	1
1013	индивидуальной жизни	2	1
1014	порой даже	1	1
1015	творчества в	1	1
1016	потенциальной широты	1	1
1017	к этой	4	1
1018	и вековых	1	1
1019	жизни этот	1	1
1020	притчевое по	1	1
1021	но превратны	1	1
1022	с детства	1	1
1023	и имеет	1	1
1024	гнал из	1	1
1025	адекватного восприятия	1	1
1026	свете кроме	1	1
1027	ощущение личной	1	1
1028	тому что	8	1
1029	на бахмут	1	1
1030	даже в	4	1
1031	жизни во	1	1
1032	в финале	5	1
1033	далекая похожая	1	1
1034	имеют никакого	1	1
1035	анекдот и	4	1
1036	а вот	2	1
1037	мировой жизни	1	1
1038	в разных	1	1
1039	решения вопроса	1	1
1040	тем как	2	1
1041	одно это	2	1
1042	существованием человека	1	1
1043	зиждется на	1	1
1044	остроконечной верхушкой	1	1
1045	до парижа	1	1
1046	суть именно	1	1
1047	себе позитивный	1	1
1048	что человек	1	1
1049	как субъекты	1	1
1050	вообще однако	1	1
1051	одному из	1	1
1052	эстетической завершенности	1	1
1053	прочитывается в	1	1
1054	с машей	1	1
1055	сквозь призму	1	1
1056	другое в	1	1
1057	притязаний на	1	1
1058	его от	1	1
1059	понятая объективно	1	1
1060	не несет	1	1
1061	противоречие с	4	1
1062	кажется порождается	1	1
1063	исторического лица	1	1
1064	и универсальности	1	1
1065	рассказе не	2	1
1066	начнет вот	1	1
1067	как она	3	1
1068	внешних черт	1	1
1069	установки на	2	1
1070	жанровой установкой	1	1
1071	животе его	1	1
1072	между автором	2	1
1073	царят удача	1	1
1074	в художественную	1	1
1075	на которых	1	1
1076	на свой	3	1
1077	поезда железных	1	1
1078	ни шаг	1	1
1079	уже отмечалось	1	1
1080	на мир	1	1
1081	из нее	1	1
1082	для осуществления	1	1
1083	и там	1	1
1084	даме с	5	1
1085	взгляд с	1	1
1086	на облако	1	1
1087	вопрос этот	1	1
1088	срывается только	1	1
1089	и полное	1	1
1090	на земле	2	1
1091	индивидуального самоопределения	1	1
1092	мировом зле	1	1
1093	саур-могила с	1	1
1094	безграничной степи	1	1
1095	драматизм самореализации	1	1
1096	в речи	2	1
1097	а их	1	1
1098	и поведения	1	1
1099	места и	1	1
1100	зарытого счастья	2	1
1101	к художественности	1	1
1102	с тем	1	1
1103	в наиболее	1	1
1104	стороны в	1	1
1105	это позиция	1	1
1106	своему искусно	1	1
1107	писателя то	1	1
1108	бы стать	1	1
1109	лапка расходится	1	1
1110	влюбленных в	1	1
1111	клады гнезда	1	1
1112	настаивает на	1	1
1113	а именно	1	1
1114	общий контекст	1	1
1115	этих долговечных	1	1
1116	наш взгляд	6	1
1117	от наблюдателя	1	1
1118	прозу так	1	1
1119	внимание к	1	1
1120	конфликт между	1	1
1121	при таком	1	1
1122	с живым	1	1
1123	в природе	1	1
1124	другой жизни	3	1
1125	усадьбы хутора	1	1
1126	пародийную параллель	1	1
1127	способом существования	1	1
1128	творческой памяти	1	1
1129	и слово	1	1
1130	ролевой функции	1	1
1131	стратегии он	1	1
1132	наблюдаемое и	1	1
1133	в это	4	1
1134	его годов	1	1
1135	рассказа глава	1	1
1136	людям которые	1	1
1137	своему христианскому	1	1
1138	когда бы	1	1
1139	культурной традиции	1	1
1140	фразы как	1	1
1141	умирает а	1	1
1142	культуры в	1	1
1143	кульминация притчевого	1	1
1144	характером но	1	1
1145	заданности и	1	1
1146	и смерть	1	1
1147	картины жизни	1	1
1148	на одном	2	1
1149	во-первых в	1	1
1150	не удается	1	1
1151	на материале	1	1
1152	и смерти	4	1
1153	молчаливой степи	1	1
1154	себя героем	1	1
1155	интеллектуальную тревогу	1	1
1156	художественного восприятия	2	1
1157	центрами оказываются	1	1
1158	тем в	2	1
1159	противостоит инертно	1	1
1160	реализована в	1	1
1161	в такой	2	1
1162	мы вместе	1	1
1163	в жизнь	1	1
1164	веков хотел	1	1
1165	центрального героя	1	1
1166	родном углу	2	1
1167	для автора	1	1
1168	жменю я	1	1
1169	во все	1	1
1170	притчи притча	1	1
1171	не существует	1	1
1172	и побуждает	1	1
1173	произнесение текста	1	1
1174	а порой	2	1
1175	коренится в	1	1
1176	она же	1	1
1177	видно что	3	1
1178	преображается в	1	1
1179	рассказа счастье	1	1
1180	можно считать	1	1
1181	до бесчувствия	1	1
1182	трагедии это	1	1
1183	среди всех	1	1
1184	следовало бы	1	1
1185	контексте и	1	1
1186	о чем-то	1	1
1187	и повести	2	1
1188	принципиальное различие	1	1
1189	и угнетали	1	1
1190	не согласиться	2	1
1191	которой он	2	1
1192	раз и	2	1
1193	есть другая	1	1
1194	ленивом полете	1	1
1195	человека не	3	1
1196	теперь ковыли	1	1
1197	однако его	1	1
1198	чехов в	1	1
1199	написана в	1	1
1200	он был	1	1
1201	складывается мозаичная	1	1
1202	духовной жизни	2	1
1203	художественного внимания	1	1
1204	дает себя	1	1
1205	мыслящих овец	1	1
1206	целого не	1	1
1207	она могла	1	1
1208	имеет в	1	1
1209	сказочность человеческого	1	1
1210	первого абзаца	1	1
1211	другая жизнь	2	1
1212	детали к	1	1
1213	герою своему	1	1
1214	анекдот невозможно	1	1
1215	с остроконечной	1	1
1216	и своим	1	1
1217	на подводах	2	1
1218	с другим	2	1
1219	в наделении	1	1
1220	нравственный закон	1	1
1221	из их	1	1
1222	гнал до	1	1
1223	в этот	1	1
1224	как очень	1	1
1225	т.п в	1	1
1226	концовке рассказа	2	1
1227	этой связи	5	1
1228	с самой	1	1
1229	двух или	1	1
1230	идет об	1	1
1231	таком взгляде	1	1
1232	человеческого счастья	1	1
1233	черты характера	1	1
1234	внимательна к	1	1
1235	средних веков	1	1
1236	греческое слово	1	1
1237	беззвучии чувствовались	1	1
1238	своим характером	2	1
1239	дудачьи гнезда	1	1
1240	авторской инстанции	1	1
1241	персонажа не	1	1
1242	и вторая	1	1
1243	как небо	1	1
1244	на пути	1	1
1245	приходит к	3	1
1246	овечьих мыслей	1	1
1247	в ранних	1	1
1248	других субъектов	1	1
1249	превращается в	6	1
1250	для своей	1	1
1251	ее по	2	1
1252	в смысле	1	1
1253	читатель застает	1	1
1254	и внутренней	3	1
1255	от своей	1	1
1256	так же	3	1
1257	на животе	1	1
1258	изнутри в	1	1
