N	2gram	Bakhtin_Pr	Analitik
335	что она	2	4
336	из трех	1	4
337	не все	1	4
338	к нему	3	4
339	разного рода	1	4
340	не было	5	4
341	в которой	2	4
342	одним из	6	4
343	с пьяным	1	4
344	лишь на	3	4
345	между ними	14	4
346	именно такова	1	4
347	в двух	3	4
348	в чем	1	4
349	каждом из	3	4
350	на себе	1	4
351	бы в	2	4
352	в каждом	5	4
353	могли бы	2	4
354	мы уже	9	4
355	себя внимание	2	4
356	и что	3	4
357	этом смысле	5	4
358	равной степени	1	4
359	или меньшей	6	4
360	и от	4	4
361	и есть	1	4
362	а как	4	4
363	были бы	1	4
364	шекспира и	2	4
365	как он	4	4
366	в отношении	3	4
367	с ними	2	4
368	подхода к	1	4
369	бы не	1	4
370	который не	2	4
371	что позволяет	1	4
372	это и	1	4
373	потому что	9	4
374	и если	4	4
375	и тогда	1	4
376	или иных	2	4
377	в диалоге	1	4
378	и а	1	4
379	и во	6	4
380	здесь и	7	4
381	по воле	1	4
382	но это	7	4
383	истории литературы	1	4
384	все они	2	4
385	о нем	2	4
386	ему в	1	4
387	как у	5	4
388	ее в	4	4
389	в полном	1	4
390	из своих	3	4
391	здесь в	11	4
392	бы и	3	4
393	на которой	2	4
394	все той	1	4
395	ко второму	2	4
396	в присутствии	1	4
397	указывает на	2	4
398	сама по	2	4
399	или даже	1	4
400	по своему	6	4
401	первой части	1	4
402	об этом	3	4
403	и другого	2	4
404	жизнь и	3	4
405	тех или	2	4
406	человека в	6	4
407	высказывания и	2	4
408	но при	2	4
409	в акте	1	4
410	на всех	1	4
411	наконец в	3	4
412	на основе	4	4
413	и ее	8	4
414	отношение к	14	4
415	и о	3	4
416	в области	6	4
417	или точнее	2	4
418	более того	9	4
419	от него	3	3
420	в центре	4	3
421	человеческой жизни	3	3
422	с героем	1	3
423	рассказ о	2	3
424	к этой	3	3
425	с этой	1	3
426	тем как	1	3
427	и был	1	3
428	одному из	2	3
429	в виду	3	3
430	у пушкина	1	3
431	всякое высказывание	2	3
432	и с	10	3
433	в жизни	14	3
434	и внутренне	1	3
435	в момент	1	3
436	в такой	1	3
437	вопрос о	1	3
438	целого романа	1	3
439	раз и	2	3
440	соответствии со	1	3
441	на самом	2	3
442	это было	3	3
443	и той	4	3
444	одной и	1	3
445	художественного видения	2	3
446	от своей	2	3
447	и далее	1	3
448	дистанция между	1	3
449	как на	1	3
450	автор как	1	3
451	что все	3	3
452	в зависимости	3	3
453	и внешней	1	3
454	тут же	1	3
455	всего в	1	3
456	на почве	1	3
457	жанровой традиции	8	3
458	должно быть	4	3
459	связи с	1	3
460	от автора	2	3
461	в связи	2	3
462	опираются на	2	3
463	человек в	2	3
464	так сказать	8	3
465	между собой	1	3
466	и героем	1	3
467	частной жизни	1	3
468	но к	4	3
469	он сам	5	3
470	а для	2	3
471	не был	3	3
472	только во	1	3
473	остается в	2	3
474	здесь как	3	3
475	включает в	1	3
476	в рассказе	2	3
477	речи и	3	3
478	его художественной	1	3
479	в тех	2	3
480	и тот	4	3
481	диалогическим углом	1	3
482	слова как	1	3
483	во время	1	3
484	всех этих	2	3
485	случае это	1	3
486	в сюжете	3	3
487	нам кажется	4	3
488	в одну	1	3
489	один голос	1	3
490	его из	1	3
491	например в	8	3
492	тогда когда	1	3
493	на первом	1	3
494	что они	2	3
495	и романа	2	3
496	в наиболее	1	3
497	первых двух	1	3
498	поэтому в	1	3
499	себе не	1	3
500	можно было	2	3
501	быть сведено	1	3
502	сами по	1	3
503	сюжета и	2	3
504	до этого	1	3
505	смысла и	1	3
506	заключается в	1	3
507	претендует на	1	3
508	никто не	1	3
509	своего предмета	1	3
510	о котором	1	3
511	зависимости от	3	3
512	на каждом	1	3
513	во сне	7	3
514	в словах	2	3
515	человека и	10	3
516	двуголосое слово	2	3
517	языка и	1	3
518	своей собственной	1	3
519	и заключается	2	3
520	авторской позиции	3	3
521	из его	1	3
522	для нее	1	3
523	и больше	1	3
524	художественной литературы	2	3
525	в обоих	1	3
526	героя в	2	3
527	впервые в	3	3
528	она может	1	3
529	с людьми	1	3
530	мог бы	1	3
531	утрачивает свою	2	3
532	к миру	2	3
533	на этот	1	3
534	смерть и	2	3
535	так как	12	3
536	они не	5	3
537	за собою	1	3
538	том числе	15	3
539	себя самого	3	3
540	где он	1	3
541	видеть в	1	3
542	указание на	1	3
543	же не	2	3
544	дело в	3	3
545	ведь это	2	3
546	но с	2	3
547	в таких	1	3
548	а о	1	3
549	который как	1	3
550	а то	1	3
551	о жизни	1	3
552	и без	4	3
553	мира и	3	3
554	к своему	4	3
555	один и	1	3
556	этих двух	5	3
557	ко всему	1	3
558	может иметь	1	3
559	только к	1	3
560	она не	4	3
561	также и	5	3
562	в ней	8	3
563	но он	3	3
564	независимо от	1	3
565	мы должны	4	3
566	и может	1	3
567	на меня	1	3
568	его речи	1	3
569	человека с	3	3
570	этих случаях	1	3
571	двуголосого слова	1	3
572	же самое	1	3
573	которые в	3	3
574	когда он	2	3
575	может показаться	1	3
576	слова в	3	3
577	жизни и	13	3
578	все еще	3	3
579	на то	2	3
580	для этого	2	3
581	другого сознания	1	3
582	и наконец	4	3
583	не к	3	3
584	еще раз	6	2
585	и мира	1	2
586	времени как	1	2
587	отношения не	1	2
588	еще более	6	2
589	в применении	1	2
590	тому что	1	2
591	и героя	1	2
592	тем или	1	2
593	в разных	4	2
594	или нет	1	2
595	не вызывает	1	2
596	не являются	1	2
597	или иному	1	2
598	далее в	1	2
599	до последнего	1	2
600	не бывает	1	2
601	из многочисленных	1	2
602	с первой	2	2
603	языковых стилей	2	2
604	среди других	2	2
605	от них	2	2
606	ко всем	2	2
607	встречается в	1	2
608	более или	3	2
609	до полного	1	2
610	жизнь в	4	2
611	мы и	4	2
612	дурака и	1	2
613	она по	1	2
614	к другим	4	2
615	отношением к	1	2
616	без учета	1	2
617	их в	3	2
618	обоих случаях	1	2
619	о судьбе	1	2
620	в одно	1	2
621	не вполне	1	2
622	собой не	1	2
623	и слово	2	2
624	свою собственную	1	2
625	не его	1	2
626	широком смысле	3	2
627	но мы	1	2
628	культуры в	1	2
629	так например	2	2
630	следует подчеркнуть	1	2
631	могут оказаться	2	2
632	в речь	1	2
633	дело и	2	2
634	а лишь	2	2
635	для автора	1	2
636	на этой	2	2
637	применении к	1	2
638	языка в	1	2
639	своей природе	4	2
640	определенных языковых	1	2
641	других а	1	2
642	всех последующих	1	2
643	и смерть	1	2
644	во многих	2	2
645	войти в	3	2
646	существенное значение	3	2
647	этой сцены	3	2
648	смерти и	4	2
649	но они	5	2
650	а между	3	2
651	уже и	1	2
652	углом зрения	4	2
653	так же	4	2
654	в карты	1	2
655	от лица	1	2
656	всегда и	3	2
657	и себя	1	2
658	и остается	1	2
659	к ним	5	2
660	отношений и	1	2
661	на могиле	1	2
662	в споре	1	2
663	противопоставлены в	1	2
664	с этими	1	2
665	как от	1	2
666	отношения в	1	2
667	сих пор	8	2
668	во всей	5	2
669	стилей социальных	1	2
670	жизни не	2	2
671	что именно	2	2
672	и всякого	1	2
673	друг с	6	2
674	в отдельных	1	2
675	в системе	1	2
676	не просто	1	2
677	они могут	3	2
678	и иной	1	2
679	характерно что	3	2
680	это своего	2	2
681	но сама	1	2
682	или иным	1	2
683	этих моментов	1	2
684	не возникает	1	2
685	ее и	1	2
686	мы видим	2	2
687	на протяжении	5	2
688	к их	1	2
689	от его	1	2
690	героев в	1	2
691	сознания с	1	2
692	в драме	1	2
693	время и	3	2
694	к себе	8	2
695	получает в	1	2
696	осмеяние и	1	2
697	том под	1	2
698	целого а	1	2
699	что при	1	2
700	не должна	2	2
701	бытия и	5	2
702	мы можем	9	2
703	там и	2	2
704	исторической поэтики	4	2
705	под каким	1	2
706	как его	2	2
707	человек и	2	2
708	но ведь	3	2
709	учение о	1	2
710	по одному	2	2
711	с изображением	1	2
712	одном из	1	2
713	зрения и	2	2
714	побуждает его	1	2
715	о которых	2	2
716	а только	2	2
717	например как	2	2
718	могло бы	3	2
719	сопоставлены или	1	2
720	на которую	1	2
721	не имея	1	2
722	произведения со	1	2
723	сознания а	1	2
724	что даже	1	2
725	не одного	2	2
726	к любой	1	2
727	он ничего	1	2
728	не могу	3	2
729	определенным образом	1	2
730	не тот	1	2
731	самом наличии	1	2
732	человека как	1	2
733	здесь мы	3	2
734	логическое отношение	1	2
735	вообще не	1	2
736	одно и	1	2
737	они сопоставлены	1	2
738	и та	1	2
739	других людей	2	2
740	в форме	6	2
741	этот вопрос	3	2
742	никогда в	1	2
743	выходят за	2	2
744	оно и	2	2
745	только с	3	2
746	вера в	1	2
747	и др	18	2
748	подход к	1	2
749	обратимся к	1	2
750	в доме	1	2
751	пушкина в	1	2
752	что может	1	2
753	мы будем	3	2
754	своего героя	1	2
755	если они	1	2
756	в мировой	1	2
757	события в	1	2
758	для чего	1	2
759	имеет свою	1	2
760	бы я	1	2
761	в пространстве	1	2
762	и сами	1	2
763	себе самом	2	2
764	мире и	2	2
765	до сих	8	2
766	вступить в	2	2
767	та же	1	2
768	за ним	1	2
769	и конечно	2	2
770	и должны	1	2
771	характерно и	1	2
772	своего собственного	1	2
773	это особый	1	2
774	и при	2	2
775	социальных диалектов	2	2
776	что это	2	2
777	эту жизнь	1	2
778	о которой	1	2
779	к читателю	1	2
780	со всеми	8	2
781	все его	3	2
782	творчества и	1	2
783	должен был	1	2
784	с этого	1	2
785	рассказчиком в	1	2
786	о самом	1	2
787	или противопоставлены	1	2
788	даже не	1	2
789	в процессе	4	2
790	молодого человека	1	2
791	не такое	1	2
792	не имеет	1	2
793	смерть в	2	2
794	есть на	1	2
795	в стихах	1	2
796	всей своей	2	2
797	нет ничего	3	2
798	истории не	1	2
799	в диалог	2	2
800	тяготеет к	1	2
801	да еще	2	2
802	на это	1	2
803	время в	2	2
804	которого до	1	2
805	ни был	1	2
806	в которую	1	2
807	литературном произведении	1	2
808	слов и	1	2
809	но сам	1	2
810	как если	1	2
811	без другого	2	2
812	в мир	1	2
813	жанровая ситуация	1	2
814	было и	1	2
815	но без	1	2
816	жизни здесь	1	2
817	автора в	2	2
818	то у	1	2
819	к третьему	1	2
820	однако к	1	2
821	и стал	2	2
822	не для	1	2
823	своей жизни	3	2
824	тем же	1	2
825	начиная с	4	2
826	произведения и	1	2
827	с нею	1	2
828	он может	2	2
829	который по	1	2
830	текста при	1	2
831	но если	4	2
832	достаточно напомнить	1	2
833	высказывания то	1	2
834	в самой	2	2
835	который и	1	2
836	в дальнейшем	8	2
837	литературе нового	2	2
838	или к	2	2
839	значение в	4	2
840	для художественного	1	2
841	и вот	1	2
842	в художественной	1	2
843	внутреннее пространство	4	2
844	обе эти	3	2
845	не будем	4	2
846	он как	2	2
847	что с	1	2
848	знаю что	1	2
849	одновременно и	5	2
850	у нас	2	2
851	другого но	1	2
852	чужих слов	2	2
853	смысле этого	3	2
854	слова не	2	2
855	все равно	6	2
856	раз в	2	2
857	затем и	1	2
858	что ни	1	2
859	образом в	2	2
860	углом они	1	2
861	но эта	2	2
862	это еще	2	2
863	по существу	7	2
864	в литературу	5	2
865	к месту	1	2
866	и носит	1	2
867	других в	2	2
868	это рассуждение	1	2
869	перед собой	1	2
870	на все	4	2
871	не столь	1	2
872	бы дать	1	2
873	с другом	6	2
874	или менее	3	2
875	раз во	1	2
876	в одной	4	2
877	связаны с	3	2
878	а на	2	2
879	к одному	2	2
880	пушкина не	1	2
881	и тех	1	2
882	каким диалогическим	1	2
883	там где	3	2
884	как человек	2	2
885	нет и	3	2
886	позволяет говорить	1	2
887	в центральной	1	2
888	но всегда	1	2
889	от всех	2	2
890	это была	2	2
891	быть ни	2	2
892	кажется не	1	2
893	но дело	1	2
894	стало быть	1	2
895	в большинстве	9	2
896	прежде чем	2	2
897	чего она	1	2
898	наиболее существенные	1	2
899	а скорее	1	2
900	в литературном	1	2
901	бы он	1	2
902	не можем	1	2
903	жанры как	2	2
904	благословение и	1	2
905	наличии определенных	1	2
906	и прежде	6	2
907	по законам	1	2
908	себе самому	7	2
909	при изучении	1	2
910	все более	2	2
911	хотя он	1	2
912	и ту	2	2
913	событий и	2	2
914	всегда говорит	1	2
915	мы наблюдаем	4	1
916	что было	2	1
917	с которыми	1	1
918	мы обратимся	1	1
919	последней смысловой	1	1
920	с помощью	4	1
921	иной форме	1	1
922	к действительности	3	1
923	и другие	14	1
924	пределах одного	6	1
925	оно стремится	1	1
926	в душе	1	1
927	это тот	1	1
928	себе внимание	1	1
929	уж не	1	1
930	к словесному	1	1
931	со второй	1	1
932	отношении произведений	1	1
933	же и	1	1
934	этот эпизод	1	1
935	как носитель	1	1
936	прямо на	2	1
937	которому оно	1	1
938	целого не	1	1
939	все люди	1	1
940	некоторой степени	1	1
941	в конкретное	1	1
942	например он	1	1
943	или по	3	1
944	относительность всего	1	1
945	а у	2	1
946	реальной жизни	1	1
947	он видит	1	1
948	с эпохи	1	1
949	для более	2	1
950	в большей	5	1
951	хочу и	1	1
952	мысли и	2	1
953	жить и	4	1
954	к обновлению	1	1
955	сторона этой	1	1
956	героев и	1	1
957	язык как	1	1
958	смехом и	1	1
959	например с	1	1
960	форма его	1	1
961	в общей	1	1
962	самом же	2	1
963	этого двуголосого	1	1
964	жанрового канона	1	1
965	дается в	1	1
966	своему собственному	1	1
967	близки к	2	1
968	в различных	1	1
969	игре и	1	1
970	но автор	2	1
971	сторон и	1	1
972	по мере	3	1
973	предметно-смысловым содержанием	1	1
974	с собой	1	1
975	историка литературы	1	1
976	о карнавальном	1	1
977	речь его	1	1
978	определяется и	1	1
979	социально определенный	1	1
980	в средневековой	2	1
981	границы между	1	1
982	в предыдущей	1	1
983	положения в	3	1
984	близкого человека	1	1
985	в драматическом	1	1
986	или во	1	1
987	как образ	1	1
988	философская сказка	2	1
989	каждое новое	1	1
990	не речевой	1	1
991	ведь я	1	1
992	на свой	2	1
993	под углом	3	1
994	но все	1	1
995	путь через	1	1
996	элементы в	2	1
997	равно как	1	1
998	мысли как	1	1
999	все моменты	1	1
1000	и общечеловеческой	1	1
1001	из самых	3	1
1002	как событие	1	1
1003	все названные	1	1
1004	с высоты	3	1
1005	смех это	2	1
1006	принадлежат к	1	1
1007	вся его	1	1
1008	их поступки	1	1
1009	развития но	2	1
1010	дмитрий карамазов	1	1
1011	его на	1	1
1012	бы стать	1	1
1013	целое и	1	1
1014	его по	2	1
1015	единого и	2	1
1016	литературные жанры	1	1
1017	нам уже	3	1
1018	мысли о	3	1
1019	подлинный смысл	1	1
1020	диалога в	2	1
1021	область истории	1	1
1022	все другие	1	1
1023	другой жизни	1	1
1024	обладает и	1	1
1025	почти все	1	1
1026	и диалог	1	1
1027	к своим	1	1
1028	правом на	1	1
1029	жанровой формы	1	1
1030	в письме	1	1
1031	и из	3	1
1032	свой смысл	1	1
1033	в записках	1	1
1034	всякого рода	3	1
1035	а вместе	1	1
1036	в брак	1	1
1037	к отношениям	1	1
1038	до пределов	1	1
1039	литературы в	4	1
1040	собою не	2	1
1041	ситуации в	1	1
1042	художественной концепции	1	1
1043	и отчасти	2	1
1044	во все	5	1
1045	уже давно	1	1
1046	и жизнь	2	1
1047	моменты и	1	1
1048	знаем о	1	1
1049	конечно далеко	1	1
1050	и такие	1	1
1051	на части	2	1
1052	отвечая на	1	1
1053	даже отчасти	1	1
1054	перед его	2	1
1055	мы увидим	1	1
1056	сводятся к	1	1
1057	диалог как	2	1
1058	убедиться в	1	1
1059	мере не	1	1
1060	независимых от	1	1
1061	и позволяют	1	1
1062	определяющее значение	1	1
1063	должна быть	1	1
1064	из жизни	1	1
1065	сохраняется и	2	1
1066	начале рассказа	1	1
1067	и другой	4	1
1068	оно как	1	1
1069	не произведения	1	1
1070	смысле слова	2	1
1071	особое место	2	1
1072	и формы	2	1
1073	что люди	1	1
1074	служить как	1	1
1075	не исключает	2	1
1076	не об	1	1
1077	с верой	1	1
1078	этой повести	1	1
1079	порог и	1	1
1080	и взаимное	1	1
1081	в эпосе	1	1
1082	творческую волю	1	1
1083	и сюжет	1	1
1084	всей силы	1	1
1085	здесь двуголосое	1	1
1086	и внутренней	2	1
1087	на практике	1	1
1088	отметить что	3	1
1089	до того	1	1
1090	время их	1	1
1091	здесь несколько	1	1
1092	всего этого	4	1
1093	продолжает жить	2	1
1094	второй половины	2	1
1095	сцепление всех	1	1
1096	ничего что	1	1
1097	герой приобщается	1	1
1098	художественном творчестве	1	1
1099	ни одного	1	1
1100	принадлежащих к	1	1
1101	прозы в	2	1
1102	чужой голос	3	1
1103	и еще	2	1
1104	вернуться к	1	1
1105	и будем	1	1
1106	него не	1	1
1107	как для	1	1
1108	подошли к	1	1
1109	в основу	1	1
1110	языка как	1	1
1111	менять свою	1	1
1112	слово не	1	1
1113	диалогический угол	1	1
1114	слова их	1	1
1115	и трагической	2	1
1116	это особая	1	1
1117	взаимоотношений человека	1	1
1118	все время	2	1
1119	иным как	1	1
1120	из самой	1	1
1121	оружия и	1	1
1122	новый модус	1	1
1123	к этим	1	1
1124	по которой	1	1
1125	слова без	1	1
1126	головой все	1	1
1127	своей сущности	1	1
1128	бы определить	1	1
1129	о ней	1	1
1130	жанра в	3	1
1131	людей в	2	1
1132	своего развития	3	1
1133	того о	1	1
1134	и существеннее	1	1
1135	и некоторой	1	1
1136	контакт между	1	1
1137	и весь	1	1
1138	других как	1	1
1139	в самую	1	1
1140	при котором	1	1
1141	характер он	1	1
1142	замысла в	1	1
1143	влияние на	14	1
1144	и автор	1	1
1145	романа начинается	1	1
1146	одном слове	1	1
1147	явления как	1	1
1148	она и	1	1
1149	нельзя сказать	2	1
1150	после того	1	1
1151	места из	1	1
1152	жизни так	1	1
1153	указать на	1	1
1154	она в	1	1
1155	есть у	1	1
1156	нашей работы	3	1
1157	что я	2	1
1158	что уже	2	1
1159	что сама	1	1
1160	напротив в	1	1
1161	может редуцироваться	1	1
1162	имеется и	1	1
1163	ивана карамазова	4	1
1164	какие могут	1	1
1165	подчеркнуть что	4	1
1166	нести в	1	1
1167	между элементами	2	1
1168	и художественно	1	1
1169	чем у	1	1
1170	и сама	1	1
1171	желал бы	1	1
1172	фамильярный контакт	3	1
1173	человек как	1	1
1174	они в	1	1
1175	которая уже	1	1
1176	что жанр	1	1
1177	жизнь мою	1	1
1178	это слово	1	1
1179	в европейской	2	1
1180	ярко выраженный	2	1
1181	наше внимание	1	1
1182	диалог и	2	1
1183	распространяется на	1	1
1184	отношение так	1	1
1185	первая часть	1	1
1186	и вступает	1	1
1187	была известна	1	1
1188	преломление авторского	1	1
1189	в несколько	2	1
1190	живет и	1	1
1191	от тех	1	1
1192	а за	2	1
1193	ли мы	1	1
1194	и отношения	1	1
1195	и позволяет	1	1
1196	установки и	1	1
1197	самом его	1	1
1198	героя с	1	1
1199	pro et	1	1
1200	наиболее отчетливо	1	1
1201	художественным осмыслением	1	1
1202	вне высказывания	1	1
1203	дальнейшем мы	1	1
1204	этого я	2	1
1205	или хотя	1	1
1206	само является	1	1
1207	менее он	1	1
1208	карнавале все	1	1
1209	в ожидании	1	1
1210	между этими	2	1
1211	в последних	2	1
1212	смысле и	3	1
1213	жанров в	1	1
1214	характер и	1	1
1215	литературе и	1	1
1216	в последние	1	1
1217	же оно	1	1
1218	же при	1	1
1219	слово здесь	3	1
1220	оба этих	3	1
1221	себя как	2	1
1222	же как	1	1
1223	на земле	14	1
1224	большинстве случаев	9	1
1225	рядом с	2	1
1226	чем иным	1	1
1227	позиции как	2	1
1228	и вместе	1	1
1229	в пределы	1	1
1230	сознания как	1	1
1231	свою внешнюю	1	1
1232	от этого	1	1
1233	его жизни	2	1
1234	слово в	5	1
1235	предполагает что	1	1
1236	лишь для	1	1
1237	говорилось о	1	1
1238	это дано	1	1
1239	нечто смешное	1	1
1240	романе в	1	1
1241	себе и	2	1
1242	точек зрения	1	1
1243	к мысли	1	1
1244	достигает своего	1	1
1245	на границе	4	1
1246	из одного	2	1
1247	делает его	1	1
1248	собою и	2	1
1249	и у	8	1
1250	что их	1	1
1251	такова например	2	1
1252	действительности и	2	1
1253	человека а	1	1
1254	и крайне	1	1
1255	литературу в	1	1
1256	и мир	1	1
1257	всей их	2	1
1258	есть предполагает	1	1
1259	точкой зрения	1	1
1260	внешней и	2	1
1261	ему известную	1	1
1262	довольно много	1	1
1263	единственный раз	1	1
1264	это вполне	1	1
1265	если оно	3	1
1266	к литературе	1	1
1267	более на	1	1
1268	и понимает	3	1
1269	в целях	1	1
1270	т.п все	2	1
1271	человека он	1	1
1272	до нас	3	1
1273	к роману	1	1
1274	очень часто	4	1
1275	опыт и	1	1
1276	раз что	2	1
1277	все остальные	2	1
1278	близко к	1	1
1279	способствует и	1	1
1280	т.п и	1	1
1281	князя с	1	1
1282	и третья	1	1
1283	возникающие на	1	1
1284	для теории	1	1
1285	рожденного от	1	1
1286	отношение между	1	1
1287	характерны для	5	1
1288	человека который	1	1
1289	эстетическое отношение	1	1
1290	и соответствующего	1	1
1291	именно потому	1	1
1292	здесь на	3	1
1293	как объект	1	1
