N	2gram	Propp_Isto	SlovoVZh
309	он находится	1	1
310	к общему	1	1
311	во многих	2	1
312	для всего	1	1
313	что это	4	1
314	обычно не	1	1
315	отношении он	1	1
316	хотя и	4	1
317	из особенностей	1	1
318	нами случае	1	1
319	это уже	3	1
320	эта же	1	1
321	о чем	1	1
322	мы должны	9	1
323	в согласии	1	1
324	на другое	1	1
325	в ее	1	1
326	это по	1	1
327	и тем	2	1
328	в руках	1	1
329	или просто	2	1
330	от социального	1	1
331	группы тем	1	1
332	и во-вторых	1	1
333	один шаг	1	1
334	бы только	1	1
335	в частности	6	1
336	говорит о	1	1
337	для нее	2	1
338	здесь на	3	1
339	не как	1	1
340	увидим что	2	1
341	эта сторона	2	1
342	в особых	1	1
343	за ее	1	1
344	должны быть	1	1
345	в качестве	4	1
346	и некоторые	3	1
347	есть форма	1	1
348	вступает в	4	1
349	одна сторона	1	1
350	не хочет	3	1
351	то мы	3	1
352	в науке	1	1
353	пор не	1	1
354	самом же	1	1
355	далее мы	1	1
356	в одном	9	1
357	в области	1	1
358	одно из	2	1
359	лет и	1	1
360	у нас	7	1
361	на которой	3	1
362	что каждый	1	1
363	можно было	3	1
364	которая только	1	1
365	в приведенном	1	1
366	и делает	1	1
367	другой ничего	1	1
368	кто не	1	1
369	же не	2	1
370	и это	5	1
371	здесь конечно	1	1
372	же он	3	1
373	ни одной	3	1
374	как нечто	3	1
375	характерной чертой	1	1
376	сводится к	1	1
377	для них	3	1
378	по мере	2	1
379	с ней	6	1
380	подобно тому	3	1
381	и тот	3	1
382	далеко не	3	1
383	только то	1	1
384	в современной	2	1
385	и которые	1	1
386	уже и	1	1
387	не вполне	7	1
388	явление но	1	1
389	у него	4	1
390	так не	1	1
391	не на	2	1
392	миру и	1	1
393	все равно	3	1
394	дела с	1	1
395	находят себе	1	1
396	по мнению	1	1
397	не существует	1	1
398	при помощи	11	1
399	в виде	2	1
400	к которой	1	1
401	свою связь	2	1
402	там же	2	1
403	в обоих	1	1
404	совершенно ясно	2	1
405	входят в	1	1
406	здесь имеет	1	1
407	у нее	4	1
408	гораздо чаще	1	1
409	самого начала	1	1
410	еще один	1	1
411	в большинстве	2	1
412	свою очередь	1	1
413	мы здесь	7	1
414	не было	2	1
415	когда мы	1	1
416	и вступает	1	1
417	связи с	9	1
418	связанных с	4	1
419	сами по	1	1
420	материал для	1	1
421	он имеет	1	1
422	двух людей	1	1
423	и остается	1	1
424	здесь мы	6	1
425	с ее	2	1
426	время как	2	1
427	того кто	1	1
428	мы понимаем	1	1
429	было бы	5	1
430	это же	1	1
431	не знает	2	1
432	к тому	9	1
433	люди не	1	1
434	в свои	1	1
435	они слишком	1	1
436	и можно	1	1
437	из нее	1	1
438	что здесь	8	1
439	равно как	3	1
440	героя с	3	1
441	ним в	1	1
442	для историка	1	1
443	на передний	1	1
444	как мы	11	1
445	не находят	1	1
446	это мы	2	1
447	которой можно	1	1
448	что она	8	1
449	и о	2	1
450	на который	1	1
451	показать что	1	1
452	и тому	1	1
453	всегда лежит	1	1
454	всегда имеет	1	1
455	следующее а	1	1
456	и вне	1	1
457	где они	2	1
458	на одну	2	1
459	или о	1	1
460	известна и	1	1
461	и эта	1	1
462	найти в	1	1
463	наряду с	4	1
464	но есть	3	1
465	и во	1	1
466	именно в	1	1
467	роль он	1	1
468	для слушателя	1	1
469	передний план	1	1
470	только одна	3	1
471	уже на	3	1
472	они должны	1	1
473	то время	2	1
474	но эта	2	1
475	она находит	1	1
476	с большим	5	1
477	мы это	2	1
478	не можем	2	1
479	в таком	1	1
480	но прежде	1	1
481	из трех	3	1
482	предмет или	1	1
483	следующим образом	3	1
484	творец и	1	1
485	например в	3	1
486	что я	2	1
487	тот же	2	1
488	за пределами	1	1
489	к которому	6	1
490	эти вопросы	1	1
491	имеем дело	1	1
492	человек и	1	1
493	с которой	1	1
494	нигде не	1	1
495	как о	1	1
496	то она	2	1
497	столь же	1	1
498	и она	5	1
499	оказывать свое	1	1
500	берет на	2	1
501	же как	8	1
502	или даже	1	1
503	а уж	1	1
504	исходит из	1	1
505	в порядке	1	1
506	из его	2	1
507	и прежде	1	1
508	ей в	1	1
509	союз с	1	1
510	эту роль	1	1
511	как будто	2	1
512	что именно	1	1
513	есть только	4	1
514	и всякого	1	1
515	но если	2	1
516	они не	4	1
517	при таком	1	1
518	характер этих	2	1
519	них и	1	1
520	на себя	5	1
521	от его	1	1
522	и только	6	1
523	если этот	1	1
524	и героем	1	1
525	по своей	1	1
526	именно эта	1	1
527	полагать что	1	1
528	здесь же	1	1
529	друг друга	6	1
530	но самый	1	1
531	в эти	1	1
532	но уже	1	1
533	для этой	1	1
534	важный для	1	1
535	к вопросу	1	1
536	для этого	1	1
537	так если	1	1
538	не из	1	1
539	если она	1	1
540	себе и	2	1
541	чтобы убедиться	1	1
542	и обратно	1	1
543	в особом	3	1
544	легче всего	1	1
545	не всегда	7	1
546	конфликт со	2	1
547	мы еще	3	1
548	является то	1	1
549	из этой	2	1
550	в одной	4	1
551	в целом	4	1
552	нам кажется	1	1
553	ничего общего	1	1
554	в лице	2	1
555	себя в	2	1
556	и становится	2	1
557	в который	1	1
558	вовсе не	3	1
559	другого и	1	1
560	есть выражение	1	1
561	не то	2	1
562	на эту	1	1
563	тем более	1	1
564	свой смысл	1	1
565	мы видели	18	1
566	перед нами	4	1
567	бы это	1	1
568	же мы	2	1
569	всяком случае	2	1
570	лицо и	2	1
571	которые в	1	1
572	пределах этого	1	1
573	только для	1	1
574	на них	2	1
575	можно только	3	1
576	тенденция к	1	1
577	с этих	1	1
