N	2gram	Bakhtin_Pr	KFilosof
269	тот же	4	3
270	и тем	2	3
271	ничего не	8	3
272	в единство	8	3
273	или иным	1	2
274	были бы	5	2
275	бы то	3	2
276	как к	3	2
277	и эти	1	2
278	один из	4	2
279	бы он	3	2
280	и отсюда	1	2
281	мысль как	2	2
282	можно ли	1	2
283	чтобы быть	2	2
284	и того	1	2
285	других для	1	2
286	его с	2	2
287	что значит	2	2
288	единство бытия	2	2
289	оценки и	2	2
290	смысле в	1	2
291	еще более	1	2
292	конечно в	2	2
293	тому что	3	2
294	бытия не	1	2
295	есть его	1	2
296	герой и	1	2
297	мысль не	3	2
298	нее в	2	2
299	как содержательное	1	2
300	это уже	1	2
301	и единый	1	2
302	будет ли	1	2
303	тем не	1	2
304	так и	13	2
305	отсюда следует	1	2
306	жить и	1	2
307	из которых	3	2
308	этот мир	3	2
309	и то	1	2
310	и за	1	2
311	в качестве	1	2
312	свое единственное	1	2
313	и принципиально	1	2
314	смысл лишь	1	2
315	нами в	5	2
316	и когда	1	2
317	и само	2	2
318	бытии и	1	2
319	по себе	13	2
320	в виде	1	2
321	все остальное	2	2
322	со всеми	1	2
323	оно не	2	2
324	не потому	4	2
325	если не	2	2
326	отказаться от	1	2
327	он может	4	2
328	не о	3	2
329	ни одна	2	2
330	и навсегда	2	2
331	всех его	1	2
332	сознания не	3	2
333	в сознании	4	2
334	что за	1	2
335	дело в	1	2
336	подхода к	2	2
337	в мир	4	2
338	и эта	3	2
339	дело здесь	1	2
340	не следует	1	2
341	в процессе	4	2
342	в жизни	7	2
343	смысле и	1	2
344	не остается	1	2
345	и должен	1	2
346	человек и	2	2
347	его на	2	2
348	и как	10	2
349	т.е что	1	2
350	лишь с	1	2
351	весь мир	1	2
352	что он	16	2
353	и она	1	2
354	и именно	1	2
355	себя как	5	2
356	есть именно	1	2
357	первом плане	1	2
358	как в	10	2
359	на первом	2	2
360	сознания как	1	2
361	где она	2	2
362	от этого	2	2
363	есть на	1	2
364	в событие	1	2
365	это было	3	2
366	вследствие этого	2	2
367	и смысловой	1	2
368	своих границах	1	2
369	ничего общего	1	2
370	жизни является	1	2
371	а для	1	2
372	не способна	2	2
373	и смерти	7	2
374	другого это	1	2
375	можно и	1	2
376	жизнь и	3	2
377	или как	5	2
378	сознание но	1	2
379	вошли в	1	2
380	все они	4	2
381	и мир	4	2
382	этого слова	3	2
383	действительности в	1	2
384	к этому	6	2
385	и потому	9	2
386	его и	4	2
387	может иметь	1	2
388	видения и	10	2
389	ведь это	3	2
390	а с	4	2
391	в данном	3	2
392	и других	8	2
393	он ни	2	2
394	вопрос о	4	2
395	ни у	1	2
396	которой он	1	2
397	раз и	4	2
398	как предмета	1	2
399	она не	9	2
400	существенно что	1	2
401	потому что	20	2
402	видит и	5	2
403	единства в	1	2
404	того чтобы	5	2
405	то ни	3	2
406	совсем не	1	2
407	быть не	1	2
408	котором я	1	2
409	к себе	2	2
410	готовое и	1	2
411	кажется что	4	2
412	активности в	1	2
413	из самого	2	2
414	не будет	1	2
415	именно на	2	2
416	а по	1	2
417	знает и	2	2
418	говорить о	3	2
419	свою жизнь	2	2
420	что эта	1	2
421	для этого	4	2
422	отношении к	3	2
423	всех других	1	2
424	не из	3	2
425	же время	10	2
426	к которой	1	2
427	ее до	1	2
428	думать что	1	2
429	только это	1	2
430	всей его	2	2
431	и всех	2	2
432	пространства и	1	2
433	это только	1	2
434	и будущее	1	2
435	имеем в	2	2
436	в этой	5	2
437	он и	9	2
438	но ни	1	2
439	него и	1	2
440	героя это	1	2
441	есть действительно	1	2
442	но есть	2	2
443	ибо нет	1	2
444	ее как	3	2
445	все остальные	1	2
446	при условии	1	2
447	было дано	1	2
448	что только	1	2
449	слова в	4	2
450	абстрактный момент	1	2
451	или иной	3	2
452	бы оно	1	2
453	с его	14	2
454	значимость и	2	2
455	автора как	3	2
456	в области	3	2
457	его к	4	2
458	как предмет	3	2
459	а как	8	2
460	человек не	1	2
461	дан в	1	2
462	содержания но	1	2
463	ни был	2	2
464	себе как	1	2
465	с ее	5	2
466	к содержанию	1	2
467	смысловое единство	1	2
468	сознания в	2	2
469	и ее	5	2
470	едва ли	1	2
471	одного и	2	2
472	другого и	1	2
473	познания в	1	2
474	вся эта	1	2
475	гораздо более	1	2
476	себе а	1	2
477	для самого	2	1
478	положений и	1	1
479	подход к	2	1
480	все в	7	1
481	о принципиальной	1	1
482	она сама	1	1
483	мир не	1	1
484	всего в	2	1
485	видения нельзя	1	1
486	в самом	19	1
487	мир все	1	1
488	не дано	1	1
489	и к	5	1
490	мире и	1	1
491	на почве	5	1
492	именно к	2	1
493	целом это	1	1
494	сознаний из	1	1
495	только не	1	1
496	во втором	1	1
497	и завершенными	1	1
498	все что	6	1
499	в содержании	1	1
500	как это	2	1
501	единство его	1	1
502	в единую	1	1
503	образом и	1	1
504	над всяким	1	1
505	мы видим	5	1
506	него как	1	1
507	до сих	3	1
508	в душе	1	1
509	и он	3	1
510	и всякий	1	1
511	различны в	1	1
512	как необходимый	1	1
513	можно говорить	2	1
514	основе его	1	1
515	чисто теоретическим	1	1
516	и мира	1	1
517	сказать в	1	1
518	вне себя	1	1
519	ничем не	2	1
520	так как	11	1
521	как сплошное	1	1
522	мы абстрактно	1	1
523	и ценностно	1	1
524	как таковой	2	1
525	же и	2	1
526	слова я	1	1
527	как с	1	1
528	котором не	1	1
529	единство же	2	1
530	он стремится	4	1
531	объективного и	1	1
532	в план	1	1
533	живого и	1	1
534	и своего	1	1
535	только что	3	1
536	и было	1	1
537	то есть	64	1
538	и свою	2	1
539	но из	1	1
540	сознании в	1	1
541	первом случае	1	1
542	системное единство	1	1
543	переходит в	2	1
544	зависит от	1	1
545	его построения	1	1
546	т.е в	1	1
547	на том	1	1
548	живет в	1	1
549	лица героя	1	1
550	оно могло	1	1
551	на ее	2	1
552	значение для	2	1
553	сознание в	3	1
554	нашей работы	1	1
555	здесь то	2	1
556	смысле слова	1	1
557	он как	4	1
558	учитывает и	1	1
559	и должно	1	1
560	отношения к	4	1
561	она всегда	1	1
562	всякого человека	1	1
563	это лишь	2	1
564	он становится	1	1
565	его содержание	1	1
566	найти и	3	1
567	логических отношений	1	1
568	несмотря на	7	1
569	мысль в	1	1
570	людей но	1	1
571	дана как	2	1
572	другого человека	4	1
573	была бы	5	1
574	этом вся	1	1
575	что мир	1	1
576	события его	1	1
577	со всех	2	1
578	которых он	1	1
579	из всех	1	1
580	то для	1	1
581	и наконец	5	1
582	или с	1	1
583	этой мысли	1	1
584	и куда	1	1
585	в определенных	1	1
586	художественного творчества	3	1
587	него самого	3	1
588	хотя и	1	1
589	его но	2	1
590	же мысль	1	1
591	уже с	1	1
592	ни на	2	1
593	или нет	1	1
594	как раз	9	1
595	его он	1	1
596	определенных условиях	1	1
597	отношение не	1	1
598	в напряженном	2	1
599	в литературе	7	1
600	этих миров	1	1
601	основных моментов	1	1
602	к такому	1	1
603	ее в	2	1
604	и тут	1	1
605	поэтому в	2	1
606	и сама	1	1
607	и одна	1	1
608	и через	2	1
609	видеть в	1	1
610	можно сказать	3	1
611	в человеке	15	1
612	только при	3	1
613	не являются	1	1
614	сознания это	2	1
615	себя я	1	1
616	а есть	3	1
617	одно из	2	1
618	не способны	3	1
619	притом не	1	1
620	в отношении	3	1
621	человеку в	1	1
622	другими и	1	1
623	в единый	1	1
624	нет это	1	1
625	это слово	1	1
626	же не	1	1
627	в результате	6	1
628	здесь в	3	1
629	только за	1	1
630	не от	2	1
631	бытия неизбежно	1	1
632	этот термин	3	1
633	смысле этого	2	1
634	мыслится и	2	1
635	нет никакого	1	1
636	в движение	1	1
637	это очень	4	1
638	события для	1	1
639	иной чем	1	1
640	него нет	3	1
641	функции в	1	1
642	к предмету	1	1
643	все равно	3	1
644	не путем	1	1
645	лежит в	3	1
646	зрения его	1	1
647	слова мы	1	1
648	его действительности	1	1
649	только он	2	1
650	есть а	2	1
651	самого и	1	1
652	не была	1	1
653	самого термина	1	1
654	творчества и	2	1
655	и самая	1	1
656	чем в	3	1
657	него в	2	1
658	поэтому и	3	1
659	не мир	3	1
660	в зависимости	5	1
661	не вытекает	1	1
662	неотделим от	2	1
663	бы только	1	1
664	и даже	4	1
665	к его	1	1
666	имеет смысл	2	1
667	в духе	3	1
668	бы для	1	1
669	но он	3	1
670	ничем меня	1	1
671	образом в	2	1
672	в разные	1	1
673	умирают и	1	1
674	конечно и	5	1
675	всю историю	1	1
676	до этого	1	1
677	в которой	6	1
678	или в	2	1
679	планы и	1	1
680	они даны	1	1
681	другие а	1	1
682	в первом	3	1
683	оно ни	2	1
684	сознание не	2	1
685	именно оно	1	1
686	и с	10	1
687	как этот	1	1
688	от своего	1	1
689	остается и	1	1
690	с ней	1	1
691	и можно	1	1
692	жизнь в	2	1
693	как таковая	1	1
694	и времени	1	1
695	и всякое	1	1
696	здесь вовсе	1	1
697	равно как	1	1
698	становления и	1	1
699	показать что	1	1
700	и социальные	1	1
701	героя весь	1	1
702	сознания его	1	1
703	отличен от	1	1
704	стороны его	3	1
705	еще отчетливее	1	1
706	его конкретного	1	1
707	месте и	2	1
708	отчетливо и	1	1
709	сделать в	1	1
710	контексте его	1	1
711	наличное в	1	1
712	его мире	3	1
713	позицию по	2	1
714	форму и	2	1
715	ее бытия	1	1
716	вложена в	1	1
717	итак ни	1	1
718	в ткань	1	1
719	она является	2	1
720	уже тем	1	1
721	ней в	1	1
722	не делает	1	1
723	всю жизнь	1	1
724	превращается в	4	1
725	дано в	3	1
726	здесь же	1	1
727	философия в	1	1
728	но эту	1	1
729	более что	2	1
730	укоренен в	1	1
731	и понимает	3	1
732	и исторической	1	1
733	есть что	1	1
734	всеми своими	2	1
735	моменты его	1	1
736	тем же	1	1
737	ведь только	2	1
738	и поскольку	1	1
739	характер и	1	1
740	в живом	1	1
741	то все	1	1
742	причастности к	1	1
743	есть поступок	1	1
744	в какой	2	1
745	это дело	1	1
746	личная жизнь	1	1
747	как не	9	1
748	сознания нельзя	1	1
749	может стать	1	1
750	их в	8	1
751	быть понято	1	1
752	если и	2	1
753	возникает лишь	1	1
754	а именно	4	1
755	большинстве случаев	3	1
756	эту особенность	3	1
757	как другого	1	1
758	но мир	1	1
759	и так	1	1
760	не теряя	1	1
761	вместе с	2	1
762	не существенно	2	1
763	на этом	1	1
764	в этих	5	1
765	есть только	5	1
766	предмет видения	1	1
767	противном случае	1	1
768	для решения	1	1
769	живет не	1	1
770	единство сознания	2	1
771	связи между	1	1
772	движение по	1	1
773	они не	5	1
774	правда не	1	1
775	мы только	1	1
776	его познания	1	1
777	приводит к	4	1
778	тем или	2	1
779	отличается от	3	1
780	представляется нам	2	1
781	действительную жизнь	1	1
782	против друга	2	1
783	как неделимые	1	1
784	в иной	1	1
785	породить не	1	1
786	самого как	1	1
787	по самому	1	1
788	между ними	4	1
789	возможности для	1	1
790	мира нет	1	1
791	героя для	1	1
792	зависимости от	5	1
793	при всех	1	1
794	том смысле	1	1
795	одном кругозоре	1	1
796	но уже	1	1
797	следовательно и	2	1
798	мир и	6	1
799	свою значимость	2	1
800	на его	7	1
801	в известном	1	1
802	для героя	2	1
803	литературе о	3	1
804	к человеку	3	1
805	точек зрения	5	1
806	людьми и	1	1
807	единственный и	1	1
808	а только	3	1
809	не принцип	1	1
810	бы действительно	1	1
811	делает его	1	1
812	об этом	4	1
813	единство и	1	1
814	всего можно	1	1
815	она и	3	1
816	в эту	1	1
817	нем нет	1	1
818	к своеобразному	1	1
819	единый контекст	1	1
820	жизни вообще	1	1
821	и смерть	1	1
822	целого и	1	1
823	к тому	1	1
824	в одной	9	1
825	сих пор	3	1
826	акта и	1	1
827	мысли в	2	1
828	она только	1	1
829	этот процесс	1	1
830	к той	2	1
831	бы ни	1	1
832	смерти и	1	1
833	другом случае	2	1
834	только для	2	1
835	частей и	1	1
836	друг против	2	1
837	с этим	2	1
838	мир дан	1	1
839	в мою	1	1
840	к моему	1	1
841	но его	1	1
842	свой мир	1	1
843	остается в	2	1
844	перестает быть	4	1
845	даже там	2	1
846	во всяком	5	1
847	здесь как	1	1
848	именно как	1	1
849	каком плане	1	1
850	в жизнь	1	1
851	существенный момент	1	1
852	в формальной	1	1
853	эти возможности	1	1
854	категории а	1	1
855	мы можем	3	1
856	не является	2	1
857	нем создает	1	1
858	не существует	1	1
859	но с	4	1
860	только к	1	1
861	если оно	1	1
862	каждая мысль	3	1
863	из первого	1	1
864	жизни а	2	1
865	книге о	1	1
866	здесь существенно	1	1
867	же я	1	1
868	не непосредственно	1	1
869	в действительности	1	1
870	аналогию с	1	1
871	приводит его	3	1
872	не он	2	1
873	как целое	2	1
874	и переживает	1	1
875	как факт	1	1
876	на задний	1	1
877	что мы	2	1
878	героя герой	2	1
879	которую мы	1	1
880	с основной	1	1
881	совершенно иной	1	1
882	жизни при	1	1
883	не имеют	1	1
884	в философии	1	1
885	он его	1	1
886	действительностью становится	1	1
887	как одно	3	1
888	в лучшем	3	1
889	мы уже	4	1
890	всю свою	1	1
891	где есть	1	1
892	истинное суждение	1	1
893	во все	5	1
894	чего нет	1	1
895	помимо его	2	1
896	очень трудная	1	1
897	совпадает с	3	1
898	нет мир	1	1
899	оказалось бы	1	1
900	другими словами	2	1
901	такова концепция	1	1
902	конечно что	3	1
903	ибо ее	1	1
904	только вижу	1	1
905	но при	1	1
906	всяком случае	3	1
907	эти слова	1	1
908	и оценок	1	1
909	остается чисто	1	1
910	замкнутость и	1	1
911	мы его	2	1
912	описание действительной	1	1
913	разобранный нами	1	1
914	он принимает	1	1
915	его активности	1	1
916	его не	2	1
917	ни один	5	1
918	нем в	2	1
919	ему и	1	1
920	полагаю что	1	1
921	так чтобы	3	1
922	вмещается в	1	1
923	есть правда	1	1
924	задает себе	1	1
925	мира на	1	1
926	ту же	1	1
927	но во	1	1
928	какого-нибудь определенного	1	1
929	о возможности	1	1
930	но эти	2	1
931	вся жизнь	1	1
932	другом в	2	1
933	состав и	1	1
934	и затем	1	1
935	у меня	4	1
936	к каждому	1	1
937	и теоретически	1	1
938	и оно	2	1
939	пока я	1	1
940	мир мир	2	1
941	возможны лишь	1	1
942	психологии которая	1	1
943	осмысления и	1	1
944	в этот	2	1
945	и неясно	1	1
946	бы внутренне	1	1
947	мы должны	6	1
948	я а	1	1
949	по поводу	2	1
950	слова и	2	1
951	в искусстве	2	1
952	остается только	1	1
953	и имеет	1	1
954	как свой	2	1
955	и уже	3	1
956	как содержательную	1	1
957	с которой	4	1
958	сознании и	3	1
959	это разные	1	1
960	меня есть	1	1
961	и теперь	1	1
962	ибо действительно	1	1
963	этом условии	1	1
964	можно сделать	1	1
965	ее содержанием	1	1
966	не могло	1	1
967	только на	1	1
968	должны быть	1	1
969	между отдельными	2	1
970	отношении ко	1	1
971	он должен	1	1
972	не с	1	1
973	мир поэтому	1	1
974	все с	1	1
975	нем всех	1	1
976	может служить	1	1
977	за собой	3	1
978	все значимое	2	1
979	находящегося вне	1	1
980	тот мир	1	1
981	и миром	1	1
982	нового времени	4	1
983	всего что	2	1
984	в форме	8	1
985	одной тональности	1	1
986	ним как	1	1
987	же самое	1	1
988	где же	1	1
989	но только	3	1
990	по соображениям	1	1
991	не об	6	1
992	и до	5	1
993	бы иной	1	1
994	его ибо	1	1
995	эти миры	2	1
996	мир а	1	1
997	уже и	2	1
998	в истории	3	1
999	всю полноту	1	1
1000	по своей	1	1
1001	он есть	5	1
1002	его конечно	1	1
1003	в каких	1	1
1004	связать и	1	1
1005	суждение не	1	1
1006	бы там	1	1
1007	над ним	1	1
1008	себе в	1	1
1009	в большинстве	3	1
1010	нуждаются в	1	1
1011	видения мира	1	1
1012	признать что	1	1
1013	через него	1	1
1014	будет и	1	1
1015	вне его	2	1
1016	не совпадает	2	1
1017	его жизнью	1	1
1018	точке зрения	5	1
1019	их и	3	1
1020	еще на	1	1
1021	другой и	1	1
1022	бы по	1	1
1023	не раз	3	1
1024	быть признан	1	1
1025	как из	1	1
1026	в данных	1	1
1027	я это	2	1
1028	задний план	1	1
1029	я в	1	1
1030	не становится	5	1
1031	вообще и	1	1
1032	по всей	1	1
1033	человека его	1	1
1034	которого является	1	1
1035	являются лишь	1	1
1036	к ней	1	1
1037	известном смысле	1	1
1038	не для	1	1
1039	с собою	3	1
1040	к событию	1	1
1041	содержанием и	1	1
1042	следует что	1	1
1043	она может	1	1
1044	к следующему	1	1
1045	и никогда	1	1
1046	в индивидуальном	1	1
1047	своей жизни	2	1
1048	не укоренен	1	1
1049	если мы	1	1
1050	бы его	1	1
1051	возможности такой	1	1
1052	их а	1	1
1053	и во	2	1
1054	той же	7	1
1055	и каждый	1	1
1056	и др	1	1
1057	человеческой жизни	4	1
1058	но прежде	1	1
1059	произведения не	1	1
1060	и полной	1	1
1061	одной из	1	1
1062	ведь если	1	1
1063	что может	2	1
1064	человека как	1	1
1065	в нашем	3	1
1066	случайна и	1	1
1067	значительной степени	1	1
1068	находится в	2	1
1069	согласиться с	1	1
1070	него все	1	1
1071	противоречия и	2	1
1072	ли она	1	1
1073	лучше всего	1	1
1074	в первой	3	1
1075	возможных точек	1	1
1076	не понимая	1	1
1077	теряя своей	1	1
1078	и от	3	1
1079	правду как	1	1
1080	относится к	2	1
1081	что все	5	1
1082	можно конечно	1	1
1083	с которым	1	1
1084	от содержательной	1	1
1085	мы подробно	1	1
1086	к миру	1	1
1087	же в	3	1
1088	мысли как	1	1
1089	что она	6	1
1090	данте и	2	1
1091	в данной	1	1
1092	исходит из	3	1
1093	слово и	1	1
1094	такой же	1	1
1095	и о	5	1
1096	в значительной	1	1
1097	мысли но	1	1
1098	или более	1	1
1099	говорить об	2	1
1100	миг не	1	1
1101	одна из	4	1
1102	что именно	2	1
1103	его чистоте	1	1
1104	она принципиально	1	1
1105	не стоит	1	1
1106	себе самому	3	1
1107	здесь и	2	1
1108	философских построений	1	1
1109	от них	3	1
1110	оно может	2	1
1111	и по	4	1
1112	я люблю	1	1
1113	можно выразить	1	1
1114	в противном	1	1
1115	людей его	1	1
1116	определения как	1	1
1117	он живет	2	1
1118	зрения автора	2	1
1119	действительной причастности	1	1
1120	утверждение и	1	1
1121	это в	3	1
1122	или не	2	1
1123	сама она	1	1
1124	приходится признать	1	1
1125	является только	1	1
1126	жизнь не	1	1
1127	в точке	5	1
1128	и живет	1	1
1129	к этим	2	1
1130	которых слагается	1	1
1131	котором оно	1	1
1132	от ответственности	1	1
1133	друг друга	10	1
1134	один миг	1	1
1135	в мышлении	1	1
1136	лучшем случае	3	1
1137	не вступает	1	1
1138	вступил с	1	1
1139	как если	1	1
1140	и входит	2	1
1141	извне как	1	1
1142	уже вышел	1	1
1143	того же	1	1
1144	на объективное	1	1
1145	человека но	2	1
1146	был не	2	1
1147	конечно только	1	1
1148	бы я	1	1
1149	определение и	1	1
1150	в один	2	1
1151	в трагедии	1	1
1152	час и	1	1
1153	само по	4	1
1154	жизни не	1	1
1155	поэтому он	1	1
1156	и единого	1	1
1157	мира его	1	1
1158	если это	1	1
1159	не можем	1	1
1160	может развить	2	1
1161	подойти к	1	1
1162	и т.п	8	1
1163	в чисто	2	1
1164	решения этой	1	1
1165	действительно в	1	1
1166	как мы	10	1
1167	наше время	1	1
1168	мысли и	5	1
1169	и иные	1	1
1170	которому и	1	1
1171	формы и	1	1
1172	лишь по	1	1
1173	не к	1	1
1174	он действительно	1	1
1175	нем но	1	1
1176	возможна только	1	1
1177	а эти	1	1
1178	мире где	1	1
1179	здесь этот	1	1
1180	единство в	1	1
1181	любви и	1	1
1182	может претендовать	1	1
1183	во второй	1	1
1184	можно только	1	1
