N	2gram	Trubetskoy	Marksizm
285	только с	1	4
286	уже в	2	4
287	лишь то	1	4
288	это и	1	4
289	можно сказать	3	4
290	как она	1	4
291	в одной	1	4
292	другими словами	1	4
293	так называемой	2	4
294	относится к	2	4
295	одного из	1	4
296	жизни и	2	4
297	и прежде	1	4
298	в области	9	4
299	эти два	1	4
300	они являются	1	3
301	не могло	2	3
302	и другую	1	3
303	даже в	1	3
304	в своих	1	3
305	границы между	1	3
306	с тем	18	3
307	роль в	1	3
308	является для	1	3
309	в этот	1	3
310	но они	1	3
311	на пути	2	3
312	всегда и	3	3
313	с ним	1	3
314	а следовательно	1	3
315	друг с	5	3
316	мы видим	1	3
317	тем не	3	3
318	обстоит дело	1	3
319	этими двумя	2	3
320	лежит в	1	3
321	прежде чем	1	3
322	между этими	2	3
323	этом последнем	1	3
324	между собой	1	3
325	ли это	2	3
326	более или	5	3
327	не приходится	1	3
328	по своей	2	3
329	общего с	2	3
330	и есть	1	3
331	в какой-то	1	3
332	нее не	2	3
333	не так	1	3
334	во втором	1	3
335	социальной жизни	1	3
336	и этот	1	3
337	если он	1	3
338	как к	1	3
339	тогда когда	2	3
340	и при	3	3
341	учение о	4	3
342	из которых	4	3
343	должен был	4	3
344	для каждого	2	3
345	одновременно с	1	3
346	к которым	2	3
347	в которых	4	3
348	приводит к	2	3
349	еще и	1	3
350	ни к	1	3
351	потому что	7	3
352	нет никакой	1	3
353	более и	1	3
354	к двум	1	3
355	на этот	4	3
356	он может	1	3
357	здесь не	1	3
358	но если	2	3
359	главным образом	8	3
360	у них	3	3
361	но это	1	3
362	подойти к	3	3
363	что оно	4	3
364	они не	1	3
365	свидетельствует о	2	3
366	того как	1	3
367	том числе	5	3
368	с их	1	3
369	однако не	1	3
370	или иначе	3	3
371	на нее	3	3
372	в ту	1	3
373	а иногда	1	3
374	на все	2	3
375	один и	1	3
376	с другом	5	3
377	в виде	4	3
378	или менее	5	3
379	к жизни	5	3
380	на них	1	3
381	и по	4	3
382	человека в	1	3
383	и других	1	3
384	совпадает с	1	3
385	т.е с	1	3
386	в значительной	3	3
387	когда он	3	3
388	а по	1	3
389	не с	2	3
390	в нашей	1	3
391	не следует	1	3
392	числе и	4	3
393	и о	3	3
394	благодаря этому	2	3
395	все более	1	3
396	и только	4	3
397	конце концов	3	3
398	становится в	1	3
399	и тогда	4	3
400	и другие	3	2
401	идти по	1	2
402	для всех	2	2
403	воплощения в	1	2
404	к этой	1	2
405	т.е к	1	2
406	с этой	3	2
407	дело с	1	2
408	из всех	3	2
409	в разных	2	2
410	касается до	1	2
411	этом направлении	1	2
412	слова с	1	2
413	но по	3	2
414	мы и	1	2
415	превращается в	2	2
416	том или	1	2
417	в жизни	1	2
418	находит себе	1	2
419	их в	1	2
420	а именно	1	2
421	или ином	1	2
422	отличается от	2	2
423	широком смысле	1	2
424	так например	2	2
425	перестает быть	2	2
426	было в	1	2
427	эти проблемы	1	2
428	всего этого	1	2
429	этим определяется	1	2
430	и другой	2	2
431	а между	1	2
432	не совпадает	1	2
433	привела к	1	2
434	не вполне	3	2
435	отчет в	1	2
436	соприкасается с	1	2
437	к ним	3	2
438	на такое	1	2
439	от них	2	2
440	и стать	1	2
441	ними в	1	2
442	то о	1	2
443	крайней мере	5	2
444	и во	1	2
445	и весь	1	2
446	нему в	1	2
447	видели что	1	2
448	собой и	1	2
449	быть в	1	2
450	а ведь	1	2
451	отношения к	1	2
452	и за	1	2
453	эти тенденции	1	2
454	тому же	5	2
455	связи со	1	2
456	что его	1	2
457	этим и	1	2
458	лишь постольку	1	2
459	помимо этого	1	2
460	их он	1	2
461	же как	3	2
462	а просто	1	2
463	должно было	2	2
464	в чем	1	2
465	и мир	2	2
466	могли бы	1	2
467	о происхождении	1	2
468	а с	7	2
469	вся история	1	2
470	эти слова	1	2
471	еще только	2	2
472	совсем не	1	2
473	наиболее ярким	1	2
474	характерны для	1	2
475	не могла	2	2
476	в учении	1	2
477	когда мы	1	2
478	личность с	1	2
479	с нашей	1	2
480	культуры и	3	2
481	найти в	1	2
482	образом в	5	2
483	в общем	8	2
484	согласно учению	1	2
485	во время	4	2
486	всех этих	1	2
487	так или	3	2
488	никто из	2	2
489	а потому	1	2
490	все в	1	2
491	та же	1	2
492	как с	1	2
493	к одной	2	2
494	эти особенности	1	2
495	что большинство	2	2
496	сами по	1	2
497	смысла и	1	2
498	заключается в	1	2
499	с целью	2	2
500	как о	3	2
501	и так	1	2
502	никто не	1	2
503	говорили о	2	2
504	нет в	1	2
505	по крайней	5	2
506	что мы	2	2
507	вернемся к	1	2
508	и если	3	2
509	явления и	1	2
510	оно является	2	2
511	тех пор	2	2
512	эта мысль	1	2
513	к своим	4	2
514	известной степени	1	2
515	или вообще	1	2
516	не совсем	1	2
517	впервые в	1	2
518	то для	1	2
519	их с	1	2
520	эти категории	1	2
521	в сознании	1	2
522	до известной	1	2
523	по всем	1	2
524	в самой	2	2
525	чуть ли	1	2
526	он должен	1	2
527	уже с	3	2
528	к лицу	1	2
529	или к	1	2
530	данном случае	1	2
531	зависит от	1	2
532	что с	1	2
533	с системой	1	2
534	лицом к	1	2
535	в широком	1	2
536	деле если	1	2
537	два раза	1	2
538	но с	3	2
539	оставаясь в	1	2
540	который как	1	2
541	в эпоху	7	2
542	указывает на	1	2
543	виде в	2	2
544	мира и	1	2
545	ли не	1	2
546	и могут	1	2
547	это было	1	2
548	на его	1	2
549	что эти	3	2
550	эти последние	1	2
551	то не	1	2
552	поскольку они	1	2
553	его не	2	2
554	одну из	1	2
555	не по	1	2
556	своей индивидуальности	3	2
557	конечно нет	1	2
558	идет о	1	2
559	как из	1	2
560	их можно	1	2
561	и самый	1	2
562	для эпохи	2	2
563	и наконец	2	2
564	без помощи	2	2
565	можно только	2	2
566	мир не	1	1
567	отличается как	1	1
568	что один	1	1
569	быть по	1	1
570	можно говорить	1	1
571	этого в	1	1
572	которые совершенно	1	1
573	со всем	1	1
574	слова здесь	1	1
575	за исключением	1	1
576	случае мы	1	1
577	до самого	1	1
578	нечто подобное	1	1
579	взаимодействия между	1	1
580	случае не	3	1
581	но тем	1	1
582	труда и	1	1
583	явлениями в	1	1
584	здесь говорить	1	1
585	него в	1	1
586	требует от	2	1
587	одно из	2	1
588	далее в	1	1
589	его от	2	1
590	бы с	1	1
591	этого момента	1	1
592	говорить что	1	1
593	теоретически и	1	1
594	с собой	1	1
595	же эти	1	1
596	к рассмотрению	1	1
597	менее совершенно	1	1
598	причем эта	1	1
599	от исторического	1	1
600	из двух	1	1
601	указывает в	1	1
602	мысль о	2	1
603	этой точке	1	1
604	тождественные с	1	1
605	и требует	1	1
606	представление о	6	1
607	и связанные	2	1
608	о полном	2	1
609	всех тех	1	1
610	в соответствии	1	1
611	всегда в	1	1
612	притом в	1	1
613	душевное состояние	1	1
614	одновременно и	2	1
615	на эту	1	1
616	нужно чтобы	2	1
617	коренное различие	1	1
618	что еще	1	1
619	только для	2	1
620	тем или	1	1
621	первое место	1	1
622	речь идет	1	1
623	интересные соображения	1	1
624	лишь у	1	1
625	сделать из	1	1
626	как только	1	1
627	и нет	3	1
628	а вместе	1	1
629	влечет за	2	1
630	щепетильность в	1	1
631	в первую	1	1
632	не могли	1	1
633	эта связь	1	1
634	так для	1	1
635	связанных с	2	1
636	чему не	1	1
637	но даже	1	1
638	ничто не	1	1
639	при рассмотрении	1	1
640	являются не	1	1
641	не всегда	2	1
642	их не	1	1
643	должна была	2	1
644	их является	1	1
645	жалел и	1	1
646	в строгом	1	1
647	людей и	2	1
648	уже почти	1	1
649	природы но	1	1
650	указания на	1	1
651	друг на	2	1
652	и остается	1	1
653	одним лишь	1	1
654	и взаимодействие	1	1
655	чтобы они	1	1
656	затем в	1	1
657	особенно благодаря	1	1
658	к которому	2	1
659	изменение значения	1	1
660	особенно ярко	1	1
661	и своих	1	1
662	работа в	1	1
663	что именно	2	1
664	у этих	1	1
665	каждый образ	1	1
666	здесь идет	1	1
667	себя что	1	1
668	на вполне	1	1
669	и иной	2	1
670	или иным	1	1
671	представить себе	1	1
672	только не	2	1
673	должен прийти	1	1
674	эти элементы	1	1
675	такою же	1	1
676	священное писание	1	1
677	землю и	1	1
678	после того	1	1
679	следует сказать	1	1
680	притом не	1	1
681	остатка в	1	1
682	прийти к	1	1
683	а и	1	1
684	нельзя в	1	1
685	это изменение	1	1
686	и через	1	1
687	образом каждый	1	1
688	они в	2	1
689	это слово	1	1
690	и развитие	1	1
691	проникают в	1	1
692	ума и	1	1
693	что становится	1	1
694	отцов и	1	1
695	положение и	1	1
696	в разные	1	1
697	с процессом	1	1
698	живет и	1	1
699	от тех	1	1
700	к чему	1	1
701	но совершенно	1	1
702	во внимание	1	1
703	которое в	1	1
704	говорить лишь	1	1
705	с одним	2	1
706	различия все	1	1
707	в мире	5	1
708	но когда	2	1
709	было конечно	2	1
710	уже давно	2	1
711	господствует в	1	1
712	о которых	1	1
713	в себя	1	1
714	связанный с	2	1
715	людьми и	1	1
716	определенной категории	1	1
717	в эту	2	1
718	это тоже	1	1
719	во-первых с	1	1
720	не произойдет	1	1
721	могло бы	1	1
722	до нас	1	1
723	вошли в	1	1
724	о каждом	1	1
725	же материала	1	1
726	материалом для	1	1
727	представители этой	1	1
728	не означает	1	1
729	на этом	1	1
730	сил на	1	1
731	целью найти	1	1
732	грубой и	2	1
733	в наше	1	1
734	чтобы он	1	1
735	и вызвал	1	1
736	имеет свой	1	1
737	не связанных	1	1
738	объясняется и	1	1
739	взглянуть на	1	1
740	это по	1	1
741	всей этой	1	1
742	но зато	1	1
743	через нее	1	1
744	совершенно так	1	1
745	тем и	2	1
746	о морали	1	1
747	должны были	1	1
748	или иное	2	1
749	как известно	1	1
750	и глубоко	1	1
751	он в	2	1
752	так обстоит	1	1
753	однако в	1	1
754	из поля	1	1
755	о его	1	1
756	т.е как	1	1
757	в силу	5	1
758	бы быть	1	1
759	в зачатке	1	1
760	если они	1	1
761	иной раз	2	1
762	этом процессе	1	1
763	ее применения	1	1
764	ибо в	1	1
765	время он	2	1
766	неизменная и	1	1
767	это совершенно	1	1
768	дела не	1	1
769	иначе как	1	1
770	чтобы не	1	1
771	с идеей	2	1
772	дает ему	1	1
773	лишь по	1	1
774	мире и	1	1
775	первую очередь	1	1
776	связи и	1	1
777	существования и	1	1
778	и конечно	1	1
779	жизни вот	1	1
780	в вопросах	1	1
781	них в	1	1
782	и образуют	1	1
783	если в	3	1
784	заставляет их	1	1
785	значение из	1	1
786	превратились в	1	1
787	его с	1	1
788	с развитием	1	1
789	связан с	2	1
790	и должно	1	1
791	связей с	1	1
792	сменяют друг	1	1
793	чтобы стать	1	1
794	и из	2	1
795	от этой	1	1
796	совсем так	1	1
797	с внешней	1	1
798	и делает	1	1
799	связывается с	3	1
800	то с	3	1
801	перед ними	1	1
802	себе не	1	1
803	за это	1	1
804	если не	2	1
805	этой точки	2	1
806	прибавить к	1	1
807	тесную связь	1	1
808	с ней	3	1
809	их и	1	1
810	в россии	2	1
811	вряд ли	1	1
812	именно не	1	1
813	сознании в	1	1
814	уже говорили	1	1
815	то время	1	1
816	легче и	1	1
817	существует и	1	1
818	остается не	1	1
819	только то	1	1
820	состоит из	1	1
821	связанные с	7	1
822	никем не	2	1
823	отчасти и	1	1
824	сравнению с	2	1
825	и материальной	2	1
826	вследствие этого	1	1
827	на каждом	1	1
828	имеет лишь	1	1
829	же есть	1	1
830	стороны с	1	1
831	таких слов	1	1
832	миром но	1	1
833	свои взгляды	1	1
834	это был	1	1
835	эта особенность	1	1
836	все они	1	1
837	ли они	2	1
838	нет тех	1	1
839	ни на	1	1
840	совершенно иной	2	1
841	бог и	1	1
842	в течение	4	1
843	о котором	2	1
844	бы по	1	1
845	на друга	2	1
846	по сравнению	2	1
847	героем и	1	1
848	а через	1	1
849	сознании и	2	1
850	только тогда	1	1
851	интерес и	1	1
852	что уже	1	1
853	есть часть	1	1
854	в которую	1	1
855	имеет никакого	1	1
856	случае с	1	1
857	при помощи	1	1
858	которые и	1	1
859	может частично	1	1
860	такая система	1	1
861	без участия	1	1
862	соответствии с	1	1
863	первобытного человека	1	1
864	тогда между	1	1
865	для широких	1	1
866	лишь о	1	1
867	в образе	2	1
868	именно то	1	1
869	том же	1	1
870	тем этот	1	1
871	природы и	1	1
872	и проч	2	1
873	в свой	1	1
874	этого исторического	1	1
875	видел в	1	1
876	то или	2	1
877	нет все	1	1
878	богатства и	1	1
879	из этой	2	1
880	как основной	1	1
881	индивидуальности и	1	1
882	которые в	2	1
883	именно к	1	1
884	это органическое	1	1
885	быть принято	1	1
886	тоже не	1	1
887	ничем не	4	1
888	многих других	1	1
889	сам себя	1	1
890	на три	1	1
891	он как	1	1
892	которых он	1	1
893	этих слов	1	1
894	выбор и	1	1
895	самой этой	2	1
896	а можно	1	1
897	на которой	1	1
898	купить их	1	1
899	конечно невозможно	1	1
900	в каком-либо	1	1
901	этого внутреннего	1	1
902	когда же	2	1
903	различия между	2	1
904	в старом	1	1
905	как эти	1	1
906	языка это	1	1
907	нет для	2	1
908	не замечая	1	1
909	жизни это	1	1
910	без остатка	2	1
911	здесь имеется	1	1
912	и продолжают	1	1
913	по существу	2	1
914	к целям	1	1
915	он один	2	1
916	себе в	1	1
917	философская и	1	1
918	xvii веке	1	1
919	очень много	2	1
920	что перед	1	1
921	может только	1	1
922	при таком	2	1
923	этого человека	1	1
924	однако это	1	1
925	по своему	2	1
926	восточные славяне	2	1
927	глубокие различия	1	1
928	и другим	1	1
929	в каждой	1	1
930	этих элементов	1	1
931	не жалел	1	1
932	что тот	1	1
933	целого и	1	1
934	особенно в	2	1
935	с пропуском	1	1
936	людей в	1	1
937	стоит и	1	1
938	друг за	3	1
939	эта сила	1	1
940	каждом из	1	1
941	чистом виде	1	1
942	ни один	2	1
943	целое но	1	1
944	социальной группе	1	1
945	способен на	1	1
946	языку и	1	1
947	это для	1	1
948	невозможно но	1	1
949	к тем	1	1
950	бы например	2	1
951	пор не	1	1
952	в xvii	1	1
953	к области	1	1
954	так чтобы	2	1
955	или его	1	1
956	человека и	1	1
957	так когда	1	1
958	уже очень	1	1
959	еще на	2	1
960	в рамках	3	1
961	знает и	1	1
962	вступают в	1	1
963	между формой	1	1
964	отношение к	5	1
965	элементов в	1	1
966	которой можно	1	1
967	наконец что	1	1
968	пути к	2	1
969	бытия и	1	1
970	грамматики и	1	1
971	правда этот	1	1
972	эти новые	1	1
973	растворяется в	1	1
974	для этого	2	1
975	других языках	1	1
976	для достижения	1	1
977	и совершенно	1	1
978	к богу	3	1
979	особенно у	1	1
980	не можем	1	1
981	и живых	1	1
