N	2gram	Ircho_Kome	Istorich
575	заметить что	1	6
576	мог бы	3	6
577	формы и	1	6
578	близок к	1	6
579	видеть в	2	6
580	молодых людей	5	6
581	с той	2	6
582	обстоит дело	1	6
583	из леса	1	6
584	и уже	2	6
585	в виду	2	5
586	в своих	2	5
587	мы и	1	5
588	и очень	2	5
589	бы в	3	5
590	за ней	1	5
591	не имели	1	5
592	только как	1	5
593	из себя	1	5
594	его по	1	5
595	ее как	1	5
596	в египетском	1	5
597	более поздних	1	5
598	эти слова	1	5
599	животных или	1	5
600	по своей	2	5
601	могла бы	2	5
602	них не	1	5
603	до наших	1	5
604	с ее	2	5
605	для них	2	5
606	от своего	1	5
607	это время	5	5
608	да и	5	5
609	о котором	1	5
610	в каком	1	5
611	на три	1	5
612	это только	1	5
613	в которую	1	5
614	в совершенно	1	5
615	в отличие	3	5
616	указывают на	1	5
617	что во	1	5
618	иногда в	1	5
619	не означает	2	5
620	нас не	2	5
621	эти две	1	5
622	по своему	5	5
623	на все	3	5
624	однако не	2	5
625	в самых	1	5
626	но при	1	5
627	мы узнаем	1	5
628	еще более	2	5
629	другой пример	1	5
630	ссылаясь на	2	5
631	в одно	1	5
632	только для	1	5
633	со своей	3	5
634	формы его	1	5
635	материал в	1	5
636	такого рода	6	5
637	несмотря на	5	5
638	и один	1	5
639	говорит он	1	5
640	что под	1	5
641	в таком	1	5
642	хотя в	1	5
643	и затем	1	5
644	друг другу	2	5
645	всех сторон	1	5
646	и почему	1	5
647	бы быть	1	5
648	если они	3	5
649	на дочери	1	5
650	в один	2	5
651	как таковой	1	5
652	брак с	2	5
653	это уже	2	5
654	в область	1	5
655	царства в	1	5
656	этому же	1	5
657	с дочерью	2	5
658	соответствии с	2	5
659	ее не	1	5
660	они были	1	5
661	представления и	1	5
662	том числе	4	5
663	отличается от	1	5
664	с наступлением	1	5
665	или иначе	4	5
666	наших дней	1	5
667	мира и	1	5
668	к концу	3	5
669	это было	5	5
670	тут и	1	5
671	это в	1	5
672	как уже	1	5
673	не говорит	1	5
674	что из	3	5
675	других случаях	1	5
676	в лице	2	5
677	еще несколько	1	4
678	в самом	5	4
679	мы найдем	4	4
680	до него	1	4
681	происходит и	1	4
682	в разных	1	4
683	в пользу	3	4
684	в результате	5	4
685	различных животных	1	4
686	эти три	1	4
687	на которых	1	4
688	по своим	1	4
689	ход действия	1	4
690	полагают что	2	4
691	каждый из	3	4
692	знаем о	1	4
693	в действительности	4	4
694	следовало бы	1	4
695	на пути	1	4
696	людей и	1	4
697	и те	1	4
698	друг на	1	4
699	и формы	2	4
700	на море	4	4
701	могло бы	1	4
702	во всей	1	4
703	из трех	2	4
704	что именно	3	4
705	и во	4	4
706	нет никаких	1	4
707	к этим	3	4
708	для этой	3	4
709	случае в	1	4
710	к их	2	4
711	деревья и	1	4
712	что уже	1	4
713	всем что	1	4
714	очевидно что	1	4
715	ссылки на	1	4
716	одном из	4	4
717	идет по	1	4
718	в наше	1	4
719	три раза	1	4
720	что отец	1	4
721	в городе	2	4
722	иметь в	1	4
723	как один	1	4
724	не раз	3	4
725	не один	2	4
726	ты мне	1	4
727	отнюдь не	2	4
728	в ответ	1	4
729	представлял собой	1	4
730	и дает	2	4
731	один раз	1	4
732	под этим	1	4
733	так или	4	4
734	представляло собой	1	4
735	так называемая	1	4
736	в греческой	2	4
737	по сравнению	1	4
738	быть не	1	4
739	и больше	1	4
740	мне не	1	4
741	говорится в	1	4
742	этого сюжета	1	4
743	известных нам	1	4
744	вместе со	1	4
745	общественное мнение	1	4
746	и возвращение	1	4
747	что одна	1	4
748	он становится	1	4
749	в литературе	2	4
750	героя или	1	4
751	в стороне	1	4
752	особенно в	1	4
753	тем более	1	4
754	а его	1	4
755	в свои	4	4
756	очень интересный	1	4
757	люди не	1	4
758	в большой	1	4
759	женщин и	2	4
760	или нет	1	4
761	привести к	1	4
762	нас в	3	4
763	ведет к	1	4
764	правда в	3	4
765	дома и	1	4
766	представляли собой	1	4
767	когда в	3	4
768	перед собой	1	4
769	ответить на	1	4
770	нельзя было	1	4
771	в руках	4	4
772	он получает	1	4
773	наталкивается на	1	4
774	в глаза	1	4
775	по которой	1	4
776	под названием	2	4
777	все время	2	4
778	исходит из	1	4
779	который в	2	4
780	содержится в	1	4
781	время в	1	4
782	в поисках	1	4
783	как раз	4	4
784	там и	1	4
785	по содержанию	5	4
786	указывает что	2	4
787	они могут	1	4
788	что их	1	4
789	некоторый свет	1	4
790	с матерью	1	4
791	здесь она	1	4
792	как человек	1	4
793	отца или	1	4
794	можно сделать	3	4
795	куда ты	1	4
796	с большой	1	4
797	бы его	1	4
798	о его	5	4
799	столь же	9	4
800	см ниже	4	4
801	и этот	1	4
802	что касается	5	4
803	связанное с	1	4
804	идет от	1	4
805	еще и	2	4
806	вытекает из	1	4
807	на столе	1	4
808	при существовании	1	4
809	действия и	1	4
810	и под	1	4
811	принадлежит к	2	4
812	среди этих	1	4
813	в древней	5	4
814	по отдельным	2	4
815	стороны он	1	4
816	подземное царство	1	4
817	ни с	1	4
818	вывод что	3	4
819	в тот	1	4
820	что например	1	4
821	путь к	2	4
822	но конечно	1	4
823	искать в	3	4
824	за то	4	4
825	подземного царства	4	4
826	во второй	4	4
827	является в	1	3
828	нечто подобное	1	3
829	а у	3	3
830	мы находим	2	3
831	тем как	2	3
832	него в	1	3
833	в греческих	2	3
834	или от	1	3
835	к каким	1	3
836	видно из	4	3
837	к самому	1	3
838	в соответствии	2	3
839	казалось бы	3	3
840	не могли	2	3
841	в противоположность	2	3
842	борьбе с	1	3
843	из вариантов	1	3
844	отметить что	1	3
845	так называемых	3	3
846	из всех	2	3
847	в подземное	1	3
848	затем в	2	3
849	нам право	1	3
850	именно с	1	3
851	что даже	1	3
852	с девушкой	1	3
853	общих чертах	1	3
854	образом на	1	3
855	бы то	4	3
856	внимание на	1	3
857	этой же	3	3
858	с тех	1	3
859	которого он	1	3
860	с двумя	1	3
861	под его	1	3
862	этого можно	1	3
863	водой и	1	3
864	за водой	1	3
865	на поле	1	3
866	здесь нас	1	3
867	и та	1	3
868	вот в	1	3
869	говорили что	1	3
870	совсем не	2	3
871	знаем их	2	3
872	ее замуж	1	3
873	даже если	3	3
874	в обоих	3	3
875	время он	1	3
876	который был	1	3
877	чтобы не	1	3
878	поэтому он	1	3
879	которые он	3	3
880	бы привести	1	3
881	один человек	1	3
882	и одной	1	3
883	одновременно с	3	3
884	к его	3	3
885	бы не	1	3
886	каждого из	2	3
887	ему и	2	3
888	такое положение	1	3
889	с места	1	3
890	чем говорилось	1	3
891	и поэтому	2	3
892	тех пор	2	3
893	не отражает	1	3
894	окажется что	1	3
895	только один	2	3
896	переходит к	2	3
897	на основании	7	3
898	у других	4	3
899	например на	1	3
900	остается предположить	1	3
901	которые его	1	3
902	тем же	2	3
903	в самую	1	3
904	это ясно	1	3
905	только при	3	3
906	лучше всего	1	3
907	небом и	2	3
908	нельзя сказать	1	3
909	и после	3	3
910	могли быть	2	3
911	здесь найдем	1	3
912	именно к	1	3
913	пришли к	1	3
914	в последней	1	3
915	одна и	1	3
916	все равно	1	3
917	это предположение	1	3
918	герою в	1	3
919	от всех	1	3
920	чтобы я	1	3
921	в сопровождении	1	3
922	долгое время	1	3
923	его отец	1	3
924	и я	2	3
925	или их	1	3
926	ему не	1	3
927	ст в	2	3
928	выше и	1	3
929	это как	1	3
930	этот факт	1	3
931	рассматривать как	1	3
932	в тексте	1	3
933	наоборот в	1	3
934	он с	1	3
935	распространен в	1	3
936	несомненно что	1	3
937	для всех	5	3
938	на эти	1	3
939	исходя из	1	3
940	совершенно очевидно	1	3
941	не знающих	1	3
942	остановиться на	2	3
943	гораздо чаще	1	3
944	в борьбе	1	3
945	стороны в	1	3
946	в многочисленных	1	3
947	обоих случаях	3	3
948	при таком	1	3
949	речь идет	6	3
950	и нет	1	3
951	его из	1	3
952	больше чем	5	3
953	из других	3	3
954	связь его	1	3
955	даже и	1	3
956	на очень	1	3
957	имеет в	2	3
958	нам по	1	3
959	совершенно ясна	1	3
960	же она	2	3
961	этот образ	1	3
962	а мы	2	3
963	этом же	2	3
964	едва ли	16	3
965	где как	1	3
966	собой и	2	3
967	собой в	2	3
968	и заставляет	1	3
969	ни было	4	3
970	обычно не	1	3
971	имеем дело	1	3
972	следить за	1	3
973	что после	3	3
974	как видно	4	3
975	сказал что	1	3
976	позволяют нам	1	3
977	чтобы понять	1	3
978	быть объяснена	1	3
979	представления в	1	3
980	то ни	4	3
981	но зато	1	3
982	огромное количество	1	3
983	всех других	1	3
984	сослаться на	1	3
985	почему же	1	3
986	и каждый	1	3
987	их к	3	3
988	с которым	1	3
989	которые были	2	3
990	всего в	5	3
991	представить себе	3	3
992	к одной	1	3
993	пока же	2	3
994	из того	2	3
995	и вполне	1	3
996	чтобы установить	1	3
997	оказывается в	1	3
998	в обратном	1	3
999	не делает	1	3
1000	все случаи	1	3
1001	меньшей мере	2	3
1002	которые могут	1	3
1003	замуж за	1	3
1004	материальной жизни	1	3
1005	одежды и	1	3
1006	сравнению с	1	3
1007	бросается в	1	3
1008	эта мысль	1	3
1009	подойти к	1	3
1010	от начала	1	3
1011	нет ни	1	3
1012	бы на	1	3
1013	из числа	6	3
1014	непосредственно в	1	3
1015	самые разнообразные	1	3
1016	из двух	2	3
1017	в эпоху	1	3
1018	бы с	1	3
1019	понимать как	1	3
1020	жрецов и	1	3
1021	по смыслу	1	3
1022	является не	2	3
1023	с семьей	1	3
1024	в уже	4	3
1025	другом случае	1	3
1026	и власть	1	3
1027	обычно в	1	3
1028	оно в	1	3
1029	полагали что	1	3
1030	вопрос как	1	3
1031	этого брака	1	3
1032	у народа	1	3
1033	на брак	1	3
1034	в науке	1	3
1035	пор не	1	3
1036	были найдены	1	3
1037	с социальными	1	3
1038	на всю	3	3
1039	идет речь	1	3
1040	как из	3	3
1041	как их	1	3
1042	по всей	1	3
1043	этого нет	1	3
1044	бы он	1	3
1045	в эти	2	3
1046	примером этого	1	3
1047	само по	1	3
1048	на весах	1	3
1049	женщины в	2	2
1050	они являются	1	2
1051	с которыми	1	2
1052	отчего же	1	2
1053	что два	1	2
1054	они выходят	1	2
1055	думается что	1	2
1056	наш герой	1	2
1057	своего сына	1	2
1058	приобщиться к	1	2
1059	или для	1	2
1060	семьей на	1	2
1061	и позже	1	2
1062	жизнь в	1	2
1063	от каждого	1	2
1064	часто эти	1	2
1065	выражено в	1	2
1066	мы получаем	1	2
1067	и другим	1	2
1068	отца а	1	2
1069	пути к	1	2
1070	большей или	1	2
1071	правило в	1	2
1072	из героев	1	2
1073	другие исследователи	1	2
1074	и иногда	1	2
1075	обращает на	4	2
1076	и третий	1	2
1077	источником для	2	2
1078	незадолго до	1	2
1079	отсюда и	1	2
1080	был тот	1	2
1081	о похищении	1	2
1082	из их	1	2
1083	особое место	1	2
1084	яркий пример	1	2
1085	у своего	1	2
1086	эти факты	1	2
1087	книги из	1	2
1088	греции и	3	2
1089	и еще	5	2
1090	него не	1	2
1091	во-вторых и	1	2
1092	по которым	6	2
1093	в основу	1	2
1094	тот что	1	2
1095	ясно во	1	2
1096	они с	2	2
1097	которые очень	1	2
1098	к ее	2	2
1099	важно что	3	2
1100	то о	1	2
1101	быта и	1	2
1102	доступ к	1	2
1103	не зная	1	2
1104	похожи на	2	2
1105	жизни так	2	2
1106	мы ничего	1	2
1107	ясна в	1	2
1108	еще больше	1	2
1109	и чрезвычайно	1	2
1110	однако этот	1	2
1111	эти детали	1	2
1112	на войну	2	2
1113	это обстоятельство	1	2
1114	известные нам	1	2
1115	отнести и	1	2
1116	и постоянных	1	2
1117	состоял в	1	2
1118	ее от	1	2
1119	как по	2	2
1120	человек а	1	2
1121	этим и	2	2
1122	можно судить	4	2
1123	по сообщению	3	2
1124	не остается	1	2
1125	по одному	2	2
1126	во главе	1	2
1127	земле и	1	2
1128	и следовательно	2	2
1129	по имени	7	2
1130	вопрос об	1	2
1131	вошли в	1	2
1132	в каждом	2	2
1133	и вернуться	1	2
1134	выступает в	1	2
1135	начало ее	1	2
1136	т п	7	2
1137	значение и	1	2
1138	все остальные	3	2
1139	мне его	1	2
1140	которые и	1	2
1141	на свой	1	2
1142	в развитии	2	2
1143	ст или	1	2
1144	от которых	1	2
1145	соединении с	1	2
1146	делится на	1	2
1147	приносят в	1	2
1148	он еще	1	2
1149	что для	1	2
1150	видно еще	1	2
1151	в общих	1	2
1152	из самых	2	2
1153	всю жизнь	1	2
1154	же когда	2	2
1155	они жили	1	2
1156	возникла из	1	2
1157	бы ни	1	2
1158	сказать о	2	2
1159	и толстой	1	2
1160	она является	1	2
1161	и самый	1	2
1162	при жизни	2	2
1163	с полной	1	2
1164	мы встречаем	5	2
1165	по всем	2	2
1166	в последнем	1	2
1167	с тремя	1	2
1168	знакомых нам	1	2
1169	представлений в	1	2
1170	с такой	2	2
1171	землей и	1	2
1172	сам по	1	2
1173	действует в	1	2
1174	бросает ему	1	2
1175	другой персонаж	1	2
1176	этот же	1	2
1177	причем здесь	1	2
1178	которым он	1	2
1179	предполагать что	1	2
1180	не считать	1	2
1181	который сам	1	2
1182	вышла из	1	2
1183	с такими	1	2
1184	автор не	1	2
1185	выступает как	1	2
1186	не входит	1	2
1187	к той	1	2
1188	к свадьбе	2	2
1189	народных сказок	1	2
1190	в жены	2	2
1191	наконец в	3	2
1192	всех случаях	1	2
1193	из которой	2	2
1194	идти на	1	2
1195	со всей	1	2
1196	от других	1	2
1197	ставит на	1	2
1198	не заметил	1	2
1199	в форму	2	2
1200	свою долю	1	2
1201	полет на	1	2
1202	вот этот	1	2
1203	связанной с	1	2
1204	служит не	1	2
1205	нет и	2	2
1206	в данной	1	2
1207	событий в	2	2
1208	от которой	2	2
1209	а уж	1	2
1210	над землей	1	2
1211	столе и	1	2
1212	только потому	2	2
1213	же ты	1	2
1214	у вас	1	2
1215	тогда в	1	2
1216	представляла собой	1	2
1217	в полном	2	2
1218	естественно что	1	2
1219	это сходство	1	2
1220	отцом и	1	2
1221	видели это	1	2
1222	участие в	4	2
1223	от своих	1	2
1224	под тем	2	2
1225	материал для	2	2
1226	этого рода	2	2
1227	за этим	1	2
1228	которые как	1	2
1229	между небом	2	2
1230	за тем	2	2
1231	в ряде	1	2
1232	за которым	1	2
1233	но нельзя	1	2
1234	или другая	1	2
1235	достаточной степени	1	2
1236	к античности	1	2
1237	и таким	2	2
1238	эти же	1	2
1239	его дочерью	1	2
1240	к одному	1	2
1241	же из	1	2
1242	в поле	4	2
1243	случае если	1	2
1244	случае можно	1	2
1245	этой цели	3	2
1246	у того	1	2
1247	к женщинам	1	2
1248	одежду и	1	2
1249	в пути	1	2
1250	не следует	2	2
1251	и умер	1	2
1252	при всем	3	2
1253	числе и	1	2
1254	на путь	1	2
1255	все больше	1	2
1256	в ходе	1	2
1257	мы бы	1	2
1258	это дает	1	2
1259	действительно не	1	2
1260	место в	7	2
1261	этой силы	1	2
1262	же это	1	2
1263	может и	1	2
1264	к совершенно	1	2
1265	природой и	1	2
1266	за счет	3	2
1267	человек может	1	2
1268	можно говорить	1	2
1269	их из	1	2
1270	том чем	1	2
1271	их было	2	2
1272	которой они	1	2
1273	по свидетельству	3	2
1274	одному из	2	2
1275	то ли	2	2
1276	обращаясь к	1	2
1277	и женщин	1	2
1278	и была	1	2
1279	есть что-то	1	2
1280	помнить что	1	2
1281	к более	1	2
1282	было очень	1	2
1283	дошли до	1	2
1284	чтобы доказать	1	2
1285	жили в	1	2
1286	был очень	1	2
1287	на следующий	1	2
1288	почти все	1	2
1289	них в	1	2
1290	связанного с	1	2
1291	только теперь	1	2
1292	одно время	1	2
1293	на западе	1	2
1294	здесь достаточно	1	2
1295	шире и	1	2
1296	дают нам	1	2
1297	и наиболее	1	2
1298	доказать это	1	2
1299	время от	4	2
1300	и другой	1	2
1301	с развитием	1	2
1302	которых не	2	2
1303	поэтому мы	2	2
1304	с помощью	1	2
1305	каждому по	1	2
1306	на пять	1	2
1307	говорить о	3	2
1308	могущество и	1	2
1309	то чтобы	1	2
1310	страны в	1	2
1311	среди них	1	2
1312	то к	1	2
1313	вернуться к	2	2
1314	поля зрения	1	2
1315	быть в	1	2
1316	объяснение в	1	2
1317	в нашем	2	2
1318	этой роли	1	2
