N	2gram	Losev_Prob	Otkroven
195	лет назад	3	1
196	ни к	1	1
197	его и	1	1
198	но можно	2	1
199	совершенно не	7	1
200	все и	1	1
201	том случае	2	1
202	а потому	2	1
203	то он	3	1
204	но вопрос	1	1
205	ее и	1	1
206	вот оказывается	1	1
207	но оно	2	1
208	а с	1	1
209	и самое	1	1
210	не существует	12	1
211	и других	1	1
212	и всякий	1	1
213	к другу	2	1
214	один из	7	1
215	для нашего	3	1
216	в котором	5	1
217	и здесь	8	1
218	идет у	1	1
219	а вовсе	1	1
220	после этого	4	1
221	самой природе	1	1
222	друг к	2	1
223	мир в	1	1
224	обычном смысле	1	1
225	же и	4	1
226	и наказание	1	1
227	от самой	1	1
228	она должна	3	1
229	не имеют	6	1
230	о версилове	1	1
231	и отбрасывать	1	1
232	случае если	2	1
233	можно и	1	1
234	но о	2	1
235	того как	3	1
236	к одной	1	1
237	и пр	4	1
238	этого она	1	1
239	и заключается	2	1
240	ее ни	1	1
241	в братьях	1	1
242	его с	1	1
243	она не	5	1
244	том как	2	1
245	есть одно	1	1
246	должна быть	2	1
247	мы не	6	1
248	бы даже	2	1
249	но еще	2	1
250	ведь этот	1	1
251	есть у	1	1
252	притом не	1	1
253	смысле слова	11	1
254	есть без	1	1
255	жизни человека	1	1
256	свое исследование	1	1
257	здесь нужно	1	1
258	всего мира	1	1
259	также и	22	1
260	ту же	1	1
261	но не	13	1
262	это должно	1	1
263	это все	1	1
264	и менее	4	1
265	для многих	1	1
266	представляет собой	2	1
267	но всегда	2	1
268	образ и	1	1
269	оба они	1	1
270	не быть	2	1
271	от которого	1	1
272	был бы	6	1
273	в ней	1	1
274	из всех	1	1
275	что нужно	1	1
276	всего только	2	1
277	что это	4	1
278	а ведь	2	1
279	вот это-то	1	1
280	человека от	1	1
281	и тогда	2	1
282	а это	5	1
283	и нигде	1	1
284	этом отношении	2	1
285	и был	1	1
286	всяком случае	11	1
287	он и	8	1
288	лиц в	1	1
289	о чем	11	1
290	в сущности	2	1
291	действующих лиц	2	1
292	из которой	1	1
293	она стала	1	1
294	кажется что	2	1
295	лучше сказать	2	1
296	романы достоевского	1	1
297	сам по	7	1
298	но тем	1	1
299	в частности	5	1
300	говорит о	4	1
301	как это	7	1
302	о нем	3	1
303	и больше	2	1
304	только один	3	1
305	чего не	1	1
306	и тут	1	1
307	идти в	2	1
308	что сам	1	1
309	и предметов	1	1
310	со стороны	2	1
311	он должен	2	1
312	в науке	4	1
313	не с	1	1
314	не хочет	3	1
315	всего его	1	1
316	тот должен	1	1
317	и что	21	1
318	всего для	1	1
319	на самом	9	1
320	у нас	31	1
321	в отношении	7	1
322	можно было	8	1
323	уже указывали	1	1
324	он за	1	1
325	карамазова достоевский	1	1
326	подходит к	1	1
327	люди все	1	1
328	людей и	1	1
329	оказывается что	4	1
330	нет никакой	3	1
331	не потому	2	1
332	же не	1	1
333	бы и	5	1
334	и это	13	1
335	вообще но	1	1
336	иного но	1	1
337	есть самая	1	1
338	в нас	2	1
339	это есть	10	1
340	и до	3	1
341	нет никакого	1	1
342	доходит до	1	1
343	с их	1	1
344	случается не	1	1
345	по содержанию	3	1
346	природу и	1	1
347	не вполне	4	1
348	за это	1	1
349	есть уже	1	1
350	по своей	1	1
351	от того	2	1
352	человека с	2	1
353	чего же	1	1
354	которая была	1	1
355	думать что	2	1
356	в них	8	1
357	было и	2	1
358	видно что	2	1
359	его лишь	1	1
360	что нет	3	1
361	не совпадает	2	1
362	не случайно	1	1
363	и даже	19	1
364	в чистом	3	1
365	особого рода	3	1
366	движении и	1	1
367	если бы	8	1
368	самом деле	10	1
369	у которых	1	1
370	себе что	4	1
371	от всех	2	1
372	до последней	1	1
373	ведь все	3	1
374	и более	4	1
375	вот что	1	1
376	на примере	1	1
377	была бы	2	1
378	и сам	3	1
379	почему же	1	1
380	для целей	1	1
381	всегда в	1	1
382	или лучше	1	1
383	и можно	3	1
384	могут и	1	1
385	может ли	1	1
386	есть просто	2	1
387	будто бы	4	1
388	в виду	10	1
389	в силу	2	1
390	самом начале	1	1
391	на этот	3	1
392	дело в	3	1
393	вообще и	6	1
394	из самых	3	1
395	раз навсегда	1	1
396	предметов все	1	1
397	и эта	1	1
398	к каким	1	1
399	его как	2	1
400	отношения к	2	1
401	тем же	2	1
402	но есть	2	1
403	духа и	1	1
404	заключается в	2	1
405	но от	1	1
406	начиная с	1	1
407	ее как	1	1
408	и действительно	1	1
409	человеке ни	1	1
410	вещей и	1	1
411	огромное значение	2	1
412	он говорит	2	1
413	в обычном	1	1
414	бы он	2	1
415	еще ничего	1	1
416	в конце	13	1
417	указывает на	16	1
418	в процессе	1	1
419	да неужто	1	1
420	например в	2	1
421	в жизни	3	1
422	между этими	2	1
423	причины о	1	1
424	находится в	2	1
425	в глазах	1	1
426	в корне	2	1
427	это движение	2	1
428	характер и	1	1
429	и без	6	1
430	как от	1	1
431	свой собственный	2	1
432	и как	10	1
433	то в	6	1
434	этих словах	1	1
435	всех тех	1	1
436	карамазов есть	1	1
437	все время	3	1
438	к его	2	1
439	было до	2	1
440	с одного	1	1
441	есть не	10	1
442	существует между	1	1
443	человек в	1	1
444	уже сам	1	1
445	в сознании	5	1
446	одно только	1	1
447	что она	8	1
448	есть та	2	1
449	а именно	16	1
450	и недостаточно	1	1
451	преступление и	1	1
452	жизни и	1	1
453	одна из	4	1
454	состоит из	1	1
455	в одно	5	1
456	который в	1	1
457	как в	5	1
458	как будто	6	1
459	в совершенно	1	1
460	ее внутреннее	1	1
461	речь о	1	1
462	знак его	1	1
463	даже до	1	1
464	на то	12	1
465	и раньше	1	1
466	говорят о	2	1
467	не стоит	2	1
468	кого не	1	1
469	проникновение в	1	1
470	от этого	2	1
471	бы самый	2	1
472	и я	1	1
473	слишком много	1	1
474	отличается от	2	1
475	что во	1	1
476	да и	11	1
477	его жизни	1	1
478	достоевский так	1	1
479	ли он	2	1
480	ли может	1	1
481	в вечном	1	1
482	нисколько не	3	1
483	нужно считать	2	1
484	но это	11	1
485	в движении	1	1
486	природой и	1	1
487	в это	2	1
488	мир и	1	1
489	не стал	2	1
490	из него	1	1
491	себе и	2	1
492	чем и	2	1
493	и чем	2	1
494	чтобы не	3	1
495	и положительно	1	1
496	она и	1	1
497	вечном муже	1	1
498	само по	1	1
499	к которой	1	1
500	что пишет	2	1
501	было не	1	1
502	из них	3	1
503	которая ни	1	1
504	что их	4	1
505	вовсе не	60	1
506	под влиянием	1	1
507	уже не	9	1
508	же вопрос	1	1
509	в одной	1	1
510	указать на	1	1
511	людских отношений	1	1
512	особенно в	3	1
513	мира в	2	1
514	свое собственное	1	1
515	со всеми	2	1
516	говорится что	1	1
517	и самый	3	1
518	и способы	1	1
519	бы в	3	1
520	к другому	1	1
521	противоположностями и	1	1
522	а что	1	1
523	есть их	2	1
