N	2gram	Tiupa_Hudo	Mirosoze
136	но если	1	7
137	должен быть	2	7
138	также и	1	7
139	же и	1	6
140	с этой	3	6
141	не как	2	6
142	добро и	1	6
143	и те	1	6
144	этого мира	1	6
145	всего в	1	6
146	его в	4	6
147	к чему	1	6
148	личности и	3	6
149	по своей	7	6
150	что достоевский	1	6
151	чтобы не	2	6
152	и от	1	6
153	и здесь	1	6
154	что это	1	6
155	или к	1	6
156	если бы	3	6
157	бы не	2	6
158	в ее	6	6
159	должен был	1	6
160	и более	2	6
161	быть и	2	6
162	на то	1	6
163	еще не	4	5
164	бы в	1	5
165	с самим	2	5
166	одно из	2	5
167	и как	4	5
168	отличается от	2	5
169	с этим	1	5
170	для этого	1	5
171	говорит что	2	5
172	до того	1	5
173	перед ним	1	5
174	сказать что	4	5
175	к которому	4	5
176	момент в	1	5
177	по преимуществу	3	5
178	после того	1	5
179	личности в	4	5
180	от этого	1	5
181	и мир	1	5
182	он обращен	1	5
183	личность и	1	5
184	в то	8	5
185	означает что	1	5
186	оно не	2	5
187	любовь и	1	5
188	да и	1	5
189	тот кто	2	5
190	он же	1	5
191	в основе	7	5
192	этом пути	1	5
193	в мир	1	5
194	той же	1	5
195	тот же	1	5
196	человека но	1	5
197	в более	1	5
198	не для	1	5
199	так и	12	5
200	как у	1	5
201	в их	5	5
202	сознания но	1	5
203	и я	1	5
204	как будто	1	5
205	в той	3	4
206	в центре	1	4
207	человеческой жизни	3	4
208	в момент	3	4
209	на деле	3	4
210	восстает против	1	4
211	в своих	1	4
212	и даже	1	4
213	культуры в	3	4
214	в такой	1	4
215	духовной жизни	2	4
216	не всегда	2	4
217	в него	1	4
218	по отношению	10	4
219	не что	1	4
220	себе в	1	4
221	него не	1	4
222	что они	1	4
223	мы видим	1	4
224	в христианском	1	4
225	что иное	1	4
226	в каждом	1	4
227	народной жизни	1	4
228	и через	1	4
229	не от	2	4
230	не была	1	4
231	тому что	2	4
232	себе и	1	4
233	в чем	2	4
234	а для	2	4
235	а с	2	4
236	человека как	1	4
237	отношение между	1	4
238	так что	1	4
239	и что	4	4
240	лишь один	1	4
241	как человек	1	4
242	его личности	1	4
243	и по	2	4
244	не случайно	3	4
245	и против	1	4
246	живет в	1	4
247	с ума	1	4
248	ни в	5	4
249	но на	2	4
250	то время	1	4
251	от его	1	4
252	никто не	3	4
253	границы человеческой	1	4
254	к другому	2	4
255	в истории	1	4
256	вести к	1	4
257	к миру	1	4
258	он должен	3	4
259	как к	5	4
260	не знают	1	4
261	могут быть	5	4
262	может не	1	4
263	и зло	1	4
264	сознания и	1	4
265	все эти	2	4
266	есть в	3	4
267	по своему	3	4
268	своей свободы	1	4
269	путь к	1	4
270	не все	2	4
271	это была	1	4
272	заключает в	1	4
273	отношению к	10	4
274	место в	5	4
275	иное как	1	4
276	в душе	9	3
277	и мира	1	3
278	о чем	3	3
279	в виду	5	3
280	не бывает	1	3
281	его природы	1	3
282	мысль о	1	3
283	всегда остается	1	3
284	принадлежат к	1	3
285	все же	1	3
286	но у	1	3
287	в иной	3	3
288	в динамике	1	3
289	в противоположность	3	3
290	входит в	4	3
291	в одном	3	3
292	превращается в	2	3
293	значительной степени	2	3
294	не вполне	2	3
295	не принадлежит	2	3
296	в состоянии	1	3
297	только свобода	1	3
298	хотя и	4	3
299	души и	1	3
300	одним из	2	3
301	я и	7	3
302	не остается	1	3
303	же как	1	3
304	лишь для	1	3
305	во всех	3	3
306	о себе	2	3
307	на смену	4	3
308	в уста	1	3
309	именно потому	1	3
310	ту же	1	3
311	между тем	4	3
312	к этим	1	3
313	и тем	4	3
314	в иных	1	3
315	с которым	1	3
316	мире и	2	3
317	жизни а	2	3
318	для себя	4	3
319	на почве	4	3
320	раскрывает нам	1	3
321	со всеми	1	3
322	и будет	1	3
323	о судьбе	1	3
324	в пределах	3	3
325	к его	3	3
326	быть назван	1	3
327	приводит к	6	3
328	открывает что	1	3
329	в значительной	2	3
330	роль в	2	3
331	и поэтому	1	3
332	не быть	1	3
333	она может	1	3
334	тому как	3	3
335	принадлежит к	3	3
336	человеческая личность	1	3
337	всякий раз	2	3
338	и достоевского	1	3
339	жизни не	1	3
340	в преступлении	1	3
341	проникает в	1	3
342	и то	4	3
343	это особенно	1	3
344	для нас	1	3
345	личной ответственности	1	3
346	ведь это	1	3
347	но с	1	3
348	от всех	2	3
349	бытия и	1	3
350	себя а	1	3
351	говорят о	1	3
352	остается лишь	1	3
353	со своей	4	3
354	и глубже	1	3
355	на его	1	3
356	об этом	2	3
357	людей в	1	3
358	такого отношения	1	3
359	но она	2	3
360	не с	2	3
361	человеческого сознания	1	3
362	природой и	1	3
363	но для	1	3
364	с которой	1	2
365	с которыми	1	2
366	быть постигнут	1	2
367	тем как	1	2
368	для восприятия	1	2
369	не столько	7	2
370	до последнего	1	2
371	по себе	2	2
372	и сам	3	2
373	о мире	1	2
374	на свою	2	2
375	к самому	1	2
376	не менее	5	2
377	только для	1	2
378	если в	1	2
379	культуры не	1	2
380	не могли	2	2
381	в действительности	1	2
382	в пределе	1	2
383	своей природе	2	2
384	в глаза	2	2
385	себе такова	1	2
386	определяющее значение	1	2
387	другу и	1	2
388	во многих	1	2
389	сознания в	4	2
390	между двумя	2	2
391	человек имеет	1	2
392	е годы	1	2
393	от своей	1	2
394	в чистом	1	2
395	всего что	1	2
396	делает его	2	2
397	с другой	9	2
398	в прошлом	1	2
399	нас на	1	2
400	жизни как	4	2
401	революции в	1	2
402	ее как	1	2
403	во всей	3	2
404	нет никаких	1	2
405	того же	3	2
406	находит свой	1	2
407	то в	2	2
408	но из	1	2
409	такого рода	12	2
410	и чрезвычайно	1	2
411	это отношение	3	2
412	что такое	2	2
413	связи с	3	2
414	человеческая жизнь	1	2
415	между ними	5	2
416	также в	1	2
417	жизни то	2	2
418	на которую	1	2
419	реальность не	1	2
420	могли бы	1	2
421	человек как	1	2
422	весь мир	1	2
423	не означает	1	2
424	личного бытия	1	2
425	человеческого существа	1	2
426	когда мы	1	2
427	он переживает	1	2
428	каждый человек	1	2
429	внутрь себя	1	2
430	всего только	1	2
431	столь же	2	2
432	бы быть	1	2
433	личной духовной	1	2
434	а как	1	2
435	действительной жизни	1	2
436	и ее	3	2
437	самим собою	2	2
438	анны карениной	2	2
439	культура есть	1	2
440	во втором	4	2
441	которой не	1	2
442	и который	2	2
443	образа и	1	2
444	была бы	3	2
445	в сущности	1	2
446	разного рода	1	2
447	ему принадлежат	1	2
448	подобно тому	3	2
449	с личностью	1	2
450	если не	1	2
451	самом деле	2	2
452	сознание не	1	2
453	от своего	2	2
454	так называемый	1	2
455	их в	3	2
456	и действительно	1	2
457	и личной	1	2
458	к нам	1	2
459	существует не	1	2
460	ему и	1	2
461	которая не	2	2
462	в каком	2	2
463	своей жизни	2	2
464	же я	1	2
465	своей собственной	1	2
466	на какой	1	2
467	можно лишь	1	2
468	во мне	2	2
469	быть не	1	2
470	направленной на	3	2
471	теми которые	1	2
472	к собственной	2	2
473	другого в	3	2
474	в сфере	1	2
475	глубже чем	1	2
476	личности к	2	2
477	мире в	1	2
478	он мог	1	2
479	этого слова	2	2
480	его как	1	2
481	обращена к	1	2
482	способность к	2	2
483	в последней	2	2
484	же этот	1	2
485	который может	1	2
486	только личность	1	2
487	от мира	1	2
488	ни к	2	2
489	жизни поэтому	1	2
490	он и	2	2
491	в основании	2	2
492	ее в	2	2
493	не внешняя	1	2
494	смысла жизни	1	2
495	на помощь	1	2
496	с их	2	2
497	в повести	2	2
498	о жизни	2	2
499	с человеком	2	2
500	мировой жизни	1	2
501	и без	1	2
502	к жизни	2	2
503	в какой	2	2
504	в уме	1	2
505	за которым	1	2
506	него но	1	2
507	перед собой	1	2
508	к своему	2	2
509	как ее	1	2
510	это было	1	2
511	ибо и	1	2
512	за его	1	2
513	бы ни	1	2
514	связаны с	1	2
515	к одному	1	2
516	он ни	1	2
517	карамазова в	1	2
518	две стороны	1	2
519	не по	1	2
520	образа в	1	2
521	другим и	2	2
522	отношений между	1	2
523	тем самым	5	2
524	человека с	3	2
525	у нее	1	2
526	и о	4	2
527	в понимании	1	2
528	которые в	1	2
529	или иной	9	2
530	происходит в	1	2
531	каждом человеке	1	2
532	о своих	1	2
533	толстого в	1	2
534	мира в	2	2
535	в е	1	2
536	мира с	2	2
537	себе а	1	2
538	это на	1	1
539	обращены к	2	1
540	для всех	1	1
541	русской литературе	2	1
542	о грядущем	1	1
543	даже в	3	1
544	в финале	2	1
545	иллюзии и	1	1
546	к знанию	1	1
547	она лишь	1	1
548	человеком который	1	1
549	говорит о	1	1
550	окружающей его	2	1
551	требует от	1	1
552	высокий уровень	1	1
553	быть художественно	1	1
554	другой стороны	6	1
555	не несет	1	1
556	дорожит этой	1	1
557	понимается как	1	1
558	есть высшая	2	1
559	мыслится как	5	1
560	а напротив	1	1
561	по пути	4	1
562	обращением к	1	1
563	из нее	1	1
564	как об	1	1
565	из всего	1	1
566	мира это	1	1
567	и другим	1	1
568	случае если	1	1
569	начинается с	1	1
570	и вокруг	1	1
571	а именно	3	1
572	для религиозного	1	1
573	жизни ее	1	1
574	дома и	2	1
575	по своим	1	1
576	в это	1	1
577	речь идет	2	1
578	обычно говорят	1	1
579	искусство и	1	1
580	истины о	1	1
581	казалось бы	1	1
582	сам же	1	1
583	и того	3	1
584	тем в	1	1
585	над собой	1	1
586	все и	1	1
587	и политического	2	1
588	представляется не	1	1
589	восходит к	1	1
590	раз и	1	1
591	с моей	1	1
592	кого в	1	1
593	свою личность	1	1
594	одной стороны	3	1
595	ничто не	1	1
596	но во	2	1
597	в другом	4	1
598	из жизни	1	1
599	а после	1	1
600	имея в	1	1
601	не сама	2	1
602	быть названо	2	1
603	карамазов в	1	1
604	говорить о	4	1
605	с эпохи	1	1
606	может служить	2	1
607	красота есть	1	1
608	втором случае	2	1
609	в строгом	1	1
610	это ведет	1	1
611	на новую	1	1
612	бытия это	1	1
613	к ним	1	1
614	на наших	2	1
615	отношений и	1	1
616	самом начале	1	1
617	еще нет	1	1
618	ключ к	1	1
619	за него	1	1
620	нигде не	1	1
621	в зависимости	1	1
622	для понимания	2	1
623	свободы я	1	1
624	всех людей	1	1
625	не мыслится	1	1
626	обращенной к	1	1
627	свою культурную	1	1
628	по поводу	1	1
629	широк человек	1	1
630	и открывает	1	1
631	чем это	2	1
632	и становится	1	1
633	начало и	2	1
634	о ней	1	1
635	себе самом	1	1
636	время для	1	1
637	все мы	1	1
638	интересом к	1	1
639	той мере	1	1
640	мышления и	2	1
641	личности а	1	1
642	под маской	1	1
643	свободу личности	1	1
644	жизни так	1	1
645	а внутри	1	1
646	собой в	1	1
647	с одной	3	1
648	иных случаях	1	1
649	сознание в	1	1
650	а тот	1	1
651	есть его	1	1
652	с точки	3	1
653	соединению с	1	1
654	судьба в	1	1
655	своего другого	2	1
656	ее можно	1	1
657	которого он	2	1
658	и литературные	1	1
659	этом втором	1	1
660	я во	1	1
661	по типу	1	1
662	духовной культуры	2	1
663	вокруг себя	1	1
664	не путем	1	1
665	того кому	1	1
666	что составляет	1	1
667	можно признать	1	1
668	знал и	1	1
669	всех его	1	1
670	узком и	1	1
671	эту свободу	1	1
672	этого события	1	1
673	в таком	3	1
674	или иная	1	1
675	всех и	3	1
676	между этими	1	1
677	личности с	2	1
678	как говорит	3	1
679	во внутренней	2	1
680	отличие от	7	1
681	лишь на	1	1
682	чего бы	1	1
683	рядом с	1	1
684	во весь	1	1
685	зрения и	1	1
686	больше и	1	1
687	в себя	4	1
688	точек зрения	1	1
689	личность в	1	1
690	в сторону	2	1
691	и кому	1	1
692	поэтому у	1	1
693	процесса жизни	1	1
694	почву в	1	1
695	той или	5	1
696	чтобы в	1	1
697	говорил о	1	1
698	достоевского оно	1	1
699	жизнь то	1	1
700	зрения в	1	1
701	не дает	1	1
702	вы как	1	1
703	действующих лиц	1	1
704	для художника	1	1
705	кажется что	1	1
706	в развитии	1	1
707	другом и	1	1
708	одним словом	1	1
709	в системе	3	1
710	от одного	1	1
711	не могла	1	1
712	перед лицом	3	1
713	из нас	1	1
714	в историческом	1	1
715	в новое	1	1
716	не совпадает	1	1
717	могла бы	2	1
718	этом мире	2	1
719	но всегда	1	1
720	герой из	1	1
721	я в	13	1
722	писателей но	1	1
723	так называемого	1	1
724	ту сторону	1	1
725	все человеческие	1	1
726	человеческих отношений	2	1
727	своей стороны	1	1
728	что для	1	1
729	и др	2	1
730	подход к	1	1
731	это делает	1	1
732	когда они	1	1
733	о его	2	1
734	что может	2	1
735	это ни	1	1
736	с чем	2	1
737	я но	1	1
738	в силу	4	1
739	говорит ему	1	1
740	писателя в	1	1
741	из этого	2	1
742	слова как	5	1
743	на мир	2	1
744	и отсутствие	1	1
745	пусть это	1	1
746	и остроте	1	1
747	с ее	6	1
748	в культуре	3	1
749	себя человек	1	1
750	индивидуальности к	1	1
751	в пространстве	2	1
752	искусства в	6	1
753	к более	2	1
754	делает то	1	1
755	с этих	1	1
756	своего рода	9	1
757	к такому	1	1
758	нет на	1	1
759	жизни героя	1	1
760	я уже	1	1
761	за ним	1	1
762	как с	1	1
763	такова же	1	1
764	и свою	1	1
765	сойти с	1	1
766	своего собственного	1	1
767	есть для	1	1
768	говорит и	3	1
769	от нас	1	1
770	и души	1	1
771	из тех	2	1
772	в другой	1	1
773	страдают от	1	1
774	и наказании	1	1
775	и делает	1	1
776	не признает	2	1
777	на всякое	1	1
778	смысла в	1	1
779	за это	1	1
780	не на	5	1
781	менее чем	1	1
782	быть так	1	1
783	как своей	1	1
784	особого рода	8	1
785	все то	1	1
786	не более	1	1
787	самим собой	5	1
788	имеет значение	1	1
789	мы говорим	1	1
790	заключается в	2	1
791	нему как	1	1
792	в различные	1	1
793	отношение человека	1	1
794	моей духовной	1	1
795	в романе	3	1
796	обращается к	1	1
797	судьбы в	1	1
798	можно назвать	1	1
799	земле ты	1	1
800	преступлении и	1	1
801	ценность которой	1	1
802	с ними	2	1
803	смерть не	1	1
804	многих других	1	1
805	состоит чтобы	1	1
806	в творческом	2	1
807	в слове	4	1
808	зависимости от	1	1
809	иной в	1	1
810	характерна для	1	1
811	он от	1	1
812	на их	1	1
813	всей своей	2	1
814	человек со	1	1
815	будущее в	1	1
816	ведет нас	1	1
817	все они	1	1
818	моего сознания	1	1
819	не является	5	1
820	истории не	1	1
821	смысла если	1	1
822	и состоит	3	1
823	смысл оно	1	1
824	духовная жизнь	1	1
825	свободе его	1	1
826	смотря на	1	1
827	что хотят	1	1
828	то и	1	1
829	границы личности	1	1
830	он еще	1	1
831	наконец в	1	1
832	не должно	1	1
833	себя еще	1	1
834	самое существенное	1	1
835	и теперь	1	1
836	не могло	2	1
837	значение для	1	1
838	в которую	1	1
839	вступает в	2	1
840	всего лишь	6	1
841	впрочем и	1	1
842	и наиболее	1	1
843	вслед за	2	1
844	идет не	1	1
845	знает личности	1	1
846	в совершенно	1	1
847	же время	7	1
848	тогда как	15	1
849	и наоборот	2	1
850	против собственной	1	1
851	но без	1	1
852	несмотря на	2	1
853	имеем в	3	1
854	на которые	1	1
855	выбора в	1	1
856	известного рода	2	1
857	между людьми	1	1
858	в отличие	7	1
859	впервые в	1	1
860	видим в	2	1
861	ее не	1	1
862	тем же	1	1
863	понимая что	1	1
864	при котором	2	1
865	встреч и	1	1
866	своего я	1	1
867	одной из	2	1
868	с нею	1	1
869	в существовании	1	1
870	в сознании	1	1
871	до известной	2	1
872	с познанием	1	1
873	к новой	1	1
874	культуры как	1	1
875	свободного выбора	1	1
876	в мировой	1	1
877	все с	1	1
878	только о	2	1
879	могли быть	1	1
880	жизни но	2	1
881	слова так	1	1
882	в свое	1	1
883	и идет	1	1
884	послужить материалом	1	1
885	вокруг него	1	1
886	значение в	1	1
887	жизнь это	1	1
888	я верю	1	1
889	не во	1	1
890	на вопрос	1	1
891	то я	1	1
892	новой жизни	1	1
893	наиболее совершенной	1	1
894	наших глазах	2	1
895	человек это	1	1
896	опыта к	2	1
897	мы имеем	6	1
898	этого опыта	1	1
899	личности как	2	1
900	которое должно	1	1
901	такое же	1	1
902	xix веке	1	1
903	почву для	1	1
904	на которой	1	1
905	пусть пусть	1	1
906	в первую	1	1
907	его сознание	1	1
908	существенно отличается	1	1
909	кто бы	1	1
910	сама жизнь	1	1
911	но одно	1	1
912	несет в	3	1
913	им с	1	1
914	по ту	1	1
915	слово в	1	1
916	состояние как	1	1
917	мы находим	1	1
918	реальности это	1	1
919	раз в	1	1
920	к построению	1	1
921	а на	5	1
922	века и	1	1
923	бы для	1	1
924	зрения у	1	1
925	для других	1	1
926	а также	6	1
927	чем человек	1	1
928	на нее	1	1
929	в резком	1	1
930	это еще	1	1
931	всего романа	1	1
932	быть признано	1	1
933	сама по	2	1
934	с той	1	1
935	нас к	1	1
936	нет не	1	1
937	анна каренина	3	1
938	иной раз	1	1
939	так в	4	1
940	и религии	1	1
941	это происходит	1	1
942	должно стать	1	1
943	себя через	1	1
944	для которого	2	1
945	вовсе не	2	1
946	ничего нельзя	1	1
947	в одной	1	1
948	тем более	2	1
949	вживания в	1	1
950	войны и	1	1
951	мере в	1	1
952	этих двух	2	1
953	нее нет	1	1
954	может иметь	1	1
955	том случае	1	1
956	перед тем	1	1
957	на них	1	1
958	как ни	1	1
959	он говорит	1	1
960	встречаемся с	1	1
961	сознание как	1	1
962	чистом виде	1	1
963	произведения искусства	4	1
964	силе и	1	1
965	любить в	1	1
966	не узнает	1	1
967	самой жизни	1	1
968	в искусстве	9	1
969	ей форму	1	1
970	и может	2	1
971	в частности	18	1
972	свою жизнь	2	1
973	как кризис	1	1
974	тех же	1	1
975	к области	3	1
976	ним как	1	1
977	существа в	1	1
978	как явление	1	1
979	в xix	1	1
980	без остатка	2	1
981	его я	1	1
982	первые два	1	1
983	границ и	1	1
984	идет о	2	1
985	на это	1	1
986	и каждая	1	1
987	та или	1	1
988	для такого	2	1
989	сказать в	1	1
990	направляет наше	1	1
991	как внутреннее	1	1
992	может показаться	1	1
993	слова в	3	1
994	в узком	3	1
995	людей необходимо	1	1
996	же в	1	1
997	к пониманию	1	1
998	и прежде	3	1
999	говорить об	1	1
1000	право на	2	1
1001	в области	8	1
1002	людей как	1	1
1003	нуждается в	1	1
1004	как первоначальная	1	1
1005	образ его	1	1
1006	ни был	2	1
1007	в целом	3	1
1008	или точнее	1	1
1009	зрения герои	1	1
1010	говорит не	1	1
1011	а сама	1	1
1012	совершается в	1	1
1013	возможна только	1	1
1014	можно только	1	1
1015	своем сознании	1	1
