N	2gram	Tiupa_Narr	Problemy
263	героя но	1	6
264	те же	4	5
265	именно в	6	5
266	в речи	1	5
267	отношением к	1	5
268	к которому	2	5
269	того же	1	5
270	крайней мере	1	5
271	тому же	5	5
272	на себя	3	5
273	зрения и	2	5
274	в чем	1	5
275	той или	4	5
276	в уста	1	5
277	однако в	2	5
278	его как	2	5
279	в общем	1	5
280	автора как	1	5
281	один из	3	5
282	та же	2	5
283	то есть	19	5
284	сам по	1	5
285	подобно тому	2	5
286	со всеми	1	5
287	поэтому и	1	5
288	все то	2	5
289	здесь мы	1	5
290	с таким	1	5
291	о своей	2	5
292	на протяжении	6	5
293	по крайней	1	5
294	ни на	1	5
295	совершенно не	2	5
296	тотчас же	1	5
297	мы не	1	5
298	слов и	1	5
299	в мир	1	5
300	нет и	2	5
301	но именно	1	5
302	том же	1	5
303	в ее	3	5
304	и то	1	5
305	они не	2	5
306	голоса в	1	5
307	он как	1	5
308	где он	1	5
309	по своему	1	5
310	он ни	1	5
311	в ней	3	5
312	быть и	1	5
313	когда он	3	5
314	человека с	1	5
315	с человеком	2	5
316	и самого	3	5
317	благодаря этому	1	5
318	или иной	5	5
319	тому как	2	5
320	мира в	5	5
321	является в	1	4
322	оно стремится	1	4
323	что если	1	4
324	мы и	1	4
325	с этой	1	4
326	без исключения	2	4
327	героя о	1	4
328	более или	2	4
329	в первом	3	4
330	при всей	4	4
331	для автора	2	4
332	европейского романа	1	4
333	за собой	4	4
334	или менее	2	4
335	во всей	2	4
336	не то	2	4
337	его голос	1	4
338	тем не	3	4
339	которого он	2	4
340	и кажется	1	4
341	личности в	2	4
342	связи с	4	4
343	то в	6	4
344	не есть	3	4
345	героя из	2	4
346	оно не	2	4
347	если оно	1	4
348	в рассказе	4	4
349	речи и	1	4
350	в едином	1	4
351	протяжении всего	1	4
352	с ее	3	4
353	мы видели	1	4
354	образом и	1	4
355	он уже	2	4
356	из которых	4	4
357	если не	4	4
358	как нам	1	4
359	бы не	2	4
360	то и	1	4
361	совпадает с	1	4
362	принимает форму	1	4
363	времени и	7	4
364	каждый из	2	4
365	а лишь	1	4
366	сами по	2	4
367	тому чтобы	1	4
368	появляется в	1	4
369	что оно	1	4
370	тоже не	1	4
371	мир в	1	4
372	хоть и	1	4
373	этом отношении	3	4
374	в литературе	2	4
375	все и	1	4
376	здесь в	1	4
377	ли я	1	4
378	такое слово	1	4
379	а то	1	4
380	слова не	1	4
381	к концу	1	4
382	это было	1	4
383	об этом	1	4
384	особенно в	3	4
385	героя к	3	4
386	голос самого	1	4
387	ни один	1	4
388	также и	1	4
389	от того	1	4
390	и прежде	1	4
391	таким же	1	4
392	само по	1	4
393	с которыми	1	3
394	диалога и	1	3
395	с героем	1	3
396	говорить о	2	3
397	может служить	1	3
398	о чем	2	3
399	какой бы	1	3
400	говорит о	2	3
401	есть в	2	3
402	мысли о	1	3
403	является для	1	3
404	есть то	1	3
405	можно сказать	5	3
406	в данном	5	3
407	жизни а	2	3
408	что этот	1	3
409	между двумя	5	3
410	в различных	1	3
411	является как	1	3
412	точке зрения	1	3
413	одной из	4	3
414	и вообще	1	3
415	все без	1	3
416	в структуре	2	3
417	особенности его	1	3
418	всего в	1	3
419	как такового	1	3
420	между голосами	1	3
421	будто бы	3	3
422	его мысли	1	3
423	слов с	1	3
424	в таком	2	3
425	не бывает	1	3
426	между собой	2	3
427	в смысле	1	3
428	именно как	1	3
429	могли бы	1	3
430	мы можем	1	3
431	очень часто	1	3
432	не дает	1	3
433	совсем не	1	3
434	по своей	3	3
435	уст в	1	3
436	и есть	2	3
437	теми же	1	3
438	и по	1	3
439	меньшей степени	1	3
440	в один	1	3
441	действующими лицами	1	3
442	и сами	1	3
443	своего рода	12	3
444	один голос	2	3
445	как таковой	1	3
446	том или	2	3
447	и при	1	3
448	ни единого	1	3
449	и делает	1	3
450	сводится к	3	3
451	себе не	2	3
452	и одновременно	2	3
453	обращается к	1	3
454	есть нечто	1	3
455	его о	1	3
456	не является	8	3
457	слова которое	1	3
458	который не	1	3
459	зрения как	1	3
460	высказывания и	3	3
461	это все	2	3
462	а может	1	3
463	и уже	1	3
464	и больше	1	3
465	мог бы	3	3
466	голос в	1	3
467	во времени	8	3
468	данном случае	4	3
469	которых он	1	3
470	у нас	1	3
471	изображаемого мира	1	3
472	мы будем	1	3
473	со словами	2	3
474	ко второму	1	3
475	не довлеет	1	3
476	дело в	1	3
477	или даже	2	3
478	на одном	1	3
479	и могут	1	3
480	но уже	1	3
481	а он	1	3
482	оно может	2	3
483	чтобы сделать	1	3
484	чужой речи	1	3
485	того или	2	3
486	сказать о	1	3
487	и внутренняя	1	3
488	из этих	3	3
489	а за	1	3
490	не с	3	3
491	нового времени	2	3
492	резко отличается	1	3
493	только то	1	3
494	признать что	1	3
495	двуголосого слова	3	3
496	что на	2	3
497	в пространстве	4	3
498	же в	4	3
499	все еще	1	3
500	и эта	1	3
501	нуждается в	5	3
502	бытия в	3	3
503	как символ	1	3
504	себе а	1	3
505	иной форме	1	2
506	в настоящем	1	2
507	быть по	1	2
508	но может	1	2
509	возможно лишь	1	2
510	которая в	2	2
511	тех кто	1	2
512	одному из	1	2
513	одно из	2	2
514	не столько	4	2
515	нами уже	1	2
516	от одного	2	2
517	из нее	1	2
518	тонах и	1	2
519	а именно	3	2
520	собой не	2	2
521	роль в	2	2
522	определяется не	1	2
523	могут оказаться	1	2
524	своему герою	1	2
525	материала в	1	2
526	мир как	1	2
527	обращает на	3	2
528	и того	2	2
529	ними и	1	2
530	быть не	1	2
531	и взаимодействия	1	2
532	было в	2	2
533	в противоположность	2	2
534	глава третья	1	2
535	не всегда	2	2
536	когда она	1	2
537	глава первая	1	2
538	не об	1	2
539	отметить что	1	2
540	свою очередь	3	2
541	перед ним	1	2
542	пока еще	4	2
543	которых может	1	2
544	глава вторая	1	2
545	собственного голоса	1	2
546	он живет	1	2
547	к этим	1	2
548	каков бы	1	2
549	внутренней жизни	1	2
550	нельзя сказать	1	2
551	с одной	7	2
552	на том	3	2
553	начала и	1	2
554	значительной степени	2	2
555	в качестве	21	2
556	утрачивает свою	1	2
557	единство художественного	1	2
558	из уст	1	2
559	этом последнем	1	2
560	не кто	1	2
561	же как	3	2
562	и перед	1	2
563	от этого	1	2
564	его жизни	2	2
565	представляется нам	1	2
566	служит для	1	2
567	больше всего	1	2
568	лишь для	1	2
569	за границей	4	2
570	здесь и	2	2
571	делает его	1	2
572	что как	1	2
573	здесь как	1	2
574	и быть	1	2
575	ли это	1	2
576	и про	2	2
577	другом и	2	2
578	спросил он	1	2
579	или же	1	2
580	человека который	1	2
581	оно и	1	2
582	и является	1	2
583	не могла	1	2
584	главного героя	2	2
585	также не	1	2
586	к рассказу	1	2
587	над ним	1	2
588	его личности	2	2
589	и ставит	1	2
590	лучше сказать	1	2
591	столь же	3	2
592	и определяется	1	2
593	точкой зрения	2	2
594	отнюдь не	5	2
595	независимо от	2	2
596	не случайно	2	2
597	одного и	1	2
598	в особенности	4	2
599	мире и	1	2
600	не так	1	2
601	во втором	4	2
602	было как	4	2
603	они и	2	2
604	в литературной	1	2
605	роман с	1	2
606	настоящего времени	1	2
607	человек с	1	2
608	тогда в	2	2
609	глава четвертая	1	2
610	будто и	1	2
611	этой точки	2	2
612	сюжетом но	1	2
613	иметь в	1	2
614	произведения в	1	2
615	в россии	1	2
616	не поддается	1	2
617	в различные	1	2
618	к его	1	2
619	подхода к	1	2
620	была и	2	2
621	не имеет	2	2
622	при всех	2	2
623	друг от	1	2
624	всей своей	2	2
625	своей жизни	1	2
626	два слова	1	2
627	в аспекте	2	2
628	мы переходим	1	2
629	далее и	1	2
630	совершенно иной	2	2
631	лишь одним	1	2
632	и главное	1	2
633	идея здесь	1	2
634	в свою	3	2
635	в значительной	2	2
636	не знаю	1	2
637	не могло	2	2
638	и ему	1	2
639	какую бы	1	2
640	переходит к	1	2
641	было и	1	2
642	а во	3	2
643	вот этот	1	2
644	известной степени	1	2
645	рассказа к	1	2
646	и там	1	2
647	нем не	1	2
648	она может	2	2
649	за пределами	1	2
650	с нею	1	2
651	жизни не	1	2
652	в другое	1	2
653	ответ на	1	2
654	то они	2	2
655	ничем не	1	2
656	и события	1	2
657	с начала	1	2
658	и сама	1	2
659	мира но	1	2
660	для всего	1	2
661	для нас	1	2
662	видеть в	1	2
663	пространстве а	1	2
664	чем он	1	2
665	слова а	1	2
666	что каждый	1	2
667	от друга	1	2
668	от всех	2	2
669	этом не	1	2
670	бы быть	3	2
671	в какой	2	2
672	определяя его	1	2
673	один и	1	2
674	их друг	1	2
675	они лишь	1	2
676	не все	5	2
677	ему не	1	2
678	этих двух	1	2
679	сюжета в	2	2
680	и тех	1	2
681	искать в	1	2
682	одну из	2	2
683	во второй	2	2
684	что касается	2	2
685	но она	1	2
686	одного слова	1	2
687	всей его	2	2
688	иной степени	1	2
689	в рамках	12	2
690	всех его	2	2
691	же самое	1	2
692	двух сознаний	1	2
693	эту функцию	1	2
694	в книге	1	2
695	к ней	1	2
696	данного произведения	1	2
697	для такого	1	2
698	произведения не	1	2
699	идет не	1	2
700	свою речь	1	2
701	или напротив	4	2
702	человек не	1	2
703	надо было	1	2
704	может и	1	2
705	разрушила бы	1	2
706	и совершенно	1	2
707	как для	1	2
708	дело здесь	1	2
709	форме и	1	2
710	мир не	1	1
711	авантюрному роману	1	1
712	еще раз	1	1
713	отвечает на	1	1
714	никогда и	1	1
715	а событие	1	1
716	с формой	1	1
717	явлениях а	1	1
718	совершенно очевидно	2	1
719	или иных	1	1
720	это лишь	1	1
721	кто иной	1	1
722	однако и	1	1
723	в равной	1	1
724	и когда	2	1
725	ли его	1	1
726	формы в	1	1
727	оказывается уже	1	1
728	этот момент	1	1
729	строго говоря	1	1
730	боли в	1	1
731	предполагает наличие	1	1
732	общения с	1	1
733	нас в	1	1
734	не являются	2	1
735	ни слова	1	1
736	думает и	1	1
737	не верят	1	1
738	может выступать	1	1
739	из двух	3	1
740	а во-вторых	1	1
741	на свою	1	1
742	мысль о	1	1
743	в некотором	1	1
744	но по	1	1
745	после него	1	1
746	и неуверенность	1	1
747	показаться что	1	1
748	самому герою	1	1
749	целое и	1	1
750	себе с	1	1
751	в собственном	2	1
752	что по	2	1
753	принципа не	1	1
754	ничего а	1	1
755	мира именно	1	1
756	обращения к	1	1
757	внутренней речью	1	1
758	произведении и	1	1
759	раз когда	1	1
760	на первый	2	1
761	всем его	1	1
762	нам представляется	1	1
763	приходится искать	1	1
764	первый взгляд	2	1
765	за личностью	1	1
766	было не	1	1
767	во внешнем	2	1
768	как справедливо	2	1
769	героя или	1	1
770	не существует	3	1
771	ее к	1	1
772	мире не	1	1
773	к другой	2	1
774	и третий	1	1
775	не могли	1	1
776	в действительности	1	1
777	в любом	2	1
778	его характера	1	1
779	она все	1	1
780	не должен	1	1
781	мире по	1	1
782	мира на	1	1
783	того не	1	1
784	истину и	1	1
785	времени в	2	1
786	интриги в	3	1
787	сознания в	1	1
788	и т.п	8	1
789	а непосредственно	1	1
790	и такого	1	1
791	особое место	1	1
792	ему даже	1	1
793	облик героя	1	1
794	точно так	2	1
795	приходит к	2	1
796	он думает	1	1
797	не обязательно	3	1
798	на своего	1	1
799	из аспектов	1	1
800	позиции и	2	1
801	в чистом	1	1
802	автора с	1	1
803	в прошлом	3	1
804	обратим внимание	1	1
805	и над	1	1
806	с рассказом	2	1
807	у себя	1	1
808	жизни как	3	1
809	они лишены	1	1
810	и оценки	1	1
811	выборе и	1	1
812	под названием	1	1
813	еще одна	3	1
814	чего он	1	1
815	который в	2	1
816	что именно	2	1
817	этого второго	1	1
818	именно с	1	1
819	по поводу	1	1
820	с читателем	1	1
821	времени а	1	1
822	перед их	1	1
823	немногочисленных случаях	1	1
824	к очень	1	1
825	уже по	1	1
826	которой в	1	1
827	едва ли	1	1
828	характерно что	1	1
829	но сама	2	1
830	жизни с	1	1
831	образом на	1	1
832	же было	1	1
833	отсутствует но	1	1
834	всех без	1	1
835	в чужой	2	1
836	рассказчиком с	1	1
837	внутреннюю структуру	1	1
838	не происходит	1	1
839	и столь	1	1
840	нами не	2	1
841	явления как	1	1
842	от его	1	1
843	еще раньше	1	1
844	он от	1	1
845	в обеих	1	1
846	слова эта	1	1
847	такого рода	7	1
848	внимание на	1	1
849	в состоянии	1	1
850	оценки и	1	1
851	единство высказывания	1	1
852	и чрезвычайно	1	1
853	и за	1	1
854	и через	1	1
855	довлеет себе	1	1
856	бытия и	1	1
857	место для	1	1
858	не от	2	1
859	в третьем	3	1
860	видит в	1	1
861	отношения между	1	1
862	однако он	1	1
863	о возможности	1	1
864	при анализе	1	1
865	только бы	2	1
866	слово там	1	1
867	легенда о	1	1
868	или хотя	1	1
869	и всю	1	1
870	чтобы заставить	1	1
871	как рассказчик	1	1
872	чтоб и	1	1
873	в связи	2	1
874	настоящим и	1	1
875	с отцом	1	1
876	сообщение о	1	1
877	до известной	1	1
878	это путь	1	1
879	в двух	2	1
880	нечто смешное	1	1
881	разумеется не	1	1
882	и кому	1	1
883	такова например	1	1
884	на другом	1	1
885	это определение	1	1
886	вы уже	1	1
887	как художественные	1	1
888	в русской	1	1
889	проявляет себя	1	1
890	установка человека	1	1
891	содержание речи	1	1
892	который является	1	1
893	читателя в	2	1
894	с матерью	1	1
895	бы она	1	1
896	еще только	1	1
897	связь и	1	1
898	дистанции между	1	1
899	прошлого и	2	1
900	в случае	7	1
901	действующих лиц	1	1
902	и тем	4	1
903	все основные	1	1
904	как это	6	1
905	не будет	3	1
906	его смысла	1	1
907	никто не	1	1
908	хотя в	2	1
909	в тех	1	1
910	и тот	2	1
911	часто не	1	1
912	от самого	1	1
913	ни одна	1	1
914	и некоторое	1	1
915	даже не	3	1
916	дела и	1	1
917	и знает	1	1
918	это может	1	1
919	видения мира	1	1
920	романа он	1	1
921	равной степени	1	1
922	когда мы	2	1
923	он еще	1	1
924	другое противоположное	1	1
925	не сливаются	1	1
926	так называемого	1	1
927	другому сознанию	1	1
928	известном смысле	2	1
929	первом случае	2	1
930	приводят к	1	1
931	слова от	1	1
932	это ощущение	1	1
933	даже если	1	1
934	или может	1	1
935	ей не	2	1
936	одной стороны	7	1
937	зрения это	1	1
938	поэтому ни	1	1
939	или иного	2	1
940	отрешиться от	1	1
941	его смерти	1	1
942	и случайных	1	1
943	сливаются в	1	1
944	не отличается	2	1
945	и ничего	1	1
946	других типов	1	1
947	любви и	1	1
948	всем протяжении	1	1
949	события но	2	1
950	раз подтверждает	1	1
951	как теперь	1	1
952	люди что	2	1
953	в частности	14	1
954	в последующих	1	1
955	однако с	1	1
956	в столь	1	1
957	одним словом	1	1
958	и существенно	1	1
959	для передачи	1	1
960	этой проблемы	1	1
961	мире на	1	1
962	них в	1	1
963	речи но	1	1
964	что слова	1	1
965	если в	3	1
966	его из	1	1
967	будто он	3	1
968	живет в	1	1
969	на ее	1	1
970	уж и	1	1
971	образа и	1	1
972	не всякий	1	1
973	говорит и	2	1
974	от нас	1	1
975	героя уже	1	1
976	его собственным	1	1
977	фактов как	1	1
978	перемены в	1	1
979	и строго	1	1
980	его собственными	1	1
981	должен был	1	1
982	так или	2	1
983	в повествовательном	1	1
984	ориентировано на	1	1
985	высказывания в	6	1
986	также может	1	1
987	иной как	1	1
988	подлинная жизнь	1	1
989	на раскрытие	1	1
990	живет своей	1	1
991	оно есть	1	1
992	себя с	1	1
993	если это	1	1
994	и чутка	1	1
995	можно назвать	1	1
996	рамках этого	1	1
997	и соответственно	2	1
998	что могло	1	1
999	ними не	1	1
1000	произведение в	1	1
1001	его высшей	1	1
1002	что когда-то	1	1
1003	своего предмета	1	1
1004	о котором	1	1
1005	со стороны	9	1
1006	далек от	1	1
1007	в известном	2	1
1008	в следующей	1	1
1009	для читателя	1	1
1010	думает о	1	1
1011	почувствовал что	1	1
1012	который и	1	1
1013	нет ничего	1	1
1014	как феномена	1	1
1015	типов но	1	1
1016	словами он	1	1
1017	иной его	1	1
1018	встать и	1	1
1019	не видеть	1	1
1020	что мы	2	1
1021	он прямо	2	1
1022	часов с	1	1
1023	это за	1	1
1024	высказывания а	1	1
1025	все бы	1	1
1026	которое не	1	1
1027	и тогда	1	1
1028	речи именно	1	1
1029	прямой речи	2	1
1030	не у	1	1
1031	но о	3	1
1032	единства подобно	1	1
1033	от других	1	1
1034	беседы с	1	1
1035	как событие	3	1
1036	тому или	1	1
1037	истории и	2	1
1038	другому что	1	1
1039	необходимо указать	1	1
1040	и иных	1	1
1041	в совершенно	1	1
1042	тогда как	12	1
1043	перед глазами	1	1
1044	форма восприятия	1	1
1045	выбора в	1	1
1046	остается как	1	1
1047	между людьми	1	1
1048	на две	1	1
1049	событий в	2	1
1050	рассказа что	1	1
1051	в самую	2	1
1052	где эта	1	1
1053	она неизбежно	1	1
1054	мира где	1	1
1055	без вас	1	1
1056	только здесь	1	1
1057	то она	2	1
1058	характерное для	1	1
1059	к прошлому	1	1
1060	взаимодействия с	1	1
1061	они еще	1	1
1062	смерти не	1	1
1063	к предмету	1	1
1064	похоже было	1	1
1065	и после	2	1
1066	в классической	1	1
1067	обратиться к	1	1
1068	к содержанию	3	1
1069	бывает в	1	1
1070	выступают с	1	1
1071	без которого	1	1
1072	или другому	1	1
1073	ему в	2	1
1074	о его	1	1
1075	ему что	1	1
1076	и судия	2	1
1077	не понимал	2	1
1078	может не	3	1
1079	ни с	1	1
1080	и было	1	1
1081	как у	1	1
1082	зависит от	2	1
1083	итак в	1	1
1084	в первый	1	1
1085	действительно является	1	1
1086	том числе	6	1
1087	авторской позиции	2	1
1088	мы имеем	2	1
1089	на что	1	1
1090	речи которая	1	1
1091	в вечности	1	1
1092	деле не	1	1
1093	а предмет	1	1
1094	тоже в	1	1
1095	не слияние	1	1
1096	истории как	1	1
1097	и одна	1	1
1098	в полном	2	1
1099	события по	2	1
1100	собственным голосом	1	1
1101	таком случае	2	1
1102	правильнее будет	1	1
1103	есть уже	1	1
1104	что ни	1	1
1105	силу и	1	1
1106	в присутствии	3	1
1107	а о	1	1
1108	и более	1	1
1109	или иначе	3	1
1110	становления и	1	1
1111	несет в	1	1
1112	было для	1	1
1113	это еще	1	1
1114	здесь даже	1	1
1115	вместить в	1	1
1116	пользуются для	1	1
1117	случаях когда	1	1
1118	казалось ему	1	1
1119	более глубоким	1	1
1120	зрения не	1	1
1121	нет у	2	1
1122	по его	1	1
1123	в новом	1	1
1124	какой он	1	1
1125	и оно	1	1
1126	вследствие чего	2	1
1127	здесь становится	1	1
1128	акта и	1	1
1129	действующие лица	1	1
1130	из гостиной	1	1
1131	другой но	1	1
1132	тем более	2	1
1133	еще одной	1	1
1134	или ином	2	1
1135	как формы	2	1
1136	являясь в	1	1
1137	а на	1	1
1138	человека к	1	1
1139	по убеждениям	1	1
1140	в юности	2	1
1141	они все	2	1
1142	может иметь	1	1
1143	на всем	1	1
1144	равно что	1	1
1145	как ни	2	1
1146	к их	1	1
1147	а еще	1	1
1148	мнению и	1	1
1149	в соборе	2	1
1150	которая может	1	1
1151	границами между	1	1
1152	вопроса а	1	1
1153	две стороны	1	1
1154	как уже	1	1
1155	здесь только	1	1
1156	а от	1	1
1157	здесь совершенно	2	1
1158	которое здесь	1	1
1159	обстоит дело	1	1
1160	с совершенно	1	1
1161	она здесь	1	1
1162	на другое	1	1
1163	к главному	1	1
1164	место из	1	1
1165	позволяет нам	1	1
1166	здесь это	1	1
1167	и может	1	1
1168	не оставляет	1	1
1169	в характере	1	1
1170	есть прежде	1	1
1171	убеждения в	1	1
1172	в зеркало	1	1
1173	он здесь	1	1
1174	в это	1	1
1175	при всем	2	1
1176	рассказа о	2	1
1177	и позволяет	1	1
1178	числе и	4	1
1179	человеческих отношений	1	1
1180	к изучению	1	1
1181	к событию	1	1
1182	жил в	1	1
1183	героя это	1	1
1184	реальность в	1	1
1185	формы сами	1	1
1186	он оказывается	1	1
1187	может показаться	1	1
1188	оно живет	1	1
1189	есть его	1	1
1190	место в	1	1
1191	них как	1	1
1192	косвенной речи	1	1
1193	личный опыт	1	1
1194	и стилизация	1	1
1195	в области	2	1
1196	их на	1	1
1197	тех или	1	1
1198	быть только	1	1
1199	таковой и	1	1
1200	в мышлении	1	1
1201	интонации и	1	1
1202	из опыта	1	1
1203	именно это	2	1
1204	становится в	1	1
1205	есть не	1	1
1206	на ту	1	1
1207	все было	3	1
1208	мира с	1	1
