N	2gram	Nazirov_Vr	Marksizm
104	в котором	6	7
105	свою очередь	1	7
106	он сам	2	7
107	как раз	2	7
108	в качестве	1	7
109	бы в	1	7
110	в этой	2	7
111	могут быть	1	7
112	на основе	2	7
113	той же	1	7
114	до конца	1	7
115	о том	4	7
116	того что	1	7
117	конечно в	1	7
118	в начале	6	7
119	далеко не	3	7
120	место в	2	7
121	в той	2	6
122	уже не	2	6
123	не есть	1	6
124	всяком случае	1	6
125	с ее	1	6
126	ничего общего	1	6
127	что же	1	6
128	этот процесс	1	6
129	он и	1	6
130	все это	4	6
131	же в	2	6
132	еще более	1	5
133	о чем	2	5
134	в одном	1	5
135	в виду	4	5
136	что слово	1	5
137	не менее	2	5
138	как на	1	5
139	от того	1	5
140	себя в	1	5
141	по преимуществу	1	5
142	как же	2	5
143	и у	3	5
144	но как	2	5
145	же он	1	5
146	в конце	3	5
147	то в	1	5
148	вместе с	2	5
149	да и	1	5
150	и лишь	1	5
151	вне его	1	5
152	хотя и	1	5
153	из него	1	5
154	в душе	1	5
155	отражает и	1	5
156	этом отношении	1	5
157	но не	1	5
158	в условиях	1	5
159	тем более	2	5
160	в особенности	1	5
161	только что	1	4
162	в них	2	4
163	тем что	3	4
164	он был	3	4
165	во всей	1	4
166	из них	2	4
167	едва ли	1	4
168	что они	1	4
169	и он	2	4
170	несмотря на	4	4
171	одним из	3	4
172	но для	1	4
173	но ведь	1	4
174	следовательно и	1	4
175	и речи	1	4
176	но при	1	4
177	он –	1	4
178	из этого	1	4
179	независимо от	1	4
180	нет ничего	1	4
181	целый ряд	4	4
182	только при	1	4
183	и то	2	4
184	уже в	4	4
185	не будем	1	4
186	это и	1	4
187	знаком и	1	4
188	может идти	1	4
189	как он	1	4
190	жизни и	1	4
191	с героем	1	3
192	не могло	1	3
193	в своих	4	3
194	ко всем	1	3
195	роль в	1	3
196	так в	2	3
197	на первый	2	3
198	в этот	3	3
199	но они	1	3
200	говорить о	1	3
201	с ним	4	3
202	а следовательно	1	3
203	к себе	2	3
204	в году	18	3
205	тем не	1	3
206	такое понимание	1	3
207	в русской	3	3
208	ли это	1	3
209	одним словом	1	3
210	что эта	1	3
211	одно и	1	3
212	по своей	1	3
213	и есть	1	3
214	и этот	1	3
215	как к	1	3
216	в другой	1	3
217	из которых	1	3
218	еще в	1	3
219	но вот	1	3
220	его и	2	3
221	то он	1	3
222	потому что	1	3
223	он хочет	1	3
224	на этот	1	3
225	но это	2	3
226	ответ на	2	3
227	они не	1	3
228	того как	1	3
229	и борьбы	1	3
230	на нее	1	3
231	в ту	1	3
232	говорить об	1	3
233	в авторском	1	3
234	и вообще	1	3
235	не все	1	3
236	на них	1	3
237	человека в	3	3
238	первый план	1	3
239	– одна	1	3
240	совпадает с	1	3
241	также и	1	3
242	не с	1	3
243	в нашей	2	3
244	сказал что	1	3
245	и о	3	3
246	конце концов	1	3
247	в целом	1	3
248	по нашему	3	3
249	во всем	1	2
250	для всех	1	2
251	к этой	1	2
252	вопросу о	1	2
253	из всех	1	2
254	этот момент	2	2
255	понимание их	1	2
256	в духе	1	2
257	в жизни	1	2
258	его на	2	2
259	их в	2	2
260	отличается от	1	2
261	у достоевского	4	2
262	de la	1	2
263	сам же	1	2
264	во все	1	2
265	было в	1	2
266	это же	1	2
267	не об	1	2
268	и выражение	1	2
269	а между	1	2
270	тем самым	1	2
271	привела к	1	2
272	содержания в	1	2
273	к ним	2	2
274	за него	1	2
275	такая же	1	2
276	это отношение	1	2
277	от них	1	2
278	не просто	1	2
279	крайней мере	1	2
280	и во	3	2
281	ее и	1	2
282	это будет	1	2
283	об одном	1	2
284	так он	1	2
285	отношения к	2	2
286	в недрах	1	2
287	после этого	2	2
288	иными словами	1	2
289	тому же	1	2
290	но он	3	2
291	и всего	1	2
292	– так	1	2
293	у тургенева	11	2
294	также в	1	2
295	же как	2	2
296	между прочим	1	2
297	его жизни	1	2
298	лишнего человека	8	2
299	в чем	3	2
300	что как	1	2
301	и руки	1	2
302	а с	2	2
303	того в	1	2
304	эти слова	3	2
305	совсем не	1	2
306	более всего	1	2
307	не могла	1	2
308	этом смысле	1	2
309	вот в	1	2
310	он сказал	1	2
311	в первой	1	2
312	во время	2	2
313	всех этих	1	2
314	никто из	1	2
315	в частности	1	2
316	все в	1	2
317	важно как	1	2
318	заключается в	1	2
319	в романе	6	2
320	к царю	1	2
321	как о	1	2
322	никто не	1	2
323	ему и	1	2
324	по крайней	1	2
325	него он	1	2
326	тех пор	1	2
327	к своим	1	2
328	которую он	1	2
329	каждый из	1	2
330	автора в	1	2
331	или вообще	1	2
332	не совсем	1	2
333	по всем	1	2
334	у гоголя	1	2
335	в литературе	1	2
336	о нем	6	2
337	же не	2	2
338	но с	1	2
339	ли не	1	2
340	по его	1	2
341	это было	1	2
342	пока не	1	2
343	искать в	1	2
344	в эти	2	2
345	одну из	1	2
346	во второй	1	2
347	идет о	1	2
348	руку и	1	2
349	только по	1	2
350	и самый	1	2
351	и наконец	1	2
352	появились в	1	1
353	с большими	1	1
354	можно говорить	1	1
355	этого в	1	1
356	русской литературе	3	1
357	за исключением	1	1
358	нем в	1	1
359	говорит о	1	1
360	него в	1	1
361	не являются	1	1
362	не хочет	1	1
363	далее в	1	1
364	и другими	1	1
365	сознания своей	2	1
366	но после	2	1
367	к русскому	1	1
368	из двух	1	1
369	и сам	1	1
370	равно как	1	1
371	доказывает что	1	1
372	представление о	1	1
373	пор мы	1	1
374	полемизирует с	1	1
375	в соответствии	1	1
376	нам уже	1	1
377	слова часто	1	1
378	прочим и	1	1
379	первое место	1	1
380	аналогично отношению	1	1
381	речь идет	3	1
382	для публики	1	1
383	ведь не	1	1
384	нашему мнению	1	1
385	нам не	1	1
386	рассказ о	1	1
387	было не	1	1
388	постольку он	1	1
389	другие –	1	1
390	тургенева и	18	1
391	не могли	1	1
392	которой он	1	1
393	вторая часть	1	1
394	раз и	1	1
395	брата и	1	1
396	органическое единство	1	1
397	во многих	1	1
398	не всегда	1	1
399	из их	1	1
400	в него	2	1
401	о покойном	1	1
402	из своего	1	1
403	тогда же	1	1
404	людей и	1	1
405	их отношения	1	1
406	указания на	1	1
407	романе не	1	1
408	одним лишь	1	1
409	он способен	1	1
410	затем в	1	1
411	и взял	1	1
412	к которому	1	1
413	однажды в	1	1
414	европы и	1	1
415	времени а	1	1
416	литературу в	1	1
417	уже по	1	1
418	вопрос и	1	1
419	лишь один	1	1
420	говорит их	1	1
421	ближе к	1	1
422	только не	1	1
423	как нам	1	1
424	основу и	1	1
425	лучше ли	1	1
426	в дневнике	4	1
427	автором на	1	1
428	а почему	1	1
429	не должна	1	1
430	это слово	1	1
431	отцов и	4	1
432	первая часть	1	1
433	в разные	1	1
434	во внимание	1	1
435	общественное положение	1	1
436	может в	1	1
437	остается едва	1	1
438	человек и	1	1
439	как говорит	1	1
440	я не	3	1
441	человек в	1	1
442	и явно	1	1
443	в мире	2	1
444	этот вывод	1	1
445	уже давно	1	1
446	быть объективным	1	1
447	письме к	4	1
448	он князь	1	1
449	к вопросу	1	1
450	этой повести	1	1
451	людьми и	1	1
452	в эту	2	1
453	под влиянием	1	1
454	совершенно прав	1	1
455	свое место	1	1
456	для правильного	1	1
457	вошли в	1	1
458	вошел в	1	1
459	бы больше	1	1
460	во франции	1	1
461	не лучше	1	1
462	действие в	1	1
463	на страницах	1	1
464	достоевского а	1	1
465	чтобы он	3	1
466	очень хорошо	2	1
467	конкретных фактов	1	1
468	помощью которых	1	1
469	в ответ	1	1
470	но зато	1	1
471	личность и	2	1
472	себя на	1	1
473	доходит до	1	1
474	проникнуть в	1	1
475	белого и	1	1
476	как известно	1	1
477	она правда	1	1
478	буржуазной европы	1	1
479	однако в	1	1
480	что для	1	1
481	что есть	3	1
482	сказался в	1	1
483	отражение и	1	1
484	но встреча	1	1
485	в силу	1	1
486	и повторяя	1	1
487	время он	2	1
488	на место	2	1
489	свое первое	1	1
490	свободой и	1	1
491	пришел к	2	1
492	в составе	1	1
493	в те	3	1
494	можно проследить	1	1
495	истории к	1	1
496	от сознания	2	1
497	приближается к	1	1
498	для русской	1	1
499	достоевского и	7	1
500	если в	1	1
501	также что	1	1
502	его с	2	1
503	связан с	1	1
504	наше чувство	1	1
505	– понятие	1	1
506	романа в	1	1
507	и из	1	1
508	года он	3	1
509	нашего времени	2	1
510	действительно можно	1	1
511	о которой	2	1
512	от этой	1	1
513	перед ними	1	1
514	себе не	1	1
515	за это	1	1
516	а отношение	1	1
517	за что	1	1
518	самим собой	1	1
519	их и	1	1
520	что у	3	1
521	в россии	5	1
522	вряд ли	1	1
523	то время	1	1
524	и какая	1	1
525	дать лишь	1	1
526	к русским	1	1
527	влияния на	1	1
528	правда не	1	1
529	он ее	1	1
530	рассказ у	1	1
531	мыслей и	1	1
532	в известном	2	1
533	во сне	1	1
534	этому же	1	1
535	лишние люди	1	1
536	не любил	1	1
537	о котором	1	1
538	что уже	1	1
539	в это	2	1
540	еще бы	1	1
541	при помощи	2	1
542	в обоих	1	1
543	еще один	1	1
544	мотивы и	2	1
545	с различными	1	1
546	об этой	2	1
547	достоевский в	8	1
548	соответствии с	1	1
549	ее не	1	1
550	как тот	1	1
551	идущий из	1	1
552	что я	2	1
553	том же	2	1
554	остается за	1	1
555	к книге	1	1
556	материал и	1	1
557	доступ в	1	1
558	именно к	1	1
559	дает нам	1	1
560	но на	1	1
561	короче говоря	1	1
562	на три	1	1
563	сколько в	1	1
564	он как	1	1
565	в предшествующей	1	1
566	которых он	1	1
567	единства и	1	1
568	прямо в	1	1
569	это дает	1	1
570	имел в	3	1
571	речи достоевский	1	1
572	мы находим	1	1
573	искал в	1	1
574	этого не	1	1
575	в другую	1	1
576	и начинается	1	1
577	в литературу	1	1
578	гоголя и	1	1
579	не хуже	1	1
580	со своею	1	1
581	что ж	2	1
582	имеется в	1	1
583	по своему	1	1
584	и я	1	1
585	что им	1	1
586	все равно	1	1
587	что тот	1	1
588	слова тем	1	1
589	ему не	1	1
590	в стиле	1	1
591	с большою	1	1
592	что мог	1	1
593	при участии	1	1
594	достоевский и	8	1
595	полемика и	1	1
596	характерно для	1	1
597	можно найти	1	1
598	человека и	1	1
599	в россию	4	1
600	же на	1	1
601	отношение к	2	1
602	в плане	1	1
603	– явление	1	1
604	лишних людей	2	1
605	каком направлении	1	1
