N	2gram	Propp_Morf	Freidism
223	его к	1	4
224	с ее	1	4
225	в целом	5	4
226	ответ на	2	3
227	не так	2	3
228	собственном смысле	3	3
229	во втором	7	3
230	для всех	1	3
231	до сих	1	3
232	и очень	1	3
233	и должны	1	3
234	и при	3	3
235	это уже	3	3
236	связанное с	1	3
237	в результате	8	3
238	его рождения	1	3
239	и тот	2	3
240	в них	1	3
241	в основу	2	3
242	оно не	2	3
243	и даже	2	3
244	их в	2	3
245	не делает	1	3
246	очень важный	2	3
247	приводит к	3	3
248	во сне	2	3
249	где оно	2	3
250	при анализе	1	3
251	этот мотив	1	3
252	что мы	2	3
253	он был	1	3
254	между двумя	1	3
255	в одном	2	3
256	можно ли	1	3
257	в совершенно	2	3
258	в настоящей	1	3
259	как на	1	3
260	из наиболее	1	3
261	не совсем	1	3
262	тем же	2	3
263	в нашем	6	3
264	находится в	1	3
265	с этими	1	3
266	о том	6	3
267	во всей	1	3
268	на этот	2	3
269	какой степени	1	3
270	а вовсе	2	3
271	это сделать	1	3
272	и становится	1	3
273	бы то	3	3
274	переходим к	1	3
275	и то	1	3
276	мы видим	15	3
277	они не	3	3
278	к себе	2	3
279	не будем	5	3
280	и этим	7	3
281	у нас	3	3
282	и притом	1	3
283	этого не	2	3
284	наших дней	2	3
285	одним из	2	3
286	но для	3	3
287	такой же	1	3
288	случае не	4	3
289	и как	6	3
290	и она	1	3
291	на все	1	3
292	и со	1	3
293	один и	1	3
294	же касается	1	3
295	и таким	2	3
296	сих пор	1	3
297	этих двух	1	3
298	читателя в	1	3
299	в г	1	3
300	о мотивах	2	3
301	такие же	1	3
302	в самых	2	3
303	между тем	5	3
304	в какой	3	3
305	не приходится	1	3
306	и ни	1	3
307	конечно в	1	3
308	как не	1	3
309	или как	1	3
310	но во	1	3
311	целом и	1	3
312	себя в	2	3
313	бы он	1	3
314	них не	1	3
315	и есть	3	3
316	на другие	2	3
317	чаще всего	11	3
318	оно может	4	3
319	сказать о	2	3
320	независимо от	4	3
321	ведь и	1	3
322	если это	3	3
323	на это	1	3
324	не выдерживает	1	2
325	однако и	1	2
326	и другие	6	2
327	это утверждение	1	2
328	и этот	2	2
329	в момент	1	2
330	самого себя	2	2
331	к этой	1	2
332	которые он	1	2
333	очень много	2	2
334	его с	1	2
335	должна быть	2	2
336	и их	3	2
337	по всему	3	2
338	в применении	1	2
339	большую роль	1	2
340	на работу	2	2
341	вот как	2	2
342	в некоторых	4	2
343	из которых	5	2
344	мотивах и	1	2
345	не как	1	2
346	по-видимому не	1	2
347	для нас	2	2
348	и об	1	2
349	нас к	1	2
350	она становится	1	2
351	или во	1	2
352	по пути	1	2
353	чувства и	1	2
354	в первом	5	2
355	но все	4	2
356	наоборот мы	1	2
357	равно как	1	2
358	теми же	1	2
359	отношения к	1	2
360	в мире	1	2
361	они и	5	2
362	а именно	1	2
363	что такой	1	2
364	явлений и	1	2
365	только для	2	2
366	не имеет	2	2
367	ли он	1	2
368	возникает вопрос	3	2
369	при помощи	12	2
370	нет в	1	2
371	не входит	2	2
372	все они	1	2
373	его и	2	2
374	нами выше	1	2
375	должно быть	1	2
376	элементы и	1	2
377	вопрос о	10	2
378	и начинается	1	2
379	в круг	2	2
380	в течение	1	2
381	связана с	3	2
382	одной стороны	2	2
383	лежат в	1	2
384	представляет собой	17	2
385	в борьбу	1	2
386	для нее	1	2
387	какое же	1	2
388	значение для	1	2
389	которые можно	1	2
390	при таких	1	2
391	в различных	2	2
392	от других	2	2
393	превращается в	2	2
394	в америке	1	2
395	в глаза	2	2
396	же самое	1	2
397	всего этого	1	2
398	в мифах	1	2
399	с другой	9	2
400	заметить что	11	2
401	мог бы	1	2
402	то она	1	2
403	мы говорили	1	2
404	всех людей	1	2
405	друг друга	3	2
406	же он	1	2
407	бы в	2	2
408	но так	2	2
409	только о	1	2
410	проходит через	1	2
411	его можно	1	2
412	из этой	1	2
413	как к	1	2
414	что с	1	2
415	ничем не	2	2
416	с одной	2	2
417	в состоянии	1	2
418	ни было	2	2
419	что при	3	2
420	такое же	1	2
421	о нем	1	2
422	и сама	1	2
423	в качестве	8	2
424	то мы	5	2
425	но как	3	2
426	на которой	1	2
427	чтобы получить	1	2
428	нет это	1	2
429	силу и	1	2
430	в их	1	2
431	вспомнить о	1	2
432	а на	3	2
433	материал для	1	2
434	как по	1	2
435	из важнейших	1	2
436	выпадает из	2	2
437	это один	1	2
438	а также	7	2
439	которые мы	1	2
440	и которая	1	2
441	дело в	1	2
442	как его	1	2
443	по их	5	2
444	уже совершенно	1	2
445	в третий	1	2
446	вообще не	2	2
447	между собою	2	2
448	ясно что	5	2
449	он в	1	2
450	также в	2	2
451	не есть	1	2
452	постановка вопроса	1	2
453	о которых	1	2
454	это было	3	2
455	применении к	1	2
456	в эту	1	2
457	в одной	2	2
458	работы и	1	2
459	ко всему	1	2
460	могли бы	2	2
461	реагирует на	3	2
462	все другие	1	2
463	не то	1	2
464	а с	2	2
465	же из	1	2
466	же с	1	2
467	наука о	2	2
468	составных частей	1	2
469	отличие от	1	2
470	и религия	1	2
471	в поле	5	2
472	его не	1	2
473	на другой	1	2
474	также и	6	2
475	обстоит дело	1	2
476	дело не	2	2
477	с большим	1	2
478	или же	7	2
479	является его	1	2
480	и тем	3	2
481	одним словом	1	2
482	можно сделать	2	2
483	если же	5	2
484	всех других	2	2
485	есть и	4	2
486	вспомним что	1	2
487	в нашей	1	2
488	входит в	4	2
489	пр и	3	2
490	таких случаях	2	2
491	к которой	1	2
492	что бы	1	2
493	думать что	1	2
494	или иное	1	2
495	когда мы	1	2
496	но эти	3	2
497	или вовсе	1	2
498	с различными	1	2
499	ли мы	1	2
500	или иной	1	2
501	или другими	2	2
502	но если	10	2
503	из этого	1	2
504	там где	5	2
505	то в	3	2
506	в него	1	2
507	только одну	1	2
508	три года	4	2
509	в одну	2	2
510	он должен	3	2
511	в особенности	1	1
512	во всем	1	1
513	всего это	3	1
514	утверждать что	3	1
515	будем мы	1	1
516	правда очень	1	1
517	никак нельзя	1	1
518	бы они	2	1
519	образом и	1	1
520	по существу	13	1
521	можно говорить	1	1
522	и здесь	7	1
523	та же	3	1
524	наши дни	1	1
525	же законы	1	1
526	иногда может	3	1
527	которые не	1	1
528	он только	1	1
529	до него	1	1
530	на ее	1	1
531	из таких	2	1
532	и вслед	1	1
533	или по	2	1
534	дело с	1	1
535	все события	1	1
536	момента в	1	1
537	и далее	1	1
538	и дает	2	1
539	даже в	1	1
540	другой пример	2	1
541	братьев и	1	1
542	переносится в	1	1
543	что отец	1	1
544	каков характер	1	1
545	все формы	1	1
546	этом случае	10	1
547	три дня	1	1
548	о так	1	1
549	ни стало	1	1
550	этой работе	1	1
551	мифах и	1	1
552	в другой	1	1
553	с применением	1	1
554	должны теперь	1	1
555	а затем	10	1
556	иногда и	2	1
557	потому не	2	1
558	заметим что	3	1
559	остановиться на	1	1
560	очень сложные	1	1
561	следует упомянуть	1	1
562	а есть	1	1
563	начинает действовать	2	1
564	с собой	3	1
565	необходимо для	1	1
566	в плоскости	3	1
567	и эти	1	1
568	церковь и	1	1
569	в или	1	1
570	и самая	1	1
571	как они	2	1
572	очень важных	1	1
573	чтобы в	1	1
574	начинается с	5	1
575	вводится в	1	1
576	во что	1	1
577	не более	1	1
578	время как	3	1
579	на которых	1	1
580	этой цели	1	1
581	подобная классификация	1	1
582	на примере	1	1
583	их и	1	1
584	совершенно особую	1	1
585	следовательно в	1	1
586	в лабиринт	1	1
587	каким образом	1	1
588	показать что	4	1
589	оно есть	1	1
590	пр как	1	1
591	только можно	1	1
592	как при	1	1
593	тем что	4	1
594	она является	1	1
595	эти поступки	1	1
596	же самый	1	1
597	то время	3	1
598	например в	2	1
599	с тем	2	1
600	элементов так	1	1
601	там же	1	1
602	сразу с	1	1
603	выходят за	1	1
604	только те	1	1
605	делает и	1	1
606	что иное	2	1
607	и т	62	1
608	случаях всегда	2	1
609	не что	2	1
610	совершенно одинаково	2	1
611	сомневаться в	1	1
612	или выражаясь	1	1
613	нами при	1	1
614	мотивов но	1	1
615	бы не	1	1
616	мы имели	1	1
617	действительно ни	1	1
618	в это	1	1
619	что необходимо	1	1
620	для их	1	1
621	в ряду	1	1
622	выраженное в	1	1
623	в которые	1	1
624	на одном	1	1
625	и нет	1	1
626	сразу и	2	1
627	такого изучения	1	1
628	г в	1	1
629	первый взгляд	3	1
630	но оно	2	1
631	этот вывод	1	1
632	очень большую	1	1
633	его мать	1	1
634	бросается в	1	1
635	значения для	1	1
636	ними и	1	1
637	самый способ	1	1
638	со смертью	2	1
639	остановимся на	1	1
640	ответить на	2	1
641	во все	1	1
642	имеем ли	1	1
643	на новые	2	1
644	здесь возможны	1	1
645	где нет	1	1
646	то это	5	1
647	можно считать	1	1
648	ввести читателя	2	1
649	что этот	2	1
650	после того	1	1
651	и заставляет	2	1
652	нашего века	1	1
653	говорить не	1	1
654	же элементы	1	1
655	на друга	2	1
656	не определяются	1	1
657	может его	1	1
658	это все	1	1
659	это его	1	1
660	в каких	2	1
661	какие же	1	1
662	явления и	1	1
663	быть не	1	1
664	же методами	1	1
665	оно как	2	1
666	во многих	1	1
667	имеют свои	1	1
668	и тогда	3	1
669	точно и	1	1
670	и больше	2	1
671	именно на	1	1
672	только один	1	1
673	об отношении	1	1
674	он приводит	2	1
675	и три	1	1
676	этой классификации	2	1
677	которых она	1	1
678	и когда	2	1
679	приходит к	1	1
680	для данного	1	1
681	может войти	1	1
682	образом что	1	1
683	целый ряд	3	1
684	мы считаем	1	1
685	ее по	3	1
686	видим таким	1	1
687	быть поняты	1	1
688	действия и	2	1
689	а во	3	1
690	так называемых	2	1
691	и начинает	1	1
692	не представляет	1	1
693	и изучение	3	1
694	поняты без	1	1
695	она все	1	1
696	друг на	2	1
697	имеем в	8	1
698	известной степени	1	1
699	из одной	1	1
700	человека эта	1	1
701	и там	1	1
702	других видов	1	1
703	могут и	2	1
704	в точности	5	1
705	упомянем еще	1	1
706	без всякого	2	1
707	быть изучены	2	1
708	настоящее время	3	1
709	такому мотиву	1	1
710	к следующему	1	1
711	таких случаев	2	1
712	и одинаково	1	1
713	таких условиях	1	1
714	одной из	2	1
715	следующим образом	4	1
716	для изучения	1	1
717	эти вопросы	1	1
718	по собственному	1	1
719	же она	3	1
720	убежден что	1	1
721	он может	2	1
722	форм их	1	1
723	всех внешних	1	1
724	к целому	2	1
725	на ряд	1	1
726	момент в	2	1
727	который в	2	1
728	до известной	1	1
729	что говорит	1	1
730	однако в	2	1
731	его место	1	1
732	перед нами	14	1
733	его роль	1	1
734	коем случае	1	1
735	что даже	1	1
736	друг с	1	1
737	лишь при	1	1
738	же относится	1	1
739	на котором	4	1
740	к основной	1	1
741	мы берем	1	1
742	все с	1	1
743	она есть	1	1
744	он рождается	1	1
745	на своем	1	1
746	здесь действительно	1	1
747	мы еще	1	1
748	в настоящее	3	1
749	представлениями таким	1	1
750	свои собственные	1	1
751	он входит	1	1
752	с того	3	1
753	быть выделен	1	1
754	но есть	3	1
755	которое следует	1	1
756	непосредственно с	1	1
757	представления которые	1	1
758	заставляет его	2	1
759	об их	1	1
760	пойти в	2	1
761	что они	5	1
762	которую они	1	1
763	в свое	2	1
764	служит в	1	1
765	к различным	2	1
766	не зная	1	1
767	или наоборот	2	1
768	но на	1	1
769	ему в	1	1
770	то оно	1	1
771	ведь для	1	1
772	см гл	1	1
773	зуб он	2	1
774	в коем	1	1
775	и отцом	1	1
776	пр с	1	1
777	это сходство	1	1
778	на вопрос	2	1
779	и функции	3	1
780	указать на	1	1
781	собой в	2	1
782	другой мы	1	1
783	она в	2	1
784	нашей работы	2	1
785	вывод что	2	1
786	даже такие	1	1
787	или с	3	1
788	имеется и	1	1
789	бы на	1	1
790	хотя и	5	1
791	выйти в	1	1
792	сторона в	1	1
793	только во	1	1
794	общие вопросы	1	1
795	ситуации в	1	1
796	он идет	1	1
797	есть в	1	1
798	но чаще	1	1
799	мы легко	1	1
800	является одним	1	1
801	два раза	5	1
802	приведет нас	1	1
803	совершенно убежден	1	1
804	из форм	1	1
805	многих отношениях	1	1
806	переносятся на	1	1
807	вытекает из	2	1
808	в формах	1	1
809	на нескольких	1	1
810	других очень	2	1
811	в ином	3	1
812	этим мы	1	1
813	в виде	3	1
814	зрения его	1	1
815	куда он	1	1
816	из основателей	1	1
817	один пример	1	1
818	мы вполне	1	1
819	чем в	2	1
820	вопрос но	1	1
821	на каком	1	1
822	своих детей	1	1
823	наконец мы	1	1
824	без всяких	1	1
825	же не	1	1
826	дальнейшему развитию	1	1
827	вообще же	1	1
828	в интересах	2	1
829	или в	6	1
830	к чему	3	1
831	прежде чем	5	1
832	влияния на	1	1
833	что его	4	1
834	будет дано	1	1
835	№ и	4	1
836	во внимание	1	1
837	но эта	1	1
838	это мы	2	1
839	нужно только	1	1
840	с теми	4	1
841	там и	1	1
842	исходят из	2	1
843	много лет	1	1
844	на тот	1	1
845	и своего	1	1
846	наконец даже	1	1
847	им вовсе	1	1
848	совершенно точно	1	1
849	эти две	1	1
850	далее много	1	1
851	говорят о	1	1
852	все виды	1	1
853	не дают	1	1
854	основано на	1	1
855	имеется в	3	1
856	а эта	2	1
857	сам конечно	1	1
858	перейти к	2	1
859	останавливаться не	1	1
860	за другим	2	1
861	не на	2	1
862	сходство не	1	1
863	здесь не	3	1
864	служит для	1	1
865	лишь для	1	1
866	пока не	1	1
867	различных народов	1	1
868	точек зрения	1	1
869	и это	1	1
870	с другом	1	1
871	из одного	1	1
872	вследствие чего	1	1
873	где кончается	1	1
874	связанная с	1	1
875	в пропасть	4	1
876	это так	2	1
877	на явление	1	1
878	вводит в	1	1
879	как результат	1	1
880	дана в	1	1
881	не все	6	1
882	совершенно ясно	1	1
883	только он	1	1
884	той или	1	1
885	людей в	1	1
886	укажем что	1	1
887	иметь в	1	1
888	в русской	1	1
889	без всякой	2	1
890	пр все	1	1
891	вопрос не	2	1
892	в каждом	1	1
893	еще до	1	1
894	на те	1	1
895	выдает себя	2	1
896	предположить что	1	1
897	того или	1	1
898	но можно	1	1
899	может иметь	1	1
900	изучения этих	1	1
901	как ни	1	1
902	такую же	2	1
903	тут и	1	1
904	трудно и	1	1
905	действия в	1	1
906	данный момент	1	1
907	надо было	1	1
908	связи с	12	1
909	же законам	1	1
910	показывает что	1	1
911	отвечает на	1	1
912	имен и	1	1
913	может возникнуть	1	1
914	это достигается	1	1
915	все остальные	1	1
916	так называемой	1	1
917	служащие для	1	1
918	так мы	1	1
919	д таким	1	1
920	и необходимость	1	1
921	как уже	3	1
922	т д	60	1
923	можно назвать	3	1
924	ту же	2	1
925	или не	3	1
926	тому как	5	1
927	о возможности	1	1
928	не по	2	1
929	что всякий	1	1
930	то нет	1	1
931	это по	1	1
932	кажется что	1	1
933	не будет	1	1
934	к тем	1	1
935	но она	1	1
936	составные части	10	1
937	реакции на	1	1
938	от отца	2	1
939	не с	2	1
940	что эта	2	1
941	одно и	1	1
942	она хочет	1	1
943	пор не	1	1
944	как он	1	1
945	и определяет	1	1
946	в тех	8	1
947	становится на	1	1
948	можно было	4	1
949	в форме	6	1
950	составная часть	1	1
951	оказывается что	1	1
952	в начале	3	1
953	все приведенные	1	1
954	еще в	1	1
955	даже не	3	1
956	может определяться	1	1
957	теряет свое	2	1
958	как же	3	1
959	в нее	2	1
960	несколько ниже	1	1
961	при других	1	1
962	сама она	1	1
963	как то	2	1
964	как вообще	1	1
965	они могут	1	1
966	на свое	1	1
967	у которого	1	1
968	мысль о	1	1
969	требует чтобы	3	1
970	другой и	1	1
971	могла бы	4	1
972	рассматривать как	1	1
973	и совершенно	1	1
974	значение и	3	1
975	скрывается под	1	1
976	но всегда	1	1
977	ни одной	2	1
978	тем как	1	1
979	переходит на	2	1
980	чем она	1	1
981	всей работы	1	1
982	функций и	1	1
983	каком материале	1	1
984	мотивы которые	1	1
985	нужно помнить	1	1
986	и никогда	1	1
987	включением ее	1	1
988	друг другу	1	1
989	и каждый	1	1
990	затем он	1	1
991	которые в	1	1
992	этим же	2	1
993	все содержание	1	1
994	что изучение	3	1
995	это делает	1	1
996	благодаря этому	3	1
997	но прежде	1	1
998	можем определить	1	1
999	материала в	1	1
1000	более широкого	1	1
1001	это дает	1	1
1002	вызвать в	1	1
1003	еще одно	1	1
1004	из старых	1	1
1005	совокупность всех	1	1
1006	в первой	1	1
1007	это означает	1	1
1008	мы будем	3	1
1009	и гораздо	1	1
1010	же в	3	1
1011	действительно в	1	1
1012	совершенно непонятно	1	1
1013	на борьбу	1	1
1014	чтобы это	1	1
1015	сведения о	1	1
1016	мы останавливаться	1	1
1017	как будто	2	1
1018	на то	3	1
1019	следует заметить	2	1
1020	определить как	1	1
1021	формы он	1	1
1022	здесь мы	3	1
1023	или при	2	1
1024	может и	1	1
1025	случае это	1	1
1026	таким же	1	1
1027	нет не	1	1
1028	быть дано	1	1
1029	означает что	3	1
1030	этому вопросу	1	1
1031	животных и	3	1
1032	в один	3	1
1033	дает ему	1	1
1034	в лице	1	1
1035	следует за	3	1
1036	есть не	1	1
1037	где мы	1	1
1038	и предметом	1	1
1039	иное как	2	1
1040	жизненных явлений	1	1
1041	превращаются в	1	1
