N	3gram	Vinokur_Ku	Dialekti
151	что же такое	1	3
152	как раз на	2	2
153	бы и не	1	2
154	то тем самым	1	2
155	в каждом из	2	2
156	том что в	1	2
157	в силу своей	1	2
158	т е она	1	2
159	в собственном смысле	1	2
160	хотя бы и	4	2
161	дело не в	3	2
162	поскольку речь идет	1	2
163	что в данном	1	2
164	таким образом есть	1	2
165	далеко не всегда	1	2
166	друг от друга	1	2
167	в подлинном смысле	1	2
168	содержат в себе	1	2
169	и пр и	2	2
170	несет на себе	1	2
171	если же вы	1	2
172	легко заметить что	1	2
173	но для этого	1	2
174	и вместе с	1	2
175	но они не	1	2
176	смысл и свое	1	2
177	в частности и	1	2
178	но также и	2	2
179	не забудем что	1	2
180	можно говорить о	2	2
181	точки зрения в	2	2
182	этом смысле есть	1	2
183	в последнее время	1	2
184	есть все что	1	2
185	можно понимать как	1	2
186	заключается не в	1	2
187	и с другой	1	2
188	в сущности и	1	2
189	и пр это	1	2
190	о нем можно	1	2
191	не в силах	1	2
192	но что же	1	2
193	все же есть	1	2
194	тут мы находим	1	2
195	на этом примере	1	2
196	в свою очередь	4	2
197	лишь тогда когда	1	2
198	вместе с ним	1	2
199	это значит только	1	2
200	что с точки	1	2
201	почему? потому что	1	2
202	это не имеет	1	2
203	и в особенности	1	2
204	в это время	1	2
205	что нет ничего	1	2
206	и не в	2	2
207	свой смысл и	1	2
208	в тех или	1	2
209	но все это	1	2
210	тот или иной	1	2
211	дело в том	1	2
212	что если бы	1	2
213	не должно быть	1	2
214	и все его	1	2
215	уже не просто	1	2
216	в лучшем случае	1	2
217	и то что	1	2
218	хотя бы в	4	2
219	и в том	2	2
220	и вовсе не	4	2
221	на своем месте	1	2
222	так же невозможно	1	2
223	в широком смысле	2	2
224	что оно не	1	2
225	а так как	1	2
226	что и в	1	2
227	потому что они	1	2
228	в каком отношении	1	1
229	как одно из	1	1
230	лишь в том	2	1
231	всяком случае гораздо	1	1
232	тех пор пока	1	1
233	что оно имеет	1	1
234	своей точки зрения	1	1
235	тех пор как	1	1
236	что говоря о	1	1
237	мы говорим о	3	1
238	это дает нам	1	1
239	было бы установить	1	1
240	явление не есть	1	1
241	я и хочу	1	1
242	это уже не	1	1
243	это не помешало	1	1
244	что же это	1	1
245	не самый факт	1	1
246	но еще и	1	1
247	для этого необходимо	1	1
248	в применении к	1	1
249	что в ней	1	1
250	самый факт этого	1	1
251	идти речь о	1	1
252	в братьях карамазовых	1	1
253	том что если	1	1
254	уже не в	1	1
255	к такому пониманию	1	1
256	не в этом	1	1
257	и в другом	2	1
258	себя самого и	1	1
259	все той же	1	1
260	на том же	1	1
261	не значит еще	1	1
262	я имею в	2	1
263	оно не имеет	1	1
264	только потому и	1	1
265	со своей точки	1	1
266	это делается в	1	1
267	отсюда следует что	2	1
268	в силу той	1	1
269	имеет своим предметом	1	1
270	прежде всего что	1	1
271	т е все	1	1
272	и учение о	1	1
273	это чувство было	1	1
274	также и то	1	1
275	потому и возможно	1	1
276	не может уже	1	1
277	что все это	2	1
278	все равно не	1	1
279	и пр но	2	1
280	и все это	1	1
281	идея как принцип	1	1
282	мы имеем далее	1	1
283	рано или поздно	2	1
284	по природе своей	1	1
285	для себя и	1	1
286	может быть заменено	2	1
287	до некоторой степени	1	1
288	и во многих	1	1
289	том что она	1	1
290	если бы я	1	1
291	совершенно ясно что	1	1
292	эту точку зрения	1	1
293	которые несмотря на	1	1
294	во втором случае	1	1
295	ли сказать что	1	1
296	не имеет что	1	1
297	в том случае	3	1
298	как например в	1	1
299	одна за другой	1	1
300	я говорю что	1	1
301	должны признать что	1	1
302	когда он является	1	1
303	в первом случае	1	1
304	в особенности же	2	1
305	мы видели уже	1	1
306	что она уже	1	1
307	время есть не	1	1
308	но может быть	1	1
309	когда говорят о	1	1
310	и иначе например	1	1
311	но так же	1	1
312	мне кажется что	1	1
313	и о значении	1	1
314	точки зрения законов	1	1
315	выражения т е	1	1
316	но только в	1	1
317	чтобы мы могли	1	1
318	просто указать на	1	1
319	оно превращается в	1	1
320	как и всякая	1	1
321	у нас есть	2	1
322	то ни другое	1	1
323	что в них	2	1
324	в отличие от	3	1
325	однако не только	1	1
326	а в том	2	1
327	у них есть	1	1
328	т е чтобы	1	1
329	связанные с этим	1	1
330	далеко еще не	1	1
331	то ни было	1	1
332	что нужно для	1	1
333	случае гораздо более	1	1
334	исходит из того	1	1
335	ни то ни	1	1
336	того что в	2	1
337	как идея как	1	1
338	мы увидим как	1	1
339	на наших глазах	1	1
340	в этих последних	1	1
341	на этот раз	1	1
342	эта не только	1	1
343	в конечном счете	2	1
344	а не с	1	1
345	в развитии научного	1	1
346	а с другой	3	1
347	несмотря на все	1	1
348	она и может	1	1
349	имею в виду	2	1
350	нет никаких оснований	1	1
351	пр и пр	2	1
352	то обстоятельство что	15	1
353	отношении его к	1	1
354	ясно что не	1	1
355	организм т е	1	1
356	не то что	1	1
357	в силу которой	1	1
358	что для нас	1	1
359	это как не	1	1
360	те или иные	2	1
361	и в этой	1	1
362	отнюдь не является	1	1
363	только может быть	1	1
364	в них не	1	1
365	не хочу сказать	1	1
366	не всегда так	1	1
367	бьют мимо цели	1	1
368	один московский ученый	1	1
369	в этих случаях	1	1
370	внимание на то	2	1
371	в том и	3	1
372	я хочу сказать	1	1
373	в силу того	2	1
374	ее интересует не	1	1
375	возможна и необходима	1	1
376	но прежде всего	1	1
377	и далее в	1	1
378	вместе с тем	3	1
379	не могло не	1	1
380	может уже быть	1	1
381	т д это	2	1
382	что такое этот	1	1
383	как это часто	1	1
384	том и в	1	1
385	в какой мере	1	1
386	большей или меньшей	2	1
387	не говорю уже	1	1
388	мере того как	3	1
389	сих пор я	1	1
390	в том чтобы	9	1
391	и является наиболее	1	1
392	того чтобы дать	2	1
393	повседневной жизни и	1	1
394	заключается в том	2	1
395	мы имели бы	1	1
396	т е на	1	1
397	как это делается	1	1
398	нас совершенно не	1	1
399	столько же сколько	1	1
400	то оно не	1	1
401	имеем в виду	1	1
402	все более и	1	1
403	это-то как раз	1	1
404	по большей части	2	1
405	потому что мне	1	1
406	может быть очень	1	1
407	том или ином	1	1
408	в свое время	4	1
409	весьма и весьма	1	1
410	что же касается	4	1
411	которые могли бы	1	1
412	что с ними	1	1
413	ясно что в	2	1
414	а следовательно и	2	1
415	свидетельствует только о	1	1
416	пр но для	1	1
417	зависит прежде всего	1	1
418	только в том	5	1
419	что только после	1	1
420	думаю что это	1	1
421	в виду не	2	1
422	более и более	1	1
423	целый ряд таких	1	1
424	не мешает им	1	1
425	до тех пор	1	1
426	и возможно что	1	1
427	и не должен	1	1
428	можно ли сказать	1	1
429	мы приходим к	2	1
430	это потому что	1	1
431	что в этих	1	1
432	и в таком	1	1
433	даже и на	1	1
434	самом деле это	1	1
435	ни за что	1	1
436	хочу сказать что	2	1
437	уже не может	3	1
438	на ту же	1	1
439	все те же	1	1
440	вопрос об отношении	1	1
441	хотя бы на	2	1
442	но дело не	1	1
443	ничего принципиально нового	1	1
444	на себе следы	1	1
445	данном случае в	1	1
446	вовсе еще не	1	1
447	если бы было	1	1
448	их подлинный смысл	1	1
449	именно так и	1	1
450	что мы имеем	2	1
451	всего то что	1	1
452	и с точки	1	1
453	это еще не	1	1
454	т д словом	1	1
455	связанных между собою	1	1
456	мы не знаем	1	1
457	и ничего не	1	1
458	как раз то	1	1
459	в одно и	1	1
460	не только потому	3	1
461	том как должно	1	1
462	только для того	2	1
463	мы имеем в	1	1
464	во всех этих	1	1
465	главным образом в	1	1
466	в этом случае	4	1
467	следовательно и в	1	1
468	именно в том	2	1
469	тогда когда в	1	1
470	а вместе с	1	1
471	говорю уже о	1	1
472	говорить о разных	1	1
473	с тем чтобы	1	1
474	том что он	4	1
475	что это такое?	1	1
476	если они не	1	1
477	в первую очередь	3	1
478	несущее на себе	1	1
479	это напряжение и	1	1
480	того кто его	1	1
481	с тем что	1	1
482	не значат то	1	1
483	сомневаться не приходится	1	1
484	вообще во всем	1	1
485	реальное бытие и	1	1
486	том случае если	3	1
487	и всякой иной	1	1
488	на то как	1	1
489	том смысле как	1	1
490	я не хочу	1	1
491	сюда же относятся	1	1
492	чтобы можно было	1	1
493	в узком и	1	1
494	в виду их	1	1
495	брать на себя	1	1
496	то что они	1	1
497	или быть может	1	1
498	по мере того	3	1
499	и в смысле	1	1
500	что в этом	1	1
501	прежде всего в	1	1
502	отчет в том	1	1
503	уже само по	1	1
504	и в области	1	1
505	в данном языке	1	1
506	есть по существу	1	1
507	после того как	2	1
508	что несмотря на	1	1
509	в другом случае	1	1
510	новые и новые	1	1
511	он был бы	1	1
512	целом и в	1	1
