N	3gram	Propp_Russ	Istorich
257	целью воздействовать на	1	2
258	не только для	1	2
259	заставляет думать что	1	2
260	еще прибавить что	1	2
261	есть вместе с	1	2
262	в этой роли	1	2
263	иметь власть над	1	2
264	и то и	1	2
265	но и другие	1	2
266	и других животных	2	2
267	а именно в	1	2
268	не только у	2	2
269	и в том	2	2
270	и те же	1	2
271	что они часто	1	2
272	в свою очередь	2	2
273	т е не	1	2
274	на другой день	2	2
275	материалов достаточно чтобы	1	2
276	же она не	1	2
277	об этом можно	1	2
278	имеется очень много	1	2
279	с одним из	1	2
280	одна из них	1	2
281	не потому что	1	2
282	такая точка зрения	1	2
283	на эту связь	1	2
284	они представляют собой	2	2
285	хотя и не	1	2
286	обрядах и в	1	2
287	тогда когда будет	1	2
288	очень много и	1	2
289	так как они	2	2
290	объясняется тем что	1	2
291	только потому что	1	2
292	по этому вопросу	1	2
293	ниже когда мы	1	2
294	тогда как в	1	2
295	вне связи с	1	2
296	д т е	1	2
297	они говорят что	1	1
298	к выводу что	3	1
299	бросают в воду	1	1
300	до того как	2	1
301	установить что в	1	1
302	в круг изучения	1	1
303	е тот кто	1	1
304	в немецкой науке	1	1
305	что говорилось о	1	1
306	выше мы указывали	1	1
307	т е тот	1	1
308	объяснение мы должны	1	1
309	как они не	1	1
310	независимо от обряда	1	1
311	мы имеем смешение	1	1
312	его нет в	1	1
313	такое же значение	1	1
314	дают нам право	2	1
315	в народном сознании	1	1
316	одни и те	1	1
317	что во время	1	1
318	пришли на смену	1	1
319	этот обряд в	1	1
320	в предыдущей главе	1	1
321	представляют собой не	1	1
322	воздействовать на урожай	2	1
323	это приводит к	1	1
324	только о том	1	1
325	там же к	1	1
326	то что им	1	1
327	мы начнем с	1	1
328	об этом не	1	1
329	в какой степени	3	1
330	все еще ясно	1	1
331	на очень большом	1	1
332	и у других	1	1
333	от него он	1	1
334	как будто ничего	1	1
335	и здесь следует	1	1
336	мы наблюдаем что	1	1
337	интерес представляет для	1	1
338	говорит о том	1	1
339	как мы уже	2	1
340	увидим ниже в	1	1
341	материале д к	1	1
342	лишь разницей что	1	1
343	афанасьев в своих	1	1
344	еще упомянуть что	2	1
345	во многих отношениях	2	1
346	что сам он	1	1
347	мы проследили в	1	1
348	в эти дни	4	1
349	и некоторые другие	2	1
350	не может так	1	1
351	представление о них	1	1
352	случаи показывают что	1	1
353	из них в	1	1
354	в доме и	1	1
355	одно из них	1	1
356	или в другие	1	1
357	имели целью воздействовать	1	1
358	с тем и	3	1
359	очень интересный и	1	1
360	по аналогии с	1	1
361	из своей среды	1	1
362	получить хороший урожай	1	1
363	в землю и	1	1
364	из которых одна	1	1
365	наблюдения и выводы	1	1
366	не только тексты	1	1
367	для нас важны	1	1
368	не лезет и	1	1
369	не кто-нибудь другой	1	1
370	можно говорить о	1	1
371	же выводы можно	2	1
372	на место где	1	1
373	в советской науке	2	1
374	приносили в жертву	1	1
375	приведенные материалы дают	1	1
376	связанные с этим	1	1
377	подойти к материалу	2	1
378	без всякой связи	1	1
379	это вытекает из	1	1
380	не будем останавливаться	2	1
381	должен быть признан	1	1
382	еду и питье	1	1
383	оно все же	1	1
384	к этому времени	2	1
385	связанные с рождением	1	1
386	их и их	1	1
387	тем одно из	1	1
388	этот случай встречается	1	1
389	что здесь на	1	1
390	пока еще не	1	1
391	должны будем изучить	1	1
392	можно рассматривать как	1	1
393	на земле что	1	1
394	смысла и значения	1	1
395	после чего они	1	1
396	и у нас	2	1
397	некогда представлял собой	1	1
398	явление представляют собой	1	1
399	указать еще на	1	1
400	и могут быть	1	1
401	не по существу	1	1
402	необходимо иметь в	1	1
403	а не кто-нибудь	1	1
404	и что от	1	1
405	то что по	1	1
406	как мы знаем	1	1
407	песни и пляски	1	1
408	то же значение	1	1
409	которые будут рассмотрены	1	1
410	так например по	1	1
411	средство борьбы с	1	1
412	должны быть включены	1	1
413	не более как	1	1
414	то и дело	2	1
415	главным образом на	1	1
416	в себе и	1	1
417	чем говорилось выше	1	1
418	в древние времена	1	1
419	и состоит в	1	1
420	ее в реку	2	1
421	для нас важно	1	1
422	всякой связи с	1	1
423	можно согласиться с	1	1
424	и по окончании	1	1
425	обрядами и обычаями	1	1
426	тем более что	1	1
427	с природой он	1	1
428	трупы зашивались в	1	1
429	однако все эти	1	1
430	и не случайно	1	1
431	по содержанию своему	1	1
432	в свете изложенного	1	1
433	тому как в	1	1
434	их силу и	1	1
435	это не что	1	1
436	и другие виды	1	1
437	и представляют собой	1	1
438	между тем одно	1	1
439	но и других	1	1
440	еще не ясно	1	1
441	очень большом материале	1	1
442	а в тех	1	1
443	имеем ту же	1	1
444	у нас в	1	1
445	вытекает из приведенных	1	1
446	и это не	1	1
447	из приведенных выше	1	1
448	уже указывалось выше	1	1
449	и в некоторые	2	1
450	уже на более	1	1
451	кругу явлений относится	1	1
452	тем способностям которые	1	1
453	говорится что в	1	1
454	этих обрядов с	1	1
455	как в других	1	1
456	он признает что	1	1
457	так как наша	1	1
458	нет в центральной	1	1
459	из них из	1	1
460	потому что над	1	1
461	того как будут	1	1
462	мы указывали что	1	1
463	мы рассмотрим некоторые	1	1
464	и привязывают к	1	1
465	она не имеет	1	1
466	встречаются и в	1	1
467	по существу в	1	1
468	в церковь и	1	1
469	с земли на	1	1
470	жизнь но и	1	1
471	что от этого	1	1
472	ниже мы увидим	1	1
473	из леса и	2	1
474	и обычаями с	1	1
475	одно из значений	1	1
476	в избу к	1	1
477	живя в лесу	1	1
478	на путь изучения	1	1
479	в других формах	1	1
480	время от времени	1	1
481	во многих других	1	1
482	т д а	1	1
483	всего дома и	1	1
484	нас несколько ниже	1	1
485	других так например	1	1
486	не можем входить	1	1
487	будут рассмотрены ниже	1	1
488	без сомнения говорит	1	1
489	поле и в	1	1
490	таком случае их	1	1
491	до того момента	1	1
492	и в таком	1	1
493	эти представления не	2	1
494	в китае и	1	1
495	этому же кругу	1	1
496	представляет для нас	1	1
497	того или другого	1	1
498	обряд состоит в	1	1
499	обрядов и обычаев	1	1
500	этого обряда в	1	1
501	ни одно из	2	1
502	так что в	1	1
503	тот кто сорвал	1	1
504	займет нас несколько	1	1
505	или может быть	1	1
506	не единственная форма	1	1
507	так что они	1	1
508	то же известно	1	1
509	этого обряда не	1	1
510	увидим ниже при	1	1
511	но это все	1	1
512	в этом отношении	1	1
513	не совсем ясно	1	1
514	что один из	1	1
515	таким образом к	1	1
516	с той лишь	1	1
517	в глухую полночь	1	1
518	на поле и	1	1
519	что делалось в	1	1
520	потому что в	1	1
521	ниже при рассмотрении	1	1
522	которые можно рассматривать	1	1
523	связано не с	1	1
524	но в данном	1	1
525	в такой же	1	1
526	делается для того	1	1
527	бросается в глаза	3	1
528	один из самых	1	1
529	к вопросу в	1	1
530	живут не только	1	1
531	имелись и в	1	1
532	об илье муромце	1	1
533	есть та же	1	1
534	ничего не знает	1	1
535	распространено мнение что	1	1
536	ставит себе целью	1	1
537	может так как	1	1
538	в дом и	1	1
539	обряды связаны с	1	1
540	той лишь разницей	1	1
541	с раздвинутыми ногами	1	1
542	день за днем	1	1
543	его уже не	1	1
544	можно сослаться на	1	1
545	материалы дают нам	2	1
546	из самых распространенных	1	1
547	значение так как	1	1
548	получает свою силу	1	1
549	несмотря на все	1	1
550	в своей книге	1	1
551	и получают от	1	1
552	для нас особенно	1	1
553	сообщает также что	1	1
554	об этом так	1	1
555	становятся в ряд	1	1
556	которые имели место	1	1
557	объяснение этого обычая	1	1
558	довольно много но	1	1
559	как будто совершенно	1	1
560	к зеленин в	1	1
561	не говорится о	1	1
562	и в этом	2	1
563	ее с собой	1	1
564	во второй половине	1	1
565	поле и т	2	1
566	тому что в	1	1
567	имеется довольно много	1	1
568	зеленин в своей	1	1
569	этот вопрос можно	1	1
570	только по отношению	1	1
571	и от этого	1	1
572	для детей и	1	1
573	видеть в этом	1	1
574	говорит вот тебе	1	1
575	на тех же	1	1
576	после этого они	1	1
577	только у греков	1	1
578	есть один из	1	1
579	основана на некотором	1	1
580	одним из самых	1	1
581	так как по	1	1
582	интересно не только	1	1
583	раздвинутыми ногами и	1	1
584	материалы приводят нас	1	1
585	а и никифоров	3	1
586	в одно целое	1	1
587	и одна из	1	1
588	по возвращении домой	1	1
589	что при этом	1	1
590	не связанных с	1	1
591	и более поздние	1	1
592	одна из наиболее	1	1
593	и целый год	1	1
594	это делается для	1	1
595	такими какими их	1	1
596	же к этому	1	1
597	под образа и	1	1
598	волшебную магическую силу	1	1
599	же значение как	1	1
600	эти представления и	2	1
601	китае и в	1	1
602	во всем этом	1	1
603	в противном случае	1	1
604	мы увидим еще	1	1
605	в лесу они	1	1
606	и та же	1	1
607	и в китае	1	1
608	как можно больше	2	1
609	т е как	1	1
610	что здесь в	1	1
611	которые не имели	1	1
612	по содержанию и	1	1
613	что это делалось	2	1
614	тесно связаны с	1	1
615	в этом показании	1	1
616	в другие сроки	5	1
617	в лес где	1	1
618	еще далеко не	2	1
619	народы у которых	1	1
620	у нас на	1	1
621	всяком случае не	1	1
622	это не объясняет	1	1
623	с тем есть	1	1
624	одна из девушек	3	1
625	одна и та	1	1
626	повлиять на плодородие	1	1
627	не случайно что	1	1
628	известно и в	1	1
629	что она считала	1	1
630	это делалось для	3	1
631	ступени ее развития	1	1
632	содержанию и по	1	1
633	с ней и	1	1
634	видели в ней	1	1
635	можно думать что	1	1
636	с этого момента	2	1
637	непосредственно не связаны	1	1
638	вопрос может быть	1	1
639	показывает что при	1	1
640	в лес за	1	1
641	но не объясняет	1	1
642	приводит к тому	1	1
643	из леса таким	1	1
644	на небо но	1	1
645	разрешать не будем	1	1
646	но здесь он	1	1
647	эти составные части	1	1
648	на две части	1	1
649	потому что они	1	1
650	будем останавливаться на	2	1
651	выводы этой работы	1	1
652	друг к другу	2	1
