N	3gram	Voloshinov	Formalny
172	в основе этой	1	2
173	индивидуального организма и	3	2
174	оставаясь в пределах	1	2
175	как со стороны	1	2
176	данной социальной группы	1	2
177	выйти за пределы	3	2
178	имеем в виду	1	2
179	в целом ряде	1	2
180	и не нуждается	2	2
181	от того что	1	2
182	ничего общего с	1	2
183	на этот вопрос	3	2
184	и с помощью	2	2
185	но что же	1	2
186	со всех сторон	1	2
187	в одной из	1	2
188	да и не	1	2
189	если же мы	1	2
190	вовсе не есть	1	2
191	дело в том	1	2
192	так и со	1	2
193	так как они	1	2
194	зависимости от того	2	2
195	и притом в	3	2
196	так же как	1	2
197	мы имеем в	1	2
198	ни в каких	1	2
199	в этом случае	1	2
200	совершенно независимо от	1	2
201	выходит за пределы	2	2
202	общем можно сказать	1	2
203	или хотя бы	1	2
204	что же такое	2	2
205	в следующей главе	3	2
206	нам важно лишь	2	2
207	нуждается ни в	1	2
208	что и в	2	2
209	ни в чем	4	2
210	тот или иной	1	2
211	из этих фактов	1	1
212	мы убедились что	1	1
213	что он не	1	1
214	во внешнем объективном	2	1
215	и роковую роль	1	1
216	д таким образом	1	1
217	пришли к нему	1	1
218	в этот период	3	1
219	своей силы и	1	1
220	распадается на ряд	1	1
221	не имеющие отношения	1	1
222	можно найти у	1	1
223	том что это	1	1
224	вполне понятно что	1	1
225	теперь остается рассмотреть	1	1
226	но вместе с	2	1
227	что в его	2	1
228	как это утверждает	2	1
229	деталях и нюансах	1	1
230	сделать вывод что	1	1
231	можем сказать что	5	1
232	поэтому они сами	1	1
233	то что он	1	1
234	раз и не	2	1
235	историческую перспективу для	1	1
236	сводится к следующему	1	1
237	увидим что в	1	1
238	же это за	1	1
239	обстоит дело и	2	1
240	все другие стороны	1	1
241	и тогда когда	1	1
242	более того она	1	1
243	по сравнению с	1	1
244	же что и	1	1
245	и не имеющие	1	1
246	и все те	1	1
247	точки зрения каждого	1	1
248	у нас в	2	1
249	однако и здесь	1	1
250	нашей точки зрения	1	1
251	последнем счете и	1	1
252	в корне ложным	1	1
253	содержания и формы	1	1
254	в целом это	1	1
255	может пройти мимо	1	1
256	он и не	1	1
257	даже не пытается	1	1
258	большое значение в	1	1
259	не то чем	1	1
260	жизни таким образом	1	1
261	в том же	1	1
262	нигде не найдем	2	1
263	в коем случае	1	1
264	во внешнем мире	4	1
265	в своей основе	4	1
266	что мы знаем	1	1
267	в какой степени	2	1
268	согласиться с тем	1	1
269	центр тяжести в	1	1
270	вещей и социальных	1	1
271	они не могут	1	1
272	главным образом из	1	1
273	совершенно не критически	1	1
274	поэтому они и	1	1
275	и то же	1	1
276	она не менее	1	1
277	говорит о том	1	1
278	тем что его	1	1
279	жизни данной социальной	1	1
280	а не наоборот	1	1
281	с помощью которых	4	1
282	в общем можно	1	1
283	друг на друга	1	1
284	что он был	1	1
285	случае не может	1	1
286	это совсем не	1	1
287	мы знаем что	6	1
288	что же останется	1	1
289	можно сделать вывод	1	1
290	все время иметь	1	1
291	только с точки	1	1
292	может освободиться от	1	1
293	мы уже указывали	4	1
294	ее целом и	2	1
295	ее целом а	1	1
296	что же является	1	1
297	это так же	1	1
298	мы можем сказать	5	1
299	могут быть поняты	1	1
300	здесь имеет место	1	1
301	со всем этим	1	1
302	так и по	1	1
303	настолько велико что	1	1
304	всех других областей	1	1
305	каждого из этих	1	1
306	оно проявляется в	1	1
307	между ними в	1	1
308	мы все время	1	1
309	эти вопросы и	1	1
310	в чем не	4	1
311	при ознакомлении с	1	1
312	организма и психики	1	1
313	все это учение	1	1
314	и никогда не	1	1
315	но есть ли	1	1
316	таким образом в	2	1
317	конечно не может	2	1
318	так именно и	2	1
319	ситуация при которой	1	1
320	жизни и творчества	2	1
321	а с другой	2	1
322	какой степени не	1	1
323	не может пройти	1	1
324	и по отношению	2	1
325	и в нем	1	1
326	может быть конечно	1	1
327	есть не что	1	1
328	что же это	1	1
329	чем иным как	2	1
330	только один из	1	1
331	самом деле здесь	1	1
332	органического единства и	1	1
333	в целом и	1	1
334	но как раз	1	1
335	человека с точки	1	1
336	положен в основу	1	1
337	с их помощью	1	1
338	оно не есть	1	1
339	извне и изнутри	1	1
340	впитывает в себя	2	1
341	все это не	1	1
342	в нем происходит	1	1
343	он не был	1	1
344	в дальнейшей жизни	1	1
345	чем же объясняется	2	1
346	научной основательности и	1	1
347	именно для данного	1	1
348	или во всяком	1	1
349	и пр как	1	1
350	не может ведь	1	1
351	истинные движущие силы	1	1
352	собственном смысле этого	1	1
353	и биология в	1	1
354	и потому не	1	1
355	а также и	2	1
356	к дальнейшему развитию	1	1
357	каждое из этих	1	1
358	же типа как	1	1
359	в корне неверно	2	1
360	собственном смысле слова	1	1
361	и тем не	2	1
362	вместе с этим	1	1
363	еще на одну	1	1
364	итоги остается подвести	1	1
365	с помощью тех	1	1
366	той или иной	1	1
367	зрения его внутреннего	1	1
368	психологической и философской	1	1
369	данного единичного высказывания	1	1
370	социальных групп и	1	1
371	прежде всего на	1	1
372	и только в	1	1
373	т д таким	1	1
374	как по отношению	1	1
375	ни в каком	2	1
376	в процессе общения	1	1
377	и может быть	2	1
378	никаких оснований для	1	1
379	полагаем что таким	1	1
380	в сторону от	1	1
381	невольно возникает вопрос	1	1
382	не нуждается в	1	1
383	в чем же	2	1
384	как бы широко	1	1
385	которая могла бы	1	1
386	может быть даже	1	1
387	о том что	3	1
388	ни в какой	2	1
389	мы обратимся к	1	1
390	а иногда и	1	1
391	по крайней мере	1	1
392	если мы обратимся	1	1
393	и без того	1	1
394	в гораздо большей	1	1
395	почва на которой	1	1
396	притом в их	1	1
397	во внутренней речи	1	1
398	пределы индивидуального организма	1	1
399	концы с концами	1	1
400	меньшей мере сомнительной	1	1
401	не выдерживает критики	1	1
402	но и не	1	1
403	мы различаем в	1	1
404	художественной формы и	1	1
405	ведь мы уже	2	1
406	а следовательно и	2	1
407	и не было	1	1
408	можно сказать что	5	1
409	и той же	3	1
410	мы конечно не	1	1
411	время иметь в	1	1
412	форму и содержание	1	1
413	и хотя бы	1	1
414	но и все	1	1
415	гораздо большей степени	1	1
416	только в этом	1	1
417	кроме этого отношения	1	1
418	в то время	1	1
419	он их не	1	1
420	зависит от того	1	1
421	точки зрения на	1	1
422	в ссср в	1	1
423	все же не	1	1
424	своего исторического существования	1	1
425	в некоторых отношениях	1	1
426	хотя и не	1	1
427	в узком смысле	2	1
428	не было бы	1	1
429	в жесте в	1	1
430	как в самом	1	1
431	не чем иным	2	1
432	с другими направлениями	1	1
433	но ведь именно	1	1
434	с помощью которого	2	1
435	социальные связи в	1	1
436	каких бы то	1	1
437	у различных народов	1	1
438	и его содержание	1	1
439	не что иное	1	1
440	и быть не	1	1
441	что иное как	1	1
442	ни в коем	1	1
443	и все другие	1	1
444	одно и то	1	1
445	формы и ее	1	1
446	вкратце остановиться на	1	1
447	под влиянием внешних	1	1
448	не может в	1	1
449	тело а как	1	1
450	и совсем не	1	1
451	остается подвести итоги	1	1
452	одной и той	3	1
453	заключается в том	2	1
454	жизни в различных	1	1
455	социологической точки зрения	1	1
456	он со всею	1	1
457	только потому что	1	1
458	так и его	1	1
459	с ее объектом	1	1
460	во всех этих	1	1
461	вовсе не тот	2	1
462	всяком случае уже	1	1
463	до конца и	1	1
464	никакого отношения к	1	1
465	говорит об этом	1	1
466	существенных моментах определяется	1	1
467	в особенности в	1	1
468	продолжает жить и	1	1
469	но тем не	1	1
470	должно быть дано	1	1
471	сознания таким образом	1	1
472	и пр далее	1	1
473	но так как	1	1
474	глубже и существеннее	1	1
475	чем-то абсолютно новым	1	1
476	теперь с точки	1	1
477	наиболее последовательное выражение	1	1
478	но именно в	1	1
479	самом деле что	1	1
480	сил и энергий	1	1
481	явления таким образом	1	1
482	этого-то как раз	1	1
483	в этом периоде	1	1
484	те противоречия которые	1	1
485	намека на возможность	1	1
486	по меньшей мере	2	1
487	в связь с	2	1
488	в таком виде	2	1
489	мы нигде не	1	1
490	на каком материале	1	1
491	то в нем	1	1
492	случае уже не	1	1
493	по этому вопросу	1	1
494	следующей главе глава	2	1
495	все в нем	1	1
496	видели что он	1	1
497	процессе общения между	1	1
498	увидим что и	1	1
499	во второй период	2	1
500	коем случае не	1	1
501	жизни и в	1	1
502	теперь мы должны	3	1
503	то увидим что	1	1
504	его собственного внутреннего	1	1
505	является одним из	1	1
506	это и есть	2	1
507	быть положен в	1	1
508	укладывается в рамки	1	1
509	в основе их	1	1
510	и пр только	1	1
511	во всех сферах	1	1
512	можно было бы	1	1
513	последовательно и до	3	1
514	его отношение к	2	1
515	среда в которой	1	1
516	несколько слов о	1	1
517	имеющие отношения к	1	1
