1	при этом	22	43
261	или точнее	1	2
262	не обязательно	1	2
263	здесь не	3	2
264	место в	3	2
265	видно что	9	2
266	вплоть до	5	2
267	которые могут	1	2
268	основе своей	1	2
269	но так	2	2
270	которые не	3	2
271	было в	1	2
272	и затем	2	2
273	и к	5	2
274	на смену	1	2
275	дело не	4	2
276	и действия	1	2
277	на основе	4	2
278	очевидно что	3	2
279	ответ на	2	2
280	есть в	3	2
281	мог бы	1	2
282	в ряду	1	2
283	забота о	1	2
284	не о	1	2
285	здесь мы	4	2
286	говорят о	1	2
287	не могу	1	2
288	и потому	5	2
289	ее не	1	2
290	и девочка	1	2
291	от своего	1	2
292	во всех	8	2
293	еще и	1	2
294	он и	1	2
295	с ними	6	2
296	бывает в	1	2
297	по себе	2	2
298	как по	2	2
299	в значительной	1	2
300	только на	6	2
301	не есть	1	2
302	и после	4	2
303	быть только	2	2
304	на другой	3	2
305	того чтобы	8	2
306	наряду с	1	2
307	говорилось выше	3	2
308	в данной	1	2
309	а мы	2	2
310	на разных	1	2
311	точек зрения	1	2
312	есть время	1	2
313	что мы	1	2
314	рассуждение о	1	2
315	совершенно не	2	2
316	ему в	1	2
317	нашем сознании	1	2
318	несмотря на	4	2
319	в одной	3	2
320	так же	8	2
321	и наконец	2	2
322	и сам	1	2
323	связи с	8	2
324	к которому	1	2
325	как он	3	2
326	тем что	12	2
327	что это	8	2
328	через посредство	1	2
329	в течение	10	2
330	те же	1	2
331	первые два	1	2
332	целый ряд	2	2
333	для этого	7	2
334	смысл который	1	2
335	не как	2	2
336	можно назвать	3	2
337	этих случаях	5	2
338	для обозначения	2	2
339	так сказать	1	2
340	в разных	5	2
341	потому не	1	2
342	в их	6	2
343	не входит	1	2
344	ее и	3	2
345	хотя бы	1	2
346	она может	1	2
347	то и	5	2
348	что не	1	2
349	в третьем	1	2
350	же самое	1	2
351	обращается к	2	2
352	не можем	7	2
353	например в	5	2
354	представить себе	1	2
355	значительной степени	1	2
356	нас нет	3	2
357	в него	2	2
358	но на	2	2
359	к нему	7	2
360	и есть	1	2
361	а во	1	2
362	не знает	1	2
363	значения и	2	2
364	к наиболее	2	2
365	вернуться к	1	2
366	вместе с	17	2
367	после обеда	5	2
368	эти слова	1	2
369	как это	14	2
370	вся его	1	2
371	этом не	3	2
372	и ее	4	2
373	точку зрения	1	2
374	и который	1	2
375	и сами	2	2
376	жизни как	1	2
377	в голову	1	2
378	что до	1	2
379	основе которой	1	2
380	в этой	6	2
381	аналогии с	1	2
382	должен был	6	2
383	или даже	5	2
384	теперь уже	1	2
385	из рассмотренных	1	2
386	и оно	1	2
387	заметить что	5	2
388	никак не	1	2
389	при таком	1	2
390	и здесь	4	2
391	в приведенном	2	2
392	которая состоит	1	2
393	как известно	2	2
394	первых трех	1	2
395	что для	4	2
396	и во	3	2
397	тому что	6	2
398	до этого	1	2
399	каждого из	1	2
400	как его	2	2
401	и др	5	2
402	и с	14	2
403	как оно	2	2
404	в период	3	2
405	в противном	2	2
406	ставят на	4	2
407	и что	14	2
408	и у	6	2
409	которое не	1	2
410	быть и	3	2
411	не мог	1	2
412	обратиться к	1	2
413	указывает на	1	2
414	жизни то	1	2
415	ли не	1	2
416	можно было	5	2
417	когда в	2	2
418	по этой	2	2
419	другой в	2	2
420	входит в	5	2
421	еще более	1	2
422	по мере	1	2
423	что они	9	2
424	ни о	1	2
425	времени его	1	2
426	не всегда	6	2
427	в которых	13	2
428	том чтобы	10	2
429	но он	4	2
430	мы и	1	2
431	в силу	2	2
432	первого тома	1	2
433	уже в	4	2
434	но возможно	2	2
435	не могло	2	2
436	не все	8	2
437	в таком	6	2
438	как о	1	2
439	в чем	2	2
440	в году	6	2
441	она в	4	2
442	и как	7	2
443	что она	6	2
444	более или	3	2
445	своем роде	1	2
446	если она	2	2
447	к жизни	9	2
448	что я	1	2
449	сливаются в	1	2
450	раз и	2	2
451	оно не	2	2
452	в текстах	1	2
453	его с	5	2
454	или менее	3	2
455	не просто	4	2
456	еще до	2	2
457	на нее	6	2
458	так например	10	2
459	было не	2	2
460	любви и	3	2
461	так называемой	3	2
462	этом ряду	1	2
463	мы можем	2	2
464	тот кто	2	2
465	к себе	5	2
466	от их	1	2
467	что он	5	2
468	на этот	3	2
469	в другом	1	2
470	день и	2	2
471	для себя	1	2
472	чем и	1	2
473	ни с	2	2
474	и смерти	1	2
475	границы между	1	2
476	них как	3	2
477	и это	3	2
478	плачут и	1	2
479	к которой	1	2
480	тех же	1	2
481	как время	1	2
482	это время	7	2
483	приводит к	6	2
484	но она	6	2
485	что смерть	1	2
486	однако не	2	2
487	в литературе	1	2
488	в детскую	1	2
489	совершаемые с	1	1
490	одном и	1	1
491	времени на	1	1
492	совсем не	3	1
493	в сторону	1	1
494	у себя	1	1
495	из толпы	1	1
496	того или	1	1
497	это на	2	1
498	в ее	3	1
499	существования не	1	1
500	возможен только	1	1
501	представлений о	3	1
502	становится очевидным	1	1
503	в связи	5	1
504	взывает к	1	1
505	и смысловая	1	1
506	идет по	1	1
507	совершенно иное	1	1
508	исторического развития	1	1
509	умирающего и	3	1
510	празднику рождества	1	1
511	сюда же	3	1
512	это означало	2	1
513	есть некоторая	1	1
514	как знак	6	1
515	относится к	2	1
516	одного и	1	1
517	и передают	1	1
518	выступает в	1	1
519	оно было	1	1
520	с другими	3	1
521	следующим образом	11	1
522	на долю	1	1
523	свое внимание	1	1
524	с русской	1	1
525	образом и	1	1
526	город с	1	1
527	только одна	1	1
528	иначе чем	1	1
529	он есть	2	1
530	здесь следует	1	1
531	собой очень	2	1
532	им не	2	1
533	если же	1	1
534	из того	1	1
535	мы увидим	11	1
536	в науке	1	1
537	в настоящее	7	1
538	в различных	3	1
539	говорить что	2	1
540	что обычно	1	1
541	к которым	1	1
542	все для	1	1
543	не от	1	1
544	а по	1	1
545	еще одну	1	1
546	с таким	3	1
547	ни одна	2	1
548	характер этой	1	1
549	сказать что	2	1
550	этого так	1	1
551	для того	8	1
552	не могут	1	1
553	стоит и	1	1
554	иное как	4	1
555	их уже	1	1
556	и воскресение	2	1
557	случае он	1	1
558	из одного	2	1
559	того как	9	1
560	одна и	1	1
561	и определяется	1	1
562	смерть и	2	1
563	именно это	1	1
564	когда ее	1	1
565	зависимости от	1	1
566	оно в	1	1
567	людей и	2	1
568	так что	13	1
569	сколько в	1	1
570	либо его	1	1
571	но с	1	1
572	переходит к	1	1
573	себя не	1	1
574	их по	3	1
575	обращения к	1	1
576	в работах	1	1
577	греков и	1	1
578	и которая	1	1
579	с четырьмя	2	1
580	все то	2	1
581	для современного	1	1
582	указание на	1	1
583	сближает его	2	1
584	с другим	2	1
585	к первому	1	1
586	указать на	1	1
587	себе в	2	1
588	двоякий характер	1	1
589	в более	2	1
590	этого дня	2	1
591	а тот	1	1
592	он на	1	1
593	непосредственно а	1	1
594	что к	1	1
595	этого обряда	6	1
596	или просто	2	1
597	новой жизни	1	1
598	значении этого	1	1
599	этом случае	12	1
600	с большей	1	1
601	не так	2	1
602	некоторые из	4	1
603	был его	1	1
604	из которого	1	1
605	это явная	1	1
606	относится и	1	1
607	их к	2	1
608	на всем	1	1
609	к новой	2	1
610	природы и	4	1
611	земле и	5	1
612	в зеркало	1	1
613	она состоит	1	1
614	оснований для	1	1
615	и воскресающего	3	1
616	в духе	2	1
617	значения как	1	1
618	не что	4	1
619	что все	3	1
620	в угол	1	1
621	как все	1	1
622	чем объясняется	1	1
623	на сцену	2	1
624	и мышления	1	1
625	есть на	1	1
626	из всех	1	1
627	на который	1	1
628	них не	1	1
629	там он	1	1
630	до самого	1	1
631	пример когда	1	1
632	в первой	1	1
633	и время	1	1
634	иметь в	2	1
635	ее по	3	1
636	встречаются и	3	1
637	из которых	3	1
638	оно очень	1	1
639	приведенных выше	1	1
640	не встречается	1	1
641	они сами	1	1
642	же как	6	1
643	мы должны	7	1
644	и игры	3	1
645	равным образом	1	1
646	пишет не	1	1
647	присущ и	1	1
648	он из	1	1
649	него нет	1	1
650	в поле	22	1
651	дня и	1	1
652	что ему	2	1
653	из них	19	1
654	но оно	2	1
655	о нем	1	1
656	но смысл	1	1
657	увидим ниже	3	1
658	время они	2	1
659	в каждой	1	1
660	на человеческую	1	1
661	рассказ о	1	1
662	с его	2	1
663	только по	3	1
664	он полагал	1	1
665	и иные	1	1
666	и теперь	2	1
667	представления о	3	1
668	которой он	1	1
669	свидетельствует об	1	1
670	и символически	1	1
671	переход от	4	1
672	в полной	1	1
673	из земли	4	1
674	в нее	1	1
675	являются не	1	1
676	на своих	1	1
677	земли не	1	1
678	объяснение с	1	1
679	в раннем	1	1
680	встречаются в	2	1
681	действие а	1	1
682	значение это	1	1
683	не приходится	1	1
684	в пространстве	1	1
685	которую следует	1	1
686	на улицах	1	1
687	горы и	1	1
688	таком случае	1	1
689	что этот	6	1
690	чем у	3	1
691	для которой	1	1
692	что есть	2	1
693	известен только	1	1
694	но если	5	1
695	зрения в	1	1
696	не могла	1	1
697	и состоит	2	1
698	этому времени	2	1
699	которых мы	1	1
700	и совершенно	1	1
701	власти и	1	1
702	свойства и	1	1
703	они в	1	1
704	воскресение божества	3	1
705	в город	1	1
706	однако такая	1	1
707	нужно не	1	1
708	при котором	3	1
709	на том	1	1
710	мы видим	2	1
711	не непосредственно	1	1
712	за собой	1	1
713	жены и	1	1
714	все эти	6	1
715	по всему	2	1
716	отца и	1	1
717	дальнейшее развитие	1	1
718	евгений онегин	1	1
719	мир в	1	1
720	живет в	3	1
721	преимущественно с	1	1
722	из нее	2	1
723	связь с	3	1
724	такая точка	1	1
725	в игру	1	1
726	слова а	1	1
727	на почве	1	1
728	на которую	2	1
729	смерть в	1	1
730	похожи на	1	1
731	так называемая	2	1
732	сон в	1	1
733	которого является	1	1
734	и должен	1	1
735	же на	1	1
736	то они	1	1
737	чем это	1	1
738	молока в	1	1
739	всю ночь	1	1
740	времен года	1	1
741	его в	10	1
742	с собой	6	1
743	народа а	1	1
744	к их	2	1
745	дети в	1	1
746	например с	2	1
747	что без	1	1
748	он может	1	1
749	ко мне	1	1
750	день ивана	2	1
751	в игре	2	1
752	к числу	3	1
753	нею по	1	1
754	с xvii	1	1
755	на небо	3	1
756	также не	2	1
757	не ограничивается	1	1
758	и то	3	1
759	наконец в	1	1
760	которой и	1	1
761	здесь достаточно	1	1
762	оно связано	1	1
763	это множество	1	1
764	участие в	2	1
765	i и	1	1
766	сразу же	3	1
767	во всем	4	1
768	вся эта	3	1
769	е годы	2	1
770	еще раз	1	1
771	видя в	1	1
772	там где	5	1
773	говорит о	3	1
774	за ним	4	1
775	на шею	2	1
776	как она	1	1
777	событий но	1	1
778	мог быть	1	1
779	в форме	3	1
780	а как	2	1
781	это означает	1	1
782	тем же	1	1
783	собой не	2	1
784	характерна для	2	1
785	это выражение	1	1
786	очень много	2	1
787	с общей	1	1
788	нет оснований	1	1
789	и если	2	1
790	и требования	1	1
791	видели в	1	1
792	люди в	1	1
793	который от	1	1
794	это собственно	1	1
795	форм и	1	1
796	на эту	2	1
797	но где	1	1
798	гоголь в	1	1
799	это часто	1	1
800	и до	4	1
801	слова с	1	1
802	жизнь в	1	1
803	в доме	4	1
804	и другим	4	1
805	и наоборот	3	1
806	которого в	2	1
807	же не	3	1
808	к необходимости	1	1
809	и хотя	1	1
810	о своем	1	1
811	и отдельные	1	1
812	выпадает только	1	1
813	нет никаких	5	1
814	не связаны	2	1
815	тот же	5	1
816	на пути	1	1
817	крестьянской среде	1	1
818	означает что	4	1
819	к любви	1	1
820	дерево это	1	1
821	в другой	2	1
822	на другое	1	1
823	к игре	1	1
824	или смерть	1	1
825	и показывает	1	1
826	для его	1	1
827	быть вполне	1	1
828	лица и	1	1
829	себя и	2	1
830	как одна	1	1
831	даже не	1	1
832	к сожалению	1	1
833	не была	1	1
834	на этом	6	1
835	от времени	1	1
836	он в	1	1
837	воплощенной в	1	1
838	с той	3	1
839	со всеми	1	1
840	здесь все	2	1
841	обладает для	1	1
842	от несчастья	1	1
843	это все	1	1
844	та же	4	1
845	к слову	3	1
846	которой говорилось	1	1
847	только часть	3	1
848	этом он	1	1
849	здесь названа	1	1
850	напротив они	1	1
851	сторону в	1	1
852	в час	1	1
853	своим формам	1	1
854	его уже	1	1
855	теперь на	1	1
856	и сама	1	1
857	на лоне	1	1
858	также в	6	1
859	предположить что	7	1
860	не совсем	7	1
861	но эти	4	1
862	вошел в	1	1
863	этом есть	1	1
864	а далее	1	1
865	крест с	1	1
866	же он	1	1
867	различные и	1	1
868	что иное	4	1
869	вперед и	1	1
870	от первого	1	1
871	и могут	1	1
872	или по	4	1
873	и вообще	2	1
874	в евгении	2	1
875	нам как	1	1
876	другие с	1	1
877	бы на	1	1
878	сложившихся в	1	1
879	и остаются	2	1
880	и где	1	1
881	и смысла	1	1
882	же она	1	1
883	евгении онегине	2	1
884	его к	3	1
885	был бы	1	1
886	за рамки	1	1
887	или их	2	1
888	не случайно	2	1
889	далее следуют	1	1
890	его от	2	1
891	рассказов и	1	1
892	они были	3	1
893	в нашей	1	1
894	хотя она	1	1
895	него на	1	1
896	из таких	3	1
897	обращение к	1	1
898	он обращается	1	1
899	в любви	1	1
900	не бывает	1	1
901	во второй	1	1
902	в последние	1	1
903	он был	3	1
904	которые могли	1	1
905	же их	1	1
906	с первым	1	1
907	и была	1	1
908	только потому	1	1
909	первые три	1	1
910	своим появлением	1	1
911	с некоторой	1	1
912	как уже	8	1
913	и мотивы	1	1
914	только что	1	1
915	каждый из	3	1
916	ни одного	1	1
917	может состоять	1	1
918	можно ответить	1	1
919	в греческой	1	1
920	чтобы сделать	2	1
921	появляются на	1	1
922	в образе	4	1
923	между ними	2	1
924	смерти как	1	1
925	на глазах	3	1
926	и та	1	1
927	интерес к	2	1
928	его и	4	1
929	бывает и	1	1
930	в отдельных	1	1
931	не касаясь	1	1
932	что одно	1	1
933	нам не	1	1
934	является и	1	1
935	до вечера	1	1
936	и так	2	1
937	к этим	2	1
938	выходя из	1	1
939	и много	1	1
940	даже если	1	1
941	к празднику	2	1
942	например и	1	1
943	наиболее архаическим	1	1
944	не означает	2	1
945	точки зрения	3	1
946	и мы	1	1
947	в губы	1	1
948	смысла в	1	1
949	о каких	1	1
950	и становится	1	1
951	случае не	2	1
952	на земле	6	1
953	чтобы они	4	1
954	восходящей к	1	1
955	и понимание	1	1
956	указывает и	1	1
957	нуждается в	1	1
958	все остальные	1	1
959	для каждого	1	1
960	такой мысли	1	1
961	при такой	1	1
962	в целях	5	1
963	и цель	1	1
964	смысл и	1	1
965	с которой	3	1
966	без этих	1	1
967	в приведенных	2	1
968	из этого	2	1
969	картину в	1	1
970	дело здесь	2	1
971	к концу	1	1
972	исходит от	1	1
973	мир и	1	1
974	смысл в	1	1
975	именно в	4	1
976	они могут	1	1
977	он говорит	1	1
978	оно как	2	1
979	в отдельности	3	1
980	полагает что	12	1
981	но их	2	1
982	гораздо более	1	1
983	но для	1	1
984	в те	1	1
985	которые вольны	1	1
986	происходит на	1	1
987	одной из	1	1
988	историю их	1	1
989	в истории	1	1
990	вторая часть	1	1
991	перекликается с	1	1
992	и без	2	1
993	в ряде	2	1
994	с нею	2	1
995	рассматривается как	4	1
996	к этой	2	1
997	объясняется тем	1	1
998	но ему	1	1
999	сделанной из	1	1
1000	между прочим	2	1
1001	этим объясняется	2	1
1002	в глаза	4	1
1003	не имеем	3	1
1004	случае с	1	1
1005	всех этих	3	1
1006	на некоторых	2	1
1007	своему происхождению	3	1
1008	сомнение в	1	1
1009	в теорию	1	1
1010	что самое	1	1
1011	ряд других	2	1
1012	более высокой	1	1
1013	хотя их	1	1
1014	в эту	3	1
1015	и еще	3	1
1016	и соответствующих	1	1
1017	домов и	1	1
1018	не довольствуясь	1	1
1019	года к	1	1
1020	в с	1	1
1021	в иных	2	1
1022	во всей	4	1
1023	и особенно	2	1
1024	в несколько	2	1
1025	только с	2	1
1026	когда все	1	1
1027	того же	1	1
1028	их не	4	1
1029	друг друга	6	1
1030	место на	2	1
1031	внимания на	1	1
1032	при всем	1	1
1033	в разные	6	1
1034	другой более	1	1
1035	на основании	2	1
1036	как мне	1	1
1037	жизнь и	3	1
1038	во взаимной	1	1
1039	настоящее время	7	1
1040	когда на	2	1
1041	случае мы	1	1
1042	вытекает из	2	1
1043	как более	1	1
1044	так не	1	1
1045	так называемый	4	1
1046	вообще не	1	1
1047	как средство	3	1
1048	у древних	2	1
1049	равной степени	2	1
1050	в москве	5	1
1051	однако это	1	1
1052	них в	3	1
1053	в равной	2	1
1054	однако из	1	1
1055	ряде случаев	1	1
1056	имеются и	1	1
1057	превращается в	1	1
1058	известно что	3	1
1059	одном из	1	1
1060	состояла в	8	1
1061	в совершенно	1	1
1062	с тем	17	1
1063	ли в	1	1
1064	однако все	1	1
1065	говорится о	3	1
1066	в и	30	1
1067	от нее	2	1
1068	речь это	1	1
1069	дело в	2	1
1070	вместо этого	1	1
1071	находится за	1	1
1072	также вполне	1	1
1073	время не	2	1
1074	что здесь	6	1
1075	из их	1	1
1076	ряда других	2	1
1077	человек как	1	1
1078	это и	3	1
1079	смерти и	3	1
1080	имея в	1	1
1081	поэтому и	1	1
1082	лицо его	1	1
1083	далее в	2	1
1084	собою не	1	1
1085	и их	6	1
1086	отношении к	1	1
1087	и было	1	1
1088	ему не	1	1
1089	искать в	1	1
1090	как бывает	1	1
1091	например по	2	1
1092	не остаются	1	1
1093	только одно	2	1
1094	его на	1	1
1095	имел место	1	1
1096	с ней	9	1
1097	это так	2	1
1098	связаны с	6	1
1099	где-нибудь в	2	1
1100	о своих	2	1
1101	с утра	1	1
1102	не могли	1	1
1103	при каждом	1	1
1104	поле в	2	1
1105	в особую	1	1
1106	в виде	12	1
1107	а за	4	1
1108	том же	9	1
1109	значение в	2	1
1110	но здесь	1	1
1111	в двух	2	1
1112	не должны	1	1
