N	2gram	Propp_Isto	KFilosof
677	уже и	3	1
678	в истории	7	1
679	и находит	1	1
680	по своей	1	1
681	бы два	1	1
682	не касается	1	1
683	он есть	1	1
684	этих случаях	10	1
685	в каких	1	1
686	это может	1	1
687	над ним	4	1
688	себе в	3	1
689	до того	1	1
690	свою очередь	1	1
691	через него	3	1
692	связанных с	1	1
693	еще на	1	1
694	быть признан	1	1
695	как из	1	1
696	мы ни	1	1
697	не само	1	1
698	его они	1	1
699	момент пространственного	1	1
700	никто другой	1	1
701	нами и	2	1
702	задний план	3	1
703	но мы	5	1
704	пока еще	1	1
705	совершенно иным	1	1
706	по всей	1	1
707	что подобные	1	1
708	к ней	2	1
709	него здесь	1	1
710	следует что	1	1
711	к следующему	1	1
712	если мы	1	1
713	по которой	2	1
714	и во	1	1
715	той же	2	1
716	и др	6	1
717	это приводит	3	1
718	непосредственной близости	1	1
719	одной из	3	1
720	места для	1	1
721	что может	1	1
722	находится в	2	1
723	лучше всего	1	1
724	и от	1	1
725	относится к	3	1
726	что все	4	1
727	мы будем	1	1
728	с которым	3	1
729	мы подробно	1	1
730	в непосредственной	1	1
731	он пытается	1	1
732	же в	3	1
733	что она	3	1
734	быть рассмотрена	1	1
735	к пониманию	2	1
736	предметы связанные	1	1
737	такой же	3	1
738	и о	2	1
739	отражается и	2	1
740	одна из	6	1
741	на то	3	1
742	так называемые	1	1
743	однажды в	1	1
744	здесь и	2	1
745	от них	2	1
746	и по	3	1
747	были в	1	1
748	все другие	2	1
749	но такой	1	1
750	он живет	3	1
751	которых как	1	1
752	к другим	1	1
753	понятие о	1	1
754	к этим	3	1
755	друг друга	5	1
756	в мышлении	2	1
757	не мог	3	1
758	к совершенно	1	1
759	и входит	1	1
760	того же	3	1
761	не просто	1	1
762	не случайно	1	1
763	она действительно	1	1
764	в один	1	1
765	само по	1	1
766	не превращается	3	1
767	жизнью и	1	1
768	как мы	9	1
769	формы и	3	1
770	не к	1	1
771	или другой	2	1
772	ее не	3	1
773	а я	1	1
774	здесь этот	1	1
775	можно только	1	1
