N	2gram	Berdyaev_M	VelikijI
110	в них	5	3
111	оно не	3	3
112	в вопросе	1	3
113	не было	25	3
114	христа в	6	3
115	царством земным	1	3
116	лишь в	8	3
117	к чему	5	3
118	инквизитора это	1	3
119	что во	1	3
120	в средство	1	3
121	христос не	2	3
122	есть соблазн	2	3
123	необычайного гадательного	1	3
124	в жизни	7	3
125	что я	1	3
126	инквизитора в	1	3
127	человечества и	1	3
128	как не	1	3
129	в социализме	4	3
130	их в	1	3
131	человеческого благополучия	1	3
132	в своей	18	3
133	должна быть	7	3
134	и вечной	2	3
135	с его	6	3
136	от этого	4	3
137	не имеет	7	3
138	восстает против	3	3
139	но это	8	3
140	во христе	9	3
141	и для	7	3
142	жизни и	6	3
143	вне бога	1	3
144	в чем	3	3
145	все эти	3	3
146	тот же	1	3
147	но в	12	3
148	к тому	6	3
149	никогда не	30	3
150	людей в	3	3
151	чтобы сделать	1	2
152	что было	2	2
153	всего в	2	2
154	богу и	2	2
155	под конец	1	2
156	говорю тебе	1	2
157	во всяком	1	2
158	от него	4	2
159	его и	2	2
160	что теперь	1	2
161	государство не	1	2
162	уже на	1	2
163	ее и	2	2
164	а к	2	2
165	вечность и	1	2
166	в смысл	2	2
167	один из	9	2
168	эти люди	1	2
169	не могли	1	2
170	они и	3	2
171	о высшей	1	2
172	и зла	9	2
173	и грех	1	2
174	и вечно	1	2
175	тысячу лет	1	2
176	принудить к	1	2
177	в человека	4	2
178	самого себя	6	2
179	которые не	2	2
180	совесть и	1	2
181	более чем	3	2
182	и люди	2	2
183	на том	3	2
184	об абсолютном	1	2
185	когда я	1	2
186	его не	5	2
187	не так	6	2
188	того чтобы	4	2
189	это не	10	2
190	камней в	2	2
191	морской слабых	1	2
192	земли и	1	2
193	это все	2	2
194	как песок	1	2
195	между тем	2	2
196	не только	42	2
197	и над	1	2
198	для него	28	2
199	два начала	2	2
200	человека как	3	2
201	и неопределенного	1	2
202	бога нет	1	2
203	ивана карамазова	10	2
204	и тогда	2	2
205	свободе и	4	2
206	с ним	5	2
207	является в	1	2
208	не любя	1	2
209	не будет	3	2
210	основанную на	1	2
211	смысл жизни	1	2
212	ее в	1	2
213	о свободе	18	2
214	для нас	3	2
215	и то	2	2
216	своей истории	1	2
217	и за	2	2
218	не с	1	2
219	имя счастья	3	2
220	прежде всего	18	2
221	лишь из	1	2
222	для них	3	2
223	можно было	1	2
224	совести и	2	2
225	людей и	5	2
226	и это	16	2
227	мы не	2	2
228	тысяч великих	1	2
229	конечно не	3	2
230	и теперь	1	2
231	только в	7	2
232	силы человека	1	2
233	все равно	3	2
234	высшего достоинства	1	2
235	а с	1	2
236	и вечности	1	2
237	те которые	12	2
238	поступил как	1	2
239	выше всякого	1	2
240	а в	4	2
241	соединения людей	2	2
242	будет уже	1	2
243	в духе	6	2
244	в бога	5	2
245	в прошлом	1	2
246	не хотел	5	2
247	люди не	1	2
248	истории и	2	2
249	и сам	1	2
250	было еще	2	2
251	духа но	1	2
252	котором окончательно	1	2
253	счастливых младенцев	1	2
254	нет и	6	2
255	верит в	2	2
256	но не	8	2
257	и никогда	4	2
258	все царства	1	2
259	тем что	7	2
260	вера в	3	2
261	тот кто	5	2
262	бога как	1	2
263	легенда о	1	2
264	и свободы	4	2
265	духа и	6	2
266	и во	5	2
267	и отверг	1	2
268	могут быть	2	2
269	сего и	1	2
270	ничего и	1	2
271	для человечества	2	2
272	абсолютного значения	1	2
273	тысячи миллионов	1	2
274	с тем	10	2
275	давно уже	1	2
276	и т	1	2
277	небытия и	1	2
278	уж конечно	3	2
279	к нам	1	2
280	без бога	2	2
281	любовь не	7	2
282	дар свободы	1	2
283	так для	1	2
284	для людей	1	2
285	о мы	1	2
286	божественной жизни	2	2
287	от веры	1	2
288	его к	2	2
289	людей счастливыми	1	2
290	свободной и	1	2
291	не могут	6	2
292	да и	1	2
293	есть уже	8	2
294	высшей свободе	1	2
295	земного царства	1	2
296	кесаря и	1	2
297	том что	7	2
298	и хлеба	2	2
299	смысл мира	1	2
300	мир и	3	2
301	так много	1	2
302	своей свободы	4	2
303	песок морской	1	2
304	для их	1	2
305	от свободы	5	2
306	для человека	5	2
307	и окончательное	2	2
308	нем нет	1	2
309	что их	1	2
310	и созданы	1	2
311	уже не	8	2
312	вопросе о	1	2
313	мира в	2	2
314	вечности и	1	2
315	не к	6	2
316	в марксе	1	2
317	от своей	2	2
318	людей не	2	2
319	этой нагой	1	1
320	бога есть	2	1
321	по силам	1	1
322	пустая свобода	1	1
323	свобода и	7	1
324	ни стоило	1	1
325	и мир	2	1
326	в самом	15	1
327	который он	1	1
328	во всем	5	1
329	суд над	1	1
330	осчастливить людей	1	1
331	в религиозном	1	1
332	мире и	1	1
333	того кому	1	1
334	перестает быть	1	1
335	были в	1	1
336	с детскими	1	1
337	природы в	5	1
338	и человеческого	2	1
339	от труда	1	1
340	сделали так	1	1
341	об устроении	2	1
342	дадим им	1	1
343	могли бы	1	1
344	связь с	1	1
345	христос во	1	1
346	заботы мучительнее	1	1
347	то есть	3	1
348	его бессилие	1	1
349	его личности	4	1
350	было не	1	1
351	свободы не	6	1
352	а потому	1	1
353	марксистский социализм	2	1
354	человека в	26	1
355	как найти	1	1
356	все в	7	1
357	это одна	1	1
358	нужно знать	1	1
359	человека свободы	1	1
360	детскую игру	1	1
361	мы видим	4	1
362	и самое	3	1
363	и быть	2	1
364	и скажет	1	1
365	природы человека	2	1
366	существо рождается	1	1
367	человека любовь	2	1
368	самой жизни	1	1
369	пути не	1	1
370	идет к	2	1
371	для нашего	1	1
372	у ницше	1	1
373	бога в	2	1
374	мы давно	1	1
375	послушное хотя	1	1
376	любви и	3	1
377	мучительнее как	1	1
378	человеческой жизни	4	1
379	из сторон	1	1
380	человеческую и	1	1
381	свободы с	4	1
382	их работать	1	1
383	побороли свободу	1	1
384	в вечность	1	1
385	будто бы	3	1
386	и на	9	1
387	их веры	1	1
388	он дал	1	1
389	она и	1	1
390	свободно пошел	1	1
391	вопрос о	7	1
392	человеку не	1	1
393	о духе	1	1
394	что бог	2	1
395	уклон к	1	1
396	и плененный	1	1
397	самые глубокие	1	1
398	на этом	5	1
399	же и	2	1
400	может быть	42	1
401	чтобы заставить	1	1
402	они не	4	1
403	что нет	2	1
404	того духа	1	1
405	после того	2	1
406	имеет абсолютное	1	1
407	очень важное	3	1
408	достоинства человека	2	1
409	социализме есть	1	1
410	к человеку	21	1
411	свободы за	1	1
412	вас свободными	1	1
413	униженным и	1	1
414	поскорее тот	1	1
415	устроения царства	1	1
416	не имеют	2	1
417	вся сложность	1	1
418	должен привести	3	1
419	и свою	1	1
420	и сделали	1	1
421	отпадения от	1	1
422	свобода человека	3	1
423	человека не	6	1
424	если в	2	1
425	в католичестве	3	1
426	людей к	1	1
427	тебе чтобы	1	1
428	ее на	1	1
429	чтобы человек	2	1
430	слова для	1	1
431	того как	3	1
432	он будто	1	1
433	и уж	2	1
434	всех на	1	1
435	мы увидим	4	1
436	своей целью	1	1
437	и который	1	1
438	достоинство его	1	1
439	найти того	1	1
440	от природы	3	1
441	или ницше	1	1
442	и вот	7	1
443	его с	4	1
444	с любовью	2	1
445	она не	9	1
446	но она	3	1
447	уже в	6	1
448	говорит великий	1	1
449	задача которая	1	1
450	ибо лишь	1	1
451	ничего выше	2	1
452	которое может	1	1
453	быть от	1	1
454	был таким	1	1
455	стадо благодарное	1	1
456	маркса в	1	1
457	есть прежде	4	1
458	в состоянии	1	1
459	для себя	1	1
460	русской революции	3	1
461	у них	4	1
462	бога это	1	1
463	с этой	4	1
464	боролся с	1	1
465	то же	4	1
466	слабосильных существ	1	1
467	сострадания к	1	1
468	существует человек	1	1
469	и если	1	1
470	свободы но	6	1
471	тайна мы	1	1
472	живет в	2	1
473	тебе была	1	1
474	есть знак	1	1
475	нужно идти	1	1
476	а видишь	1	1
477	представляю себе	1	1
478	по сравнению	3	1
479	для того	4	1
480	двух начал	1	1
481	и менее	2	1
482	ли сии	1	1
483	за тобой	2	1
484	не по	1	1
485	с жаждой	1	1
486	образ и	7	1
487	истории мира	1	1
488	можно признать	1	1
489	принимает разные	1	1
490	детскими песнями	1	1
491	путь путь	1	1
492	не быть	2	1
493	не для	2	1
494	у самого	2	1
495	что всякий	3	1
496	и своим	1	1
497	этом пути	4	1
498	кто знает	1	1
499	инквизитор христу	1	1
500	и любовь	2	1
501	песнями хором	1	1
502	ничего кроме	2	1
503	на два	2	1
504	христа во	1	1
505	эта новая	1	1
506	что это	5	1
507	более всего	1	1
508	это значит	3	1
509	есть соединение	1	1
510	образа в	1	1
511	это отрицание	2	1
512	не всегда	1	1
513	которые идут	1	1
514	хаос и	1	1
515	в разных	3	1
516	как дети	1	1
517	революция духа	1	1
518	передать поскорее	1	1
519	христианского мира	6	1
520	атеистического социализма	1	1
521	имя этого	1	1
522	есть путь	6	1
523	имя своей	2	1
524	будут счастливы	2	1
525	не захотели	1	1
526	его тайна	1	1
527	их было	1	1
528	о чем	3	1
529	тайны и	1	1
530	те которых	1	1
531	их жизни	1	1
532	с такой	2	1
533	тебе что	1	1
534	что свобода	3	1
535	в ее	3	1
536	видишь ли	1	1
537	этого духа	1	1
538	не знающее	1	1
539	и тем	1	1
540	есть один	3	1
541	но путь	2	1
542	важное место	1	1
543	свободы его	3	1
544	своего бога	1	1
545	личности но	2	1
546	и уже	1	1
547	и счастье	1	1
548	разрешим им	1	1
549	свобода выше	1	1
550	души и	1	1
551	и раскаленной	1	1
552	сознании и	1	1
553	новых формах	1	1
554	говорит о	1	1
555	любви человека	4	1
556	мирового смысла	1	1
557	любит и	2	1
558	католичестве и	1	1
559	они побороли	1	1
560	этот мир	2	1
561	труда часы	1	1
562	тут не	1	1
563	истории в	2	1
564	чем у	8	1
565	есть еще	1	1
566	и тут	1	1
567	ли это?	1	1
568	от этой	2	1
569	личности распад	1	1
570	мы все	1	1
571	с ненавистью	1	1
572	что человек	5	1
573	что люди	1	1
574	что наконец-то	1	1
575	свободу за	1	1
576	и всегда	3	1
577	в божественном	1	1
578	в человеке	10	1
579	в тот	1	1
580	человечество как	1	1
581	не преодолевается	1	1
582	не были	2	1
583	есть и	6	1
584	новый опыт	1	1
585	есть истина	2	1
586	если нет	9	1
587	мы разрешим	1	1
588	счастье слабосильных	1	1
589	свободные от	1	1
590	теми которые	1	1
591	в одном	1	1
592	и свободное	2	1
593	же что	2	1
594	у нас	13	1
595	свою свободу	7	1
596	отказ от	1	1
597	мы убедим	1	1
598	на пути	4	1
599	прельщенный и	1	1
600	свободу они	1	1
601	знамя хлеба	1	1
602	человечества не	1	1
603	в этой	12	1
604	веры а	1	1
605	он за	1	1
606	была вражда	1	1
607	мира с	2	1
608	потребность в	1	1
609	заслугу себе	1	1
610	говорит что	3	1
611	свобода есть	4	1
612	природу человека	1	1
613	свободы а	3	1
614	всех преклониться	1	1
615	кто бы	1	1
616	в виду	2	1
617	подобие божье	1	1
618	человека что	2	1
619	есть свобода	6	1
620	человеческого духа	31	1
621	знамя которое	1	1
622	на людей	3	1
623	в природном	1	1
624	я не	4	1
625	против того	1	1
626	от чуда	1	1
627	борются в	1	1
628	пошел он	1	1
629	относятся ко	1	1
630	мира для	1	1
631	абсолютное значение	1	1
632	но что	1	1
633	как можно	1	1
634	человека к	10	1
635	уже и	1	1
636	истину о	1	1
637	в русском	1	1
638	у него	38	1
639	убедим их	1	1
640	из нас	1	1
641	очень глубокий	1	1
642	смерть человеку	1	1
643	всех есть	1	1
644	свободного избрания	1	1
645	власти и	1	1
646	к конечному	1	1
647	же соблазн	1	1
648	слабы и	1	1
649	в новых	2	1
650	не существует	5	1
651	он великий	1	1
652	так же	5	1
653	тайну и	1	1
654	обличье добра	1	1
655	камни в	1	1
656	соединение и	1	1
657	совести не	2	1
658	себя от	1	1
659	над ним	1	1
660	лишь во	3	1
661	в я	1	1
662	не была	4	1
663	только это	2	1
664	черт у	1	1
665	любви к	14	1
666	отняв у	1	1
667	не был	8	1
668	в будущем	1	1
669	но с	2	1
670	и всех	1	1
671	в своих	4	1
672	христа и	4	1
673	карамазова и	2	1
674	и атеистического	1	1
675	выше свободы	1	1
676	и хотел	1	1
677	в противоположность	1	1
678	марксе и	1	1
679	их и	1	1
680	себя за	1	1
681	той истины	1	1
682	свобода их	1	1
683	к свободе	5	1
684	всего что	2	1
685	человеческой природы	27	1
686	это? и	1	1
687	в платоновском	1	1
688	с другой	1	1
689	предлагалось тебе	1	1
690	людей об	1	1
691	в которой	8	1
692	его совесть	1	1
693	эмпирического мира	1	1
694	но все	1	1
695	в свободные	1	1
696	я в	1	1
697	и с	6	1
698	земное царство	1	1
699	что-то похожее	1	1
700	они слабы	1	1
701	о мире	2	1
702	личности по	1	1
703	и можно	3	1
704	к ним	1	1
705	есть преодоление	1	1
706	жизнь в	4	1
707	неверие в	1	1
708	свободу совести	2	1
709	в вере	1	1
710	почве не	1	1
711	может ли	2	1
712	снять с	1	1
713	человеческого общества	3	1
714	достоевский имел	1	1
715	отношение к	9	1
716	проповедовал царство	1	1
717	ницше и	1	1
718	с невинными	1	1
719	глубине его	1	1
720	ко всем	3	1
721	и бессильны	1	1
722	на нее	1	1
723	на путь	2	1
724	взял все	2	1
725	имя его	1	1
726	было для	3	1
727	в богочеловечестве	1	1
728	жизнь как	1	1
729	вечной жизни	4	1
730	часы мы	1	1
731	и безбожной	2	1
732	побежит человечество	1	1
733	социализма и	4	1
734	важное для	1	1
735	знает может	1	1
736	инквизитор но	1	1
737	грех они	1	1
738	на тысячу	1	1
739	бытия и	1	1
740	в мир	3	1
741	с именем	1	1
742	об окончательном	1	1
743	существ какими	1	1
744	то и	1	1
745	в понимании	1	1
746	свободы она	2	1
747	мы дадим	1	1
748	но христос	1	1
749	для вечности	1	1
750	мы заставим	1	1
751	не надо	2	1
752	устроения их	1	1
753	отверг единственное	1	1
754	он так	2	1
755	как стадо	1	1
756	него не	3	1
757	ницше нет	1	1
758	все миллионы	1	1
759	лишь как	3	1
760	легенде о	2	1
761	католичество и	1	1
762	свободой в	1	1
763	никогда и	1	1
764	стремлений не	2	1
765	да это	1	1
766	хором с	1	1
767	ничтожны и	1	1
768	потому поступил	1	1
769	ведет к	16	1
770	человеческую личность	1	1
771	в массе	1	1
772	из всего	1	1
773	мира если	1	1
774	зло должно	2	1
775	но нет	1	1
776	и до	1	1
777	бог но	1	1
778	личное начало	2	1
779	чудо должно	1	1
780	дух небытия	2	1
781	это несчастное	1	1
782	достоинство человека	3	1
783	от смысла	1	1
784	любви в	2	1
785	небытия есть	1	1
786	и своего	1	1
787	пути и	2	1
788	у человека	6	1
789	его свободы	3	1
790	и злым	1	1
791	человека заботы	1	1
792	в последних	1	1
793	же пути	1	1
794	невыносимее свободы	1	1
795	царство и	1	1
796	сущности и	1	1
797	в своем	17	1
798	вражда к	2	1
799	есть зло	4	1
800	в грядущем	2	1
801	человек и	7	1
802	тобой побежит	1	1
803	это очень	3	1
804	это ни	1	1
805	его нужно	1	1
806	xx веке	1	1
807	его на	4	1
808	был в	4	1
809	отца своего	2	1
810	зло это	2	1
811	к жизни	1	1
812	быть скрыта	1	1
813	и от	3	1
814	соединению людей	1	1
815	в изображении	1	1
816	быть может	9	1
817	людей мы	1	1
818	станут свободными	1	1
819	этих словах	1	1
820	но дух	1	1
821	ничего не	4	1
822	весь мир	1	1
823	тот дар	1	1
824	существует лишь	1	1
825	хлеба насущного	1	1
826	чтобы свободно	1	1
827	и послушное	1	1
828	истины и	2	1
829	работать но	1	1
830	мы устроим	1	1
831	своей личности	1	1
832	жизнь свою	2	1
833	всегда в	1	1
834	чего бы	1	1
835	им и	1	1
836	в праве	1	1
837	зла в	4	1
838	к миру	3	1
839	и именно	2	1
840	сын божий	1	1
841	духа в	5	1
842	источник зла	1	1
843	к высшему	1	1
844	сама идея	1	1
845	бы передать	1	1
846	для человеческого	3	1
847	человек с	1	1
848	соблазн небытия	2	1
849	платоновском смысле	1	1
850	за бога	1	1
851	о судьбе	1	1
852	в атмосфере	3	1
853	была дороже	1	1
854	о зле	2	1
855	природы и	1	1
856	все будут	2	1
857	социализм как	1	1
858	вместе с	7	1
859	свободной совести	3	1
860	все же	2	1
861	бунт против	5	1
862	возможны лишь	1	1
863	но я	1	1
864	человека когда	2	1
865	и вместе	4	1
866	с истиной	1	1
867	но под	1	1
868	единственное абсолютное	1	1
869	как детскую	1	1
870	и великий	1	1
871	он осуществляет	1	1
872	христианство есть	4	1
873	как в	9	1
874	свободной веры	1	1
875	этого слова	1	1
876	путь этот	1	1
877	в легенде	4	1
878	чем счастье	1	1
879	в которых	5	1
880	своим что	1	1
881	жизни в	3	1
882	человека чтобы	1	1
883	находится в	1	1
884	этот есть	1	1
885	значение в	1	1
886	дороже всего	1	1
887	над людьми	1	1
888	роль в	2	1
889	со злом	3	1
890	которым это	1	1
891	можно ли	2	1
892	кому бы	1	1
893	будет еще	1	1
894	бы ни	2	1
895	себя и	6	1
896	духа который	2	1
897	и по	4	1
898	свобода совести	1	1
899	пустыне? обрати	1	1
900	человеке и	8	1
901	бога во	1	1
902	менее всего	10	1
903	в xx	1	1
904	и высшее	1	1
905	раскаленной пустыне?	1	1
906	и эта	3	1
907	к этому	3	1
908	плясками о	1	1
909	человека есть	6	1
910	в их	4	1
911	со своей	2	1
912	миру и	1	1
913	с которым	2	1
914	заставить всех	1	1
915	этом нет	1	1
916	общества невыносимее	1	1
917	которое предлагалось	1	1
918	выше самого	1	1
919	который был	4	1
920	самого ивана	1	1
921	истинная любовь	3	1
922	и подобие	7	1
923	счастья и	1	1
924	который я	1	1
925	это в	1	1
926	такой силой	1	1
927	сама она	1	1
928	разрушение и	1	1
929	ли он	2	1
930	нагой и	1	1
931	лишив его	1	1
932	и свободу	3	1
933	как религию	1	1
934	средство для	2	1
935	есть одна	1	1
936	своем не	1	1
937	что лишь	1	1
938	не будут	2	1
939	сравнению с	2	1
940	стоило и	1	1
941	мира и	6	1
942	что человечество	1	1
943	духа все	3	1
944	его есть	3	1
945	конце концов	3	1
946	заставим их	1	1
947	я представляю	1	1
948	зависимости от	1	1
949	есть что-то	6	1
950	абсолютное знамя	1	1
951	человеческая имеет	1	1
952	есть то	2	1
953	во власть	2	1
954	сии камни	1	1
955	хотел бы	5	1
956	и авторитет	1	1
957	для раскрытия	1	1
958	к ее	1	1
959	себе и	4	1
960	жизнь без	1	1
961	любя их	1	1
962	он был	18	1
963	зло не	3	1
964	к полному	1	1
965	не случайно	1	1
966	и устроения	2	1
967	насилие и	1	1
968	ницше в	1	1
969	социализма не	1	1
970	возжелал свободной	2	1
971	устроить земное	1	1
972	бог есть	4	1
973	любовь есть	5	1
974	невинными плясками	1	1
975	их во	1	1
976	и слишком	2	1
977	как сама	1	1
978	веры тебе	1	1
979	ко всякому	1	1
980	наконец-то они	1	1
981	жизни не	2	1
982	человек на	2	1
983	теперь и	1	1
984	это он	1	1
985	нет бога	4	1
986	отверг во	1	1
987	царства божьего	1	1
988	и ее	2	1
989	несчастное существо	1	1
990	вовсе не	1	1
991	ничего нельзя	1	1
992	что путь	2	1
993	но к	2	1
994	эти современные	1	1
995	мире лишь	1	1
996	что на	1	1
997	какими они	1	1
998	вечно трепещущее	1	1
999	людей с	1	1
1000	свободными когда	1	1
1001	жизни с	1	1
1002	есть не	9	1
1003	против свободы	1	1
1004	сходятся тут	1	1
1005	царства мира	2	1
1006	ли что	1	1
1007	у маркса	1	1
1008	игру с	1	1
1009	и дал	1	1
1010	в искусстве	1	1
1011	мировому соединению	1	1
1012	окончательное избрание	1	1
1013	людям к	1	1
1014	с человека	1	1
1015	признание абсолютного	1	1
1016	со свободой	8	1
1017	бы это	2	1
1018	зла не	2	1
1019	и нет	3	1
1020	зла и	15	1
1021	это лишь	2	1
1022	бы в	3	1
1023	обрати их	1	1
1024	иван карамазов	18	1
1025	бесконечного содержания	1	1
1026	природы на	1	1
1027	себя но	1	1
1028	благодарное и	1	1
1029	к нему	8	1
1030	свободы тогда	2	1
1031	в заслугу	1	1
1032	от них	1	1
1033	а потом	1	1
