N	2gram	Vinokur_St	VLabPisa
189	при создании	1	3
190	с этим	6	3
191	а в	18	3
192	попал в	1	3
193	говорил что	1	3
194	что не	3	3
195	некоторые из	1	3
196	как о	2	3
197	в котором	11	3
198	даже и	2	3
199	она не	3	3
200	в значительной	2	3
201	пишет о	1	3
202	его не	3	3
203	но даже	1	3
204	того чтобы	15	3
205	в работе	1	3
206	для того	15	3
207	идей и	1	3
208	п в	4	3
209	и их	3	3
210	как он	3	3
211	далеко не	1	3
212	этот вопрос	6	3
213	так же	7	3
214	при помощи	4	3
215	при всем	1	3
216	в творчестве	1	3
217	образом не	2	3
218	писал в	2	3
219	как на	10	3
220	нет и	1	3
221	черновой редакции	1	3
222	это делает	1	3
223	образом в	1	3
224	и от	2	3
225	точки зрения	16	3
226	жизни и	6	3
227	и по	6	3
228	материалов в	1	3
229	к работе	1	3
230	всех этих	2	3
231	а н	1	3
232	в особенности	1	2
233	этом и	2	2
234	к сожалению	4	2
235	отметить что	4	2
236	представить себе	1	2
237	только не	2	2
238	у каждого	1	2
239	все его	1	2
240	том чтобы	1	2
241	и этот	1	2
242	из которых	1	2
243	они и	1	2
244	нет ни	3	2
245	от его	2	2
246	они не	2	2
247	на вопрос	7	2
248	если в	2	2
249	на язык	1	2
250	самого себя	1	2
251	того как	8	2
252	с одной	3	2
253	том числе	3	2
254	должна быть	3	2
255	образа в	1	2
256	внимание на	5	2
257	тогда когда	1	2
258	смысле слова	1	2
259	горя от	1	2
260	с нею	3	2
261	само собою	2	2
262	говорить о	3	2
263	да и	4	2
264	марта года	1	2
265	хотя и	4	2
266	подчеркнуть что	5	2
267	о трудностях	1	2
268	в пользу	5	2
269	о чем	4	2
270	что при	3	2
271	пушкину и	2	2
272	не приходится	5	2
273	писем к	2	2
274	в науке	1	2
275	что такое	2	2
276	а затем	1	2
277	как у	1	2
278	для них	2	2
279	не столько	6	2
280	поэта как	1	2
281	его от	1	2
282	по себе	3	2
283	ума и	1	2
284	вдохновения и	1	2
285	но с	7	2
286	в своих	2	2
287	что нет	2	2
288	и даже	8	2
289	что ни	2	2
290	этого рода	2	2
291	в которой	13	2
292	не о	2	2
293	и некоторые	1	2
294	а во-вторых	2	2
295	что его	1	2
296	всех его	1	2
297	том отношении	4	2
298	в представлении	2	2
299	мысль о	2	2
300	что она	5	2
301	особенно наглядно	1	2
302	но не	5	2
303	в ней	9	2
304	но вот	1	2
305	каждом отдельном	1	2
306	вот это	1	2
307	стороны в	2	2
308	представляют собою	1	2
309	в последнем	1	2
310	свидетельствуют о	2	2
311	к его	2	2
312	не подлежит	2	2
313	же как	5	2
314	на эти	7	2
315	между прочим	10	2
316	что мы	5	2
317	слова не	1	2
318	и просто	1	2
319	на этом	1	2
320	другом месте	2	2
321	не вполне	1	2
322	что действие	1	2
323	не менее	8	2
324	можно ли	5	2
325	ли не	2	2
326	бы не	2	2
327	о более	1	2
328	может не	2	2
329	отличается от	2	2
330	после того	5	2
331	на то	5	2
332	те из	1	2
333	у пушкина	17	2
334	в стихах	2	2
335	себе и	1	2
336	которая не	1	2
337	в чем	4	2
338	числе и	2	2
339	говорит об	4	2
340	так например	12	2
341	могло бы	3	2
342	но к	2	2
343	сих пор	12	2
344	и отдельные	1	2
345	по его	5	2
346	от них	1	2
347	еще не	4	2
348	иметь в	2	2
349	в каждом	3	2
350	во всяком	8	2
351	и потому	3	2
352	еще и	5	2
353	того или	4	2
354	до сих	13	2
355	и быть	1	2
356	а к	2	2
357	было в	2	2
358	а как	5	2
359	значит что	3	2
360	в целях	1	2
361	до нас	1	2
362	от характера	1	2
363	эти примеры	1	2
364	то это	3	2
365	в течение	7	2
366	всяком случае	8	2
367	важно подчеркнуть	1	2
368	когда писал	1	2
369	одной стороны	2	2
370	также и	10	2
371	ту же	1	2
372	в другом	5	2
373	но то	1	2
374	не по	5	2
375	искусства и	1	2
376	не быть	1	2
377	не всегда	2	2
378	по крайней	2	2
379	е в	3	2
380	лишь в	3	2
381	каждой из	1	2
382	должны быть	4	2
383	я бы	2	2
384	не с	1	2
385	что многие	1	2
386	не интересует	1	2
387	можно было	14	2
388	только у	2	2
389	несколько примеров	5	2
390	даже не	5	2
391	стороны и	1	2
392	и сам	4	2
393	только то	1	2
394	показывает как	1	2
395	от того	1	2
396	как например	2	2
397	никаких оснований	2	2
398	как известно	2	2
399	из писем	3	2
400	на это	2	2
401	ни одного	4	2
402	он и	1	2
403	к ним	1	2
404	в книге	1	2
405	он в	1	2
406	у некоторых	1	2
407	будто бы	4	2
408	и никогда	1	2
409	заключается в	5	2
410	начиная с	2	2
411	которые в	2	2
412	и у	2	2
413	они должны	1	2
414	произведения не	1	2
415	бы еще	1	2
416	одной из	4	2
417	н н	1	2
418	в образе	3	2
419	на него	3	2
420	эти вопросы	3	2
421	его произведений	1	2
422	он не	11	2
423	во всей	1	2
424	или иной	1	2
425	в общем	2	2
426	отношении что	2	2
427	который в	1	2
428	порою и	1	2
429	он сам	1	2
430	в области	16	2
431	показывает что	1	2
432	некоторых из	1	2
433	для которых	3	2
434	только с	4	2
435	у них	1	2
436	нет никаких	2	2
437	к этим	1	2
438	конце концов	2	2
439	чтобы не	1	2
440	и для	4	2
441	но для	3	2
442	только о	1	2
443	крайней мере	2	2
444	ни с	3	2
445	целого ряда	2	2
446	но в	16	2
447	можно указать	1	2
448	чуть ли	2	2
449	вплоть до	6	2
450	что так	3	2
451	в той	9	1
452	ответа на	2	1
453	для самого	1	1
454	были бы	2	1
455	об их	1	1
456	то в	3	1
457	на почве	2	1
458	писал все	1	1
459	от него	1	1
460	однако и	2	1
461	и другие	3	1
462	этом случае	3	1
463	является в	1	1
464	и то	6	1
465	ответ на	4	1
466	им было	1	1
467	а потому	2	1
468	не нашел	2	1
469	ни в	5	1
470	но на	2	1
471	еще одну	1	1
472	в более	1	1
473	которая должна	2	1
474	некоторые места	1	1
475	можно говорить	1	1
476	связано с	1	1
477	произведения именно	1	1
478	строчки и	2	1
479	в прямом	2	1
480	говоря уже	2	1
481	этого в	1	1
482	те или	2	1
483	на протяжении	1	1
484	смысле что	2	1
485	его мнению	1	1
486	смотреть на	2	1
487	отдельных фактов	1	1
488	данном случае	7	1
489	что этим	1	1
490	совершенно неосновательно	2	1
491	по тому	1	1
492	в специальных	1	1
493	то есть	2	1
494	на тех	1	1
495	образом уже	1	1
496	в действии	1	1
497	статье о	3	1
498	свидетельствует о	2	1
499	вот по	1	1
500	которые не	3	1
501	в поэзии	1	1
502	к этой	1	1
503	время и	1	1
504	почти не	1	1
505	о значении	3	1
506	поэтому в	4	1
507	этот туман	2	1
508	мы не	3	1
509	конце года	1	1
510	пушкина в	40	1
511	до последних	1	1
512	стороны об	1	1
513	и имеет	1	1
514	и поэтом	1	1
515	с этой	5	1
516	с очень	1	1
517	еще больше	1	1
518	д но	4	1
519	дело с	2	1
520	возможность поднять	1	1
521	в обычных	1	1
522	еще более	5	1
523	в применении	3	1
524	своей социальной	1	1
525	материала и	2	1
526	несмотря на	4	1
527	из того	2	1
528	мысль в	1	1
529	и дает	1	1
530	освободиться от	1	1
531	не для	3	1
532	оказывается не	1	1
533	проявляется в	1	1
534	которых он	2	1
535	к истине	1	1
536	материал по	1	1
537	или с	2	1
538	что трагедия	3	1
539	обычно не	1	1
540	сказать еще	2	1
541	требуется чтобы	1	1
542	сюда относится	1	1
543	следует однако	1	1
544	романа в	1	1
545	кроме того	3	1
546	не являются	3	1
547	фактов и	1	1
548	разница между	3	1
549	это обстоятельство	1	1
550	сам по	1	1
551	пушкина хотя	1	1
552	отсюда как	1	1
553	др но	1	1
554	воображения и	1	1
555	о нем	1	1
556	обратил внимание	1	1
557	тем особым	1	1
558	не как	2	1
559	воплощенной в	1	1
560	начале своей	1	1
561	мы в	1	1
562	для нас	7	1
563	и всегда	2	1
564	место для	1	1
565	и творчества	2	1
566	данные в	1	1
567	их что	2	1
568	или иную	1	1
569	области не	1	1
570	нет это	2	1
571	но что	2	1
572	в деле	3	1
573	пушкина возник	1	1
574	этапы в	1	1
575	чем он	3	1
576	как нечто	1	1
577	на высоту	1	1
578	нет никакого	3	1
579	не знать	1	1
580	воспоминания и	1	1
581	в этих	5	1
582	научного и	1	1
583	без того	1	1
584	за это	1	1
585	следующими словами	1	1
586	и смысл	1	1
587	в ином	1	1
588	сказал бы	1	1
589	и эти	2	1
590	в виде	3	1
591	за царя	1	1
592	исторического романа	2	1
593	ведь это	1	1
594	задач и	1	1
595	произведении но	1	1
596	в таких	1	1
597	очень любопытно	1	1
598	так или	3	1
599	правильного понимания	1	1
600	этого процесса	1	1
601	сами по	2	1
602	если не	4	1
603	е тот	1	1
604	материал для	6	1
605	в духе	2	1
606	говорим о	1	1
607	процесс работы	1	1
608	но он	5	1
609	самом деле	14	1
610	указанием в	1	1
611	в несколько	1	1
612	но все	9	1
613	не очень	2	1
614	еще раз	1	1
615	причастные к	1	1
616	в свои	1	1
617	гораздо проще	1	1
618	или иначе	3	1
619	не будем	1	1
620	е не	2	1
621	а также	4	1
622	жизнь в	1	1
623	сказал что	1	1
624	самые разнообразные	1	1
625	неустойчивость и	1	1
626	по их	1	1
627	что будет	1	1
628	снять с	1	1
629	читателей и	1	1
630	это положение	2	1
631	который как	2	1
632	проблем и	1	1
633	мы говорим	1	1
634	и которая	1	1
635	на свою	1	1
636	ему самому	1	1
637	результате этого	1	1
638	и все	3	1
639	о своей	2	1
640	еще что	2	1
641	целый ряд	3	1
642	на себя	3	1
643	французской революции	1	1
644	зрения на	1	1
645	с теми	1	1
646	эстетики и	1	1
647	всем что	1	1
648	тем что	6	1
649	если это	3	1
650	быть даже	1	1
651	е из	1	1
652	то время	2	1
653	от реальной	1	1
654	в таком	4	1
655	без всякой	3	1
656	если он	1	1
657	бы все	3	1
658	очень много	1	1
659	в последних	1	1
660	можно назвать	3	1
661	будет правильным	1	1
662	ноября года	1	1
663	для своей	2	1
664	относятся к	3	1
665	евгения онегина	6	1
666	бы быть	1	1
667	правильным только	1	1
668	общим правилом	1	1
669	и без	4	1
670	в какой	4	1
671	с жизнью	1	1
672	работы в	3	1
673	кстати сказать	2	1
674	о присылке	1	1
675	нас к	2	1
676	как не	1	1
677	в соответствии	1	1
678	время как	2	1
679	что по	1	1
680	вряд ли	8	1
681	значения и	1	1
682	меньшей мере	3	1
683	а именно	3	1
684	помимо всего	1	1
685	и следовало	1	1
686	это время	3	1
687	долго и	2	1
688	одновременно и	1	1
689	и так	3	1
690	как можно	2	1
691	состоит из	1	1
692	и вместе	1	1
693	на эту	5	1
694	сил в	1	1
695	при таком	2	1
696	как в	15	1
697	и характер	1	1
698	говорят о	1	1
699	а иногда	2	1
700	его собственному	1	1
701	и понимания	1	1
702	по своему	2	1
703	них и	2	1
704	себя и	1	1
705	не имеет	5	1
706	является для	1	1
707	к какому	1	1
708	но у	1	1
709	между собой	1	1
710	оснований видеть	1	1
711	никем не	2	1
712	поводу легенды	1	1
713	не создает	1	1
714	почти все	2	1
715	в печатном	6	1
716	этого материала	1	1
717	в свете	1	1
718	о котором	2	1
719	сравнению с	1	1
720	том смысле	4	1
721	это было	2	1
722	до самых	1	1
723	быть никакого	1	1
724	формах не	1	1
725	речь идет	6	1
726	в известном	3	1
727	от всей	1	1
728	и это	4	1
729	в каждой	1	1
730	действительностью в	1	1
731	а только	1	1
732	действительному положению	2	1
733	в каком	4	1
734	на своем	1	1
735	к числу	3	1
736	не его	1	1
737	спустя три	1	1
738	побывал в	1	1
739	ничего общего	3	1
740	и из	1	1
741	что тот	2	1
742	своем рассказе	1	1
743	что их	1	1
744	пушкина например	1	1
745	понимать в	1	1
746	это самое	1	1
747	мысли в	1	1
748	совершенно точно	1	1
749	обращение к	1	1
750	следует подчеркнуть	1	1
751	не все	3	1
752	казалось бы	1	1
753	как произведение	2	1
754	это явление	2	1
755	для правильного	1	1
756	освобождается от	1	1
757	той или	1	1
758	чернового текста	1	1
759	конечно нельзя	1	1
760	ведь ни	1	1
761	работа по	1	1
762	ли пушкин	1	1
763	что эти	1	1
764	пишет следующее	1	1
765	еще до	4	1
766	которых можно	1	1
767	и тех	1	1
768	ни к	1	1
769	замысла а	1	1
770	его и	1	1
771	наконец и	1	1
772	совершенно не	7	1
773	том случае	1	1
774	ответить на	1	1
775	более чем	3	1
776	в прозе	1	1
777	отношение в	1	1
778	всего необходимо	1	1
779	а с	6	1
780	в данном	16	1
781	мой взгляд	1	1
782	первой части	2	1
783	а порой	1	1
784	в основе	4	1
785	вообще в	1	1
786	тут и	1	1
787	вытекает из	2	1
788	известном письме	1	1
789	сам поэт	1	1
790	тем более	4	1
791	несомненно и	1	1
792	а если	2	1
793	была найдена	1	1
794	бы с	1	1
795	почве этих	1	1
796	что этот	3	1
797	вопрос о	9	1
798	же духе	1	1
799	не означает	1	1
800	но между	1	1
801	доходят до	1	1
802	этой главы	3	1
803	при посредстве	1	1
804	тех же	1	1
805	применении к	3	1
806	которой он	1	1
807	около двух	1	1
808	которой является	3	1
809	говорил о	1	1
810	но ведь	8	1
811	критики но	1	1
812	поэзии и	3	1
813	или целиком	1	1
814	письмо к	1	1
815	в нечто	1	1
816	очень часто	3	1
817	в лучшем	1	1
818	он был	5	1
819	есть в	2	1
820	конечно не	2	1
821	в роли	1	1
822	так называемой	2	1
823	при отсутствии	1	1
824	близко к	1	1
825	что самое	1	1
826	не говоря	2	1
827	нет даже	2	1
828	входит в	1	1
829	наконец в	2	1
830	приводит и	1	1
831	уже в	3	1
832	не дает	2	1
833	очень близко	1	1
834	почти исключительно	1	1
835	с рукописями	2	1
836	ту или	1	1
837	по сравнению	1	1
838	однако если	1	1
839	спорного и	1	1
840	являются для	1	1
841	нельзя не	3	1
842	случае она	1	1
843	не один	1	1
844	могут пригодиться	1	1
845	понимаем как	1	1
846	вот несколько	2	1
847	не признать	1	1
848	быть признана	1	1
849	ряда других	1	1
850	какую-то особую	1	1
851	пушкине и	2	1
852	этому и	1	1
853	характерны для	1	1
854	под понятие	1	1
855	так называемым	2	1
856	указывает что	1	1
857	ими в	1	1
858	пока в	1	1
859	эти утверждения	1	1
860	потому что	13	1
861	тебе что	2	1
862	собою особенно	1	1
863	и тем	3	1
864	кажется что	5	1
865	быть и	2	1
866	от всех	1	1
867	практике но	1	1
868	пишет он	2	1
869	если б	5	1
870	только один	1	1
871	то все	1	1
872	в характере	1	1
873	а по	1	1
874	не могло	4	1
875	значение для	2	1
876	со стороны	7	1
877	только на	1	1
878	выйти за	1	1
879	приводит в	2	1
880	или иные	1	1
881	которые должны	1	1
882	что эта	5	1
883	полностью в	1	1
884	для этого	2	1
885	одно и	1	1
886	на его	2	1
887	двух лет	1	1
888	и ему	2	1
889	и та	1	1
890	хотя в	2	1
891	к дельвигу	2	1
892	не полностью	1	1
893	достаточно красноречивы	1	1
894	пор не	1	1
895	и что	8	1
896	возник замысел	1	1
897	в каком-то	2	1
898	дело не	4	1
899	один раз	1	1
900	в количестве	1	1
901	предисловии к	2	1
902	нас особенно	1	1
903	за пределы	2	1
904	а между	2	1
905	его работе	1	1
906	приступает к	1	1
907	но только	2	1
908	заимствовал из	1	1
909	им самим	2	1
910	говорит что	4	1
911	подобного рода	1	1
912	было еще	1	1
913	в начале	5	1
914	еще в	3	1
915	слова с	1	1
916	это то	1	1
917	сомнению что	2	1
918	что чтение	1	1
919	историческая и	1	1
920	и жизни	1	1
921	то как	1	1
922	этого образа	2	1
923	самые неожиданные	1	1
924	в истории	5	1
925	романа и	1	1
926	его тут	1	1
927	это имеет	1	1
928	этом смысле	2	1
929	что из	1	1
930	то или	3	1
931	что до	3	1
932	самого начала	3	1
933	каждый из	1	1
934	и речи	3	1
935	бы совершенно	1	1
936	образы не	1	1
937	себе в	2	1
938	без труда	1	1
939	без обстоятельного	1	1
940	и наоборот	1	1
941	или иное	3	1
942	было указано	1	1
943	обычно считается	1	1
944	это его	1	1
945	пушкина к	8	1
946	работы на	1	1
947	связанных с	1	1
948	в глаза	1	1
949	мере не	1	1
950	не случайно	1	1
951	по в	1	1
952	художественных произведений	1	1
953	почти каждый	1	1
954	нечто целое	1	1
955	медного всадника	2	1
956	и той	1	1
957	дело и	1	1
958	знает и	2	1
959	на некоторые	1	1
960	ни одной	2	1
961	так то	1	1
962	исключительно в	1	1
963	признается что	1	1
964	отношение к	3	1
965	ли считать	1	1
966	как мы	1	1
967	собственному признанию	1	1
968	соответствии с	1	1
969	сходные с	1	1
970	к ней	1	1
971	наконец что	1	1
972	я с	3	1
973	в данной	2	1
974	к изучению	1	1
975	это вовсе	2	1
976	разлад с	1	1
977	на музыку	1	1
978	общего с	3	1
979	в понимании	1	1
980	что во	3	1
981	этой категории	2	1
982	для такого	1	1
983	бы его	1	1
984	заметить что	1	1
985	и во	3	1
986	каждого произведения	1	1
987	что есть	1	1
988	гете на	1	1
989	февраля г	1	1
990	особенностей и	1	1
991	он отстаивает	1	1
992	бы он	1	1
993	виде не	2	1
994	материала в	1	1
995	лишь о	1	1
996	больше того	1	1
997	быть в	2	1
998	основания для	1	1
999	уже не	1	1
1000	за его	1	1
1001	имеем дело	2	1
1002	не значит	3	1
1003	см хотя	1	1
1004	слова в	1	1
1005	легенды о	1	1
1006	сказать не	1	1
1007	так не	1	1
1008	уже о	6	1
1009	или иного	4	1
1010	же ночь	1	1
1011	причем в	2	1
1012	рассказе о	1	1
1013	на этот	5	1
1014	это что	1	1
1015	как увидим	1	1
1016	не имели	2	1
1017	формы для	1	1
1018	от ума	1	1
1019	него со	1	1
1020	остается один	1	1
1021	и других	1	1
1022	согласиться с	1	1
1023	прямом смысле	2	1
1024	иным как	1	1
1025	вне общего	1	1
1026	как будто	5	1
1027	здесь не	1	1
1028	а об	1	1
1029	себя до	1	1
1030	когда говорит	1	1
1031	о роли	1	1
1032	по меньшей	3	1
1033	я признаюсь	1	1
1034	гармонии звуков	1	1
1035	этом у	1	1
1036	пушкин а	1	1
1037	увидим ниже	1	1
1038	это в	4	1
1039	и насколько	2	1
1040	он пытался	1	1
1041	положению вещей	1	1
1042	печатном тексте	1	1
1043	месте в	1	1
1044	и чувства	1	1
1045	в ту	1	1
1046	этой системе	1	1
1047	речи о	1	1
1048	но это	9	1
1049	прав в	1	1
1050	лишь те	1	1
1051	из сказанного	1	1
1052	февраля года	1	1
1053	не был	1	1
1054	в какой-то	1	1
1055	пушкина чтобы	1	1
1056	каждого из	3	1
1057	он должен	2	1
1058	года в	3	1
1059	в м	2	1
1060	жанровых особенностей	1	1
1061	в черновиках	1	1
1062	тому же	2	1
1063	материалом не	1	1
1064	что на	3	1
1065	дает возможность	1	1
1066	поводу с	1	1
1067	судя по	2	1
1068	с того	2	1
1069	виду что	1	1
1070	не к	2	1
1071	и самый	2	1
1072	с целью	1	1
1073	имеет ничего	2	1
1074	у которого	1	1
1075	с принципом	1	1
