N	2gram	Tiupa_Disk	VLabPisa
196	всего лишь	1	3
197	в работе	1	3
198	тому как	5	3
199	и их	1	3
200	всех других	1	3
201	вслед за	1	3
202	далеко не	10	3
203	при помощи	1	3
204	с работой	1	3
205	при всем	1	3
206	в творчестве	4	3
207	или меньшей	2	3
208	писал в	1	3
209	как на	1	3
210	нет и	1	3
211	та или	1	3
212	это делает	1	3
213	образом в	1	3
214	деятельности человека	1	3
215	и от	2	3
216	точки зрения	6	3
217	жизни и	2	3
218	и по	2	3
219	к работе	2	3
220	как целого	1	3
221	всех этих	1	3
222	имеет свою	3	3
223	мы видели	1	3
224	в особенности	5	2
225	этом и	1	2
226	же о	1	2
227	отметить что	1	2
228	том чтобы	2	2
229	работой над	1	2
230	из которых	1	2
231	они и	3	2
232	от его	1	2
233	они не	2	2
234	если в	2	2
235	на язык	1	2
236	самого себя	1	2
237	должно быть	2	2
238	зависит от	2	2
239	при всей	9	2
240	с одной	12	2
241	том числе	3	2
242	должна быть	2	2
243	внимание на	5	2
244	говорить о	3	2
245	да и	2	2
246	хотя и	3	2
247	многие из	1	2
248	о чем	4	2
249	в большей	1	2
250	не приходится	2	2
251	можно определить	2	2
252	по слову	4	2
253	одном и	1	2
254	для многих	1	2
255	в науке	2	2
256	что такое	1	2
257	как у	1	2
258	из своих	1	2
259	для них	1	2
260	не столько	3	2
261	с другими	1	2
262	его от	1	2
263	по себе	3	2
264	частности в	2	2
265	но с	1	2
266	в своих	6	2
267	и даже	4	2
268	что ни	3	2
269	и наконец	2	2
270	в которой	2	2
271	не о	2	2
272	а о	2	2
273	что его	1	2
274	всех его	1	2
275	и социальные	1	2
276	мысль о	3	2
277	что она	1	2
278	но не	17	2
279	в ней	2	2
280	который по	3	2
281	в жизни	2	2
282	понимать как	1	2
283	стороны в	1	2
284	свидетельствуют о	1	2
285	к его	5	2
286	не подлежит	2	2
287	же как	1	2
288	слова не	3	2
289	на этом	3	2
290	другом месте	1	2
291	не вполне	1	2
292	как процесс	1	2
293	противном случае	1	2
294	не менее	6	2
295	рассказывает что	2	2
296	так сказать	3	2
297	историческая жизнь	1	2
298	ли не	3	2
299	бы не	1	2
300	остановимся на	1	2
301	отличается от	3	2
302	в воображении	1	2
303	на то	1	2
304	о муках	1	2
305	у пушкина	1	2
306	себе и	1	2
307	которая не	1	2
308	в чем	2	2
309	числе и	3	2
310	наиболее существенные	1	2
311	говорит об	1	2
312	так например	2	2
313	могло бы	1	2
314	на отсутствие	1	2
315	сих пор	1	2
316	а для	1	2
317	от них	1	2
318	еще не	20	2
319	с реальной	1	2
320	в каждом	2	2
321	во всяком	3	2
322	и потому	3	2
323	понятно что	1	2
324	еще и	1	2
325	того или	3	2
326	до сих	1	2
327	человека в	6	2
328	восприятия и	1	2
329	и быть	1	2
330	а к	3	2
331	было в	4	2
332	а как	1	2
333	творческом опыте	1	2
334	до нас	2	2
335	и заключается	1	2
336	в самых	1	2
337	лица и	1	2
338	всяком случае	2	2
339	одной стороны	12	2
340	также и	6	2
341	в другом	5	2
342	не по	1	2
343	не быть	1	2
344	не всегда	2	2
345	по крайней	3	2
346	формы и	1	2
347	и может	3	2
348	лишь в	4	2
349	в системе	1	2
350	должны быть	3	2
351	не с	4	2
352	не об	1	2
353	в различных	2	2
354	о своем	1	2
355	словесного выражения	2	2
356	даже не	1	2
357	стороны и	3	2
358	и сам	2	2
359	только то	2	2
360	показывает как	1	2
361	от того	1	2
362	пока еще	7	2
363	как известно	1	2
364	например не	1	2
365	в италии	1	2
366	к ним	3	2
367	же самое	2	2
368	в книге	2	2
369	он в	1	2
370	будто бы	3	2
371	заключается в	3	2
372	начиная с	1	2
373	которые в	1	2
374	о его	1	2
375	в известной	1	2
376	одной из	4	2
377	в образе	1	2
378	на него	2	2
379	как от	1	2
380	отбор материала	1	2
381	он не	4	2
382	или иной	8	2
383	л толстым	1	2
384	при разработке	1	2
385	основываясь на	1	2
386	он сам	2	2
387	пародия на	1	2
388	автора как	1	2
389	в области	3	2
390	в противном	1	2
391	определить как	2	2
392	что даже	2	2
393	для которых	1	2
394	творческим опытом	1	2
395	у них	1	2
396	к этим	1	2
397	меньшей степени	1	2
398	чтобы не	2	2
399	три года	1	2
400	этом же	1	2
401	и том	1	2
402	но для	2	2
403	только о	2	2
404	крайней мере	3	2
405	но в	15	2
406	можно указать	1	2
407	персонажей и	2	2
408	искусства не	1	2
409	вплоть до	2	2
410	что так	1	2
411	в той	2	1
412	для зрелого	1	1
413	к лицу	2	1
414	личного опыта	2	1
415	были бы	1	1
416	ситуации и	2	1
417	стихотворений и	1	1
418	ставил и	1	1
419	об их	1	1
420	то в	1	1
421	на почве	3	1
422	момент зарождения	1	1
423	события и	1	1
424	выражения все	1	1
425	однако и	2	1
426	и другие	1	1
427	к общему	1	1
428	этом случае	3	1
429	и составляет	3	1
430	лиц с	1	1
431	сводить к	1	1
432	и то	4	1
433	ответ на	1	1
434	а потому	1	1
435	поэтому что	1	1
436	человеческой личности	1	1
437	из анекдота	2	1
438	образом и	1	1
439	ни в	7	1
440	а другие	1	1
441	но на	1	1
442	интерпретации в	1	1
443	можно говорить	2	1
444	связано с	1	1
445	содержания а	1	1
446	и мы	1	1
447	такова задача	1	1
448	говорит но	1	1
449	мы и	1	1
450	говоря уже	2	1
451	таковы например	2	1
452	фабулы и	1	1
453	на протяжении	2	1
454	не являлись	1	1
455	в формировании	1	1
456	достоевского в	1	1
457	мышления и	1	1
458	опирается на	2	1
459	любой из	1	1
460	типа как	1	1
461	данном случае	6	1
462	действий в	1	1
463	природой в	1	1
464	то есть	29	1
465	писателя с	2	1
466	иной мере	1	1
467	свидетельствует о	2	1
468	рассказ о	3	1
469	и кончая	1	1
470	время и	2	1
471	следует ли	1	1
472	поэтому в	2	1
473	письма за	1	1
474	даже наиболее	1	1
475	в явлениях	1	1
476	мы не	2	1
477	и имеет	1	1
478	в состоянии	1	1
479	он всегда	2	1
480	с этой	2	1
481	или по	1	1
482	к сфере	1	1
483	дело с	2	1
484	только лишь	1	1
485	несмотря на	1	1
486	из того	1	1
487	через сеть	1	1
488	быть отнесены	1	1
489	есть его	1	1
490	для характеристики	1	1
491	оказывается не	1	1
492	проявляется в	2	1
493	к истине	1	1
494	этом заключается	1	1
495	состоял в	1	1
496	более поздних	2	1
497	в определенном	1	1
498	быть а	1	1
499	следует однако	1	1
500	положения о	1	1
501	сказки о	3	1
502	романа в	1	1
503	по выражению	3	1
504	не являются	1	1
505	в основании	3	1
506	ранних стадиях	1	1
507	не должна	1	1
508	это обстоятельство	1	1
509	сам по	1	1
510	мысли а	1	1
511	о нем	3	1
512	с достаточной	1	1
513	не как	5	1
514	аналогии с	2	1
515	и сказки	6	1
516	творческих исканий	1	1
517	художественного образа	1	1
518	например с	1	1
519	например рассказ	1	1
520	представлений о	1	1
521	с каждым	1	1
522	льве толстом	1	1
523	своей судьбы	1	1
524	с кристаллизацией	1	1
525	к сознанию	1	1
526	они в	1	1
527	как общую	1	1
528	или иную	1	1
529	сходятся в	1	1
530	лицом к	2	1
531	чем он	2	1
532	не ограничивается	2	1
533	как нечто	2	1
534	и создает	1	1
535	по мере	2	1
536	таком случае	1	1
537	мере и	1	1
538	природу и	1	1
539	в этих	4	1
540	о другой	1	1
541	однако при	2	1
542	всей ее	1	1
543	и эти	1	1
544	в виде	1	1
545	области художественного	1	1
546	силу его	1	1
547	отсутствии у	1	1
548	как было	1	1
549	в таких	1	1
550	этим путем	1	1
551	деятельности это	1	1
552	так выразиться	2	1
553	правильного понимания	1	1
554	имеющих нужды	1	1
555	сами по	2	1
556	в художественную	1	1
557	к искусству	2	1
558	все то	1	1
559	непосредственное воспроизведение	1	1
560	самом деле	2	1
561	но все	2	1
562	жизни это	1	1
563	этого не	1	1
564	причастные к	1	1
565	в классическом	2	1
566	гораздо проще	1	1
567	всего следует	1	1
568	а также	15	1
569	не обязательно	4	1
570	по их	1	1
571	что будет	2	1
572	закономерно и	1	1
573	приходит в	2	1
574	результате этого	1	1
575	и все	5	1
576	по аналогии	2	1
577	уже как	2	1
578	актер не	1	1
579	целый ряд	2	1
580	на себя	2	1
581	зрения на	3	1
582	с теми	1	1
583	развития в	1	1
584	в саду	1	1
585	всем что	2	1
586	тем что	4	1
587	от всего	1	1
588	к более	1	1
589	в таком	1	1
590	в сферу	3	1
591	том или	1	1
592	к их	2	1
593	свидетельство о	1	1
594	можно назвать	2	1
595	места и	1	1
596	для своей	1	1
597	бы быть	3	1
598	о льве	1	1
599	и без	2	1
600	в какой	2	1
601	в памяти	2	1
602	в в	1	1
603	и актеров	1	1
604	как не	3	1
605	я всегда	1	1
606	в соответствии	4	1
607	только через	2	1
608	значения и	1	1
609	а именно	1	1
610	или даже	2	1
611	в научной	1	1
612	это время	1	1
613	мнение что	1	1
614	как историческая	1	1
615	одновременно и	3	1
616	как можно	1	1
617	по определению	1	1
618	при таком	1	1
619	как в	16	1
620	собой не	1	1
621	говорят о	1	1
622	а иногда	1	1
623	на одном	1	1
624	по своему	3	1
625	себя и	2	1
626	не имеет	1	1
627	является для	1	1
628	смертью в	1	1
629	значительную роль	1	1
630	которого начинается	1	1
631	быть сведена	1	1
632	правило в	1	1
633	между собой	2	1
634	не создает	1	1
635	служит для	2	1
636	о котором	2	1
637	частности из	1	1
638	если можно	2	1
639	которое не	1	1
640	это было	2	1
641	не знала	1	1
642	лежит в	1	1
643	быть определена	3	1
644	до самых	1	1
645	с большей	1	1
646	речь идет	2	1
647	в известном	1	1
648	в плоскости	1	1
649	в следующей	1	1
650	и это	3	1
651	в каждой	3	1
652	а только	1	1
653	в каком	1	1
654	на своем	1	1
655	к числу	2	1
656	индивидуальной целостности	2	1
657	героя и	2	1
658	мысли в	1	1
659	обращение к	2	1
660	не все	1	1
661	как произведение	2	1
662	это явление	1	1
663	с традицией	1	1
664	для правильного	1	1
665	той или	6	1
666	или ином	1	1
667	басни и	1	1
668	вытекающим из	1	1
669	всех видов	1	1
670	как рассказ	2	1
671	исследований и	1	1
672	которых можно	1	1
673	ни к	11	1
674	его и	1	1
675	как показывает	2	1
676	том случае	1	1
677	исходя из	3	1
678	основном по	1	1
679	более чем	3	1
680	в прозе	2	1
681	а с	8	1
682	в данном	9	1
683	личности в	3	1
684	мой взгляд	3	1
685	а порой	1	1
686	в основе	11	1
687	вообще в	1	1
688	существенные моменты	1	1
689	восприятии и	1	1
690	проявляется не	1	1
691	тем более	1	1
692	его таким	1	1
693	оно в	1	1
694	художественного целого	3	1
695	что этот	1	1
696	как целое	1	1
697	вопрос о	2	1
698	художественной литературы	1	1
699	и повести	1	1
700	это понятие	3	1
701	утверждение о	1	1
702	личности представляет	1	1
703	которой он	1	1
704	которой является	1	1
705	поэзии и	1	1
706	для реализации	2	1
707	случае если	1	1
708	об одном	4	1
709	некоторых его	1	1
710	в чистом	1	1
711	он был	1	1
712	духовной жизни	1	1
713	это как	1	1
714	диаметрально противоположных	2	1
715	другими как	1	1
716	собой в	1	1
717	есть в	3	1
718	в роли	1	1
719	при отсутствии	2	1
720	близко к	1	1
721	не говоря	2	1
722	входит в	2	1
723	наконец в	1	1
724	в нескольких	1	1
725	уже в	2	1
726	не дает	1	1
727	ту или	1	1
728	лежат в	1	1
729	бытия в	1	1
730	неотделимо от	3	1
731	нельзя не	2	1
732	основе этого	1	1
733	другой в	1	1
734	его сложность	1	1
735	к заполнению	1	1
736	в теории	1	1
737	и композиционно	2	1
738	друг друга	2	1
739	наличие в	2	1
740	как совокупность	1	1
741	целого каждое	1	1
742	потому что	7	1
743	в свою	3	1
744	сознания в	2	1
745	и тем	2	1
746	слова и	2	1
747	быть и	2	1
748	обойтись без	1	1
749	то все	1	1
750	однако эта	1	1
751	а по	2	1
752	его воображения	1	1
753	не могло	2	1
754	но она	3	1
755	со стороны	17	1
756	текста к	2	1
757	только на	2	1
758	если же	1	1
759	или иных	1	1
760	или слов	1	1
761	приводит в	1	1
762	наконец для	1	1
763	содержания и	1	1
764	возможно более	1	1
765	для этого	1	1
766	одно и	2	1
767	может служить	2	1
768	на его	4	1
769	вещь в	1	1
770	хотя в	3	1
771	не полностью	1	1
772	и что	2	1
773	дело не	3	1
774	которых она	1	1
775	к области	2	1
776	в любой	2	1
777	приходит к	1	1
778	диаметрально противоположные	1	1
779	за пределы	2	1
780	но только	1	1
781	заключает в	1	1
782	подобного рода	1	1
783	в начале	2	1
784	вообще но	1	1
785	у достоевского	1	1
786	еще в	6	1
787	лирических стихотворений	1	1
788	в сугубо	1	1
789	в истории	5	1
790	романа и	2	1
791	этом смысле	1	1
792	что из	1	1
793	своих персонажей	1	1
794	для определенного	1	1
795	что до	1	1
796	наблюдений над	1	1
797	самого начала	2	1
798	каждый из	2	1
799	в новое	1	1
800	свою очередь	3	1
801	и наоборот	1	1
802	на принципиальную	2	1
803	начинает свой	1	1
804	самых ранних	1	1
805	и характерное	1	1
806	не случайно	2	1
807	мира однако	1	1
808	порой и	1	1
809	с понятиями	1	1
810	в словесной	1	1
811	личности и	1	1
812	иного типа	1	1
813	сведена к	1	1
814	реальной действительностью	1	1
815	его себе	1	1
816	анекдота о	2	1
817	и еще	1	1
818	целом и	1	1
819	из наиболее	2	1
820	исключительно в	1	1
821	тот или	2	1
822	отношение к	6	1
823	определена как	4	1
824	как мы	2	1
825	со своими	1	1
826	входит как	1	1
827	соответствии с	5	1
828	жизни не	2	1
829	я с	2	1
830	же так	1	1
831	в данной	3	1
832	но по	1	1
833	можно так	2	1
834	в понимании	1	1
835	что во	1	1
836	бы его	1	1
837	индивидуальный характер	2	1
838	заметить что	2	1
839	и служит	1	1
840	об отсутствии	1	1
841	о творческом	1	1
842	в ходе	5	1
843	и во	2	1
844	а результатом	1	1
845	их к	1	1
846	в театре	1	1
847	новое время	1	1
848	громадное значение	1	1
849	действия не	1	1
850	быть в	1	1
851	что может	1	1
852	ее а	1	1
853	уже не	7	1
854	за его	2	1
855	имеем дело	3	1
856	обдумывал и	1	1
857	не заметить	1	1
858	в футляре	2	1
859	слова в	2	1
860	уже о	2	1
861	или иного	2	1
862	человека это	1	1
863	рассказе о	1	1
864	и художественной	1	1
865	на этот	1	1
866	жизнью и	1	1
867	его внимание	1	1
868	не имели	1	1
869	реализуется в	1	1
870	формы для	1	1
871	и других	1	1
872	согласиться с	1	1
873	чаще всего	1	1
874	как будто	3	1
875	искусства в	1	1
876	здесь не	1	1
877	или из	2	1
878	процесса и	1	1
879	у этих	1	1
880	тех или	1	1
881	и творческих	1	1
882	трудно не	1	1
883	это в	4	1
884	или не	2	1
885	протекает в	1	1
886	о романе	2	1
887	решающую роль	1	1
888	связаны с	1	1
889	но это	3	1
890	самого автора	1	1
891	потому и	1	1
892	с ее	3	1
893	не имеющих	1	1
894	новеллы в	1	1
895	именно это	1	1
896	строго говоря	3	1
897	в едином	2	1
898	видения мира	1	1
899	не был	1	1
900	из реального	1	1
901	или точнее	1	1
902	стороны он	1	1
903	и ни	1	1
904	он должен	1	1
905	моделью для	1	1
906	однако от	1	1
907	тому же	5	1
908	что на	3	1
909	лишь его	1	1
910	мира в	6	1
911	виду что	2	1
912	не к	3	1
913	с целью	1	1
914	своего развития	1	1
915	грань между	1	1
916	говорит как	1	1
917	многие писатели	1	1
918	воззрения на	2	1
