N	2gram	Bakhtin_fo	Myslijsy
474	нет ничего	4	5
475	стремится к	2	5
476	виду что	2	5
477	не подлежит	1	5
478	но уже	1	5
479	в области	1	5
480	человека в	22	5
481	такие же	1	5
482	здесь только	2	5
483	в начале	3	5
484	как не	1	5
485	не по	1	5
486	отношение к	5	5
487	не к	2	5
488	быть названы	1	5
489	человек может	1	4
490	еще более	7	4
491	в некоторых	4	4
492	и необходимости	1	4
493	из нее	2	4
494	равно как	4	4
495	от всего	1	4
496	нам не	1	4
497	человеческого развития	1	4
498	служит только	1	4
499	имеет в	2	4
500	в другом	2	4
501	был бы	3	4
502	и действия	1	4
503	не вполне	1	4
504	с чем	2	4
505	без которой	1	4
506	все его	7	4
507	не противоречит	1	4
508	мы принуждены	1	4
509	проявляется в	1	4
510	не знает	4	4
511	влияния на	2	4
512	я и	1	4
513	в связи	13	4
514	человеке и	1	4
515	следовательно и	3	4
516	от этого	4	4
517	с его	10	4
518	на этом	2	4
519	что происходит	1	4
520	исходная точка	1	4
521	на другой	2	4
522	ту же	4	4
523	определенности и	1	4
524	явления в	2	4
525	чем больше	1	4
526	не могла	2	4
527	и затем	1	4
528	не зная	2	4
529	его как	1	4
530	в поэзии	2	4
531	ничего не	9	4
532	чтобы не	1	4
533	та же	4	4
534	имеет место	6	4
535	ни в	9	4
536	это есть	1	4
537	не на	4	4
538	но без	1	4
539	этой точки	1	4
540	тела и	4	4
541	отношения к	7	4
542	и они	4	4
543	и так	2	4
544	же мало	1	4
545	все они	4	4
546	здесь как	3	4
547	как средство	1	4
548	с нами	1	4
549	более и	2	4
550	образа в	1	4
551	начиная с	1	4
552	произведения и	1	4
553	его только	1	4
554	он может	1	4
555	что во	1	4
556	есть к	1	4
557	образы и	1	4
558	к содержанию	1	4
559	он должен	2	4
560	ему в	3	4
561	данном случае	2	4
562	по этому	2	4
563	одна и	2	4
564	не без	2	4
565	этом отношении	5	4
566	между этими	4	4
567	что будет	1	4
568	но эта	5	4
569	дело в	3	4
570	было для	1	4
571	в ту	1	4
572	или даже	1	4
573	к своему	2	4
574	по своему	3	4
575	мы находим	2	4
576	и оно	1	4
577	пока не	1	4
578	бы совершенно	2	4
579	а так	1	4
580	на них	2	4
581	что касается	1	4
582	но она	2	4
583	есть и	4	4
584	когда оно	1	4
585	явлений в	1	4
586	стороны и	2	4
587	должны будем	1	4
588	что можно	1	4
589	явления и	2	4
590	про себя	1	4
591	во многом	2	4
592	бытия и	2	4
593	такой же	1	4
594	души к	1	3
595	они имеют	1	3
596	из многих	1	3
597	каждой из	1	3
598	мы и	4	3
599	к этой	1	3
600	всего человека	1	3
601	до него	1	3
602	становится чем-то	1	3
603	случае мы	1	3
604	часть его	1	3
605	дело с	1	3
606	это значит	3	3
607	кроме того	7	3
608	и получает	1	3
609	и говорить	1	3
610	в результате	6	3
611	ясно что	2	3
612	в различных	2	3
613	одной из	3	3
614	и которые	1	3
615	их не	2	3
616	значения в	2	3
617	на мир	1	3
618	из всего	1	3
619	природы то	1	3
620	на первый	2	3
621	бы новые	1	3
622	на одном	1	3
623	время с	1	3
624	на природу	1	3
625	что этот	1	3
626	себе все	1	3
627	мы увидим	2	3
628	служит для	1	3
629	другу и	1	3
630	могут не	1	3
631	они с	3	3
632	в греческом	29	3
633	уже есть	1	3
634	вместе со	1	3
635	с такою	3	3
636	жизни то	2	3
637	по которым	1	3
638	входят в	2	3
639	он сам	2	3
640	она может	1	3
641	а мы	2	3
642	человека то	1	3
643	вносит в	1	3
644	от ее	1	3
645	которые в	2	3
646	а потом	2	3
647	и весь	2	3
648	от его	1	3
649	имеют в	1	3
650	есть одно	1	3
651	что уже	1	3
652	него самого	1	3
653	может иметь	1	3
654	и сама	1	3
655	природу и	1	3
656	и человек	1	3
657	эти образы	1	3
658	все наше	1	3
659	для развития	1	3
660	но для	2	3
661	человек и	2	3
662	с которой	2	3
663	необходимости и	1	3
664	есть именно	2	3
665	большинстве случаев	2	3
666	о которой	1	3
667	его жизни	11	3
668	в двух	1	3
669	в себя	3	3
670	себе и	4	3
671	действительности и	1	3
672	чтобы понять	1	3
673	совсем не	4	3
674	как человек	4	3
675	здесь мы	4	3
676	как это	2	3
677	исчезает и	1	3
678	в форме	5	3
679	даже не	2	3
680	явления природы	2	3
681	своего значения	2	3
682	но всегда	1	3
683	и др	13	3
684	но нет	1	3
685	всех сторон	2	3
686	не значит	1	3
687	мы будем	5	3
688	теми же	1	3
689	в общем	1	3
690	по направлению	1	3
691	же мы	1	3
692	значит что	2	3
693	есть одна	1	3
694	и ее	4	3
695	в пространстве	10	3
696	и стало	1	3
697	которых мы	1	3
698	одном и	1	3
699	утверждает что	2	3
700	качество и	1	3
701	для них	3	3
702	в отношении	5	3
703	такого же	1	3
704	к самому	1	3
705	их и	3	3
706	и степень	1	3
707	одною из	1	3
708	тем менее	1	3
709	она и	1	3
710	как о	1	3
711	связанные с	5	3
712	на каждом	1	3
713	его части	1	3
714	в первый	1	3
715	он видит	1	3
716	со всех	2	3
717	это то	2	3
718	не должно	1	3
719	и поэтому	2	3
720	время в	7	3
721	свойств и	1	3
722	именно на	1	3
723	рано или	1	3
724	взгляда на	1	3
725	что здесь	2	3
726	не совсем	1	3
727	в ряд	8	3
728	как во	1	3
729	до известной	1	3
730	здесь не	5	3
731	или поздно	1	3
732	жизни не	3	3
733	и том	2	3
734	в формах	1	3
735	и наконец	6	3
736	что единство	1	3
737	что ему	1	3
738	после этого	2	3
739	ничем не	1	3
740	сила или	1	3
741	себя только	1	3
742	ни с	3	3
743	ее в	2	3
744	не нужен	1	3
745	что значит	1	3
746	для всякого	1	3
747	видеть в	1	3
748	к первой	1	3
749	с которым	1	3
750	однако не	2	3
751	и непосредственно	1	3
752	в другую	3	3
753	ему самому	1	3
754	себя а	1	3
755	сливается с	1	3
756	есть как	1	3
757	и я	1	3
758	в новом	1	3
759	нисколько не	1	3
760	такое значение	1	3
761	должен быть	2	3
762	единство и	1	3
763	в одной	2	3
764	что от	1	3
765	и человека	1	3
766	как ни	1	3
767	отличие от	3	3
768	которую мы	1	3
769	в теории	1	3
770	в человеческом	2	3
771	пор не	1	3
772	например и	1	3
773	человека с	1	3
774	существование в	1	3
775	или как	5	3
776	в большинстве	3	3
777	нам по	1	3
778	и совершенно	3	3
779	как для	1	3
780	все содержание	1	3
781	связи между	2	3
782	происходит в	2	3
783	и прежде	4	3
784	важную роль	1	3
785	которой мы	1	3
786	к другу	2	2
787	ничего и	1	2
788	служат только	1	2
789	или только	1	2
790	значение для	3	2
791	ровно ничего	1	2
792	и имеет	3	2
793	к более	1	2
794	связанных между	1	2
795	определение в	1	2
796	явлений или	1	2
797	что дело	1	2
798	время не	2	2
799	его от	3	2
800	нами в	1	2
801	же оно	1	2
802	этим объясняется	1	2
803	этим путем	1	2
804	и сам	2	2
805	или на	1	2
806	уже на	3	2
807	когда это	1	2
808	стороны в	1	2
809	роль в	12	2
810	человека есть	1	2
811	один ряд	1	2
812	отличается от	1	2
813	в это	5	2
814	для их	1	2
815	жизни к	1	2
816	содержания но	1	2
817	и нет	2	2
818	и образ	3	2
819	еще один	1	2
820	понятно что	4	2
821	во все	4	2
822	не могли	3	2
823	и такие	1	2
824	раз и	3	2
825	человека не	1	2
826	другого в	1	2
827	оно как	1	2
828	времени в	14	2
829	природы даже	1	2
830	к своей	2	2
831	она еще	1	2
832	всего человеческого	1	2
833	значение чем	1	2
834	то должны	1	2
835	людей и	2	2
836	но такая	1	2
837	возвращаться в	1	2
838	в глаза	3	2
839	но этот	1	2
840	друг на	4	2
841	в прошлом	3	2
842	и формы	1	2
843	факт что	1	2
844	и еще	3	2
845	тела в	3	2
846	своего народа	1	2
847	затем в	3	2
848	следующим образом	1	2
849	такая же	1	2
850	с этими	2	2
851	как я	1	2
852	есть по	1	2
853	на те	1	2
854	а следовательно	4	2
855	в отдельных	2	2
856	в системе	1	2
857	лишь один	2	2
858	но конечно	3	2
859	себя в	2	2
860	они постоянно	1	2
861	что имеет	2	2
862	себе самом	1	2
863	ближе к	1	2
864	и представляет	1	2
865	ее и	1	2
866	него как	1	2
867	того и	3	2
868	к человеку	1	2
869	эта особенность	2	2
870	указать на	2	2
871	с любовью	1	2
872	первый раз	1	2
873	форма и	1	2
874	личной жизни	1	2
875	для которой	2	2
876	как нет	1	2
877	в буквальном	2	2
878	и за	1	2
879	для своего	2	2
880	как с	1	2
881	лежит в	2	2
882	тому же	2	2
883	существует только	1	2
884	например при	1	2
885	как его	3	2
886	из уст	1	2
887	смысле и	1	2
888	и связи	1	2
889	я не	1	2
890	же как	2	2
891	но когда	2	2
892	вне связи	1	2
893	точек зрения	1	2
894	природа и	1	2
895	быть что	1	2
896	мы относим	1	2
897	и назвать	1	2
898	есть здесь	1	2
899	вообще в	1	2
900	него вовсе	1	2
901	тут же	1	2
902	бы она	2	2
903	при начале	1	2
904	не связанных	1	2
905	значение но	2	2
906	в личной	1	2
907	ничего нового	1	2
908	и миром	1	2
909	бы уже	1	2
910	времен и	1	2
911	же это	1	2
912	по своей	1	2
913	только свет	1	2
914	должны были	1	2
915	самих и	1	2
916	требует чтобы	1	2
917	все ее	3	2
918	и стремление	1	2
919	научного характера	1	2
920	и ряд	1	2
921	их к	3	2
922	все остальное	1	2
923	ей не	1	2
924	произведений искусства	1	2
925	люди не	1	2
926	который был	1	2
927	для чего	1	2
928	с ее	7	2
929	всех этих	9	2
930	себе этот	1	2
931	и нельзя	1	2
932	вопросом о	1	2
933	различные степени	1	2
934	под одну	1	2
935	само слово	1	2
936	друг к	2	2
937	и музыка	1	2
938	тесная связь	1	2
939	на ее	1	2
940	и должно	2	2
941	переходим к	1	2
942	из которых	1	2
943	его во	1	2
944	переходит в	1	2
945	начинается с	2	2
946	иначе если	1	2
947	порядок и	1	2
948	что должно	1	2
949	мы понимаем	1	2
950	оно ни	1	2
951	которых и	1	2
952	строгом смысле	2	2
953	пространство и	1	2
954	значении этого	1	2
955	может получить	1	2
956	и силы	2	2
957	состоит из	1	2
958	человека на	1	2
959	этим в	2	2
960	сказанного ясно	1	2
961	зависимости от	1	2
962	в народной	1	2
963	это самое	1	2
964	необходимых для	1	2
965	принадлежит ему	1	2
966	время жизни	1	2
967	это и	1	2
968	ни к	3	2
969	его и	2	2
970	нас не	1	2
971	где нет	1	2
972	далее и	1	2
973	такую же	1	2
974	относящихся к	1	2
975	на друга	4	2
976	и слушающего	1	2
977	своего происхождения	1	2
978	с чувством	1	2
979	находящихся в	1	2
980	целый ряд	2	2
981	эти противоречия	1	2
982	друга и	1	2
983	каждый из	2	2
984	было и	4	2
985	исходя из	1	2
986	вне его	2	2
987	им в	1	2
988	имеем в	3	2
989	на более	1	2
990	нет и	4	2
991	о причинах	1	2
992	она входит	1	2
993	речи в	2	2
994	словами и	1	2
995	принадлежит к	4	2
996	не за	1	2
997	бы на	1	2
998	только с	1	2
999	когда нам	1	2
1000	и после	1	2
1001	мы еще	5	2
1002	нею в	1	2
1003	они были	4	2
1004	внешнее и	2	2
1005	заключенных в	1	2
1006	человека но	1	2
1007	пример в	1	2
1008	уже с	1	2
1009	жизни но	7	2
1010	в прямом	1	2
1011	тоже не	1	2
1012	этот мир	2	2
1013	и было	4	2
1014	этот процесс	5	2
1015	ее на	1	2
1016	общего и	1	2
1017	при всей	1	2
1018	он как	1	2
1019	еще и	3	2
1020	не для	3	2
1021	мира но	1	2
1022	на одно	1	2
1023	органы и	1	2
1024	значение его	1	2
1025	из души	1	2
1026	как у	2	2
1027	где он	2	2
1028	в полном	2	2
1029	с их	2	2
1030	в движение	3	2
1031	поэтому оно	2	2
1032	а на	1	2
1033	непосредственно в	1	2
1034	формы и	4	2
1035	мышление как	1	2
1036	ко второму	1	2
1037	без всяких	1	2
1038	и первое	1	2
1039	говорим о	1	2
1040	для других	7	2
1041	а все	1	2
1042	даже на	1	2
1043	которые как	1	2
1044	и эта	2	2
1045	и совсем	1	2
1046	могла быть	1	2
1047	если они	2	2
1048	эти предметы	1	2
1049	и человеческой	1	2
1050	со своей	3	2
1051	не создает	1	2
1052	тех же	2	2
1053	очень важную	1	2
1054	быть для	1	2
1055	и другого	1	2
1056	этих двух	1	2
1057	слова как	1	2
1058	буквальном смысле	2	2
1059	в самое	1	2
1060	и сила	1	2
1061	только к	3	2
1062	они могли	1	2
1063	на свои	1	2
1064	однородно с	1	2
1065	внутренняя жизнь	2	2
1066	из ряда	1	2
1067	можем в	1	2
1068	бы назвать	1	2
1069	на такие	1	2
1070	дело не	1	2
1071	самосознания и	1	2
1072	первое и	1	2
1073	быть и	4	2
1074	эти формы	2	2
1075	от всех	2	2
1076	когда он	1	2
1077	бы например	1	2
1078	же значение	1	2
1079	в пути	1	2
1080	но дело	2	2
1081	на которые	2	2
1082	во времени	6	2
1083	свое значение	1	2
1084	что из	1	2
1085	с человеком	2	2
1086	могло быть	5	2
1087	времени с	3	2
1088	человека из	1	2
1089	бы он	2	2
1090	сказать в	2	2
1091	есть прежде	1	2
1092	даже для	1	2
1093	нас это	2	2
1094	образов и	1	2
1095	нуждается в	1	2
1096	которой нет	2	2
1097	носит в	1	2
1098	животных и	2	2
1099	дальше в	1	2
1100	мы наблюдаем	2	1
1101	это на	1	1
1102	одновременным а	1	1
1103	как вдруг	1	1
1104	будем называть	1	1
1105	что один	1	1
1106	в особенности	15	1
1107	и другие	6	1
1108	только чтобы	1	1
1109	ребенка и	1	1
1110	более общим	1	1
1111	один другому	1	1
1112	образов в	1	1
1113	зрения на	1	1
1114	сам стал	1	1
1115	на эти	1	1
1116	со всем	1	1
1117	было возможно	1	1
1118	остались бы	1	1
1119	другу но	1	1
1120	и люди	1	1
1121	нем в	2	1
1122	изображены в	1	1
1123	углубляться в	2	1
1124	всех случаях	1	1
1125	области где	1	1
1126	без исключения	1	1
1127	к ряду	2	1
1128	вопросу о	3	1
1129	точка соприкосновения	1	1
1130	они также	1	1
1131	с самим	6	1
1132	эта идея	1	1
1133	из всех	1	1
1134	вышли из	2	1
1135	на второй	1	1
1136	видели в	1	1
1137	все высшие	1	1
1138	с необходимостью	2	1
1139	они уже	1	1
1140	читать про	1	1
1141	их жизни	1	1
1142	почему из	1	1
1143	роль играют	1	1
1144	не вызывает	1	1
1145	жить и	1	1
1146	тождество с	2	1
1147	было первым	1	1
1148	и лучше	1	1
1149	всех ее	2	1
1150	мы обозначим	1	1
1151	в птицу	1	1
1152	всем и	1	1
1153	и стремится	1	1
1154	остановиться на	1	1
1155	с известной	1	1
1156	далее в	3	1
1157	здесь необходимо	1	1
1158	исторического романа	1	1
1159	раскрывается в	1	1
1160	всех человеческих	1	1
1161	как если	2	1
1162	и само	1	1
1163	которой все	1	1
1164	определяют как	1	1
1165	и наиболее	1	1
1166	где бы	1	1
1167	состоит именно	1	1
1168	в настоящем	1	1
1169	как они	1	1
1170	чтобы в	1	1
1171	он имеет	1	1
1172	и чужой	1	1
1173	не предполагает	1	1
1174	на волю	1	1
1175	весь этот	1	1
1176	участие в	1	1
1177	уже разложение	1	1
1178	человека для	1	1
1179	центр образа	1	1
1180	в построении	1	1
1181	почти ничего	1	1
1182	они бегут	1	1
1183	имеет еще	1	1
1184	как дыхание	1	1
1185	в числе	1	1
1186	места и	1	1
1187	соответствует в	1	1
1188	если кто	2	1
1189	от механического	1	1
1190	притом в	1	1
1191	самая эта	1	1
1192	и очень	1	1
1193	принадлежит не	2	1
1194	только проявлением	1	1
1195	получают значение	2	1
1196	назвать аналитическим	1	1
1197	образом я	1	1
1198	но очень	2	1
1199	его все	1	1
1200	где она	2	1
1201	он произносит	1	1
1202	себя к	1	1
1203	только ее	1	1
1204	повторяется и	1	1
1205	чем не	5	1
1206	как более	1	1
1207	своего выражения	1	1
1208	невозможно само	1	1
1209	материала это	1	1
1210	как высшая	1	1
1211	как одновременный	1	1
1212	мир и	2	1
1213	и разных	1	1
1214	его самосознание	1	1
1215	телесной жизни	2	1
1216	он по	1	1
1217	играть в	1	1
1218	то под	1	1
1219	и телесной	1	1
1220	др и	1	1
1221	как только	1	1
1222	цели и	1	1
1223	его разными	1	1
1224	всякого рода	3	1
1225	не столь	2	1
1226	нас этот	1	1
1227	себя по	1	1
1228	пространстве но	1	1
1229	действия и	1	1
1230	или ее	1	1
1231	с точкой	1	1
1232	и отчасти	1	1
1233	это с	1	1
1234	требует для	1	1
1235	этим мы	2	1
1236	играет большую	2	1
1237	больше чем	1	1
1238	чтобы найти	1	1
1239	построены на	1	1
1240	образом самого	1	1
1241	которой он	3	1
1242	чувствует себя	5	1
1243	искать для	1	1
1244	образ того	1	1
1245	он был	2	1
1246	нас и	1	1
1247	так для	1	1
1248	два момента	1	1
1249	своей природе	1	1
1250	не чувствует	1	1
1251	безразлично для	1	1
1252	на человеческое	1	1
1253	быть чем-то	1	1
1254	раз не	1	1
1255	другая особенность	1	1
1256	в понимании	1	1
1257	в нескольких	1	1
1258	процесс в	2	1
1259	люди на	1	1
1260	домов и	1	1
1261	этом телесном	1	1
1262	кукольного театра	1	1
1263	другом в	1	1
1264	остается неизменным	1	1
1265	миф о	1	1
1266	которыми он	3	1
1267	в этот	5	1
1268	существенное значение	1	1
1269	будь это	1	1
1270	и т.п	6	1
1271	этому первому	1	1
1272	в данных	1	1
1273	этим определяются	3	1
1274	форм для	1	1
1275	ветряных мельниц	3	1
1276	и внешнее	1	1
1277	в строгом	2	1
1278	приходит к	1	1
1279	и здоровое	1	1
1280	несколько примеров	1	1
1281	дошли до	1	1
1282	его по	1	1
1283	и те	4	1
1284	существовать и	1	1
1285	у горация	1	1
1286	нет противоречия	1	1
1287	события и	1	1
1288	нами явлениях	1	1
1289	за другом	2	1
1290	всего этого	3	1
1291	того не	2	1
1292	право говорить	1	1
1293	сила и	2	1
1294	внешний и	1	1
1295	но какой	1	1
1296	на одну	1	1
1297	бога и	2	1
1298	его функции	1	1
1299	которого они	1	1
1300	же так	1	1
1301	самом начале	1	1
1302	необходимо сделать	1	1
1303	она ни	3	1
1304	для проявления	1	1
1305	природа как	1	1
1306	такою же	1	1
1307	должно не	1	1
1308	есть это	1	1
1309	основные формы	1	1
1310	только во	1	1
1311	никакого определенного	1	1
1312	он служит	1	1
1313	например такие	1	1
1314	много еще	1	1
1315	нигде не	1	1
1316	особенно в	3	1
1317	связи со	1	1
1318	все без	1	1
1319	человека вообще	1	1
