N	2gram	Tiupa_Narr	Formalny
210	его от	1	7
211	более или	2	7
212	но все	1	7
213	мы увидим	1	7
214	свою очередь	2	7
215	сказать что	5	7
216	что именно	2	7
217	к этому	2	7
218	в сущности	2	7
219	из них	4	7
220	говорит в	1	7
221	и понимание	1	7
222	значение и	1	7
223	в себе	14	7
224	столь же	6	7
225	в особенности	2	7
226	во втором	6	7
227	не на	1	7
228	сами по	2	7
229	произведение в	1	7
230	жизни в	7	7
231	том что	15	7
232	не входит	1	7
233	известной степени	1	7
234	ничем не	1	7
235	в первый	1	7
236	он и	2	7
237	и более	2	7
238	в какой	2	7
239	или менее	2	7
240	того или	3	7
241	стороны и	1	7
242	как к	3	7
243	и только	2	7
244	и наконец	2	7
245	в этих	3	6
246	как она	2	6
247	например в	2	6
248	их в	4	6
249	при таком	1	6
250	отличается от	1	6
251	о том	5	6
252	он был	1	6
253	жизнь и	1	6
254	только не	2	6
255	по преимуществу	1	6
256	от его	2	6
257	в которой	2	6
258	но для	5	6
259	в конце	4	6
260	на этом	1	6
261	и тем	9	6
262	за пределы	1	6
263	один из	8	6
264	они и	2	6
265	на ее	2	6
266	с ним	6	6
267	его смысла	2	6
268	сам по	1	6
269	ее и	1	6
270	к его	5	6
271	его и	2	6
272	из этих	6	6
273	в произведении	2	6
274	именно на	1	6
275	и лишь	2	6
276	в направлении	2	6
277	той же	2	6
278	у них	1	6
279	не из	1	6
280	данном случае	12	6
281	уже в	1	6
282	и восприятия	1	6
283	в формах	2	6
284	ее в	1	6
285	так в	4	6
286	нисколько не	1	6
287	особенно в	3	6
288	его не	1	6
289	не по	5	6
290	в частности	23	6
291	тем самым	9	6
292	отношение к	2	6
293	тому что	4	6
294	за исключением	1	5
295	с этой	3	5
296	даже в	1	5
297	какой бы	1	5
298	от этих	3	5
299	в виду	2	5
300	значительной степени	1	5
301	в мире	8	5
302	так например	1	5
303	и со	1	5
304	можно сказать	11	5
305	в котором	3	5
306	вопрос о	1	5
307	как на	2	5
308	в нашем	4	5
309	к которому	1	5
310	конструктивный принцип	1	5
311	она есть	1	5
312	к нему	5	5
313	то в	4	5
314	не останется	1	5
315	хотя и	8	5
316	не от	1	5
317	не столько	2	5
318	что не	2	5
319	а только	1	5
320	могло бы	3	5
321	мы можем	2	5
322	мы уже	1	5
323	не приходится	1	5
324	и что	1	5
325	не могла	2	5
326	этом смысле	1	5
327	его как	2	5
328	и по	3	5
329	а как	2	5
330	в него	2	5
331	если в	2	5
332	в отношении	1	5
333	должен был	1	5
334	ни о	3	5
335	даже не	1	5
336	приводит к	2	5
337	не имеет	3	5
338	да и	5	5
339	то и	3	5
340	в значительной	1	5
341	а лишь	1	5
342	в отличие	6	5
343	одной из	2	5
344	до известной	1	5
345	в самой	1	5
346	и то	3	5
347	общения в	1	5
348	значение в	1	5
349	к социальной	1	5
350	для нас	2	5
351	однако не	2	5
352	а о	2	5
353	в такой	1	5
354	отличие от	6	5
355	тому как	4	5
356	обстоит дело	1	5
357	мы должны	1	5
358	еще в	4	5
359	одного из	6	5
360	по аналогии	2	5
361	слова в	4	5
362	же в	6	5
363	настоящего времени	1	5
364	не можем	2	5
365	что было	1	4
366	является в	1	4
367	мы и	2	4
368	к этой	1	4
369	не являются	2	4
370	или на	1	4
371	к другим	1	4
372	является не	1	4
373	имеет место	4	4
374	он является	4	4
375	но даже	1	4
376	не утрачивая	2	4
377	между двумя	6	4
378	глава первая	2	4
379	превращается в	2	4
380	на него	4	4
381	одна из	5	4
382	на котором	1	4
383	того же	2	4
384	едва ли	5	4
385	на протяжении	12	4
386	тем не	7	4
387	от тех	1	4
388	очевидно что	1	4
389	в таком	4	4
390	между этими	1	4
391	от других	1	4
392	бы она	1	4
393	не будет	2	4
394	и смысла	1	4
395	нужно было	1	4
396	этот вопрос	1	4
397	должны были	1	4
398	могла бы	1	4
399	истории и	1	4
400	что для	1	4
401	слова как	1	4
402	высказывания как	1	4
403	чтобы не	1	4
404	в романе	3	4
405	и сами	2	4
406	однако и	5	4
407	та же	2	4
408	в последнем	1	4
409	героя в	6	4
410	два явления	1	4
411	подобно тому	4	4
412	как не	1	4
413	вместо того	1	4
414	значения и	2	4
415	это время	1	4
416	установкой на	2	4
417	к другому	2	4
418	высказывание в	1	4
419	аналогии с	1	4
420	впечатление что	1	4
421	идет о	3	4
422	наконец в	1	4
423	его нельзя	1	4
424	отношении к	1	4
425	целый ряд	1	4
426	никаких оснований	1	4
427	им в	1	4
428	между людьми	1	4
429	но именно	3	4
430	для всего	1	4
431	в литературном	2	4
432	и о	4	4
433	новые формы	1	4
434	зависит от	3	4
435	в художественной	1	4
436	не для	1	4
437	о нем	5	4
438	что каждый	1	4
439	чем он	3	4
440	все остальное	1	4
441	а на	2	4
442	реальной действительности	1	4
443	или в	7	4
444	или иначе	2	4
445	лишь с	1	4
446	или даже	3	4
447	один и	2	4
448	глава вторая	2	4
449	а к	3	4
450	и притом	3	4
451	но при	5	4
452	нельзя понять	1	4
453	тех же	1	4
454	как он	3	4
455	только то	1	4
456	к ней	3	4
457	одним из	2	4
458	и тогда	2	4
459	б м	1	4
460	не к	4	4
461	во всем	1	3
462	для всех	1	3
463	дело с	4	3
464	в году	2	3
465	в одном	5	3
466	но что	1	3
467	в предыдущей	1	3
468	ни одна	1	3
469	значения в	1	3
470	смыслом а	1	3
471	а именно	2	3
472	предмета и	1	3
473	на первый	1	3
474	связано с	2	3
475	во все	1	3
476	в противовес	3	3
477	в пределе	2	3
478	действительности как	1	3
479	не должен	1	3
480	ничто не	1	3
481	не всегда	4	3
482	это было	3	3
483	сознания в	3	3
484	но они	4	3
485	в различных	1	3
486	ни одного	2	3
487	в окружающей	1	3
488	в контексте	1	3
489	следующим образом	1	3
490	друг с	1	3
491	в системе	1	3
492	точка зрения	5	3
493	не то	1	3
494	не происходит	3	3
495	и читатель	3	3
496	внимание на	7	3
497	данного высказывания	1	3
498	начала и	5	3
499	что при	1	3
500	в качестве	27	3
501	и через	2	3
502	но как	3	3
503	не была	1	3
504	но он	2	3
505	и чисто	1	3
506	быть только	1	3
507	становится и	1	3
508	человеческое сознание	1	3
509	из одного	1	3
510	в чем	3	3
511	и своей	1	3
512	внутренней речи	3	3
513	вопроса о	1	3
514	в противном	1	3
515	не сводится	8	3
516	перехода от	2	3
517	так что	1	3
518	речи и	1	3
519	в развитии	1	3
520	что эта	1	3
521	и тот	1	3
522	между жизнью	1	3
523	в форме	7	3
524	тем и	1	3
525	не просто	2	3
526	в нее	2	3
527	в новое	1	3
528	она была	2	3
529	если они	1	3
530	каждого из	2	3
531	и особенно	1	3
532	сливаются в	2	3
533	лишь к	1	3
534	к одной	1	3
535	внешнего и	1	3
536	уже знаем	1	3
537	чтобы стать	2	3
538	никак не	5	3
539	поэтому в	1	3
540	и создает	1	3
541	отвлечении от	1	3
542	со всеми	3	3
543	так или	1	3
544	нам в	1	3
545	строгом смысле	1	3
546	с таким	1	3
547	содержание и	1	3
548	можно назвать	2	3
549	в которых	1	3
550	том смысле	1	3
551	бы не	1	3
552	том как	3	3
553	вследствие этого	1	3
554	в каком	1	3
555	перед нами	9	3
556	все они	1	3
557	вытекает из	1	3
558	художественного целого	2	3
559	время оно	1	3
560	том числе	1	3
561	это то	1	3
562	это только	1	3
563	для нее	2	3
564	вступает в	2	3
565	своей работе	1	3
566	только тем	1	3
567	каждый из	3	3
568	состоит в	19	3
569	образом не	1	3
570	в данной	2	3
571	в самую	2	3
572	из истории	1	3
573	в сознании	6	3
574	он может	1	3
575	о художественном	1	3
576	на материале	1	3
577	тот же	1	3
578	или другой	1	3
579	этого термина	1	3
580	вся эта	1	3
581	как со	1	3
582	находятся в	1	3
583	сознания и	2	3
584	материал для	1	3
585	или иной	6	3
586	этом не	1	3
587	на нее	2	3
588	дело в	2	3
589	кругозора и	3	3
590	есть только	1	3
591	противном случае	1	3
592	к своему	2	3
593	со своей	3	3
594	но уже	2	3
595	с другом	1	3
596	в отвлечении	1	3
597	тем более	2	3
598	к одному	1	3
599	может иметь	1	3
600	человек не	1	3
601	одну из	1	3
602	во второй	2	3
603	когда он	1	3
604	не с	1	3
605	с установкой	2	3
606	и иных	3	3
607	числе и	1	3
608	же самое	3	3
609	или точнее	1	3
610	в плане	1	3
611	в современной	4	3
612	на то	4	3
613	мира в	4	3
614	нуждается в	1	3
615	бытия в	2	3
616	именно это	1	3
617	дело обстоит	1	3
618	и совершенно	1	3
619	что на	4	3
620	и иные	1	3
621	себе а	1	3
622	мир не	1	2
623	все что	4	2
624	мире а	1	2
625	в душе	3	2
626	в общий	1	2
627	связи в	1	2
628	тем как	1	2
629	о чем	6	2
630	строго говоря	2	2
631	говорит о	3	2
632	привести к	1	2
633	в принципе	6	2
634	извне и	1	2
635	и само	1	2
636	структуры в	1	2
637	связь с	1	2
638	их не	1	2
639	и соответствующих	1	2
640	иначе как	1	2
641	от всего	1	2
642	принадлежат к	1	2
643	том или	1	2
644	его на	1	2
645	со смыслом	1	2
646	может существовать	1	2
647	и социально	1	2
648	или ином	1	2
649	тем или	2	2
650	история в	1	2
651	поскольку он	1	2
652	ни для	1	2
653	установку на	1	2
654	направлен на	1	2
655	окружающей действительности	1	2
656	ориентируясь на	1	2
657	всех без	1	2
658	и того	5	2
659	является их	1	2
660	во внешнем	1	2
661	теперь эта	1	2
662	не могли	1	2
663	восприятия в	1	2
664	направлено на	1	2
665	по тем	1	2
666	говорить не	1	2
667	отрыве от	1	2
668	из их	1	2
669	и событие	3	2
670	а непосредственно	1	2
671	не встречается	1	2
672	особое место	4	2
673	правда и	1	2
674	в строгом	3	2
675	то его	1	2
676	его собственной	1	2
677	с другим	2	2
678	другого человека	2	2
679	то чтобы	2	2
680	наиболее существенным	1	2
681	ее как	1	2
682	и взаимодействий	1	2
683	еще одна	1	2
684	что она	3	2
685	момент в	1	2
686	который в	2	2
687	языком в	1	2
688	с читателем	2	2
689	в структуре	1	2
690	нет никаких	1	2
691	сознания а	1	2
692	чем это	2	2
693	себя в	4	2
694	свое собственное	1	2
695	той мере	1	2
696	и столь	2	2
697	отражение в	1	2
698	как средство	1	2
699	указать на	1	2
700	как для	2	2
701	что человек	1	2
702	гуманитарных науках	2	2
703	несмотря на	1	2
704	автором на	1	2
705	и сама	2	2
706	слово есть	1	2
707	что между	1	2
708	или не	5	2
709	не знает	2	2
710	прежде чем	1	2
711	но совершенно	1	2
712	пределы в	1	2
713	или хотя	1	2
714	русской литературы	1	2
715	в последних	1	2
716	происходит и	2	2
717	у тургенева	2	2
718	характер и	3	2
719	лишь на	1	2
720	и внутреннего	3	2
721	явление природы	1	2
722	на земле	1	2
723	так на	1	2
724	особенности в	1	2
725	в двух	2	2
726	полагает что	1	2
727	совершенно прав	1	2
728	а для	4	2
729	той или	7	2
730	и понимаем	1	2
731	не понимают	1	2
732	вошел в	1	2
733	а с	2	2
734	как следует	1	2
735	данный момент	1	2
736	героя и	4	2
737	они становятся	1	2
738	не тот	1	2
739	человека как	2	2
740	так называемые	1	2
741	и чтобы	1	2
742	действующих лиц	8	2
743	одно и	2	2
744	и та	1	2
745	было единственным	1	2
746	можно было	2	2
747	иметь в	1	2
748	относится и	1	2
749	также не	2	2
750	как один	1	2
751	произведение не	1	2
752	как известно	3	2
753	однако в	4	2
754	облекается в	1	2
755	о ней	5	2
756	в первой	3	2
757	и есть	1	2
758	жизни с	1	2
759	необходимо чтобы	1	2
760	иной раз	1	2
761	этом процессе	1	2
762	события в	3	2
763	и нельзя	1	2
764	в единство	2	2
765	исследования в	1	2
766	на жизнь	1	2
767	в последующих	1	2
768	автор и	1	2
769	слова фразы	1	2
770	как с	1	2
771	речи но	1	2
772	жизни а	4	2
773	но она	1	2
774	это уже	3	2
775	из того	1	2
776	действий и	1	2
777	в тех	1	2
778	постольку поскольку	1	2
779	нет никакого	1	2
780	теперь на	1	2
781	с ними	5	2
782	этой точки	1	2
783	значения как	1	2
784	события но	1	2
785	другой как	1	2
786	евгения онегина	1	2
787	далеко не	6	2
788	и так	1	2
789	никто не	1	2
790	в следующей	3	2
791	друг от	1	2
792	жизни мы	2	2
793	одним и	1	2
794	всей его	1	2
795	самого рассказа	1	2
796	связаны между	1	2
797	не объясняет	2	2
798	совершенно иной	1	2
799	и вот	2	2
800	автора и	2	2
801	не должны	1	2
802	этой смены	1	2
803	из его	1	2
804	в чужом	1	2
805	и вся	1	2
806	как если	2	2
807	слова с	1	2
808	времени и	9	2
809	случае с	2	2
810	было и	2	2
811	переход от	2	2
812	собой но	1	2
813	к ним	2	2
814	то она	1	2
815	к миру	2	2
816	на этот	2	2
817	последней в	1	2
818	только с	2	2
819	только потому	1	2
820	и нет	1	2
821	в эстетике	1	2
822	во времени	9	2
823	мы еще	1	2
824	жизни не	1	2
825	в м	1	2
826	жизни но	3	2
827	или просто	2	2
828	в более	1	2
829	на языке	1	2
830	и всякий	1	2
831	ему в	2	2
832	что искусство	1	2
833	то я	1	2
834	исторической жизни	1	2
835	мы имеем	6	2
836	образ и	1	2
837	как у	6	2
838	истории как	2	2
839	может остаться	1	2
840	а все	1	2
841	таком случае	1	2
842	все равно	2	2
843	и смысл	1	2
844	в виде	2	2
845	но с	1	2
846	что ни	1	2
847	от друга	1	2
848	и иными	1	2
849	взаимодействия и	1	2
850	для других	3	2
851	в силу	5	2
852	что этот	1	2
853	что перед	1	2
854	и без	1	2
855	и взаимодействия	1	2
856	возможно и	1	2
857	что мы	2	2
858	однако это	1	2
859	мира и	2	2
860	именно эта	2	2
861	участие в	2	2
862	в каждой	1	2
863	мере в	1	2
864	следующей главе	1	2
865	отношения между	1	2
866	чтобы сделать	1	2
867	этих двух	2	2
868	распространяется на	1	2
869	не говоря	1	2
870	том случае	1	2
871	человека в	2	2
872	только к	3	2
873	в полной	1	2
874	он говорит	1	2
875	еще можно	1	2
876	предыдущей главе	1	2
877	не роман	2	2
878	всю свою	2	2
879	в речи	5	2
880	в точке	2	2
881	дело не	3	2
882	высказывания в	3	2
883	с нею	2	2
884	к полюсу	1	2
885	но напротив	1	2
886	в другом	5	2
887	в истолковании	1	2
888	в отрыве	1	2
889	в лице	1	2
890	во многом	1	2
891	все содержание	1	2
892	чтобы создать	1	2
893	происходит в	1	2
894	ведь и	1	2
895	если она	3	2
896	дело здесь	1	2
897	жизнью и	1	2
898	словами в	1	2
899	существенную роль	3	1
900	с которыми	1	1
901	более не	3	1
902	и объяснить	1	1
903	и уже	4	1
904	еще раз	3	1
905	конструктивной роли	1	1
906	зрения на	2	1
907	было ясно	2	1
908	ней не	1	1
909	причастен к	1	1
910	в момент	1	1
911	исходя из	4	1
912	творчества в	1	1
913	человеческого характера	1	1
914	каждого отдельного	1	1
915	любовь к	1	1
916	отношениях к	1	1
917	в ряде	2	1
918	в некую	1	1
919	в готовом	1	1
920	для одного	2	1
921	она уже	1	1
922	в большей	1	1
923	и составляет	2	1
924	мысли и	1	1
925	и воспринимает	1	1
926	события может	1	1
927	становится очевидным	1	1
928	потому не	2	1
929	нас в	2	1
930	например с	1	1
931	занять место	1	1
932	одно из	2	1
933	и форме	1	1
934	действительную реальность	1	1
935	обстоятельствам и	1	1
936	по мере	2	1
937	с собой	2	1
938	данности и	1	1
939	всей ее	1	1
940	что слово	1	1
941	на сцену	1	1
942	установки на	1	1
943	чтобы в	1	1
944	рефлексии и	1	1
945	значение это	1	1
946	новизна и	1	1
947	на свой	1	1
948	этих факторов	1	1
949	и сам	4	1
950	неоднократно и	1	1
951	о действительной	1	1
952	прошлого не	1	1
953	где они	2	1
954	существования в	1	1
955	такого высказывания	1	1
956	по мысли	8	1
957	ведет к	3	1
958	он представляется	1	1
959	вся его	1	1
960	этот тип	1	1
961	опытом и	1	1
962	сознанием и	1	1
963	он стоит	1	1
964	два способа	1	1
965	формальной школы	1	1
966	и внутренне	1	1
967	приходит в	1	1
968	ему по	1	1
969	одновременно и	1	1
970	существенности для	1	1
971	позицию с	1	1
972	на эту	1	1
973	живет не	1	1
974	это бывает	1	1
975	разрыва с	1	1
976	историей и	1	1
977	становления в	1	1
978	по своим	2	1
979	смыслу или	1	1
980	обращения к	1	1
981	когда в	4	1
982	она формирует	1	1
983	двумя полюсами	1	1
984	сомнению но	1	1
985	этой стороны	1	1
986	не оказывается	2	1
987	эстетике и	1	1
988	жизни на	1	1
989	только что	4	1
990	но мы	1	1
991	в себя	3	1
992	социальной ситуации	1	1
993	для исследования	1	1
994	не удается	1	1
995	и образ	1	1
996	к смыслу	1	1
997	он об	1	1
998	и дело	2	1
999	было не	1	1
1000	не предполагает	1	1
1001	не существует	3	1
1002	при условии	1	1
1003	осуществляется в	1	1
1004	которые мы	1	1
1005	можно не	1	1
1006	той степени	1	1
1007	об ее	1	1
1008	нельзя было	1	1
1009	своей природе	1	1
1010	существенным моментом	1	1
1011	от лица	1	1
1012	этот внутренний	1	1
1013	трудно было	1	1
1014	широкий круг	1	1
1015	именно этим	1	1
1016	оказывается и	2	1
1017	но эти	1	1
1018	из жизни	1	1
1019	сказать изнутри	1	1
1020	глава третья	2	1
1021	времени в	3	1
1022	к своей	2	1
1023	позиции автора	1	1
1024	этой связи	1	1
1025	и действия	2	1
1026	для себя	3	1
1027	случае мы	1	1
1028	о них	5	1
1029	встречи с	4	1
1030	за собой	1	1
1031	и когда	3	1
1032	людей и	2	1
1033	была определена	1	1
1034	поэтики к	1	1
1035	не обязательно	3	1
1036	так а	3	1
1037	искусства это	1	1
1038	не вполне	3	1
1039	можно ли	1	1
1040	даже с	1	1
1041	сложное и	1	1
1042	и еще	2	1
1043	высказывания даже	1	1
1044	второй половины	1	1
1045	друг на	2	1
1046	настолько что	1	1
1047	право говорить	1	1
1048	дистанция между	2	1
1049	не становится	1	1
1050	самом начале	1	1
1051	говорящих и	1	1
1052	об отсутствии	1	1
1053	по которой	1	1
1054	жизни как	2	1
1055	из слова	1	1
1056	друг для	2	1
1057	будет зависеть	1	1
1058	наряду с	2	1
1059	ключ к	2	1
1060	сдвиг в	1	1
1061	такая же	1	1
1062	и условий	1	1
1063	своей значимости	1	1
1064	что все	1	1
1065	обстоятельств и	1	1
1066	не умеет	1	1
1067	возникающие в	1	1
1068	не ведет	1	1
1069	иным как	2	1
1070	не мыслится	1	1
1071	событие сюжета	1	1
1072	кругозор и	1	1
1073	именно она	1	1
1074	только внешней	1	1
1075	предполагает установку	1	1
1076	на предмет	1	1
1077	по поводу	3	1
1078	историю и	1	1
1079	не два	1	1
1080	с внутренним	1	1
1081	и конструкция	1	1
1082	иначе его	1	1
1083	не понять	1	1
1084	не мог	7	1
1085	как будто	4	1
1086	крайней мере	1	1
1087	быть использован	1	1
1088	смысле как	1	1
1089	того о	2	1
1090	а потом	2	1
1091	не замечают	1	1
1092	ближе к	1	1
1093	представить себе	3	1
1094	и согласие	1	1
1095	и мы	1	1
1096	по природе	1	1
1097	начинает приобретать	1	1
1098	ведь для	1	1
1099	сюжет в	1	1
1100	вопрос не	1	1
1101	этом все	1	1
1102	здесь нет	1	1
1103	и всей	1	1
1104	бы некоторый	1	1
1105	это будет	1	1
1106	слова эта	1	1
1107	такого рода	17	1
1108	существенных и	1	1
1109	она в	3	1
1110	следует сказать	1	1
1111	смысла при	1	1
1112	что сама	1	1
1113	нет места	1	1
1114	происходит это	2	1
1115	есть его	1	1
1116	слов в	2	1
1117	эпизодов и	1	1
1118	высказывание внутренняя	1	1
1119	сводились к	1	1
1120	под знаком	1	1
1121	по мнению	2	1
1122	лучше чем	1	1
1123	слово не	1	1
1124	требования к	1	1
1125	может оказаться	2	1
1126	характера и	3	1
1127	произведения эта	1	1
1128	xix века	1	1
1129	себе не	1	1
1130	не обладает	1	1
1131	опираясь на	1	1
1132	в каждый	1	1
1133	у него	13	1
1134	бы между	1	1
1135	должна оставаться	1	1
1136	столько же	2	1
1137	неизбежно будет	1	1
1138	как по	2	1
1139	система смыслов	1	1
1140	героя с	2	1
1141	что история	1	1
1142	на себя	5	1
1143	место лишь	1	1
1144	его развертывание	1	1
1145	всем миром	1	1
1146	русские формалисты	1	1
1147	мере того	1	1
1148	становится совершенно	1	1
1149	этом последнем	2	1
1150	роль принадлежит	2	1
1151	наиболее глубоких	1	1
1152	эти три	1	1
1153	встречается в	1	1
1154	вследствие того	2	1
1155	чем иным	2	1
1156	в пределы	1	1
1157	сообщение о	1	1
1158	образом для	1	1
1159	всех их	1	1
1160	того и	1	1
1161	значении термина	1	1
1162	его жизни	5	1
1163	занимая в	1	1
1164	искренности к	1	1
1165	но каждый	1	1
1166	не смысл	1	1
1167	себе и	2	1
1168	точек зрения	2	1
1169	был не	1	1
1170	рассказа не	1	1
1171	о предмете	1	1
1172	начало нового	1	1
1173	тем это	1	1
1174	мира все	1	1
1175	и у	4	1
1176	не иначе	1	1
1177	собой это	1	1
1178	как системы	1	1
1179	базируются на	1	1
1180	в русской	3	1
1181	период его	1	1
1182	к новой	1	1
1183	о себе	2	1
1184	не имея	1	1
1185	она или	1	1
1186	для его	1	1
1187	и быть	1	1
1188	еще одним	1	1
1189	разговорами о	1	1
1190	для развития	1	1
1191	это сделать	2	1
1192	границы между	2	1
1193	же обстоит	1	1
1194	что даже	1	1
1195	к слову	1	1
1196	говоря в	1	1
1197	этой своей	2	1
1198	стремится к	1	1
1199	в раннем	1	1
1200	если не	4	1
1201	равнодушии к	1	1
1202	нашего сознания	1	1
1203	зрения в	1	1
1204	соотнесении с	1	1
1205	понятие о	1	1
1206	определенным образом	1	1
1207	не принадлежит	1	1
1208	только внешняя	1	1
1209	на самый	1	1
1210	это по	1	1
1211	для художника	1	1
1212	однако эта	1	1
1213	ни один	1	1
1214	реакции на	1	1
1215	возвращаясь к	1	1
1216	за ними	3	1
1217	исчезает и	1	1
1218	из двух	1	1
1219	сделал бы	1	1
1220	где в	3	1
1221	его языку	1	1
1222	по своей	3	1
1223	собственно и	3	1
1224	первого и	2	1
1225	говорили что	1	1
1226	каждого высказывания	1	1
1227	это действительно	1	1
1228	или наконец	1	1
1229	не раз	1	1
1230	на территории	1	1
1231	того кто	2	1
1232	а тем	1	1
1233	или меньшей	1	1
1234	лишь одно	1	1
1235	со сменой	1	1
1236	истории не	3	1
1237	и событий	1	1
1238	одного сознания	2	1
1239	не один	1	1
1240	для последующего	1	1
1241	оснований для	2	1
1242	бы его	1	1
1243	и каждый	1	1
1244	существует в	1	1
1245	то у	3	1
1246	о его	3	1
1247	обратимся к	1	1
1248	совершенно чужда	1	1
1249	которое мы	1	1
1250	что только	1	1
1251	мы будем	1	1
1252	и прочно	1	1
1253	теми же	1	1
1254	ней в	2	1
1255	и языка	1	1
1256	бы эти	1	1
1257	внутренний мир	1	1
1258	процесса и	1	1
1259	о роли	2	1
1260	в данный	1	1
1261	его к	1	1
1262	всей полнотой	1	1
1263	последующего развития	1	1
1264	не доказывает	1	1
1265	приобщается к	1	1
1266	от ее	1	1
1267	объективна и	1	1
1268	человека но	1	1
1269	гораздо более	1	1
1270	иначе не	1	1
1271	меньшей степени	2	1
1272	делах и	1	1
1273	в одну	1	1
1274	одного и	2	1
1275	и вопреки	1	1
1276	участвующие в	1	1
1277	возможностей в	1	1
1278	видим и	1	1
1279	она сама	2	1
1280	своего рода	17	1
1281	в кругу	1	1
1282	а потому	2	1
1283	в состав	5	1
1284	смысла а	1	1
1285	было как	5	1
1286	а теперь	2	1
1287	он уже	3	1
1288	что касается	3	1
1289	опирается на	2	1
1290	не подвергается	1	1
1291	в случаях	1	1
1292	в специальном	2	1
1293	видя в	2	1
1294	этого построения	1	1
1295	речь как	1	1
1296	освободиться от	2	1
