N	2gram	Potebnia_M	StatiiOP
194	в какой	2	8
195	по мнению	4	8
196	отношение к	1	8
197	и о	3	8
198	такой же	4	8
199	с которыми	3	7
200	смотрел на	1	7
201	по себе	24	7
202	отличается от	1	7
203	уже о	1	7
204	не мог	3	7
205	того же	13	7
206	в ее	2	7
207	что все	4	7
208	в эту	2	7
209	кажется что	1	7
210	как это	1	7
211	что для	5	7
212	из этого	2	7
213	во втором	6	7
214	то в	6	7
215	и то	4	7
216	нет никакого	1	7
217	то время	3	7
218	можно назвать	1	7
219	том как	6	7
220	еще не	9	7
221	еще и	1	7
222	что здесь	1	7
223	на этот	2	7
224	уже в	5	7
225	мы находим	3	7
226	в виде	1	7
227	но с	3	7
228	что этот	1	7
229	тем более	2	7
230	не все	3	7
231	с самого	5	7
232	факт что	1	7
233	лишь в	2	7
234	отношению к	13	7
235	что за	3	6
236	же и	1	6
237	на его	1	6
238	в некоторых	4	6
239	одно из	5	6
240	и сам	1	6
241	в жизни	5	6
242	в письме	1	6
243	по отношению	15	6
244	даже в	1	6
245	крайней мере	6	6
246	к нему	2	6
247	только не	2	6
248	время как	2	6
249	же как	1	6
250	одном из	3	6
251	должно было	1	6
252	о которых	5	6
253	в устах	1	6
254	этом смысле	4	6
255	этот вопрос	2	6
256	его как	1	6
257	в себе	22	6
258	и языка	4	6
259	в особенности	1	6
260	и здесь	1	6
261	б в	1	6
262	и все	6	6
263	времени не	1	6
264	том смысле	7	6
265	в известном	2	6
266	по крайней	6	6
267	языка и	20	6
268	в значении	1	6
269	обратить внимание	2	6
270	тем же	4	6
271	и во	6	6
272	что я	2	6
273	с его	3	6
274	литературного языка	1	6
275	что с	3	6
276	мы не	17	6
277	и за	1	6
278	ни на	1	6
279	независимо от	15	6
280	должен быть	2	6
281	при его	1	6
282	в одной	2	6
283	и вообще	5	6
284	этих двух	1	6
285	его не	3	6
286	что на	9	6
287	нас не	1	5
288	до него	1	5
289	при этом	17	5
290	не как	4	5
291	в духе	1	5
292	давно уже	2	5
293	уже не	4	5
294	то это	8	5
295	и такие	1	5
296	одной стороны	6	5
297	во многих	5	5
298	конечно не	1	5
299	самого начала	5	5
300	до того	2	5
301	без всякого	1	5
302	что именно	2	5
303	что эти	1	5
304	после того	3	5
305	с одной	7	5
306	хотя и	6	5
307	его в	3	5
308	не была	2	5
309	не о	1	5
310	на себя	1	5
311	что не	15	5
312	же касается	1	5
313	в сторону	1	5
314	если не	5	5
315	если б	7	5
316	в тех	1	5
317	занимает в	1	5
318	столь же	6	5
319	всех этих	2	5
320	не так	6	5
321	один из	2	5
322	по форме	2	5
323	должна быть	4	5
324	для себя	4	5
325	ср с	2	5
326	о которой	2	5
327	поэтому в	1	5
328	не на	3	5
329	оно не	4	5
330	что ему	2	5
331	в слове	21	5
332	никто не	3	5
333	не знали	2	5
334	ни с	2	5
335	думать что	6	5
336	оба эти	2	5
337	и если	6	5
338	не могло	3	5
339	отношении к	1	5
340	не потому	2	5
341	в творчестве	1	5
342	не совсем	3	5
343	том же	3	5
344	ее в	1	5
345	но если	4	5
346	о значении	1	5
347	такое же	3	5
348	в сущности	2	5
349	на нее	2	5
350	а то	1	5
351	на память	2	5
352	нас к	1	5
353	и потому	7	5
354	того или	1	5
355	и только	6	5
356	не по	4	5
357	как он	5	5
358	на это	2	5
359	к ней	3	5
360	одного из	3	5
361	как будто	2	5
362	и другие	1	4
363	все что	5	4
364	только что	4	4
365	которые не	5	4
366	в применении	3	4
367	и без	4	4
368	в первом	5	4
369	что по	3	4
370	а именно	1	4
371	что ни	2	4
372	свою собственную	1	4
373	не имели	1	4
374	не существует	2	4
375	не могли	2	4
376	применении к	3	4
377	языка в	6	4
378	не всегда	2	4
379	нужно искать	1	4
380	языка не	5	4
381	на него	6	4
382	мы видим	5	4
383	на язык	7	4
384	и эти	1	4
385	как можно	1	4
386	тому же	1	4
387	будто бы	1	4
388	во внимание	4	4
389	очевидно что	5	4
390	в таком	7	4
391	в связи	2	4
392	одна из	4	4
393	на этом	3	4
394	не могут	10	4
395	в смысле	4	4
396	и у	3	4
397	могло бы	4	4
398	что как	4	4
399	но как	4	4
400	очень часто	1	4
401	только с	1	4
402	в развитии	2	4
403	должны быть	11	4
404	и тот	1	4
405	с общим	3	4
406	общего с	3	4
407	которые были	1	4
408	показывает что	3	4
409	за пределы	4	4
410	по языку	1	4
411	на рубеже	1	4
412	а потому	14	4
413	в последнем	2	4
414	то есть	69	4
415	если в	3	4
416	известно что	3	4
417	не зная	3	4
418	и вполне	2	4
419	сами по	8	4
420	они не	5	4
421	в процессе	1	4
422	и так	1	4
423	нет не	1	4
424	связанные с	3	4
425	да и	1	4
426	по своей	2	4
427	ничего общего	3	4
428	здесь нет	1	4
429	все они	3	4
430	более чем	1	4
431	совпадает с	1	4
432	относится к	5	4
433	быть не	7	4
434	и тогда	2	4
435	тех пор	2	4
436	им в	1	4
437	состоит в	1	4
438	не для	2	4
439	начиная с	2	4
440	в образе	1	4
441	с нею	6	4
442	значительной степени	3	4
443	этого слова	5	4
444	могли быть	1	4
445	которые в	1	4
446	что оно	5	4
447	бы на	1	4
448	и всегда	3	4
449	смысле этого	3	4
450	а на	2	4
451	или в	4	4
452	случае не	1	4
453	есть в	4	4
454	стремление к	3	4
455	в такой	2	4
456	нисколько не	2	4
457	в каждой	1	4
458	бы совершенно	1	4
459	мере в	1	4
460	чем в	2	4
461	разница между	5	4
462	каждая из	1	4
463	он говорит	1	4
464	значит что	1	4
465	и их	6	4
466	еще в	1	4
467	что его	2	4
468	как мы	3	4
469	же можно	1	4
470	для этого	2	4
471	но для	1	4
472	в чисто	1	4
473	от него	8	3
474	является в	1	3
475	говоря уже	1	3
476	по тому	1	3
477	находясь в	1	3
478	в слоге	1	3
479	его от	2	3
480	то не	5	3
481	но что	2	3
482	и которые	3	3
483	чтобы в	1	3
484	более или	6	3
485	из нее	2	3
486	их в	2	3
487	в одно	5	3
488	ни для	2	3
489	себе в	2	3
490	к этой	3	3
491	можно считать	2	3
492	даже и	4	3
493	г д	2	3
494	не должен	1	3
495	но эти	4	3
496	не встречается	1	3
497	может служить	2	3
498	для которого	1	3
499	всегда будет	1	3
500	видно что	2	3
501	его собственной	1	3
502	но разве	1	3
503	быть в	1	3
504	как я	1	3
505	во всей	1	3
506	от них	2	3
507	на котором	1	3
508	к этим	2	3
509	языка к	2	3
510	не то	3	3
511	бы то	2	3
512	несколько слов	1	3
513	нельзя сказать	2	3
514	произведения и	1	3
515	не говоря	1	3
516	на том	2	3
517	что при	6	3
518	для своего	1	3
519	бы что	2	3
520	есть еще	1	3
521	бы думать	1	3
522	столько же	4	3
523	как его	1	3
524	я и	1	3
525	и до	1	3
526	от этого	2	3
527	языка но	3	3
528	в других	6	3
529	вопроса о	2	3
530	бы в	6	3
531	формы в	1	3
532	имеет ничего	1	3
533	не имел	2	3
534	на которую	3	3
535	находит свое	1	3
536	в наше	1	3
537	эти слова	1	3
538	xviii в	2	3
539	не дает	2	3
540	то ни	3	3
541	совсем не	1	3
542	многих случаях	2	3
543	или же	7	3
544	не будет	2	3
545	не могла	2	3
546	им самим	1	3
547	тем и	1	3
548	к первому	3	3
549	на который	1	3
550	что во	4	3
551	образом в	5	3
552	в один	2	3
553	наше время	1	3
554	что до	2	3
555	от нее	6	3
556	взгляд на	2	3
557	смотреть на	1	3
558	тогда когда	15	3
559	не были	2	3
560	это уже	1	3
561	из того	3	3
562	той мере	1	3
563	бы ни	8	3
564	со всеми	1	3
565	что нет	2	3
566	значения как	1	3
567	если это	2	3
568	отношения к	2	3
569	относятся к	2	3
570	себя и	3	3
571	бы не	11	3
572	который не	1	3
573	о котором	4	3
574	которая не	1	3
575	в словах	6	3
576	перед нами	1	3
577	виде в	1	3
578	вытекает из	3	3
579	то и	15	3
580	в свою	8	3
581	наконец в	1	3
582	и вся	1	3
583	на основании	3	3
584	слова с	2	3
585	что когда	1	3
586	связанных с	1	3
587	заметить что	7	3
588	только при	3	3
589	в сознании	8	3
590	здесь не	2	3
591	только потому	4	3
592	он должен	2	3
593	судя по	5	3
594	как к	1	3
595	но на	3	3
596	смысле что	2	3
597	в нашей	2	3
598	п а	1	3
599	от которого	2	3
600	так в	4	3
601	что так	2	3
602	в полном	2	3
603	а к	1	3
604	но эта	1	3
605	б с	1	3
606	слово в	2	3
607	и как	11	3
608	не подлежит	1	3
609	если и	3	3
610	при таком	5	3
611	или менее	6	3
612	на них	1	3
613	что вы	1	3
614	всю свою	1	3
615	она не	3	3
616	задний план	1	3
617	для кого	2	3
618	когда он	1	3
619	отношений между	5	3
620	в трех	1	3
621	движения в	3	3
622	от того	9	3
623	что из	2	3
624	разумеется в	1	3
625	могло быть	1	3
626	и ее	1	3
627	этом и	1	3
628	в голову	1	3
629	и других	6	3
630	все более	3	3
631	ли в	2	3
632	слова в	7	3
633	не к	1	3
634	и уже	6	3
635	еще несколько	1	2
636	что один	1	2
637	для всех	6	2
638	мы и	1	2
639	между собою	10	2
640	рассказ о	1	2
641	будто на	1	2
642	он считает	1	2
643	дело с	2	2
644	из всех	1	2
645	которое я	1	2
646	это значит	1	2
647	в разных	2	2
648	тем как	3	2
649	или нет	3	2
650	какой бы	1	2
651	что то	1	2
652	те же	4	2
653	в теперешнем	1	2
654	потому не	1	2
655	точно так	18	2
656	остановиться на	1	2
657	не годится	1	2
658	говорить что	1	2
659	по мере	10	2
660	которым говорит	1	2
661	к другу	1	2
662	а во-вторых	1	2
663	по их	1	2
664	которым он	1	2
665	мысль о	8	2
666	каждом отдельном	1	2
667	зрения на	1	2
668	не обнаруживает	1	2
669	принадлежат к	1	2
670	отношением к	1	2
671	само собою	4	2
672	стороны в	1	2
673	роль в	1	2
674	собою разумеется	1	2
675	как более	1	2
676	по своим	1	2
677	есть только	16	2
678	он по	1	2
679	а что	1	2
680	при создании	1	2
681	тем в	2	2
682	на мой	1	2
683	на человека	1	2
684	такие случаи	1	2
685	было в	1	2
686	следовало бы	1	2
687	доходят до	2	2
688	подходят под	1	2
689	одно целое	3	2
690	доказать что	2	2
691	входит в	1	2
692	это его	1	2
693	но то	1	2
694	и другой	1	2
695	чего не	3	2
696	втором случае	1	2
697	связь между	2	2
698	а между	5	2
699	так а	2	2
700	превращается в	2	2
701	о языке	3	2
702	то как	1	2
703	а только	8	2
704	свою очередь	8	2
705	то его	1	2
706	чтобы показать	2	2
707	указания на	5	2
708	убедиться в	1	2
709	именно так	2	2
710	имеют не	1	2
711	в зависимости	1	2
712	иначе и	1	2
713	какой степени	1	2
714	от себя	2	2
715	вернее сказать	1	2
716	бы это	1	2
717	в движении	2	2
718	следует еще	1	2
719	не представляется	2	2
720	или лучше	1	2
721	свое собственное	1	2
722	сам по	5	2
723	все в	2	2
724	то очевидно	1	2
725	сравнении с	4	2
726	оно стало	1	2
727	с известным	2	2
728	что можно	3	2
729	мы знаем	2	2
730	проявляется в	2	2
731	с тех	1	2
732	других источников	1	2
733	которого он	1	2
734	его словам	2	2
735	видит в	2	2
736	то она	3	2
737	которое можно	1	2
738	бы только	2	2
739	а за	1	2
740	на которое	2	2
741	но совершенно	2	2
742	в представлении	1	2
743	что история	1	2
744	до тех	1	2
745	них это	1	2
746	и язык	12	2
747	поэтому его	1	2
748	долго и	1	2
749	и вместе	5	2
750	так сказать	5	2
751	уже давно	1	2
752	на себе	3	2
753	искать не	1	2
754	мой взгляд	1	2
755	вообще в	1	2
756	к слову	1	2
757	очевидно не	1	2
758	ту же	1	2
759	с какой	1	2
760	к новым	2	2
761	объясняется и	1	2
762	на нем	1	2
763	вообще можно	1	2
764	из сказанного	1	2
765	но только	2	2
766	в нее	4	2
767	когда мы	4	2
768	которого в	1	2
769	ко времени	1	2
770	истории и	1	2
771	в связь	1	2
772	должно непременно	1	2
773	рода в	1	2
774	но столь	1	2
775	что есть	3	2
776	что нужно	1	2
777	едва ли	1	2
778	в общих	1	2
779	на такие	2	2
780	лучше сказать	2	2
781	что только	1	2
782	и от	5	2
783	этих словах	1	2
784	об этих	1	2
785	не сразу	2	2
786	бы быть	7	2
787	его к	3	2
788	слова как	1	2
789	и насколько	1	2
790	первому из	1	2
791	кто знает	1	2
792	с ее	2	2
793	еще одно	1	2
794	мы видели	5	2
795	для самого	5	2
796	были бы	4	2
797	бы они	2	2
798	не нашел	1	2
799	и этот	1	2
800	за ним	2	2
801	например что	3	2
802	к одной	3	2
803	с и	3	2
804	его с	3	2
805	с такой	1	2
806	имел возможность	1	2
807	и кто	2	2
808	и при	6	2
809	связанное с	3	2
810	никак не	3	2
811	хотя в	3	2
812	мы в	2	2
813	и народной	1	2
814	я могу	2	2
815	который сам	1	2
816	для них	2	2
817	области не	1	2
818	это была	1	2
819	все его	2	2
820	поэтому и	1	2
821	к нам	3	2
822	от своего	2	2
823	их и	2	2
824	показать что	1	2
825	этом месте	1	2
826	это чувство	2	2
827	следующее место	1	2
828	допустим что	2	2
829	в одних	2	2
830	и они	2	2
831	как не	4	2
832	состоит из	1	2
833	быть назван	1	2
834	из которого	3	2
835	только ее	1	2
836	сказать об	1	2
837	как следствие	2	2
838	своей жизни	1	2
839	как произведение	1	2
840	только одно	1	2
841	то он	2	2
842	язык и	6	2
843	не дают	2	2
844	тех же	1	2
845	не имеют	7	2
846	в пример	2	2
847	словам в	1	2
848	случае и	1	2
849	еще на	1	2
850	не знаю	1	2
851	таком виде	2	2
852	не должны	1	2
853	зависимости от	1	2
854	так называемым	1	2
855	а тем	1	2
856	хотя это	1	2
857	только тогда	7	2
858	и теперь	1	2
859	с чувством	2	2
860	что если	7	2
861	значение для	1	2
862	приводит в	5	2
863	иначе в	1	2
864	ни были	3	2
865	только тем	2	2
866	более и	2	2
867	тогда как	10	2
868	цели и	1	2
869	например во	1	2
870	и той	4	2
871	имеем в	1	2
872	таким путем	4	2
873	в отличие	1	2
874	но всякий	1	2
875	мог бы	5	2
876	не за	1	2
877	ни было	4	2
878	которым мы	1	2
879	их с	1	2
880	которое он	2	2
881	в глазах	4	2
882	далеко не	4	2
883	всякий раз	1	2
884	он может	2	2
885	каком он	1	2
886	в свой	1	2
887	же до	1	2
888	по отдельным	1	2
889	в деятельности	4	2
890	только о	2	2
891	уже при	1	2
892	тот же	5	2
893	сомнения в	1	2
894	д и	2	2
895	но есть	1	2
896	с каким	2	2
897	жизни но	2	2
898	о состоянии	2	2
899	различие между	2	2
900	только по	5	2
901	сам он	1	2
902	своей деятельности	1	2
903	мысль в	2	2
904	на что	3	2
905	что собственно	1	2
906	этой мысли	1	2
907	а это	1	2
908	где он	2	2
909	видеть в	3	2
910	указание на	2	2
911	из своих	2	2
912	на которой	1	2
913	как нечто	1	2
914	а другое	1	2
915	о ее	1	2
916	с их	1	2
917	том в	1	2
918	нашел бы	1	2
919	без всяких	1	2
920	этом не	2	2
921	с теми	2	2
922	где нет	1	2
923	нет возможности	2	2
924	как она	3	2
925	была для	1	2
926	языка по	2	2
927	на все	5	2
928	света и	3	2
929	первой части	1	2
930	бы мы	1	2
931	и оно	1	2
932	но уже	2	2
933	и таким	1	2
934	совершенно ясно	1	2
935	но разумеется	1	2
936	чтобы сделать	1	2
937	как слово	1	2
938	п и	1	2
939	что от	1	2
940	только к	1	2
941	в полной	1	2
942	понятно почему	1	2
943	на состояние	1	2
944	в таких	2	2
945	отличие от	1	2
946	языка это	1	2
947	и ни	1	2
948	здесь только	1	2
949	при сравнении	1	2
950	отказаться от	1	2
951	на другое	1	2
952	с языком	2	2
953	и может	5	2
954	на меня	1	2
955	нужно было	3	2
956	выйти за	1	2
957	каждый раз	5	2
958	тем самым	6	2
959	одного слова	1	2
960	этого образа	1	2
961	не должно	2	2
962	но вместе	4	2
963	несколько раз	1	2
964	бы по	1	2
965	правильно и	1	2
966	показывает как	1	2
967	были и	2	2
968	бы он	1	2
969	было для	1	2
970	по моему	1	2
971	языка с	6	2
972	без сомнения	6	2
973	язык в	8	2
974	нуждается в	2	2
975	и совершенно	2	2
976	жизнью и	1	2
977	с этих	1	2
978	во всем	5	1
979	мы можем	10	1
980	какого бы	1	1
981	сколько и	4	1
982	несомненно что	2	1
983	народов в	1	1
984	бы несколько	2	1
985	этого в	2	1
986	чтобы дать	1	1
987	что почти	1	1
988	пришла к	1	1
989	времени для	1	1
990	можно и	1	1
991	же объясняется	1	1
992	этому требованию	1	1
993	самого себя	4	1
994	отношении ее	1	1
995	систему как	1	1
996	бы даже	2	1
997	всех случаях	1	1
998	и имеет	1	1
999	разнообразия в	1	1
1000	тем для	1	1
1001	степени как	1	1
1002	с содержанием	1	1
1003	без исключения	1	1
1004	и желанием	1	1
1005	признание этого	1	1
1006	чувства как	1	1
1007	смысле и	1	1
1008	были люди	1	1
1009	нее в	1	1
1010	самое существование	1	1
1011	время его	1	1
1012	они уже	1	1
1013	для одного	3	1
1014	ни стало	1	1
1015	мысли и	9	1
1016	какой форме	1	1
1017	выразились в	1	1
1018	что человек	6	1
1019	в отдельном	2	1
1020	время не	1	1
1021	iii в	1	1
1022	например с	2	1
1023	а есть	1	1
1024	другое в	1	1
1025	чтобы она	1	1
1026	известной книги	1	1
1027	что тогда	1	1
1028	по времени	5	1
1029	что слово	5	1
1030	этой последней	2	1
1031	это определение	2	1
1032	разговора с	1	1
1033	этом основании	2	1
1034	тем с	1	1
1035	вопрос об	3	1
1036	основывается на	1	1
1037	а там	1	1
1038	их не	2	1
1039	и самые	1	1
1040	предполагает в	2	1
1041	о необходимости	1	1
1042	он имеет	1	1
1043	быть признана	1	1
1044	с требованиями	2	1
1045	жизнь если	1	1
1046	ни малейшего	3	1
1047	имеет для	2	1
1048	общего правила	1	1
1049	для осуществления	1	1
1050	каким образом	3	1
1051	довольно близко	1	1
1052	на свою	1	1
1053	в построении	1	1
1054	к более	1	1
1055	приближается к	2	1
1056	языку по	1	1
1057	от некоторых	1	1
1058	если он	1	1
1059	и стоят	1	1
1060	том каким	1	1
1061	рядом с	3	1
1062	видно из	3	1
1063	и другим	1	1
1064	я от	1	1
1065	там же	9	1
1066	я сказал	1	1
1067	похож на	1	1
1068	начинается с	1	1
1069	в собственном	4	1
1070	различия в	3	1
1071	притом в	1	1
1072	выражения и	1	1
1073	кроме самого	1	1
1074	стих не	1	1
1075	в какое	3	1
1076	кого не	2	1
1077	они ни	2	1
1078	внимание что	2	1
1079	нее есть	1	1
1080	они бы	1	1
1081	разницу между	1	1
1082	и слово	2	1
1083	этой стороны	1	1
1084	в ряду	6	1
1085	не его	1	1
1086	из коих	4	1
1087	где оно	2	1
1088	за роскошь	1	1
1089	и нет	1	1
1090	отражается в	1	1
1091	время с	2	1
1092	которое делает	1	1
1093	и образ	2	1
1094	если при	1	1
1095	а второй	3	1
1096	одно время	3	1
1097	перестает быть	3	1
1098	и того	6	1
1099	в нос	1	1
1100	языка что	2	1
1101	из других	1	1
1102	которые мы	7	1
1103	сплошь да	1	1
1104	отношения которые	1	1
1105	он находит	1	1
1106	или вернее	1	1
1107	свои личные	1	1
1108	но которое	1	1
1109	духовной жизни	2	1
1110	значение то	1	1
1111	всего этого	1	1
1112	глазах самого	2	1
1113	по возможности	1	1
1114	но даже	2	1
1115	в нескольких	1	1
1116	все свои	1	1
1117	д в	1	1
1118	бы из	1	1
1119	но во	3	1
1120	в каких	1	1
1121	этого языка	2	1
1122	остается неизменным	1	1
1123	больше в	1	1
1124	имея в	3	1
1125	он ищет	1	1
1126	одной и	4	1
1127	двух или	1	1
1128	нам что	1	1
1129	она еще	2	1
1130	об отношении	3	1
1131	только на	4	1
1132	между отдельными	1	1
1133	не вдаваясь	1	1
1134	употребление слова	1	1
1135	но сила	1	1
1136	себе и	2	1
1137	и другом	2	1
1138	этим не	1	1
1139	уже и	2	1
1140	не вполне	1	1
1141	как оно	2	1
1142	даже с	2	1
1143	любви к	1	1
1144	так называемых	1	1
1145	с другим	3	1
1146	языком а	1	1
1147	в прошлом	1	1
1148	соответствия между	1	1
1149	из виду	2	1
1150	к ним	3	1
1151	обратим внимание	1	1
1152	постоянно в	1	1
1153	могут и	1	1
1154	вообще и	2	1
1155	самом начале	1	1
1156	хотя речь	1	1
1157	ошибочно было	1	1
1158	языка как	6	1
1159	в нашем	2	1
1160	находится в	2	1
1161	с этими	1	1
1162	примыкают к	1	1
1163	словам есть	1	1
1164	без того	1	1
1165	о причинах	2	1
1166	и отдельные	2	1
1167	это что	2	1
1168	непосредственно предшествует	1	1
1169	по одной	3	1
1170	когда в	3	1
1171	себя до	1	1
1172	и всякого	1	1
1173	были в	1	1
1174	свое воплощение	1	1
1175	не имело	1	1
1176	и чувства	3	1
1177	и две	1	1
1178	природе и	1	1
1179	первого то	2	1
1180	стороны а	1	1
1181	сосредоточивается в	1	1
1182	вопрос и	1	1
1183	говорит следующее	2	1
1184	себе как	1	1
1185	к языку	6	1
1186	затем в	1	1
1187	на каждое	2	1
1188	себя в	1	1
1189	дает возможность	1	1
1190	смысле как	1	1
1191	направлении и	1	1
1192	та и	1	1
1193	своего развития	1	1
1194	приведены в	1	1
1195	и вкуса	1	1
1196	слов от	1	1
1197	в науках	1	1
1198	представить себе	3	1
1199	даже по	1	1
1200	и известный	1	1
1201	строится по	1	1
1202	слово должно	1	1
1203	слияния с	1	1
1204	влияние на	4	1
1205	ли нам	1	1
1206	него как	1	1
1207	он взялся	1	1
1208	прямым следствием	1	1
1209	оно совершенно	1	1
1210	например слово	1	1
1211	не противоречит	3	1
1212	что язык	18	1
1213	было они	1	1
1214	менее в	2	1
1215	внутри одного	1	1
1216	похожи на	1	1
1217	на нашу	1	1
1218	слова является	1	1
1219	всех языках	1	1
1220	указать на	1	1
1221	через другие	1	1
1222	время и	2	1
1223	что создавая	1	1
1224	что каждая	1	1
1225	языку о	1	1
1226	в произведении	1	1
1227	почти совсем	2	1
1228	но еще	1	1
1229	следует сказать	2	1
1230	к себе	1	1
1231	прием который	1	1
1232	притом не	5	1
1233	можно думать	4	1
1234	в состоянии	5	1
1235	от первого	1	1
1236	смысле в	5	1
1237	если к	1	1
1238	еще больше	1	1
1239	именно как	1	1
1240	значения этих	2	1
1241	начала и	1	1
1242	и легко	1	1
1243	объяснение в	1	1
1244	есть его	1	1
1245	а и	5	1
1246	народной жизни	2	1
1247	эту борьбу	1	1
1248	красоту в	1	1
1249	не отделены	1	1
1250	что несмотря	1	1
1251	второй в	1	1
1252	сделать его	2	1
1253	имеет только	1	1
1254	на другую	1	1
1255	с другими	3	1
1256	остаются для	1	1
1257	есть с	1	1
1258	сколько бы	1	1
1259	нельзя считать	1	1
1260	так не	1	1
1261	внешнего мира	3	1
1262	не выходя	1	1
1263	следует также	1	1
1264	и притом	6	1
1265	внутреннее единство	2	1
1266	нужно иметь	1	1
1267	в народных	1	1
1268	же значение	1	1
1269	почему его	1	1
1270	походить на	1	1
1271	из приведенных	1	1
1272	зрения но	1	1
1273	прежде чем	4	1
1274	и говорит	1	1
1275	пользуется не	1	1
1276	не подходят	1	1
1277	такие которые	2	1
1278	этом можно	1	1
1279	на памяти	1	1
1280	раскрывается в	1	1
1281	которое в	1	1
1282	рода форм	1	1
1283	этих наук	1	1
1284	развития как	1	1
1285	собственное слово	1	1
1286	по которому	2	1
1287	в ожидании	1	1
1288	судить о	3	1
1289	мере того	6	1
1290	между этими	2	1
1291	совсем в	2	1
1292	обладал всеми	1	1
1293	же оно	1	1
1294	между ними	2	1
1295	содержанием и	1	1
1296	его душе	1	1
1297	места где	1	1
1298	не вытекает	1	1
1299	следует понимать	1	1
1300	себе не	3	1
1301	хотя не	2	1
1302	человек в	1	1
1303	по одному	1	1
1304	большинстве случаев	1	1
1305	всякую возможность	1	1
1306	место и	1	1
1307	они как	1	1
1308	и характер	1	1
1309	всех их	1	1
1310	в употреблении	1	1
1311	отвечать на	1	1
1312	нужно еще	1	1
1313	в себя	2	1
1314	был не	1	1
1315	сказать несколько	1	1
1316	из одного	3	1
1317	например как	1	1
1318	находя в	1	1
1319	делает его	1	1
1320	но все-таки	1	1
