N	3gram	Tiupa_Hudo	formyVre
215	в античной трагедии	1	1
216	в этом и	2	1
217	о своей жизни	1	1
218	в первой половине	2	1
219	во времени и	1	1
220	лишь то что	1	1
221	в одной из	1	1
222	если бы эти	1	1
223	на самом деле	1	1
224	служит не только	1	1
225	почти ничего не	1	1
226	картина мира полемически	1	1
227	своей личности и	1	1
228	жизни и ее	1	1
229	например в античной	1	1
230	та же что	1	1
231	как это обычно	1	1
232	до высшей степени	1	1
233	при этом мы	1	1
234	в конце концов	1	1
235	подобно тому как	4	1
236	жизни в то	2	1
237	объясняется тем что	1	1
238	это уже не	1	1
239	и за рубежом	1	1
240	самому и к	1	1
241	т д он	1	1
242	как это делалось	1	1
243	в пределах одного	1	1
244	том что он	1	1
245	более двадцати пяти	1	1
246	между тем как	1	1
247	на первый взгляд	1	1
248	видит в ней	1	1
249	для него всегда	1	1
250	друг другу то	1	1
251	внешних и внутренних	1	1
252	видит в нем	1	1
253	та или иная	4	1
254	и чужой жизни	1	1
255	именно в ее	1	1
256	в себе и	1	1
257	в человеческой жизни	1	1
258	к себе и	2	1
259	но и для	2	1
260	человека в ее	1	1
261	сводится к тому	1	1
262	в жизни и	1	1
263	а не о	1	1
