N	2gram	Tiupa_Anal	UchenyiS
108	художественном произведении	1	2
109	как раз	5	2
110	а его	1	2
111	тех или	3	2
112	не могут	3	2
113	а как	4	2
114	что мы	3	2
115	сводится к	6	2
116	в том	36	2
117	представляется нам	1	2
118	том что	21	2
119	или иных	3	2
120	но это	1	2
121	этом смысле	3	2
122	а о	1	2
123	и для	3	2
124	в системе	1	2
125	в итоге	1	2
126	и является	4	2
127	что и	5	2
128	в сторону	6	2
129	не столько	5	2
130	меньшей степени	1	2
131	не случайно	11	2
132	а между	1	2
133	смысле этого	1	2
134	с его	3	2
135	превращается в	3	2
136	на первый	1	2
137	сих пор	1	2
138	по крайней	4	2
139	только в	8	2
140	по себе	6	2
141	что все	2	2
142	не все	3	2
143	теоретической поэтики	1	2
144	вопроса о	4	2
145	нам представляется	2	2
146	присущи и	1	1
147	еще один	1	1
148	этот путь	1	1
149	как основной	1	1
150	первый взгляд	1	1
151	в той	8	1
152	и исторически	1	1
153	было и	1	1
154	счете только	1	1
155	и эстетики	2	1
156	что в	7	1
157	ряда и	1	1
158	иначе говоря	17	1
159	случилось с	1	1
160	художественного восприятия	9	1
161	не было	1	1
162	эстетический объект	6	1
163	остается в	2	1
164	так или	1	1
165	и даже	10	1
166	более или	2	1
167	эстетической реальности	3	1
168	т.д в	2	1
169	первую очередь	1	1
170	и потому	2	1
171	для научного	2	1
172	но он	1	1
173	эстетического восприятия	1	1
174	этом случае	4	1
175	в свое	3	1
176	в которой	3	1
177	понятие эстетического	1	1
178	имеем в	1	1
179	можно сказать	6	1
180	литературного произведения	50	1
181	этого не	1	1
182	или меньшей	4	1
183	бы послужить	1	1
184	что же	3	1
185	или иначе	2	1
186	в данном	6	1
187	и быть	1	1
188	исторической поэтики	2	1
189	целого но	2	1
190	художественное творчество	2	1
191	он уже	1	1
192	от смысла	1	1
193	быть по	1	1
194	еще раз	1	1
195	нет и	2	1
196	как на	1	1
197	равно как	1	1
198	представляется что	1	1
199	произведение как	1	1
200	быть не	3	1
201	со своими	1	1
202	данного произведения	3	1
203	он в	5	1
204	и все	5	1
205	объекта и	3	1
206	слова а	1	1
207	что этот	1	1
208	научного анализа	2	1
209	сказать что	2	1
210	произведения как	8	1
211	как нам	1	1
212	и эта	1	1
213	в процессе	2	1
214	она должна	1	1
215	данном случае	3	1
216	речи в	3	1
217	же художественное	1	1
218	его как	3	1
219	него не	1	1
220	поэтики в	1	1
221	его работы	1	1
222	то есть	19	1
223	и служит	1	1
224	и всей	1	1
225	этот процесс	1	1
226	нем но	1	1
227	научное изучение	1	1
228	научному анализу	2	1
229	и др	1	1
230	в совокупности	1	1
231	нас самих	2	1
232	вспять к	1	1
233	методологических позиций	1	1
234	литературные произведения	1	1
235	на материал	1	1
236	рассматривать не	1	1
237	в таком	5	1
238	но прежде	1	1
239	исходить из	1	1
240	то и	2	1
241	быть в	1	1
242	в произведении	7	1
243	в течение	1	1
244	правило не	2	1
245	она в	1	1
246	относятся к	1	1
247	в своем	2	1
248	говорить не	1	1
249	тогда когда	3	1
250	с тем	1	1
251	в наиболее	3	1
252	в значительной	1	1
253	входит в	1	1
254	для себя	3	1
255	объекта в	1	1
256	тем в	1	1
257	его на	1	1
258	в последние	1	1
259	еще одно	1	1
260	одной стороны	6	1
261	именно к	1	1
262	или по	1	1
263	мы имеем	9	1
264	на роль	2	1
265	понимая под	1	1
266	об искусстве	2	1
267	анализа в	2	1
268	их в	1	1
269	же в	1	1
270	является специфическая	1	1
271	он может	2	1
272	с самим	3	1
273	в ней	1	1
274	но по	1	1
275	меньшей мере	1	1
276	впрочем в	1	1
277	или даже	3	1
278	что такой	1	1
279	л толстой	1	1
280	художественное впечатление	1	1
281	из первых	1	1
282	даже не	2	1
283	реальности эстетического	1	1
284	место и	1	1
285	литературы а	1	1
286	словесного искусства	1	1
287	его собственному	1	1
288	не вполне	2	1
289	на то	2	1
290	он и	3	1
291	делает и	1	1
292	случайно и	1	1
293	строго говоря	3	1
294	но если	1	1
295	в большей	1	1
296	по меньшей	1	1
297	бы ни	2	1
298	не значит	1	1
299	сам по	1	1
300	только для	3	1
301	не входит	1	1
302	в которых	1	1
303	к этому	2	1
304	большей или	4	1
305	так и	16	1
306	размышлений о	1	1
307	о нем	4	1
308	что с	1	1
309	сам автор	1	1
310	из которых	4	1
311	друг с	2	1
312	это в	1	1
313	ее в	2	1
314	отнюдь не	22	1
315	этих слов	1	1
316	и вся	1	1
317	в качестве	38	1
318	о котором	1	1
319	в нем	3	1
320	художественного впечатления	24	1
321	он не	4	1
322	независимо от	2	1
323	может служить	3	1
324	всего лишь	11	1
325	все что	3	1
326	и слово	2	1
327	композицию как	1	1
328	произведения а	2	1
329	композиции в	1	1
330	все детали	1	1
331	на его	4	1
332	и что	2	1
333	в известном	2	1
334	они относятся	1	1
335	одно из	2	1
336	форма в	1	1
337	что для	1	1
338	в различных	1	1
339	с одной	7	1
340	с другом	2	1
341	он был	3	1
342	и всякого	1	1
343	в первую	1	1
344	за пределы	6	1
345	должно быть	2	1
346	случае он	1	1
347	л толстого	1	1
348	об этом	1	1
349	произведение по	1	1
350	не ставит	1	1
351	себя на	1	1
352	точно и	1	1
353	то о	1	1
354	самое что	1	1
355	в виду	2	1
356	к которой	1	1
357	широком смысле	2	1
358	или менее	2	1
359	есть слово	1	1
360	в пределах	11	1
361	тот же	2	1
362	искусство и	2	1
363	уже не	6	1
364	научного мышления	2	1
365	о том	11	1
366	по его	2	1
367	произведения в	14	1
368	далеко не	6	1
369	тем более	2	1
370	литературы как	2	1
371	искусство говорит	1	1
372	того что	5	1
373	искусства в	4	1
374	в понятии	1	1
375	обращение к	1	1
376	определяется не	1	1
377	у него	5	1
378	в словах	2	1
379	но такое	1	1
380	заключенных в	1	1
381	в котором	5	1
382	бы в	3	1
383	в виде	1	1
384	о литературе	3	1
385	той же	4	1
386	приводит к	2	1
387	никогда не	4	1
388	некую систему	1	1
389	человека и	1	1
