N	2gram	Ircho_Kome	UchenyiS
222	не без	1	1
223	начала и	1	1
224	и явно	1	1
225	только часть	1	1
226	этой же	3	1
227	что по	3	1
228	их в	1	1
229	же в	7	1
230	не для	1	1
231	он может	1	1
232	с новой	2	1
233	в ней	2	1
234	меньшей мере	2	1
235	впрочем в	1	1
236	из первых	1	1
237	в порядке	2	1
238	даже не	4	1
239	и прежде	1	1
240	объясняется и	1	1
241	и независимо	1	1
242	к временам	1	1
243	что основной	1	1
244	поэтов и	1	1
245	в этот	1	1
246	связанные с	2	1
247	в период	5	1
248	не вполне	2	1
249	бы счесть	1	1
250	на то	3	1
251	был первым	1	1
252	но если	4	1
253	по меньшей	2	1
254	бы ни	1	1
255	сам по	1	1
256	только для	1	1
257	не входит	1	1
258	не столь	2	1
259	в которых	1	1
260	по мнению	2	1
261	к этому	8	1
262	большей или	1	1
263	так и	17	1
264	о нем	1	1
265	ничуть не	3	1
266	сам автор	3	1
267	из которых	5	1
268	где бы	1	1
269	это в	1	1
270	ее в	2	1
271	в современном	1	1
272	отнюдь не	2	1
273	толстого и	1	1
274	о которой	1	1
275	месте в	1	1
276	в качестве	8	1
277	о котором	1	1
278	в нем	8	1
279	в пользу	3	1
280	он не	5	1
281	содержания и	2	1
282	независимо от	5	1
283	может служить	2	1
284	всего лишь	1	1
285	поскольку он	1	1
286	все что	3	1
287	на его	5	1
288	и что	2	1
289	в известном	2	1
290	и эстетической	1	1
291	одно из	1	1
292	что для	1	1
293	пример у	1	1
294	отказ от	1	1
295	и это	3	1
296	в различных	1	1
297	с одной	5	1
298	он был	4	1
299	в первую	5	1
300	когда бы	2	1
301	за пределы	2	1
302	ходов и	2	1
303	об этом	2	1
304	себя на	1	1
305	больше к	1	1
306	историю в	1	1
307	то о	1	1
308	в виду	2	1
309	само по	1	1
310	к которой	1	1
311	или менее	2	1
312	в пределах	1	1
313	тот же	5	1
314	кого бы	1	1
315	у других	4	1
316	о том	12	1
317	по его	2	1
318	далеко не	1	1
319	тем более	1	1
320	оно все	1	1
321	насколько мы	1	1
322	того что	1	1
323	обращение к	1	1
324	у него	6	1
325	друг другу	2	1
326	в храме	1	1
327	слово как	1	1
328	в котором	6	1
329	доказывает что	2	1
330	бы в	3	1
331	в виде	3	1
332	если у	2	1
333	той же	3	1
334	приводит к	1	1
335	мировоззрения и	1	1
