N	2gram	Tiupa_Hudo	Marksizm
107	к этому	1	10
108	никогда не	8	10
109	в своем	9	10
110	его в	5	10
111	в таком	3	10
112	одна из	4	10
113	в каждом	1	10
114	совершенно не	1	10
115	в отличие	1	10
116	с его	9	10
117	и потому	3	10
118	с самого	1	10
119	отличие от	1	10
120	бытия в	1	10
121	к тому	11	9
122	только на	6	9
123	в нашем	2	9
124	точка зрения	1	9
125	в себе	19	9
126	рядом с	5	9
127	и это	7	9
128	а как	2	9
129	что это	2	9
130	ни в	5	9
131	не имеет	2	9
132	и более	2	9
133	отношении к	1	9
134	это не	12	9
135	одной из	5	9
136	и эта	3	9
137	же самое	4	9
138	мысли и	2	8
139	не как	3	8
140	другой стороны	1	8
141	и даже	4	8
142	и с	10	8
143	на этой	1	8
144	настоящее время	1	8
145	в данной	2	8
146	мы знаем	4	8
147	что и	3	8
148	у него	13	8
149	не было	8	8
150	что не	4	8
151	тому что	8	8
152	ясно что	2	8
153	не будет	1	8
154	в форме	2	8
155	столь же	6	8
156	в отношении	1	8
157	сводится к	7	8
158	к другому	5	8
159	перед нами	13	8
160	чем же	2	8
161	в свою	1	8
162	в настоящее	1	8
163	с этим	3	8
164	в их	2	8
165	в науке	1	8
166	и т.д	3	8
167	и ее	3	8
168	или иной	2	8
169	на то	4	8
170	от него	3	7
171	в этих	7	7
172	не существует	1	7
173	в котором	5	7
174	свою очередь	1	7
175	он сам	3	7
176	как раз	7	7
177	в качестве	13	7
178	бы в	2	7
179	в этой	11	7
180	могут быть	1	7
181	там где	2	7
182	с ними	3	7
183	может стать	1	7
184	на основе	2	7
185	по себе	3	7
186	той же	3	7
187	до конца	3	7
188	о том	21	7
189	того что	5	7
190	в начале	3	7
191	далеко не	1	7
192	бы он	1	7
193	место в	3	7
194	в корне	1	6
195	уже не	12	6
196	входит в	1	6
197	одной стороны	4	6
198	в другом	3	6
199	в различных	1	6
200	она может	2	6
201	характерно что	4	6
202	с одной	4	6
203	с другими	2	6
204	между ними	2	6
205	всяком случае	1	6
206	с ее	7	6
207	то есть	1	6
208	смысле слова	1	6
209	переживания и	1	6
210	от своего	2	6
211	ничего общего	1	6
212	не имеют	3	6
213	что же	4	6
214	для всего	3	6
215	тот же	1	6
216	он и	2	6
217	все это	2	6
218	в какой	1	6
219	лишь с	1	6
220	вопрос о	2	6
221	как ее	1	6
222	мы должны	1	6
223	из этих	3	6
224	же в	3	6
225	еще более	1	5
226	о чем	9	5
227	самом же	1	5
228	в одном	3	5
229	нами в	1	5
230	в виду	1	5
231	в первом	2	5
232	не менее	9	5
233	связано с	1	5
234	как на	2	5
235	от того	1	5
236	себя в	11	5
237	по преимуществу	6	5
238	на язык	1	5
239	должно быть	2	5
240	xix века	1	5
241	как же	1	5
242	все время	2	5
243	от этого	2	5
244	в двух	2	5
245	жизни в	12	5
246	и у	3	5
247	той или	1	5
248	но как	3	5
249	в целях	1	5
250	и тем	2	5
251	же он	1	5
252	в конце	5	5
253	внутренний мир	1	5
254	то в	6	5
255	для себя	9	5
256	вместе с	2	5
257	да и	5	5
258	различие между	1	5
259	существует для	1	5
260	и вот	1	5
261	связана с	1	5
262	хотя и	3	5
263	точку зрения	1	5
264	формы и	1	5
265	в душе	6	5
266	этом случае	1	5
267	этом отношении	4	5
268	таком случае	1	5
269	или в	3	5
270	для других	5	5
271	но не	7	5
272	в условиях	1	5
273	тем более	1	5
274	как слово	1	5
275	к одному	1	5
276	же деле	1	5
277	она не	6	5
278	в особенности	1	5
279	речь у	1	5
280	и к	6	4
281	же и	3	4
282	только что	4	4
283	в рамки	1	4
284	в них	3	4
285	но все	2	4
286	тем что	6	4
287	из всего	1	4
288	выражения и	1	4
289	на чужое	1	4
290	он был	1	4
291	этой связи	5	4
292	перед ним	2	4
293	следующим образом	3	4
294	как от	2	4
295	исходит из	1	4
296	к ее	1	4
297	из них	5	4
298	едва ли	6	4
299	внутренней жизни	6	4
300	что они	4	4
301	влияние на	2	4
302	и он	6	4
303	она и	1	4
304	узком смысле	1	4
305	несмотря на	7	4
306	что все	3	4
307	не знает	2	4
308	в которой	2	4
309	что она	10	4
310	но для	1	4
311	во внутренней	1	4
312	но ведь	2	4
313	в других	4	4
314	находит свое	1	4
315	для его	1	4
316	разрыв между	1	4
317	не дает	1	4
318	но при	3	4
319	так что	3	4
320	если же	1	4
321	и тот	2	4
322	из этого	1	4
323	его к	1	4
324	независимо от	1	4
325	от нее	2	4
326	уже знаем	2	4
327	не могут	1	4
328	себя с	3	4
329	можно назвать	2	4
330	к его	1	4
331	подхода к	1	4
332	установкой на	3	4
333	нет ничего	4	4
334	первом случае	2	4
335	бы и	2	4
336	в становлении	1	4
337	автора и	4	4
338	именно на	2	4
339	слов и	1	4
340	и до	1	4
341	нет и	2	4
342	мог бы	1	4
343	но именно	3	4
344	и то	2	4
345	уже в	2	4
346	не будем	1	4
347	лишь то	1	4
348	это и	2	4
349	в определенном	1	4
350	можно сказать	9	4
351	слова но	1	4
352	места в	1	4
353	как она	3	4
354	или даже	2	4
355	к своему	2	4
356	в одной	3	4
357	как он	4	4
358	относится к	1	4
359	стороны и	1	4
360	одного из	1	4
361	и самого	1	4
362	в узком	1	4
363	жизни и	10	4
364	в области	1	4
365	нуждается в	2	4
366	эти два	1	4
367	что было	3	3
368	пределах одного	1	3
369	не могло	2	3
370	однако и	5	3
371	даже в	4	3
372	глава первая	1	3
373	в своих	4	3
374	с тем	1	3
375	роль в	2	3
376	является для	1	3
377	так в	2	3
378	на первый	1	3
379	себя от	1	3
380	в дальнейшем	2	3
381	в действительности	5	3
382	контексте и	1	3
383	глава третья	1	3
384	в этот	1	3
385	т.п в	1	3
386	в руках	1	3
387	но они	1	3
388	говорить о	4	3
389	каждое слово	1	3
390	на пути	1	3
391	значительной степени	3	3
392	мы полагаем	1	3
393	места для	1	3
394	непосредственно из	1	3
395	находится в	1	3
396	науке о	1	3
397	с ним	6	3
398	и внешней	2	3
399	друг с	1	3
400	в системе	2	3
401	все его	3	3
402	от его	1	3
403	здесь нет	1	3
404	к себе	8	3
405	тем не	7	3
406	в тот	3	3
407	этими двумя	1	3
408	лежит в	1	3
409	не о	3	3
410	прежде чем	2	3
411	между этими	1	3
412	деле в	2	3
413	между собой	1	3
414	этом как	1	3
415	делает его	1	3
416	в русской	4	3
417	это вполне	1	3
418	более или	1	3
419	как это	8	3
420	что эта	1	3
421	и та	1	3
422	неотделим от	1	3
423	по своей	5	3
424	от конкретных	1	3
425	могла бы	2	3
426	общего с	1	3
427	и др	1	3
428	были бы	1	3
429	во втором	2	3
430	и этот	1	3
431	в последнем	1	3
432	они и	2	3
433	как к	4	3
434	в другой	2	3
435	из которых	1	3
436	не на	1	3
437	можно было	6	3
438	поэтому и	2	3
439	еще в	4	3
440	но вот	1	3
441	к которым	1	3
442	и они	1	3
443	в которых	1	3
444	приводит к	5	3
445	со стороны	6	3
446	в следующей	3	3
447	еще и	2	3
448	ни к	2	3
449	его и	2	3
450	то он	1	3
451	поэтому не	1	3
452	жаль что	1	3
453	потому что	7	3
454	в мир	1	3
455	более и	1	3
456	другого в	1	3
457	к двум	2	3
458	самого героя	1	3
459	здесь не	2	3
460	главным образом	1	3
461	но это	2	3
462	понять и	1	3
463	ответ на	1	3
464	что оно	1	3
465	они не	2	3
466	того как	1	3
467	и сама	3	3
468	том числе	1	3
469	бы на	2	3
470	чужих слов	1	3
471	однако не	1	3
472	ведь это	1	3
473	или иначе	3	3
474	на нее	1	3
475	слова на	1	3
476	говорить об	2	3
477	лежит на	2	3
478	есть только	1	3
479	один и	2	3
480	говорит герой	1	3
481	по самой	1	3
482	с другом	1	3
483	в виде	2	3
484	или менее	1	3
485	мысли в	2	3
486	не все	2	3
487	к жизни	6	3
488	на них	2	3
489	следующей главе	3	3
490	глава вторая	1	3
491	и по	3	3
492	этих двух	2	3
493	того или	4	3
494	человека в	10	3
495	на собеседника	1	3
496	и других	1	3
497	ту или	2	3
498	также и	1	3
499	мы узнаем	5	3
500	в значительной	3	3
501	когда он	2	3
502	а по	2	3
503	не с	2	3
504	в нашей	1	3
505	не следует	2	3
506	одного слова	1	3
507	или как	1	3
508	сказал что	1	3
509	числе и	1	3
510	со своими	1	3
511	и о	8	3
512	себе самому	4	3
513	все более	1	3
514	и только	2	3
515	конце концов	1	3
516	становится в	1	3
517	в целом	2	3
518	и тогда	2	3
519	по нашему	3	3
520	и другие	5	2
521	для всех	1	2
522	автором и	2	2
523	вообще не	1	2
524	наблюдения и	2	2
525	к этой	4	2
526	с этой	3	2
527	дело с	2	2
528	они уже	1	2
529	в разных	1	2
530	этот момент	3	2
531	тем как	2	2
532	что современная	1	2
533	на смену	2	2
534	в духе	6	2
535	ведь все	1	2
536	героя как	2	2
537	из нее	1	2
538	как вещь	1	2
539	в речи	2	2
540	превращается в	6	2
541	например в	3	2
542	в жизни	9	2
543	его на	1	2
544	бы стать	1	2
545	их в	2	2
546	а именно	1	2
547	не ощущается	1	2
548	отличается от	1	2
549	поскольку он	1	2
550	начнем с	2	2
551	г в	1	2
552	во внешнем	1	2
553	ответить на	2	2
554	во все	1	2
555	находит в	1	2
556	отсюда и	2	2
557	первого лица	1	2
558	она могла	1	2
559	этом мы	1	2
560	и другой	1	2
561	сознания в	2	2
562	же касается	2	2
563	это же	1	2
564	а между	4	2
565	тем самым	2	2
566	добро и	1	2
567	то как	1	2
568	каковым является	1	2
569	характерной для	1	2
570	высказывания его	1	2
571	в прошлом	1	2
572	из виду	1	2
573	но ни	1	2
574	самостоятельную позицию	2	2
575	исторические корни	1	2
576	проблемы мы	1	2
577	ее как	1	2
578	установка на	1	2
579	за него	2	2
580	такая же	2	2
581	на него	3	2
582	слово не	2	2
583	не умеет	3	2
584	не касались	1	2
585	в атмосфере	1	2
586	согласиться с	3	2
587	мы тем	1	2
588	от себя	3	2
589	не просто	1	2
590	то о	2	2
591	голоса и	1	2
592	внутреннего мира	2	2
593	гораздо более	1	2
594	всего в	1	2
595	и весь	1	2
596	ее и	2	2
597	мы как	1	2
598	мышления и	3	2
599	и всей	1	2
600	об одном	3	2
601	она в	5	2
602	в состоянии	3	2
603	есть его	1	2
604	форма является	1	2
605	а ведь	1	2
606	отношения к	1	2
607	и за	1	2
608	дочь в	1	2
609	или иную	2	2
610	эти тенденции	1	2
611	каждого человека	3	2
612	для них	1	2
613	противоречие между	3	2
614	этой главе	1	2
615	и притом	1	2
616	но он	3	2
617	что его	1	2
618	этим и	1	2
619	по аналогии	1	2
620	в тонах	1	2
621	они сами	1	2
622	не остается	1	2
623	нашем примере	1	2
624	также в	2	2
625	одно только	1	2
626	же как	4	2
627	между прочим	1	2
628	зрения и	1	2
629	его жизни	6	2
630	себе и	3	2
631	знает ни	1	2
632	а только	4	2
633	в чем	1	2
634	и речевой	1	2
635	точкой зрения	2	2
636	а с	5	2
637	если оно	1	2
638	того в	1	2
639	с жизненной	1	2
640	героя и	5	2
641	в лучшем	1	2
642	эти слова	3	2
643	другой тип	1	2
644	зрения в	1	2
645	другом и	1	2
646	совсем не	1	2
647	соединении с	1	2
648	не могла	4	2
649	где в	2	2
650	даже не	1	2
651	этом смысле	1	2
652	в нее	1	2
653	мы здесь	1	2
654	когда мы	2	2
655	нем и	1	2
656	тот или	1	2
657	найти в	1	2
658	друг другу	1	2
659	она приобретает	1	2
660	это делает	1	2
661	в первой	6	2
662	к внешнему	2	2
663	образом в	1	2
664	в общем	1	2
665	же мы	1	2
666	или иного	4	2
667	всех этих	1	2
668	так или	3	2
669	и нельзя	1	2
670	в небольшой	1	2
671	в частности	10	2
672	все в	2	2
673	та же	5	2
674	оно и	1	2
675	своих героев	2	2
676	была бы	3	2
677	чужому слову	1	2
678	в плоскости	1	2
679	этого процесса	1	2
680	сами по	1	2
681	ориентировано на	1	2
682	ли с	1	2
683	оказывается в	1	2
684	которых и	1	2
685	ни о	3	2
686	заключается в	1	2
687	в романе	1	2
688	превращаются в	1	2
689	не делает	1	2
690	как о	3	2
691	и так	3	2
692	с собою	1	2
693	явлений и	1	2
694	себя и	4	2
695	бы не	3	2
696	говорили о	2	2
697	году по	1	2
698	он же	1	2
699	что мы	1	2
700	внутреннее бытие	1	2
701	к чужой	5	2
702	и поэтому	2	2
703	быть не	1	2
704	если для	1	2
705	и второй	1	2
706	для нее	6	2
707	к своим	2	2
708	вступает в	2	2
709	впрочем и	4	2
710	друг от	2	2
711	идет об	1	2
712	каждый из	1	2
713	известной степени	1	2
714	не совсем	1	2
715	впервые в	2	2
716	и служит	1	2
717	то для	1	2
718	принадлежит к	2	2
719	их с	1	2
720	за пределами	1	2
721	лучше всего	1	2
722	на вопросы	1	2
723	до известной	1	2
724	мышление в	2	2
725	это одно	1	2
726	мы еще	1	2
727	в самой	2	2
728	нее и	1	2
729	он должен	1	2
730	жизни но	1	2
731	им как	1	2
732	в гораздо	1	2
733	на языке	1	2
734	данном случае	3	2
735	одна и	1	2
736	полагаем что	1	2
737	в литературе	3	2
738	о нем	4	2
739	и всегда	1	2
740	главы мы	1	2
741	в широком	1	2
742	нет это	1	2
743	же не	3	2
744	из форм	1	2
745	нельзя согласиться	1	2
746	сказать не	1	2
747	в г	3	2
748	но с	3	2
749	от друга	2	2
750	который как	1	2
751	виду что	1	2
752	в определении	2	2
753	между собою	1	2
754	с той	2	2
755	истины и	1	2
756	есть в	1	2
757	эти две	1	2
758	ли не	1	2
759	в соединении	1	2
760	остановимся на	3	2
761	по его	4	2
762	первой главы	4	2
763	это было	2	2
764	но уже	1	2
765	на его	2	2
766	для которого	1	2
767	это так	3	2
768	и внутренней	3	2
769	они все	2	2
770	и тех	3	2
771	этого сознания	1	2
772	рождения и	1	2
773	особи в	1	2
774	поскольку они	1	2
775	его не	1	2
776	не по	2	2
777	но здесь	1	2
778	во второй	7	2
779	есть и	3	2
780	мы пока	1	2
781	глава четвертая	1	2
782	вторая половина	2	2
783	идет о	3	2
784	этом и	2	2
785	общества и	1	2
786	не слышит	3	2
787	речь здесь	1	1
788	от изучения	1	1
789	было так	2	1
790	что один	1	1
791	оно все	1	1
792	в центре	4	1
793	или и	1	1
794	можно говорить	1	1
795	зрения на	2	1
796	здесь именно	1	1
797	с живым	1	1
798	русской литературе	3	1
799	время она	1	1
800	или только	1	1
801	героя от	3	1
802	исходя из	1	1
803	и глубины	1	1
804	и имеет	1	1
805	каждого отдельного	3	1
806	слышит их	1	1
807	будет не	1	1
808	собственный дом	2	1
809	а внутренняя	1	1
810	не имеющее	1	1
811	может служить	1	1
812	но тем	2	1
813	говорит о	4	1
814	это нужно	1	1
815	него в	2	1
816	не являются	1	1
817	не меняется	1	1
818	сквозь призму	1	1
819	одно из	4	1
820	его от	1	1
821	по масштабу	1	1
822	не несет	1	1
823	из ее	1	1
824	противоречие с	4	1
825	с собой	2	1
826	и внутреннего	1	1
827	нашего исследования	1	1
828	отметим что	2	1
829	установки на	2	1
830	в предыдущей	3	1
831	между автором	2	1
832	по пути	1	1
833	себе то	1	1
834	на которых	1	1
835	из двух	1	1
836	ни одна	2	1
837	относится и	1	1
838	и сам	3	1
839	сознание стало	1	1
840	мысль о	2	1
841	них уже	1	1
842	почти ничего	2	1
843	конечном счете	4	1
844	к другим	1	1
845	самому и	1	1
846	места и	1	1
847	в соответствии	1	1
848	только через	1	1
849	приходит в	2	1
850	душевное состояние	1	1
851	наш взгляд	6	1
852	одновременно и	5	1
853	она появляется	1	1
854	и личность	3	1
855	даже до	1	1
856	собой не	1	1
857	что еще	1	1
858	в художественном	6	1
859	только для	4	1
860	в природе	1	1
861	человека есть	2	1
862	может дать	1	1
863	время это	1	1
864	к форме	1	1
865	легче всего	1	1
866	за ней	2	1
867	когда в	4	1
868	речь идет	3	1
869	себе самой	1	1
870	установку на	1	1
871	когда бы	1	1
872	переживания или	1	1
873	этого рассказа	1	1
874	как только	3	1
875	относиться к	1	1
876	при анализе	1	1
877	нашему мнению	1	1
878	теперь он	2	1
879	социальный характер	2	1
880	сведения о	1	1
881	при всей	3	1
882	было не	1	1
883	в первую	2	1
884	его внутренний	1	1
885	со своей	3	1
886	в противовес	2	1
887	еще далеко	1	1
888	не могли	1	1
889	и такие	1	1
890	принципиальное различие	1	1
891	которой он	2	1
892	раз и	2	1
893	и политической	1	1
894	нищий и	1	1
895	нас и	1	1
896	жизни эта	2	1
897	личность не	2	1
898	тех писателей	1	1
899	душу но	1	1
900	имеет в	1	1
901	ничто не	1	1
902	но то	1	1
903	движении и	1	1
904	обладает определенной	1	1
905	во многих	1	1
906	по традиции	1	1
907	не всегда	1	1
908	из их	1	1
909	их не	1	1
910	души но	1	1
911	характер в	2	1
912	уже было	1	1
913	этот тезис	1	1
914	в него	2	1
915	об отношении	1	1
916	из своего	1	1
917	принадлежит именно	1	1
918	о них	4	1
919	нечто такое	1	1
920	или где	1	1
921	в строгом	1	1
922	и когда	4	1
923	своего внутреннего	1	1
924	приходит к	3	1
925	него было	1	1
926	людей и	1	1
927	существования но	1	1
928	этим не	1	1
929	для своей	1	1
930	от своей	1	1
931	но также	1	1
932	в две	1	1
933	всякого сомнения	1	1
934	им свое	1	1
935	этим автор	1	1
936	от лица	2	1
937	второй половины	1	1
938	и остается	2	1
939	тон между	1	1
940	ни одного	1	1
941	связи которые	1	1
942	делающая его	1	1
943	анализе его	1	1
944	неотделима от	1	1
945	которого они	1	1
946	с самим	2	1
947	во всякой	1	1
948	которых может	2	1
949	жизни как	7	1
950	друг для	3	1
951	к которому	1	1
952	речь не	1	1
953	без того	1	1
954	еще одна	3	1
955	ее внутренней	1	1
956	этом контексте	1	1
957	глубины и	1	1
958	не переставая	1	1
959	нее самой	1	1
960	приобщения к	1	1
961	нем не	1	1
962	головой и	1	1
963	воли и	1	1
964	иным как	1	1
965	что именно	1	1
966	речь о	1	1
967	это прежде	3	1
968	из самой	1	1
969	по поводу	3	1
970	ведь к	1	1
971	в движении	1	1
972	она есть	1	1
973	большей степени	1	1
974	где все	1	1
975	мы попытались	1	1
976	как дело	1	1
977	начало и	1	1
978	случае мысль	1	1
979	ближе к	2	1
980	представить себе	1	1
981	друга не	3	1
982	он очень	1	1
983	не происходит	1	1
984	герой и	1	1
985	только не	3	1
986	нами не	1	1
987	такою же	2	1
988	личность со	1	1
989	так можно	1	1
990	личности ее	3	1
991	как нам	3	1
992	одновременно двум	1	1
993	он от	2	1
994	но из	1	1
995	которая как	1	1
996	зрения к	1	1
997	не останется	1	1
998	что отчетливо	1	1
999	на том	3	1
1000	такого рода	4	1
1001	внимание на	3	1
1002	время в	1	1
1003	сознанием самого	1	1
1004	а и	2	1
1005	а почему	1	1
1006	и герой	2	1
1007	не должна	1	1
1008	не соответствует	1	1
1009	авторской иронией	1	1
1010	что несмотря	1	1
1011	и существенное	1	1
1012	и через	1	1
1013	произведения здесь	1	1
1014	они в	2	1
1015	многих отношениях	1	1
1016	к определенному	1	1
1017	иного рода	1	1
1018	ему приходит	1	1
1019	становится у	1	1
1020	в третьем	1	1
1021	внешнего мира	1	1
1022	которое она	1	1
1023	отношения между	2	1
1024	не была	3	1
1025	в конечном	5	1
1026	или не	3	1
1027	героя благодаря	1	1
1028	глядят на	1	1
1029	к чему	1	1
1030	но совершенно	1	1
1031	мысли к	1	1
1032	не нуждается	1	1
1033	и уверенности	1	1
1034	на себя	3	1
1035	быть только	2	1
1036	пример из	1	1
1037	ничего и	1	1
1038	я и	7	1
1039	не укладывается	1	1
1040	мнений и	1	1
1041	имеют никакого	1	1
1042	человек и	1	1
1043	характер и	3	1
1044	и дочери	1	1
1045	я не	8	1
1046	что нельзя	1	1
1047	встречается в	1	1
1048	как во	1	1
1049	человек в	3	1
1050	общение не	1	1
1051	чем иным	1	1
1052	в мире	10	1
1053	но когда	2	1
1054	общую для	1	1
1055	характер но	1	1
1056	а его	3	1
1057	века в	2	1
1058	письме к	1	1
1059	и героем	2	1
1060	представляется нам	3	1
1061	о которых	2	1
1062	мы делаем	1	1
1063	в себя	3	1
1064	что ведь	1	1
1065	играет роль	1	1
1066	определенной категории	1	1
1067	жанров на	1	1
1068	это тоже	1	1
1069	этот смысл	2	1
1070	в верхних	1	1
1071	что их	1	1
1072	могло бы	1	1
1073	оно произносится	1	1
1074	путать с	1	1
1075	личности для	2	1
1076	это очень	1	1
1077	от чужого	1	1
1078	внешней и	1	1
1079	авторской иронии	4	1
1080	что вот	1	1
1081	и быть	4	1
1082	сознания а	1	1
1083	его бытия	1	1
1084	не сводится	1	1
1085	он внутренне	1	1
1086	не означает	2	1
1087	на этом	5	1
1088	к слову	1	1
1089	к предмету	1	1
1090	личность в	4	1
1091	не лучше	1	1
1092	этой своей	2	1
1093	различных ее	1	1
1094	на страницах	1	1
1095	же творит	1	1
1096	раз того	1	1
1097	кресле и	1	1
1098	с какой	3	1
1099	не связанных	1	1
1100	только видит	1	1
1101	пунктом их	1	1
1102	о речи	1	1
1103	взглянуть на	1	1
1104	его внутренней	1	1
1105	в ответ	3	1
1106	переживаний и	1	1
1107	это по	1	1
1108	не над	1	1
1109	ее собственным	1	1
1110	бытия только	1	1
1111	однако эта	1	1
1112	но зато	1	1
1113	за свои	1	1
1114	как наименее	1	1
1115	для человека	1	1
1116	людьми в	1	1
1117	себя на	1	1
1118	сознания есть	1	1
1119	мыслительного процесса	1	1
1120	такое что	1	1
1121	как автор	1	1
1122	и хотя	1	1
1123	проникнуть в	3	1
1124	и другая	1	1
1125	к рассказу	2	1
1126	говорили что	1	1
1127	или иное	1	1
1128	равной степени	1	1
1129	в иных	1	1
1130	в землю	2	1
1131	как известно	1	1
1132	во взаимоотношениях	1	1
1133	к каждому	1	1
1134	весьма отчетливо	1	1
1135	и объясняется	1	1
1136	истории и	1	1
1137	никакого отношения	1	1
1138	лишь одно	1	1
1139	он в	2	1
1140	на который	1	1
1141	однако в	4	1
1142	что для	1	1
1143	мысли как	1	1
1144	из поля	1	1
1145	существует в	1	1
1146	о его	2	1
1147	и ты	2	1
1148	органическому единству	1	1
1149	и глубокое	1	1
1150	легко и	1	1
1151	это ощущение	1	1
1152	стоит только	1	1
1153	и письма	1	1
1154	и внутренним	2	1
1155	теми же	1	1
1156	которая на	1	1
1157	именно ему	1	1
1158	в силу	2	1
1159	своего героя	1	1
1160	этой фразы	1	1
1161	ней в	1	1
1162	в сердце	1	1
1163	бы быть	1	1
1164	пушкина и	1	1
1165	иной раз	1	1
1166	бы эти	1	1
1167	ибо в	2	1
1168	время он	1	1
1169	нее нет	1	1
1170	в соответствующей	1	1
1171	интерес к	5	1
1172	для чего	1	1
1173	иначе как	1	1
1174	и чем	1	1
1175	чтобы не	3	1
1176	это сознание	1	1
1177	внешним и	2	1
1178	в один	1	1
1179	нам кажется	1	1
1180	жизни нет	1	1
1181	него то	1	1
1182	которого она	2	1
1183	лишь по	1	1
1184	он говорил	2	1
1185	для многих	1	1
1186	самонаблюдения в	1	1
1187	как теперь	1	1
1188	первую очередь	2	1
1189	этого произведения	2	1
1190	связи и	1	1
1191	образом и	1	1
1192	существования и	1	1
1193	автор и	2	1
1194	можно понять	1	1
1195	за ним	3	1
1196	и конечно	1	1
1197	как таковой	1	1
1198	значение если	1	1
1199	жизни вот	1	1
1200	достоевского и	1	1
1201	которым можно	2	1
1202	если в	4	1
1203	где-нибудь в	1	1
1204	ценностный акцент	1	1
1205	переходит в	1	1
1206	с и	2	1
1207	его с	1	1
1208	которых мы	1	1
1209	на ее	3	1
1210	оно было	2	1
1211	в противоречие	2	1
1212	не чем	1	1
1213	говорит нам	1	1
1214	какими бы	1	1
1215	другого человека	2	1
1216	освободиться от	1	1
1217	человек с	2	1
1218	ни единого	2	1
1219	романа в	3	1
1220	наибольший интерес	1	1
1221	и из	1	1
1222	не смеет	1	1
1223	ситуацией и	1	1
1224	проникает в	1	1
1225	его во	1	1
1226	о которой	3	1
1227	мы в	1	1
1228	от собственного	1	1
1229	человека не	3	1
1230	с внешней	3	1
1231	его но	1	1
1232	принципиальные различия	1	1
1233	те связи	1	1
1234	литературного целого	1	1
1235	связывается с	1	1
1236	то с	1	1
1237	поэтому она	2	1
1238	любит а	1	1
1239	как общей	1	1
1240	подобно тому	4	1
1241	себе не	1	1
1242	вне всякого	1	1
1243	он тем	1	1
1244	предыдущей главы	1	1
1245	он слышит	1	1
1246	следующими словами	1	1
1247	этой позиции	1	1
1248	обращено к	1	1
1249	за что	1	1
1250	далее к	1	1
1251	этой точки	1	1
1252	вместо того	2	1
1253	самим собой	1	1
1254	именно оно	1	1
1255	с таким	1	1
1256	их и	1	1
1257	его собственная	1	1
1258	что у	4	1
1259	и понять	1	1
1260	не растворяется	1	1
1261	и столь	1	1
1262	в саду	2	1
1263	уже говорили	1	1
1264	дать лишь	1	1
1265	оно всегда	1	1
1266	всего по	1	1
1267	легче и	1	1
1268	остается не	1	1
1269	века или	1	1
1270	он ее	2	1
1271	мыслей и	1	1
1272	в родном	2	1
1273	не до	1	1
1274	в известном	1	1
1275	контекст что	1	1
1276	на мать	1	1
1277	которая не	3	1
1278	во сне	3	1
1279	и было	2	1
1280	выступает как	1	1
1281	он мог	1	1
1282	укладывается в	1	1
1283	позиции по	1	1
1284	автора но	1	1
1285	не умели	1	1
1286	это был	1	1
1287	эта особенность	1	1
1288	все они	2	1
1289	только одно	1	1
1290	ли они	1	1
1291	легли в	1	1
1292	для друга	3	1
1293	в наиболее	1	1
1294	ни на	2	1
1295	в прозе	1	1
1296	цели не	1	1
1297	гораздо большей	1	1
1298	а если	1	1
1299	современного состояния	1	1
1300	собственного я	2	1
1301	к сказанному	1	1
1302	совершенно иной	2	1
1303	всё что	1	1
1304	и заключается	1	1
