N	3gram	Berdyaev_M	Problema
191	вот оказывается что	1	1
192	смысле слова это	1	1
193	он не видит	1	1
194	чем он сам	1	1
195	превратить его в	1	1
196	это не есть	1	1
197	если нет ничего	1	1
198	человека а не	1	1
199	до конца и	1	1
200	но и он	1	1
201	он был и	1	1
202	в романах достоевского	2	1
203	тому что на	1	1
204	во многих отношениях	1	1
205	не хочет знать	1	1
206	к другу и	2	1
207	но не только	1	1
208	сохранить за собой	1	1
209	в тот момент	1	1
210	может не быть	1	1
211	смысле этого слова	1	1
212	он хотел бы	3	1
213	и переходит в	2	1
214	из людей не	1	1
215	того что существует	1	1
216	быть и речи	1	1
217	своему значению и	1	1
218	и кажется что	1	1
219	тот кто не	1	1
220	что до сих	1	1
221	точку зрения и	1	1
222	и в нашем	1	1
223	на том основании	2	1
224	в самом себе	1	1
225	человеческого сознания и	1	1
226	в записках из	2	1
227	иванов и в	1	1
228	преступление и наказание	1	1
229	что это не	2	1
230	что дважды два	1	1
231	меня самого только	1	1
232	от человека к	1	1
233	идея которая не	1	1
234	все это не	1	1
235	впрочем моей стороны	1	1
236	он не был	1	1
237	то он должен	1	1
238	и по сравнению	1	1
239	в свои права	1	1
240	это-то и есть	1	1
241	утвердить себя в	1	1
242	как в жизни	1	1
243	чувств только самых	1	1
244	и в этой	5	1
245	человеческого духа свободы	1	1
246	и не быть	1	1
247	достоевский прежде всего	2	1
248	но это и	1	1
249	в этих словах	1	1
250	том основании что	2	1
251	в которой все	1	1
252	в ней нет	1	1
253	мира сего в	1	1
254	но и самый	1	1
255	и как глубоко	1	1
256	значение но и	1	1
257	что во всяком	1	1
258	можно как угодно	1	1
259	у достоевского нет	6	1
260	и зла и	3	1
261	в своей книге	2	1
262	исторического процесса в	1	1
263	которые могли бы	1	1
264	в своем природном	1	1
265	жизни то что	1	1
266	может быть лишь	1	1
267	к тому чтобы	2	1
268	есть та или	1	1
269	любви к ней	2	1
270	знак того что	1	1
271	но и его	1	1
272	и возможно что	1	1
273	отношения к самому	1	1
274	так как будто	1	1
275	ничего подобного нет	1	1
276	добра и зла	7	1
277	потому что ведь	1	1
278	нас не было	2	1
279	самого только одной	1	1
280	легенда о великом	1	1
281	как и все	1	1
282	также сказать что	1	1
283	моей стороны моих	1	1
284	от зла и	1	1
285	всякий человек и	1	1
286	она и есть	1	1
287	и бунт против	2	1
288	еще в одном	1	1
289	она все же	1	1
290	и в той	1	1
291	с разных сторон	1	1
292	у него нет	4	1
293	есть уже не	1	1
294	сосредоточенной в себе	1	1
295	достоевского нет ни	1	1
296	в ней точно	1	1
297	том случае если	1	1
298	есть по преимуществу	1	1
299	который так и	1	1
300	она не имеет	2	1
301	бы для этого	1	1
302	моих мыслей и	1	1
303	стороны моих мыслей	1	1
304	не было такого	1	1
305	с ума и	2	1
306	и он не	1	1
307	смысле что он	1	1
308	действительность может быть	1	1
309	это прежде всего	1	1
310	прежде всего в	2	1
311	и не знает	1	1
312	которые не имеют	1	1
313	могли бы и	1	1
314	и он сам	1	1
315	в вопросе о	1	1
316	только с одним	1	1
317	у него есть	1	1
318	бы и не	1	1
319	в легенде о	2	1
320	во многих других	1	1
321	мира и человека	1	1
322	не хотел видеть	1	1
323	том что все	1	1
324	в своей борьбе	1	1
325	человека но и	1	1
326	с ним как	1	1
327	гадких и глупых	1	1
328	не только соответствует	1	1
329	а не к	2	1
330	потому и есть	1	1
331	настаивать на том	1	1
332	который имел бы	1	1
333	отношение к свободе	1	1
334	сих пор не	1	1
335	она должна быть	1	1
336	он перестает быть	1	1
337	только потому и	1	1
338	и это было	1	1
339	он не может	2	1
340	ни у кого	2	1
341	но оно не	1	1
342	мыслей и чувств	1	1
343	нет у него	1	1
344	в этом втором	1	1
345	может быть так	1	1
346	не так как	1	1
347	не в том	1	1
348	должно быть в	1	1
349	если он не	1	1
350	только самых гадких	1	1
351	достоевского не только	1	1
352	во втором случае	1	1
353	человеческая жизнь и	1	1
354	в себе самом	1	1
355	только одной впрочем	1	1
356	но для этого	2	1
357	но и с	1	1
358	смысле слова он	2	1
359	в конце этой	1	1
360	в них есть	1	1
361	у достоевского не	1	1
362	человеку в пути	1	1
363	что они не	1	1
364	самого себя и	1	1
365	не могут быть	2	1
366	сказать что всякий	1	1
367	в наше время	1	1
368	у него не	1	1
369	ни в какие	1	1
370	xix века не	1	1
371	одной впрочем моей	1	1
372	чтобы все эти	1	1
373	воплощение меня самого	1	1
374	и чувств только	1	1
375	что у него	1	1
376	что не все	1	1
377	для человеческого сознания	2	1
378	когда мы читаем	1	1
379	свободы человеческого духа	3	1
380	и это есть	1	1
381	будто бы был	1	1
382	не имеет самостоятельного	1	1
383	к нему и	1	1
384	до последнего предела	1	1
385	но он не	3	1
386	еще в середине	1	1
387	и должно быть	1	1
388	в жизни так	1	1
389	обычном смысле слова	1	1
390	он не только	2	1
391	не только от	1	1
392	выйти за пределы	1	1
393	он остается в	1	1
394	и в конце	2	1
395	и действительно в	1	1
396	в глубине самого	2	1
397	русской революции и	1	1
398	с чем не	1	1
399	человек в своем	1	1
400	по своему значению	3	1
401	и что же	1	1
402	дело доходит до	1	1
403	самого себя в	1	1
404	самых гадких и	1	1
405	ни на что	1	1
406	тому как человек	1	1
407	она существует для	1	1
408	в самой жизни	1	1
409	перед лицом вечности	1	1
410	говорит черту ты	1	1
411	революции а не	1	1
412	и не хотел	1	1
413	но все равно	1	1
414	любви к людям	1	1
415	несет в себе	1	1
416	в обычном смысле	1	1
417	он стоит на	1	1
418	и есть не	1	1
419	и для человека	1	1
420	в самом темном	1	1
421	все в нем	1	1
422	о великом инквизиторе	6	1
423	человеческого духа от	1	1
424	зло потому что	1	1
425	он не выходит	1	1
426	выход за пределы	1	1
427	все что было	2	1
428	будет ли она	1	1
429	в преступлении и	1	1
430	а не о	1	1
